,OEC US Equity
,RSI_30D
2020-01-01,60.5291
2020-01-02,59.6106
2020-01-03,57.4778
2020-01-04,57.4778
2020-01-05,57.4778
2020-01-06,54.8988
2020-01-07,56.7248
2020-01-08,56.7852
2020-01-09,55.8983
2020-01-10,56.5367
2020-01-11,56.5367
2020-01-12,56.5367
2020-01-13,57.1779
2020-01-14,55.4023
2020-01-15,58.6299
2020-01-16,56.4744
2020-01-17,50.0339
2020-01-18,50.0339
2020-01-19,50.0339
2020-01-20,50.0339
2020-01-21,47.4874
2020-01-22,44.555
2020-01-23,45.4608
2020-01-24,43.2671
2020-01-25,43.2671
2020-01-26,43.2671
2020-01-27,40.4699
2020-01-28,42.327
2020-01-29,41.6549
2020-01-30,41.4976
2020-01-31,37.318
2020-02-01,37.318
2020-02-02,37.318
2020-02-03,36.8273
2020-02-04,42.5797
2020-02-05,43.8211
2020-02-06,42.666
2020-02-07,38.8438
2020-02-08,38.8438
2020-02-09,38.8438
2020-02-10,39.9171
2020-02-11,42.5883
2020-02-12,44.2152
2020-02-13,43.0031
2020-02-14,43.1964
2020-02-15,43.1964
2020-02-16,43.1964
2020-02-17,43.1964
2020-02-18,43.5922
2020-02-19,45.5546
2020-02-20,48.9246
2020-02-21,52.2074
2020-02-22,52.2074
2020-02-23,52.2074
2020-02-24,48.7465
2020-02-25,42.1014
2020-02-26,40.1491
2020-02-27,37.1547
2020-02-28,37.1206
2020-02-29,37.1206
2020-03-01,37.1206
2020-03-02,38.177
2020-03-03,36.2852
2020-03-04,36.8843
2020-03-05,36.8843
2020-03-06,36.5897
2020-03-07,36.5897
2020-03-08,36.5897
2020-03-09,29.0183
2020-03-10,29.3221
2020-03-11,28.0551
2020-03-12,25.9617
2020-03-13,32.8367
2020-03-14,32.8367
2020-03-15,32.8367
2020-03-16,27.7279
2020-03-17,26.6996
2020-03-18,24.5778
2020-03-19,28.2302
2020-03-20,27.9608
2020-03-21,27.9608
2020-03-22,27.9608
2020-03-23,26.629
2020-03-24,29.1552
2020-03-25,29.9715
2020-03-26,33.4529
2020-03-27,31.7969
2020-03-28,31.7969
2020-03-29,31.7969
2020-03-30,32.3168
2020-03-31,32.0849
2020-04-01,29.924
2020-04-02,31.0022
2020-04-03,30.437
2020-04-04,30.437
2020-04-05,30.437
2020-04-06,32.2621
2020-04-07,33.392
2020-04-08,36.4201
2020-04-09,40.9293
2020-04-10,40.9293
2020-04-11,40.9293
2020-04-12,40.9293
2020-04-13,40.9293
2020-04-14,39.6139
2020-04-15,37.8668
2020-04-16,36.8771
2020-04-17,38.2544
2020-04-18,38.2544
2020-04-19,38.2544
2020-04-20,37.9173
2020-04-21,37.3153
2020-04-22,37.2621
2020-04-23,38.3087
2020-04-24,39.6667
2020-04-25,39.6667
2020-04-26,39.6667
2020-04-27,42.5865
2020-04-28,44.2932
2020-04-29,46.5771
2020-04-30,45.6931
2020-05-01,43.3369
2020-05-02,43.3369
2020-05-03,43.3369
2020-05-04,42.7042
2020-05-05,43.0055
2020-05-06,42.839
2020-05-07,45.7087
2020-05-08,44.7923
2020-05-09,44.7923
2020-05-10,44.7923
2020-05-11,42.8442
2020-05-12,41.9178
2020-05-13,39.758
2020-05-14,40.8248
2020-05-15,40.0278
2020-05-16,40.0278
2020-05-17,40.0278
2020-05-18,45.4486
2020-05-19,46.3459
2020-05-20,47.4833
2020-05-21,47.8914
2020-05-22,48.9582
2020-05-23,48.9582
2020-05-24,48.9582
2020-05-25,48.9582
2020-05-26,51.8231
2020-05-27,58.148
2020-05-28,56.3359
2020-05-29,55.2669
2020-05-30,55.2669
2020-05-31,55.2669
2020-06-01,55.1066
2020-06-02,55.8678
2020-06-03,57.891
2020-06-04,59.3003
2020-06-05,60.432
2020-06-06,60.432
2020-06-07,60.432
2020-06-08,61.4248
2020-06-09,58.3511
2020-06-10,55.0863
2020-06-11,49.9283
2020-06-12,51.4945
2020-06-13,51.4945
2020-06-14,51.4945
2020-06-15,52.0882
2020-06-16,53.2073
2020-06-17,51.9159
2020-06-18,52.2924
2020-06-19,52.8135
2020-06-20,52.8135
2020-06-21,52.8135
2020-06-22,51.6844
2020-06-23,51.7947
2020-06-24,49.0165
2020-06-25,50.1686
2020-06-26,47.6794
2020-06-27,47.6794
2020-06-28,47.6794
2020-06-29,50.4145
2020-06-30,50.9669
2020-07-01,49.3736
2020-07-02,49.9897
2020-07-03,49.9897
2020-07-04,49.9897
2020-07-05,49.9897
2020-07-06,50.5346
2020-07-07,48.8057
2020-07-08,49.7356
2020-07-09,49.1732
2020-07-10,52.0197
2020-07-11,52.0197
2020-07-12,52.0197
2020-07-13,51.7663
2020-07-14,51.5067
2020-07-15,53.7462
2020-07-16,52.3614
2020-07-17,51.5198
2020-07-18,51.5198
2020-07-19,51.5198
2020-07-20,50.9843
2020-07-21,51.6343
2020-07-22,51.7226
2020-07-23,52.219
2020-07-24,50.4625
2020-07-25,50.4625
2020-07-26,50.4625
2020-07-27,51.1239
2020-07-28,49.3705
2020-07-29,51.7029
2020-07-30,49.5811
2020-07-31,48.6425
2020-08-01,48.6425
2020-08-02,48.6425
2020-08-03,50.2501
2020-08-04,50.7335
2020-08-05,54.7792
2020-08-06,54.727
2020-08-07,55.6886
2020-08-08,55.6886
2020-08-09,55.6886
2020-08-10,58.5843
2020-08-11,59.8634
2020-08-12,60.0952
2020-08-13,60.1349
2020-08-14,60.6212
2020-08-15,60.6212
2020-08-16,60.6212
2020-08-17,57.6506
2020-08-18,55.7474
2020-08-19,55.5748
2020-08-20,55.8106
2020-08-21,54.9655
2020-08-22,54.9655
2020-08-23,54.9655
2020-08-24,57.1699
2020-08-25,57.107
2020-08-26,55.8989
2020-08-27,54.5788
2020-08-28,57.8177
2020-08-29,57.8177
2020-08-30,57.8177
2020-08-31,54.3548
2020-09-01,54.4539
2020-09-02,56.6893
2020-09-03,54.0068
2020-09-04,57.5614
2020-09-05,57.5614
2020-09-06,57.5614
2020-09-07,57.5614
2020-09-08,56.6787
2020-09-09,60.1748
2020-09-10,62.548
2020-09-11,62.1829
2020-09-12,62.1829
2020-09-13,62.1829
2020-09-14,63.9946
2020-09-15,64.4178
2020-09-16,64.6684
2020-09-17,64.4671
2020-09-18,64.5812
2020-09-19,64.5812
2020-09-20,64.5812
2020-09-21,52.9721
2020-09-22,52.2362
2020-09-23,51.399
2020-09-24,49.5158
2020-09-25,48.6644
2020-09-26,48.6644
2020-09-27,48.6644
2020-09-28,51.1732
2020-09-29,51.6434
2020-09-30,50.9832
2020-10-01,52.2935
2020-10-02,55.7388
2020-10-03,55.7388
2020-10-04,55.7388
2020-10-05,59.0403
2020-10-06,58.5445
2020-10-07,60.9211
2020-10-08,61.3935
2020-10-09,61.8342
2020-10-10,61.8342
2020-10-11,61.8342
2020-10-12,60.4659
2020-10-13,59.228
2020-10-14,59.351
2020-10-15,60.098
2020-10-16,60.3909
2020-10-17,60.3909
2020-10-18,60.3909
2020-10-19,59.1087
2020-10-20,59.7278
2020-10-21,59.7278
2020-10-22,59.8672
2020-10-23,61.9554
2020-10-24,61.9554
2020-10-25,61.9554
2020-10-26,58.0815
2020-10-27,58.829
2020-10-28,54.0893
2020-10-29,55.9723
2020-10-30,56.1156
2020-10-31,56.1156
2020-11-01,56.1156
2020-11-02,57.9098
2020-11-03,60.0445
2020-11-04,54.2886
2020-11-05,58.2183
2020-11-06,49.5083
2020-11-07,49.5083
2020-11-08,49.5083
2020-11-09,53.8273
2020-11-10,54.8089
2020-11-11,53.3743
2020-11-12,49.971
2020-11-13,51.8093
2020-11-14,51.8093
2020-11-15,51.8093
2020-11-16,53.9604
2020-11-17,53.047
2020-11-18,51.7295
2020-11-19,51.3993
2020-11-20,53.065
2020-11-21,53.065
2020-11-22,53.065
2020-11-23,57.0328
2020-11-24,59.4696
2020-11-25,57.2032
2020-11-26,57.2032
2020-11-27,56.4752
2020-11-28,56.4752
2020-11-29,56.4752
2020-11-30,54.8197
2020-12-01,54.7346
2020-12-02,54.6468
2020-12-03,55.8195
2020-12-04,58.4586
2020-12-05,58.4586
2020-12-06,58.4586
2020-12-07,56.9762
2020-12-08,57.6702
2020-12-09,55.8979
2020-12-10,54.3077
2020-12-11,52.9715
2020-12-12,52.9715
2020-12-13,52.9715
2020-12-14,51.4015
2020-12-15,54.2461
2020-12-16,54.1115
2020-12-17,54.6548
2020-12-18,55.5112
2020-12-19,55.5112
2020-12-20,55.5112
2020-12-21,52.5701
2020-12-22,52.4788
2020-12-23,55.2149
2020-12-24,56.51
2020-12-25,56.51
2020-12-26,56.51
2020-12-27,56.51
2020-12-28,57.3359
2020-12-29,55.5021
2020-12-30,57.8038
2020-12-31,58.3878
2021-01-01,58.3878
2021-01-02,58.3878
2021-01-03,58.3878
2021-01-04,55.5541
2021-01-05,57.2486
2021-01-06,60.7569
2021-01-07,58.3762
2021-01-08,61.8768
2021-01-09,61.8768
2021-01-10,61.8768
2021-01-11,59.6333
2021-01-12,60.3155
2021-01-13,58.4123
2021-01-14,56.3919
2021-01-15,53.5801
2021-01-16,53.5801
2021-01-17,53.5801
2021-01-18,53.5801
2021-01-19,53.2059
2021-01-20,53.4674
2021-01-21,51.3878
2021-01-22,52.6703
2021-01-23,52.6703
2021-01-24,52.6703
2021-01-25,51.8977
2021-01-26,50.9528
2021-01-27,48.8611
2021-01-28,49.7152
2021-01-29,46.6142
2021-01-30,46.6142
2021-01-31,46.6142
2021-02-01,50.5125
2021-02-02,53.2902
2021-02-03,52.3455
2021-02-04,53.2768
2021-02-05,54.0936
2021-02-06,54.0936
2021-02-07,54.0936
2021-02-08,56.7592
2021-02-09,55.4708
2021-02-10,54.3702
2021-02-11,53.3625
2021-02-12,53.9005
2021-02-13,53.9005
2021-02-14,53.9005
2021-02-15,53.9005
2021-02-16,53.4449
2021-02-17,52.3017
2021-02-18,48.7624
2021-02-19,50.8197
2021-02-20,50.8197
2021-02-21,50.8197
2021-02-22,50.0559
2021-02-23,53.4344
2021-02-24,53.9333
2021-02-25,54.3999
2021-02-26,55.1824
2021-02-27,55.1824
2021-02-28,55.1824
2021-03-01,59.0034
2021-03-02,58.5607
2021-03-03,59.4353
2021-03-04,56.8534
2021-03-05,60.8768
2021-03-06,60.8768
2021-03-07,60.8768
2021-03-08,62.43
2021-03-09,59.9672
2021-03-10,61.4182
2021-03-11,62.1726
2021-03-12,63.9241
2021-03-13,63.9241
2021-03-14,63.9241
2021-03-15,59.5948
2021-03-16,59.1847
2021-03-17,61.297
2021-03-18,58.7009
2021-03-19,59.1406
2021-03-20,59.1406
2021-03-21,59.1406
2021-03-22,55.7628
2021-03-23,52.3107
2021-03-24,53.7236
2021-03-25,55.71
2021-03-26,57.0452
2021-03-27,57.0452
2021-03-28,57.0452
2021-03-29,54.6899
2021-03-30,55.2501
2021-03-31,55.8153
2021-04-01,56.4182
2021-04-02,56.4182
2021-04-03,56.4182
2021-04-04,56.4182
2021-04-05,57.0911
2021-04-06,55.9735
2021-04-07,51.509
2021-04-08,50.8424
2021-04-09,52.1242
2021-04-10,52.1242
2021-04-11,52.1242
2021-04-12,52.0416
2021-04-13,50.7119
2021-04-14,52.0968
2021-04-15,52.2158
2021-04-16,52.7823
2021-04-17,52.7823
2021-04-18,52.7823
2021-04-19,51.963
2021-04-20,49.7866
2021-04-21,51.7901
2021-04-22,49.9901
2021-04-23,52.7262
2021-04-24,52.7262
2021-04-25,52.7262
2021-04-26,53.2077
2021-04-27,53.5342
2021-04-28,55.1523
2021-04-29,57.0107
2021-04-30,55.0444
2021-05-01,55.0444
2021-05-02,55.0444
2021-05-03,58.1085
2021-05-04,59.5687
2021-05-05,62.9412
2021-05-06,63.0614
2021-05-07,61.5629
2021-05-08,61.5629
2021-05-09,61.5629
2021-05-10,56.7964
2021-05-11,56.2954
2021-05-12,53.2059
2021-05-13,54.5334
2021-05-14,55.3345
2021-05-15,55.3345
2021-05-16,55.3345
2021-05-17,55.7378
2021-05-18,53.1642
2021-05-19,52.8982
2021-05-20,52.1337
2021-05-21,53.2037
2021-05-22,53.2037
2021-05-23,53.2037
2021-05-24,53.6163
2021-05-25,51.2781
2021-05-26,52.2686
2021-05-27,53.9934
2021-05-28,52.7431
2021-05-29,52.7431
2021-05-30,52.7431
2021-05-31,52.7431
2021-06-01,56.25
2021-06-02,52.2825
2021-06-03,53.1569
2021-06-04,53.3578
2021-06-05,53.3578
2021-06-06,53.3578
2021-06-07,51.0907
2021-06-08,51.001
2021-06-09,49.7808
2021-06-10,48.7092
2021-06-11,48.6641
2021-06-12,48.6641
2021-06-13,48.6641
2021-06-14,47.7483
2021-06-15,48.2021
2021-06-16,46.846
2021-06-17,44.4379
2021-06-18,46.9457
2021-06-19,46.9457
