,NAVI US Equity
2020-11-17,61.9381
2020-11-18,59.4897
2020-11-19,59.2771
2020-11-20,52.5881
2020-11-21,52.5881
2020-11-22,52.5881
2020-11-23,54.1141
2020-11-24,55.2987
2020-11-25,54.4045
2020-11-26,54.4045
2020-11-27,53.4363
2020-11-28,53.4363
2020-11-29,53.4363
2020-11-30,50.7073
2020-12-01,52.9009
2020-12-02,52.8646
2020-12-03,53.6018
2020-12-04,52.9784
2020-12-05,52.9784
2020-12-06,52.9784
2020-12-07,52.8195
2020-12-08,51.7755
2020-12-09,52.8146
2020-12-10,53.261
2020-12-11,52.1549
2020-12-12,52.1549
2020-12-13,52.1549
2020-12-14,50.0857
2020-12-15,52.0535
2020-12-16,50.6489
2020-12-17,51.4462
2020-12-18,50.7674
2020-12-19,50.7674
2020-12-20,50.7674
2020-12-21,49.9158
2020-12-22,50.4319
2020-12-23,53.8738
2020-12-24,54.2649
2020-12-25,54.2649
2020-12-26,54.2649
2020-12-27,54.2649
2020-12-28,53.5139
2020-12-29,54.1701
2020-12-30,54.3368
2020-12-31,54.593
2021-01-01,54.593
2021-01-02,54.593
2021-01-03,54.593
2021-01-04,55.874
2021-01-05,57.9206
2021-01-06,62.5879
2021-01-07,63.1729
2021-01-08,62.7219
2021-01-09,62.7219
2021-01-10,62.7219
2021-01-11,63.0629
2021-01-12,64.4747
2021-01-13,61.3556
2021-01-14,68.3872
2021-01-15,63.6916
2021-01-16,63.6916
2021-01-17,63.6916
2021-01-18,63.6916
2021-01-19,60.2756
2021-01-20,61.6652
2021-01-21,58.9654
2021-01-22,59.4394
2021-01-23,59.4394
2021-01-24,59.4394
2021-01-25,59.6804
2021-01-26,62.8218
2021-01-27,56.9014
2021-01-28,59.0921
2021-01-29,56.8317
2021-01-30,56.8317
2021-01-31,56.8317
2021-02-01,57.2048
2021-02-02,59.6996
2021-02-03,60.7516
2021-02-04,62.4257
2021-02-05,63.0677
2021-02-06,63.0677
2021-02-07,63.0677
2021-02-08,64.8366
2021-02-09,63.0631
2021-02-10,61.3278
2021-02-11,60.5887
2021-02-12,60.0892
2021-02-13,60.0892
2021-02-14,60.0892
2021-02-15,60.0892
2021-02-16,61.4057
2021-02-17,61.5151
2021-02-18,58.1062
2021-02-19,58.8725
2021-02-20,58.8725
2021-02-21,58.8725
2021-02-22,58.9918
2021-02-23,58.3783
2021-02-24,60.3294
2021-02-25,58.1273
2021-02-26,58.9944
2021-02-27,58.9944
2021-02-28,58.9944
2021-03-01,62.7038
2021-03-02,61.4649
2021-03-03,59.6788
2021-03-04,60.2398
2021-03-05,61.7465
2021-03-06,61.7465
2021-03-07,61.7465
2021-03-08,61.8041
2021-03-09,58.696
2021-03-10,62.2221
2021-03-11,62.2221
2021-03-12,62.7245
2021-03-13,62.7245
2021-03-14,62.7245
2021-03-15,62.8382
2021-03-16,60.9639
2021-03-17,61.4819
2021-03-18,59.3722
2021-03-19,64.1196
2021-03-20,64.1196
2021-03-21,64.1196
2021-03-22,64.4341
2021-03-23,58.9129
2021-03-24,59.2045
2021-03-25,62.0988
2021-03-26,63.9314
2021-03-27,63.9314
2021-03-28,63.9314
2021-03-29,61.6197
2021-03-30,64.0129
2021-03-31,63.7558
2021-04-01,63.9057
2021-04-02,63.9057
2021-04-03,63.9057
2021-04-04,63.9057
2021-04-05,64.4633
2021-04-06,63.5402
2021-04-07,64.3844
2021-04-08,64.4907
2021-04-09,65.0837
2021-04-10,65.0837
2021-04-11,65.0837
2021-04-12,66.1985
2021-04-13,63.0264
2021-04-14,64.0835
2021-04-15,64.7959
2021-04-16,64.9618
2021-04-17,64.9618
2021-04-18,64.9618
2021-04-19,65.7956
2021-04-20,63.3523
2021-04-21,64.7081
2021-04-22,63.6712
2021-04-23,64.5526
2021-04-24,64.5526
2021-04-25,64.5526
2021-04-26,65.7004
2021-04-27,66.1539
2021-04-28,70.4044
2021-04-29,73.6085
2021-04-30,72.0159
2021-05-01,72.0159
2021-05-02,72.0159
2021-05-03,72.1766
2021-05-04,69.9936
2021-05-05,70.946
2021-05-06,71.4152
2021-05-07,72.8581
2021-05-08,72.8581
2021-05-09,72.8581
2021-05-10,71.8928
2021-05-11,69.3577
2021-05-12,64.3681
2021-05-13,67.4983
2021-05-14,68.2844
2021-05-15,68.2844
2021-05-16,68.2844
2021-05-17,68.4815
2021-05-18,67.612
2021-05-19,67.5627
2021-05-20,67.1574
2021-05-21,68.1936
2021-05-22,68.1936
2021-05-23,68.1936
2021-05-24,68.3901
2021-05-25,65.0633
2021-05-26,68.6609
2021-05-27,70.3074
2021-05-28,70.1069
2021-05-29,70.1069
2021-05-30,70.1069
2021-05-31,70.1069
2021-06-01,71.7333
2021-06-02,71.63
2021-06-03,71.7574
2021-06-04,71.9312
2021-06-05,71.9312
2021-06-06,71.9312
2021-06-07,73.4528
2021-06-08,74.059
2021-06-09,74.1809
2021-06-10,72.1912
2021-06-11,74.2116
2021-06-12,74.2116
2021-06-13,74.2116
2021-06-14,71.416
2021-06-15,73.4828
2021-06-16,74.7662
2021-06-17,68.1431
2021-06-18,59.8352
2021-06-19,59.8352
2021-06-20,59.8352
2021-06-21,64.1327
2021-06-22,61.3452
2021-06-23,61.7421
2021-06-24,62.7534
2021-06-25,62.3089
2021-06-26,62.3089
2021-06-27,62.3089
2021-06-28,62.1571
2021-06-29,62.0789
2021-06-30,63.0413
2021-07-01,63.7082
2021-07-02,63.2026
2021-07-03,63.2026
2021-07-04,63.2026
2021-07-05,63.2026
2021-07-06,58.0399
2021-07-07,59.3607
2021-07-08,59.2064
2021-07-09,63.3002
2021-07-10,63.3002
2021-07-11,63.3002
2021-07-12,64.9653
2021-07-13,63.4757
2021-07-14,63.9705
2021-07-15,64.062
2021-07-16,62.4208
2021-07-17,62.4208
2021-07-18,62.4208
2021-07-19,58.4695
2021-07-20,61.6686
2021-07-21,63.9243
2021-07-22,60.9419
2021-07-23,61.3513
2021-07-24,61.3513
2021-07-25,61.3513
2021-07-26,62.4816
2021-07-27,62.4061
2021-07-28,57.7823
2021-07-29,59.5737
2021-07-30,60.4648
2021-07-31,60.4648
2021-08-01,60.4648
2021-08-02,61.7502
2021-08-03,61.8875
2021-08-04,59.317
2021-08-05,61.2666
2021-08-06,64.4476
2021-08-07,64.4476
2021-08-08,64.4476
2021-08-09,64.153
2021-08-10,64.9406
2021-08-11,65.9189
2021-08-12,65.0581
2021-08-13,65.2714
2021-08-14,65.2714
2021-08-15,65.2714
2021-08-16,65.3152
2021-08-17,66.0243
2021-08-18,65.5048
2021-08-19,63.8586
2021-08-20,65.3292
2021-08-21,65.3292
2021-08-22,65.3292
2021-08-23,64.6272
2021-08-24,65.112
2021-08-25,67.2044
2021-08-26,66.562
2021-08-27,69.0943
2021-08-28,69.0943
2021-08-29,69.0943
2021-08-30,66.8373
2021-08-31,68.4574
2021-09-01,68.0052
2021-09-02,66.991
2021-09-03,67.6711
2021-09-04,67.6711
2021-09-05,67.6711
2021-09-06,67.6711
2021-09-07,67.8083
2021-09-08,68.2268
2021-09-09,68.3686
2021-09-10,66.9266
2021-09-11,66.9266
2021-09-12,66.9266
2021-09-13,69.0039
2021-09-14,64.4282
2021-09-15,66.2039
2021-09-16,66.7289
2021-09-17,66.7775
2021-09-18,66.7775
2021-09-19,66.7775
2021-09-20,58.7146
2021-09-21,56.8421
2021-09-22,55.3953
2021-09-23,56.3036
2021-09-24,57.4393
2021-09-25,57.4393
2021-09-26,57.4393
2021-09-27,61.0748
2021-09-28,55.166
2021-09-29,39.7144
2021-09-30,42.3464
2021-10-01,40.0922
2021-10-02,40.0922
2021-10-03,40.0922
2021-10-04,39.242
2021-10-05,38.5374
2021-10-06,38.1829
2021-10-07,42.8097
2021-10-08,42.6931
2021-10-09,42.6931
2021-10-10,42.6931
2021-10-11,45.1172
2021-10-12,46.0712
2021-10-13,44.5532
2021-10-14,46.5277
2021-10-15,46.0492
2021-10-16,46.0492
2021-10-17,46.0492
2021-10-18,47.0227
2021-10-19,45.8955
2021-10-20,47.4083
2021-10-21,46.031
2021-10-22,46.4068
2021-10-23,46.4068
2021-10-24,46.4068
2021-10-25,45.8873
2021-10-26,44.6191
2021-10-27,42.8059
2021-10-28,44.3272
2021-10-29,45.7061
2021-10-30,45.7061
2021-10-31,45.7061
2021-11-01,48.8721
2021-11-02,45.1181
2021-11-03,44.9841
2021-11-04,44.4828
2021-11-05,46.5551
2021-11-06,46.5551
2021-11-07,46.5551
2021-11-08,49.7539
2021-11-09,48.6671
2021-11-10,48.2705
2021-11-11,50.5629
2021-11-12,50.6657
2021-11-13,50.6657
2021-11-14,50.6657
2021-11-15,49.651
2021-11-16,47.8762
2021-11-17,48.7677
2021-11-18,47.8159
2021-11-19,47.4434
2021-11-20,47.4434
2021-11-21,47.4434
2021-11-22,49.1981
2021-11-23,51.0575
2021-11-24,51.6127
2021-11-25,51.6127
2021-11-26,48.0072
2021-11-27,48.0072
2021-11-28,48.0072
2021-11-29,47.2601
2021-11-30,46.8293
2021-12-01,46.2299
2021-12-02,49.9363
2021-12-03,49.0194
2021-12-04,49.0194
2021-12-05,49.0194
2021-12-06,52.879
2021-12-07,55.5052
2021-12-08,53.4888
2021-12-09,52.904
2021-12-10,53.5864
2021-12-11,53.5864
2021-12-12,53.5864
2021-12-13,54.7346
2021-12-14,57.1755
2021-12-15,57.514
2021-12-16,56.5234
2021-12-17,55.5988
2021-12-18,55.5988
2021-12-19,55.5988
2021-12-20,48.099
2021-12-21,53.8855
2021-12-22,54.8726
2021-12-23,56.0665
2021-12-24,56.0665
2021-12-25,56.0665
2021-12-26,56.0665
2021-12-27,55.4483
2021-12-28,55.4483
2021-12-29,53.8312
2021-12-30,53.4282
2021-12-31,53.531
2022-01-01,53.531
2022-01-02,53.531
2022-01-03,54.8709
2022-01-04,57.0394
2022-01-05,55.6561
2022-01-06,56.4019
2022-01-07,58.381
2022-01-08,58.381
2022-01-09,58.381
2022-01-10,54.2779
2022-01-11,55.7406
2022-01-12,55.7406
2022-01-13,56.141
2022-01-14,55.7497
2022-01-15,55.7497
2022-01-16,55.7497
2022-01-17,55.7497
2022-01-18,52.8895
2022-01-19,45.5788
2022-01-20,44.2753
2022-01-21,40.5089
2022-01-22,40.5089
2022-01-23,40.5089
2022-01-24,38.397
2022-01-25,39.1134
2022-01-26,31.6423
2022-01-27,34.2623
2022-01-28,33.7829
2022-01-29,33.7829
2022-01-30,33.7829
2022-01-31,38.7863
2022-02-01,38.9355
2022-02-02,39.2925
2022-02-03,39.5017
2022-02-04,40.8197
2022-02-05,40.8197
2022-02-06,40.8197
2022-02-07,42.073
2022-02-08,44.3586
2022-02-09,46.1181
2022-02-10,46.2158
2022-02-11,44.544
2022-02-12,44.544
2022-02-13,44.544
2022-02-14,44.4608
2022-02-15,46.5767
2022-02-16,47.1859
2022-02-17,43.7058
2022-02-18,45.0009
2022-02-19,45.0009
2022-02-20,45.0009
2022-02-21,45.0009
2022-02-22,43.6706
2022-02-23,41.2277
2022-02-24,41.6633
2022-02-25,44.985
2022-02-26,44.985
2022-02-27,44.985
2022-02-28,42.5954
2022-03-01,40.5527
2022-03-02,43.0689
2022-03-03,42.2311
2022-03-04,39.758
2022-03-05,39.758
2022-03-06,39.758
2022-03-07,38.3569
2022-03-08,37.952
2022-03-09,41.7677
2022-03-10,41.7308
2022-03-11,41.579
2022-03-12,41.579
2022-03-13,41.579
2022-03-14,40.9621
2022-03-15,42.2365
2022-03-16,45.6657
2022-03-17,45.717
2022-03-18,46.5006
2022-03-19,46.5006
2022-03-20,46.5006
2022-03-21,45.1084
2022-03-22,45.5437
2022-03-23,43.3227
2022-03-24,44.9339
2022-03-25,45.8671
2022-03-26,45.8671
2022-03-27,45.8671
2022-03-28,44.8948
2022-03-29,49.0941
2022-03-30,46.4082
2022-03-31,45.5198
2022-04-01,45.5737
2022-04-02,45.5737
2022-04-03,45.5737
2022-04-04,43.6102
2022-04-05,46.1207
2022-04-06,44.5592
2022-04-07,43.5567
2022-04-08,44.2339
2022-04-09,44.2339
2022-04-10,44.2339
2022-04-11,41.6089
2022-04-12,43.3755
2022-04-13,44.9322
2022-04-14,45.2104
2022-04-15,45.2104
2022-04-16,45.2104
2022-04-17,45.2104
2022-04-18,48.2917
2022-04-19,50.5141
2022-04-20,46.9555
2022-04-21,46.4589
2022-04-22,44.9393
2022-04-23,44.9393
2022-04-24,44.9393
2022-04-25,48.5731
2022-04-26,46.0912
2022-04-27,45.1535
2022-04-28,45.6732
2022-04-29,43.1763
2022-04-30,43.1763
2022-05-01,43.1763
2022-05-02,43.3392
2022-05-03,45.4949
2022-05-04,49.7017
2022-05-05,46.8003
2022-05-06,45.5906
2022-05-07,45.5906
2022-05-08,45.5906
2022-05-09,44.1652
2022-05-10,42.8199
2022-05-11,41.3262
2022-05-12,40.5385
2022-05-13,42.7945
2022-05-14,42.7945
2022-05-15,42.7945
2022-05-16,44.1004
2022-05-17,47.521
2022-05-18,44.7305
2022-05-19,44.5713
2022-05-20,44.4077
2022-05-21,44.4077
2022-05-22,44.4077
2022-05-23,43.7844
2022-05-24,41.4947
2022-05-25,43.5829
2022-05-26,46.23
2022-05-27,48.3513
2022-05-28,48.3513
2022-05-29,48.3513
2022-05-30,48.3513
2022-05-31,47.6442
2022-06-01,46.0339
2022-06-02,47.0947
2022-06-03,45.5936
2022-06-04,45.5936
2022-06-05,45.5936
2022-06-06,46.527
2022-06-07,47.9137
2022-06-08,45.1757
2022-06-09,43.4494
2022-06-10,40.4829
2022-06-11,40.4829
2022-06-12,40.4829
2022-06-13,37.7795
2022-06-14,39.935
2022-06-15,39.9888
2022-06-16,36.5376
2022-06-17,39.503
2022-06-18,39.503
2022-06-19,39.503
2022-06-20,39.503
2022-06-21,40.6304
2022-06-22,41.2481
2022-06-23,42.2327
2022-06-24,45.6076
2022-06-25,45.6076
2022-06-26,45.6076
2022-06-27,45.6559
2022-06-28,44.3126
2022-06-29,44.3639
2022-06-30,43.945
2022-07-01,45.6955
2022-07-02,45.6955
2022-07-03,45.6955
2022-07-04,45.6955
2022-07-05,47.1443
2022-07-06,46.5932
2022-07-07,47.7515
2022-07-08,47.9638
2022-07-09,47.9638
2022-07-10,47.9638
2022-07-11,47.9134
2022-07-12,46.746
2022-07-13,48.5503
2022-07-14,47.4587
2022-07-15,49.2028
2022-07-16,49.2028
2022-07-17,49.2028
2022-07-18,49.5937
2022-07-19,53.5547
2022-07-20,53.7053
2022-07-21,53.5258
2022-07-22,53.3414
2022-07-23,53.3414
2022-07-24,53.3414
2022-07-25,53.2781
2022-07-26,51.0235
2022-07-27,58.4507
2022-07-28,55.1545
2022-07-29,56.1593
2022-07-30,56.1593
2022-07-31,56.1593
2022-08-01,56.7965
2022-08-02,52.8251
2022-08-03,53.8271
2022-08-04,53.8753
2022-08-05,52.1281
2022-08-06,52.1281
2022-08-07,52.1281
2022-08-08,54.2568
2022-08-09,53.2318
2022-08-10,55.4565
2022-08-11,56.2061
2022-08-12,57.0473
2022-08-13,57.0473
2022-08-14,57.0473
2022-08-15,56.7965
2022-08-16,58.6309
2022-08-17,56.7765
2022-08-18,58.0543
2022-08-19,55.1794
2022-08-20,55.1794
2022-08-21,55.1794
2022-08-22,53.0524
2022-08-23,52.4712
2022-08-24,52.6857
2022-08-25,54.6442
2022-08-26,51.5986
2022-08-27,51.5986
2022-08-28,51.5986
2022-08-29,46.2169
2022-08-30,46.7744
2022-08-31,47.5618
2022-09-01,46.4335
2022-09-02,44.8815
2022-09-03,44.8815
2022-09-04,44.8815
2022-09-05,44.8815
2022-09-06,42.6459
2022-09-07,46.1304
2022-09-08,47.1991
2022-09-09,44.8727
2022-09-10,44.8727
2022-09-11,44.8727
2022-09-12,44.9312
2022-09-13,40.2479
2022-09-14,41.3223
2022-09-15,44.8554
2022-09-16,44.3211
2022-09-17,44.3211
2022-09-18,44.3211
2022-09-19,45.4416
2022-09-20,43.0657
2022-09-21,44.3714
2022-09-22,42.7402
2022-09-23,40.651
2022-09-24,40.651
2022-09-25,40.651
2022-09-26,40.2843
2022-09-27,40.8971
2022-09-28,45.0935
2022-09-29,45.4828
2022-09-30,49.2083
2022-10-01,49.2083
2022-10-02,49.2083
2022-10-03,48.7164
2022-10-04,53.3045
2022-10-05,52.9434
2022-10-06,53.6395
2022-10-07,50.2557
2022-10-08,50.2557
2022-10-09,50.2557
2022-10-10,49.329
2022-10-11,50.4727
2022-10-12,50.573
2022-10-13,52.657
2022-10-14,49.3273
2022-10-15,49.3273
2022-10-16,49.3273
2022-10-17,51.2882
2022-10-18,51.6751
2022-10-19,50.432
2022-10-20,50.3276
2022-10-21,52.3182
2022-10-22,52.3182
2022-10-23,52.3182
2022-10-24,52.8198
2022-10-25,55.1152
2022-10-26,47.3999
2022-10-27,48.0434
2022-10-28,50.501
2022-10-29,50.501
2022-10-30,50.501
2022-10-31,50.7373
2022-11-01,50.6872
2022-11-02,48.2257
2022-11-03,48.4845
2022-11-04,49.7322
2022-11-05,49.7322
2022-11-06,49.7322
2022-11-07,52.1784
2022-11-08,51.3346
2022-11-09,50.5939
2022-11-10,54.4765
2022-11-11,54.8891
2022-11-12,54.8891
2022-11-13,54.8891
2022-11-14,54.775
2022-11-15,55.7272
2022-11-16,53.681
2022-11-17,51.8794
2022-11-18,51.7111
2022-11-19,51.7111
2022-11-20,51.7111
2022-11-21,54.5101
2022-11-22,55.0007
2022-11-23,55.1009
2022-11-24,55.1009
2022-11-25,56.2594
2022-11-26,56.2594
2022-11-27,56.2594
2022-11-28,55.1082
2022-11-29,56.4898
2022-11-30,56.9968
2022-12-01,59.8784
2022-12-02,59.738
2022-12-03,59.738
2022-12-04,59.738
2022-12-05,57.9804
2022-12-06,57.4211
2022-12-07,57.685
2022-12-08,56.3836
2022-12-09,54.9584
2022-12-10,54.9584
2022-12-11,54.9584
2022-12-12,57.5136
2022-12-13,57.2943
2022-12-14,57.7388
2022-12-15,57.3528
2022-12-16,55.8843
2022-12-17,55.8843
2022-12-18,55.8843
2022-12-19,53.4265
2022-12-20,54.9783
2022-12-21,56.3037
2022-12-22,53.0712
2022-12-23,54.1239
2022-12-24,54.1239
2022-12-25,54.1239
2022-12-26,54.1239
2022-12-27,54.6195
2022-12-28,52.7053
2022-12-29,54.7255
2022-12-30,53.615
2022-12-31,53.615
2023-01-01,53.615
2023-01-02,53.615
2023-01-03,54.1285
2023-01-04,56.138
2023-01-05,53.7043
2023-01-06,56.6224
2023-01-07,56.6224
2023-01-08,56.6224
2023-01-09,55.7142
2023-01-10,56.6727
2023-01-11,58.4185
2023-01-12,59.1562
2023-01-13,59.8923
2023-01-14,59.8923
2023-01-15,59.8923
2023-01-16,59.8923
2023-01-17,58.4669
2023-01-18,57.7972
2023-01-19,57.3723
2023-01-20,58.6307
2023-01-21,58.6307
2023-01-22,58.6307
2023-01-23,59.7373
2023-01-24,57.0199
2023-01-25,63.1217
2023-01-26,66.7101
2023-01-27,61.3812
2023-01-28,61.3812
2023-01-29,61.3812
2023-01-30,61.1614
2023-01-31,63.0759
2023-02-01,63.7363
2023-02-02,60.4551
2023-02-03,61.5714
2023-02-04,61.5714
2023-02-05,61.5714
2023-02-06,61.5714
2023-02-07,62.6526
2023-02-08,60.4348
2023-02-09,59.9803
2023-02-10,59.5173
2023-02-11,59.5173
2023-02-12,59.5173
2023-02-13,60.049
2023-02-14,58.9281
2023-02-15,59.2094
2023-02-16,58.5457
2023-02-17,57.463
2023-02-18,57.463
2023-02-19,57.463
2023-02-20,57.463
2023-02-21,54.9557
2023-02-22,54.8758
2023-02-23,55.1456
2023-02-24,54.3886
2023-02-25,54.3886
2023-02-26,54.3886
2023-02-27,53.1309
2023-02-28,53.3541
2023-03-01,53.1795
2023-03-02,53.3389
2023-03-03,55.1551
2023-03-04,55.1551
2023-03-05,55.1551
2023-03-06,54.5818
2023-03-07,51.2735
2023-03-08,51.1844
2023-03-09,47.1948
2023-03-10,42.4599
2023-03-11,42.4599
2023-03-12,42.4599
2023-03-13,37.2289
2023-03-14,41.0695
2023-03-15,38.5229
2023-03-16,39.1869
2023-03-17,36.157
2023-03-18,36.157
