,NXST US Equity
2020-05-13,47.0124
2020-05-14,48.8454
2020-05-15,49.0842
2020-05-16,49.0842
2020-05-17,49.0842
2020-05-18,51.5497
2020-05-19,51.0686
2020-05-20,52.1648
2020-05-21,51.2943
2020-05-22,52.0815
2020-05-23,52.0815
2020-05-24,52.0815
2020-05-25,52.0815
2020-05-26,53.8051
2020-05-27,54.381
2020-05-28,52.7859
2020-05-29,53.3316
2020-05-30,53.3316
2020-05-31,53.3316
2020-06-01,54.5137
2020-06-02,55.1085
2020-06-03,57.5197
2020-06-04,58.0047
2020-06-05,60.3925
2020-06-06,60.3925
2020-06-07,60.3925
2020-06-08,60.7667
2020-06-09,56.6058
2020-06-10,55.4365
2020-06-11,51.7006
2020-06-12,51.2339
2020-06-13,51.2339
2020-06-14,51.2339
2020-06-15,53.0256
2020-06-16,53.4315
2020-06-17,52.6592
2020-06-18,53.4975
2020-06-19,52.3452
2020-06-20,52.3452
2020-06-21,52.3452
2020-06-22,52.8985
2020-06-23,53.0905
2020-06-24,51.1219
2020-06-25,50.7627
2020-06-26,48.5203
2020-06-27,48.5203
2020-06-28,48.5203
2020-06-29,50.7964
2020-06-30,50.7964
2020-07-01,50.5237
2020-07-02,51.1529
2020-07-03,51.1529
2020-07-04,51.1529
2020-07-05,51.1529
2020-07-06,52.0726
2020-07-07,50.3338
2020-07-08,49.6047
2020-07-09,46.233
2020-07-10,48.5558
2020-07-11,48.5558
2020-07-12,48.5558
2020-07-13,48.3426
2020-07-14,49.3253
2020-07-15,52.3299
2020-07-16,52.0648
2020-07-17,51.3916
2020-07-18,51.3916
2020-07-19,51.3916
2020-07-20,49.4149
2020-07-21,50.309
2020-07-22,51.1581
2020-07-23,51.5451
2020-07-24,51.6555
2020-07-25,51.6555
2020-07-26,51.6555
2020-07-27,51.0817
2020-07-28,51.2959
2020-07-29,53.8326
2020-07-30,54.5105
2020-07-31,53.2277
2020-08-01,53.2277
2020-08-02,53.2277
2020-08-03,53.9479
2020-08-04,54.495
2020-08-05,52.0332
2020-08-06,54.4075
2020-08-07,53.4918
2020-08-08,53.4918
2020-08-09,53.4918
2020-08-10,54.274
2020-08-11,56.4522
2020-08-12,54.2599
2020-08-13,54.7625
2020-08-14,55.6802
2020-08-15,55.6802
2020-08-16,55.6802
2020-08-17,55.2616
2020-08-18,54.0875
2020-08-19,55.4113
2020-08-20,54.0138
2020-08-21,53.7015
2020-08-22,53.7015
2020-08-23,53.7015
2020-08-24,57.205
2020-08-25,56.4485
2020-08-26,55.8061
2020-08-27,57.3629
2020-08-28,59.7157
2020-08-29,59.7157
2020-08-30,59.7157
2020-08-31,57.0477
2020-09-01,55.1782
2020-09-02,57.4139
2020-09-03,55.702
2020-09-04,55.9807
2020-09-05,55.9807
2020-09-06,55.9807
2020-09-07,55.9807
2020-09-08,54.783
2020-09-09,56.8602
2020-09-10,55.536
2020-09-11,56.453
2020-09-12,56.453
2020-09-13,56.453
2020-09-14,58.1393
2020-09-15,57.5242
2020-09-16,59.4274
2020-09-17,59.8479
2020-09-18,58.1712
2020-09-19,58.1712
2020-09-20,58.1712
2020-09-21,53.2238
2020-09-22,53.7575
2020-09-23,50.6146
2020-09-24,52.0758
2020-09-25,51.5413
2020-09-26,51.5413
2020-09-27,51.5413
2020-09-28,52.4692
2020-09-29,49.7546
2020-09-30,48.5384
2020-10-01,48.2066
2020-10-02,48.5973
2020-10-03,48.5973
2020-10-04,48.5973
2020-10-05,49.1235
2020-10-06,48.0784
2020-10-07,50.2316
2020-10-08,52.4913
2020-10-09,50.5813
2020-10-10,50.5813
2020-10-11,50.5813
2020-10-12,50.4055
2020-10-13,48.8341
2020-10-14,46.7754
2020-10-15,47.1134
2020-10-16,46.8779
2020-10-17,46.8779
2020-10-18,46.8779
2020-10-19,45.9728
2020-10-20,45.7328
2020-10-21,46.6849
2020-10-22,50.2933
2020-10-23,49.6067
2020-10-24,49.6067
2020-10-25,49.6067
2020-10-26,46.0315
2020-10-27,44.3771
2020-10-28,41.2828
2020-10-29,42.8572
2020-10-30,42.8077
2020-10-31,42.8077
2020-11-01,42.8077
2020-11-02,43.7041
2020-11-03,48.4092
2020-11-04,43.5404
2020-11-05,47.6577
2020-11-06,48.3267
2020-11-07,48.3267
2020-11-08,48.3267
2020-11-09,51.6829
2020-11-10,55.0624
2020-11-11,55.6518
2020-11-12,55.4197
2020-11-13,58.6783
2020-11-14,58.6783
2020-11-15,58.6783
2020-11-16,61.6363
2020-11-17,61.4508
2020-11-18,60.9711
2020-11-19,60.5838
2020-11-20,61.2802
2020-11-21,61.2802
2020-11-22,61.2802
2020-11-23,63.0836
2020-11-24,64.5814
2020-11-25,64.0963
2020-11-26,64.0963
2020-11-27,61.542
2020-11-28,61.542
2020-11-29,61.542
2020-11-30,59.709
2020-12-01,62.2045
2020-12-02,62.6196
2020-12-03,62.6087
2020-12-04,63.3768
2020-12-05,63.3768
2020-12-06,63.3768
2020-12-07,63.7553
2020-12-08,61.7292
2020-12-09,59.9826
2020-12-10,59.96
2020-12-11,56.2578
2020-12-12,56.2578
2020-12-13,56.2578
2020-12-14,54.966
2020-12-15,56.8268
2020-12-16,55.7777
2020-12-17,54.4337
2020-12-18,52.7788
2020-12-19,52.7788
2020-12-20,52.7788
2020-12-21,50.8996
2020-12-22,50.6135
2020-12-23,54.75
2020-12-24,55.4609
2020-12-25,55.4609
2020-12-26,55.4609
2020-12-27,55.4609
2020-12-28,58.2932
2020-12-29,57.011
2020-12-30,58.2692
2020-12-31,58.4748
2021-01-01,58.4748
2021-01-02,58.4748
2021-01-03,58.4748
2021-01-04,56.9565
2021-01-05,57.888
2021-01-06,63.2954
2021-01-07,60.5559
2021-01-08,60.0206
2021-01-09,60.0206
2021-01-10,60.0206
2021-01-11,61.288
2021-01-12,60.7427
2021-01-13,56.6958
2021-01-14,56.8757
2021-01-15,57.124
2021-01-16,57.124
2021-01-17,57.124
2021-01-18,57.124
2021-01-19,57.661
2021-01-20,55.7565
2021-01-21,54.7882
2021-01-22,53.3297
2021-01-23,53.3297
2021-01-24,53.3297
2021-01-25,55.4263
2021-01-26,58.3231
2021-01-27,53.7683
2021-01-28,59.4836
2021-01-29,56.2511
2021-01-30,56.2511
2021-01-31,56.2511
2021-02-01,60.4997
2021-02-02,60.2346
2021-02-03,62.1401
2021-02-04,65.0458
2021-02-05,62.1928
2021-02-06,62.1928
2021-02-07,62.1928
2021-02-08,59.4851
2021-02-09,61.6065
2021-02-10,60.9616
2021-02-11,62.0258
2021-02-12,63.2916
2021-02-13,63.2916
2021-02-14,63.2916
2021-02-15,63.2916
2021-02-16,61.7664
2021-02-17,59.8334
2021-02-18,59.3248
2021-02-19,59.3433
2021-02-20,59.3433
2021-02-21,59.3433
2021-02-22,61.6746
2021-02-23,67.5446
2021-02-24,66.3189
2021-02-25,59.8612
2021-02-26,62.9356
2021-02-27,62.9356
2021-02-28,62.9356
2021-03-01,65.7069
2021-03-02,63.3099
2021-03-03,65.3893
2021-03-04,64.2142
2021-03-05,66.4799
2021-03-06,66.4799
2021-03-07,66.4799
2021-03-08,66.8923
2021-03-09,65.8375
2021-03-10,66.504
2021-03-11,67.4401
2021-03-12,67.9208
2021-03-13,67.9208
2021-03-14,67.9208
2021-03-15,68.6411
2021-03-16,69.0662
2021-03-17,69.7311
2021-03-18,66.2917
2021-03-19,64.4988
2021-03-20,64.4988
2021-03-21,64.4988
2021-03-22,64.8701
2021-03-23,60.5825
2021-03-24,55.2365
2021-03-25,57.4993
2021-03-26,54.9035
2021-03-27,54.9035
2021-03-28,54.9035
2021-03-29,53.1626
2021-03-30,54.7785
2021-03-31,53.7616
2021-04-01,54.931
2021-04-02,54.931
2021-04-03,54.931
2021-04-04,54.931
2021-04-05,54.1263
2021-04-06,55.0012
2021-04-07,56.3768
2021-04-08,57.4204
2021-04-09,58.803
2021-04-10,58.803
2021-04-11,58.803
2021-04-12,59.2754
2021-04-13,56.9193
2021-04-14,57.359
2021-04-15,58.6024
2021-04-16,59.7111
2021-04-17,59.7111
2021-04-18,59.7111
2021-04-19,59.4993
2021-04-20,57.5396
2021-04-21,59.3151
2021-04-22,59.4783
2021-04-23,59.0279
2021-04-24,59.0279
2021-04-25,59.0279
2021-04-26,59.1514
2021-04-27,57.3709
2021-04-28,56.3926
2021-04-29,56.7801
2021-04-30,53.7748
2021-05-01,53.7748
2021-05-02,53.7748
2021-05-03,54.4169
2021-05-04,54.9245
2021-05-05,54.9654
2021-05-06,55.0148
2021-05-07,53.4909
2021-05-08,53.4909
2021-05-09,53.4909
2021-05-10,53.8962
2021-05-11,54.3157
2021-05-12,52.7275
2021-05-13,54.0371
2021-05-14,56.3928
2021-05-15,56.3928
2021-05-16,56.3928
2021-05-17,54.8681
2021-05-18,53.9699
2021-05-19,53.4103
2021-05-20,54.1802
2021-05-21,52.8632
2021-05-22,52.8632
2021-05-23,52.8632
2021-05-24,57.1997
2021-05-25,56.2112
2021-05-26,55.4818
2021-05-27,57.7718
2021-05-28,55.6792
2021-05-29,55.6792
2021-05-30,55.6792
2021-05-31,55.6792
2021-06-01,54.4961
2021-06-02,54.4093
2021-06-03,52.5614
2021-06-04,52.0755
2021-06-05,52.0755
2021-06-06,52.0755
2021-06-07,50.0481
2021-06-08,48.2055
2021-06-09,50.8967
2021-06-10,49.666
2021-06-11,50.8414
2021-06-12,50.8414
2021-06-13,50.8414
2021-06-14,51.0687
2021-06-15,51.7337
2021-06-16,49.0974
2021-06-17,47.9485
2021-06-18,46.7709
2021-06-19,46.7709
2021-06-20,46.7709
2021-06-21,49.728
2021-06-22,49.4542
2021-06-23,50.7882
2021-06-24,51.1746
2021-06-25,58.0707
2021-06-26,58.0707
2021-06-27,58.0707
2021-06-28,52.9337
2021-06-29,48.27
2021-06-30,51.2725
2021-07-01,53.8145
2021-07-02,53.8852
2021-07-03,53.8852
2021-07-04,53.8852
2021-07-05,53.8852
2021-07-06,50.9789
2021-07-07,48.7935
2021-07-08,47.6885
2021-07-09,50.4557
2021-07-10,50.4557
2021-07-11,50.4557
2021-07-12,50.9404
2021-07-13,49.5516
2021-07-14,48.712
2021-07-15,47.9104
2021-07-16,46.6327
2021-07-17,46.6327
2021-07-18,46.6327
2021-07-19,42.8613
2021-07-20,46.7232
2021-07-21,49.0935
2021-07-22,48.1319
2021-07-23,49.2143
2021-07-24,49.2143
2021-07-25,49.2143
2021-07-26,50.2283
2021-07-27,49.8746
2021-07-28,51.2185
2021-07-29,52.029
2021-07-30,51.0522
2021-07-31,51.0522
2021-08-01,51.0522
2021-08-02,51.2048
2021-08-03,51.4602
2021-08-04,50.655
2021-08-05,55.219
2021-08-06,55.5677
2021-08-07,55.5677
2021-08-08,55.5677
2021-08-09,52.9452
2021-08-10,52.9611
2021-08-11,52.9056
2021-08-12,51.2239
2021-08-13,49.6893
2021-08-14,49.6893
2021-08-15,49.6893
2021-08-16,48.5475
2021-08-17,48.5029
2021-08-18,49.4463
2021-08-19,45.1502
2021-08-20,47.408
2021-08-21,47.408
2021-08-22,47.408
2021-08-23,49.4859
2021-08-24,51.7282
2021-08-25,51.4808
2021-08-26,50.22
2021-08-27,52.5371
2021-08-28,52.5371
2021-08-29,52.5371
2021-08-30,51.9778
2021-08-31,53.4549
2021-09-01,52.7051
2021-09-02,54.3774
2021-09-03,51.8864
2021-09-04,51.8864
2021-09-05,51.8864
2021-09-06,51.8864
2021-09-07,48.588
2021-09-08,48.8396
2021-09-09,47.8613
2021-09-10,45.8395
2021-09-11,45.8395
2021-09-12,45.8395
2021-09-13,49.88
2021-09-14,47.7367
2021-09-15,52.3397
2021-09-16,53.7344
2021-09-17,51.7899
2021-09-18,51.7899
2021-09-19,51.7899
2021-09-20,49.5988
2021-09-21,50.4676
2021-09-22,54.5862
2021-09-23,55.5388
2021-09-24,58.7614
2021-09-25,58.7614
2021-09-26,58.7614
2021-09-27,59.5155
2021-09-28,56.7117
2021-09-29,55.1727
2021-09-30,52.9674
2021-10-01,54.4513
2021-10-02,54.4513
2021-10-03,54.4513
2021-10-04,54.0779
2021-10-05,54.1001
2021-10-06,53.3092
2021-10-07,54.1506
2021-10-08,53.807
2021-10-09,53.807
2021-10-10,53.807
2021-10-11,53.4184
2021-10-12,48.8517
2021-10-13,49.3235
2021-10-14,51.9148
2021-10-15,51.1169
2021-10-16,51.1169
2021-10-17,51.1169
2021-10-18,48.6912
2021-10-19,51.8983
2021-10-20,53.3246
2021-10-21,50.6874
2021-10-22,51.7016
2021-10-23,51.7016
2021-10-24,51.7016
2021-10-25,51.8317
2021-10-26,50.529
2021-10-27,46.2921
2021-10-28,50.2896
2021-10-29,50.3054
2021-10-30,50.3054
2021-10-31,50.3054
2021-11-01,53.6379
2021-11-02,57.8617
2021-11-03,59.7753
2021-11-04,58.6745
2021-11-05,61.606
2021-11-06,61.606
2021-11-07,61.606
2021-11-08,62.5456
2021-11-09,62.7084
2021-11-10,62.4266
2021-11-11,63.2077
2021-11-12,61.4427
2021-11-13,61.4427
2021-11-14,61.4427
2021-11-15,62.8105
2021-11-16,60.8273
2021-11-17,60.2286
2021-11-18,57.4875
2021-11-19,56.2049
2021-11-20,56.2049
2021-11-21,56.2049
2021-11-22,56.9825
2021-11-23,55.1815
2021-11-24,53.2733
2021-11-25,53.2733
2021-11-26,49.6555
2021-11-27,49.6555
2021-11-28,49.6555
2021-11-29,49.4755
2021-11-30,44.9322
2021-12-01,42.6515
2021-12-02,49.0657
2021-12-03,48.7825
2021-12-04,48.7825
2021-12-05,48.7825
2021-12-06,47.7373
2021-12-07,49.6155
2021-12-08,49.5941
2021-12-09,48.8831
2021-12-10,48.8609
2021-12-11,48.8609
2021-12-12,48.8609
2021-12-13,46.2756
2021-12-14,43.6457
2021-12-15,42.895
2021-12-16,42.8233
2021-12-17,44.2507
2021-12-18,44.2507
2021-12-19,44.2507
2021-12-20,42.0267
2021-12-21,45.7823
2021-12-22,46.3958
2021-12-23,49.5726
2021-12-24,49.5726
2021-12-25,49.5726
2021-12-26,49.5726
2021-12-27,49.7308
2021-12-28,49.4252
2021-12-29,46.0718
2021-12-30,49.1793
2021-12-31,48.4411
2022-01-01,48.4411
2022-01-02,48.4411
2022-01-03,50.2803
2022-01-04,49.2043
2022-01-05,47.1528
2022-01-06,48.4568
2022-01-07,51.8135
2022-01-08,51.8135
2022-01-09,51.8135
2022-01-10,51.0094
2022-01-11,51.3556
2022-01-12,57.5962
2022-01-13,60.7512
2022-01-14,60.7881
2022-01-15,60.7881
2022-01-16,60.7881
2022-01-17,60.7881
2022-01-18,56.9829
2022-01-19,55.5982
2022-01-20,50.4312
2022-01-21,52.0336
2022-01-22,52.0336
2022-01-23,52.0336
2022-01-24,52.7037
2022-01-25,52.6283
2022-01-26,51.9161
2022-01-27,49.3878
2022-01-28,54.1836
2022-01-29,54.1836
2022-01-30,54.1836
2022-01-31,55.8371
2022-02-01,57.8974
2022-02-02,59.5816
2022-02-03,57.6241
2022-02-04,57.207
2022-02-05,57.207
2022-02-06,57.207
2022-02-07,58.8119
2022-02-08,60.3888
2022-02-09,62.8678
2022-02-10,63.4324
2022-02-11,61.6919
2022-02-12,61.6919
2022-02-13,61.6919
2022-02-14,60.1066
2022-02-15,62.7342
2022-02-16,62.0436
2022-02-17,60.227
2022-02-18,57.4267
2022-02-19,57.4267
2022-02-20,57.4267
2022-02-21,57.4267
2022-02-22,58.2192
2022-02-23,53.3943
2022-02-24,54.2519
2022-02-25,58.042
2022-02-26,58.042
2022-02-27,58.042
2022-02-28,60.9653
2022-03-01,60.2186
2022-03-02,62.6483
2022-03-03,60.2198
2022-03-04,58.4197
2022-03-05,58.4197
2022-03-06,58.4197
2022-03-07,55.836
2022-03-08,58.4319
2022-03-09,58.0154
2022-03-10,55.9996
2022-03-11,54.0679
2022-03-12,54.0679
2022-03-13,54.0679
2022-03-14,53.2105
2022-03-15,55.0941
2022-03-16,58.6926
2022-03-17,59.0757
2022-03-18,59.1801
2022-03-19,59.1801
2022-03-20,59.1801
2022-03-21,58.0311
2022-03-22,58.2501
2022-03-23,56.8403
2022-03-24,58.8166
2022-03-25,58.9528
2022-03-26,58.9528
2022-03-27,58.9528
2022-03-28,57.0808
2022-03-29,57.0858
2022-03-30,57.8483
2022-03-31,57.8268
2022-04-01,56.7625
2022-04-02,56.7625
2022-04-03,56.7625
2022-04-04,56.2127
2022-04-05,54.9141
2022-04-06,52.3418
2022-04-07,48.4285
2022-04-08,47.3485
2022-04-09,47.3485
2022-04-10,47.3485
2022-04-11,46.5035
2022-04-12,46.7892
2022-04-13,47.4407
2022-04-14,45.6193
2022-04-15,45.6193
2022-04-16,45.6193
2022-04-17,45.6193
2022-04-18,46.0332
2022-04-19,46.8845
2022-04-20,46.9983
2022-04-21,45.7609
2022-04-22,45.07
2022-04-23,45.07
2022-04-24,45.07
2022-04-25,43.1714
2022-04-26,40.8569
2022-04-27,40.2587
2022-04-28,41.0106
2022-04-29,38.7773
2022-04-30,38.7773
2022-05-01,38.7773
2022-05-02,42.6041
2022-05-03,42.1751
2022-05-04,45.5841
2022-05-05,43.6129
2022-05-06,40.7774
2022-05-07,40.7774
2022-05-08,40.7774
2022-05-09,37.6403
2022-05-10,43.4444
2022-05-11,44.5939
2022-05-12,48.8011
2022-05-13,51.5624
2022-05-14,51.5624
2022-05-15,51.5624
2022-05-16,51.3374
2022-05-17,55.0298
2022-05-18,51.6446
2022-05-19,52.6735
2022-05-20,52.2067
2022-05-21,52.2067
2022-05-22,52.2067
2022-05-23,52.9587
2022-05-24,44.9299
2022-05-25,47.9016
2022-05-26,50.6176
2022-05-27,53.2072
2022-05-28,53.2072
2022-05-29,53.2072
2022-05-30,53.2072
2022-05-31,52.4403
2022-06-01,52.5312
2022-06-02,52.8597
2022-06-03,52.7076
2022-06-04,52.7076
2022-06-05,52.7076
2022-06-06,52.2412
2022-06-07,53.0321
2022-06-08,50.7952
2022-06-09,50.1721
2022-06-10,47.7857
2022-06-11,47.7857
2022-06-12,47.7857
2022-06-13,44.2201
2022-06-14,47.09
2022-06-15,47.9866
2022-06-16,44.5275
2022-06-17,44.9042
2022-06-18,44.9042
2022-06-19,44.9042
2022-06-20,44.9042
2022-06-21,44.7832
2022-06-22,44.6587
2022-06-23,45.0254
2022-06-24,47.4597
2022-06-25,47.4597
2022-06-26,47.4597
2022-06-27,49.0262
2022-06-28,48.6497
2022-06-29,47.517
2022-06-30,46.6878
2022-07-01,50.1689
2022-07-02,50.1689
2022-07-03,50.1689
2022-07-04,50.1689
2022-07-05,47.9066
2022-07-06,47.1767
2022-07-07,49.8668
2022-07-08,49.4289
2022-07-09,49.4289
2022-07-10,49.4289
2022-07-11,48.8549
2022-07-12,50.0307
2022-07-13,49.7504
2022-07-14,47.5524
2022-07-15,51.2975
2022-07-16,51.2975
2022-07-17,51.2975
2022-07-18,51.6052
2022-07-19,54.655
2022-07-20,57.1163
2022-07-21,58.3091
2022-07-22,58.1488
2022-07-23,58.1488
2022-07-24,58.1488
2022-07-25,58.9659
2022-07-26,57.4242
2022-07-27,59.0444
2022-07-28,62.5833
2022-07-29,59.4661
2022-07-30,59.4661
2022-07-31,59.4661
2022-08-01,59.5512
2022-08-02,58.7924
2022-08-03,60.2421
2022-08-04,62.4533
2022-08-05,61.5659
2022-08-06,61.5659
2022-08-07,61.5659
2022-08-08,62.3995
2022-08-09,62.5897
2022-08-10,63.8187
2022-08-11,65.58
2022-08-12,65.4313
2022-08-13,65.4313
2022-08-14,65.4313
2022-08-15,63.3277
2022-08-16,64.6642
2022-08-17,63.2017
2022-08-18,63.1685
2022-08-19,61.2054
2022-08-20,61.2054
2022-08-21,61.2054
2022-08-22,58.1102
2022-08-23,57.7317
2022-08-24,56.833
2022-08-25,58.2818
2022-08-26,55.8876
2022-08-27,55.8876
2022-08-28,55.8876
2022-08-29,56.7171
2022-08-30,54.4896
2022-08-31,55.1121
2022-09-01,54.7521
2022-09-02,55.0493
2022-09-03,55.0493
2022-09-04,55.0493
2022-09-05,55.0493
2022-09-06,52.7096
2022-09-07,52.5289
2022-09-08,53.9696
2022-09-09,57.3957
2022-09-10,57.3957
2022-09-11,57.3957
2022-09-12,59.2598
2022-09-13,55.0206
2022-09-14,53.5294
2022-09-15,54.3694
2022-09-16,53.1015
2022-09-17,53.1015
2022-09-18,53.1015
2022-09-19,53.8394
2022-09-20,53.3109
2022-09-21,50.6764
2022-09-22,45.0676
2022-09-23,42.9307
2022-09-24,42.9307
2022-09-25,42.9307
2022-09-26,39.7908
2022-09-27,39.0025
2022-09-28,40.5337
2022-09-29,38.6346
2022-09-30,38.7307
2022-10-01,38.7307
2022-10-02,38.7307
2022-10-03,43.2415
2022-10-04,47.2869
2022-10-05,47.1142
2022-10-06,45.8348
2022-10-07,44.233
2022-10-08,44.233
2022-10-09,44.233
2022-10-10,43.638
2022-10-11,42.9389
2022-10-12,41.6854
2022-10-13,46.4044
2022-10-14,44.5838
2022-10-15,44.5838
2022-10-16,44.5838
2022-10-17,48.0249
2022-10-18,52.4272
2022-10-19,51.245
2022-10-20,50.5776
2022-10-21,51.9307
2022-10-22,51.9307
2022-10-23,51.9307
2022-10-24,52.9389
2022-10-25,55.7742
2022-10-26,52.25
2022-10-27,48.3315
2022-10-28,49.7098
2022-10-29,49.7098
2022-10-30,49.7098
2022-10-31,44.8761
2022-11-01,47.6299
2022-11-02,45.0749
2022-11-03,42.364
2022-11-04,38.9871
2022-11-05,38.9871
2022-11-06,38.9871
2022-11-07,38.8076
2022-11-08,45.2978
2022-11-09,42.1376
2022-11-10,44.3448
2022-11-11,46.8439
2022-11-12,46.8439
2022-11-13,46.8439
2022-11-14,46.8484
2022-11-15,47.9057
2022-11-16,47.2779
2022-11-17,47.937
2022-11-18,48.1604
2022-11-19,48.1604
2022-11-20,48.1604
2022-11-21,47.5185
2022-11-22,49.2413
2022-11-23,49.7743
2022-11-24,49.7743
2022-11-25,50.2703
2022-11-26,50.2703
2022-11-27,50.2703
2022-11-28,50.0073
2022-11-29,55.9578
2022-11-30,56.7577
2022-12-01,53.9705
2022-12-02,53.5039
2022-12-03,53.5039
2022-12-04,53.5039
2022-12-05,52.5337
2022-12-06,51.6866
2022-12-07,52.713
2022-12-08,52.7274
2022-12-09,52.7572
2022-12-10,52.7572
2022-12-11,52.7572
2022-12-12,53.925
2022-12-13,51.5787
2022-12-14,52.2962
2022-12-15,48.561
2022-12-16,50.2482
2022-12-17,50.2482
2022-12-18,50.2482
2022-12-19,46.4031
2022-12-20,47.5282
2022-12-21,49.488
2022-12-22,48.3968
2022-12-23,49.5936
2022-12-24,49.5936
2022-12-25,49.5936
2022-12-26,49.5936
2022-12-27,50.0074
2022-12-28,48.2342
2022-12-29,49.9572
2022-12-30,49.1609
2022-12-31,49.1609
2023-01-01,49.1609
2023-01-02,49.1609
2023-01-03,48.7405
2023-01-04,51.3451
2023-01-05,51.7378
2023-01-06,53.9365
2023-01-07,53.9365
2023-01-08,53.9365
2023-01-09,53.2191
2023-01-10,53.8437
2023-01-11,54.4778
2023-01-12,53.1865
2023-01-13,53.7234
2023-01-14,53.7234
2023-01-15,53.7234
2023-01-16,53.7234
2023-01-17,53.2932
2023-01-18,53.3752
2023-01-19,52.484
2023-01-20,54.6657
2023-01-21,54.6657
2023-01-22,54.6657
2023-01-23,55.528
2023-01-24,55.0698
2023-01-25,58.0216
2023-01-26,60.2495
2023-01-27,63.9951
2023-01-28,63.9951
2023-01-29,63.9951
2023-01-30,61.8612
2023-01-31,63.3119
2023-02-01,65.8067
2023-02-02,66.5323
2023-02-03,64.0134
2023-02-04,64.0134
2023-02-05,64.0134
2023-02-06,62.7232
2023-02-07,58.8415
2023-02-08,58.2422
2023-02-09,57.0522
2023-02-10,55.5657
2023-02-11,55.5657
2023-02-12,55.5657
2023-02-13,56.4513
2023-02-14,56.6838
2023-02-15,58.8972
2023-02-16,57.0416
2023-02-17,57.3732
2023-02-18,57.3732
2023-02-19,57.3732
2023-02-20,57.3732
2023-02-21,53.7049
2023-02-22,54.3602
2023-02-23,54.8629
2023-02-24,51.2721
2023-02-25,51.2721
2023-02-26,51.2721
2023-02-27,51.8326
2023-02-28,47.9483
2023-03-01,48.1493
2023-03-02,46.7319
2023-03-03,46.2508
2023-03-04,46.2508
2023-03-05,46.2508
2023-03-06,44.225
2023-03-07,41.6505
2023-03-08,40.2952
2023-03-09,36.1402
2023-03-10,38.3966
2023-03-11,38.3966
2023-03-12,38.3966
2023-03-13,38.7825
2023-03-14,38.4563
2023-03-15,36.2323
2023-03-16,38.8466
2023-03-17,36.7512
