,AMAT US Equity
2020-07-03,55.9644
2020-07-04,55.9644
2020-07-05,55.9644
2020-07-06,58.5335
2020-07-07,56.7514
2020-07-08,57.3703
2020-07-09,58.1267
2020-07-10,56.8229
2020-07-11,56.8229
2020-07-12,56.8229
2020-07-13,55.2834
2020-07-14,56.4475
2020-07-15,55.8055
2020-07-16,56.0873
2020-07-17,56.0257
2020-07-18,56.0257
2020-07-19,56.0257
2020-07-20,57.742
2020-07-21,57.8373
2020-07-22,58.3351
2020-07-23,57.3275
2020-07-24,52.538
2020-07-25,52.538
2020-07-26,52.538
2020-07-27,55.5859
2020-07-28,54.5101
2020-07-29,55.6969
2020-07-30,57.1221
2020-07-31,56.9763
2020-08-01,56.9763
2020-08-02,56.9763
2020-08-03,57.8181
2020-08-04,57.544
2020-08-05,57.5701
2020-08-06,55.3599
2020-08-07,55.2902
2020-08-08,55.2902
2020-08-09,55.2902
2020-08-10,57.5963
2020-08-11,56.1958
2020-08-12,58.8997
2020-08-13,56.3762
2020-08-14,59.5714
2020-08-15,59.5714
2020-08-16,59.5714
2020-08-17,58.3916
2020-08-18,57.5079
2020-08-19,56.912
2020-08-20,53.4092
2020-08-21,51.0347
2020-08-22,51.0347
2020-08-23,51.0347
2020-08-24,53.1199
2020-08-25,53.5514
2020-08-26,53.0786
2020-08-27,50.336
2020-08-28,51.8822
2020-08-29,51.8822
2020-08-30,51.8822
2020-08-31,49.6232
2020-09-01,50.0669
2020-09-02,54.6155
2020-09-03,49.3392
2020-09-04,48.6674
2020-09-05,48.6674
2020-09-06,48.6674
2020-09-07,48.6674
2020-09-08,42.314
2020-09-09,41.858
2020-09-10,41.7713
2020-09-11,41.6376
2020-09-12,41.6376
2020-09-13,41.6376
2020-09-14,43.8984
2020-09-15,45.0152
2020-09-16,44.1189
2020-09-17,43.9577
2020-09-18,43.7162
2020-09-19,43.7162
2020-09-20,43.7162
2020-09-21,45.6197
2020-09-22,46.5311
2020-09-23,45.6426
2020-09-24,46.5337
2020-09-25,47.2625
2020-09-26,47.2625
2020-09-27,47.2625
2020-09-28,49.1054
2020-09-29,49.5733
2020-09-30,49.2503
2020-10-01,51.2229
2020-10-02,47.3515
2020-10-03,47.3515
2020-10-04,47.3515
2020-10-05,51.0966
2020-10-06,50.7839
2020-10-07,51.8807
2020-10-08,54.0578
2020-10-09,55.0389
2020-10-10,55.0389
2020-10-11,55.0389
2020-10-12,56.9545
2020-10-13,56.9682
2020-10-14,55.672
2020-10-15,54.8179
2020-10-16,53.8898
2020-10-17,53.8898
2020-10-18,53.8898
2020-10-19,52.1872
2020-10-20,52.5302
2020-10-21,52.2532
2020-10-22,51.4857
2020-10-23,50.0934
2020-10-24,50.0934
2020-10-25,50.0934
2020-10-26,47.5398
2020-10-27,46.3847
2020-10-28,43.9326
2020-10-29,48.0353
2020-10-30,47.5892
2020-10-31,47.5892
2020-11-01,47.5892
2020-11-02,49.5636
2020-11-03,52.1086
2020-11-04,56.6768
2020-11-05,62.837
2020-11-06,63.4497
2020-11-07,63.4497
2020-11-08,63.4497
2020-11-09,64.2588
2020-11-10,60.8046
2020-11-11,62.7254
2020-11-12,60.3736
2020-11-13,63.5064
2020-11-14,63.5064
2020-11-15,63.5064
2020-11-16,65.0904
2020-11-17,64.8984
2020-11-18,66.3582
2020-11-19,67.7287
2020-11-20,66.7694
2020-11-21,66.7694
2020-11-22,66.7694
2020-11-23,69.9367
2020-11-24,71.7449
2020-11-25,68.592
2020-11-26,68.592
2020-11-27,69.747
2020-11-28,69.747
2020-11-29,69.747
2020-11-30,69.4342
2020-12-01,70.7822
2020-12-02,71.5225
2020-12-03,72.1031
2020-12-04,73.9611
2020-12-05,73.9611
2020-12-06,73.9611
2020-12-07,74.1561
2020-12-08,74.5568
2020-12-09,70.956
2020-12-10,71.0085
2020-12-11,71.3228
2020-12-12,71.3228
2020-12-13,71.3228
2020-12-14,71.4788
2020-12-15,71.4185
2020-12-16,71.4849
2020-12-17,69.3004
2020-12-18,66.4783
2020-12-19,66.4783
2020-12-20,66.4783
2020-12-21,66.7958
2020-12-22,65.2574
2020-12-23,62.1609
2020-12-24,63.6035
2020-12-25,63.6035
2020-12-26,63.6035
2020-12-27,63.6035
2020-12-28,62.7281
2020-12-29,61.5844
2020-12-30,64.6001
2020-12-31,63.31
2021-01-01,63.31
2021-01-02,63.31
2021-01-03,63.31
2021-01-04,63.9346
2021-01-05,66.7397
2021-01-06,67.9033
2021-01-07,71.0775
2021-01-08,71.8496
2021-01-09,71.8496
2021-01-10,71.8496
2021-01-11,73.5993
2021-01-12,74.9739
2021-01-13,71.3022
2021-01-14,76.0916
2021-01-15,71.8349
2021-01-16,71.8349
2021-01-17,71.8349
2021-01-18,71.8349
2021-01-19,75.1252
2021-01-20,73.1195
2021-01-21,73.1893
2021-01-22,70.7919
2021-01-23,70.7919
2021-01-24,70.7919
2021-01-25,71.8336
2021-01-26,68.1931
2021-01-27,59.7827
2021-01-28,61.5946
2021-01-29,56.9759
2021-01-30,56.9759
2021-01-31,56.9759
2021-02-01,60.1116
2021-02-02,61.6315
2021-02-03,58.0548
2021-02-04,60.2184
2021-02-05,57.899
2021-02-06,57.899
2021-02-07,57.899
2021-02-08,61.2438
2021-02-09,60.5087
2021-02-10,60.8091
2021-02-11,64.7577
2021-02-12,66.5685
2021-02-13,66.5685
2021-02-14,66.5685
2021-02-15,66.5685
2021-02-16,67.3426
2021-02-17,64.857
2021-02-18,62.7866
2021-02-19,65.7757
2021-02-20,65.7757
2021-02-21,65.7757
2021-02-22,62.1528
2021-02-23,62.6111
2021-02-24,65.8557
2021-02-25,59.0263
2021-02-26,61.0318
2021-02-27,61.0318
2021-02-28,61.0318
2021-03-01,62.8257
2021-03-02,59.51
2021-03-03,58.1336
2021-03-04,53.6472
2021-03-05,56.1787
2021-03-06,56.1787
2021-03-07,56.1787
2021-03-08,51.813
2021-03-09,55.725
2021-03-10,54.8937
2021-03-11,56.8442
2021-03-12,55.2548
2021-03-13,55.2548
2021-03-14,55.2548
2021-03-15,55.5166
2021-03-16,57.1092
2021-03-17,57.7149
2021-03-18,54.5178
2021-03-19,54.7852
2021-03-20,54.7852
2021-03-21,54.7852
2021-03-22,56.8097
2021-03-23,55.1246
2021-03-24,57.2247
2021-03-25,56.426
2021-03-26,60.1453
2021-03-27,60.1453
2021-03-28,60.1453
2021-03-29,58.45
2021-03-30,58.8797
2021-03-31,61.5586
2021-04-01,64.3413
2021-04-02,64.3413
2021-04-03,64.3413
2021-04-04,64.3413
2021-04-05,64.8498
2021-04-06,62.727
2021-04-07,62.4859
2021-04-08,62.564
2021-04-09,62.2828
2021-04-10,62.2828
2021-04-11,62.2828
2021-04-12,59.811
2021-04-13,59.8531
2021-04-14,59.2361
2021-04-15,59.358
2021-04-16,58.8991
2021-04-17,58.8991
2021-04-18,58.8991
2021-04-19,56.9954
2021-04-20,55.4927
2021-04-21,58.6596
2021-04-22,56.5338
2021-04-23,58.0171
2021-04-24,58.0171
2021-04-25,58.0171
2021-04-26,59.1485
2021-04-27,58.7991
2021-04-28,58.0556
2021-04-29,57.8473
2021-04-30,55.991
2021-05-01,55.991
2021-05-02,55.991
2021-05-03,56.0672
2021-05-04,53.2538
2021-05-05,54.1584
2021-05-06,54.9849
2021-05-07,55.6852
2021-05-08,55.6852
2021-05-09,55.6852
2021-05-10,50.2141
2021-05-11,49.5195
2021-05-12,44.659
2021-05-13,47.7435
2021-05-14,50.5226
2021-05-15,50.5226
2021-05-16,50.5226
2021-05-17,49.8192
2021-05-18,48.8368
2021-05-19,50.5506
2021-05-20,53.5187
2021-05-21,52.5417
2021-05-22,52.5417
2021-05-23,52.5417
2021-05-24,55.5531
2021-05-25,56.9471
2021-05-26,56.7198
2021-05-27,57.1716
2021-05-28,57.3269
2021-05-29,57.3269
2021-05-30,57.3269
2021-05-31,57.3269
2021-06-01,57.3682
2021-06-02,57.7905
2021-06-03,55.9071
2021-06-04,57.7849
2021-06-05,57.7849
2021-06-06,57.7849
2021-06-07,57.1464
2021-06-08,54.9277
2021-06-09,54.0825
2021-06-10,55.5502
2021-06-11,55.3025
2021-06-12,55.3025
2021-06-13,55.3025
2021-06-14,56.6036
2021-06-15,56.3044
2021-06-16,55.0237
2021-06-17,55.2394
2021-06-18,50.7308
2021-06-19,50.7308
2021-06-20,50.7308
2021-06-21,51.9434
2021-06-22,52.2042
2021-06-23,53.5805
2021-06-24,55.3621
2021-06-25,53.7612
2021-06-26,53.7612
2021-06-27,53.7612
2021-06-28,56.7605
2021-06-29,57.3155
2021-06-30,57.606
2021-07-01,54.0763
2021-07-02,54.2133
2021-07-03,54.2133
2021-07-04,54.2133
2021-07-05,54.2133
2021-07-06,53.136
2021-07-07,51.6661
2021-07-08,49.916
2021-07-09,51.6326
2021-07-10,51.6326
2021-07-11,51.6326
2021-07-12,52.9694
2021-07-13,52.5659
2021-07-14,52.0513
2021-07-15,50.1085
2021-07-16,46.4349
2021-07-17,46.4349
2021-07-18,46.4349
2021-07-19,46.7886
2021-07-20,49.4194
2021-07-21,53.6833
2021-07-22,53.0541
2021-07-23,53.906
2021-07-24,53.906
2021-07-25,53.906
2021-07-26,53.9406
2021-07-27,51.1007
2021-07-28,52.7608
2021-07-29,52.9682
2021-07-30,54.6922
2021-07-31,54.6922
2021-08-01,54.6922
2021-08-02,56.1166
2021-08-03,56.2193
2021-08-04,56.6391
2021-08-05,56.184
2021-08-06,56.4646
2021-08-07,56.4646
2021-08-08,56.4646
2021-08-09,55.8318
2021-08-10,52.1655
2021-08-11,49.4056
2021-08-12,45.1359
2021-08-13,45.7251
2021-08-14,45.7251
2021-08-15,45.7251
2021-08-16,47.2672
2021-08-17,45.1257
2021-08-18,44.103
2021-08-19,45.7313
2021-08-20,44.2732
2021-08-21,44.2732
2021-08-22,44.2732
2021-08-23,47.9554
2021-08-24,47.9173
2021-08-25,49.2732
2021-08-26,49.0044
2021-08-27,52.3157
2021-08-28,52.3157
2021-08-29,52.3157
2021-08-30,51.8865
2021-08-31,51.0886
2021-09-01,49.6548
2021-09-02,50.5066
2021-09-03,51.6854
2021-09-04,51.6854
2021-09-05,51.6854
2021-09-06,51.6854
2021-09-07,52.2481
2021-09-08,49.5955
2021-09-09,50.8638
2021-09-10,52.4455
2021-09-11,52.4455
2021-09-12,52.4455
2021-09-13,54.5826
2021-09-14,55.1441
2021-09-15,56.0198
2021-09-16,58.2333
2021-09-17,54.9427
2021-09-18,54.9427
2021-09-19,54.9427
2021-09-20,50.2386
2021-09-21,49.9448
2021-09-22,52.3498
2021-09-23,54.6721
2021-09-24,55.2788
2021-09-25,55.2788
2021-09-26,55.2788
2021-09-27,55.8971
2021-09-28,47.7023
2021-09-29,44.5343
2021-09-30,44.9112
2021-10-01,45.2458
2021-10-02,45.2458
2021-10-03,45.2458
2021-10-04,42.6149
2021-10-05,45.0296
2021-10-06,43.9953
2021-10-07,45.1391
2021-10-08,44.0043
2021-10-09,44.0043
2021-10-10,44.0043
2021-10-11,45.1051
2021-10-12,44.581
2021-10-13,45.8564
2021-10-14,49.0832
2021-10-15,48.7098
2021-10-16,48.7098
2021-10-17,48.7098
2021-10-18,50.0928
2021-10-19,51.1569
2021-10-20,50.6324
2021-10-21,50.0839
2021-10-22,52.2492
2021-10-23,52.2492
2021-10-24,52.2492
2021-10-25,52.0958
2021-10-26,48.8157
2021-10-27,48.9571
2021-10-28,52.2509
2021-10-29,52.7655
2021-10-30,52.7655
2021-10-31,52.7655
2021-11-01,55.0411
2021-11-02,56.3347
2021-11-03,57.4811
2021-11-04,62.3778
2021-11-05,64.2039
2021-11-06,64.2039
2021-11-07,64.2039
2021-11-08,63.869
2021-11-09,65.7347
2021-11-10,60.0599
2021-11-11,62.0726
2021-11-12,63.6534
2021-11-13,63.6534
2021-11-14,63.6534
2021-11-15,63.1406
2021-11-16,64.0078
2021-11-17,62.2175
2021-11-18,63.757
2021-11-19,56.2714
2021-11-20,56.2714
2021-11-21,56.2714
2021-11-22,54.3904
2021-11-23,55.2454
2021-11-24,55.4538
2021-11-25,55.4538
2021-11-26,51.1805
2021-11-27,51.1805
2021-11-28,51.1805
2021-11-29,56.039
2021-11-30,53.2528
2021-12-01,55.7811
2021-12-02,52.3918
2021-12-03,51.9756
2021-12-04,51.9756
2021-12-05,51.9756
2021-12-06,52.885
2021-12-07,57.9402
2021-12-08,58.1356
2021-12-09,55.0651
2021-12-10,55.1074
2021-12-11,55.1074
2021-12-12,55.1074
2021-12-13,51.5737
2021-12-14,51.9305
2021-12-15,55.1484
2021-12-16,51.0029
2021-12-17,50.6914
2021-12-18,50.6914
2021-12-19,50.6914
2021-12-20,50.0361
2021-12-21,53.5302
2021-12-22,53.9974
2021-12-23,55.6233
2021-12-24,55.6233
2021-12-25,55.6233
2021-12-26,55.6233
2021-12-27,59.039
2021-12-28,57.102
2021-12-29,57.7262
2021-12-30,55.8443
2021-12-31,55.4578
2022-01-01,55.4578
2022-01-02,55.4578
2022-01-03,56.7417
2022-01-04,55.7266
2022-01-05,52.8484
2022-01-06,54.2248
2022-01-07,50.9523
2022-01-08,50.9523
2022-01-09,50.9523
2022-01-10,50.2601
2022-01-11,51.8466
2022-01-12,55.4925
2022-01-13,54.0786
2022-01-14,58.5999
2022-01-15,58.5999
2022-01-16,58.5999
2022-01-17,58.5999
2022-01-18,50.8748
2022-01-19,46.8229
2022-01-20,45.2497
2022-01-21,43.6662
2022-01-22,43.6662
2022-01-23,43.6662
2022-01-24,45.6993
2022-01-25,43.2921
2022-01-26,44.5346
2022-01-27,42.5143
2022-01-28,43.6347
2022-01-29,43.6347
2022-01-30,43.6347
2022-01-31,46.3306
2022-02-01,46.5291
2022-02-02,47.5331
2022-02-03,45.7756
2022-02-04,45.3916
2022-02-05,45.3916
2022-02-06,45.3916
2022-02-07,45.6725
2022-02-08,46.992
2022-02-09,49.6249
2022-02-10,47.6353
2022-02-11,44.5959
2022-02-12,44.5959
2022-02-13,44.5959
2022-02-14,44.3426
2022-02-15,48.1979
2022-02-16,48.7137
2022-02-17,46.7819
2022-02-18,45.4853
2022-02-19,45.4853
2022-02-20,45.4853
2022-02-21,45.4853
2022-02-22,44.3224
2022-02-23,43.3567
2022-02-24,46.1675
2022-02-25,47.2869
2022-02-26,47.2869
2022-02-27,47.2869
2022-02-28,46.6241
2022-03-01,44.6683
2022-03-02,46.4749
2022-03-03,45.3842
2022-03-04,43.3539
2022-03-05,43.3539
2022-03-06,43.3539
2022-03-07,40.839
2022-03-08,43.4069
2022-03-09,45.6208
2022-03-10,44.1615
2022-03-11,43.6353
2022-03-12,43.6353
2022-03-13,43.6353
2022-03-14,42.2607
2022-03-15,44.4674
2022-03-16,47.4159
2022-03-17,48.1247
2022-03-18,49.5911
2022-03-19,49.5911
2022-03-20,49.5911
2022-03-21,49.1621
2022-03-22,49.7741
2022-03-23,47.8826
2022-03-24,51.266
2022-03-25,50.5417
2022-03-26,50.5417
2022-03-27,50.5417
2022-03-28,50.8235
2022-03-29,52.5846
2022-03-30,49.8303
2022-03-31,47.9862
2022-04-01,46.0513
2022-04-02,46.0513
2022-04-03,46.0513
2022-04-04,47.0722
2022-04-05,43.8068
2022-04-06,42.8598
2022-04-07,44.4619
2022-04-08,43.46
2022-04-09,43.46
2022-04-10,43.46
2022-04-11,41.9685
2022-04-12,41.3063
2022-04-13,42.5893
2022-04-14,41.1725
2022-04-15,41.1725
2022-04-16,41.1725
2022-04-17,41.1725
2022-04-18,42.0331
2022-04-19,43.2782
2022-04-20,43.7519
2022-04-21,42.7725
2022-04-22,41.5097
2022-04-23,41.5097
2022-04-24,41.5097
2022-04-25,42.5241
2022-04-26,40.1314
2022-04-27,40.0852
2022-04-28,43.6398
2022-04-29,41.7552
2022-04-30,41.7552
2022-05-01,41.7552
2022-05-02,43.3056
2022-05-03,43.7959
2022-05-04,46.6755
2022-05-05,44.1797
2022-05-06,43.7402
2022-05-07,43.7402
2022-05-08,43.7402
2022-05-09,40.8172
2022-05-10,41.6714
2022-05-11,40.2996
2022-05-12,42.0197
2022-05-13,44.9655
2022-05-14,44.9655
2022-05-15,44.9655
2022-05-16,44.335
2022-05-17,47.8231
2022-05-18,45.2846
2022-05-19,45.0149
2022-05-20,43.1201
2022-05-21,43.1201
2022-05-22,43.1201
2022-05-23,45.0597
2022-05-24,43.58
2022-05-25,44.8177
2022-05-26,48.3054
2022-05-27,50.4883
2022-05-28,50.4883
2022-05-29,50.4883
2022-05-30,50.4883
2022-05-31,49.4164
2022-06-01,48.0525
2022-06-02,49.5143
2022-06-03,48.352
2022-06-04,48.352
2022-06-05,48.352
2022-06-06,48.3731
2022-06-07,48.737
2022-06-08,47.0918
2022-06-09,44.5613
2022-06-10,42.1551
2022-06-11,42.1551
2022-06-12,42.1551
2022-06-13,39.8462
2022-06-14,40.0296
2022-06-15,40.5296
2022-06-16,37.3745
2022-06-17,37.5287
2022-06-18,37.5287
2022-06-19,37.5287
2022-06-20,37.5287
2022-06-21,40.8794
2022-06-22,40.3635
2022-06-23,40.0828
2022-06-24,42.6346
2022-06-25,42.6346
2022-06-26,42.6346
2022-06-27,42.789
2022-06-28,41.589
2022-06-29,40.202
2022-06-30,39.7743
2022-07-01,37.7366
2022-07-02,37.7366
2022-07-03,37.7366
2022-07-04,37.7366
2022-07-05,37.6223
2022-07-06,38.025
2022-07-07,40.9749
2022-07-08,41.2785
2022-07-09,41.2785
2022-07-10,41.2785
2022-07-11,40.0342
2022-07-12,40.1141
2022-07-13,40.3757
2022-07-14,42.3051
2022-07-15,44.3201
2022-07-16,44.3201
2022-07-17,44.3201
2022-07-18,43.5723
2022-07-19,47.1054
2022-07-20,49.6675
2022-07-21,50.6625
2022-07-22,49.3035
2022-07-23,49.3035
2022-07-24,49.3035
2022-07-25,48.8846
2022-07-26,47.5803
2022-07-27,50.5517
2022-07-28,51.6118
2022-07-29,52.124
2022-07-30,52.124
2022-07-31,52.124
2022-08-01,52.391
2022-08-02,51.3955
2022-08-03,53.9748
2022-08-04,55.2282
2022-08-05,54.1565
2022-08-06,54.1565
2022-08-07,54.1565
2022-08-08,52.838
2022-08-09,47.3905
2022-08-10,50.8489
2022-08-11,51.1448
2022-08-12,54.0368
2022-08-13,54.0368
2022-08-14,54.0368
2022-08-15,53.6305
2022-08-16,52.7484
2022-08-17,51.0711
2022-08-18,52.4957
2022-08-19,50.0771
2022-08-20,50.0771
2022-08-21,50.0771
2022-08-22,47.6917
2022-08-23,48.4367
2022-08-24,48.3125
2022-08-25,50.6783
2022-08-26,46.7822
2022-08-27,46.7822
2022-08-28,46.7822
2022-08-29,45.4641
2022-08-30,44.3099
2022-08-31,44.0521
2022-09-01,42.7598
2022-09-02,42.4351
2022-09-03,42.4351
2022-09-04,42.4351
2022-09-05,42.4351
2022-09-06,41.8865
2022-09-07,43.2056
2022-09-08,44.6625
2022-09-09,46.7404
2022-09-10,46.7404
2022-09-11,46.7404
2022-09-12,46.6007
2022-09-13,42.8688
2022-09-14,43.0683
2022-09-15,42.0239
2022-09-16,41.9933
2022-09-17,41.9933
2022-09-18,41.9933
2022-09-19,42.7273
2022-09-20,41.6998
2022-09-21,41.0425
2022-09-22,39.7524
2022-09-23,39.285
2022-09-24,39.285
2022-09-25,39.285
2022-09-26,38.4434
2022-09-27,39.6423
2022-09-28,41.4461
2022-09-29,40.3799
2022-09-30,38.7547
2022-10-01,38.7547
2022-10-02,38.7547
2022-10-03,42.8808
2022-10-04,45.6515
2022-10-05,45.5142
2022-10-06,44.7087
2022-10-07,40.947
2022-10-08,40.947
2022-10-09,40.947
2022-10-10,38.8577
2022-10-11,37.1938
2022-10-12,37.0292
2022-10-13,40.2458
2022-10-14,37.5678
2022-10-15,37.5678
2022-10-16,37.5678
2022-10-17,37.3388
2022-10-18,38.1195
2022-10-19,40.0328
2022-10-20,41.3271
2022-10-21,44.6464
2022-10-22,44.6464
2022-10-23,44.6464
2022-10-24,46.7357
2022-10-25,48.7907
2022-10-26,49.2676
2022-10-27,48.0533
2022-10-28,50.5586
2022-10-29,50.5586
2022-10-30,50.5586
2022-10-31,49.4492
2022-11-01,50.6249
2022-11-02,49.0285
2022-11-03,47.9046
2022-11-04,52.1054
2022-11-05,52.1054
2022-11-06,52.1054
2022-11-07,54.4553
2022-11-08,56.0708
2022-11-09,53.569
2022-11-10,59.8348
2022-11-11,62.7056
2022-11-12,62.7056
2022-11-13,62.7056
2022-11-14,60.4325
2022-11-15,61.8296
2022-11-16,57.2511
2022-11-17,57.3714
2022-11-18,57.506
2022-11-19,57.506
2022-11-20,57.506
2022-11-21,57.7487
2022-11-22,58.8002
2022-11-23,59.2923
2022-11-24,59.2923
2022-11-25,57.8076
2022-11-26,57.8076
2022-11-27,57.8076
2022-11-28,55.966
2022-11-29,55.7939
2022-11-30,59.5122
2022-12-01,57.4725
2022-12-02,57.2374
2022-12-03,57.2374
2022-12-04,57.2374
2022-12-05,57.0122
2022-12-06,55.6219
2022-12-07,56.5148
2022-12-08,58.0732
2022-12-09,56.9997
2022-12-10,56.9997
2022-12-11,56.9997
2022-12-12,58.2751
2022-12-13,59.7943
2022-12-14,57.8506
2022-12-15,53.7345
2022-12-16,53.8482
2022-12-17,53.8482
2022-12-18,53.8482
2022-12-19,53.2589
2022-12-20,52.8627
2022-12-21,54.5751
2022-12-22,48.2978
2022-12-23,48.0361
2022-12-24,48.0361
2022-12-25,48.0361
2022-12-26,48.0361
2022-12-27,46.74
2022-12-28,45.9789
2022-12-29,48.2577
2022-12-30,48.4429
2022-12-31,48.4429
2023-01-01,48.4429
2023-01-02,48.4429
2023-01-03,47.9619
2023-01-04,50.0006
2023-01-05,48.9322
2023-01-06,53.6164
2023-01-07,53.6164
2023-01-08,53.6164
2023-01-09,55.1056
2023-01-10,56.1232
2023-01-11,57.4242
2023-01-12,57.5145
2023-01-13,57.3079
2023-01-14,57.3079
2023-01-15,57.3079
2023-01-16,57.3079
2023-01-17,56.794
2023-01-18,57.0006
2023-01-19,53.7553
2023-01-20,56.2932
2023-01-21,56.2932
2023-01-22,56.2932
2023-01-23,59.2773
2023-01-24,58.214
2023-01-25,58.8434
2023-01-26,59.9041
2023-01-27,57.031
2023-01-28,57.031
2023-01-29,57.031
2023-01-30,53.3365
2023-01-31,55.6124
2023-02-01,60.2021
2023-02-02,62.9676
2023-02-03,59.4818
2023-02-04,59.4818
2023-02-05,59.4818
2023-02-06,57.7134
2023-02-07,59.2618
2023-02-08,55.8458
2023-02-09,55.9206
2023-02-10,54.9506
2023-02-11,54.9506
2023-02-12,54.9506
2023-02-13,56.0111
2023-02-14,57.1437
2023-02-15,57.7447
2023-02-16,54.5848
2023-02-17,54.6163
2023-02-18,54.6163
2023-02-19,54.6163
2023-02-20,54.6163
2023-02-21,51.5338
2023-02-22,51.0953
2023-02-23,52.798
2023-02-24,51.6084
2023-02-25,51.6084
2023-02-26,51.6084
2023-02-27,52.1383
2023-02-28,54.8821
2023-03-01,55.5985
2023-03-02,56.3668
2023-03-03,56.699
2023-03-04,56.699
2023-03-05,56.699
2023-03-06,56.3336
2023-03-07,54.4579
2023-03-08,56.0485
2023-03-09,54.6541
2023-03-10,52.4329
2023-03-11,52.4329
2023-03-12,52.4329
2023-03-13,53.5025
2023-03-14,56.6333
2023-03-15,55.0485
2023-03-16,57.8989
2023-03-17,57.6988
2023-03-18,57.6988
2023-03-19,57.6988
