,NTRS US Equity
2023-03-22,42.9143
2023-03-23,42.4318
2023-03-24,42.6818
2023-03-25,42.6818
2023-03-26,42.6818
2023-03-27,44.4292
2023-03-28,44.5007
2023-03-29,46.9691
2023-03-30,46.6523
2023-03-31,48.2597
2023-04-01,48.2597
2023-04-02,48.2597
2023-04-03,47.8169
2023-04-04,47.0329
2023-04-05,47.6982
2023-04-06,46.7863
2023-04-07,46.7863
2023-04-08,46.7863
2023-04-09,46.7863
2023-04-10,48.067
2023-04-11,50.7386
2023-04-12,49.5052
2023-04-13,49.8845
2023-04-14,48.3102
2023-04-15,48.3102
2023-04-16,48.3102
2023-04-17,45.7808
2023-04-18,46.1388
2023-04-19,47.4679
2023-04-20,46.1371
2023-04-21,45.4833
2023-04-22,45.4833
2023-04-23,45.4833
2023-04-24,46.6425
2023-04-25,38.5086
2023-04-26,37.0979
2023-04-27,37.8688
2023-04-28,39.446
2023-04-29,39.446
2023-04-30,39.446
2023-05-01,38.4366
2023-05-02,36.3745
2023-05-03,35.2352
2023-05-04,33.9856
2023-05-05,36.0815
2023-05-06,36.0815
2023-05-07,36.0815
2023-05-08,36.0732
2023-05-09,35.3345
2023-05-10,34.7244
2023-05-11,33.9843
2023-05-12,33.4947
2023-05-13,33.4947
2023-05-14,33.4947
2023-05-15,34.989
2023-05-16,33.9569
2023-05-17,37.876
2023-05-18,39.0621
2023-05-19,38.3914
2023-05-20,38.3914
2023-05-21,38.3914
2023-05-22,39.6803
2023-05-23,39.5977
2023-05-24,37.9626
2023-05-25,38.6667
2023-05-26,40.0419
2023-05-27,40.0419
2023-05-28,40.0419
2023-05-29,40.0419
2023-05-30,40.955
2023-05-31,39.5531
2023-06-01,41.3977
2023-06-02,44.7313
2023-06-03,44.7313
2023-06-04,44.7313
2023-06-05,43.7332
2023-06-06,45.5651
2023-06-07,45.8964
2023-06-08,45.1524
2023-06-09,45.743
2023-06-10,45.743
2023-06-11,45.743
2023-06-12,44.0969
2023-06-13,45.9782
2023-06-14,45.2985
2023-06-15,47.5294
2023-06-16,46.2246
2023-06-17,46.2246
2023-06-18,46.2246
2023-06-19,46.2246
2023-06-20,44.4596
2023-06-21,43.8468
2023-06-22,42.2743
2023-06-23,41.6688
2023-06-24,41.6688
2023-06-25,41.6688
2023-06-26,42.574
2023-06-27,43.606
2023-06-28,43.1417
2023-06-29,45.5587
2023-06-30,46.9446
2023-07-01,46.9446
2023-07-02,46.9446
2023-07-03,49.0179
2023-07-04,49.0179
2023-07-05,47.2035
2023-07-06,45.7536
2023-07-07,47.6258
2023-07-08,47.6258
2023-07-09,47.6258
2023-07-10,46.7147
2023-07-11,48.5443
2023-07-12,48.2854
2023-07-13,50.909
2023-07-14,43.5507
2023-07-15,43.5507
2023-07-16,43.5507
2023-07-17,42.631
2023-07-18,44.6951
2023-07-19,57.1243
2023-07-20,54.861
2023-07-21,53.7847
2023-07-22,53.7847
2023-07-23,53.7847
2023-07-24,54.704
2023-07-25,53.0852
2023-07-26,54.7736
2023-07-27,53.8645
2023-07-28,54.8785
2023-07-29,54.8785
2023-07-30,54.8785
2023-07-31,54.9475
2023-08-01,55.0661
2023-08-02,54.9315
2023-08-03,55.7763
2023-08-04,54.8996
2023-08-05,54.8996
2023-08-06,54.8996
2023-08-07,55.6719
2023-08-08,53.6751
2023-08-09,52.7585
2023-08-10,53.8366
2023-08-11,54.0176
2023-08-12,54.0176
2023-08-13,54.0176
2023-08-14,52.0844
2023-08-15,49.366
2023-08-16,48.7269
2023-08-17,49.4045
2023-08-18,49.0769
2023-08-19,49.0769
2023-08-20,49.0769
2023-08-21,48.2105
2023-08-22,45.3071
2023-08-23,47.2154
2023-08-24,47.2154
2023-08-25,46.1237
2023-08-26,46.1237
2023-08-27,46.1237
2023-08-28,47.6407
2023-08-29,48.547
2023-08-30,48.6531
2023-08-31,48.584
2023-09-01,50.7886
2023-09-02,50.7886
2023-09-03,50.7886
2023-09-04,50.7886
2023-09-05,49.2487
2023-09-06,49.0697
2023-09-07,49.014
2023-09-08,50.6405
2023-09-09,50.6405
2023-09-10,50.6405
2023-09-11,51.9432
2023-09-12,43.0368
2023-09-13,43.1525
2023-09-14,46.0789
2023-09-15,44.9364
2023-09-16,44.9364
2023-09-17,44.9364
2023-09-18,43.4894
2023-09-19,41.5984
2023-09-20,40.7862
2023-09-21,40.3227
2023-09-22,40.1654
2023-09-23,40.1654
2023-09-24,40.1654
2023-09-25,39.8582
2023-09-26,39.4715
2023-09-27,38.7095
2023-09-28,40.4808
2023-09-29,41.1064
2023-09-30,41.1064
2023-10-01,41.1064
2023-10-02,38.5599
2023-10-03,37.0819
2023-10-04,36.6123
2023-10-05,37.0621
2023-10-06,39.0265
2023-10-07,39.0265
2023-10-08,39.0265
2023-10-09,38.5694
2023-10-10,39.974
2023-10-11,41.5058
2023-10-12,39.4083
2023-10-13,40.2085
2023-10-14,40.2085
2023-10-15,40.2085
2023-10-16,43.6488
2023-10-17,47.4952
2023-10-18,40.0006
2023-10-19,39.3948
2023-10-20,37.7545
2023-10-21,37.7545
2023-10-22,37.7545
2023-10-23,37.6216
2023-10-24,36.7783
2023-10-25,36.1268
2023-10-26,40.3437
2023-10-27,38.3878
2023-10-28,38.3878
2023-10-29,38.3878
2023-10-30,41.6662
2023-10-31,43.2287
2023-11-01,45.0966
2023-11-02,50.6703
2023-11-03,52.6027
2023-11-04,52.6027
2023-11-05,52.6027
2023-11-06,50.903
2023-11-07,49.6149
2023-11-08,49.3404
2023-11-09,49.4256
2023-11-10,51.6124
2023-11-11,51.6124
2023-11-12,51.6124
2023-11-13,52.0742
2023-11-14,56.4639
2023-11-15,57.9141
2023-11-16,57.4572
2023-11-17,58.5014
2023-11-18,58.5014
2023-11-19,58.5014
2023-11-20,59.16
2023-11-21,58.5667
2023-11-22,59.4232
2023-11-23,59.4232
2023-11-24,59.7297
2023-11-25,59.7297
2023-11-26,59.7297
2023-11-27,59.4421
2023-11-28,60.1595
2023-11-29,62.4679
2023-11-30,63.8
2023-12-01,65.1584
2023-12-02,65.1584
2023-12-03,65.1584
2023-12-04,65.7902
2023-12-05,65.765
2023-12-06,65.5315
2023-12-07,65.3699
2023-12-08,66.1329
2023-12-09,66.1329
2023-12-10,66.1329
2023-12-11,66.7617
2023-12-12,65.7005
2023-12-13,68.994
2023-12-14,72.5127
2023-12-15,71.2099
2023-12-16,71.2099
2023-12-17,71.2099
2023-12-18,71.3651
2023-12-19,71.6698
2023-12-20,64.3962
2023-12-21,65.3292
2023-12-22,65.3821
2023-12-23,65.3821
2023-12-24,65.3821
2023-12-25,65.3821
2023-12-26,65.9329
2023-12-27,66.3651
2023-12-28,66.8945
2023-12-29,65.3129
2023-12-30,65.3129
2023-12-31,65.3129
2024-01-01,65.3129
2024-01-02,66.0151
2024-01-03,60.1297
2024-01-04,59.6016
2024-01-05,61.3723
2024-01-06,61.3723
2024-01-07,61.3723
2024-01-08,62.461
2024-01-09,62.6908
2024-01-10,62.218
2024-01-11,60.3603
2024-01-12,60.9882
2024-01-13,60.9882
2024-01-14,60.9882
2024-01-15,60.9882
2024-01-16,59.5636
2024-01-17,58.6969
2024-01-18,53.722
2024-01-19,54.1772
2024-01-20,54.1772
2024-01-21,54.1772
2024-01-22,54.7181
2024-01-23,54.325
2024-01-24,53.4071
2024-01-25,55.3275
2024-01-26,54.8393
2024-01-27,54.8393
2024-01-28,54.8393
2024-01-29,54.0602
2024-01-30,52.9194
2024-01-31,49.8991
2024-02-01,49.0914
2024-02-02,51.6626
2024-02-03,51.6626
2024-02-04,51.6626
2024-02-05,47.865
2024-02-06,46.6958
2024-02-07,48.8959
2024-02-08,47.4641
2024-02-09,50.1806
2024-02-10,50.1806
2024-02-11,50.1806
2024-02-12,53.793
2024-02-13,45.9691
2024-02-14,49.0698
2024-02-15,52.2478
2024-02-16,50.6682
2024-02-17,50.6682
2024-02-18,50.6682
2024-02-19,50.6682
2024-02-20,50.0422
2024-02-21,50.5626
2024-02-22,50.7332
2024-02-23,53.5004
2024-02-24,53.5004
2024-02-25,53.5004
2024-02-26,52.9264
2024-02-27,53.9844
2024-02-28,53.2585
2024-02-29,54.5417
2024-03-01,55.5122
2024-03-02,55.5122
2024-03-03,55.5122
2024-03-04,58.7602
2024-03-05,59.7415
2024-03-06,51.6537
2024-03-07,53.9839
2024-03-08,53.7717
2024-03-09,53.7717
2024-03-10,53.7717
2024-03-11,54.0097
2024-03-12,51.9734
2024-03-13,53.4026
2024-03-14,50.5586
2024-03-15,52.6896
2024-03-16,52.6896
2024-03-17,52.6896
2024-03-18,53.5286
2024-03-19,54.0278
2024-03-20,57.0863
2024-03-21,60.5864
2024-03-22,58.6084
2024-03-23,58.6084
2024-03-24,58.6084
2024-03-25,59.055
2024-03-26,60.1594
2024-03-27,61.7267
2024-03-28,63.2741
2024-03-29,63.2741
2024-03-30,63.2741
2024-03-31,63.2741
2024-04-01,62.2067
2024-04-02,60.2994
2024-04-03,60.8137
2024-04-04,57.8832
2024-04-05,58.2049
2024-04-06,58.2049
2024-04-07,58.2049
2024-04-08,60.0537
