,SCL US Equity
2023-03-19,38.505
2023-03-20,40.7764
2023-03-21,42.9832
2023-03-22,41.2125
2023-03-23,41.3695
2023-03-24,45.0683
2023-03-25,45.0683
2023-03-26,45.0683
2023-03-27,45.9631
2023-03-28,47.2953
2023-03-29,48.2528
2023-03-30,47.5524
2023-03-31,50.1712
2023-04-01,50.1712
2023-04-02,50.1712
2023-04-03,49.9931
2023-04-04,47.8351
2023-04-05,48.0509
2023-04-06,47.5045
2023-04-07,47.5045
2023-04-08,47.5045
2023-04-09,47.5045
2023-04-10,49.3473
2023-04-11,47.9592
2023-04-12,46.6156
2023-04-13,47.213
2023-04-14,46.1446
2023-04-15,46.1446
2023-04-16,46.1446
2023-04-17,46.6171
2023-04-18,45.8784
2023-04-19,46.2309
2023-04-20,45.4103
2023-04-21,44.6871
2023-04-22,44.6871
2023-04-23,44.6871
2023-04-24,45.971
2023-04-25,35.8484
2023-04-26,34.7099
2023-04-27,38.5414
2023-04-28,39.3813
2023-04-29,39.3813
2023-04-30,39.3813
2023-05-01,37.3463
2023-05-02,37.2336
2023-05-03,37.5584
2023-05-04,38.2198
2023-05-05,40.5643
2023-05-06,40.5643
2023-05-07,40.5643
2023-05-08,39.6033
2023-05-09,37.5265
2023-05-10,39.1683
2023-05-11,38.9249
2023-05-12,39.2307
2023-05-13,39.2307
2023-05-14,39.2307
2023-05-15,40.7478
2023-05-16,39.2336
2023-05-17,41.073
2023-05-18,41.8319
2023-05-19,41.9523
2023-05-20,41.9523
2023-05-21,41.9523
2023-05-22,46.3017
2023-05-23,50.8714
2023-05-24,50.4386
2023-05-25,46.2735
2023-05-26,46.389
2023-05-27,46.389
2023-05-28,46.389
2023-05-29,46.389
2023-05-30,46.3567
2023-05-31,44.6798
2023-06-01,45.7112
2023-06-02,53.0154
2023-06-03,53.0154
2023-06-04,53.0154
2023-06-05,50.0187
2023-06-06,52.4703
2023-06-07,55.5101
2023-06-08,54.2306
2023-06-09,52.6515
2023-06-10,52.6515
2023-06-11,52.6515
2023-06-12,49.5215
2023-06-13,50.2976
2023-06-14,48.8628
2023-06-15,51.0304
2023-06-16,50.8076
2023-06-17,50.8076
2023-06-18,50.8076
2023-06-19,50.8076
2023-06-20,47.7074
2023-06-21,47.065
2023-06-22,45.4158
2023-06-23,45.524
2023-06-24,45.524
2023-06-25,45.524
2023-06-26,46.2542
2023-06-27,45.5863
2023-06-28,47.5586
2023-06-29,50.043
2023-06-30,50.2256
2023-07-01,50.2256
2023-07-02,50.2256
2023-07-03,50.1038
2023-07-04,50.1038
2023-07-05,46.1303
2023-07-06,45.0071
2023-07-07,44.4591
2023-07-08,44.4591
2023-07-09,44.4591
2023-07-10,43.506
2023-07-11,45.1038
2023-07-12,47.4048
2023-07-13,48.2902
2023-07-14,47.4898
2023-07-15,47.4898
2023-07-16,47.4898
2023-07-17,47.8031
2023-07-18,52.2765
2023-07-19,52.5141
2023-07-20,52.9048
2023-07-21,51.7207
2023-07-22,51.7207
2023-07-23,51.7207
2023-07-24,51.0689
2023-07-25,52.3687
2023-07-26,47.8138
2023-07-27,47.0406
2023-07-28,49.059
2023-07-29,49.059
2023-07-30,49.059
2023-07-31,51.5763
2023-08-01,49.9135
2023-08-02,49.0948
2023-08-03,48.4989
2023-08-04,48.4699
2023-08-05,48.4699
2023-08-06,48.4699
2023-08-07,50.1494
2023-08-08,48.4557
2023-08-09,47.718
2023-08-10,47.8822
2023-08-11,46.4488
2023-08-12,46.4488
2023-08-13,46.4488
2023-08-14,44.7565
2023-08-15,41.3693
2023-08-16,40.6246
2023-08-17,40.4459
2023-08-18,40.1977
2023-08-19,40.1977
2023-08-20,40.1977
2023-08-21,38.9103
2023-08-22,38.0445
2023-08-23,37.3492
2023-08-24,38.9443
2023-08-25,39.9024
2023-08-26,39.9024
2023-08-27,39.9024
2023-08-28,40.4488
2023-08-29,41.6725
2023-08-30,43.2089
2023-08-31,42.284
2023-09-01,42.2048
2023-09-02,42.2048
2023-09-03,42.2048
2023-09-04,42.2048
2023-09-05,35.3777
2023-09-06,33.0458
2023-09-07,31.9664
2023-09-08,30.5281
2023-09-09,30.5281
2023-09-10,30.5281
2023-09-11,32.9806
2023-09-12,32.2068
2023-09-13,35.2854
2023-09-14,37.9999
2023-09-15,39.6811
2023-09-16,39.6811
2023-09-17,39.6811
2023-09-18,36.9048
2023-09-19,36.3914
2023-09-20,35.2554
2023-09-21,33.2536
2023-09-22,31.7296
2023-09-23,31.7296
2023-09-24,31.7296
2023-09-25,33.0438
2023-09-26,31.3988
2023-09-27,33.0324
2023-09-28,33.8572
2023-09-29,34.6491
2023-09-30,34.6491
2023-10-01,34.6491
2023-10-02,31.1028
2023-10-03,30.0911
2023-10-04,30.6438
2023-10-05,30.2951
2023-10-06,29.5713
2023-10-07,29.5713
2023-10-08,29.5713
2023-10-09,28.339
2023-10-10,28.9122
2023-10-11,27.5948
2023-10-12,25.9477
2023-10-13,25.1557
2023-10-14,25.1557
2023-10-15,25.1557
2023-10-16,31.0139
2023-10-17,34.0594
2023-10-18,41.1979
2023-10-19,42.9916
2023-10-20,46.1592
2023-10-21,46.1592
2023-10-22,46.1592
2023-10-23,44.5753
2023-10-24,44.3323
2023-10-25,43.7798
2023-10-26,44.39
2023-10-27,45.3262
2023-10-28,45.3262
2023-10-29,45.3262
2023-10-30,48.1254
2023-10-31,45.9985
2023-11-01,45.0866
2023-11-02,46.6892
2023-11-03,50.2805
2023-11-04,50.2805
2023-11-05,50.2805
2023-11-06,51.3273
2023-11-07,49.2239
2023-11-08,48.0799
2023-11-09,45.0309
2023-11-10,46.4225
2023-11-11,46.4225
2023-11-12,46.4225
2023-11-13,47.4997
2023-11-14,53.1307
2023-11-15,53.6925
2023-11-16,53.637
2023-11-17,54.2839
2023-11-18,54.2839
2023-11-19,54.2839
2023-11-20,55.4839
2023-11-21,54.1472
2023-11-22,55.2017
2023-11-23,55.2017
2023-11-24,55.5253
2023-11-25,55.5253
2023-11-26,55.5253
2023-11-27,55.6909
2023-11-28,56.0037
2023-11-29,57.2009
2023-11-30,56.7643
2023-12-01,57.5815
2023-12-02,57.5815
2023-12-03,57.5815
2023-12-04,61.1891
2023-12-05,61.3766
2023-12-06,60.3957
2023-12-07,64.4834
2023-12-08,62.5642
2023-12-09,62.5642
2023-12-10,62.5642
2023-12-11,60.8704
2023-12-12,59.8538
2023-12-13,63.8526
2023-12-14,66.5793
2023-12-15,64.221
2023-12-16,64.221
2023-12-17,64.221
2023-12-18,61.9832
2023-12-19,64.4415
2023-12-20,63.0146
2023-12-21,64.1839
2023-12-22,66.1061
2023-12-23,66.1061
2023-12-24,66.1061
2023-12-25,66.1061
2023-12-26,65.197
2023-12-27,63.8019
2023-12-28,64.2876
2023-12-29,63.7497
2023-12-30,63.7497
2023-12-31,63.7497
2024-01-01,63.7497
2024-01-02,61.8332
2024-01-03,56.8627
2024-01-04,57.5973
2024-01-05,55.9888
2024-01-06,55.9888
2024-01-07,55.9888
2024-01-08,56.2155
2024-01-09,54.385
2024-01-10,54.3392
2024-01-11,54.135
2024-01-12,55.376
2024-01-13,55.376
2024-01-14,55.376
2024-01-15,55.376
2024-01-16,53.0604
2024-01-17,53.4079
2024-01-18,54.9934
2024-01-19,56.3302
2024-01-20,56.3302
2024-01-21,56.3302
2024-01-22,59.271
2024-01-23,58.9912
2024-01-24,56.2936
2024-01-25,56.5033
2024-01-26,56.1376
2024-01-27,56.1376
2024-01-28,56.1376
2024-01-29,58.355
2024-01-30,57.8119
2024-01-31,52.2907
2024-02-01,53.6411
2024-02-02,54.7475
2024-02-03,54.7475
2024-02-04,54.7475
2024-02-05,50.7704
2024-02-06,52.2504
2024-02-07,51.9002
2024-02-08,52.8943
2024-02-09,53.2229
2024-02-10,53.2229
2024-02-11,53.2229
2024-02-12,56.2047
2024-02-13,49.8431
2024-02-14,51.519
2024-02-15,56.2729
2024-02-16,55.9238
2024-02-17,55.9238
2024-02-18,55.9238
2024-02-19,55.9238
2024-02-20,52.8434
2024-02-21,52.6097
2024-02-22,54.1882
2024-02-23,52.7262
2024-02-24,52.7262
2024-02-25,52.7262
2024-02-26,51.3216
2024-02-27,51.3747
2024-02-28,49.5717
2024-02-29,50.7207
2024-03-01,48.9582
2024-03-02,48.9582
2024-03-03,48.9582
2024-03-04,48.0668
2024-03-05,47.1782
2024-03-06,47.2713
2024-03-07,49.141
2024-03-08,48.6689
2024-03-09,48.6689
2024-03-10,48.6689
2024-03-11,50.454
2024-03-12,47.2452
2024-03-13,48.7389
2024-03-14,46.6134
2024-03-15,48.5799
2024-03-16,48.5799
2024-03-17,48.5799
2024-03-18,46.424
2024-03-19,48.0595
2024-03-20,51.5487
2024-03-21,52.7727
2024-03-22,50.2886
2024-03-23,50.2886
2024-03-24,50.2886
2024-03-25,49.6699
2024-03-26,49.2003
2024-03-27,52.0432
2024-03-28,52.5514
2024-03-29,52.5514
2024-03-30,52.5514
2024-03-31,52.5514
2024-04-01,50.1305
2024-04-02,48.1186
2024-04-03,49.823
2024-04-04,48.7885
2024-04-05,48.2631
2024-04-06,48.2631
2024-04-07,48.2631
2024-04-08,49.0456
