,REGI US Equity
,RSI_30D
2020-01-01,74.2616
2020-01-02,75.6668
2020-01-03,76.948
2020-01-04,76.948
2020-01-05,76.948
2020-01-06,75.0694
2020-01-07,67.2738
2020-01-08,62.9396
2020-01-09,63.1752
2020-01-10,63.0715
2020-01-11,63.0715
2020-01-12,63.0715
2020-01-13,63.1341
2020-01-14,65.266
2020-01-15,64.6764
2020-01-16,65.1447
2020-01-17,61.3585
2020-01-18,61.3585
2020-01-19,61.3585
2020-01-20,61.3585
2020-01-21,61.637
2020-01-22,61.7966
2020-01-23,63.8096
2020-01-24,61.926
2020-01-25,61.926
2020-01-26,61.926
2020-01-27,60.7505
2020-01-28,61.8508
2020-01-29,61.2462
2020-01-30,61.2951
2020-01-31,61.9901
2020-02-01,61.9901
2020-02-02,61.9901
2020-02-03,62.5858
2020-02-04,64.5495
2020-02-05,65.7952
2020-02-06,66.3512
2020-02-07,61.0539
2020-02-08,61.0539
2020-02-09,61.0539
2020-02-10,62.5639
2020-02-11,62.7536
2020-02-12,63.2354
2020-02-13,64.7224
2020-02-14,66.2896
2020-02-15,66.2896
2020-02-16,66.2896
2020-02-17,66.2896
2020-02-18,66.962
2020-02-19,69.4434
2020-02-20,69.9034
2020-02-21,67.2418
2020-02-22,67.2418
2020-02-23,67.2418
2020-02-24,62.481
2020-02-25,57.2568
2020-02-26,57.852
2020-02-27,51.7903
2020-02-28,53.2457
2020-02-29,53.2457
2020-03-01,53.2457
2020-03-02,54.6371
2020-03-03,51.9061
2020-03-04,55.3906
2020-03-05,54.4423
2020-03-06,53.9788
2020-03-07,53.9788
2020-03-08,53.9788
2020-03-09,44.9892
2020-03-10,46.2395
2020-03-11,40.472
2020-03-12,38.0425
2020-03-13,55.2332
2020-03-14,55.2332
2020-03-15,55.2332
2020-03-16,44.5664
2020-03-17,42.3878
2020-03-18,40.4874
2020-03-19,43.2503
2020-03-20,44.237
2020-03-21,44.237
2020-03-22,44.237
2020-03-23,43.2046
2020-03-24,46.101
2020-03-25,45.1347
2020-03-26,44.6051
2020-03-27,43.1037
2020-03-28,43.1037
2020-03-29,43.1037
2020-03-30,43.7272
2020-03-31,46.3758
2020-04-01,44.5503
2020-04-02,45.1737
2020-04-03,45.8908
2020-04-04,45.8908
2020-04-05,45.8908
2020-04-06,48.3168
2020-04-07,49.8094
2020-04-08,50.8863
2020-04-09,50.8017
2020-04-10,50.8017
2020-04-11,50.8017
2020-04-12,50.8017
2020-04-13,51.096
2020-04-14,49.8189
2020-04-15,47.6928
2020-04-16,47.2065
2020-04-17,49.5335
2020-04-18,49.5335
2020-04-19,49.5335
2020-04-20,49.445
2020-04-21,47.7976
2020-04-22,48.9753
2020-04-23,50.8563
2020-04-24,51.5769
2020-04-25,51.5769
2020-04-26,51.5769
2020-04-27,52.6981
2020-04-28,52.6476
2020-04-29,53.4466
2020-04-30,53.1434
2020-05-01,50.1152
2020-05-02,50.1152
2020-05-03,50.1152
2020-05-04,52.5296
2020-05-05,51.9611
2020-05-06,50.6883
2020-05-07,51.8265
2020-05-08,52.5004
2020-05-09,52.5004
2020-05-10,52.5004
2020-05-11,53.4211
2020-05-12,54.4326
2020-05-13,49.3213
2020-05-14,49.7141
2020-05-15,51.1945
2020-05-16,51.1945
2020-05-17,51.1945
2020-05-18,54.0268
2020-05-19,54.8583
2020-05-20,54.5558
2020-05-21,56.1652
2020-05-22,55.4162
2020-05-23,55.4162
2020-05-24,55.4162
2020-05-25,55.4162
2020-05-26,55.9598
2020-05-27,58.9309
2020-05-28,56.777
2020-05-29,57.4
2020-05-30,57.4
2020-05-31,57.4
2020-06-01,56.5162
2020-06-02,59.0922
2020-06-03,57.6783
2020-06-04,58.4793
2020-06-05,61.6984
2020-06-06,61.6984
2020-06-07,61.6984
2020-06-08,62.4464
2020-06-09,62.6733
2020-06-10,59.8144
2020-06-11,51.8362
2020-06-12,52.3863
2020-06-13,52.3863
2020-06-14,52.3863
2020-06-15,53.1886
2020-06-16,53.8447
2020-06-17,52.5742
2020-06-18,53.83
2020-06-19,53.4919
2020-06-20,53.4919
2020-06-21,53.4919
2020-06-22,53.1465
2020-06-23,54.0502
2020-06-24,44.2953
2020-06-25,44.841
2020-06-26,43.7958
2020-06-27,43.7958
2020-06-28,43.7958
2020-06-29,47.1805
2020-06-30,48.0644
2020-07-01,46.7511
2020-07-02,46.4762
2020-07-03,46.4762
2020-07-04,46.4762
2020-07-05,46.4762
2020-07-06,46.978
2020-07-07,46.1861
2020-07-08,48.3949
2020-07-09,46.7608
2020-07-10,46.18
2020-07-11,46.18
2020-07-12,46.18
2020-07-13,45.3387
2020-07-14,46.2351
2020-07-15,49.0
2020-07-16,49.5658
2020-07-17,50.3922
2020-07-18,50.3922
2020-07-19,50.3922
2020-07-20,50.6062
2020-07-21,51.296
2020-07-22,51.8487
2020-07-23,52.7477
2020-07-24,53.5494
2020-07-25,53.5494
2020-07-26,53.5494
2020-07-27,54.5559
2020-07-28,53.6707
2020-07-29,55.5458
2020-07-30,55.0519
2020-07-31,53.7797
2020-08-01,53.7797
2020-08-02,53.7797
2020-08-03,55.4558
2020-08-04,55.942
2020-08-05,60.1526
2020-08-06,62.4678
2020-08-07,65.8041
2020-08-08,65.8041
2020-08-09,65.8041
2020-08-10,69.112
2020-08-11,69.112
2020-08-12,70.3679
2020-08-13,71.1831
2020-08-14,71.3441
2020-08-15,71.3441
2020-08-16,71.3441
2020-08-17,71.3771
2020-08-18,66.4816
2020-08-19,66.0761
2020-08-20,66.0761
2020-08-21,63.1892
2020-08-22,63.1892
2020-08-23,63.1892
2020-08-24,65.6044
2020-08-25,65.0839
2020-08-26,61.7117
