,SUPN US Equity
,RSI_30D
2020-01-01,47.9678
2020-01-02,47.9376
2020-01-03,47.596
2020-01-04,47.596
2020-01-05,47.596
2020-01-06,47.8407
2020-01-07,46.8388
2020-01-08,48.108
2020-01-09,47.8884
2020-01-10,50.0829
2020-01-11,50.0829
2020-01-12,50.0829
2020-01-13,47.8765
2020-01-14,48.5181
2020-01-15,51.333
2020-01-16,51.1148
2020-01-17,50.8168
2020-01-18,50.8168
2020-01-19,50.8168
2020-01-20,50.8168
2020-01-21,51.7265
2020-01-22,50.49
2020-01-23,49.8733
2020-01-24,47.474
2020-01-25,47.474
2020-01-26,47.474
2020-01-27,47.0351
2020-01-28,48.4125
2020-01-29,48.5158
2020-01-30,47.0719
2020-01-31,44.9404
2020-02-01,44.9404
2020-02-02,44.9404
2020-02-03,45.5224
2020-02-04,47.4667
2020-02-05,49.2963
2020-02-06,49.7175
2020-02-07,49.5472
2020-02-08,49.5472
2020-02-09,49.5472
2020-02-10,49.0689
2020-02-11,47.4743
2020-02-12,48.3657
2020-02-13,49.7583
2020-02-14,50.0371
2020-02-15,50.0371
2020-02-16,50.0371
2020-02-17,50.0371
2020-02-18,48.0157
2020-02-19,51.6868
2020-02-20,49.7339
2020-02-21,50.0066
2020-02-22,50.0066
2020-02-23,50.0066
2020-02-24,49.8202
2020-02-25,45.4005
2020-02-26,34.637
2020-02-27,31.2326
2020-02-28,31.2117
2020-02-29,31.2117
2020-03-01,31.2117
2020-03-02,34.4311
2020-03-03,33.3618
2020-03-04,36.8167
2020-03-05,34.9427
2020-03-06,33.1118
2020-03-07,33.1118
2020-03-08,33.1118
2020-03-09,30.2789
2020-03-10,31.9406
2020-03-11,31.5709
2020-03-12,31.2947
2020-03-13,32.8145
2020-03-14,32.8145
2020-03-15,32.8145
2020-03-16,30.2076
2020-03-17,29.4199
2020-03-18,29.1276
2020-03-19,37.8694
2020-03-20,35.9626
2020-03-21,35.9626
2020-03-22,35.9626
2020-03-23,38.6994
2020-03-24,40.3889
2020-03-25,39.5544
2020-03-26,38.7266
2020-03-27,38.2787
2020-03-28,38.2787
2020-03-29,38.2787
2020-03-30,42.0572
2020-03-31,44.7229
2020-04-01,42.9971
2020-04-02,42.5122
2020-04-03,43.2732
2020-04-04,43.2732
2020-04-05,43.2732
2020-04-06,46.4007
2020-04-07,45.6829
2020-04-08,47.3676
2020-04-09,48.1075
2020-04-10,48.1075
2020-04-11,48.1075
2020-04-12,48.1075
2020-04-13,47.8178
2020-04-14,49.7889
2020-04-15,48.3494
2020-04-16,47.8721
2020-04-17,51.4942
2020-04-18,51.4942
2020-04-19,51.4942
2020-04-20,45.3139
2020-04-21,47.118
2020-04-22,46.7518
2020-04-23,48.8942
2020-04-24,49.184
2020-04-25,49.184
2020-04-26,49.184
2020-04-27,50.9946
2020-04-28,50.7275
2020-04-29,60.4444
2020-04-30,59.9349
2020-05-01,59.3866
2020-05-02,59.3866
2020-05-03,59.3866
2020-05-04,56.1959
2020-05-05,56.2634
2020-05-06,58.4709
2020-05-07,58.815
2020-05-08,58.0992
2020-05-09,58.0992
2020-05-10,58.0992
2020-05-11,58.5754
2020-05-12,57.4182
2020-05-13,57.9199
2020-05-14,57.1733
2020-05-15,58.3218
2020-05-16,58.3218
2020-05-17,58.3218
2020-05-18,59.3407
2020-05-19,60.9173
2020-05-20,58.6354
2020-05-21,59.5989
2020-05-22,58.7844
2020-05-23,58.7844
2020-05-24,58.7844
2020-05-25,58.7844
2020-05-26,60.7275
2020-05-27,59.0114
2020-05-28,59.4192
2020-05-29,58.0435
2020-05-30,58.0435
2020-05-31,58.0435
2020-06-01,57.1076
2020-06-02,56.7435
2020-06-03,57.6648
2020-06-04,56.8301
2020-06-05,56.3316
2020-06-06,56.3316
2020-06-07,56.3316
2020-06-08,59.5762
2020-06-09,58.5202
2020-06-10,55.0083
2020-06-11,50.4137
2020-06-12,52.0064
2020-06-13,52.0064
2020-06-14,52.0064
2020-06-15,52.7178
2020-06-16,56.8278
2020-06-17,54.8419
2020-06-18,54.5135
2020-06-19,54.0116
2020-06-20,54.0116
2020-06-21,54.0116
2020-06-22,54.4741
2020-06-23,55.1737
2020-06-24,52.2985
2020-06-25,53.7698
2020-06-26,51.976
2020-06-27,51.976
2020-06-28,51.976
2020-06-29,52.0696
2020-06-30,53.568
2020-07-01,54.2462
2020-07-02,52.9373
2020-07-03,52.9373
2020-07-04,52.9373
2020-07-05,52.9373
2020-07-06,52.8274
2020-07-07,50.9318
2020-07-08,52.0276
2020-07-09,53.5697
2020-07-10,54.9062
2020-07-11,54.9062
2020-07-12,54.9062
2020-07-13,53.0193
2020-07-14,53.4917
2020-07-15,56.8276
2020-07-16,54.272
2020-07-17,53.9677
2020-07-18,53.9677
2020-07-19,53.9677
2020-07-20,54.0344
2020-07-21,52.8469
2020-07-22,51.5957
2020-07-23,52.1451
2020-07-24,50.2947
2020-07-25,50.2947
2020-07-26,50.2947
2020-07-27,51.9824
2020-07-28,49.9548
2020-07-29,49.9161
2020-07-30,51.1312
2020-07-31,46.4492
2020-08-01,46.4492
2020-08-02,46.4492
2020-08-03,50.3233
2020-08-04,49.0693
2020-08-05,50.2062
2020-08-06,49.9458
2020-08-07,49.5658
2020-08-08,49.5658
2020-08-09,49.5658
2020-08-10,49.3716
2020-08-11,48.5062
2020-08-12,50.5442
2020-08-13,50.7057
2020-08-14,53.8247
2020-08-15,53.8247
2020-08-16,53.8247
2020-08-17,56.4944
2020-08-18,57.0086
2020-08-19,50.2496
2020-08-20,47.3627
2020-08-21,44.7669
2020-08-22,44.7669
2020-08-23,44.7669
2020-08-24,44.6404
2020-08-25,46.5171
2020-08-26,47.6643
2020-08-27,47.7416
2020-08-28,46.2916
2020-08-29,46.2916
2020-08-30,46.2916
2020-08-31,45.8002
2020-09-01,42.7803
2020-09-02,45.1099
2020-09-03,45.5603
2020-09-04,44.3622
2020-09-05,44.3622
2020-09-06,44.3622
2020-09-07,44.3622
2020-09-08,42.4802
2020-09-09,43.6941
2020-09-10,45.5206
2020-09-11,44.6153
2020-09-12,44.6153
2020-09-13,44.6153
2020-09-14,46.5604
2020-09-15,47.4323
2020-09-16,49.5411
2020-09-17,49.5411
2020-09-18,49.0151
2020-09-19,49.0151
2020-09-20,49.0151
2020-09-21,45.7305
2020-09-22,44.479
2020-09-23,41.9814
2020-09-24,41.2218
2020-09-25,41.7433
2020-09-26,41.7433
2020-09-27,41.7433
2020-09-28,43.9419
2020-09-29,44.3119
2020-09-30,44.2364
2020-10-01,47.1262
2020-10-02,44.8019
2020-10-03,44.8019
2020-10-04,44.8019
2020-10-05,46.353
2020-10-06,44.3073
2020-10-07,45.3016
2020-10-08,46.3387
2020-10-09,47.8392
2020-10-10,47.8392
2020-10-11,47.8392
2020-10-12,46.6134
2020-10-13,45.7246
2020-10-14,44.1797
2020-10-15,43.5167
2020-10-16,43.7223
2020-10-17,43.7223
2020-10-18,43.7223
2020-10-19,42.3279
2020-10-20,42.1096
2020-10-21,41.171
2020-10-22,43.2856
2020-10-23,43.1168
2020-10-24,43.1168
2020-10-25,43.1168
2020-10-26,41.4854
2020-10-27,38.1892
2020-10-28,34.437
2020-10-29,38.0284
2020-10-30,38.0824
2020-10-31,38.0824
2020-11-01,38.0824
2020-11-02,38.1381
2020-11-03,37.3724
2020-11-04,55.5151
2020-11-05,57.1786
2020-11-06,58.746
2020-11-07,58.746
2020-11-08,58.746
2020-11-09,62.3016
2020-11-10,49.7542
2020-11-11,50.4337
2020-11-12,51.4982
2020-11-13,54.7174
2020-11-14,54.7174
2020-11-15,54.7174
2020-11-16,52.8739
2020-11-17,52.9747
2020-11-18,50.3547
2020-11-19,49.4133
2020-11-20,48.5285
2020-11-21,48.5285
2020-11-22,48.5285
2020-11-23,48.2576
2020-11-24,49.7942
2020-11-25,50.141
2020-11-26,50.141
2020-11-27,51.6943
2020-11-28,51.6943
2020-11-29,51.6943
2020-11-30,49.9936
2020-12-01,51.9448
2020-12-02,51.0062
2020-12-03,51.2706
2020-12-04,51.9855
2020-12-05,51.9855
2020-12-06,51.9855
2020-12-07,50.3922
2020-12-08,51.4392
2020-12-09,51.8412
2020-12-10,51.5356
2020-12-11,50.8127
2020-12-12,50.8127
2020-12-13,50.8127
2020-12-14,50.8467
2020-12-15,50.9867
2020-12-16,50.5768
2020-12-17,49.8233
2020-12-18,51.577
2020-12-19,51.577
2020-12-20,51.577
2020-12-21,53.5084
2020-12-22,53.8609
2020-12-23,63.3257
2020-12-24,62.7189
2020-12-25,62.7189
2020-12-26,62.7189
2020-12-27,62.7189
2020-12-28,60.2502
2020-12-29,60.638
2020-12-30,60.1925
2020-12-31,60.4113
2021-01-01,60.4113
2021-01-02,60.4113
2021-01-03,60.4113
2021-01-04,60.3256
2021-01-05,62.3962
2021-01-06,63.7782
2021-01-07,64.1384
2021-01-08,65.8925
2021-01-09,65.8925
2021-01-10,65.8925
2021-01-11,68.1703
2021-01-12,69.1603
2021-01-13,66.9137
2021-01-14,68.1619
2021-01-15,69.0882
2021-01-16,69.0882
2021-01-17,69.0882
2021-01-18,69.0882
2021-01-19,70.1939
2021-01-20,68.0557
2021-01-21,63.8527
2021-01-22,67.358
2021-01-23,67.358
2021-01-24,67.358
2021-01-25,68.6613
2021-01-26,69.8129
2021-01-27,68.6059
2021-01-28,65.4294
2021-01-29,62.4013
2021-01-30,62.4013
2021-01-31,62.4013
2021-02-01,63.7969
2021-02-02,60.2167
2021-02-03,61.2706
2021-02-04,59.3548
2021-02-05,60.4412
2021-02-06,60.4412
2021-02-07,60.4412
2021-02-08,63.3467
2021-02-09,64.3545
2021-02-10,64.8953
2021-02-11,61.9056
2021-02-12,61.612
2021-02-13,61.612
2021-02-14,61.612
2021-02-15,61.612
2021-02-16,59.6367
2021-02-17,58.6286
2021-02-18,56.5108
2021-02-19,57.722
2021-02-20,57.722
2021-02-21,57.722
2021-02-22,56.4838
2021-02-23,57.3491
2021-02-24,60.7781
2021-02-25,55.7025
2021-02-26,48.4543
2021-02-27,48.4543
2021-02-28,48.4543
2021-03-01,46.3273
2021-03-02,44.0107
2021-03-03,44.4334
2021-03-04,42.2972
2021-03-05,45.0981
2021-03-06,45.0981
2021-03-07,45.0981
2021-03-08,46.0911
2021-03-09,46.2014
2021-03-10,46.8206
2021-03-11,49.2642
2021-03-12,49.3858
2021-03-13,49.3858
2021-03-14,49.3858
2021-03-15,49.6495
2021-03-16,48.3602
2021-03-17,48.7411
2021-03-18,46.3215
2021-03-19,48.0307
2021-03-20,48.0307
2021-03-21,48.0307
2021-03-22,51.322
2021-03-23,47.8395
2021-03-24,45.7166
2021-03-25,48.5456
2021-03-26,48.6799
2021-03-27,48.6799
2021-03-28,48.6799
2021-03-29,47.2014
2021-03-30,48.6344
2021-03-31,48.6764
2021-04-01,50.192
2021-04-02,50.192
2021-04-03,50.192
2021-04-04,50.192
2021-04-05,58.2072
2021-04-06,55.4567
2021-04-07,53.2654
2021-04-08,52.9092
2021-04-09,53.37
2021-04-10,53.37
2021-04-11,53.37
2021-04-12,52.4671
2021-04-13,59.4051
2021-04-14,60.4484
2021-04-15,60.393
2021-04-16,59.9669
2021-04-17,59.9669
2021-04-18,59.9669
2021-04-19,57.8553
2021-04-20,57.1612
2021-04-21,58.5799
2021-04-22,58.3193
2021-04-23,58.5525
2021-04-24,58.5525
2021-04-25,58.5525
2021-04-26,59.5732
2021-04-27,60.3519
2021-04-28,57.0348
2021-04-29,57.2374
2021-04-30,54.8016
2021-05-01,54.8016
2021-05-02,54.8016
2021-05-03,56.1437
2021-05-04,53.4917
2021-05-05,54.4355
2021-05-06,51.1325
2021-05-07,51.3362
2021-05-08,51.3362
2021-05-09,51.3362
2021-05-10,51.2809
2021-05-11,51.3621
2021-05-12,51.5016
2021-05-13,52.6257
2021-05-14,54.5597
2021-05-15,54.5597
2021-05-16,54.5597
2021-05-17,55.6157
2021-05-18,54.5662
2021-05-19,53.1715
2021-05-20,56.0624
2021-05-21,54.2179
2021-05-22,54.2179
2021-05-23,54.2179
2021-05-24,52.9841
2021-05-25,51.7654
2021-05-26,52.2028
2021-05-27,52.2625
2021-05-28,51.4972
2021-05-29,51.4972
2021-05-30,51.4972
2021-05-31,51.4972
2021-06-01,50.532
2021-06-02,50.1964
2021-06-03,51.2022
2021-06-04,51.6066
2021-06-05,51.6066
2021-06-06,51.6066
2021-06-07,51.2769
2021-06-08,52.1207
2021-06-09,54.1078
2021-06-10,57.9089
2021-06-11,55.4552
2021-06-12,55.4552
2021-06-13,55.4552
2021-06-14,57.7202
2021-06-15,57.5238
2021-06-16,61.0111
2021-06-17,58.6198
2021-06-18,56.7707
2021-06-19,56.7707
2021-06-20,56.7707
2021-06-21,58.5643
2021-06-22,57.6507
2021-06-23,55.5226
2021-06-24,56.768
2021-06-25,57.6243
2021-06-26,57.6243
2021-06-27,57.6243
2021-06-28,55.7213
2021-06-29,53.7739
2021-06-30,50.8597
2021-07-01,52.7517
2021-07-02,49.4063
2021-07-03,49.4063
2021-07-04,49.4063
2021-07-05,49.4063
2021-07-06,48.5323
2021-07-07,45.5269
2021-07-08,43.6445
2021-07-09,43.68
2021-07-10,43.68
2021-07-11,43.68
2021-07-12,43.2024
2021-07-13,42.0824
2021-07-14,39.2655
2021-07-15,38.3716
2021-07-16,38.5324
2021-07-17,38.5324
2021-07-18,38.5324
2021-07-19,41.6817
2021-07-20,40.9759
2021-07-21,43.6705
2021-07-22,42.5662
2021-07-23,42.4523
2021-07-24,42.4523
2021-07-25,42.4523
2021-07-26,42.9263
2021-07-27,42.4441
2021-07-28,45.5668
2021-07-29,43.5851
2021-07-30,40.589
2021-07-31,40.589
2021-08-01,40.589
2021-08-02,42.1941
2021-08-03,42.7792
2021-08-04,43.9145
2021-08-05,42.1542
2021-08-06,41.5987
2021-08-07,41.5987
2021-08-08,41.5987
2021-08-09,39.6907
2021-08-10,36.8707
2021-08-11,36.572
2021-08-12,38.1275
2021-08-13,37.7287
2021-08-14,37.7287
2021-08-15,37.7287
2021-08-16,37.6201
2021-08-17,37.4252
2021-08-18,35.755
2021-08-19,34.5017
2021-08-20,37.1146
2021-08-21,37.1146
2021-08-22,37.1146
2021-08-23,41.5038
2021-08-24,41.546
2021-08-25,43.0342
2021-08-26,41.8991
2021-08-27,47.4365
2021-08-28,47.4365
2021-08-29,47.4365
2021-08-30,47.2022
2021-08-31,51.1933
2021-09-01,52.0964
2021-09-02,51.657
2021-09-03,50.8436
2021-09-04,50.8436
2021-09-05,50.8436
2021-09-06,50.8436
2021-09-07,50.2115
2021-09-08,49.2431
2021-09-09,50.4967
2021-09-10,47.6556
2021-09-11,47.6556
2021-09-12,47.6556
2021-09-13,48.8163
2021-09-14,48.9723
2021-09-15,49.2922
2021-09-16,50.0215
2021-09-17,50.3906
2021-09-18,50.3906
2021-09-19,50.3906
2021-09-20,48.4971
2021-09-21,50.3434
2021-09-22,49.7149
2021-09-23,48.9562
2021-09-24,52.6137
2021-09-25,52.6137
2021-09-26,52.6137
2021-09-27,53.2049
2021-09-28,49.5389
2021-09-29,48.5332
2021-09-30,47.8103
2021-10-01,50.157
2021-10-02,50.157
2021-10-03,50.157
2021-10-04,47.889
2021-10-05,48.2349
2021-10-06,47.0239
2021-10-07,48.7112
2021-10-08,46.882
