,SUPN US Equity
2021-10-09,46.882
2021-10-10,46.882
2021-10-11,54.8687
2021-10-12,59.7545
2021-10-13,60.1451
2021-10-14,62.5864
2021-10-15,64.0628
2021-10-16,64.0628
2021-10-17,64.0628
2021-10-18,59.9947
2021-10-19,56.1551
2021-10-20,56.8277
2021-10-21,54.9389
2021-10-22,56.1565
2021-10-23,56.1565
2021-10-24,56.1565
2021-10-25,57.0987
2021-10-26,56.7166
2021-10-27,54.2026
2021-10-28,54.6987
2021-10-29,55.722
2021-10-30,55.722
2021-10-31,55.722
2021-11-01,57.2067
2021-11-02,56.0948
2021-11-03,55.9742
2021-11-04,60.4589
2021-11-05,62.1282
2021-11-06,62.1282
2021-11-07,62.1282
2021-11-08,65.3445
2021-11-09,66.0464
2021-11-10,62.3711
2021-11-11,62.9867
2021-11-12,61.1557
2021-11-13,61.1557
2021-11-14,61.1557
2021-11-15,60.4055
2021-11-16,64.2931
2021-11-17,63.0747
2021-11-18,59.112
2021-11-19,60.6094
2021-11-20,60.6094
2021-11-21,60.6094
2021-11-22,57.218
2021-11-23,55.7217
2021-11-24,55.3557
2021-11-25,55.3557
2021-11-26,51.1525
2021-11-27,51.1525
2021-11-28,51.1525
2021-11-29,50.6736
2021-11-30,49.243
2021-12-01,51.8226
2021-12-02,52.754
2021-12-03,50.3436
2021-12-04,50.3436
2021-12-05,50.3436
2021-12-06,49.3978
2021-12-07,52.0203
2021-12-08,52.1059
2021-12-09,48.6354
2021-12-10,46.0376
2021-12-11,46.0376
2021-12-12,46.0376
2021-12-13,43.7717
2021-12-14,44.3448
2021-12-15,45.8051
2021-12-16,44.8782
2021-12-17,46.1661
2021-12-18,46.1661
2021-12-19,46.1661
2021-12-20,49.3779
2021-12-21,49.2043
2021-12-22,52.2427
2021-12-23,52.4389
2021-12-24,52.4389
2021-12-25,52.4389
2021-12-26,52.4389
2021-12-27,53.0658
2021-12-28,51.1326
2021-12-29,49.9899
2021-12-30,49.9587
2021-12-31,47.3004
2022-01-01,47.3004
2022-01-02,47.3004
2022-01-03,50.1992
2022-01-04,48.3453
2022-01-05,47.3532
2022-01-06,45.6159
2022-01-07,49.4528
2022-01-08,49.4528
2022-01-09,49.4528
2022-01-10,49.6336
2022-01-11,50.9641
2022-01-12,49.2512
2022-01-13,47.8547
2022-01-14,51.3749
2022-01-15,51.3749
2022-01-16,51.3749
2022-01-17,51.3749
2022-01-18,48.1568
2022-01-19,47.8773
2022-01-20,48.0954
2022-01-21,49.4401
2022-01-22,49.4401
2022-01-23,49.4401
2022-01-24,47.917
2022-01-25,49.678
2022-01-26,48.6152
2022-01-27,47.6216
2022-01-28,52.7391
2022-01-29,52.7391
2022-01-30,52.7391
2022-01-31,53.1315
2022-02-01,55.5842
2022-02-02,54.3101
2022-02-03,50.4173
2022-02-04,52.7353
2022-02-05,52.7353
2022-02-06,52.7353
2022-02-07,53.4324
2022-02-08,53.5958
2022-02-09,53.8471
2022-02-10,51.599
2022-02-11,50.2051
2022-02-12,50.2051
2022-02-13,50.2051
2022-02-14,50.1429
2022-02-15,51.3295
2022-02-16,52.2272
2022-02-17,53.0914
2022-02-18,58.0784
2022-02-19,58.0784
2022-02-20,58.0784
2022-02-21,58.0784
2022-02-22,55.6706
2022-02-23,53.824
2022-02-24,55.3029
2022-02-25,51.4808
2022-02-26,51.4808
2022-02-27,51.4808
2022-02-28,54.1366
2022-03-01,47.9083
2022-03-02,49.7426
2022-03-03,49.4813
2022-03-04,49.3473
2022-03-05,49.3473
2022-03-06,49.3473
2022-03-07,48.9087
2022-03-08,48.7406
2022-03-09,50.3296
2022-03-10,52.8231
2022-03-11,51.3839
2022-03-12,51.3839
2022-03-13,51.3839
2022-03-14,48.914
2022-03-15,49.1199
2022-03-16,51.7091
2022-03-17,52.2675
2022-03-18,52.1739
2022-03-19,52.1739
2022-03-20,52.1739
2022-03-21,51.9174
2022-03-22,52.7878
2022-03-23,52.9398
2022-03-24,55.2067
2022-03-25,54.3514
2022-03-26,54.3514
2022-03-27,54.3514
2022-03-28,54.3151
2022-03-29,55.8983
2022-03-30,55.364
2022-03-31,55.0529
2022-04-01,54.4985
2022-04-02,54.4985
2022-04-03,54.4985
2022-04-04,53.3473
2022-04-05,54.3449
2022-04-06,60.0177
2022-04-07,60.5897
2022-04-08,57.6254
2022-04-09,57.6254
2022-04-10,57.6254
2022-04-11,51.6137
2022-04-12,52.3483
2022-04-13,54.0039
2022-04-14,49.0952
2022-04-15,49.0952
2022-04-16,49.0952
2022-04-17,49.0952
2022-04-18,44.205
2022-04-19,43.9034
2022-04-20,45.4124
2022-04-21,45.2784
2022-04-22,44.949
2022-04-23,44.949
2022-04-24,44.949
2022-04-25,44.4197
2022-04-26,41.8949
2022-04-27,41.4284
2022-04-28,42.3507
2022-04-29,40.9629
2022-04-30,40.9629
2022-05-01,40.9629
2022-05-02,44.5081
2022-05-03,44.6834
2022-05-04,45.7125
2022-05-05,42.3667
2022-05-06,40.9342
2022-05-07,40.9342
2022-05-08,40.9342
2022-05-09,38.2351
2022-05-10,37.0071
2022-05-11,35.9026
2022-05-12,40.0488
2022-05-13,41.2424
2022-05-14,41.2424
2022-05-15,41.2424
2022-05-16,43.4684
2022-05-17,46.2551
2022-05-18,42.8268
2022-05-19,43.3417
2022-05-20,44.5365
2022-05-21,44.5365
2022-05-22,44.5365
2022-05-23,43.6865
2022-05-24,43.2466
2022-05-25,44.2374
2022-05-26,44.8556
2022-05-27,48.0027
2022-05-28,48.0027
2022-05-29,48.0027
2022-05-30,48.0027
2022-05-31,46.4721
2022-06-01,46.836
2022-06-02,47.2744
2022-06-03,47.8559
2022-06-04,47.8559
2022-06-05,47.8559
2022-06-06,46.8805
2022-06-07,49.2618
2022-06-08,47.8468
2022-06-09,46.7729
2022-06-10,44.5518
2022-06-11,44.5518
2022-06-12,44.5518
2022-06-13,42.7124
2022-06-14,42.4855
2022-06-15,46.1814
2022-06-16,43.4654
2022-06-17,45.3404
2022-06-18,45.3404
2022-06-19,45.3404
2022-06-20,45.3404
2022-06-21,47.1204
2022-06-22,47.8635
2022-06-23,49.9472
2022-06-24,49.98
2022-06-25,49.98
2022-06-26,49.98
2022-06-27,51.9052
2022-06-28,49.853
2022-06-29,50.2533
2022-06-30,51.6505
2022-07-01,53.0473
2022-07-02,53.0473
2022-07-03,53.0473
2022-07-04,53.0473
2022-07-05,54.4711
2022-07-06,56.5896
2022-07-07,55.1116
2022-07-08,55.2357
2022-07-09,55.2357
2022-07-10,55.2357
2022-07-11,53.2198
2022-07-12,51.2837
2022-07-13,50.8504
2022-07-14,50.1923
2022-07-15,53.2845
2022-07-16,53.2845
2022-07-17,53.2845
2022-07-18,51.2861
2022-07-19,53.9652
2022-07-20,52.3474
2022-07-21,53.5585
2022-07-22,55.3664
2022-07-23,55.3664
2022-07-24,55.3664
2022-07-25,55.6795
2022-07-26,57.2015
2022-07-27,58.0828
2022-07-28,58.4792
2022-07-29,59.3662
2022-07-30,59.3662
2022-07-31,59.3662
2022-08-01,58.2564
2022-08-02,59.6907
2022-08-03,59.8767
2022-08-04,62.2496
2022-08-05,59.2663
2022-08-06,59.2663
2022-08-07,59.2663
2022-08-08,55.4988
2022-08-09,54.4923
2022-08-10,56.3591
2022-08-11,55.0076
2022-08-12,59.6486
2022-08-13,59.6486
2022-08-14,59.6486
2022-08-15,62.7649
2022-08-16,62.7232
2022-08-17,60.7577
2022-08-18,61.6827
2022-08-19,65.6331
2022-08-20,65.6331
2022-08-21,65.6331
2022-08-22,64.7129
2022-08-23,64.0373
2022-08-24,64.2064
2022-08-25,63.5878
2022-08-26,58.5062
2022-08-27,58.5062
2022-08-28,58.5062
2022-08-29,58.1516
2022-08-30,57.156
2022-08-31,59.2628
2022-09-01,61.4392
2022-09-02,58.83
2022-09-03,58.83
2022-09-04,58.83
2022-09-05,58.83
2022-09-06,57.7373
2022-09-07,58.054
2022-09-08,59.007
2022-09-09,59.297
2022-09-10,59.297
2022-09-11,59.297
2022-09-12,60.6222
2022-09-13,58.5639
2022-09-14,58.5639
2022-09-15,59.1819
2022-09-16,59.4011
2022-09-17,59.4011
2022-09-18,59.4011
2022-09-19,60.9806
2022-09-20,57.1051
2022-09-21,55.9922
2022-09-22,50.6862
2022-09-23,51.1825
2022-09-24,51.1825
2022-09-25,51.1825
2022-09-26,49.2065
2022-09-27,46.6533
2022-09-28,52.2319
2022-09-29,51.7796
2022-09-30,53.602
2022-10-01,53.602
2022-10-02,53.602
2022-10-03,52.3454
2022-10-04,54.7294
2022-10-05,52.8925
2022-10-06,53.8969
2022-10-07,51.1472
2022-10-08,51.1472
2022-10-09,51.1472
2022-10-10,46.2921
2022-10-11,45.0645
2022-10-12,44.4408
2022-10-13,47.9948
2022-10-14,49.0228
2022-10-15,49.0228
2022-10-16,49.0228
2022-10-17,52.3426
2022-10-18,53.5764
2022-10-19,51.927
2022-10-20,50.1422
2022-10-21,52.3421
2022-10-22,52.3421
2022-10-23,52.3421
2022-10-24,53.0659
2022-10-25,54.1323
2022-10-26,54.9902
2022-10-27,53.339
2022-10-28,55.3334
2022-10-29,55.3334
2022-10-30,55.3334
2022-10-31,53.6155
2022-11-01,53.7344
2022-11-02,53.8262
2022-11-03,53.7159
2022-11-04,52.5648
2022-11-05,52.5648
2022-11-06,52.5648
2022-11-07,54.8876
2022-11-08,54.8105
2022-11-09,47.7937
2022-11-10,52.7221
2022-11-11,54.8305
2022-11-12,54.8305
2022-11-13,54.8305
2022-11-14,53.1214
2022-11-15,51.5532
2022-11-16,50.6864
2022-11-17,51.7651
2022-11-18,53.092
2022-11-19,53.092
2022-11-20,53.092
2022-11-21,53.3867
2022-11-22,54.2784
2022-11-23,53.9581
2022-11-24,53.9581
2022-11-25,55.0854
2022-11-26,55.0854
2022-11-27,55.0854
2022-11-28,56.2533
2022-11-29,57.4279
2022-11-30,59.4549
2022-12-01,60.2703
2022-12-02,61.576
2022-12-03,61.576
2022-12-04,61.576
2022-12-05,54.4042
2022-12-06,54.3697
2022-12-07,54.3996
2022-12-08,54.2892
2022-12-09,52.9915
2022-12-10,52.9915
2022-12-11,52.9915
2022-12-12,54.0308
2022-12-13,53.0823
2022-12-14,53.9848
2022-12-15,53.6291
2022-12-16,58.4163
2022-12-17,58.4163
2022-12-18,58.4163
2022-12-19,54.725
2022-12-20,58.6654
2022-12-21,59.8028
2022-12-22,58.5527
2022-12-23,58.2474
2022-12-24,58.2474
2022-12-25,58.2474
2022-12-26,58.2474
2022-12-27,55.3013
2022-12-28,52.0927
2022-12-29,52.4913
2022-12-30,51.7715
2022-12-31,51.7715
2023-01-01,51.7715
2023-01-02,51.7715
2023-01-03,57.0001
2023-01-04,59.7816
2023-01-05,60.7747
2023-01-06,61.6609
2023-01-07,61.6609
2023-01-08,61.6609
2023-01-09,58.6663
2023-01-10,59.2338
2023-01-11,58.8341
2023-01-12,59.0162
2023-01-13,61.8579
2023-01-14,61.8579
2023-01-15,61.8579
2023-01-16,61.8579
2023-01-17,62.332
2023-01-18,62.7154
2023-01-19,63.0559
2023-01-20,62.7595
2023-01-21,62.7595
2023-01-22,62.7595
2023-01-23,64.8819
2023-01-24,65.4208
2023-01-25,63.7916
2023-01-26,63.8419
2023-01-27,62.1433
2023-01-28,62.1433
2023-01-29,62.1433
2023-01-30,63.1574
2023-01-31,62.9279
2023-02-01,64.451
2023-02-02,65.605
2023-02-03,63.6112
2023-02-04,63.6112
2023-02-05,63.6112
2023-02-06,59.7639
2023-02-07,50.2267
2023-02-08,50.6945
2023-02-09,52.8637
2023-02-10,51.7686
2023-02-11,51.7686
2023-02-12,51.7686
2023-02-13,54.0655
2023-02-14,51.2458
2023-02-15,51.1816
2023-02-16,51.4648
2023-02-17,53.4804
2023-02-18,53.4804
2023-02-19,53.4804
2023-02-20,53.4804
2023-02-21,51.8359
2023-02-22,50.9911
2023-02-23,51.09
2023-02-24,49.0413
2023-02-25,49.0413
2023-02-26,49.0413
2023-02-27,48.9061
2023-02-28,47.6486
2023-03-01,53.2298
2023-03-02,54.994
2023-03-03,54.8489
2023-03-04,54.8489
2023-03-05,54.8489
2023-03-06,50.0037
2023-03-07,49.9395
2023-03-08,47.9317
2023-03-09,44.1703
2023-03-10,40.4301
2023-03-11,40.4301
2023-03-12,40.4301
2023-03-13,40.501
2023-03-14,45.1294
2023-03-15,42.9833
2023-03-16,44.5245
2023-03-17,41.9351
2023-03-18,41.9351
2023-03-19,41.9351
