,FICO US Equity
,RSI_30D
2020-01-01,68.8785
2020-01-02,71.1391
2020-01-03,70.4962
2020-01-04,70.4962
2020-01-05,70.4962
2020-01-06,71.0589
2020-01-07,72.2412
2020-01-08,72.9639
2020-01-09,75.3442
2020-01-10,75.8836
2020-01-11,75.8836
2020-01-12,75.8836
2020-01-13,76.9099
2020-01-14,72.8906
2020-01-15,73.1502
2020-01-16,74.0771
2020-01-17,72.2128
2020-01-18,72.2128
2020-01-19,72.2128
2020-01-20,72.2128
2020-01-21,72.8434
2020-01-22,73.674
2020-01-23,74.6329
2020-01-24,70.877
2020-01-25,70.877
2020-01-26,70.877
2020-01-27,67.5027
2020-01-28,68.9335
2020-01-29,69.0448
2020-01-30,69.1953
2020-01-31,64.6724
2020-02-01,64.6724
2020-02-02,64.6724
2020-02-03,68.4885
2020-02-04,69.9252
2020-02-05,64.2492
2020-02-06,65.0423
2020-02-07,66.0803
2020-02-08,66.0803
2020-02-09,66.0803
2020-02-10,66.6402
2020-02-11,62.6204
2020-02-12,62.0472
2020-02-13,64.2073
2020-02-14,65.9381
2020-02-15,65.9381
2020-02-16,65.9381
2020-02-17,65.9381
2020-02-18,67.4365
2020-02-19,67.739
2020-02-20,62.0836
2020-02-21,57.5482
2020-02-22,57.5482
2020-02-23,57.5482
2020-02-24,54.9079
2020-02-25,50.5393
2020-02-26,50.5326
2020-02-27,43.2826
2020-02-28,46.5309
2020-02-29,46.5309
2020-03-01,46.5309
2020-03-02,49.8323
2020-03-03,45.9844
2020-03-04,51.1088
2020-03-05,48.3153
2020-03-06,43.381
2020-03-07,43.381
2020-03-08,43.381
2020-03-09,36.2172
2020-03-10,41.1628
2020-03-11,37.9266
2020-03-12,33.5401
2020-03-13,38.6059
2020-03-14,38.6059
2020-03-15,38.6059
2020-03-16,32.0912
2020-03-17,33.0229
2020-03-18,30.1457
2020-03-19,35.7778
2020-03-20,35.4754
2020-03-21,35.4754
2020-03-22,35.4754
2020-03-23,34.5476
2020-03-24,40.5173
2020-03-25,40.4793
2020-03-26,45.5013
2020-03-27,44.0166
2020-03-28,44.0166
2020-03-29,44.0166
2020-03-30,46.9422
2020-03-31,46.2677
2020-04-01,44.2465
2020-04-02,43.63
2020-04-03,41.6879
2020-04-04,41.6879
2020-04-05,41.6879
2020-04-06,46.5593
2020-04-07,46.1357
2020-04-08,46.5247
2020-04-09,46.5788
2020-04-10,46.5788
2020-04-11,46.5788
2020-04-12,46.5788
2020-04-13,46.2208
2020-04-14,48.23
2020-04-15,47.8378
2020-04-16,46.8058
2020-04-17,49.1893
2020-04-18,49.1893
2020-04-19,49.1893
2020-04-20,47.7035
2020-04-21,45.8087
2020-04-22,47.4932
2020-04-23,47.2932
2020-04-24,47.0126
2020-04-25,47.0126
2020-04-26,47.0126
2020-04-27,48.3855
2020-04-28,50.4864
2020-04-29,54.5226
2020-04-30,53.9486
2020-05-01,51.6793
2020-05-02,51.6793
2020-05-03,51.6793
2020-05-04,52.838
2020-05-05,53.7806
2020-05-06,54.2659
2020-05-07,55.421
2020-05-08,55.9811
2020-05-09,55.9811
2020-05-10,55.9811
2020-05-11,55.8975
2020-05-12,52.9111
2020-05-13,52.6599
2020-05-14,52.6568
2020-05-15,53.0119
2020-05-16,53.0119
2020-05-17,53.0119
2020-05-18,55.0576
2020-05-19,55.3959
2020-05-20,57.3948
2020-05-21,57.6087
2020-05-22,58.1885
2020-05-23,58.1885
2020-05-24,58.1885
2020-05-25,58.1885
2020-05-26,59.1675
2020-05-27,58.8466
2020-05-28,59.226
2020-05-29,59.9471
2020-05-30,59.9471
2020-05-31,59.9471
2020-06-01,60.6878
2020-06-02,61.8684
2020-06-03,62.9216
2020-06-04,59.2099
2020-06-05,61.13
2020-06-06,61.13
2020-06-07,61.13
2020-06-08,59.2659
2020-06-09,60.3464
2020-06-10,61.3716
2020-06-11,56.5508
2020-06-12,58.0208
2020-06-13,58.0208
2020-06-14,58.0208
2020-06-15,58.8778
2020-06-16,59.6951
2020-06-17,59.0877
2020-06-18,59.3189
2020-06-19,58.858
2020-06-20,58.858
2020-06-21,58.858
2020-06-22,59.8719
2020-06-23,59.1965
2020-06-24,55.5645
2020-06-25,56.782
2020-06-26,54.6279
2020-06-27,54.6279
2020-06-28,54.6279
2020-06-29,54.5921
2020-06-30,56.6682
2020-07-01,57.5918
2020-07-02,56.5102
2020-07-03,56.5102
2020-07-04,56.5102
2020-07-05,56.5102
2020-07-06,56.0745
2020-07-07,54.4789
2020-07-08,56.6853
2020-07-09,56.6295
2020-07-10,54.413
2020-07-11,54.413
2020-07-12,54.413
2020-07-13,51.6749
2020-07-14,53.4084
2020-07-15,52.8444
2020-07-16,51.5947
2020-07-17,54.1182
2020-07-18,54.1182
2020-07-19,54.1182
2020-07-20,54.6093
2020-07-21,54.838
2020-07-22,55.8503
2020-07-23,55.4711
2020-07-24,53.9265
2020-07-25,53.9265
2020-07-26,53.9265
2020-07-27,56.228
2020-07-28,53.9235
2020-07-29,58.0903
2020-07-30,58.216
2020-07-31,58.2324
2020-08-01,58.2324
2020-08-02,58.2324
2020-08-03,57.9653
2020-08-04,57.3254
2020-08-05,57.6619
2020-08-06,58.3974
2020-08-07,58.5332
2020-08-08,58.5332
2020-08-09,58.5332
2020-08-10,57.2268
2020-08-11,54.9947
2020-08-12,55.5166
2020-08-13,56.2307
2020-08-14,54.7269
2020-08-15,54.7269
2020-08-16,54.7269
2020-08-17,55.8901
2020-08-18,54.5788
2020-08-19,53.5093
2020-08-20,54.024
2020-08-21,51.9777
2020-08-22,51.9777
2020-08-23,51.9777
2020-08-24,51.7021
2020-08-25,52.4676
2020-08-26,53.0146
2020-08-27,52.8958
2020-08-28,53.0342
2020-08-29,53.0342
2020-08-30,53.0342
2020-08-31,51.4729
2020-09-01,57.9968
2020-09-02,59.4833
2020-09-03,50.2477
2020-09-04,50.2704
2020-09-05,50.2704
2020-09-06,50.2704
2020-09-07,50.2704
2020-09-08,47.0376
2020-09-09,50.4049
2020-09-10,48.8838
2020-09-11,49.8775
2020-09-12,49.8775
2020-09-13,49.8775
2020-09-14,51.6295
2020-09-15,54.1679
2020-09-16,53.008
2020-09-17,55.6477
2020-09-18,54.0143
2020-09-19,54.0143
2020-09-20,54.0143
2020-09-21,50.8588
2020-09-22,51.7919
2020-09-23,49.2133
2020-09-24,47.5478
2020-09-25,49.9563
2020-09-26,49.9563
2020-09-27,49.9563
2020-09-28,51.606
2020-09-29,51.5315
2020-09-30,51.0817
2020-10-01,53.7325
2020-10-02,52.8973
2020-10-03,52.8973
2020-10-04,52.8973
2020-10-05,53.7234
2020-10-06,53.3183
2020-10-07,55.7285
2020-10-08,53.7662
2020-10-09,54.4775
2020-10-10,54.4775
2020-10-11,54.4775
2020-10-12,54.9889
2020-10-13,53.7647
2020-10-14,53.079
2020-10-15,52.8732
2020-10-16,52.9753
2020-10-17,52.9753
2020-10-18,52.9753
2020-10-19,51.5031
2020-10-20,52.1617
2020-10-21,51.2422
2020-10-22,51.6166
2020-10-23,52.3617
2020-10-24,52.3617
2020-10-25,52.3617
2020-10-26,46.523
2020-10-27,44.0473
2020-10-28,40.4627
2020-10-29,41.4924
2020-10-30,41.0491
2020-10-31,41.0491
2020-11-01,41.0491
2020-11-02,40.912
2020-11-03,44.6877
2020-11-04,54.5517
2020-11-05,55.1781
2020-11-06,54.9788
2020-11-07,54.9788
2020-11-08,54.9788
2020-11-09,51.5502
2020-11-10,52.1034
2020-11-11,59.8247
2020-11-12,57.3507
2020-11-13,59.3441
2020-11-14,59.3441
2020-11-15,59.3441
2020-11-16,59.3441
2020-11-17,60.1684
2020-11-18,59.195
2020-11-19,60.0915
2020-11-20,60.7123
2020-11-21,60.7123
2020-11-22,60.7123
2020-11-23,61.3151
2020-11-24,59.5938
2020-11-25,58.3674
2020-11-26,58.3674
2020-11-27,57.8004
2020-11-28,57.8004
2020-11-29,57.8004
2020-11-30,57.5916
2020-12-01,58.5486
2020-12-02,58.1505
2020-12-03,59.7375
2020-12-04,61.9797
2020-12-05,61.9797
2020-12-06,61.9797
2020-12-07,63.2602
2020-12-08,64.7577
2020-12-09,61.1516
2020-12-10,62.7344
2020-12-11,63.6268
2020-12-12,63.6268
2020-12-13,63.6268
2020-12-14,64.6309
2020-12-15,64.7521
2020-12-16,65.4759
2020-12-17,66.3551
2020-12-18,64.5099
2020-12-19,64.5099
2020-12-20,64.5099
2020-12-21,62.6097
2020-12-22,62.4079
2020-12-23,61.8838
2020-12-24,62.7972
2020-12-25,62.7972
2020-12-26,62.7972
2020-12-27,62.7972
2020-12-28,59.4237
2020-12-29,59.1256
2020-12-30,57.9491
2020-12-31,59.6051
2021-01-01,59.6051
2021-01-02,59.6051
2021-01-03,59.6051
2021-01-04,57.6892
2021-01-05,57.6063
2021-01-06,54.9919
2021-01-07,52.8517
2021-01-08,55.5124
2021-01-09,55.5124
2021-01-10,55.5124
2021-01-11,54.0681
2021-01-12,53.0364
2021-01-13,52.0305
2021-01-14,49.7997
2021-01-15,50.3574
2021-01-16,50.3574
2021-01-17,50.3574
2021-01-18,50.3574
2021-01-19,50.4819
2021-01-20,55.7636
2021-01-21,52.2641
2021-01-22,53.5094
2021-01-23,53.5094
2021-01-24,53.5094
2021-01-25,57.0801
2021-01-26,57.1895
2021-01-27,46.3646
2021-01-28,51.3181
2021-01-29,43.5793
2021-01-30,43.5793
2021-01-31,43.5793
2021-02-01,43.9776
2021-02-02,46.5428
2021-02-03,46.4282
2021-02-04,49.2386
2021-02-05,49.3117
2021-02-06,49.3117
2021-02-07,49.3117
2021-02-08,49.2641
2021-02-09,49.121
2021-02-10,48.1069
2021-02-11,47.7456
2021-02-12,48.5384
2021-02-13,48.5384
2021-02-14,48.5384
2021-02-15,48.5384
2021-02-16,46.9059
2021-02-17,47.6464
2021-02-18,48.5651
2021-02-19,48.7416
2021-02-20,48.7416
2021-02-21,48.7416
2021-02-22,45.5364
2021-02-23,45.3723
2021-02-24,47.0368
2021-02-25,43.4865
2021-02-26,45.8267
2021-02-27,45.8267
2021-02-28,45.8267
2021-03-01,49.1964
2021-03-02,48.0016
2021-03-03,45.6836
2021-03-04,42.6778
2021-03-05,43.9926
2021-03-06,43.9926
2021-03-07,43.9926
2021-03-08,41.3253
2021-03-09,47.3824
2021-03-10,47.7014
2021-03-11,49.7928
2021-03-12,48.864
2021-03-13,48.864
2021-03-14,48.864
2021-03-15,53.0754
2021-03-16,51.7861
2021-03-17,52.4364
2021-03-18,48.2481
2021-03-19,47.7526
2021-03-20,47.7526
2021-03-21,47.7526
2021-03-22,50.2381
2021-03-23,50.2628
2021-03-24,50.9309
2021-03-25,51.7239
2021-03-26,54.2363
2021-03-27,54.2363
2021-03-28,54.2363
2021-03-29,52.598
2021-03-30,52.358
2021-03-31,52.759
2021-04-01,55.5712
2021-04-02,55.5712
2021-04-03,55.5712
2021-04-04,55.5712
2021-04-05,55.0795
2021-04-06,56.2331
2021-04-07,55.3978
2021-04-08,57.6575
2021-04-09,58.4758
2021-04-10,58.4758
2021-04-11,58.4758
2021-04-12,59.6584
2021-04-13,59.5727
2021-04-14,58.724
2021-04-15,60.4212
2021-04-16,60.7856
2021-04-17,60.7856
2021-04-18,60.7856
2021-04-19,59.9571
2021-04-20,58.1862
2021-04-21,58.9787
2021-04-22,60.2087
2021-04-23,61.7867
2021-04-24,61.7867
2021-04-25,61.7867
2021-04-26,62.1402
2021-04-27,61.5694
2021-04-28,60.6205
2021-04-29,58.656
2021-04-30,55.3331
2021-05-01,55.3331
2021-05-02,55.3331
2021-05-03,53.7936
2021-05-04,51.5622
2021-05-05,48.8805
2021-05-06,48.3663
2021-05-07,48.8735
2021-05-08,48.8735
2021-05-09,48.8735
2021-05-10,48.0587
2021-05-11,46.6227
2021-05-12,41.9789
2021-05-13,44.6061
2021-05-14,48.5237
2021-05-15,48.5237
2021-05-16,48.5237
2021-05-17,48.2482
2021-05-18,48.1855
2021-05-19,46.7552
2021-05-20,51.0271
2021-05-21,48.8213
2021-05-22,48.8213
2021-05-23,48.8213
2021-05-24,50.8038
2021-05-25,52.2116
2021-05-26,51.4644
2021-05-27,51.0098
2021-05-28,52.0486
2021-05-29,52.0486
2021-05-30,52.0486
2021-05-31,52.0486
2021-06-01,50.2731
2021-06-02,49.2283
2021-06-03,45.7866
2021-06-04,48.4297
2021-06-05,48.4297
2021-06-06,48.4297
2021-06-07,47.1639
2021-06-08,48.0275
2021-06-09,48.7834
2021-06-10,50.0839
2021-06-11,52.0955
2021-06-12,52.0955
2021-06-13,52.0955
2021-06-14,52.2906
2021-06-15,50.7067
2021-06-16,49.2054
2021-06-17,51.0637
2021-06-18,51.4169
2021-06-19,51.4169
2021-06-20,51.4169
2021-06-21,52.4173
2021-06-22,52.3331
2021-06-23,49.8313
2021-06-24,50.9163
2021-06-25,50.9079
2021-06-26,50.9079
2021-06-27,50.9079
2021-06-28,52.3747
2021-06-29,53.8052
2021-06-30,51.1308
2021-07-01,50.4572
2021-07-02,52.5112
2021-07-03,52.5112
2021-07-04,52.5112
2021-07-05,52.5112
2021-07-06,54.814
2021-07-07,55.9704
2021-07-08,54.0363
2021-07-09,56.2648
2021-07-10,56.2648
2021-07-11,56.2648
2021-07-12,54.3376
2021-07-13,54.1232
2021-07-14,55.3128
2021-07-15,54.5886
2021-07-16,55.7914
2021-07-17,55.7914
2021-07-18,55.7914
2021-07-19,55.1183
2021-07-20,58.0359
2021-07-21,59.8175
2021-07-22,61.9083
2021-07-23,62.4749
2021-07-24,62.4749
2021-07-25,62.4749
2021-07-26,58.093
2021-07-27,54.9647
2021-07-28,54.2707
2021-07-29,54.3526
2021-07-30,53.1616
2021-07-31,53.1616
2021-08-01,53.1616
2021-08-02,53.7415
2021-08-03,50.018
2021-08-04,46.7079
2021-08-05,43.2622
2021-08-06,41.1991
2021-08-07,41.1991
2021-08-08,41.1991
2021-08-09,39.5952
2021-08-10,37.5588
2021-08-11,37.7248
2021-08-12,36.5984
2021-08-13,36.1059
2021-08-14,36.1059
2021-08-15,36.1059
2021-08-16,35.4285
2021-08-17,38.5407
2021-08-18,37.0774
2021-08-19,36.5109
2021-08-20,35.5776
2021-08-21,35.5776
2021-08-22,35.5776
2021-08-23,37.664
2021-08-24,39.62
2021-08-25,40.8894
2021-08-26,39.2146
2021-08-27,42.1035
2021-08-28,42.1035
2021-08-29,42.1035
2021-08-30,41.1187
2021-08-31,42.5845
2021-09-01,45.4084
2021-09-02,46.2927
2021-09-03,45.0948
2021-09-04,45.0948
2021-09-05,45.0948
2021-09-06,45.0948
2021-09-07,43.8709
2021-09-08,43.9823
2021-09-09,43.713
2021-09-10,41.1766
2021-09-11,41.1766
2021-09-12,41.1766
2021-09-13,39.5424
2021-09-14,38.403
2021-09-15,38.8444
2021-09-16,40.2628
2021-09-17,37.9103
2021-09-18,37.9103
2021-09-19,37.9103
2021-09-20,36.2565
2021-09-21,34.877
2021-09-22,34.5023
2021-09-23,36.5462
2021-09-24,35.6828
2021-09-25,35.6828
2021-09-26,35.6828
2021-09-27,35.0572
2021-09-28,32.6596
2021-09-29,31.7802
2021-09-30,31.4389
2021-10-01,34.688
2021-10-02,34.688
2021-10-03,34.688
2021-10-04,32.7273
2021-10-05,32.6601
2021-10-06,34.4055
2021-10-07,36.8322
2021-10-08,35.6416
2021-10-09,35.6416
2021-10-10,35.6416
2021-10-11,34.3004
2021-10-12,36.0907
2021-10-13,35.6771
2021-10-14,39.798
2021-10-15,40.3637
2021-10-16,40.3637
2021-10-17,40.3637
2021-10-18,42.2999
2021-10-19,42.382
2021-10-20,41.116
2021-10-21,40.387
2021-10-22,41.2385
2021-10-23,41.2385
2021-10-24,41.2385
2021-10-25,42.7402
2021-10-26,41.8501
2021-10-27,37.7986
2021-10-28,37.9129
2021-10-29,39.0559
2021-10-30,39.0559
2021-10-31,39.0559
2021-11-01,39.8805
2021-11-02,37.4097
2021-11-03,35.8631
2021-11-04,35.5955
2021-11-05,34.9732
2021-11-06,34.9732
2021-11-07,34.9732
2021-11-08,42.0801
2021-11-09,44.0366
2021-11-10,40.2126
2021-11-11,37.7895
2021-11-12,37.3284
2021-11-13,37.3284
2021-11-14,37.3284
2021-11-15,42.4193
2021-11-16,39.5792
2021-11-17,36.5568
2021-11-18,34.7905
2021-11-19,36.3298
2021-11-20,36.3298
2021-11-21,36.3298
2021-11-22,35.7183
2021-11-23,34.9418
2021-11-24,36.1049
2021-11-25,36.1049
2021-11-26,34.6608
2021-11-27,34.6608
2021-11-28,34.6608
2021-11-29,36.3729
2021-11-30,37.2071
2021-12-01,40.6147
2021-12-02,45.5762
2021-12-03,45.841
2021-12-04,45.841
2021-12-05,45.841
2021-12-06,50.4569
2021-12-07,50.7137
2021-12-08,51.7171
2021-12-09,52.3556
2021-12-10,52.4811
2021-12-11,52.4811
2021-12-12,52.4811
2021-12-13,54.1189
2021-12-14,52.3328
2021-12-15,54.1408
2021-12-16,52.2848
2021-12-17,53.2442
2021-12-18,53.2442
2021-12-19,53.2442
2021-12-20,55.8788
2021-12-21,56.2515
2021-12-22,57.5441
2021-12-23,58.6483
2021-12-24,58.6483
2021-12-25,58.6483
2021-12-26,58.6483
2021-12-27,58.5766
2021-12-28,58.1823
2021-12-29,59.5963
2021-12-30,58.7234
2021-12-31,57.5334
2022-01-01,57.5334
2022-01-02,57.5334
2022-01-03,59.8481
2022-01-04,60.4841
2022-01-05,53.9553
2022-01-06,58.0948
2022-01-07,57.0481
2022-01-08,57.0481
2022-01-09,57.0481
2022-01-10,57.0803
2022-01-11,58.9681
2022-01-12,59.7353
2022-01-13,55.5946
2022-01-14,54.9651
2022-01-15,54.9651
2022-01-16,54.9651
2022-01-17,54.9651
2022-01-18,54.8151
2022-01-19,55.5332
2022-01-20,53.1413
2022-01-21,51.976
2022-01-22,51.976
2022-01-23,51.976
2022-01-24,55.181
2022-01-25,49.0031
2022-01-26,49.1382
2022-01-27,50.6211
2022-01-28,63.9856
2022-01-29,63.9856
2022-01-30,63.9856
2022-01-31,64.2525
2022-02-01,64.6223
2022-02-02,65.6488
2022-02-03,63.1362
2022-02-04,64.1643
2022-02-05,64.1643
2022-02-06,64.1643
2022-02-07,64.2667
2022-02-08,65.7194
2022-02-09,67.267
2022-02-10,65.4226
2022-02-11,65.3665
2022-02-12,65.3665
2022-02-13,65.3665
2022-02-14,64.1656
2022-02-15,65.0364
2022-02-16,63.2061
2022-02-17,62.4554
2022-02-18,59.474
2022-02-19,59.474
2022-02-20,59.474
2022-02-21,59.474
2022-02-22,56.1068
2022-02-23,49.3742
2022-02-24,52.7818
2022-02-25,52.9563
2022-02-26,52.9563
2022-02-27,52.9563
2022-02-28,52.4867
2022-03-01,53.3177
2022-03-02,56.0269
2022-03-03,54.2289
2022-03-04,56.9452
2022-03-05,56.9452
2022-03-06,56.9452
2022-03-07,52.6634
2022-03-08,51.0693
2022-03-09,54.0848
2022-03-10,53.225
2022-03-11,49.7281
2022-03-12,49.7281
2022-03-13,49.7281
2022-03-14,50.251
2022-03-15,52.5186
2022-03-16,53.3941
2022-03-17,52.6921
2022-03-18,54.6965
2022-03-19,54.6965
2022-03-20,54.6965
2022-03-21,53.087
2022-03-22,53.2774
2022-03-23,49.3008
2022-03-24,49.4445
2022-03-25,48.0048
2022-03-26,48.0048
2022-03-27,48.0048
2022-03-28,48.9845
2022-03-29,52.2167
2022-03-30,51.7372
2022-03-31,49.6725
2022-04-01,46.5312
2022-04-02,46.5312
2022-04-03,46.5312
2022-04-04,47.1633
2022-04-05,44.9704
2022-04-06,41.6412
2022-04-07,42.0845
2022-04-08,41.7016
2022-04-09,41.7016
2022-04-10,41.7016
2022-04-11,40.488
2022-04-12,39.9273
2022-04-13,41.6815
2022-04-14,41.4732
2022-04-15,41.4732
2022-04-16,41.4732
2022-04-17,41.4732
2022-04-18,39.9998
2022-04-19,41.1581
2022-04-20,40.9101
2022-04-21,37.4824
2022-04-22,36.8751
2022-04-23,36.8751
2022-04-24,36.8751
2022-04-25,37.8729
2022-04-26,35.3308
2022-04-27,36.8487
2022-04-28,39.3525
2022-04-29,37.5428
2022-04-30,37.5428
2022-05-01,37.5428
2022-05-02,37.6877
2022-05-03,37.1393
2022-05-04,39.1658
2022-05-05,36.724
2022-05-06,34.8978
2022-05-07,34.8978
2022-05-08,34.8978
2022-05-09,33.7498
2022-05-10,37.9878
2022-05-11,36.9335
2022-05-12,37.3366
2022-05-13,39.4835
2022-05-14,39.4835
2022-05-15,39.4835
2022-05-16,40.175
2022-05-17,43.6997
2022-05-18,43.015
2022-05-19,43.725
2022-05-20,47.3898
2022-05-21,47.3898
2022-05-22,47.3898
2022-05-23,48.0809
2022-05-24,46.5696
2022-05-25,48.1237
2022-05-26,48.8697
2022-05-27,50.8031
2022-05-28,50.8031
2022-05-29,50.8031
2022-05-30,50.8031
2022-05-31,50.512
2022-06-01,49.801
2022-06-02,52.5857
2022-06-03,52.7669
2022-06-04,52.7669
2022-06-05,52.7669
2022-06-06,51.8772
2022-06-07,53.0007
2022-06-08,49.9452
2022-06-09,49.1468
2022-06-10,48.4835
2022-06-11,48.4835
2022-06-12,48.4835
2022-06-13,44.2542
2022-06-14,43.9225
2022-06-15,47.7603
2022-06-16,43.7865
2022-06-17,44.7463
2022-06-18,44.7463
2022-06-19,44.7463
2022-06-20,44.7463
2022-06-21,46.0892
2022-06-22,46.4539
2022-06-23,49.8368
2022-06-24,52.5974
2022-06-25,52.5974
2022-06-26,52.5974
2022-06-27,52.3574
2022-06-28,49.5053
2022-06-29,49.4441
2022-06-30,49.4104
2022-07-01,50.9984
2022-07-02,50.9984
2022-07-03,50.9984
