,SYF US Equity
2020-04-18,38.5724
2020-04-19,38.5724
2020-04-20,38.5352
2020-04-21,38.0038
2020-04-22,39.8031
2020-04-23,39.9056
2020-04-24,41.693
2020-04-25,41.693
2020-04-26,41.693
2020-04-27,43.0032
2020-04-28,45.1982
2020-04-29,49.3594
2020-04-30,47.3315
2020-05-01,45.6798
2020-05-02,45.6798
2020-05-03,45.6798
2020-05-04,45.5557
2020-05-05,44.8777
2020-05-06,43.7804
2020-05-07,45.148
2020-05-08,46.38
2020-05-09,46.38
2020-05-10,46.38
2020-05-11,44.906
2020-05-12,43.6955
2020-05-13,41.9635
2020-05-14,44.427
2020-05-15,43.5817
2020-05-16,43.5817
2020-05-17,43.5817
2020-05-18,46.4077
2020-05-19,45.8555
2020-05-20,46.8079
2020-05-21,46.8481
2020-05-22,46.3397
2020-05-23,46.3397
2020-05-24,46.3397
2020-05-25,46.3397
2020-05-26,49.6316
2020-05-27,53.0499
2020-05-28,52.8317
2020-05-29,51.1118
2020-05-30,51.1118
2020-05-31,51.1118
2020-06-01,52.4553
2020-06-02,54.1859
2020-06-03,56.8966
2020-06-04,57.9143
2020-06-05,59.7425
2020-06-06,59.7425
2020-06-07,59.7425
2020-06-08,61.6953
2020-06-09,59.4629
2020-06-10,56.3512
2020-06-11,52.1452
2020-06-12,54.6977
2020-06-13,54.6977
2020-06-14,54.6977
2020-06-15,55.6346
2020-06-16,56.7829
2020-06-17,55.9847
2020-06-18,55.0093
2020-06-19,54.0736
2020-06-20,54.0736
2020-06-21,54.0736
2020-06-22,54.1072
2020-06-23,54.3322
2020-06-24,50.7121
2020-06-25,51.9076
2020-06-26,49.3556
2020-06-27,49.3556
2020-06-28,49.3556
2020-06-29,50.3945
2020-06-30,50.7861
2020-07-01,49.7225
2020-07-02,50.2128
2020-07-03,50.2128
2020-07-04,50.2128
2020-07-05,50.2128
2020-07-06,52.0321
2020-07-07,50.0012
2020-07-08,51.0386
2020-07-09,49.0903
2020-07-10,51.4758
2020-07-11,51.4758
2020-07-12,51.4758
2020-07-13,51.7251
2020-07-14,51.2224
2020-07-15,53.5385
2020-07-16,53.7485
2020-07-17,52.5425
2020-07-18,52.5425
2020-07-19,52.5425
2020-07-20,50.7324
2020-07-21,51.2763
2020-07-22,51.8683
2020-07-23,52.8628
2020-07-24,53.2244
2020-07-25,53.2244
2020-07-26,53.2244
2020-07-27,53.6142
2020-07-28,51.9715
2020-07-29,53.5336
2020-07-30,52.0087
2020-07-31,50.0088
2020-08-01,50.0088
2020-08-02,50.0088
2020-08-03,51.3998
2020-08-04,51.2248
2020-08-05,52.8379
2020-08-06,52.2075
2020-08-07,53.6381
2020-08-08,53.6381
2020-08-09,53.6381
2020-08-10,55.6958
2020-08-11,56.8193
2020-08-12,55.7863
2020-08-13,55.67
2020-08-14,56.2131
2020-08-15,56.2131
2020-08-16,56.2131
2020-08-17,54.472
2020-08-18,53.3809
2020-08-19,53.7179
2020-08-20,53.1977
2020-08-21,53.1038
2020-08-22,53.1038
2020-08-23,53.1038
2020-08-24,56.6393
2020-08-25,55.5086
2020-08-26,54.0728
2020-08-27,56.9644
2020-08-28,57.4549
2020-08-29,57.4549
2020-08-30,57.4549
2020-08-31,54.3474
2020-09-01,54.4787
2020-09-02,54.3493
2020-09-03,55.175
2020-09-04,57.9303
2020-09-05,57.9303
2020-09-06,57.9303
2020-09-07,57.9303
2020-09-08,55.7688
2020-09-09,55.9548
2020-09-10,55.2681
2020-09-11,56.3487
2020-09-12,56.3487
2020-09-13,56.3487
2020-09-14,59.3932
2020-09-15,57.7203
2020-09-16,60.4196
2020-09-17,60.538
2020-09-18,59.0391
2020-09-19,59.0391
2020-09-20,59.0391
2020-09-21,54.5098
2020-09-22,53.5826
2020-09-23,51.9742
2020-09-24,50.9505
2020-09-25,52.046
2020-09-26,52.046
2020-09-27,52.046
2020-09-28,53.9166
2020-09-29,53.1251
2020-09-30,54.8947
2020-10-01,56.2184
2020-10-02,58.3521
2020-10-03,58.3521
2020-10-04,58.3521
2020-10-05,60.6078
2020-10-06,57.5249
2020-10-07,59.464
2020-10-08,61.4009
2020-10-09,60.3136
2020-10-10,60.3136
2020-10-11,60.3136
2020-10-12,60.3838
2020-10-13,59.1919
2020-10-14,59.5175
2020-10-15,60.5936
2020-10-16,61.2867
2020-10-17,61.2867
2020-10-18,61.2867
2020-10-19,60.1147
2020-10-20,54.8024
2020-10-21,52.3603
2020-10-22,55.3773
2020-10-23,54.6933
2020-10-24,54.6933
2020-10-25,54.6933
2020-10-26,51.9734
2020-10-27,49.9994
2020-10-28,47.0315
2020-10-29,47.9067
2020-10-30,47.2882
2020-10-31,47.2882
2020-11-01,47.2882
2020-11-02,50.1337
2020-11-03,52.1247
2020-11-04,51.6976
2020-11-05,54.3506
2020-11-06,52.2478
2020-11-07,52.2478
2020-11-08,52.2478
2020-11-09,59.5155
2020-11-10,58.7872
2020-11-11,58.1432
2020-11-12,57.2472
2020-11-13,59.2839
2020-11-14,59.2839
2020-11-15,59.2839
2020-11-16,61.5534
2020-11-17,59.8439
2020-11-18,58.3234
2020-11-19,58.2297
2020-11-20,56.3563
2020-11-21,56.3563
2020-11-22,56.3563
2020-11-23,59.0374
2020-11-24,61.7946
2020-11-25,59.9564
2020-11-26,59.9564
2020-11-27,59.0631
2020-11-28,59.0631
2020-11-29,59.0631
2020-11-30,57.1789
2020-12-01,59.343
2020-12-02,61.0924
2020-12-03,61.1326
2020-12-04,62.3801
2020-12-05,62.3801
2020-12-06,62.3801
2020-12-07,61.0719
2020-12-08,60.4814
2020-12-09,60.3472
2020-12-10,61.7301
2020-12-11,59.3183
2020-12-12,59.3183
2020-12-13,59.3183
2020-12-14,58.1271
2020-12-15,60.019
2020-12-16,60.5363
2020-12-17,61.3021
2020-12-18,58.0464
2020-12-19,58.0464
2020-12-20,58.0464
2020-12-21,60.405
2020-12-22,59.9984
2020-12-23,61.9205
2020-12-24,61.3248
2020-12-25,61.3248
2020-12-26,61.3248
2020-12-27,61.3248
2020-12-28,61.289
2020-12-29,61.2149
2020-12-30,62.0687
2020-12-31,63.0505
2021-01-01,63.0505
2021-01-02,63.0505
2021-01-03,63.0505
2021-01-04,60.8397
2021-01-05,62.3492
2021-01-06,66.7849
2021-01-07,66.1355
2021-01-08,65.6306
2021-01-09,65.6306
2021-01-10,65.6306
2021-01-11,64.4945
2021-01-12,65.0768
2021-01-13,66.8474
2021-01-14,69.6559
2021-01-15,69.0908
2021-01-16,69.0908
2021-01-17,69.0908
2021-01-18,69.0908
2021-01-19,70.723
2021-01-20,71.0798
2021-01-21,64.3579
2021-01-22,61.5878
2021-01-23,61.5878
2021-01-24,61.5878
2021-01-25,59.1515
2021-01-26,55.327
2021-01-27,52.5169
2021-01-28,56.0072
2021-01-29,50.3298
2021-01-30,50.3298
2021-01-31,50.3298
2021-02-01,52.6359
2021-02-02,55.4154
2021-02-03,55.5553
2021-02-04,58.0046
2021-02-05,58.2899
2021-02-06,58.2899
2021-02-07,58.2899
2021-02-08,59.0196
2021-02-09,57.5131
2021-02-10,59.0088
2021-02-11,57.3596
2021-02-12,57.0026
2021-02-13,57.0026
2021-02-14,57.0026
2021-02-15,57.0026
2021-02-16,58.5428
2021-02-17,57.3249
2021-02-18,55.065
2021-02-19,58.0486
2021-02-20,58.0486
2021-02-21,58.0486
2021-02-22,59.4885
2021-02-23,58.5336
2021-02-24,61.7816
2021-02-25,58.5118
2021-02-26,57.618
2021-02-27,57.618
2021-02-28,57.618
2021-03-01,60.0678
2021-03-02,58.8939
2021-03-03,59.9251
2021-03-04,56.7435
2021-03-05,58.9603
2021-03-06,58.9603
2021-03-07,58.9603
2021-03-08,59.9244
2021-03-09,58.6831
2021-03-10,61.2285
2021-03-11,62.9503
2021-03-12,63.015
2021-03-13,63.015
2021-03-14,63.015
2021-03-15,63.2144
2021-03-16,61.4435
2021-03-17,63.0663
2021-03-18,58.0144
2021-03-19,57.2822
2021-03-20,57.2822
2021-03-21,57.2822
2021-03-22,56.1943
2021-03-23,52.0558
2021-03-24,53.4618
2021-03-25,55.8678
2021-03-26,56.963
2021-03-27,56.963
2021-03-28,56.963
2021-03-29,54.5424
2021-03-30,55.9841
2021-03-31,55.0338
2021-04-01,56.9248
2021-04-02,56.9248
2021-04-03,56.9248
2021-04-04,56.9248
2021-04-05,57.9493
2021-04-06,57.873
2021-04-07,58.439
2021-04-08,57.7964
2021-04-09,58.8686
2021-04-10,58.8686
2021-04-11,58.8686
2021-04-12,59.5451
2021-04-13,55.0241
2021-04-14,55.1075
2021-04-15,54.5318
2021-04-16,54.7762
2021-04-17,54.7762
2021-04-18,54.7762
2021-04-19,53.0078
2021-04-20,50.0689
2021-04-21,51.5308
2021-04-22,50.7745
2021-04-23,52.6899
2021-04-24,52.6899
2021-04-25,52.6899
2021-04-26,54.4987
2021-04-27,52.5518
2021-04-28,57.4402
2021-04-29,60.0504
2021-04-30,58.7746
2021-05-01,58.7746
2021-05-02,58.7746
2021-05-03,58.6136
2021-05-04,60.3192
2021-05-05,60.6876
2021-05-06,60.8941
2021-05-07,62.7354
2021-05-08,62.7354
2021-05-09,62.7354
2021-05-10,62.9519
2021-05-11,60.4972
2021-05-12,57.4094
2021-05-13,59.6578
2021-05-14,62.4127
2021-05-15,62.4127
2021-05-16,62.4127
2021-05-17,62.6027
2021-05-18,59.6003
2021-05-19,59.6381
2021-05-20,59.3224
2021-05-21,60.233
2021-05-22,60.233
2021-05-23,60.233
2021-05-24,60.5901
2021-05-25,60.1555
2021-05-26,61.1641
2021-05-27,63.0406
2021-05-28,62.0932
2021-05-29,62.0932
2021-05-30,62.0932
2021-05-31,62.0932
2021-06-01,65.0188
2021-06-02,65.9426
2021-06-03,66.5462
2021-06-04,66.3377
2021-06-05,66.3377
2021-06-06,66.3377
2021-06-07,67.4965
2021-06-08,68.0989
2021-06-09,65.4803
2021-06-10,61.841
2021-06-11,62.5976
2021-06-12,62.5976
2021-06-13,62.5976
2021-06-14,60.2244
2021-06-15,63.0253
2021-06-16,61.3148
2021-06-17,55.5393
2021-06-18,52.0641
2021-06-19,52.0641
2021-06-20,52.0641
2021-06-21,55.9364
2021-06-22,55.6862
2021-06-23,56.531
2021-06-24,57.8759
2021-06-25,59.4045
2021-06-26,59.4045
2021-06-27,59.4045
2021-06-28,55.9643
2021-06-29,54.7377
2021-06-30,55.8012
2021-07-01,56.5126
2021-07-02,56.8819
2021-07-03,56.8819
2021-07-04,56.8819
2021-07-05,56.8819
2021-07-06,53.7848
2021-07-07,53.9825
2021-07-08,50.8568
2021-07-09,55.1939
2021-07-10,55.1939
2021-07-11,55.1939
2021-07-12,56.7007
2021-07-13,54.5799
2021-07-14,51.9171
2021-07-15,52.3809
2021-07-16,50.1298
2021-07-17,50.1298
2021-07-18,50.1298
2021-07-19,46.1318
2021-07-20,48.7603
2021-07-21,51.105
2021-07-22,48.6216
2021-07-23,49.8513
2021-07-24,49.8513
2021-07-25,49.8513
2021-07-26,51.1221
2021-07-27,51.3044
2021-07-28,51.2604
2021-07-29,53.5459
2021-07-30,51.1221
2021-07-31,51.1221
2021-08-01,51.1221
2021-08-02,50.748
2021-08-03,51.3331
2021-08-04,51.4436
2021-08-05,53.8706
2021-08-06,56.1193
2021-08-07,56.1193
2021-08-08,56.1193
2021-08-09,55.044
2021-08-10,57.3259
2021-08-11,59.3148
2021-08-12,60.0462
2021-08-13,60.3875
2021-08-14,60.3875
2021-08-15,60.3875
2021-08-16,59.4201
2021-08-17,57.3299
2021-08-18,55.3927
2021-08-19,53.0377
2021-08-20,53.4515
2021-08-21,53.4515
2021-08-22,53.4515
2021-08-23,54.5632
2021-08-24,55.6377
2021-08-25,58.1174
2021-08-26,56.3665
2021-08-27,58.703
2021-08-28,58.703
2021-08-29,58.703
2021-08-30,52.3175
2021-08-31,53.1289
2021-09-01,50.5483
2021-09-02,49.9426
2021-09-03,47.9675
2021-09-04,47.9675
2021-09-05,47.9675
2021-09-06,47.9675
2021-09-07,46.5346
2021-09-08,44.5672
2021-09-09,46.6666
2021-09-10,48.331
2021-09-11,48.331
2021-09-12,48.331
2021-09-13,51.2451
2021-09-14,49.1318
2021-09-15,50.3072
2021-09-16,51.2438
2021-09-17,50.6947
2021-09-18,50.6947
2021-09-19,50.6947
2021-09-20,48.2148
2021-09-21,48.7735
2021-09-22,50.5825
2021-09-23,53.6586
2021-09-24,54.4268
2021-09-25,54.4268
2021-09-26,54.4268
2021-09-27,57.2287
2021-09-28,54.7737
2021-09-29,54.4744
2021-09-30,50.8071
2021-10-01,52.8448
2021-10-02,52.8448
2021-10-03,52.8448
2021-10-04,52.2148
2021-10-05,53.2875
2021-10-06,52.5865
2021-10-07,52.0608
2021-10-08,52.7617
2021-10-09,52.7617
2021-10-10,52.7617
2021-10-11,50.6939
2021-10-12,52.0694
2021-10-13,49.1641
2021-10-14,51.6931
2021-10-15,52.9553
2021-10-16,52.9553
2021-10-17,52.9553
2021-10-18,54.6242
2021-10-19,57.1801
2021-10-20,56.162
2021-10-21,49.9222
2021-10-22,50.1234
2021-10-23,50.1234
2021-10-24,50.1234
2021-10-25,49.5062
2021-10-26,49.6345
2021-10-27,45.1452
2021-10-28,45.5715
2021-10-29,45.1873
2021-10-30,45.1873
2021-10-31,45.1873
2021-11-01,47.3013
2021-11-02,47.3242
2021-11-03,49.1924
2021-11-04,48.7345
2021-11-05,51.4084
2021-11-06,51.4084
2021-11-07,51.4084
2021-11-08,51.5609
2021-11-09,51.6729
2021-11-10,52.0856
2021-11-11,52.5975
2021-11-12,53.6908
2021-11-13,53.6908
2021-11-14,53.6908
2021-11-15,53.5549
2021-11-16,52.1613
2021-11-17,49.4719
2021-11-18,48.8645
2021-11-19,47.6788
2021-11-20,47.6788
2021-11-21,47.6788
2021-11-22,48.96
2021-11-23,52.4459
2021-11-24,52.5936
2021-11-25,52.5936
2021-11-26,47.2978
2021-11-27,47.2978
2021-11-28,47.2978
2021-11-29,46.0135
2021-11-30,41.1986
2021-12-01,39.3172
2021-12-02,44.1344
2021-12-03,43.4511
2021-12-04,43.4511
2021-12-05,43.4511
2021-12-06,45.9977
2021-12-07,48.8099
2021-12-08,48.2279
2021-12-09,49.5177
2021-12-10,49.4738
2021-12-11,49.4738
2021-12-12,49.4738
2021-12-13,46.2256
2021-12-14,47.3704
2021-12-15,47.1373
2021-12-16,49.2505
2021-12-17,47.1491
2021-12-18,47.1491
2021-12-19,47.1491
2021-12-20,42.4547
2021-12-21,46.7645
2021-12-22,46.4255
2021-12-23,46.8901
2021-12-24,46.8901
2021-12-25,46.8901
2021-12-26,46.8901
2021-12-27,46.9355
2021-12-28,47.5836
2021-12-29,47.2213
2021-12-30,47.1558
2021-12-31,47.4825
2022-01-01,47.4825
2022-01-02,47.4825
2022-01-03,49.0126
2022-01-04,51.7766
2022-01-05,48.8261
2022-01-06,50.3481
2022-01-07,51.8302
2022-01-08,51.8302
2022-01-09,51.8302
2022-01-10,52.0353
2022-01-11,53.0912
2022-01-12,53.71
2022-01-13,54.6946
2022-01-14,52.5695
2022-01-15,52.5695
2022-01-16,52.5695
2022-01-17,52.5695
2022-01-18,49.0041
2022-01-19,45.4373
2022-01-20,44.4336
2022-01-21,42.9214
2022-01-22,42.9214
2022-01-23,42.9214
2022-01-24,44.2735
2022-01-25,47.2395
2022-01-26,45.6706
2022-01-27,43.7159
2022-01-28,38.3536
2022-01-29,38.3536
2022-01-30,38.3536
2022-01-31,41.2605
2022-02-01,41.9622
2022-02-02,41.6428
2022-02-03,40.8388
2022-02-04,41.4881
2022-02-05,41.4881
2022-02-06,41.4881
2022-02-07,42.5063
2022-02-08,45.2604
2022-02-09,47.4225
2022-02-10,46.3082
2022-02-11,45.5972
2022-02-12,45.5972
2022-02-13,45.5972
2022-02-14,46.2004
2022-02-15,48.086
2022-02-16,48.2342
2022-02-17,45.5658
2022-02-18,45.0459
2022-02-19,45.0459
2022-02-20,45.0459
2022-02-21,45.0459
2022-02-22,43.526
2022-02-23,41.2738
2022-02-24,40.5695
2022-02-25,45.7563
2022-02-26,45.7563
2022-02-27,45.7563
2022-02-28,44.9039
2022-03-01,38.8582
2022-03-02,39.5953
2022-03-03,38.1673
2022-03-04,35.7024
2022-03-05,35.7024
2022-03-06,35.7024
2022-03-07,32.3224
2022-03-08,33.1023
2022-03-09,36.0017
2022-03-10,34.9435
2022-03-11,34.4135
2022-03-12,34.4135
2022-03-13,34.4135
2022-03-14,35.5543
2022-03-15,37.248
2022-03-16,40.9685
2022-03-17,40.6103
2022-03-18,40.9502
2022-03-19,40.9502
2022-03-20,40.9502
2022-03-21,38.9571
2022-03-22,41.9062
2022-03-23,39.8493
2022-03-24,39.9944
2022-03-25,40.6607
2022-03-26,40.6607
2022-03-27,40.6607
2022-03-28,39.2901
2022-03-29,41.552
2022-03-30,39.815
2022-03-31,38.3344
2022-04-01,39.2239
2022-04-02,39.2239
2022-04-03,39.2239
2022-04-04,40.268
2022-04-05,39.7511
2022-04-06,41.0557
2022-04-07,40.8361
2022-04-08,43.4183
2022-04-09,43.4183
2022-04-10,43.4183
2022-04-11,43.182
2022-04-12,44.1
2022-04-13,45.6571
2022-04-14,46.2508
2022-04-15,46.2508
2022-04-16,46.2508
2022-04-17,46.2508
2022-04-18,51.7725
2022-04-19,53.2026
2022-04-20,52.6721
2022-04-21,51.0445
2022-04-22,47.0215
2022-04-23,47.0215
2022-04-24,47.0215
2022-04-25,47.7471
2022-04-26,46.1034
2022-04-27,44.6954
2022-04-28,47.6894
2022-04-29,45.5545
2022-04-30,45.5545
2022-05-01,45.5545
2022-05-02,46.7867
2022-05-03,48.9914
2022-05-04,52.883
2022-05-05,51.1166
2022-05-06,48.47
2022-05-07,48.47
2022-05-08,48.47
2022-05-09,46.4859
2022-05-10,44.8654
2022-05-11,43.3732
2022-05-12,39.5979
2022-05-13,40.803
2022-05-14,40.803
2022-05-15,40.803
2022-05-16,40.181
2022-05-17,45.1491
2022-05-18,41.4598
2022-05-19,40.6889
2022-05-20,40.5389
2022-05-21,40.5389
2022-05-22,40.5389
2022-05-23,44.038
2022-05-24,42.1751
2022-05-25,44.2854
2022-05-26,46.7076
2022-05-27,48.5008
2022-05-28,48.5008
2022-05-29,48.5008
2022-05-30,48.5008
2022-05-31,50.1282
2022-06-01,48.0847
2022-06-02,48.7315
2022-06-03,47.3709
2022-06-04,47.3709
2022-06-05,47.3709
2022-06-06,48.0443
2022-06-07,49.1594
2022-06-08,46.6419
2022-06-09,44.7746
2022-06-10,41.1793
2022-06-11,41.1793
2022-06-12,41.1793
2022-06-13,38.6932
2022-06-14,38.4412
2022-06-15,40.4679
2022-06-16,38.3585
2022-06-17,40.3707
2022-06-18,40.3707
2022-06-19,40.3707
2022-06-20,40.3707
2022-06-21,39.4505
2022-06-22,39.2022
2022-06-23,38.0727
2022-06-24,40.9078
2022-06-25,40.9078
2022-06-26,40.9078
2022-06-27,40.7762
2022-06-28,40.0501
2022-06-29,39.4131
2022-06-30,38.0867
2022-07-01,40.302
2022-07-02,40.302
2022-07-03,40.302
2022-07-04,40.302
2022-07-05,41.0888
2022-07-06,40.4894
2022-07-07,42.6089
2022-07-08,43.0376
2022-07-09,43.0376
2022-07-10,43.0376
2022-07-11,43.1994
2022-07-12,44.8425
2022-07-13,44.026
2022-07-14,43.9508
2022-07-15,47.2397
2022-07-16,47.2397
2022-07-17,47.2397
2022-07-18,47.4433
2022-07-19,50.5373
2022-07-20,51.398
2022-07-21,49.9933
2022-07-22,50.0374
2022-07-23,50.0374
2022-07-24,50.0374
2022-07-25,50.3547
2022-07-26,47.9469
2022-07-27,49.8704
2022-07-28,50.0545
2022-07-29,52.4417
2022-07-30,52.4417
2022-07-31,52.4417
2022-08-01,53.017
2022-08-02,50.7691
2022-08-03,53.3912
2022-08-04,52.7995
2022-08-05,53.1131
2022-08-06,53.1131
2022-08-07,53.1131
2022-08-08,54.3019
2022-08-09,52.914
2022-08-10,56.7146
2022-08-11,57.6194
2022-08-12,57.6804
2022-08-13,57.6804
2022-08-14,57.6804
2022-08-15,56.585
2022-08-16,57.1889
2022-08-17,54.8494
2022-08-18,55.2374
2022-08-19,52.3365
2022-08-20,52.3365
2022-08-21,52.3365
2022-08-22,49.9554
2022-08-23,51.4779
2022-08-24,52.2773
2022-08-25,54.1708
2022-08-26,50.3477
2022-08-27,50.3477
2022-08-28,50.3477
2022-08-29,48.1619
2022-08-30,48.7375
2022-08-31,48.2317
2022-09-01,46.5653
2022-09-02,46.3758
2022-09-03,46.3758
2022-09-04,46.3758
2022-09-05,46.3758
2022-09-06,44.1243
2022-09-07,46.7439
2022-09-08,48.4543
2022-09-09,50.528
2022-09-10,50.528
2022-09-11,50.528
2022-09-12,52.643
2022-09-13,46.3532
2022-09-14,46.6948
2022-09-15,48.768
2022-09-16,48.5635
2022-09-17,48.5635
2022-09-18,48.5635
2022-09-19,49.0546
2022-09-20,46.5928
2022-09-21,44.4162
2022-09-22,42.5824
2022-09-23,41.6728
2022-09-24,41.6728
2022-09-25,41.6728
2022-09-26,39.6534
2022-09-27,39.4668
2022-09-28,41.954
2022-09-29,41.6522
2022-09-30,40.3511
2022-10-01,40.3511
2022-10-02,40.3511
2022-10-03,44.9237
2022-10-04,49.3049
2022-10-05,49.4649
2022-10-06,48.8724
2022-10-07,47.404
2022-10-08,47.404
2022-10-09,47.404
2022-10-10,47.8281
2022-10-11,47.6178
2022-10-12,48.5793
2022-10-13,51.3034
2022-10-14,48.9411
2022-10-15,48.9411
2022-10-16,48.9411
2022-10-17,50.773
2022-10-18,51.7753
2022-10-19,49.3028
2022-10-20,49.2298
2022-10-21,51.3405
2022-10-22,51.3405
2022-10-23,51.3405
2022-10-24,52.9128
2022-10-25,57.0066
2022-10-26,57.2113
2022-10-27,57.2534
2022-10-28,59.4418
2022-10-29,59.4418
2022-10-30,59.4418
2022-10-31,58.4427
2022-11-01,59.153
2022-11-02,56.3404
2022-11-03,53.8042
2022-11-04,56.0299
2022-11-05,56.0299
2022-11-06,56.0299
2022-11-07,58.4721
2022-11-08,58.1606
2022-11-09,55.1749
2022-11-10,62.1064
2022-11-11,64.4025
2022-11-12,64.4025
2022-11-13,64.4025
2022-11-14,58.3548
2022-11-15,54.4516
2022-11-16,52.989
2022-11-17,53.4497
2022-11-18,54.2348
2022-11-19,54.2348
2022-11-20,54.2348
2022-11-21,54.967
2022-11-22,55.3634
2022-11-23,55.9469
2022-11-24,55.9469
2022-11-25,56.3344
2022-11-26,56.3344
2022-11-27,56.3344
2022-11-28,54.8374
2022-11-29,56.4709
2022-11-30,57.0317
2022-12-01,53.1586
2022-12-02,51.7401
2022-12-03,51.7401
2022-12-04,51.7401
2022-12-05,49.786
2022-12-06,50.3193
2022-12-07,50.2972
2022-12-08,50.9436
2022-12-09,51.3722
2022-12-10,51.3722
2022-12-11,51.3722
2022-12-12,52.4136
2022-12-13,51.9631
2022-12-14,49.4243
2022-12-15,47.6638
2022-12-16,46.8015
2022-12-17,46.8015
2022-12-18,46.8015
2022-12-19,44.9635
2022-12-20,45.6814
2022-12-21,47.3393
2022-12-22,45.2094
2022-12-23,46.2996
2022-12-24,46.2996
2022-12-25,46.2996
2022-12-26,46.2996
2022-12-27,45.8621
2022-12-28,44.802
2022-12-29,46.8468
2022-12-30,46.9018
2022-12-31,46.9018
2023-01-01,46.9018
2023-01-02,46.9018
2023-01-03,45.751
2023-01-04,47.7543
2023-01-05,45.0401
2023-01-06,47.3083
2023-01-07,47.3083
2023-01-08,47.3083
2023-01-09,46.0846
2023-01-10,47.5968
2023-01-11,50.0224
2023-01-12,49.5581
2023-01-13,49.269
2023-01-14,49.269
2023-01-15,49.269
2023-01-16,49.269
2023-01-17,49.8196
2023-01-18,48.5656
2023-01-19,46.8932
2023-01-20,54.2191
2023-01-21,54.2191
2023-01-22,54.2191
2023-01-23,51.9907
2023-01-24,53.8601
2023-01-25,57.0829
2023-01-26,56.1955
2023-01-27,57.2578
2023-01-28,57.2578
2023-01-29,57.2578
2023-01-30,54.8046
2023-01-31,56.0462
2023-02-01,52.4001
2023-02-02,57.4064
2023-02-03,56.1425
2023-02-04,56.1425
2023-02-05,56.1425
2023-02-06,54.6063
2023-02-07,55.6621
2023-02-08,54.3783
2023-02-09,53.9084
2023-02-10,54.2955
2023-02-11,54.2955
2023-02-12,54.2955
2023-02-13,55.6027
2023-02-14,53.7516
2023-02-15,54.1739
2023-02-16,51.9524
2023-02-17,52.2352
2023-02-18,52.2352
2023-02-19,52.2352
2023-02-20,52.2352
2023-02-21,50.2716
2023-02-22,51.3766
2023-02-23,52.5167
2023-02-24,52.1934
2023-02-25,52.1934
2023-02-26,52.1934
2023-02-27,51.3757
2023-02-28,51.9212
2023-03-01,52.628
2023-03-02,51.926
2023-03-03,53.6322
2023-03-04,53.6322
2023-03-05,53.6322
2023-03-06,51.3634
2023-03-07,48.706
2023-03-08,48.2487
2023-03-09,45.0327
2023-03-10,42.4565
2023-03-11,42.4565
2023-03-12,42.4565
2023-03-13,36.7606
2023-03-14,40.2448
2023-03-15,37.49
2023-03-16,38.2191
2023-03-17,37.0666
2023-03-18,37.0666
