,PKG US Equity
2023-03-19,43.5612
2023-03-20,49.8611
2023-03-21,49.363
2023-03-22,47.334
2023-03-23,47.6915
2023-03-24,49.7214
2023-03-25,49.7214
2023-03-26,49.7214
2023-03-27,48.8684
2023-03-28,51.059
2023-03-29,53.0305
2023-03-30,53.8447
2023-03-31,54.9542
2023-04-01,54.9542
2023-04-02,54.9542
2023-04-03,56.234
2023-04-04,54.7347
2023-04-05,56.0272
2023-04-06,56.6931
2023-04-07,56.6931
2023-04-08,56.6931
2023-04-09,56.6931
2023-04-10,56.4604
2023-04-11,58.4795
2023-04-12,57.2208
2023-04-13,57.4195
2023-04-14,55.8939
2023-04-15,55.8939
2023-04-16,55.8939
2023-04-17,57.5102
2023-04-18,57.4976
2023-04-19,56.8406
2023-04-20,57.7896
2023-04-21,57.6409
2023-04-22,57.6409
2023-04-23,57.6409
2023-04-24,59.2954
2023-04-25,47.3128
2023-04-26,45.2554
2023-04-27,46.5367
2023-04-28,48.5286
2023-04-29,48.5286
2023-04-30,48.5286
2023-05-01,51.3099
2023-05-02,47.1177
2023-05-03,47.2146
2023-05-04,46.6832
2023-05-05,48.9803
2023-05-06,48.9803
2023-05-07,48.9803
2023-05-08,49.6191
2023-05-09,47.1398
2023-05-10,47.0763
2023-05-11,46.2108
2023-05-12,46.2977
2023-05-13,46.2977
2023-05-14,46.2977
2023-05-15,44.4582
2023-05-16,41.4951
2023-05-17,43.7065
2023-05-18,44.0081
2023-05-19,44.2599
2023-05-20,44.2599
2023-05-21,44.2599
2023-05-22,43.9071
2023-05-23,42.8474
2023-05-24,42.3649
2023-05-25,42.2891
2023-05-26,42.1624
2023-05-27,42.1624
2023-05-28,42.1624
2023-05-29,42.1624
2023-05-30,41.363
2023-05-31,39.1272
2023-06-01,40.2596
2023-06-02,44.5914
2023-06-03,44.5914
2023-06-04,44.5914
2023-06-05,43.6543
2023-06-06,46.671
2023-06-07,50.3946
2023-06-08,48.2382
2023-06-09,48.2171
2023-06-10,48.2171
2023-06-11,48.2171
2023-06-12,48.2638
2023-06-13,49.5799
2023-06-14,50.3453
2023-06-15,51.8577
2023-06-16,51.5578
2023-06-17,51.5578
2023-06-18,51.5578
2023-06-19,51.5578
2023-06-20,50.624
2023-06-21,50.5984
2023-06-22,49.4969
2023-06-23,47.018
2023-06-24,47.018
2023-06-25,47.018
2023-06-26,49.7645
2023-06-27,50.6962
2023-06-28,47.8901
2023-06-29,50.9474
2023-06-30,51.3078
2023-07-01,51.3078
2023-07-02,51.3078
2023-07-03,51.8567
2023-07-04,51.8567
2023-07-05,48.6069
2023-07-06,48.7614
2023-07-07,51.7028
2023-07-08,51.7028
2023-07-09,51.7028
2023-07-10,50.9687
2023-07-11,51.6907
2023-07-12,52.8427
2023-07-13,53.6057
2023-07-14,53.7928
2023-07-15,53.7928
2023-07-16,53.7928
2023-07-17,53.4656
2023-07-18,55.2816
2023-07-19,55.8588
2023-07-20,55.9993
2023-07-21,57.7327
2023-07-22,57.7327
2023-07-23,57.7327
2023-07-24,59.3297
2023-07-25,71.2365
2023-07-26,68.1367
2023-07-27,69.371
2023-07-28,69.6235
2023-07-29,69.6235
2023-07-30,69.6235
2023-07-31,69.9716
2023-08-01,69.5826
2023-08-02,70.6234
2023-08-03,71.0099
2023-08-04,68.8608
2023-08-05,68.8608
2023-08-06,68.8608
2023-08-07,67.5256
2023-08-08,66.5718
2023-08-09,66.1529
2023-08-10,66.6949
2023-08-11,65.3297
2023-08-12,65.3297
2023-08-13,65.3297
2023-08-14,63.3979
2023-08-15,58.6399
2023-08-16,58.0638
2023-08-17,57.1776
2023-08-18,57.4857
2023-08-19,57.4857
2023-08-20,57.4857
2023-08-21,54.9444
2023-08-22,54.7
2023-08-23,55.101
2023-08-24,53.8749
2023-08-25,55.691
2023-08-26,55.691
2023-08-27,55.691
2023-08-28,57.7871
2023-08-29,59.1788
2023-08-30,59.557
2023-08-31,59.0576
2023-09-01,59.595
2023-09-02,59.595
2023-09-03,59.595
2023-09-04,59.595
2023-09-05,53.2448
2023-09-06,52.191
2023-09-07,52.1477
2023-09-08,54.5027
2023-09-09,54.5027
2023-09-10,54.5027
2023-09-11,54.0467
2023-09-12,54.9565
2023-09-13,55.7335
2023-09-14,59.5698
2023-09-15,57.9414
2023-09-16,57.9414
2023-09-17,57.9414
2023-09-18,60.1928
2023-09-19,58.8088
2023-09-20,57.5525
2023-09-21,57.0515
2023-09-22,57.6715
2023-09-23,57.6715
2023-09-24,57.6715
2023-09-25,59.8198
2023-09-26,56.931
2023-09-27,60.1209
2023-09-28,62.1021
2023-09-29,61.7161
2023-09-30,61.7161
2023-10-01,61.7161
2023-10-02,61.2538
2023-10-03,58.5482
2023-10-04,60.4132
2023-10-05,59.1203
2023-10-06,57.4726
2023-10-07,57.4726
2023-10-08,57.4726
2023-10-09,59.9747
2023-10-10,60.9514
2023-10-11,60.4092
2023-10-12,56.0417
2023-10-13,55.6882
2023-10-14,55.6882
2023-10-15,55.6882
2023-10-16,56.9937
2023-10-17,57.5141
2023-10-18,57.7355
2023-10-19,52.2566
2023-10-20,45.7506
2023-10-21,45.7506
2023-10-22,45.7506
2023-10-23,45.8332
2023-10-24,51.4281
2023-10-25,51.3656
2023-10-26,53.427
2023-10-27,52.8217
2023-10-28,52.8217
2023-10-29,52.8217
2023-10-30,54.5808
2023-10-31,56.0852
2023-11-01,56.6898
2023-11-02,58.6392
2023-11-03,61.4499
2023-11-04,61.4499
2023-11-05,61.4499
2023-11-06,59.9706
2023-11-07,59.0443
2023-11-08,58.2903
2023-11-09,57.6334
2023-11-10,57.5419
2023-11-11,57.5419
2023-11-12,57.5419
2023-11-13,54.3306
2023-11-14,59.1461
2023-11-15,59.6649
2023-11-16,55.5791
2023-11-17,55.3366
2023-11-18,55.3366
2023-11-19,55.3366
2023-11-20,52.4064
2023-11-21,52.8924
2023-11-22,53.7189
2023-11-23,53.7189
2023-11-24,54.7823
2023-11-25,54.7823
2023-11-26,54.7823
2023-11-27,58.6008
2023-11-28,57.8087
2023-11-29,61.3861
2023-11-30,66.2949
2023-12-01,67.4754
2023-12-02,67.4754
2023-12-03,67.4754
2023-12-04,65.5748
2023-12-05,61.5401
2023-12-06,60.188
2023-12-07,60.2799
2023-12-08,59.7093
2023-12-09,59.7093
2023-12-10,59.7093
2023-12-11,60.8592
2023-12-12,56.4876
2023-12-13,59.9536
2023-12-14,61.2069
2023-12-15,59.5592
2023-12-16,59.5592
2023-12-17,59.5592
2023-12-18,58.8861
2023-12-19,59.0775
2023-12-20,56.7309
2023-12-21,57.3795
2023-12-22,57.7909
2023-12-23,57.7909
2023-12-24,57.7909
2023-12-25,57.7909
2023-12-26,58.0858
2023-12-27,59.0594
2023-12-28,56.811
2023-12-29,56.257
2023-12-30,56.257
2023-12-31,56.257
2024-01-01,56.257
2024-01-02,57.2628
2024-01-03,56.9312
2024-01-04,58.9987
2024-01-05,60.9934
2024-01-06,60.9934
2024-01-07,60.9934
2024-01-08,61.8066
2024-01-09,59.6292
2024-01-10,57.9426
2024-01-11,58.4635
2024-01-12,58.0262
2024-01-13,58.0262
2024-01-14,58.0262
2024-01-15,58.0262
2024-01-16,56.4678
2024-01-17,55.2906
2024-01-18,55.3259
2024-01-19,55.4228
2024-01-20,55.4228
2024-01-21,55.4228
2024-01-22,56.4733
2024-01-23,57.9627
2024-01-24,55.6311
2024-01-25,62.6381
2024-01-26,62.8926
2024-01-27,62.8926
2024-01-28,62.8926
2024-01-29,59.5081
2024-01-30,58.5987
2024-01-31,54.2558
2024-02-01,50.9037
2024-02-02,48.8853
2024-02-03,48.8853
2024-02-04,48.8853
2024-02-05,50.2795
2024-02-06,50.7958
2024-02-07,53.3358
2024-02-08,54.9807
2024-02-09,56.4663
2024-02-10,56.4663
2024-02-11,56.4663
2024-02-12,56.3084
2024-02-13,52.0636
2024-02-14,52.6858
2024-02-15,54.3007
2024-02-16,55.4336
2024-02-17,55.4336
2024-02-18,55.4336
2024-02-19,55.4336
2024-02-20,57.0944
2024-02-21,58.9673
2024-02-22,60.5014
2024-02-23,62.4357
2024-02-24,62.4357
2024-02-25,62.4357
2024-02-26,60.5885
2024-02-27,61.2133
2024-02-28,62.5977
2024-02-29,66.3914
2024-03-01,64.9798
2024-03-02,64.9798
2024-03-03,64.9798
2024-03-04,68.5989
2024-03-05,67.2946
2024-03-06,65.7429
2024-03-07,66.7787
2024-03-08,67.6281
2024-03-09,67.6281
2024-03-10,67.6281
2024-03-11,68.6882
2024-03-12,67.3198
2024-03-13,64.1524
2024-03-14,63.9344
2024-03-15,63.7943
2024-03-16,63.7943
2024-03-17,63.7943
2024-03-18,61.1196
2024-03-19,62.9989
2024-03-20,63.7841
2024-03-21,64.4138
2024-03-22,63.9913
2024-03-23,63.9913
2024-03-24,63.9913
2024-03-25,66.049
2024-03-26,65.3923
2024-03-27,66.9897
2024-03-28,67.6171
2024-03-29,67.6171
2024-03-30,67.6171
2024-03-31,67.6171
2024-04-01,66.0252
2024-04-02,64.1297
2024-04-03,65.1079
2024-04-04,63.558
2024-04-05,63.5668
2024-04-06,63.5668
2024-04-07,63.5668
2024-04-08,66.1373
