,GPS US Equity
2023-03-22,33.5462
2023-03-23,32.0889
2023-03-24,33.3183
2023-03-25,33.3183
2023-03-26,33.3183
2023-03-27,33.5516
2023-03-28,34.0292
2023-03-29,35.4686
2023-03-30,37.3539
2023-03-31,41.2735
2023-04-01,41.2735
2023-04-02,41.2735
2023-04-03,42.6052
2023-04-04,40.6687
2023-04-05,38.5689
2023-04-06,39.2328
2023-04-07,39.2328
2023-04-08,39.2328
2023-04-09,39.2328
2023-04-10,43.6432
2023-04-11,45.8379
2023-04-12,42.1428
2023-04-13,41.0781
2023-04-14,41.0315
2023-04-15,41.0315
2023-04-16,41.0315
2023-04-17,42.3845
2023-04-18,42.9264
2023-04-19,43.2027
2023-04-20,41.5385
2023-04-21,43.5761
2023-04-22,43.5761
2023-04-23,43.5761
2023-04-24,46.5028
2023-04-25,43.1361
2023-04-26,42.6866
2023-04-27,43.0278
2023-04-28,44.4645
2023-04-29,44.4645
2023-04-30,44.4645
2023-05-01,42.0117
2023-05-02,40.9187
2023-05-03,39.9414
2023-05-04,37.9268
2023-05-05,40.7316
2023-05-06,40.7316
2023-05-07,40.7316
2023-05-08,39.6852
2023-05-09,39.8306
2023-05-10,39.2435
2023-05-11,38.6541
2023-05-12,37.0702
2023-05-13,37.0702
2023-05-14,37.0702
2023-05-15,37.3118
2023-05-16,35.2142
2023-05-17,37.6322
2023-05-18,40.1732
2023-05-19,38.5485
2023-05-20,38.5485
2023-05-21,38.5485
2023-05-22,39.845
2023-05-23,38.1316
2023-05-24,38.2101
2023-05-25,37.28
2023-05-26,44.0965
2023-05-27,44.0965
2023-05-28,44.0965
2023-05-29,44.0965
2023-05-30,44.5706
2023-05-31,42.4933
2023-06-01,42.9167
2023-06-02,47.0818
2023-06-03,47.0818
2023-06-04,47.0818
2023-06-05,46.3482
2023-06-06,49.4799
2023-06-07,51.1894
2023-06-08,51.829
2023-06-09,52.6459
2023-06-10,52.6459
2023-06-11,52.6459
2023-06-12,53.405
2023-06-13,53.4644
2023-06-14,52.1583
2023-06-15,53.0941
2023-06-16,52.1791
2023-06-17,52.1791
2023-06-18,52.1791
2023-06-19,52.1791
2023-06-20,48.0292
2023-06-21,49.4165
2023-06-22,46.9472
2023-06-23,46.5264
2023-06-24,46.5264
2023-06-25,46.5264
2023-06-26,47.4317
2023-06-27,48.1306
2023-06-28,45.7402
2023-06-29,47.7194
2023-06-30,48.4831
2023-07-01,48.4831
2023-07-02,48.4831
2023-07-03,49.2628
2023-07-04,49.2628
2023-07-05,48.5714
2023-07-06,49.8813
2023-07-07,49.447
2023-07-08,49.447
2023-07-09,49.447
2023-07-10,50.6326
2023-07-11,54.1764
2023-07-12,53.5526
2023-07-13,53.3936
2023-07-14,51.4956
2023-07-15,51.4956
2023-07-16,51.4956
2023-07-17,51.5698
2023-07-18,51.5698
2023-07-19,52.5029
2023-07-20,50.7333
2023-07-21,50.4819
2023-07-22,50.4819
2023-07-23,50.4819
2023-07-24,52.8203
2023-07-25,51.0156
2023-07-26,56.2443
2023-07-27,57.5643
2023-07-28,59.0344
2023-07-29,59.0344
2023-07-30,59.0344
2023-07-31,58.5781
2023-08-01,60.595
2023-08-02,58.1246
2023-08-03,59.4546
2023-08-04,59.9558
2023-08-05,59.9558
2023-08-06,59.9558
2023-08-07,58.9198
2023-08-08,58.5393
2023-08-09,57.6724
2023-08-10,58.7262
2023-08-11,59.4913
2023-08-12,59.4913
2023-08-13,59.4913
2023-08-14,58.0739
2023-08-15,58.0739
2023-08-16,54.9705
2023-08-17,54.2927
2023-08-18,56.0543
2023-08-19,56.0543
2023-08-20,56.0543
2023-08-21,55.0566
2023-08-22,48.85
2023-08-23,49.5323
2023-08-24,48.5278
2023-08-25,54.0688
2023-08-26,54.0688
2023-08-27,54.0688
2023-08-28,55.4354
2023-08-29,59.9158
2023-08-30,61.2589
2023-08-31,62.6655
2023-09-01,63.1089
2023-09-02,63.1089
2023-09-03,63.1089
2023-09-04,63.1089
2023-09-05,60.9558
2023-09-06,59.8537
2023-09-07,61.1261
2023-09-08,58.8298
2023-09-09,58.8298
2023-09-10,58.8298
2023-09-11,56.292
2023-09-12,57.7232
2023-09-13,55.0936
2023-09-14,55.766
2023-09-15,57.1597
2023-09-16,57.1597
2023-09-17,57.1597
2023-09-18,49.0192
2023-09-19,47.8981
2023-09-20,46.9826
2023-09-21,49.8844
2023-09-22,47.9635
2023-09-23,47.9635
2023-09-24,47.9635
2023-09-25,50.0889
2023-09-26,49.7498
2023-09-27,50.3753
2023-09-28,52.3521
2023-09-29,52.6883
2023-09-30,52.6883
2023-10-01,52.6883
2023-10-02,53.6357
2023-10-03,50.7422
2023-10-04,51.8731
2023-10-05,48.9657
2023-10-06,50.7504
2023-10-07,50.7504
2023-10-08,50.7504
2023-10-09,51.8649
2023-10-10,55.3289
2023-10-11,58.7476
2023-10-12,56.9147
2023-10-13,57.4864
2023-10-14,57.4864
2023-10-15,57.4864
2023-10-16,61.0182
2023-10-17,62.9938
2023-10-18,60.6665
2023-10-19,59.3066
2023-10-20,58.2558
2023-10-21,58.2558
2023-10-22,58.2558
2023-10-23,58.2558
2023-10-24,61.2473
2023-10-25,64.2681
2023-10-26,64.3123
2023-10-27,61.9309
2023-10-28,61.9309
2023-10-29,61.9309
2023-10-30,60.9963
2023-10-31,61.7429
2023-11-01,62.3883
2023-11-02,65.1922
2023-11-03,67.3335
2023-11-04,67.3335
2023-11-05,67.3335
2023-11-06,65.6141
2023-11-07,63.8472
2023-11-08,63.1278
2023-11-09,62.8025
2023-11-10,62.8025
2023-11-11,62.8025
2023-11-12,62.8025
2023-11-13,60.3078
2023-11-14,63.2756
2023-11-15,64.6654
2023-11-16,61.4575
2023-11-17,74.9116
2023-11-18,74.9116
2023-11-19,74.9116
2023-11-20,76.1087
2023-11-21,77.0275
2023-11-22,76.381
2023-11-23,76.381
2023-11-24,76.5034
2023-11-25,76.5034
2023-11-26,76.5034
2023-11-27,77.6612
2023-11-28,77.8752
2023-11-29,79.0272
2023-11-30,78.4041
2023-12-01,80.1161
2023-12-02,80.1161
2023-12-03,80.1161
2023-12-04,78.8903
2023-12-05,78.4762
2023-12-06,78.7834
2023-12-07,79.5931
2023-12-08,80.1578
2023-12-09,80.1578
2023-12-10,80.1578
2023-12-11,80.6056
2023-12-12,76.1272
2023-12-13,75.6441
2023-12-14,75.8029
2023-12-15,75.8262
2023-12-16,75.8262
2023-12-17,75.8262
2023-12-18,73.3424
2023-12-19,74.9173
2023-12-20,68.7788
2023-12-21,70.3366
2023-12-22,69.8307
2023-12-23,69.8307
2023-12-24,69.8307
2023-12-25,69.8307
2023-12-26,70.5698
2023-12-27,69.5257
2023-12-28,68.3489
2023-12-29,67.1085
2023-12-30,67.1085
2023-12-31,67.1085
2024-01-01,67.1085
2024-01-02,67.5287
2024-01-03,63.4044
2024-01-04,62.601
2024-01-05,64.9676
2024-01-06,64.9676
2024-01-07,64.9676
2024-01-08,67.7122
2024-01-09,65.5742
2024-01-10,65.452
2024-01-11,63.4348
2024-01-12,59.3091
2024-01-13,59.3091
2024-01-14,59.3091
2024-01-15,59.3091
2024-01-16,57.1206
2024-01-17,54.9711
2024-01-18,50.8256
2024-01-19,52.5502
2024-01-20,52.5502
2024-01-21,52.5502
2024-01-22,52.6759
2024-01-23,52.6759
2024-01-24,52.6759
2024-01-25,55.0476
2024-01-26,56.0189
2024-01-27,56.0189
2024-01-28,56.0189
2024-01-29,54.2783
2024-01-30,53.9629
2024-01-31,50.6163
2024-02-01,53.5511
2024-02-02,55.528
2024-02-03,55.528
2024-02-04,55.528
2024-02-05,56.1847
2024-02-06,55.1836
2024-02-07,55.5715
2024-02-08,56.3104
2024-02-09,56.3987
2024-02-10,56.3987
2024-02-11,56.3987
2024-02-12,58.5634
2024-02-13,54.1678
2024-02-14,55.692
2024-02-15,55.2575
2024-02-16,53.7394
2024-02-17,53.7394
2024-02-18,53.7394
2024-02-19,53.7394
2024-02-20,50.0795
2024-02-21,50.5633
2024-02-22,50.3111
2024-02-23,52.0907
2024-02-24,52.0907
2024-02-25,52.0907
2024-02-26,51.6126
2024-02-27,53.288
2024-02-28,50.825
2024-02-29,49.2881
2024-03-01,49.9148
2024-03-02,49.9148
2024-03-03,49.9148
2024-03-04,50.7543
2024-03-05,54.5924
2024-03-06,49.7577
2024-03-07,51.0459
2024-03-08,57.6593
2024-03-09,57.6593
2024-03-10,57.6593
2024-03-11,60.1794
2024-03-12,63.5175
2024-03-13,64.128
2024-03-14,64.3631
2024-03-15,66.0596
2024-03-16,66.0596
2024-03-17,66.0596
2024-03-18,68.9139
2024-03-19,70.5667
2024-03-20,73.7944
2024-03-21,76.3126
2024-03-22,74.329
2024-03-23,74.329
2024-03-24,74.329
2024-03-25,73.4892
2024-03-26,72.5416
2024-03-27,70.4157
2024-03-28,70.9482
2024-03-29,70.9482
2024-03-30,70.9482
2024-03-31,70.9482
2024-04-01,69.4559
2024-04-02,66.3748
2024-04-03,63.0733
2024-04-04,58.1922
2024-04-05,56.5192
2024-04-06,56.5192
2024-04-07,56.5192
2024-04-08,53.7231
