,INGR US Equity
2023-03-18,47.0828
2023-03-19,47.0828
2023-03-20,50.3427
2023-03-21,52.5716
2023-03-22,49.2618
2023-03-23,49.6396
2023-03-24,53.1804
2023-03-25,53.1804
2023-03-26,53.1804
2023-03-27,53.3844
2023-03-28,55.3362
2023-03-29,55.7017
2023-03-30,54.9077
2023-03-31,56.5446
2023-04-01,56.5446
2023-04-02,56.5446
2023-04-03,57.735
2023-04-04,54.9786
2023-04-05,56.1554
2023-04-06,55.7334
2023-04-07,55.7334
2023-04-08,55.7334
2023-04-09,55.7334
2023-04-10,55.7825
2023-04-11,55.4643
2023-04-12,55.4818
2023-04-13,62.5771
2023-04-14,60.151
2023-04-15,60.151
2023-04-16,60.151
2023-04-17,59.502
2023-04-18,59.8633
2023-04-19,60.6619
2023-04-20,59.7011
2023-04-21,59.0042
2023-04-22,59.0042
2023-04-23,59.0042
2023-04-24,59.9253
2023-04-25,56.3304
2023-04-26,56.6294
2023-04-27,59.1685
2023-04-28,60.1014
2023-04-29,60.1014
2023-04-30,60.1014
2023-05-01,60.3472
2023-05-02,58.8241
2023-05-03,64.8527
2023-05-04,61.7011
2023-05-05,61.4651
2023-05-06,61.4651
2023-05-07,61.4651
2023-05-08,61.443
2023-05-09,61.4717
2023-05-10,63.5995
2023-05-11,62.8903
2023-05-12,62.7696
2023-05-13,62.7696
2023-05-14,62.7696
2023-05-15,63.6781
2023-05-16,62.0134
2023-05-17,62.5872
2023-05-18,64.5551
2023-05-19,66.2292
2023-05-20,66.2292
2023-05-21,66.2292
2023-05-22,63.6259
2023-05-23,60.6564
2023-05-24,59.2943
2023-05-25,56.8114
2023-05-26,54.7393
2023-05-27,54.7393
2023-05-28,54.7393
2023-05-29,54.7393
2023-05-30,51.1574
2023-05-31,49.019
2023-06-01,50.7094
2023-06-02,54.114
2023-06-03,54.114
2023-06-04,54.114
2023-06-05,51.4185
2023-06-06,52.1114
2023-06-07,52.9413
2023-06-08,51.9903
2023-06-09,52.7282
2023-06-10,52.7282
2023-06-11,52.7282
2023-06-12,53.1714
2023-06-13,53.9925
2023-06-14,54.3525
2023-06-15,52.218
2023-06-16,52.0505
2023-06-17,52.0505
2023-06-18,52.0505
2023-06-19,52.0505
2023-06-20,48.8874
2023-06-21,46.2765
2023-06-22,48.8981
2023-06-23,47.2647
2023-06-24,47.2647
2023-06-25,47.2647
2023-06-26,46.453
2023-06-27,47.692
2023-06-28,48.0443
2023-06-29,48.6547
2023-06-30,52.4839
2023-07-01,52.4839
2023-07-02,52.4839
2023-07-03,53.5165
2023-07-04,53.5165
2023-07-05,55.9305
2023-07-06,54.0245
2023-07-07,54.5345
2023-07-08,54.5345
2023-07-09,54.5345
2023-07-10,55.82
2023-07-11,57.1269
2023-07-12,58.4334
2023-07-13,56.8305
2023-07-14,56.2437
2023-07-15,56.2437
2023-07-16,56.2437
2023-07-17,57.5143
2023-07-18,57.465
2023-07-19,54.6991
2023-07-20,56.3942
2023-07-21,57.3222
2023-07-22,57.3222
2023-07-23,57.3222
2023-07-24,57.9882
2023-07-25,57.9103
2023-07-26,59.7025
2023-07-27,56.1958
2023-07-28,58.2121
2023-07-29,58.2121
2023-07-30,58.2121
2023-07-31,59.6359
2023-08-01,61.0101
2023-08-02,60.0062
2023-08-03,57.9053
2023-08-04,54.6318
2023-08-05,54.6318
2023-08-06,54.6318
2023-08-07,54.77
2023-08-08,39.5242
2023-08-09,39.5851
2023-08-10,38.1543
2023-08-11,36.5351
2023-08-12,36.5351
2023-08-13,36.5351
2023-08-14,36.3978
2023-08-15,35.1192
2023-08-16,35.6189
2023-08-17,37.255
2023-08-18,40.1818
2023-08-19,40.1818
2023-08-20,40.1818
2023-08-21,41.4263
2023-08-22,42.0812
2023-08-23,44.1445
2023-08-24,43.8507
2023-08-25,46.7821
2023-08-26,46.7821
2023-08-27,46.7821
2023-08-28,46.5204
2023-08-29,46.8485
2023-08-30,46.5163
2023-08-31,46.7117
2023-09-01,46.2072
2023-09-02,46.2072
2023-09-03,46.2072
2023-09-04,46.2072
2023-09-05,42.4494
2023-09-06,42.2252
2023-09-07,40.6699
2023-09-08,41.5027
2023-09-09,41.5027
2023-09-10,41.5027
2023-09-11,43.9446
2023-09-12,43.6673
2023-09-13,40.5769
2023-09-14,40.9965
2023-09-15,40.4404
2023-09-16,40.4404
2023-09-17,40.4404
2023-09-18,42.459
2023-09-19,42.3292
2023-09-20,43.4537
2023-09-21,44.0183
2023-09-22,42.637
2023-09-23,42.637
2023-09-24,42.637
2023-09-25,40.5572
2023-09-26,40.0382
2023-09-27,38.5614
2023-09-28,41.246
2023-09-29,43.4508
2023-09-30,43.4508
2023-10-01,43.4508
2023-10-02,40.4785
2023-10-03,39.0188
2023-10-04,40.1222
2023-10-05,37.793
2023-10-06,36.4785
2023-10-07,36.4785
2023-10-08,36.4785
2023-10-09,38.6057
2023-10-10,37.9484
2023-10-11,36.5932
2023-10-12,32.7696
2023-10-13,33.9278
2023-10-14,33.9278
2023-10-15,33.9278
2023-10-16,36.436
2023-10-17,39.1838
2023-10-18,37.8243
2023-10-19,34.8432
2023-10-20,34.4459
2023-10-21,34.4459
2023-10-22,34.4459
2023-10-23,33.4262
2023-10-24,39.0505
2023-10-25,40.6122
2023-10-26,42.3427
2023-10-27,41.1506
2023-10-28,41.1506
2023-10-29,41.1506
2023-10-30,42.9688
2023-10-31,43.1929
2023-11-01,42.3155
2023-11-02,46.3396
2023-11-03,48.3862
2023-11-04,48.3862
2023-11-05,48.3862
2023-11-06,47.8762
2023-11-07,58.3274
2023-11-08,55.0022
2023-11-09,56.9519
2023-11-10,58.2706
2023-11-11,58.2706
2023-11-12,58.2706
2023-11-13,57.9893
2023-11-14,59.264
2023-11-15,59.7479
2023-11-16,58.2565
2023-11-17,58.8096
2023-11-18,58.8096
2023-11-19,58.8096
2023-11-20,58.4603
2023-11-21,58.6099
2023-11-22,60.2961
2023-11-23,60.2961
2023-11-24,59.4825
2023-11-25,59.4825
2023-11-26,59.4825
2023-11-27,58.9929
2023-11-28,57.0283
2023-11-29,53.7417
2023-11-30,55.9047
2023-12-01,59.0724
2023-12-02,59.0724
2023-12-03,59.0724
2023-12-04,60.7549
2023-12-05,60.0316
2023-12-06,60.4896
2023-12-07,61.0096
2023-12-08,61.0243
2023-12-09,61.0243
2023-12-10,61.0243
2023-12-11,61.9615
2023-12-12,62.2595
2023-12-13,65.3489
2023-12-14,63.5391
2023-12-15,59.0789
2023-12-16,59.0789
2023-12-17,59.0789
2023-12-18,59.6499
2023-12-19,60.549
2023-12-20,58.6997
2023-12-21,60.4521
2023-12-22,61.567
2023-12-23,61.567
2023-12-24,61.567
2023-12-25,61.567
2023-12-26,62.5163
2023-12-27,61.4692
2023-12-28,61.6203
2023-12-29,62.3286
2023-12-30,62.3286
2023-12-31,62.3286
2024-01-01,62.3286
2024-01-02,64.0587
2024-01-03,59.9347
2024-01-04,57.3215
2024-01-05,56.4361
2024-01-06,56.4361
2024-01-07,56.4361
2024-01-08,57.1886
2024-01-09,57.6359
2024-01-10,58.3799
2024-01-11,61.0769
2024-01-12,62.054
2024-01-13,62.054
2024-01-14,62.054
2024-01-15,62.054
2024-01-16,61.1963
2024-01-17,62.1203
2024-01-18,62.0675
2024-01-19,61.5542
2024-01-20,61.5542
2024-01-21,61.5542
2024-01-22,60.3582
2024-01-23,59.435
2024-01-24,54.8649
2024-01-25,56.9866
2024-01-26,58.5133
2024-01-27,58.5133
2024-01-28,58.5133
2024-01-29,55.8522
2024-01-30,57.8185
2024-01-31,53.9302
2024-02-01,59.7464
2024-02-02,59.955
2024-02-03,59.955
2024-02-04,59.955
2024-02-05,58.5427
2024-02-06,56.6157
2024-02-07,58.1852
2024-02-08,55.5695
2024-02-09,52.9459
2024-02-10,52.9459
2024-02-11,52.9459
2024-02-12,54.5015
2024-02-13,53.1239
2024-02-14,57.0467
2024-02-15,62.584
2024-02-16,61.12
2024-02-17,61.12
2024-02-18,61.12
2024-02-19,61.12
2024-02-20,63.1562
2024-02-21,61.8476
2024-02-22,60.8788
2024-02-23,61.2123
2024-02-24,61.2123
2024-02-25,61.2123
2024-02-26,60.4942
2024-02-27,61.2203
2024-02-28,62.7674
2024-02-29,64.3747
2024-03-01,63.2794
2024-03-02,63.2794
2024-03-03,63.2794
2024-03-04,63.5616
2024-03-05,62.1248
2024-03-06,61.274
2024-03-07,61.1828
2024-03-08,62.87
2024-03-09,62.87
2024-03-10,62.87
2024-03-11,63.081
2024-03-12,63.5242
2024-03-13,61.2426
2024-03-14,57.5846
2024-03-15,56.1446
2024-03-16,56.1446
2024-03-17,56.1446
2024-03-18,57.1851
2024-03-19,59.9589
2024-03-20,58.722
2024-03-21,57.6264
2024-03-22,59.3093
2024-03-23,59.3093
2024-03-24,59.3093
2024-03-25,59.7347
2024-03-26,59.9593
2024-03-27,60.8624
2024-03-28,59.6859
2024-03-29,59.6859
2024-03-30,59.6859
2024-03-31,59.6859
2024-04-01,60.3274
2024-04-02,58.2094
2024-04-03,53.619
2024-04-04,54.7743
2024-04-05,53.2904
2024-04-06,53.2904
2024-04-07,53.2904
2024-04-08,50.9667
