,MKL US Equity
,RSI_30D
2023-03-08,47.8435
2023-03-09,44.3601
2023-03-10,41.9442
2023-03-11,41.9442
2023-03-12,41.9442
2023-03-13,39.281
2023-03-14,42.6178
2023-03-15,38.5917
2023-03-16,41.6527
2023-03-17,37.9529
2023-03-18,37.9529
2023-03-19,37.9529
2023-03-20,42.5171
2023-03-21,43.8192
2023-03-22,42.2413
2023-03-23,41.662
2023-03-24,41.5704
2023-03-25,41.5704
2023-03-26,41.5704
2023-03-27,43.4232
2023-03-28,44.1343
2023-03-29,46.5056
2023-03-30,46.8031
2023-03-31,48.3929
2023-04-01,48.3929
2023-04-02,48.3929
2023-04-03,50.3848
2023-04-04,50.1577
2023-04-05,50.5336
2023-04-06,52.7222
2023-04-07,52.7222
2023-04-08,52.7222
2023-04-09,52.7222
2023-04-10,51.139
2023-04-11,52.4133
2023-04-12,53.5492
2023-04-13,55.0289
2023-04-14,52.3515
2023-04-15,52.3515
2023-04-16,52.3515
2023-04-17,54.3743
2023-04-18,55.8775
2023-04-19,56.057
2023-04-20,56.0532
2023-04-21,52.6606
2023-04-22,52.6606
2023-04-23,52.6606
2023-04-24,52.9745
2023-04-25,51.2974
2023-04-26,50.4778
2023-04-27,51.8657
2023-04-28,56.5193
2023-04-29,56.5193
2023-04-30,56.5193
2023-05-01,57.1259
2023-05-02,53.691
2023-05-03,53.2754
2023-05-04,52.478
2023-05-05,54.1348
2023-05-06,54.1348
2023-05-07,54.1348
2023-05-08,56.3335
2023-05-09,55.6718
2023-05-10,55.4014
2023-05-11,56.1617
2023-05-12,55.5069
2023-05-13,55.5069
2023-05-14,55.5069
2023-05-15,55.7008
2023-05-16,53.8431
2023-05-17,52.601
2023-05-18,52.8609
2023-05-19,53.9822
2023-05-20,53.9822
2023-05-21,53.9822
2023-05-22,53.9343
2023-05-23,51.3957
2023-05-24,48.3836
2023-05-25,47.7969
2023-05-26,49.8089
2023-05-27,49.8089
2023-05-28,49.8089
2023-05-29,49.8089
2023-05-30,50.9452
2023-05-31,47.9894
2023-06-01,50.1795
2023-06-02,53.9589
2023-06-03,53.9589
2023-06-04,53.9589
2023-06-05,51.2339
2023-06-06,52.3002
2023-06-07,53.5712
2023-06-08,51.2397
2023-06-09,51.1359
2023-06-10,51.1359
2023-06-11,51.1359
2023-06-12,50.3887
2023-06-13,51.5904
2023-06-14,49.5771
2023-06-15,50.5946
2023-06-16,51.2758
2023-06-17,51.2758
2023-06-18,51.2758
2023-06-19,51.2758
2023-06-20,50.3184
2023-06-21,50.364
2023-06-22,49.5737
2023-06-23,48.5138
2023-06-24,48.5138
2023-06-25,48.5138
2023-06-26,50.1492
2023-06-27,51.2777
2023-06-28,49.8735
2023-06-29,55.1396
2023-06-30,56.4437
2023-07-01,56.4437
2023-07-02,56.4437
2023-07-03,54.4326
2023-07-04,54.4326
2023-07-05,54.2111
2023-07-06,53.6863
2023-07-07,55.3661
2023-07-08,55.3661
2023-07-09,55.3661
2023-07-10,53.87
2023-07-11,56.6905
2023-07-12,56.0898
2023-07-13,55.7416
2023-07-14,54.8968
2023-07-15,54.8968
2023-07-16,54.8968
2023-07-17,56.8504
2023-07-18,57.0224
2023-07-19,57.9047
2023-07-20,61.1586
2023-07-21,61.9587
2023-07-22,61.9587
2023-07-23,61.9587
2023-07-24,60.0386
2023-07-25,59.3089
2023-07-26,61.4902
2023-07-27,62.248
2023-07-28,62.4916
2023-07-29,62.4916
2023-07-30,62.4916
2023-07-31,62.7593
2023-08-01,59.8633
2023-08-02,61.1615
2023-08-03,64.559
2023-08-04,63.0769
2023-08-05,63.0769
2023-08-06,63.0769
2023-08-07,66.4026
2023-08-08,66.5988
2023-08-09,66.7255
2023-08-10,66.9835
2023-08-11,67.1598
2023-08-12,67.1598
2023-08-13,67.1598
2023-08-14,66.8936
2023-08-15,64.6909
2023-08-16,65.8025
2023-08-17,63.2982
2023-08-18,63.5727
2023-08-19,63.5727
2023-08-20,63.5727
2023-08-21,59.5806
2023-08-22,57.4601
2023-08-23,57.41
2023-08-24,57.8052
2023-08-25,57.4722
2023-08-26,57.4722
2023-08-27,57.4722
2023-08-28,58.7
2023-08-29,59.4171
2023-08-30,59.9539
2023-08-31,59.2202
2023-09-01,60.9161
2023-09-02,60.9161
2023-09-03,60.9161
2023-09-04,60.9161
2023-09-05,54.1641
2023-09-06,54.5227
2023-09-07,56.3252
2023-09-08,56.6019
2023-09-09,56.6019
2023-09-10,56.6019
2023-09-11,58.9698
2023-09-12,61.0842
2023-09-13,61.3012
2023-09-14,63.2696
2023-09-15,63.5028
2023-09-16,63.5028
2023-09-17,63.5028
2023-09-18,65.2679
2023-09-19,66.3529
2023-09-20,65.9163
2023-09-21,60.7459
2023-09-22,61.6561
2023-09-23,61.6561
2023-09-24,61.6561
2023-09-25,61.6685
2023-09-26,57.2615
2023-09-27,55.9131
2023-09-28,57.1879
2023-09-29,50.7587
2023-09-30,50.7587
2023-10-01,50.7587
2023-10-02,48.7182
2023-10-03,46.7193
2023-10-04,48.8887
2023-10-05,49.457
2023-10-06,49.7015
2023-10-07,49.7015
2023-10-08,49.7015
2023-10-09,49.4183
2023-10-10,49.4363
2023-10-11,53.5329
2023-10-12,53.1913
2023-10-13,54.8721
2023-10-14,54.8721
2023-10-15,54.8721
2023-10-16,56.3935
2023-10-17,55.4591
2023-10-18,54.9116
2023-10-19,51.3084
2023-10-20,46.5913
2023-10-21,46.5913
2023-10-22,46.5913
2023-10-23,44.2732
2023-10-24,50.3534
2023-10-25,48.7177
2023-10-26,48.646
2023-10-27,44.5646
2023-10-28,44.5646
2023-10-29,44.5646
2023-10-30,48.4387
2023-10-31,50.3422
2023-11-01,53.3212
2023-11-02,34.715
2023-11-03,38.8305
2023-11-04,38.8305
2023-11-05,38.8305
2023-11-06,38.694
2023-11-07,38.9597
2023-11-08,38.5756
2023-11-09,39.875
2023-11-10,39.6063
2023-11-11,39.6063
2023-11-12,39.6063
2023-11-13,41.3145
2023-11-14,43.3956
2023-11-15,44.2504
2023-11-16,44.5015
2023-11-17,47.091
2023-11-18,47.091
2023-11-19,47.091
2023-11-20,47.8027
2023-11-21,50.5609
2023-11-22,49.9401
2023-11-23,49.9401
2023-11-24,51.3022
2023-11-25,51.3022
2023-11-26,51.3022
2023-11-27,50.7998
2023-11-28,48.5155
2023-11-29,48.3222
2023-11-30,51.0204
2023-12-01,49.4479
2023-12-02,49.4479
2023-12-03,49.4479
2023-12-04,47.8422
2023-12-05,46.8989
2023-12-06,45.4075
2023-12-07,43.3329
2023-12-08,44.3218
2023-12-09,44.3218
2023-12-10,44.3218
2023-12-11,47.4091
2023-12-12,46.7345
2023-12-13,46.2462
2023-12-14,45.9003
2023-12-15,47.135
2023-12-16,47.135
2023-12-17,47.135
2023-12-18,48.7847
2023-12-19,49.0555
2023-12-20,46.1477
2023-12-21,46.4289
2023-12-22,46.3622
2023-12-23,46.3622
2023-12-24,46.3622
2023-12-25,46.3622
2023-12-26,47.4877
2023-12-27,48.2475
2023-12-28,49.7768
2023-12-29,50.8384
2023-12-30,50.8384
2023-12-31,50.8384
2024-01-01,50.8384
2024-01-02,52.9699
2024-01-03,51.8369
2024-01-04,52.7109
2024-01-05,51.4639
2024-01-06,51.4639
2024-01-07,51.4639
2024-01-08,50.2373
2024-01-09,49.659
2024-01-10,49.138
2024-01-11,50.886
2024-01-12,52.0078
2024-01-13,52.0078
2024-01-14,52.0078
2024-01-15,52.0078
2024-01-16,52.2201
2024-01-17,50.6827
2024-01-18,52.1936
2024-01-19,54.4782
2024-01-20,54.4782
2024-01-21,54.4782
2024-01-22,56.3419
2024-01-23,55.6711
2024-01-24,57.1388
2024-01-25,57.5547
2024-01-26,58.0638
2024-01-27,58.0638
2024-01-28,58.0638
2024-01-29,60.2579
2024-01-30,61.2527
2024-01-31,60.6086
2024-02-01,45.3235
2024-02-02,47.6313
2024-02-03,47.6313
2024-02-04,47.6313
2024-02-05,48.4198
2024-02-06,47.1217
2024-02-07,51.8243
2024-02-08,47.5316
2024-02-09,49.9104
2024-02-10,49.9104
2024-02-11,49.9104
2024-02-12,51.5764
2024-02-13,51.2234
2024-02-14,54.2381
2024-02-15,54.31
2024-02-16,53.2849
2024-02-17,53.2849
2024-02-18,53.2849
2024-02-19,53.2849
2024-02-20,52.2387
2024-02-21,53.336
2024-02-22,54.6378
2024-02-23,54.2365
2024-02-24,54.2365
2024-02-25,54.2365
2024-02-26,50.5908
2024-02-27,52.7117
2024-02-28,55.5594
2024-02-29,56.0331
2024-03-01,56.1682
2024-03-02,56.1682
2024-03-03,56.1682
2024-03-04,54.8059
2024-03-05,53.755
2024-03-06,57.0646
2024-03-07,56.2417
2024-03-08,55.7723
2024-03-09,55.7723
2024-03-10,55.7723
2024-03-11,56.2119
2024-03-12,55.8916
2024-03-13,56.204
2024-03-14,56.7905
2024-03-15,58.7515
2024-03-16,58.7515
2024-03-17,58.7515
2024-03-18,56.6536
2024-03-19,57.0417
2024-03-20,57.2124
2024-03-21,58.2219
2024-03-22,57.5394
2024-03-23,57.5394
2024-03-24,57.5394
2024-03-25,56.3619
2024-03-26,52.827
2024-03-27,57.5547
2024-03-28,56.6329
2024-03-29,56.6329
2024-03-30,56.6329
2024-03-31,56.6329
2024-04-01,54.6731
2024-04-02,53.7161
2024-04-03,52.4832
2024-04-04,51.8496
2024-04-05,54.4626
2024-04-06,54.4626
2024-04-07,54.4626
2024-04-08,54.2882
