,MTOR US Equity
2020-06-21,50.9464
2020-06-22,51.0624
2020-06-23,51.4425
2020-06-24,48.3356
2020-06-25,49.6863
2020-06-26,48.0786
2020-06-27,48.0786
2020-06-28,48.0786
2020-06-29,51.2013
2020-06-30,50.764
2020-07-01,48.8921
2020-07-02,51.2296
2020-07-03,51.2296
2020-07-04,51.2296
2020-07-05,51.2296
2020-07-06,51.557
2020-07-07,48.7973
2020-07-08,48.9461
2020-07-09,46.9694
2020-07-10,48.3314
2020-07-11,48.3314
2020-07-12,48.3314
2020-07-13,49.2223
2020-07-14,52.3319
2020-07-15,54.644
2020-07-16,54.9948
2020-07-17,54.3963
2020-07-18,54.3963
2020-07-19,54.3963
2020-07-20,54.2022
2020-07-21,56.2556
2020-07-22,57.258
2020-07-23,58.5887
2020-07-24,59.1707
2020-07-25,59.1707
2020-07-26,59.1707
2020-07-27,60.7962
2020-07-28,60.4085
2020-07-29,59.6218
2020-07-30,57.0287
2020-07-31,55.9411
2020-08-01,55.9411
2020-08-02,55.9411
2020-08-03,57.0546
2020-08-04,57.3936
2020-08-05,59.1338
2020-08-06,57.3738
2020-08-07,58.6703
2020-08-08,58.6703
2020-08-09,58.6703
2020-08-10,61.7875
2020-08-11,61.8087
2020-08-12,60.8964
2020-08-13,59.3286
2020-08-14,59.5917
2020-08-15,59.5917
2020-08-16,59.5917
2020-08-17,58.5936
2020-08-18,57.4909
2020-08-19,56.7073
2020-08-20,56.7627
2020-08-21,56.3153
2020-08-22,56.3153
2020-08-23,56.3153
2020-08-24,57.131
2020-08-25,56.0105
2020-08-26,54.1906
2020-08-27,54.0015
2020-08-28,54.7849
2020-08-29,54.7849
2020-08-30,54.7849
2020-08-31,51.284
2020-09-01,55.0834
2020-09-02,55.1138
2020-09-03,51.8777
2020-09-04,52.685
2020-09-05,52.685
2020-09-06,52.685
2020-09-07,52.685
2020-09-08,50.7814
2020-09-09,52.8693
2020-09-10,51.2187
2020-09-11,52.839
2020-09-12,52.839
2020-09-13,52.839
2020-09-14,52.6581
2020-09-15,52.0314
2020-09-16,50.925
2020-09-17,48.405
2020-09-18,46.6557
2020-09-19,46.6557
2020-09-20,46.6557
2020-09-21,43.2654
2020-09-22,42.5321
2020-09-23,41.2028
2020-09-24,42.258
2020-09-25,42.2992
2020-09-26,42.2992
2020-09-27,42.2992
2020-09-28,46.814
2020-09-29,46.1641
2020-09-30,45.5751
2020-10-01,48.7683
2020-10-02,51.6348
2020-10-03,51.6348
2020-10-04,51.6348
2020-10-05,56.1041
2020-10-06,55.3074
2020-10-07,59.45
2020-10-08,59.45
2020-10-09,60.4999
2020-10-10,60.4999
2020-10-11,60.4999
2020-10-12,60.5772
2020-10-13,60.5364
2020-10-14,60.452
2020-10-15,61.6402
2020-10-16,60.8486
2020-10-17,60.8486
2020-10-18,60.8486
2020-10-19,59.3589
2020-10-20,57.0636
2020-10-21,55.5413
2020-10-22,58.4831
2020-10-23,59.6744
2020-10-24,59.6744
2020-10-25,59.6744
2020-10-26,58.1586
2020-10-27,56.2295
2020-10-28,55.903
2020-10-29,53.5701
2020-10-30,52.2859
2020-10-31,52.2859
2020-11-01,52.2859
2020-11-02,52.8528
2020-11-03,57.2233
2020-11-04,51.5713
2020-11-05,56.2211
2020-11-06,51.6138
2020-11-07,51.6138
2020-11-08,51.6138
2020-11-09,58.1585
2020-11-10,61.0499
2020-11-11,59.5194
2020-11-12,55.3827
2020-11-13,55.3275
2020-11-14,55.3275
2020-11-15,55.3275
2020-11-16,56.0754
2020-11-17,55.2633
2020-11-18,52.3766
2020-11-19,52.2943
2020-11-20,52.2095
2020-11-21,52.2095
2020-11-22,52.2095
2020-11-23,54.7662
2020-11-24,57.8173
2020-11-25,55.6125
2020-11-26,55.6125
2020-11-27,56.0288
2020-11-28,56.0288
2020-11-29,56.0288
2020-11-30,53.6018
2020-12-01,54.9943
2020-12-02,55.7056
2020-12-03,55.4037
2020-12-04,57.614
2020-12-05,57.614
2020-12-06,57.614
2020-12-07,57.684
2020-12-08,56.2742
2020-12-09,57.2085
2020-12-10,56.3239
2020-12-11,55.5666
2020-12-12,55.5666
2020-12-13,55.5666
2020-12-14,54.7066
2020-12-15,57.6291
2020-12-16,57.9549
2020-12-17,57.6375
2020-12-18,56.9918
2020-12-19,56.9918
2020-12-20,56.9918
2020-12-21,56.3748
2020-12-22,55.4973
2020-12-23,56.2603
2020-12-24,55.6528
2020-12-25,55.6528
2020-12-26,55.6528
2020-12-27,55.6528
2020-12-28,55.4979
2020-12-29,53.1626
2020-12-30,54.4308
2020-12-31,55.0124
2021-01-01,55.0124
2021-01-02,55.0124
2021-01-03,55.0124
2021-01-04,53.1037
2021-01-05,54.3412
2021-01-06,57.2727
2021-01-07,57.191
2021-01-08,55.3138
2021-01-09,55.3138
2021-01-10,55.3138
2021-01-11,53.766
2021-01-12,52.3668
2021-01-13,50.0463
2021-01-14,50.4856
2021-01-15,48.1146
2021-01-16,48.1146
2021-01-17,48.1146
2021-01-18,48.1146
2021-01-19,49.5476
2021-01-20,49.068
2021-01-21,52.946
2021-01-22,54.8409
2021-01-23,54.8409
2021-01-24,54.8409
2021-01-25,53.6259
2021-01-26,52.9603
2021-01-27,50.3008
2021-01-28,49.2769
2021-01-29,45.9587
2021-01-30,45.9587
2021-01-31,45.9587
2021-02-01,48.4998
2021-02-02,50.0367
2021-02-03,59.5596
2021-02-04,58.6084
2021-02-05,59.6456
2021-02-06,59.6456
2021-02-07,59.6456
2021-02-08,63.4161
2021-02-09,64.3448
2021-02-10,65.178
2021-02-11,65.4023
2021-02-12,64.3111
2021-02-13,64.3111
2021-02-14,64.3111
2021-02-15,64.3111
2021-02-16,62.0175
2021-02-17,61.0046
2021-02-18,55.3898
2021-02-19,58.145
2021-02-20,58.145
2021-02-21,58.145
2021-02-22,60.6163
2021-02-23,57.1568
2021-02-24,58.5705
2021-02-25,52.2565
2021-02-26,53.6923
2021-02-27,53.6923
2021-02-28,53.6923
2021-03-01,55.2636
2021-03-02,54.0441
2021-03-03,55.7717
2021-03-04,53.1158
2021-03-05,52.5665
2021-03-06,52.5665
2021-03-07,52.5665
2021-03-08,52.9262
2021-03-09,53.5578
2021-03-10,56.7011
2021-03-11,56.9229
2021-03-12,58.1211
2021-03-13,58.1211
2021-03-14,58.1211
2021-03-15,57.3872
2021-03-16,54.7926
2021-03-17,56.8568
2021-03-18,55.2727
2021-03-19,53.9763
2021-03-20,53.9763
2021-03-21,53.9763
2021-03-22,50.1626
2021-03-23,45.8597
2021-03-24,45.195
2021-03-25,47.2767
2021-03-26,50.4094
2021-03-27,50.4094
2021-03-28,50.4094
2021-03-29,48.8719
2021-03-30,50.1307
2021-03-31,49.2147
2021-04-01,48.5387
2021-04-02,48.5387
2021-04-03,48.5387
2021-04-04,48.5387
2021-04-05,49.0302
2021-04-06,49.4507
2021-04-07,48.116
2021-04-08,46.8089
2021-04-09,47.1517
2021-04-10,47.1517
2021-04-11,47.1517
2021-04-12,47.0471
2021-04-13,44.812
2021-04-14,47.3972
2021-04-15,48.6277
2021-04-16,47.2194
2021-04-17,47.2194
2021-04-18,47.2194
2021-04-19,46.3033
2021-04-20,43.4855
2021-04-21,46.2123
2021-04-22,45.2445
2021-04-23,48.6131
2021-04-24,48.6131
2021-04-25,48.6131
2021-04-26,47.8899
2021-04-27,48.8458
2021-04-28,50.072
2021-04-29,47.8345
2021-04-30,44.6281
2021-05-01,44.6281
2021-05-02,44.6281
2021-05-03,44.8062
2021-05-04,42.2755
2021-05-05,41.1837
2021-05-06,45.1324
2021-05-07,45.7602
2021-05-08,45.7602
2021-05-09,45.7602
2021-05-10,45.613
2021-05-11,43.6513
2021-05-12,41.7042
2021-05-13,44.4485
2021-05-14,45.4125
2021-05-15,45.4125
2021-05-16,45.4125
2021-05-17,44.6116
2021-05-18,41.7065
2021-05-19,42.8972
2021-05-20,42.4601
2021-05-21,43.3402
2021-05-22,43.3402
2021-05-23,43.3402
2021-05-24,42.7126
2021-05-25,41.774
2021-05-26,42.445
2021-05-27,45.1893
2021-05-28,45.6362
2021-05-29,45.6362
2021-05-30,45.6362
2021-05-31,45.6362
2021-06-01,47.8663
2021-06-02,47.0231
2021-06-03,47.8468
2021-06-04,50.1297
2021-06-05,50.1297
2021-06-06,50.1297
2021-06-07,48.4115
2021-06-08,50.0896
2021-06-09,48.0889
2021-06-10,45.9128
2021-06-11,45.6117
2021-06-12,45.6117
2021-06-13,45.6117
2021-06-14,43.6723
2021-06-15,44.3186
2021-06-16,41.4204
2021-06-17,38.0426
2021-06-18,36.5129
2021-06-19,36.5129
2021-06-20,36.5129
2021-06-21,38.374
2021-06-22,38.069
2021-06-23,37.9798
2021-06-24,39.9452
2021-06-25,39.6802
2021-06-26,39.6802
2021-06-27,39.6802
2021-06-28,39.5568
2021-06-29,40.2867
2021-06-30,42.334
2021-07-01,43.7022
2021-07-02,42.4082
2021-07-03,42.4082
2021-07-04,42.4082
2021-07-05,42.4082
2021-07-06,41.0152
2021-07-07,40.7708
2021-07-08,39.3943
2021-07-09,43.89
2021-07-10,43.89
2021-07-11,43.89
2021-07-12,44.2193
2021-07-13,43.5727
2021-07-14,44.9356
2021-07-15,44.2901
2021-07-16,43.3693
2021-07-17,43.3693
2021-07-18,43.3693
2021-07-19,41.5807
2021-07-20,46.1028
2021-07-21,46.61
2021-07-22,43.951
2021-07-23,45.647
2021-07-24,45.647
2021-07-25,45.647
2021-07-26,46.0873
2021-07-27,44.8046
2021-07-28,46.0176
2021-07-29,49.4981
2021-07-30,49.1937
2021-07-31,49.1937
2021-08-01,49.1937
2021-08-02,47.4818
2021-08-03,48.0683
2021-08-04,47.8954
2021-08-05,48.2803
2021-08-06,51.3653
2021-08-07,51.3653
2021-08-08,51.3653
2021-08-09,49.8819
2021-08-10,51.1231
2021-08-11,54.5159
2021-08-12,54.3189
2021-08-13,53.5581
2021-08-14,53.5581
2021-08-15,53.5581
2021-08-16,51.0287
2021-08-17,48.8618
2021-08-18,46.6063
2021-08-19,44.4509
2021-08-20,44.2904
2021-08-21,44.2904
2021-08-22,44.2904
2021-08-23,44.9078
2021-08-24,47.5536
2021-08-25,49.0865
2021-08-26,46.6532
2021-08-27,49.5053
2021-08-28,49.5053
2021-08-29,49.5053
2021-08-30,48.4821
2021-08-31,47.7083
2021-09-01,48.1751
2021-09-02,49.1148
2021-09-03,48.9236
2021-09-04,48.9236
2021-09-05,48.9236
2021-09-06,48.9236
2021-09-07,46.9208
2021-09-08,44.5027
2021-09-09,42.4398
2021-09-10,41.0124
2021-09-11,41.0124
2021-09-12,41.0124
2021-09-13,43.5859
2021-09-14,41.5517
2021-09-15,43.0971
2021-09-16,43.6112
2021-09-17,44.2624
2021-09-18,44.2624
2021-09-19,44.2624
2021-09-20,40.1096
2021-09-21,39.4614
2021-09-22,42.059
2021-09-23,44.997
2021-09-24,44.667
2021-09-25,44.667
2021-09-26,44.667
2021-09-27,48.1301
2021-09-28,44.7397
2021-09-29,44.4254
2021-09-30,43.0186
2021-10-01,47.7713
2021-10-02,47.7713
2021-10-03,47.7713
2021-10-04,50.1787
2021-10-05,52.7838
2021-10-06,52.5731
2021-10-07,55.0476
2021-10-08,57.0748
2021-10-09,57.0748
2021-10-10,57.0748
2021-10-11,57.2174
2021-10-12,56.8657
2021-10-13,56.1517
2021-10-14,57.322
2021-10-15,57.873
2021-10-16,57.873
2021-10-17,57.873
2021-10-18,55.0933
2021-10-19,55.5481
2021-10-20,55.341
2021-10-21,55.6148
2021-10-22,52.5721
2021-10-23,52.5721
2021-10-24,52.5721
2021-10-25,54.342
2021-10-26,49.2468
2021-10-27,49.9711
2021-10-28,52.7934
2021-10-29,51.1712
2021-10-30,51.1712
2021-10-31,51.1712
2021-11-01,54.7962
2021-11-02,53.4284
2021-11-03,55.891
2021-11-04,56.1011
2021-11-05,57.937
2021-11-06,57.937
2021-11-07,57.937
2021-11-08,55.4232
2021-11-09,56.7666
2021-11-10,57.5605
2021-11-11,59.3069
2021-11-12,59.2242
2021-11-13,59.2242
2021-11-14,59.2242
2021-11-15,60.0874
2021-11-16,60.3191
2021-11-17,59.1643
2021-11-18,57.1612
2021-11-19,60.0508
2021-11-20,60.0508
2021-11-21,60.0508
2021-11-22,62.9617
2021-11-23,61.8292
2021-11-24,59.4877
2021-11-25,59.4877
2021-11-26,55.6432
2021-11-27,55.6432
2021-11-28,55.6432
2021-11-29,53.9693
2021-11-30,49.2365
2021-12-01,50.4018
2021-12-02,51.0158
2021-12-03,52.2076
2021-12-04,52.2076
2021-12-05,52.2076
2021-12-06,53.8706
2021-12-07,51.8967
2021-12-08,52.5709
2021-12-09,49.4954
2021-12-10,47.7921
2021-12-11,47.7921
2021-12-12,47.7921
2021-12-13,46.6638
2021-12-14,44.8093
2021-12-15,47.3973
2021-12-16,45.4638
2021-12-17,43.7614
2021-12-18,43.7614
2021-12-19,43.7614
2021-12-20,42.9991
2021-12-21,45.6817
2021-12-22,46.4219
2021-12-23,47.993
2021-12-24,47.993
2021-12-25,47.993
2021-12-26,47.993
2021-12-27,48.4792
2021-12-28,48.9727
2021-12-29,49.825
2021-12-30,48.1606
2021-12-31,48.6046
2022-01-01,48.6046
2022-01-02,48.6046
2022-01-03,50.3284
2022-01-04,54.0903
2022-01-05,51.7525
2022-01-06,54.3666
2022-01-07,52.9549
2022-01-08,52.9549
2022-01-09,52.9549
2022-01-10,51.09
2022-01-11,50.8105
2022-01-12,48.5447
2022-01-13,53.4865
2022-01-14,55.7978
2022-01-15,55.7978
2022-01-16,55.7978
2022-01-17,55.7978
2022-01-18,53.9266
2022-01-19,50.1866
2022-01-20,46.4251
2022-01-21,45.3514
2022-01-22,45.3514
2022-01-23,45.3514
2022-01-24,45.6116
2022-01-25,45.2494
2022-01-26,43.2539
2022-01-27,43.2539
2022-01-28,42.4041
2022-01-29,42.4041
2022-01-30,42.4041
2022-01-31,43.6961
2022-02-01,45.9193
2022-02-02,46.4834
2022-02-03,44.7336
2022-02-04,45.502
2022-02-05,45.502
2022-02-06,45.502
2022-02-07,44.6158
2022-02-08,46.4391
2022-02-09,49.0927
2022-02-10,48.5946
2022-02-11,47.5628
2022-02-12,47.5628
2022-02-13,47.5628
2022-02-14,47.637
2022-02-15,51.1749
2022-02-16,53.2856
2022-02-17,52.0846
2022-02-18,49.9663
2022-02-19,49.9663
2022-02-20,49.9663
2022-02-21,49.9663
2022-02-22,71.5282
2022-02-23,71.819
2022-02-24,71.4265
2022-02-25,71.6851
2022-02-26,71.6851
2022-02-27,71.6851
2022-02-28,71.083
2022-03-01,71.0181
2022-03-02,71.2491
2022-03-03,71.7155
2022-03-04,69.8873
2022-03-05,69.8873
2022-03-06,69.8873
2022-03-07,67.763
2022-03-08,68.4095
2022-03-09,68.4095
2022-03-10,68.0178
2022-03-11,68.1891
2022-03-12,68.1891
2022-03-13,68.1891
2022-03-14,68.4165
2022-03-15,68.3388
2022-03-16,68.5238
2022-03-17,68.788
2022-03-18,68.364
2022-03-19,68.364
2022-03-20,68.364
2022-03-21,67.1228
2022-03-22,67.7494
2022-03-23,67.3511
2022-03-24,67.0339
2022-03-25,67.2391
2022-03-26,67.2391
2022-03-27,67.2391
2022-03-28,67.5869
2022-03-29,67.1444
2022-03-30,66.6928
2022-03-31,66.8721
2022-04-01,67.2885
2022-04-02,67.2885
2022-04-03,67.2885
2022-04-04,67.0161
2022-04-05,66.0211
2022-04-06,66.0211
2022-04-07,66.0211
2022-04-08,65.9008
2022-04-09,65.9008
2022-04-10,65.9008
2022-04-11,65.965
2022-04-12,65.965
2022-04-13,66.1355
2022-04-14,67.1569
2022-04-15,67.1569
2022-04-16,67.1569
2022-04-17,67.1569
2022-04-18,67.3606
2022-04-19,68.2765
2022-04-20,68.057
2022-04-21,67.0169
2022-04-22,66.9413
2022-04-23,66.9413
2022-04-24,66.9413
2022-04-25,67.0182
2022-04-26,66.5374
2022-04-27,66.2914
2022-04-28,66.2914
2022-04-29,66.117
2022-04-30,66.117
2022-05-01,66.117
2022-05-02,66.2548
2022-05-03,66.162
2022-05-04,66.2598
2022-05-05,65.8662
2022-05-06,66.3826
2022-05-07,66.3826
2022-05-08,66.3826
2022-05-09,65.2591
2022-05-10,65.2591
2022-05-11,65.3162
2022-05-12,65.2053
2022-05-13,65.7467
2022-05-14,65.7467
2022-05-15,65.7467
2022-05-16,65.2797
2022-05-17,65.5957
2022-05-18,64.8629
2022-05-19,64.8629
2022-05-20,65.8826
2022-05-21,65.8826
2022-05-22,65.8826
2022-05-23,65.3594
2022-05-24,65.4304
2022-05-25,66.4961
2022-05-26,66.7786
2022-05-27,65.4931
2022-05-28,65.4931
2022-05-29,65.4931
2022-05-30,65.4931
2022-05-31,65.5693
2022-06-01,64.829
2022-06-02,65.3949
2022-06-03,64.9317
2022-06-04,64.9317
2022-06-05,64.9317
2022-06-06,64.6161
2022-06-07,64.6161
2022-06-08,64.2817
2022-06-09,63.7697
2022-06-10,64.0658
2022-06-11,64.0658
2022-06-12,64.0658
2022-06-13,62.1394
2022-06-14,61.9642
2022-06-15,62.6184
2022-06-16,59.9514
2022-06-17,60.3012
2022-06-18,60.3012
2022-06-19,60.3012
2022-06-20,60.3012
2022-06-21,62.1265
2022-06-22,61.3964
2022-06-23,63.2929
2022-06-24,61.9956
2022-06-25,61.9956
2022-06-26,61.9956
2022-06-27,62.7847
2022-06-28,62.212
2022-06-29,62.212
2022-06-30,63.7455
2022-07-01,62.7326
2022-07-02,62.7326
2022-07-03,62.7326
2022-07-04,62.7326
2022-07-05,63.0966
2022-07-06,62.8848
2022-07-07,63.2674
2022-07-08,62.8208
2022-07-09,62.8208
2022-07-10,62.8208
2022-07-11,61.9164
2022-07-12,62.1979
2022-07-13,62.4847
2022-07-14,62.7769
2022-07-15,62.7769
2022-07-16,62.7769
2022-07-17,62.7769
2022-07-18,63.0846
2022-07-19,63.0846
2022-07-20,62.2585
2022-07-21,62.7629
2022-07-22,62.1897
2022-07-23,62.1897
2022-07-24,62.1897
2022-07-25,62.8909
2022-07-26,61.418
2022-07-27,63.0303
2022-07-28,63.3821
2022-07-29,63.0716
2022-07-30,63.0716
2022-07-31,63.0716
2022-08-01,64.3365
2022-08-02,64.5161
2022-08-03,64.5161
2022-08-04,64.5161
2022-08-05,64.5161
2022-08-06,64.5161
2022-08-07,64.5161
2022-08-08,64.5161
2022-08-09,64.5161
2022-08-10,64.5161
2022-08-11,64.5161
2022-08-12,64.5161
2022-08-13,64.5161
2022-08-14,64.5161
2022-08-15,64.5161
2022-08-16,64.5161
2022-08-17,64.5161
2022-08-18,64.5161
2022-08-19,64.5161
2022-08-20,64.5161
2022-08-21,64.5161
2022-08-22,64.5161
2022-08-23,64.5161
2022-08-24,64.5161
2022-08-25,64.5161
2022-08-26,64.5161
2022-08-27,64.5161
2022-08-28,64.5161
2022-08-29,64.5161
2022-08-30,64.5161
2022-08-31,64.5161
2022-09-01,64.5161
2022-09-02,64.5161
2022-09-03,64.5161
2022-09-04,64.5161
2022-09-05,64.5161
2022-09-06,64.5161
2022-09-07,64.5161
2022-09-08,64.5161
2022-09-09,64.5161
2022-09-10,64.5161
2022-09-11,64.5161
2022-09-12,64.5161
2022-09-13,64.5161
2022-09-14,64.5161
2022-09-15,64.5161
2022-09-16,64.5161
2022-09-17,64.5161
2022-09-18,64.5161
2022-09-19,64.5161
2022-09-20,64.5161
2022-09-21,64.5161
2022-09-22,64.5161
2022-09-23,64.5161
2022-09-24,64.5161
2022-09-25,64.5161
2022-09-26,64.5161
2022-09-27,64.5161
2022-09-28,64.5161
2022-09-29,64.5161
2022-09-30,64.5161
2022-10-01,64.5161
2022-10-02,64.5161
2022-10-03,64.5161
2022-10-04,64.5161
2022-10-05,64.5161
2022-10-06,64.5161
2022-10-07,64.5161
2022-10-08,64.5161
2022-10-09,64.5161
2022-10-10,64.5161
2022-10-11,64.5161
2022-10-12,64.5161
2022-10-13,64.5161
2022-10-14,64.5161
2022-10-15,64.5161
2022-10-16,64.5161
2022-10-17,64.5161
2022-10-18,64.5161
2022-10-19,64.5161
2022-10-20,64.5161
2022-10-21,64.5161
2022-10-22,64.5161
2022-10-23,64.5161
2022-10-24,64.5161
2022-10-25,64.5161
2022-10-26,64.5161
2022-10-27,64.5161
2022-10-28,64.5161
2022-10-29,64.5161
2022-10-30,64.5161
2022-10-31,64.5161
2022-11-01,64.5161
2022-11-02,64.5161
2022-11-03,64.5161
2022-11-04,64.5161
2022-11-05,64.5161
2022-11-06,64.5161
2022-11-07,64.5161
2022-11-08,64.5161
2022-11-09,64.5161
2022-11-10,64.5161
2022-11-11,64.5161
2022-11-12,64.5161
2022-11-13,64.5161
2022-11-14,64.5161
2022-11-15,64.5161
2022-11-16,64.5161
2022-11-17,64.5161
2022-11-18,64.5161
2022-11-19,64.5161
2022-11-20,64.5161
2022-11-21,64.5161
2022-11-22,64.5161
2022-11-23,64.5161
2022-11-24,64.5161
2022-11-25,64.5161
2022-11-26,64.5161
2022-11-27,64.5161
2022-11-28,64.5161
2022-11-29,64.5161
2022-11-30,64.5161
2022-12-01,64.5161
2022-12-02,64.5161
2022-12-03,64.5161
2022-12-04,64.5161
2022-12-05,64.5161
2022-12-06,64.5161
2022-12-07,64.5161
2022-12-08,64.5161
2022-12-09,64.5161
2022-12-10,64.5161
2022-12-11,64.5161
2022-12-12,64.5161
2022-12-13,64.5161
2022-12-14,64.5161
2022-12-15,64.5161
2022-12-16,64.5161
2022-12-17,64.5161
2022-12-18,64.5161
2022-12-19,64.5161
2022-12-20,64.5161
2022-12-21,64.5161
2022-12-22,64.5161
2022-12-23,64.5161
2022-12-24,64.5161
2022-12-25,64.5161
2022-12-26,64.5161
2022-12-27,64.5161
2022-12-28,64.5161
2022-12-29,64.5161
2022-12-30,64.5161
2022-12-31,64.5161
2023-01-01,64.5161
2023-01-02,64.5161
2023-01-03,64.5161
2023-01-04,64.5161
2023-01-05,64.5161
2023-01-06,64.5161
2023-01-07,64.5161
2023-01-08,64.5161
2023-01-09,64.5161
2023-01-10,64.5161
2023-01-11,64.5161
2023-01-12,64.5161
2023-01-13,64.5161
2023-01-14,64.5161
2023-01-15,64.5161
2023-01-16,64.5161
2023-01-17,64.5161
2023-01-18,64.5161
2023-01-19,64.5161
2023-01-20,64.5161
2023-01-21,64.5161
2023-01-22,64.5161
2023-01-23,64.5161
2023-01-24,64.5161
2023-01-25,64.5161
2023-01-26,64.5161
2023-01-27,64.5161
2023-01-28,64.5161
2023-01-29,64.5161
2023-01-30,64.5161
2023-01-31,64.5161
2023-02-01,64.5161
2023-02-02,64.5161
2023-02-03,64.5161
2023-02-04,64.5161
2023-02-05,64.5161
2023-02-06,64.5161
2023-02-07,64.5161
2023-02-08,64.5161
2023-02-09,64.5161
2023-02-10,64.5161
2023-02-11,64.5161
2023-02-12,64.5161
2023-02-13,64.5161
2023-02-14,64.5161
2023-02-15,64.5161
2023-02-16,64.5161
2023-02-17,64.5161
2023-02-18,64.5161
2023-02-19,64.5161
2023-02-20,64.5161
2023-02-21,64.5161
2023-02-22,64.5161
2023-02-23,64.5161
2023-02-24,64.5161
2023-02-25,64.5161
2023-02-26,64.5161
2023-02-27,64.5161
2023-02-28,64.5161
2023-03-01,64.5161
2023-03-02,64.5161
2023-03-03,64.5161
2023-03-04,64.5161
2023-03-05,64.5161
2023-03-06,64.5161
2023-03-07,64.5161
2023-03-08,64.5161
2023-03-09,64.5161
2023-03-10,64.5161
2023-03-11,64.5161
2023-03-12,64.5161
2023-03-13,64.5161
2023-03-14,64.5161
2023-03-15,64.5161
2023-03-16,64.5161
2023-03-17,64.5161
