,AEO US Equity
2020-06-15,57.2948
2020-06-16,58.631
2020-06-17,56.6688
2020-06-18,57.8736
2020-06-19,54.5692
2020-06-20,54.5692
2020-06-21,54.5692
2020-06-22,55.7773
2020-06-23,56.2972
2020-06-24,53.1464
2020-06-25,52.3307
2020-06-26,50.2779
2020-06-27,50.2779
2020-06-28,50.2779
2020-06-29,52.1478
2020-06-30,51.531
2020-07-01,51.2176
2020-07-02,51.9729
2020-07-03,51.9729
2020-07-04,51.9729
2020-07-05,51.9729
2020-07-06,53.0998
2020-07-07,50.6415
2020-07-08,51.1484
2020-07-09,48.91
2020-07-10,50.3938
2020-07-11,50.3938
2020-07-12,50.3938
2020-07-13,49.3911
2020-07-14,49.9678
2020-07-15,52.1822
2020-07-16,53.3852
2020-07-17,51.1111
2020-07-18,51.1111
2020-07-19,51.1111
2020-07-20,47.6263
2020-07-21,49.0554
2020-07-22,48.0479
2020-07-23,48.1749
2020-07-24,46.376
2020-07-25,46.376
2020-07-26,46.376
2020-07-27,46.0665
2020-07-28,47.0713
2020-07-29,50.7396
2020-07-30,48.9239
2020-07-31,48.0745
2020-08-01,48.0745
2020-08-02,48.0745
2020-08-03,49.0334
2020-08-04,51.9933
2020-08-05,52.0744
2020-08-06,50.529
2020-08-07,51.7562
2020-08-08,51.7562
2020-08-09,51.7562
2020-08-10,53.2055
2020-08-11,54.4984
2020-08-12,56.995
2020-08-13,54.9323
2020-08-14,54.4582
2020-08-15,54.4582
2020-08-16,54.4582
2020-08-17,55.569
2020-08-18,52.5836
2020-08-19,53.1212
2020-08-20,51.9036
2020-08-21,49.8139
2020-08-22,49.8139
2020-08-23,49.8139
2020-08-24,51.6525
2020-08-25,51.1448
2020-08-26,52.6758
2020-08-27,55.1672
2020-08-28,56.5094
2020-08-29,56.5094
2020-08-30,56.5094
2020-08-31,57.5533
2020-09-01,58.2067
2020-09-02,59.0881
2020-09-03,56.9281
2020-09-04,57.9226
2020-09-05,57.9226
2020-09-06,57.9226
2020-09-07,57.9226
2020-09-08,59.2465
2020-09-09,60.0496
2020-09-10,58.7381
2020-09-11,61.0708
2020-09-12,61.0708
2020-09-13,61.0708
2020-09-14,64.6005
2020-09-15,62.7334
2020-09-16,65.5143
2020-09-17,62.7912
2020-09-18,61.4697
2020-09-19,61.4697
2020-09-20,61.4697
2020-09-21,58.9048
2020-09-22,58.1022
2020-09-23,58.6845
2020-09-24,58.1619
2020-09-25,59.2872
2020-09-26,59.2872
2020-09-27,59.2872
2020-09-28,61.0915
2020-09-29,56.6744
2020-09-30,59.5902
2020-10-01,59.9641
2020-10-02,61.505
2020-10-03,61.505
2020-10-04,61.505
2020-10-05,61.7698
2020-10-06,58.641
2020-10-07,61.6548
2020-10-08,60.1436
2020-10-09,59.3906
2020-10-10,59.3906
2020-10-11,59.3906
2020-10-12,57.891
2020-10-13,56.803
2020-10-14,57.5532
2020-10-15,58.9544
2020-10-16,57.0573
2020-10-17,57.0573
2020-10-18,57.0573
2020-10-19,53.3605
2020-10-20,52.5825
2020-10-21,51.3967
2020-10-22,54.1528
2020-10-23,54.9805
2020-10-24,54.9805
2020-10-25,54.9805
2020-10-26,52.2394
2020-10-27,51.4744
2020-10-28,50.0907
2020-10-29,50.5784
2020-10-30,50.532
2020-10-31,50.532
2020-11-01,50.532
2020-11-02,53.6568
2020-11-03,55.4605
2020-11-04,52.3922
2020-11-05,54.2339
2020-11-06,53.52
2020-11-07,53.52
2020-11-08,53.52
2020-11-09,59.8921
2020-11-10,58.1485
2020-11-11,55.7003
2020-11-12,53.6659
2020-11-13,54.4711
2020-11-14,54.4711
2020-11-15,54.4711
2020-11-16,57.783
2020-11-17,59.3138
2020-11-18,60.0015
2020-11-19,60.9026
2020-11-20,60.3209
2020-11-21,60.3209
2020-11-22,60.3209
2020-11-23,63.9969
2020-11-24,62.1243
2020-11-25,64.0761
2020-11-26,64.0761
2020-11-27,64.1034
2020-11-28,64.1034
2020-11-29,64.1034
2020-11-30,61.6292
2020-12-01,61.198
2020-12-02,62.5532
2020-12-03,64.1093
2020-12-04,64.8371
2020-12-05,64.8371
2020-12-06,64.8371
2020-12-07,65.776
2020-12-08,65.8315
2020-12-09,66.144
2020-12-10,66.7726
2020-12-11,64.9025
2020-12-12,64.9025
2020-12-13,64.9025
2020-12-14,62.8605
2020-12-15,63.8767
2020-12-16,62.3753
2020-12-17,64.3346
2020-12-18,61.6661
2020-12-19,61.6661
2020-12-20,61.6661
2020-12-21,62.3907
2020-12-22,62.5902
2020-12-23,65.0213
2020-12-24,62.9068
2020-12-25,62.9068
2020-12-26,62.9068
2020-12-27,62.9068
2020-12-28,64.0833
2020-12-29,64.399
2020-12-30,63.3053
2020-12-31,63.072
2021-01-01,63.072
2021-01-02,63.072
2021-01-03,63.072
2021-01-04,61.8923
2021-01-05,64.6932
2021-01-06,68.1754
2021-01-07,69.0062
2021-01-08,69.194
2021-01-09,69.194
2021-01-10,69.194
2021-01-11,70.8888
2021-01-12,71.8977
2021-01-13,69.9407
2021-01-14,70.4861
2021-01-15,67.9945
2021-01-16,67.9945
2021-01-17,67.9945
2021-01-18,67.9945
2021-01-19,68.2212
2021-01-20,67.2965
2021-01-21,70.6199
2021-01-22,71.4869
2021-01-23,71.4869
2021-01-24,71.4869
2021-01-25,68.7869
2021-01-26,68.3125
2021-01-27,61.4598
2021-01-28,62.9958
2021-01-29,61.4256
2021-01-30,61.4256
2021-01-31,61.4256
2021-02-01,61.0196
2021-02-02,62.709
2021-02-03,65.0171
2021-02-04,67.4488
2021-02-05,68.5905
2021-02-06,68.5905
2021-02-07,68.5905
2021-02-08,67.8943
2021-02-09,66.0278
2021-02-10,66.0554
2021-02-11,66.1973
2021-02-12,64.7957
2021-02-13,64.7957
2021-02-14,64.7957
2021-02-15,64.7957
2021-02-16,66.7751
2021-02-17,64.942
2021-02-18,62.8856
2021-02-19,64.0328
2021-02-20,64.0328
2021-02-21,64.0328
2021-02-22,64.8529
2021-02-23,65.8378
2021-02-24,68.9722
2021-02-25,64.1538
2021-02-26,63.6484
2021-02-27,63.6484
2021-02-28,63.6484
2021-03-01,65.0718
2021-03-02,59.7918
2021-03-03,60.7588
2021-03-04,66.6234
2021-03-05,68.4575
2021-03-06,68.4575
2021-03-07,68.4575
2021-03-08,70.4903
2021-03-09,67.6444
2021-03-10,69.6162
2021-03-11,67.9855
2021-03-12,68.7767
2021-03-13,68.7767
2021-03-14,68.7767
2021-03-15,70.3136
2021-03-16,69.0547
2021-03-17,69.1139
2021-03-18,66.3991
2021-03-19,66.3556
2021-03-20,66.3556
2021-03-21,66.3556
2021-03-22,62.4621
2021-03-23,56.1961
2021-03-24,54.5221
2021-03-25,58.3941
2021-03-26,60.8167
2021-03-27,60.8167
2021-03-28,60.8167
2021-03-29,56.0987
2021-03-30,59.2988
2021-03-31,59.4675
2021-04-01,58.9307
2021-04-02,58.9307
2021-04-03,58.9307
2021-04-04,58.9307
2021-04-05,60.7007
2021-04-06,61.2485
2021-04-07,63.2461
2021-04-08,63.9522
2021-04-09,65.9984
2021-04-10,65.9984
2021-04-11,65.9984
2021-04-12,67.063
2021-04-13,64.8234
2021-04-14,65.6395
2021-04-15,67.9962
2021-04-16,68.2465
2021-04-17,68.2465
2021-04-18,68.2465
2021-04-19,69.3701
2021-04-20,68.0873
2021-04-21,70.4905
2021-04-22,71.2569
2021-04-23,72.7771
2021-04-24,72.7771
2021-04-25,72.7771
2021-04-26,64.9343
2021-04-27,66.0659
2021-04-28,64.0498
2021-04-29,63.3828
2021-04-30,61.051
2021-05-01,61.051
2021-05-02,61.051
2021-05-03,64.0828
2021-05-04,63.2293
2021-05-05,62.7523
2021-05-06,63.3424
2021-05-07,64.4373
2021-05-08,64.4373
2021-05-09,64.4373
2021-05-10,64.1495
2021-05-11,60.8396
2021-05-12,55.9643
2021-05-13,57.2745
2021-05-14,61.0237
2021-05-15,61.0237
2021-05-16,61.0237
2021-05-17,62.1573
2021-05-18,58.2784
2021-05-19,55.7399
2021-05-20,51.3585
2021-05-21,51.2943
2021-05-22,51.2943
2021-05-23,51.2943
2021-05-24,51.1841
2021-05-25,52.3703
2021-05-26,56.1315
2021-05-27,57.5829
2021-05-28,56.2826
2021-05-29,56.2826
2021-05-30,56.2826
2021-05-31,56.2826
2021-06-01,53.949
2021-06-02,52.2458
2021-06-03,51.6466
2021-06-04,52.0261
2021-06-05,52.0261
2021-06-06,52.0261
2021-06-07,51.0363
2021-06-08,53.0971
2021-06-09,52.0814
2021-06-10,51.1863
2021-06-11,53.4098
2021-06-12,53.4098
2021-06-13,53.4098
2021-06-14,54.338
2021-06-15,52.9733
2021-06-16,54.1219
2021-06-17,52.5195
2021-06-18,50.1438
2021-06-19,50.1438
2021-06-20,50.1438
2021-06-21,53.0927
2021-06-22,56.064
2021-06-23,57.7767
2021-06-24,59.4308
2021-06-25,59.0407
2021-06-26,59.0407
2021-06-27,59.0407
2021-06-28,56.6801
2021-06-29,57.5765
2021-06-30,58.3169
2021-07-01,58.4707
2021-07-02,58.0003
2021-07-03,58.0003
2021-07-04,58.0003
2021-07-05,58.0003
2021-07-06,56.9409
2021-07-07,52.2393
2021-07-08,51.9191
2021-07-09,55.2576
2021-07-10,55.2576
2021-07-11,55.2576
2021-07-12,56.6023
2021-07-13,54.7206
2021-07-14,54.6948
2021-07-15,49.8392
2021-07-16,48.0095
2021-07-17,48.0095
2021-07-18,48.0095
2021-07-19,47.769
2021-07-20,50.4306
2021-07-21,51.8553
2021-07-22,50.5404
2021-07-23,50.3048
2021-07-24,50.3048
2021-07-25,50.3048
2021-07-26,51.8379
2021-07-27,50.8543
2021-07-28,49.6601
2021-07-29,49.8094
2021-07-30,49.9884
2021-07-31,49.9884
2021-08-01,49.9884
2021-08-02,50.6388
2021-08-03,49.7027
2021-08-04,45.4555
2021-08-05,47.8804
2021-08-06,50.2934
2021-08-07,50.2934
2021-08-08,50.2934
2021-08-09,48.3436
2021-08-10,51.9339
2021-08-11,52.6424
2021-08-12,48.5804
2021-08-13,47.3358
2021-08-14,47.3358
2021-08-15,47.3358
2021-08-16,44.9933
2021-08-17,42.5199
2021-08-18,43.4967
2021-08-19,44.849
2021-08-20,46.255
2021-08-21,46.255
2021-08-22,46.255
2021-08-23,47.1999
2021-08-24,49.7722
2021-08-25,45.3507
2021-08-26,44.0787
2021-08-27,47.4782
2021-08-28,47.4782
2021-08-29,47.4782
2021-08-30,45.6755
2021-08-31,43.5693
2021-09-01,42.7142
2021-09-02,37.7419
2021-09-03,37.5934
2021-09-04,37.5934
2021-09-05,37.5934
2021-09-06,37.5934
2021-09-07,36.9619
2021-09-08,36.9466
2021-09-09,38.0858
2021-09-10,38.4336
2021-09-11,38.4336
2021-09-12,38.4336
2021-09-13,38.3993
2021-09-14,36.9152
2021-09-15,37.3184
2021-09-16,38.793
2021-09-17,38.6271
2021-09-18,38.6271
2021-09-19,38.6271
2021-09-20,37.7368
2021-09-21,38.2582
2021-09-22,39.2488
2021-09-23,41.9583
2021-09-24,43.096
2021-09-25,43.096
2021-09-26,43.096
2021-09-27,42.6744
2021-09-28,42.629
2021-09-29,41.8234
2021-09-30,38.3135
2021-10-01,39.4042
2021-10-02,39.4042
2021-10-03,39.4042
2021-10-04,38.5742
2021-10-05,36.5059
2021-10-06,35.4656
2021-10-07,39.239
2021-10-08,38.77
2021-10-09,38.77
2021-10-10,38.77
2021-10-11,36.9428
2021-10-12,38.3796
2021-10-13,37.8324
2021-10-14,38.4044
2021-10-15,38.9852
2021-10-16,38.9852
2021-10-17,38.9852
2021-10-18,42.3274
2021-10-19,41.9042
2021-10-20,41.1941
2021-10-21,40.531
2021-10-22,39.7276
2021-10-23,39.7276
2021-10-24,39.7276
2021-10-25,40.5875
2021-10-26,40.5626
2021-10-27,39.144
2021-10-28,39.7179
2021-10-29,38.5642
2021-10-30,38.5642
2021-10-31,38.5642
2021-11-01,44.3121
2021-11-02,43.6174
2021-11-03,48.3235
2021-11-04,48.238
2021-11-05,48.5209
2021-11-06,48.5209
2021-11-07,48.5209
2021-11-08,47.5939
2021-11-09,49.4627
2021-11-10,46.841
2021-11-11,48.3222
2021-11-12,49.77
2021-11-13,49.77
2021-11-14,49.77
2021-11-15,50.6408
2021-11-16,52.2909
2021-11-17,49.1732
2021-11-18,53.4906
2021-11-19,49.7361
2021-11-20,49.7361
2021-11-21,49.7361
2021-11-22,51.2032
2021-11-23,54.6401
2021-11-24,52.9013
2021-11-25,52.9013
2021-11-26,49.1776
2021-11-27,49.1776
2021-11-28,49.1776
2021-11-29,49.4974
2021-11-30,46.8542
2021-12-01,46.7054
2021-12-02,47.9317
2021-12-03,48.1041
2021-12-04,48.1041
2021-12-05,48.1041
2021-12-06,50.8
2021-12-07,52.3213
2021-12-08,51.8845
2021-12-09,50.282
2021-12-10,47.8366
2021-12-11,47.8366
2021-12-12,47.8366
2021-12-13,41.7917
2021-12-14,42.5633
2021-12-15,42.7143
2021-12-16,40.1987
2021-12-17,41.2262
2021-12-18,41.2262
2021-12-19,41.2262
2021-12-20,39.2596
2021-12-21,42.1453
2021-12-22,42.1013
2021-12-23,42.7509
2021-12-24,42.7509
2021-12-25,42.7509
2021-12-26,42.7509
2021-12-27,45.2039
2021-12-28,46.06
2021-12-29,50.1184
2021-12-30,50.0117
2021-12-31,48.8031
2022-01-01,48.8031
2022-01-02,48.8031
2022-01-03,48.668
2022-01-04,49.2784
2022-01-05,46.6546
2022-01-06,46.2566
2022-01-07,45.1409
2022-01-08,45.1409
2022-01-09,45.1409
2022-01-10,43.991
2022-01-11,45.965
2022-01-12,43.9929
2022-01-13,45.8515
2022-01-14,45.3151
2022-01-15,45.3151
2022-01-16,45.3151
2022-01-17,45.3151
2022-01-18,43.7785
2022-01-19,43.1265
2022-01-20,39.2996
2022-01-21,39.05
2022-01-22,39.05
2022-01-23,39.05
2022-01-24,45.4076
2022-01-25,46.7915
2022-01-26,44.272
2022-01-27,44.8144
2022-01-28,43.8096
2022-01-29,43.8096
2022-01-30,43.8096
2022-01-31,45.1441
2022-02-01,46.4296
2022-02-02,45.6393
2022-02-03,44.1368
2022-02-04,44.4304
2022-02-05,44.4304
2022-02-06,44.4304
2022-02-07,45.1267
2022-02-08,47.8316
2022-02-09,48.3645
2022-02-10,48.4925
2022-02-11,45.4054
2022-02-12,45.4054
2022-02-13,45.4054
2022-02-14,45.4393
2022-02-15,46.0287
2022-02-16,45.6983
2022-02-17,42.3531
2022-02-18,41.6257
2022-02-19,41.6257
2022-02-20,41.6257
2022-02-21,41.6257
2022-02-22,40.274
2022-02-23,38.3542
2022-02-24,41.7555
2022-02-25,43.3367
2022-02-26,43.3367
2022-02-27,43.3367
2022-02-28,42.5758
2022-03-01,41.0064
2022-03-02,44.0443
2022-03-03,39.1088
2022-03-04,36.4346
2022-03-05,36.4346
2022-03-06,36.4346
2022-03-07,33.4833
2022-03-08,37.045
2022-03-09,39.0823
2022-03-10,39.3706
2022-03-11,38.0062
2022-03-12,38.0062
2022-03-13,38.0062
2022-03-14,39.1628
2022-03-15,39.9901
2022-03-16,42.233
2022-03-17,43.2818
2022-03-18,44.3895
2022-03-19,44.3895
2022-03-20,44.3895
2022-03-21,41.3352
2022-03-22,41.9805
2022-03-23,40.0658
2022-03-24,40.2336
2022-03-25,39.9788
2022-03-26,39.9788
2022-03-27,39.9788
2022-03-28,40.228
2022-03-29,43.191
2022-03-30,40.4344
2022-03-31,39.421
2022-04-01,37.7525
2022-04-02,37.7525
2022-04-03,37.7525
2022-04-04,38.894
2022-04-05,37.9931
2022-04-06,37.4324
2022-04-07,37.9628
2022-04-08,39.2935
2022-04-09,39.2935
2022-04-10,39.2935
2022-04-11,40.4266
2022-04-12,40.8832
2022-04-13,43.9916
2022-04-14,44.1002
2022-04-15,44.1002
2022-04-16,44.1002
2022-04-17,44.1002
2022-04-18,44.6919
2022-04-19,45.1424
2022-04-20,44.8589
2022-04-21,42.7307
2022-04-22,38.4876
2022-04-23,38.4876
2022-04-24,38.4876
2022-04-25,39.8041
2022-04-26,38.1653
2022-04-27,37.4917
2022-04-28,40.1237
2022-04-29,39.0507
2022-04-30,39.0507
2022-05-01,39.0507
2022-05-02,41.1166
2022-05-03,40.1951
2022-05-04,42.4327
2022-05-05,40.3243
2022-05-06,38.6226
2022-05-07,38.6226
2022-05-08,38.6226
2022-05-09,37.6271
2022-05-10,38.2853
2022-05-11,36.5639
2022-05-12,39.5003
2022-05-13,40.0189
2022-05-14,40.0189
2022-05-15,40.0189
2022-05-16,39.3743
2022-05-17,41.6042
2022-05-18,38.4643
2022-05-19,38.3374
2022-05-20,38.0519
2022-05-21,38.0519
2022-05-22,38.0519
2022-05-23,37.04
2022-05-24,35.0148
2022-05-25,40.9235
2022-05-26,42.6352
2022-05-27,40.1992
2022-05-28,40.1992
2022-05-29,40.1992
2022-05-30,40.1992
2022-05-31,37.8422
2022-06-01,37.8188
2022-06-02,37.5306
2022-06-03,40.6866
2022-06-04,40.6866
2022-06-05,40.6866
2022-06-06,39.763
2022-06-07,40.3467
2022-06-08,41.5191
2022-06-09,40.3434
2022-06-10,38.9375
2022-06-11,38.9375
2022-06-12,38.9375
2022-06-13,38.8056
2022-06-14,38.0321
2022-06-15,40.1182
2022-06-16,39.5283
2022-06-17,39.4711
2022-06-18,39.4711
2022-06-19,39.4711
2022-06-20,39.4711
2022-06-21,39.2362
2022-06-22,39.9296
2022-06-23,39.8668
2022-06-24,44.5123
2022-06-25,44.5123
2022-06-26,44.5123
2022-06-27,43.8992
2022-06-28,42.26
2022-06-29,40.5959
2022-06-30,38.919
2022-07-01,40.0828
2022-07-02,40.0828
2022-07-03,40.0828
2022-07-04,40.0828
2022-07-05,41.0587
2022-07-06,40.9601
2022-07-07,42.5073
2022-07-08,42.4354
2022-07-09,42.4354
2022-07-10,42.4354
2022-07-11,43.0828
2022-07-12,42.8527
2022-07-13,43.5287
2022-07-14,42.1788
2022-07-15,43.1972
2022-07-16,43.1972
2022-07-17,43.1972
2022-07-18,42.8683
2022-07-19,44.4541
2022-07-20,45.7434
2022-07-21,45.2454
2022-07-22,45.8552
2022-07-23,45.8552
2022-07-24,45.8552
2022-07-25,44.9144
2022-07-26,40.4505
2022-07-27,43.994
2022-07-28,45.8684
2022-07-29,46.1275
2022-07-30,46.1275
2022-07-31,46.1275
2022-08-01,46.4983
2022-08-02,44.6803
2022-08-03,47.8445
2022-08-04,47.1471
2022-08-05,46.6778
2022-08-06,46.6778
2022-08-07,46.6778
2022-08-08,49.6338
2022-08-09,44.5268
2022-08-10,46.8588
2022-08-11,49.2086
2022-08-12,50.9584
2022-08-13,50.9584
2022-08-14,50.9584
2022-08-15,51.137
2022-08-16,54.9945
2022-08-17,51.9633
2022-08-18,53.631
2022-08-19,51.467
2022-08-20,51.467
2022-08-21,51.467
2022-08-22,49.1178
2022-08-23,49.1615
2022-08-24,47.3951
2022-08-25,47.9934
2022-08-26,46.1152
2022-08-27,46.1152
2022-08-28,46.1152
2022-08-29,45.4608
2022-08-30,46.1036
2022-08-31,43.999
2022-09-01,43.7559
2022-09-02,43.5485
2022-09-03,43.5485
2022-09-04,43.5485
2022-09-05,43.5485
2022-09-06,44.2592
2022-09-07,45.9382
2022-09-08,41.7043
2022-09-09,42.3034
2022-09-10,42.3034
2022-09-11,42.3034
2022-09-12,44.6056
2022-09-13,42.3301
2022-09-14,43.5535
2022-09-15,43.4706
2022-09-16,44.4556
2022-09-17,44.4556
2022-09-18,44.4556
2022-09-19,45.1151
2022-09-20,43.771
2022-09-21,44.0583
2022-09-22,43.1459
2022-09-23,41.4583
2022-09-24,41.4583
2022-09-25,41.4583
2022-09-26,39.846
2022-09-27,41.3366
2022-09-28,43.099
2022-09-29,41.5408
2022-09-30,40.2089
2022-10-01,40.2089
2022-10-02,40.2089
2022-10-03,42.6628
2022-10-04,44.7731
2022-10-05,45.8611
2022-10-06,46.4923
2022-10-07,45.0594
2022-10-08,45.0594
2022-10-09,45.0594
2022-10-10,43.3898
2022-10-11,42.9197
2022-10-12,42.2567
2022-10-13,43.4824
2022-10-14,42.3565
2022-10-15,42.3565
2022-10-16,42.3565
2022-10-17,43.6044
2022-10-18,44.7761
2022-10-19,43.7828
2022-10-20,43.2088
2022-10-21,46.0683
2022-10-22,46.0683
2022-10-23,46.0683
2022-10-24,48.3818
2022-10-25,50.347
2022-10-26,50.5829
2022-10-27,51.0639
2022-10-28,51.4308
2022-10-29,51.4308
2022-10-30,51.4308
2022-10-31,52.1116
2022-11-01,51.4336
2022-11-02,46.0421
2022-11-03,48.9078
2022-11-04,51.7918
2022-11-05,51.7918
2022-11-06,51.7918
2022-11-07,52.9141
2022-11-08,52.9141
2022-11-09,48.7821
2022-11-10,53.8283
2022-11-11,56.751
2022-11-12,56.751
2022-11-13,56.751
2022-11-14,56.6294
2022-11-15,59.5853
2022-11-16,54.6253
2022-11-17,56.3499
2022-11-18,57.8787
2022-11-19,57.8787
2022-11-20,57.8787
2022-11-21,58.2151
2022-11-22,66.4039
2022-11-23,67.6275
2022-11-24,67.6275
2022-11-25,67.6275
2022-11-26,67.6275
2022-11-27,67.6275
2022-11-28,67.6561
2022-11-29,66.9815
2022-11-30,67.3489
2022-12-01,64.5028
2022-12-02,66.5081
2022-12-03,66.5081
2022-12-04,66.5081
2022-12-05,66.7854
2022-12-06,63.8099
2022-12-07,65.0905
2022-12-08,65.9844
2022-12-09,63.3474
2022-12-10,63.3474
2022-12-11,63.3474
2022-12-12,63.3818
2022-12-13,61.2409
2022-12-14,60.1319
2022-12-15,56.6679
2022-12-16,56.2355
2022-12-17,56.2355
2022-12-18,56.2355
2022-12-19,55.8497
2022-12-20,54.2013
2022-12-21,54.7994
2022-12-22,55.2182
2022-12-23,55.9684
2022-12-24,55.9684
2022-12-25,55.9684
2022-12-26,55.9684
2022-12-27,53.0928
2022-12-28,52.4792
2022-12-29,52.5308
2022-12-30,52.3543
2022-12-31,52.3543
2023-01-01,52.3543
2023-01-02,52.3543
2023-01-03,54.9128
2023-01-04,58.9181
2023-01-05,55.8166
2023-01-06,56.7674
2023-01-07,56.7674
2023-01-08,56.7674
2023-01-09,56.2309
2023-01-10,57.6567
2023-01-11,60.8093
2023-01-12,60.3072
2023-01-13,57.4251
2023-01-14,57.4251
2023-01-15,57.4251
2023-01-16,57.4251
2023-01-17,57.6479
2023-01-18,55.6016
2023-01-19,53.1889
2023-01-20,54.2165
2023-01-21,54.2165
2023-01-22,54.2165
2023-01-23,58.2771
2023-01-24,57.3993
2023-01-25,57.3398
2023-01-26,58.2802
2023-01-27,57.0413
2023-01-28,57.0413
2023-01-29,57.0413
2023-01-30,56.6057
2023-01-31,59.1421
2023-02-01,60.7392
2023-02-02,62.8887
2023-02-03,59.4576
2023-02-04,59.4576
2023-02-05,59.4576
2023-02-06,56.5609
2023-02-07,57.6499
2023-02-08,54.325
2023-02-09,53.6201
2023-02-10,53.8109
2023-02-11,53.8109
2023-02-12,53.8109
2023-02-13,55.8761
2023-02-14,55.9224
2023-02-15,53.2059
2023-02-16,51.3926
2023-02-17,53.1446
2023-02-18,53.1446
2023-02-19,53.1446
2023-02-20,53.1446
2023-02-21,47.8896
2023-02-22,48.9542
2023-02-23,49.1589
2023-02-24,48.3073
2023-02-25,48.3073
2023-02-26,48.3073
2023-02-27,48.155
2023-02-28,46.9805
2023-03-01,45.7753
2023-03-02,46.7758
2023-03-03,45.8492
2023-03-04,45.8492
2023-03-05,45.8492
2023-03-06,43.1937
2023-03-07,43.817
2023-03-08,46.1404
2023-03-09,44.536
2023-03-10,42.5281
2023-03-11,42.5281
2023-03-12,42.5281
2023-03-13,40.1223
2023-03-14,42.9656
2023-03-15,43.3287
2023-03-16,43.8831
2023-03-17,41.1529
2023-03-18,41.1529
