,WAFD US Equity
,RSI_30D
2020-01-01,51.614
2020-01-02,50.2236
2020-01-03,49.4484
2020-01-04,49.4484
2020-01-05,49.4484
2020-01-06,47.0687
2020-01-07,43.3574
2020-01-08,43.2495
2020-01-09,42.9543
2020-01-10,40.9317
2020-01-11,40.9317
2020-01-12,40.9317
2020-01-13,44.4131
2020-01-14,45.2477
2020-01-15,45.0146
2020-01-16,48.1024
2020-01-17,44.6923
2020-01-18,44.6923
2020-01-19,44.6923
2020-01-20,44.6923
2020-01-21,45.1947
2020-01-22,42.8172
2020-01-23,45.5957
2020-01-24,41.933
2020-01-25,41.933
2020-01-26,41.933
2020-01-27,39.2844
2020-01-28,42.0998
2020-01-29,38.8394
2020-01-30,40.208
2020-01-31,36.9963
2020-02-01,36.9963
2020-02-02,36.9963
2020-02-03,41.3575
2020-02-04,41.7437
2020-02-05,45.3903
2020-02-06,44.3291
2020-02-07,43.0003
2020-02-08,43.0003
2020-02-09,43.0003
2020-02-10,45.2161
2020-02-11,44.1508
2020-02-12,44.7493
2020-02-13,46.5993
2020-02-14,47.1122
2020-02-15,47.1122
2020-02-16,47.1122
2020-02-17,47.1122
2020-02-18,46.7143
2020-02-19,45.586
2020-02-20,48.0669
2020-02-21,45.0895
2020-02-22,45.0895
2020-02-23,45.0895
2020-02-24,40.2945
2020-02-25,36.3009
2020-02-26,34.0687
2020-02-27,30.2552
2020-02-28,26.4735
2020-02-29,26.4735
2020-03-01,26.4735
2020-03-02,36.2742
2020-03-03,35.1924
2020-03-04,39.2614
2020-03-05,35.4994
2020-03-06,34.1613
2020-03-07,34.1613
2020-03-08,34.1613
2020-03-09,25.7266
2020-03-10,31.1477
2020-03-11,28.8812
2020-03-12,25.1269
2020-03-13,33.5811
2020-03-14,33.5811
2020-03-15,33.5811
2020-03-16,31.6015
2020-03-17,41.7279
2020-03-18,42.8367
2020-03-19,41.5585
2020-03-20,37.7519
2020-03-21,37.7519
2020-03-22,37.7519
2020-03-23,32.694
2020-03-24,37.178
2020-03-25,36.4704
2020-03-26,40.5665
2020-03-27,39.8722
2020-03-28,39.8722
2020-03-29,39.8722
2020-03-30,41.4945
2020-03-31,42.4238
2020-04-01,41.1558
2020-04-02,41.6768
2020-04-03,40.1084
2020-04-04,40.1084
2020-04-05,40.1084
2020-04-06,42.643
2020-04-07,43.2931
2020-04-08,44.6695
2020-04-09,47.4049
2020-04-10,47.4049
2020-04-11,47.4049
2020-04-12,47.4049
2020-04-13,45.1287
2020-04-14,45.0974
2020-04-15,41.9492
2020-04-16,40.6024
2020-04-17,43.0835
2020-04-18,43.0835
2020-04-19,43.0835
2020-04-20,42.9656
2020-04-21,42.5293
2020-04-22,42.8399
2020-04-23,44.475
2020-04-24,43.9319
2020-04-25,43.9319
2020-04-26,43.9319
2020-04-27,46.609
2020-04-28,47.5776
2020-04-29,49.6041
2020-04-30,47.6792
2020-05-01,45.7059
2020-05-02,45.7059
2020-05-03,45.7059
2020-05-04,45.6203
2020-05-05,44.6676
2020-05-06,43.2739
2020-05-07,44.9787
2020-05-08,47.9458
2020-05-09,47.9458
2020-05-10,47.9458
2020-05-11,46.1977
2020-05-12,43.3806
2020-05-13,41.939
2020-05-14,42.2011
2020-05-15,43.1303
2020-05-16,43.1303
2020-05-17,43.1303
2020-05-18,47.7065
2020-05-19,44.931
2020-05-20,47.8586
2020-05-21,47.4324
2020-05-22,47.2756
2020-05-23,47.2756
2020-05-24,47.2756
2020-05-25,47.2756
2020-05-26,49.5015
2020-05-27,51.8059
2020-05-28,50.0749
2020-05-29,49.0539
2020-05-30,49.0539
2020-05-31,49.0539
2020-06-01,49.3401
2020-06-02,48.9419
2020-06-03,51.3039
2020-06-04,52.4054
2020-06-05,56.2887
2020-06-06,56.2887
2020-06-07,56.2887
2020-06-08,56.0774
2020-06-09,56.0556
2020-06-10,53.5606
2020-06-11,47.3574
2020-06-12,49.0321
2020-06-13,49.0321
2020-06-14,49.0321
2020-06-15,48.4072
2020-06-16,50.2902
2020-06-17,48.6688
2020-06-18,48.8395
2020-06-19,48.414
2020-06-20,48.414
2020-06-21,48.414
2020-06-22,48.8747
2020-06-23,49.0997
2020-06-24,46.087
2020-06-25,48.3289
2020-06-26,47.5896
2020-06-27,47.5896
2020-06-28,47.5896
2020-06-29,49.9066
2020-06-30,50.7755
2020-07-01,48.8434
2020-07-02,48.8849
2020-07-03,48.8849
2020-07-04,48.8849
2020-07-05,48.8849
2020-07-06,48.64
2020-07-07,46.3582
2020-07-08,45.563
2020-07-09,44.1675
2020-07-10,46.4008
2020-07-11,46.4008
2020-07-12,46.4008
2020-07-13,47.287
2020-07-14,46.6326
2020-07-15,49.1357
2020-07-16,48.6422
2020-07-17,46.8028
2020-07-18,46.8028
2020-07-19,46.8028
2020-07-20,44.4448
2020-07-21,47.9292
2020-07-22,46.7773
2020-07-23,47.7931
2020-07-24,46.3887
2020-07-25,46.3887
2020-07-26,46.3887
2020-07-27,44.7333
2020-07-28,44.5375
2020-07-29,45.5964
2020-07-30,44.6329
2020-07-31,45.3447
2020-08-01,45.3447
2020-08-02,45.3447
2020-08-03,44.6763
2020-08-04,45.141
2020-08-05,46.933
2020-08-06,46.9596
2020-08-07,49.748
2020-08-08,49.748
2020-08-09,49.748
2020-08-10,50.7984
2020-08-11,51.4236
2020-08-12,50.8091
2020-08-13,49.3504
2020-08-14,49.5547
2020-08-15,49.5547
2020-08-16,49.5547
2020-08-17,49.0229
2020-08-18,48.2266
2020-08-19,48.1429
2020-08-20,47.6299
2020-08-21,47.2537
2020-08-22,47.2537
2020-08-23,47.2537
2020-08-24,49.4461
2020-08-25,49.1399
2020-08-26,46.9156
2020-08-27,48.0336
2020-08-28,47.3659
2020-08-29,47.3659
2020-08-30,47.3659
2020-08-31,46.159
2020-09-01,46.7207
2020-09-02,46.6892
2020-09-03,46.8005
2020-09-04,47.4063
2020-09-05,47.4063
2020-09-06,47.4063
2020-09-07,47.4063
2020-09-08,43.7949
2020-09-09,43.992
2020-09-10,43.1469
2020-09-11,43.4797
2020-09-12,43.4797
2020-09-13,43.4797
2020-09-14,45.5009
2020-09-15,43.5291
2020-09-16,44.5239
2020-09-17,44.4564
2020-09-18,42.9734
2020-09-19,42.9734
2020-09-20,42.9734
2020-09-21,38.942
2020-09-22,38.1565
2020-09-23,37.052
2020-09-24,37.797
2020-09-25,38.6422
2020-09-26,38.6422
2020-09-27,38.6422
2020-09-28,41.1248
2020-09-29,40.0386
2020-09-30,40.641
2020-10-01,40.8303
2020-10-02,43.5748
2020-10-03,43.5748
2020-10-04,43.5748
2020-10-05,46.1165
2020-10-06,47.5082
2020-10-07,49.3931
2020-10-08,50.2764
2020-10-09,50.8014
2020-10-10,50.8014
2020-10-11,50.8014
2020-10-12,52.7847
2020-10-13,49.7162
2020-10-14,48.6488
2020-10-15,49.0262
2020-10-16,47.8145
2020-10-17,47.8145
2020-10-18,47.8145
2020-10-19,46.3911
2020-10-20,47.4695
2020-10-21,47.3874
2020-10-22,49.5988
2020-10-23,51.2848
2020-10-24,51.2848
2020-10-25,51.2848
2020-10-26,49.0645
2020-10-27,46.7257
2020-10-28,43.5251
2020-10-29,44.4968
2020-10-30,43.6822
2020-10-31,43.6822
2020-11-01,43.6822
2020-11-02,48.022
2020-11-03,51.453
2020-11-04,44.9251
2020-11-05,46.4011
2020-11-06,44.7051
2020-11-07,44.7051
2020-11-08,44.7051
2020-11-09,52.211
2020-11-10,53.8897
2020-11-11,52.928
2020-11-12,54.1375
2020-11-13,55.5552
2020-11-14,55.5552
2020-11-15,55.5552
2020-11-16,59.1975
2020-11-17,57.3823
2020-11-18,55.3458
2020-11-19,54.7909
2020-11-20,54.6138
2020-11-21,54.6138
2020-11-22,54.6138
2020-11-23,54.4319
2020-11-24,58.0728
2020-11-25,56.1216
2020-11-26,56.1216
2020-11-27,54.8272
2020-11-28,54.8272
2020-11-29,54.8272
2020-11-30,50.6324
2020-12-01,52.5839
2020-12-02,53.8328
2020-12-03,52.7301
2020-12-04,54.8743
2020-12-05,54.8743
2020-12-06,54.8743
2020-12-07,55.8814
2020-12-08,55.8098
2020-12-09,56.3307
2020-12-10,56.6828
2020-12-11,56.4083
2020-12-12,56.4083
2020-12-13,56.4083
2020-12-14,55.6124
2020-12-15,56.7949
2020-12-16,57.2504
2020-12-17,56.9079
2020-12-18,57.0739
2020-12-19,57.0739
2020-12-20,57.0739
2020-12-21,54.2216
2020-12-22,53.3441
2020-12-23,56.305
2020-12-24,55.7027
2020-12-25,55.7027
2020-12-26,55.7027
2020-12-27,55.7027
2020-12-28,56.6954
2020-12-29,54.7267
2020-12-30,55.4731
2020-12-31,55.9383
2021-01-01,55.9383
2021-01-02,55.9383
2021-01-03,55.9383
2021-01-04,55.1588
2021-01-05,57.1224
2021-01-06,64.4819
2021-01-07,64.9356
2021-01-08,63.7653
2021-01-09,63.7653
2021-01-10,63.7653
2021-01-11,63.5993
2021-01-12,63.9186
2021-01-13,60.8917
2021-01-14,62.2139
2021-01-15,61.7341
2021-01-16,61.7341
2021-01-17,61.7341
2021-01-18,61.7341
2021-01-19,62.86
2021-01-20,62.7093
2021-01-21,61.3402
2021-01-22,61.9137
2021-01-23,61.9137
2021-01-24,61.9137
2021-01-25,60.8757
2021-01-26,58.2976
2021-01-27,54.8132
2021-01-28,54.6761
2021-01-29,50.6983
2021-01-30,50.6983
2021-01-31,50.6983
2021-02-01,51.3422
2021-02-02,56.7149
2021-02-03,55.4651
2021-02-04,57.6794
2021-02-05,57.4555
2021-02-06,57.4555
2021-02-07,57.4555
2021-02-08,60.7058
2021-02-09,62.9649
2021-02-10,63.5511
2021-02-11,63.5789
2021-02-12,62.9838
2021-02-13,62.9838
2021-02-14,62.9838
2021-02-15,62.9838
2021-02-16,63.1621
2021-02-17,62.4361
2021-02-18,62.6265
2021-02-19,63.6745
2021-02-20,63.6745
2021-02-21,63.6745
2021-02-22,64.9382
2021-02-23,65.3337
2021-02-24,66.2724
2021-02-25,63.7938
2021-02-26,61.9002
2021-02-27,61.9002
2021-02-28,61.9002
2021-03-01,63.4832
2021-03-02,63.0878
2021-03-03,64.2081
2021-03-04,64.2411
2021-03-05,65.0744
2021-03-06,65.0744
