,CWH US Equity
2021-02-02,58.8165
2021-02-03,60.6182
2021-02-04,63.4487
2021-02-05,63.5543
2021-02-06,63.5543
2021-02-07,63.5543
2021-02-08,62.9482
2021-02-09,63.0613
2021-02-10,61.0895
2021-02-11,61.1578
2021-02-12,59.181
2021-02-13,59.181
2021-02-14,59.181
2021-02-15,59.181
2021-02-16,59.1958
2021-02-17,59.9633
2021-02-18,56.4934
2021-02-19,57.0208
2021-02-20,57.0208
2021-02-21,57.0208
2021-02-22,56.2513
2021-02-23,55.1604
2021-02-24,56.9715
2021-02-25,47.3711
2021-02-26,46.3133
2021-02-27,46.3133
2021-02-28,46.3133
2021-03-01,50.2979
2021-03-02,48.2871
2021-03-03,47.3238
2021-03-04,47.5643
2021-03-05,49.6369
2021-03-06,49.6369
2021-03-07,49.6369
2021-03-08,52.7414
2021-03-09,55.232
2021-03-10,56.842
2021-03-11,61.744
2021-03-12,61.8224
2021-03-13,61.8224
2021-03-14,61.8224
2021-03-15,63.5963
2021-03-16,59.878
2021-03-17,60.8679
2021-03-18,56.4462
2021-03-19,56.5074
2021-03-20,56.5074
2021-03-21,56.5074
2021-03-22,56.9827
2021-03-23,53.4823
2021-03-24,49.1651
2021-03-25,50.6429
2021-03-26,50.9542
2021-03-27,50.9542
2021-03-28,50.9542
2021-03-29,49.399
2021-03-30,51.9156
2021-03-31,51.3272
2021-04-01,52.0674
2021-04-02,52.0674
2021-04-03,52.0674
2021-04-04,52.0674
2021-04-05,52.0371
2021-04-06,53.1243
2021-04-07,52.7707
2021-04-08,53.769
2021-04-09,53.9587
2021-04-10,53.9587
2021-04-11,53.9587
2021-04-12,56.3796
2021-04-13,55.3697
2021-04-14,57.4448
2021-04-15,58.248
2021-04-16,58.4912
2021-04-17,58.4912
2021-04-18,58.4912
2021-04-19,60.2729
2021-04-20,56.8801
2021-04-21,57.2672
2021-04-22,55.4823
2021-04-23,58.9735
2021-04-24,58.9735
2021-04-25,58.9735
2021-04-26,61.2455
2021-04-27,61.9524
2021-04-28,61.3543
2021-04-29,61.2556
2021-04-30,58.0854
2021-05-01,58.0854
2021-05-02,58.0854
2021-05-03,58.7188
2021-05-04,64.0097
2021-05-05,59.1974
2021-05-06,57.9013
2021-05-07,59.5459
2021-05-08,59.5459
2021-05-09,59.5459
2021-05-10,57.6006
2021-05-11,54.7236
2021-05-12,52.5887
2021-05-13,55.7017
2021-05-14,57.2864
2021-05-15,57.2864
2021-05-16,57.2864
2021-05-17,56.563
2021-05-18,52.5604
2021-05-19,52.0597
2021-05-20,50.4575
2021-05-21,49.031
2021-05-22,49.031
2021-05-23,49.031
2021-05-24,48.7887
2021-05-25,49.0059
2021-05-26,52.129
2021-05-27,54.7151
2021-05-28,54.9655
2021-05-29,54.9655
2021-05-30,54.9655
2021-05-31,54.9655
2021-06-01,55.0811
2021-06-02,51.7085
2021-06-03,49.9615
2021-06-04,49.9615
2021-06-05,49.9615
2021-06-06,49.9615
2021-06-07,50.4025
2021-06-08,49.6184
2021-06-09,48.1435
2021-06-10,48.1285
2021-06-11,47.4427
2021-06-12,47.4427
2021-06-13,47.4427
2021-06-14,45.6663
2021-06-15,45.5616
2021-06-16,44.2134
2021-06-17,42.717
2021-06-18,44.0855
2021-06-19,44.0855
2021-06-20,44.0855
2021-06-21,46.4564
2021-06-22,47.0861
2021-06-23,47.8297
2021-06-24,48.9341
2021-06-25,49.0804
2021-06-26,49.0804
2021-06-27,49.0804
2021-06-28,50.51
2021-06-29,50.5652
2021-06-30,51.9876
2021-07-01,52.6827
2021-07-02,47.7861
2021-07-03,47.7861
2021-07-04,47.7861
2021-07-05,47.7861
2021-07-06,46.7319
2021-07-07,47.4398
2021-07-08,46.4813
2021-07-09,49.5472
2021-07-10,49.5472
2021-07-11,49.5472
2021-07-12,49.8689
2021-07-13,47.7743
2021-07-14,46.7673
2021-07-15,46.2273
2021-07-16,45.096
2021-07-17,45.096
2021-07-18,45.096
2021-07-19,44.6831
2021-07-20,49.0481
2021-07-21,50.1629
2021-07-22,48.8629
2021-07-23,48.9242
2021-07-24,48.9242
2021-07-25,48.9242
2021-07-26,48.7228
2021-07-27,48.1485
2021-07-28,48.1936
2021-07-29,49.9941
2021-07-30,50.0838
2021-07-31,50.0838
2021-08-01,50.0838
2021-08-02,51.9995
2021-08-03,51.6656
2021-08-04,57.4589
2021-08-05,58.3408
2021-08-06,56.4149
2021-08-07,56.4149
2021-08-08,56.4149
2021-08-09,51.2947
2021-08-10,51.9867
2021-08-11,52.6626
2021-08-12,50.7707
2021-08-13,47.7711
2021-08-14,47.7711
2021-08-15,47.7711
2021-08-16,48.5834
2021-08-17,45.3569
2021-08-18,43.4214
2021-08-19,42.9174
2021-08-20,44.1885
2021-08-21,44.1885
2021-08-22,44.1885
2021-08-23,45.6898
2021-08-24,50.2806
2021-08-25,51.33
2021-08-26,49.5857
2021-08-27,50.9724
2021-08-28,50.9724
2021-08-29,50.9724
2021-08-30,52.0827
2021-08-31,51.1369
2021-09-01,52.6778
2021-09-02,52.3276
2021-09-03,51.6178
2021-09-04,51.6178
2021-09-05,51.6178
2021-09-06,51.6178
2021-09-07,50.4452
2021-09-08,49.3726
2021-09-09,50.2876
2021-09-10,50.4006
2021-09-11,50.4006
2021-09-12,50.4006
2021-09-13,51.7126
2021-09-14,48.9181
2021-09-15,49.6046
2021-09-16,50.4597
2021-09-17,47.7366
2021-09-18,47.7366
2021-09-19,47.7366
2021-09-20,45.876
2021-09-21,47.831
2021-09-22,50.3888
2021-09-23,52.0186
2021-09-24,51.3257
2021-09-25,51.3257
2021-09-26,51.3257
2021-09-27,54.219
2021-09-28,53.0899
2021-09-29,53.0899
2021-09-30,49.4708
2021-10-01,54.1787
2021-10-02,54.1787
2021-10-03,54.1787
2021-10-04,54.3586
2021-10-05,51.6758
2021-10-06,51.4247
2021-10-07,52.0168
2021-10-08,52.2621
2021-10-09,52.2621
2021-10-10,52.2621
2021-10-11,52.5131
2021-10-12,51.8464
2021-10-13,50.3705
2021-10-14,47.2967
2021-10-15,44.5089
2021-10-16,44.5089
2021-10-17,44.5089
2021-10-18,48.074
2021-10-19,48.1704
2021-10-20,47.8945
2021-10-21,45.3642
2021-10-22,44.8437
2021-10-23,44.8437
2021-10-24,44.8437
2021-10-25,46.2785
2021-10-26,44.0399
2021-10-27,42.7603
2021-10-28,45.6016
2021-10-29,46.3809
2021-10-30,46.3809
2021-10-31,46.3809
2021-11-01,48.7843
2021-11-02,50.2179
2021-11-03,59.0425
2021-11-04,57.5051
2021-11-05,54.0904
2021-11-06,54.0904
2021-11-07,54.0904
2021-11-08,55.4231
2021-11-09,56.4793
2021-11-10,54.6625
2021-11-11,55.4592
2021-11-12,54.4691
2021-11-13,54.4691
2021-11-14,54.4691
2021-11-15,55.9266
2021-11-16,57.9176
2021-11-17,56.5483
2021-11-18,58.2156
2021-11-19,54.8666
2021-11-20,54.8666
2021-11-21,54.8666
2021-11-22,57.8324
2021-11-23,56.4031
2021-11-24,59.6607
2021-11-25,59.6607
2021-11-26,60.2323
2021-11-27,60.2323
2021-11-28,60.2323
2021-11-29,57.871
2021-11-30,55.9118
2021-12-01,51.7946
2021-12-02,50.574
2021-12-03,51.0217
2021-12-04,51.0217
2021-12-05,51.0217
2021-12-06,51.9965
2021-12-07,50.5748
2021-12-08,49.7426
2021-12-09,48.4465
2021-12-10,47.0255
2021-12-11,47.0255
2021-12-12,47.0255
2021-12-13,46.2381
2021-12-14,45.6785
2021-12-15,47.732
2021-12-16,45.7088
2021-12-17,46.4384
2021-12-18,46.4384
2021-12-19,46.4384
2021-12-20,44.2652
2021-12-21,46.6426
2021-12-22,47.6641
2021-12-23,49.3222
2021-12-24,49.3222
2021-12-25,49.3222
2021-12-26,49.3222
2021-12-27,50.1393
2021-12-28,52.5947
2021-12-29,52.4814
2021-12-30,51.9948
2021-12-31,50.9249
2022-01-01,50.9249
2022-01-02,50.9249
2022-01-03,51.6851
2022-01-04,47.9978
2022-01-05,47.4606
2022-01-06,48.4865
2022-01-07,46.9642
2022-01-08,46.9642
2022-01-09,46.9642
2022-01-10,46.3749
2022-01-11,44.4104
2022-01-12,44.909
2022-01-13,45.3096
2022-01-14,43.8367
2022-01-15,43.8367
2022-01-16,43.8367
2022-01-17,43.8367
2022-01-18,41.8415
2022-01-19,41.8001
2022-01-20,35.6006
2022-01-21,33.3718
2022-01-22,33.3718
2022-01-23,33.3718
2022-01-24,39.8709
2022-01-25,38.886
2022-01-26,37.9018
2022-01-27,38.1588
2022-01-28,38.4224
2022-01-29,38.4224
2022-01-30,38.4224
2022-01-31,39.8807
2022-02-01,42.8828
2022-02-02,42.1993
2022-02-03,40.729
2022-02-04,39.4477
2022-02-05,39.4477
2022-02-06,39.4477
2022-02-07,41.4068
2022-02-08,43.7899
2022-02-09,44.9361
2022-02-10,42.4408
2022-02-11,41.9079
2022-02-12,41.9079
2022-02-13,41.9079
2022-02-14,41.4805
2022-02-15,42.6123
2022-02-16,41.9295
2022-02-17,41.0165
2022-02-18,40.3778
2022-02-19,40.3778
2022-02-20,40.3778
2022-02-21,40.3778
2022-02-22,39.7187
2022-02-23,34.5828
2022-02-24,37.9158
2022-02-25,38.3222
2022-02-26,38.3222
2022-02-27,38.3222
2022-02-28,39.9486
2022-03-01,41.8008
2022-03-02,43.9715
2022-03-03,42.8056
2022-03-04,40.9523
2022-03-05,40.9523
2022-03-06,40.9523
2022-03-07,37.6635
2022-03-08,39.3601
2022-03-09,42.9438
2022-03-10,43.3499
2022-03-11,42.7733
2022-03-12,42.7733
2022-03-13,42.7733
2022-03-14,41.7193
2022-03-15,42.5818
2022-03-16,44.7847
2022-03-17,44.7228
2022-03-18,46.2351
2022-03-19,46.2351
2022-03-20,46.2351
2022-03-21,44.1187
2022-03-22,46.8614
2022-03-23,42.6497
2022-03-24,44.0484
2022-03-25,42.397
2022-03-26,42.397
2022-03-27,42.397
2022-03-28,42.1555
2022-03-29,46.0901
2022-03-30,43.5042
2022-03-31,41.5536
2022-04-01,41.3097
2022-04-02,41.3097
2022-04-03,41.3097
2022-04-04,41.8643
2022-04-05,40.1515
2022-04-06,39.6101
2022-04-07,39.9881
2022-04-08,41.8702
2022-04-09,41.8702
2022-04-10,41.8702
2022-04-11,41.9778
2022-04-12,40.7492
2022-04-13,40.6515
2022-04-14,40.3513
2022-04-15,40.3513
2022-04-16,40.3513
2022-04-17,40.3513
2022-04-18,41.4253
2022-04-19,44.3887
2022-04-20,41.678
2022-04-21,39.8489
2022-04-22,39.5592
2022-04-23,39.5592
2022-04-24,39.5592
2022-04-25,40.2482
2022-04-26,38.4918
2022-04-27,38.4139
2022-04-28,39.8317
2022-04-29,40.1169
2022-04-30,40.1169
2022-05-01,40.1169
2022-05-02,43.3869
2022-05-03,47.988
2022-05-04,52.9882
2022-05-05,48.5296
2022-05-06,50.3776
2022-05-07,50.3776
2022-05-08,50.3776
2022-05-09,49.47
2022-05-10,46.8504
2022-05-11,46.3345
2022-05-12,51.1632
2022-05-13,51.5374
2022-05-14,51.5374
2022-05-15,51.5374
2022-05-16,49.6148
2022-05-17,53.1868
2022-05-18,48.1351
2022-05-19,45.9415
2022-05-20,44.3018
2022-05-21,44.3018
2022-05-22,44.3018
2022-05-23,44.1987
2022-05-24,43.8819
2022-05-25,46.23
2022-05-26,47.5368
2022-05-27,47.4001
2022-05-28,47.4001
2022-05-29,47.4001
2022-05-30,47.4001
2022-05-31,46.8228
2022-06-01,45.4025
2022-06-02,45.2055
2022-06-03,44.2521
2022-06-04,44.2521
2022-06-05,44.2521
2022-06-06,45.6118
2022-06-07,45.9835
2022-06-08,46.7367
2022-06-09,46.6023
2022-06-10,46.6023
2022-06-11,46.6023
2022-06-12,46.6023
2022-06-13,45.2359
2022-06-14,44.9749
2022-06-15,42.6166
2022-06-16,39.8409
2022-06-17,39.1959
2022-06-18,39.1959
2022-06-19,39.1959
2022-06-20,39.1959
2022-06-21,39.5125
2022-06-22,40.6318
2022-06-23,40.4989
2022-06-24,41.3913
2022-06-25,41.3913
2022-06-26,41.3913
2022-06-27,40.3479
2022-06-28,37.2803
2022-06-29,37.8313
2022-06-30,37.4695
2022-07-01,38.6126
2022-07-02,38.6126
2022-07-03,38.6126
2022-07-04,38.6126
2022-07-05,43.7334
2022-07-06,42.0374
2022-07-07,43.6695
2022-07-08,44.2936
2022-07-09,44.2936
2022-07-10,44.2936
2022-07-11,41.4214
2022-07-12,44.6437
2022-07-13,47.4085
2022-07-14,44.9428
2022-07-15,46.2621
2022-07-16,46.2621
2022-07-17,46.2621
2022-07-18,47.562
2022-07-19,50.5377
2022-07-20,53.3948
2022-07-21,53.489
2022-07-22,54.2307
2022-07-23,54.2307
2022-07-24,54.2307
2022-07-25,52.6341
2022-07-26,51.9676
2022-07-27,52.2802
2022-07-28,55.6624
2022-07-29,54.3154
2022-07-30,54.3154
2022-07-31,54.3154
2022-08-01,55.8994
2022-08-02,52.5575
2022-08-03,59.6222
2022-08-04,58.7203
2022-08-05,57.387
2022-08-06,57.387
2022-08-07,57.387
2022-08-08,59.941
2022-08-09,57.4503
2022-08-10,58.5612
2022-08-11,60.3167
2022-08-12,61.831
2022-08-13,61.831
2022-08-14,61.831
2022-08-15,60.3896
2022-08-16,63.8897
2022-08-17,60.4775
2022-08-18,60.2453
2022-08-19,59.458
2022-08-20,59.458
2022-08-21,59.458
2022-08-22,57.3892
2022-08-23,57.4084
2022-08-24,58.11
2022-08-25,59.8581
2022-08-26,58.0864
2022-08-27,58.0864
2022-08-28,58.0864
2022-08-29,57.4639
2022-08-30,55.5104
2022-08-31,54.3069
2022-09-01,53.141
2022-09-02,53.7122
2022-09-03,53.7122
2022-09-04,53.7122
2022-09-05,53.7122
2022-09-06,50.052
2022-09-07,51.0748
2022-09-08,51.5521
2022-09-09,54.4269
2022-09-10,54.4269
2022-09-11,54.4269
2022-09-12,58.2974
2022-09-13,53.3297
2022-09-14,53.1628
2022-09-15,54.794
2022-09-16,50.1814
2022-09-17,50.1814
2022-09-18,50.1814
2022-09-19,51.3522
2022-09-20,48.0195
2022-09-21,47.1129
2022-09-22,44.4142
2022-09-23,40.6622
2022-09-24,40.6622
2022-09-25,40.6622
2022-09-26,40.0996
2022-09-27,42.0889
2022-09-28,46.7899
2022-09-29,44.5554
2022-09-30,45.8818
2022-10-01,45.8818
2022-10-02,45.8818
2022-10-03,46.6858
2022-10-04,49.8295
2022-10-05,49.0579
2022-10-06,48.8669
2022-10-07,46.8668
2022-10-08,46.8668
2022-10-09,46.8668
2022-10-10,48.4722
2022-10-11,50.6099
2022-10-12,50.9993
2022-10-13,51.3761
2022-10-14,49.4906
2022-10-15,49.4906
2022-10-16,49.4906
2022-10-17,49.7631
2022-10-18,49.1304
2022-10-19,46.0043
2022-10-20,44.9917
2022-10-21,47.236
2022-10-22,47.236
2022-10-23,47.236
2022-10-24,48.4018
2022-10-25,50.4532
2022-10-26,50.6013
2022-10-27,51.7733
2022-10-28,52.4104
2022-10-29,52.4104
2022-10-30,52.4104
2022-10-31,51.4955
2022-11-01,52.2908
2022-11-02,46.604
2022-11-03,47.3811
2022-11-04,47.2974
2022-11-05,47.2974
2022-11-06,47.2974
2022-11-07,48.9546
2022-11-08,50.2315
2022-11-09,50.2315
2022-11-10,53.4369
2022-11-11,54.1162
2022-11-12,54.1162
2022-11-13,54.1162
2022-11-14,52.7479
2022-11-15,51.1191
2022-11-16,49.8591
2022-11-17,49.5967
2022-11-18,50.7427
2022-11-19,50.7427
2022-11-20,50.7427
2022-11-21,50.1157
2022-11-22,50.8941
2022-11-23,52.0184
2022-11-24,52.0184
2022-11-25,51.6649
2022-11-26,51.6649
2022-11-27,51.6649
2022-11-28,48.3202
2022-11-29,48.8289
2022-11-30,50.6791
2022-12-01,50.011
2022-12-02,51.1827
2022-12-03,51.1827
2022-12-04,51.1827
2022-12-05,45.6261
2022-12-06,43.9079
2022-12-07,41.5932
2022-12-08,42.1383
2022-12-09,42.864
2022-12-10,42.864
2022-12-11,42.864
2022-12-12,46.0557
2022-12-13,45.4766
2022-12-14,46.1344
2022-12-15,44.192
2022-12-16,43.6985
2022-12-17,43.6985
2022-12-18,43.6985
2022-12-19,40.6572
2022-12-20,39.6701
2022-12-21,41.1482
2022-12-22,39.6308
2022-12-23,41.6376
2022-12-24,41.6376
2022-12-25,41.6376
2022-12-26,41.6376
2022-12-27,40.869
2022-12-28,40.3625
2022-12-29,42.3547
2022-12-30,42.8327
2022-12-31,42.8327
2023-01-01,42.8327
2023-01-02,42.8327
2023-01-03,42.3245
2023-01-04,46.31
2023-01-05,45.642
2023-01-06,49.2533
2023-01-07,49.2533
2023-01-08,49.2533
2023-01-09,50.9654
2023-01-10,51.9764
2023-01-11,53.0825
2023-01-12,52.3402
2023-01-13,52.8045
2023-01-14,52.8045
2023-01-15,52.8045
2023-01-16,52.8045
2023-01-17,53.0549
2023-01-18,47.2608
2023-01-19,46.8918
2023-01-20,47.6767
2023-01-21,47.6767
2023-01-22,47.6767
2023-01-23,47.8606
2023-01-24,47.2308
2023-01-25,48.7837
2023-01-26,48.9423
2023-01-27,49.3318
2023-01-28,49.3318
2023-01-29,49.3318
2023-01-30,49.3984
2023-01-31,52.5577
2023-02-01,53.2965
2023-02-02,56.67
2023-02-03,55.7012
2023-02-04,55.7012
2023-02-05,55.7012
2023-02-06,55.4831
2023-02-07,55.3338
2023-02-08,52.9025
2023-02-09,51.1756
2023-02-10,50.2068
2023-02-11,50.2068
2023-02-12,50.2068
2023-02-13,51.1632
2023-02-14,50.4472
2023-02-15,52.0776
2023-02-16,53.5248
2023-02-17,53.5922
2023-02-18,53.5922
2023-02-19,53.5922
2023-02-20,53.5922
2023-02-21,45.3838
2023-02-22,45.1759
2023-02-23,45.0843
2023-02-24,44.9586
2023-02-25,44.9586
2023-02-26,44.9586
2023-02-27,43.729
2023-02-28,42.9806
2023-03-01,41.7488
2023-03-02,41.7179
2023-03-03,44.1977
2023-03-04,44.1977
2023-03-05,44.1977
2023-03-06,43.8979
2023-03-07,42.6993
2023-03-08,42.1699
2023-03-09,42.2625
2023-03-10,40.9405
2023-03-11,40.9405
2023-03-12,40.9405
2023-03-13,39.248
2023-03-14,39.3508
2023-03-15,38.5088
2023-03-16,40.5103
2023-03-17,37.8914
2023-03-18,37.8914
