,PAR US Equity
2023-03-21,50.5297
2023-03-22,47.7899
2023-03-23,48.3691
2023-03-24,48.6428
2023-03-25,48.6428
2023-03-26,48.6428
2023-03-27,49.5784
2023-03-28,47.0014
2023-03-29,48.7871
2023-03-30,50.3911
2023-03-31,52.7569
2023-04-01,52.7569
2023-04-02,52.7569
2023-04-03,52.4957
2023-04-04,51.4636
2023-04-05,49.3903
2023-04-06,48.6792
2023-04-07,48.6792
2023-04-08,48.6792
2023-04-09,48.6792
2023-04-10,50.2484
2023-04-11,49.3806
2023-04-12,51.5654
2023-04-13,53.4583
2023-04-14,51.3376
2023-04-15,51.3376
2023-04-16,51.3376
2023-04-17,52.3568
2023-04-18,50.1186
2023-04-19,48.6488
2023-04-20,47.7461
2023-04-21,49.4171
2023-04-22,49.4171
2023-04-23,49.4171
2023-04-24,48.4851
2023-04-25,44.6185
2023-04-26,45.3968
2023-04-27,45.8264
2023-04-28,45.723
2023-04-29,45.723
2023-04-30,45.723
2023-05-01,45.2793
2023-05-02,41.6914
2023-05-03,41.3338
2023-05-04,41.3612
2023-05-05,43.9075
2023-05-06,43.9075
2023-05-07,43.9075
2023-05-08,44.2539
2023-05-09,45.037
2023-05-10,46.7966
2023-05-11,45.034
2023-05-12,50.2752
2023-05-13,50.2752
2023-05-14,50.2752
2023-05-15,52.496
2023-05-16,52.9094
2023-05-17,55.1613
2023-05-18,57.558
2023-05-19,56.3477
2023-05-20,56.3477
2023-05-21,56.3477
2023-05-22,58.9861
2023-05-23,58.2007
2023-05-24,55.0179
2023-05-25,53.8335
2023-05-26,55.4727
2023-05-27,55.4727
2023-05-28,55.4727
2023-05-29,55.4727
2023-05-30,54.2188
2023-05-31,54.6142
2023-06-01,53.9546
2023-06-02,55.4737
2023-06-03,55.4737
2023-06-04,55.4737
2023-06-05,55.4737
2023-06-06,57.7033
2023-06-07,58.9276
2023-06-08,58.9679
2023-06-09,59.3801
2023-06-10,59.3801
2023-06-11,59.3801
2023-06-12,61.2906
2023-06-13,62.0105
2023-06-14,61.0893
2023-06-15,60.6076
2023-06-16,56.1207
2023-06-17,56.1207
2023-06-18,56.1207
2023-06-19,56.1207
2023-06-20,55.542
2023-06-21,56.311
2023-06-22,54.0823
2023-06-23,48.8219
2023-06-24,48.8219
2023-06-25,48.8219
2023-06-26,46.9103
2023-06-27,48.0024
2023-06-28,47.8086
2023-06-29,48.4809
2023-06-30,47.1244
2023-07-01,47.1244
2023-07-02,47.1244
2023-07-03,47.6297
2023-07-04,47.6297
2023-07-05,45.6011
2023-07-06,44.2531
2023-07-07,44.2835
2023-07-08,44.2835
2023-07-09,44.2835
2023-07-10,47.0347
2023-07-11,47.9025
2023-07-12,50.8198
2023-07-13,52.0113
2023-07-14,50.5201
2023-07-15,50.5201
2023-07-16,50.5201
2023-07-17,51.6034
2023-07-18,52.4118
2023-07-19,49.8288
2023-07-20,47.8241
2023-07-21,47.7973
2023-07-22,47.7973
2023-07-23,47.7973
2023-07-24,47.1935
2023-07-25,47.8746
2023-07-26,52.2478
2023-07-27,50.1715
2023-07-28,49.1336
2023-07-29,49.1336
2023-07-30,49.1336
2023-07-31,52.3836
2023-08-01,52.1208
2023-08-02,53.4363
2023-08-03,55.5012
2023-08-04,57.453
2023-08-05,57.453
2023-08-06,57.453
2023-08-07,57.9538
2023-08-08,58.2924
2023-08-09,55.1426
2023-08-10,48.4064
2023-08-11,56.6569
2023-08-12,56.6569
2023-08-13,56.6569
2023-08-14,57.9889
2023-08-15,55.4591
2023-08-16,57.3824
2023-08-17,57.8013
2023-08-18,56.2417
2023-08-19,56.2417
2023-08-20,56.2417
2023-08-21,57.2753
2023-08-22,60.1059
2023-08-23,62.9793
2023-08-24,62.6245
2023-08-25,61.9031
2023-08-26,61.9031
2023-08-27,61.9031
2023-08-28,62.146
2023-08-29,64.3147
2023-08-30,67.2212
2023-08-31,65.1451
2023-09-01,67.572
2023-09-02,67.572
2023-09-03,67.572
2023-09-04,67.572
2023-09-05,68.6036
2023-09-06,67.6053
2023-09-07,66.2379
2023-09-08,62.4793
2023-09-09,62.4793
2023-09-10,62.4793
2023-09-11,61.5627
2023-09-12,58.0396
2023-09-13,55.7981
2023-09-14,58.5522
2023-09-15,55.5603
2023-09-16,55.5603
2023-09-17,55.5603
2023-09-18,56.8393
2023-09-19,55.4778
2023-09-20,54.7658
2023-09-21,51.437
2023-09-22,50.5607
2023-09-23,50.5607
2023-09-24,50.5607
2023-09-25,52.3383
2023-09-26,48.8072
2023-09-27,49.2474
2023-09-28,50.9149
2023-09-29,49.3185
2023-09-30,49.3185
2023-10-01,49.3185
2023-10-02,52.6224
2023-10-03,49.1715
2023-10-04,55.259
2023-10-05,51.1953
2023-10-06,51.738
2023-10-07,51.738
2023-10-08,51.738
2023-10-09,49.3661
2023-10-10,50.4582
2023-10-11,51.3625
2023-10-12,46.9168
2023-10-13,47.276
2023-10-14,47.276
2023-10-15,47.276
2023-10-16,48.2591
2023-10-17,48.3814
2023-10-18,45.7907
2023-10-19,45.2186
2023-10-20,41.9916
2023-10-21,41.9916
2023-10-22,41.9916
2023-10-23,40.1589
2023-10-24,41.0397
2023-10-25,38.5729
2023-10-26,37.4516
2023-10-27,35.6492
2023-10-28,35.6492
2023-10-29,35.6492
2023-10-30,36.0859
2023-10-31,36.9918
2023-11-01,38.2343
2023-11-02,41.2412
2023-11-03,44.0584
2023-11-04,44.0584
2023-11-05,44.0584
2023-11-06,43.3609
2023-11-07,44.7189
2023-11-08,44.0213
2023-11-09,42.6449
2023-11-10,48.0013
2023-11-11,48.0013
2023-11-12,48.0013
2023-11-13,46.484
2023-11-14,50.866
2023-11-15,51.5799
2023-11-16,50.1992
2023-11-17,53.0133
2023-11-18,53.0133
2023-11-19,53.0133
2023-11-20,53.7832
2023-11-21,53.0704
2023-11-22,53.5255
2023-11-23,53.5255
2023-11-24,53.634
2023-11-25,53.634
2023-11-26,53.634
2023-11-27,53.7139
2023-11-28,53.2583
2023-11-29,51.8001
2023-11-30,51.049
2023-12-01,54.0798
2023-12-02,54.0798
2023-12-03,54.0798
2023-12-04,55.6611
2023-12-05,56.3435
2023-12-06,54.8014
2023-12-07,55.268
2023-12-08,55.657
2023-12-09,55.657
2023-12-10,55.657
2023-12-11,54.4849
2023-12-12,54.4849
2023-12-13,57.3673
2023-12-14,60.2403
2023-12-15,60.5426
2023-12-16,60.5426
2023-12-17,60.5426
2023-12-18,61.5702
2023-12-19,62.8508
2023-12-20,59.4139
2023-12-21,61.2887
2023-12-22,60.6396
2023-12-23,60.6396
2023-12-24,60.6396
2023-12-25,60.6396
2023-12-26,61.6013
2023-12-27,61.3107
2023-12-28,59.8031
2023-12-29,59.1
2023-12-30,59.1
2023-12-31,59.1
2024-01-01,59.1
2024-01-02,57.0655
2024-01-03,53.6914
2024-01-04,54.544
2024-01-05,51.4547
2024-01-06,51.4547
2024-01-07,51.4547
2024-01-08,54.5579
2024-01-09,52.0915
2024-01-10,50.5103
2024-01-11,50.7584
2024-01-12,50.9931
2024-01-13,50.9931
2024-01-14,50.9931
2024-01-15,50.9931
2024-01-16,52.3631
2024-01-17,53.1945
2024-01-18,57.9607
2024-01-19,59.0472
2024-01-20,59.0472
2024-01-21,59.0472
2024-01-22,61.2416
2024-01-23,62.4556
2024-01-24,62.4556
2024-01-25,65.1145
2024-01-26,62.6397
2024-01-27,62.6397
2024-01-28,62.6397
2024-01-29,63.4353
2024-01-30,62.0211
2024-01-31,57.0484
2024-02-01,58.4546
2024-02-02,57.6606
2024-02-03,57.6606
2024-02-04,57.6606
2024-02-05,55.9192
2024-02-06,56.1863
2024-02-07,59.0873
2024-02-08,59.1182
2024-02-09,60.4188
2024-02-10,60.4188
2024-02-11,60.4188
2024-02-12,61.6072
2024-02-13,55.3412
2024-02-14,59.3508
2024-02-15,59.3304
2024-02-16,58.2325
2024-02-17,58.2325
2024-02-18,58.2325
2024-02-19,58.2325
2024-02-20,55.5825
2024-02-21,53.9098
2024-02-22,54.5602
2024-02-23,54.3618
2024-02-24,54.3618
2024-02-25,54.3618
2024-02-26,52.6775
2024-02-27,49.1384
2024-02-28,49.2308
2024-02-29,49.7219
2024-03-01,48.1107
2024-03-02,48.1107
2024-03-03,48.1107
2024-03-04,46.9176
2024-03-05,45.6403
2024-03-06,46.8055
2024-03-07,47.0362
2024-03-08,49.4485
2024-03-09,49.4485
2024-03-10,49.4485
2024-03-11,46.8988
2024-03-12,50.8776
2024-03-13,49.2753
2024-03-14,47.0645
2024-03-15,46.0476
2024-03-16,46.0476
2024-03-17,46.0476
2024-03-18,45.1244
2024-03-19,45.1665
2024-03-20,49.2187
2024-03-21,46.8488
2024-03-22,46.0046
2024-03-23,46.0046
2024-03-24,46.0046
2024-03-25,48.9379
2024-03-26,49.165
2024-03-27,53.382
2024-03-28,53.8518
2024-03-29,53.8518
2024-03-30,53.8518
2024-03-31,53.8518
2024-04-01,52.2751
2024-04-02,50.4818
2024-04-03,51.0667
2024-04-04,50.2984
2024-04-05,50.1229
2024-04-06,50.1229
2024-04-07,50.1229
2024-04-08,52.5767
