,FLO US Equity
2020-04-10,51.9142
2020-04-11,51.9142
2020-04-12,51.9142
2020-04-13,51.4979
2020-04-14,54.7602
2020-04-15,53.1563
2020-04-16,55.1264
2020-04-17,54.2946
2020-04-18,54.2946
2020-04-19,54.2946
2020-04-20,54.6626
2020-04-21,52.1566
2020-04-22,52.3974
2020-04-23,50.81
2020-04-24,51.1608
2020-04-25,51.1608
2020-04-26,51.1608
2020-04-27,52.6223
2020-04-28,53.0957
2020-04-29,51.4298
2020-04-30,51.1121
2020-05-01,50.8952
2020-05-02,50.8952
2020-05-03,50.8952
2020-05-04,49.7313
2020-05-05,50.1368
2020-05-06,47.8846
2020-05-07,48.4258
2020-05-08,51.5487
2020-05-09,51.5487
2020-05-10,51.5487
2020-05-11,51.7645
2020-05-12,51.8385
2020-05-13,52.4421
2020-05-14,53.2006
2020-05-15,52.6791
2020-05-16,52.6791
2020-05-17,52.6791
2020-05-18,54.6341
2020-05-19,54.1351
2020-05-20,53.1311
2020-05-21,52.9004
2020-05-22,53.1947
2020-05-23,53.1947
2020-05-24,53.1947
2020-05-25,53.1947
2020-05-26,52.6117
2020-05-27,54.1286
2020-05-28,55.3536
2020-05-29,56.1062
2020-05-30,56.1062
2020-05-31,56.1062
2020-06-01,55.8357
2020-06-02,54.5304
2020-06-03,52.2657
2020-06-04,52.0558
2020-06-05,52.6945
2020-06-06,52.6945
2020-06-07,52.6945
2020-06-08,54.8483
2020-06-09,54.1679
2020-06-10,53.4816
2020-06-11,49.9876
2020-06-12,49.4652
2020-06-13,49.4652
2020-06-14,49.4652
2020-06-15,51.6099
2020-06-16,52.7731
2020-06-17,53.2782
2020-06-18,52.8108
2020-06-19,52.277
2020-06-20,52.277
2020-06-21,52.277
2020-06-22,50.0109
2020-06-23,48.9969
2020-06-24,49.5262
2020-06-25,49.5262
2020-06-26,47.6446
2020-06-27,47.6446
2020-06-28,47.6446
2020-06-29,48.961
2020-06-30,49.892
2020-07-01,49.211
2020-07-02,48.8972
2020-07-03,48.8972
2020-07-04,48.8972
2020-07-05,48.8972
2020-07-06,47.9483
2020-07-07,47.7566
2020-07-08,47.3647
2020-07-09,45.622
2020-07-10,47.6869
2020-07-11,47.6869
2020-07-12,47.6869
2020-07-13,46.6399
2020-07-14,48.9584
2020-07-15,48.0805
2020-07-16,48.0805
2020-07-17,47.381
2020-07-18,47.381
2020-07-19,47.381
2020-07-20,46.957
2020-07-21,53.7999
2020-07-22,51.7151
2020-07-23,51.8482
2020-07-24,51.1192
2020-07-25,51.1192
2020-07-26,51.1192
2020-07-27,52.0263
2020-07-28,52.5172
2020-07-29,52.8734
2020-07-30,52.1449
2020-07-31,53.3276
2020-08-01,53.3276
2020-08-02,53.3276
2020-08-03,56.7808
2020-08-04,58.6784
2020-08-05,56.129
2020-08-06,57.0932
2020-08-07,59.43
2020-08-08,59.43
2020-08-09,59.43
2020-08-10,61.1025
2020-08-11,62.2138
2020-08-12,64.0216
2020-08-13,62.743
2020-08-14,63.0159
2020-08-15,63.0159
2020-08-16,63.0159
2020-08-17,64.3138
2020-08-18,66.0105
2020-08-19,65.3289
2020-08-20,63.3942
2020-08-21,61.7853
2020-08-22,61.7853
2020-08-23,61.7853
2020-08-24,63.0962
2020-08-25,63.9309
2020-08-26,62.5645
2020-08-27,62.9187
2020-08-28,59.7045
2020-08-29,59.7045
2020-08-30,59.7045
2020-08-31,59.961
2020-09-01,57.2291
2020-09-02,59.4688
2020-09-03,55.7389
2020-09-04,55.3966
2020-09-05,55.3966
2020-09-06,55.3966
2020-09-07,55.3966
2020-09-08,51.1704
2020-09-09,52.609
2020-09-10,50.6784
2020-09-11,50.1454
2020-09-12,50.1454
2020-09-13,50.1454
2020-09-14,49.0774
2020-09-15,49.0774
2020-09-16,50.2122
2020-09-17,50.294
2020-09-18,51.0433
2020-09-19,51.0433
2020-09-20,51.0433
2020-09-21,50.5181
2020-09-22,51.2957
2020-09-23,49.2496
2020-09-24,51.4281
2020-09-25,52.8518
2020-09-26,52.8518
2020-09-27,52.8518
2020-09-28,55.1706
2020-09-29,55.7911
2020-09-30,57.539
2020-10-01,58.2078
2020-10-02,59.7387
2020-10-03,59.7387
2020-10-04,59.7387
2020-10-05,61.7407
2020-10-06,58.7201
2020-10-07,58.313
2020-10-08,57.4884
2020-10-09,58.843
2020-10-10,58.843
2020-10-11,58.843
2020-10-12,60.7821
2020-10-13,60.6726
2020-10-14,59.4535
2020-10-15,60.2792
2020-10-16,59.4818
2020-10-17,59.4818
2020-10-18,59.4818
2020-10-19,57.0293
2020-10-20,52.8298
2020-10-21,50.7552
2020-10-22,51.0265
2020-10-23,52.7326
2020-10-24,52.7326
2020-10-25,52.7326
2020-10-26,51.751
2020-10-27,52.2111
2020-10-28,47.9535
2020-10-29,48.4368
2020-10-30,46.4726
2020-10-31,46.4726
2020-11-01,46.4726
2020-11-02,49.551
2020-11-03,50.1991
2020-11-04,52.021
2020-11-05,54.1052
2020-11-06,46.8276
2020-11-07,46.8276
2020-11-08,46.8276
2020-11-09,39.0393
2020-11-10,39.9937
2020-11-11,42.0416
2020-11-12,39.377
2020-11-13,39.4633
2020-11-14,39.4633
2020-11-15,39.4633
2020-11-16,38.1706
2020-11-17,39.6814
2020-11-18,39.2726
2020-11-19,41.67
2020-11-20,40.7456
2020-11-21,40.7456
2020-11-22,40.7456
2020-11-23,41.8139
2020-11-24,43.1395
2020-11-25,41.8138
2020-11-26,41.8138
2020-11-27,42.8137
2020-11-28,42.8137
2020-11-29,42.8137
2020-11-30,42.3347
2020-12-01,45.232
2020-12-02,42.5375
2020-12-03,43.4313
2020-12-04,45.1951
2020-12-05,45.1951
2020-12-06,45.1951
2020-12-07,45.8069
2020-12-08,45.8069
2020-12-09,46.7163
2020-12-10,45.5308
2020-12-11,45.9094
2020-12-12,45.9094
2020-12-13,45.9094
2020-12-14,49.7911
2020-12-15,50.6432
2020-12-16,49.0918
2020-12-17,49.7989
2020-12-18,46.8537
2020-12-19,46.8537
2020-12-20,46.8537
2020-12-21,47.0389
2020-12-22,47.7915
2020-12-23,50.8617
2020-12-24,52.2292
2020-12-25,52.2292
2020-12-26,52.2292
2020-12-27,52.2292
2020-12-28,50.5906
2020-12-29,48.9149
2020-12-30,47.2943
2020-12-31,47.578
2021-01-01,47.578
2021-01-02,47.578
2021-01-03,47.578
2021-01-04,50.1677
2021-01-05,48.3158
2021-01-06,48.0537
2021-01-07,46.154
2021-01-08,43.5627
2021-01-09,43.5627
2021-01-10,43.5627
2021-01-11,43.5627
2021-01-12,42.0622
2021-01-13,40.986
2021-01-14,44.5501
2021-01-15,46.6104
2021-01-16,46.6104
2021-01-17,46.6104
2021-01-18,46.6104
2021-01-19,44.1843
2021-01-20,47.0361
2021-01-21,45.4351
2021-01-22,48.0857
2021-01-23,48.0857
2021-01-24,48.0857
2021-01-25,52.3011
2021-01-26,52.6907
2021-01-27,54.2374
2021-01-28,53.8729
2021-01-29,52.0637
2021-01-30,52.0637
2021-01-31,52.0637
2021-02-01,48.9194
2021-02-02,49.2621
2021-02-03,48.2574
2021-02-04,46.6974
2021-02-05,47.3461
2021-02-06,47.3461
2021-02-07,47.3461
2021-02-08,48.9083
2021-02-09,50.0799
2021-02-10,49.8073
2021-02-11,47.4042
2021-02-12,49.6385
2021-02-13,49.6385
2021-02-14,49.6385
2021-02-15,49.6385
2021-02-16,46.891
2021-02-17,47.7327
2021-02-18,45.1812
2021-02-19,45.1812
2021-02-20,45.1812
2021-02-21,45.1812
2021-02-22,45.098
2021-02-23,47.2103
2021-02-24,46.0751
2021-02-25,46.1781
2021-02-26,42.6399
2021-02-27,42.6399
2021-02-28,42.6399
2021-03-01,43.3878
2021-03-02,46.2857
2021-03-03,49.1697
2021-03-04,51.0005
2021-03-05,55.6293
2021-03-06,55.6293
2021-03-07,55.6293
2021-03-08,57.5551
2021-03-09,56.1965
2021-03-10,58.2362
2021-03-11,56.8666
2021-03-12,57.7477
2021-03-13,57.7477
2021-03-14,57.7477
2021-03-15,60.7863
2021-03-16,62.0689
2021-03-17,60.433
2021-03-18,58.3451
2021-03-19,58.3451
2021-03-20,58.3451
2021-03-21,58.3451
2021-03-22,61.34
2021-03-23,60.7241
2021-03-24,55.7093
2021-03-25,58.8841
2021-03-26,60.3842
2021-03-27,60.3842
2021-03-28,60.3842
2021-03-29,61.6507
2021-03-30,60.228
2021-03-31,56.2864
2021-04-01,57.2082
2021-04-02,57.2082
2021-04-03,57.2082
2021-04-04,57.2082
2021-04-05,57.7999
2021-04-06,58.7827
2021-04-07,58.7827
2021-04-08,58.8511
2021-04-09,55.8787
2021-04-10,55.8787
2021-04-11,55.8787
2021-04-12,57.4562
2021-04-13,54.1772
2021-04-14,53.8241
2021-04-15,55.1837
2021-04-16,56.2931
2021-04-17,56.2931
2021-04-18,56.2931
2021-04-19,57.3134
2021-04-20,58.668
2021-04-21,59.3008
2021-04-22,58.6812
2021-04-23,57.7449
2021-04-24,57.7449
2021-04-25,57.7449
2021-04-26,53.2523
2021-04-27,53.8179
2021-04-28,53.341
2021-04-29,55.15
2021-04-30,53.9693
2021-05-01,53.9693
2021-05-02,53.9693
2021-05-03,56.1541
2021-05-04,56.1541
2021-05-05,57.2008
2021-05-06,59.5811
2021-05-07,57.6551
2021-05-08,57.6551
2021-05-09,57.6551
2021-05-10,59.6777
2021-05-11,58.8166
2021-05-12,56.4974
2021-05-13,58.0529
2021-05-14,53.9612
2021-05-15,53.9612
2021-05-16,53.9612
2021-05-17,54.4472
2021-05-18,56.5811
2021-05-19,57.3467
2021-05-20,57.5017
2021-05-21,52.1132
2021-05-22,52.1132
2021-05-23,52.1132
2021-05-24,52.0215
2021-05-25,51.739
2021-05-26,52.0978
2021-05-27,50.6372
2021-05-28,51.4815
2021-05-29,51.4815
2021-05-30,51.4815
2021-05-31,51.4815
2021-06-01,55.5052
2021-06-02,58.9503
2021-06-03,61.8688
2021-06-04,59.1377
2021-06-05,59.1377
2021-06-06,59.1377
2021-06-07,59.1377
2021-06-08,56.7546
2021-06-09,55.0197
2021-06-10,55.8725
2021-06-11,55.8725
2021-06-12,55.8725
2021-06-13,55.8725
2021-06-14,56.1153
2021-06-15,54.968
2021-06-16,53.4271
2021-06-17,52.3145
2021-06-18,47.0613
2021-06-19,47.0613
2021-06-20,47.0613
2021-06-21,48.3784
2021-06-22,48.8486
2021-06-23,46.4003
2021-06-24,47.3747
2021-06-25,51.3122
2021-06-26,51.3122
2021-06-27,51.3122
2021-06-28,51.7465
2021-06-29,50.2624
2021-06-30,51.5209
2021-07-01,50.7616
2021-07-02,51.952
2021-07-03,51.952
2021-07-04,51.952
2021-07-05,51.952
2021-07-06,50.6844
2021-07-07,49.065
2021-07-08,47.5846
2021-07-09,49.9288
2021-07-10,49.9288
2021-07-11,49.9288
2021-07-12,50.1211
2021-07-13,47.3021
2021-07-14,48.5007
2021-07-15,51.5411
2021-07-16,52.8898
2021-07-17,52.8898
2021-07-18,52.8898
2021-07-19,53.0699
2021-07-20,50.5693
2021-07-21,47.5122
2021-07-22,45.363
2021-07-23,47.3345
2021-07-24,47.3345
2021-07-25,47.3345
2021-07-26,48.6756
2021-07-27,49.3429
2021-07-28,46.3174
2021-07-29,45.8893
2021-07-30,45.9926
2021-07-31,45.9926
2021-08-01,45.9926
2021-08-02,46.099
2021-08-03,45.4505
2021-08-04,38.8309
2021-08-05,41.3111
2021-08-06,41.161
2021-08-07,41.161
2021-08-08,41.161
2021-08-09,40.8538
2021-08-10,41.4191
2021-08-11,42.777
2021-08-12,41.5321
2021-08-13,54.8521
2021-08-14,54.8521
2021-08-15,54.8521
2021-08-16,56.7917
2021-08-17,60.2609
2021-08-18,55.178
2021-08-19,56.1809
2021-08-20,54.9876
2021-08-21,54.9876
2021-08-22,54.9876
2021-08-23,53.4987
2021-08-24,49.8944
2021-08-25,49.5421
2021-08-26,48.4797
2021-08-27,50.0316
2021-08-28,50.0316
2021-08-29,50.0316
2021-08-30,51.4718
2021-08-31,51.6879
2021-09-01,52.2016
2021-09-02,54.0936
2021-09-03,52.2027
2021-09-04,52.2027
2021-09-05,52.2027
2021-09-06,52.2027
2021-09-07,49.7766
2021-09-08,51.2875
2021-09-09,48.1412
2021-09-10,48.6072
2021-09-11,48.6072
2021-09-12,48.6072
2021-09-13,48.0122
2021-09-14,47.7853
2021-09-15,46.0588
2021-09-16,45.6876
2021-09-17,46.4906
2021-09-18,46.4906
2021-09-19,46.4906
2021-09-20,44.7418
2021-09-21,45.3886
2021-09-22,45.6705
2021-09-23,47.448
2021-09-24,48.3678
2021-09-25,48.3678
2021-09-26,48.3678
2021-09-27,48.1065
2021-09-28,50.0601
2021-09-29,53.5088
2021-09-30,50.2763
2021-10-01,51.783
2021-10-02,51.783
2021-10-03,51.783
2021-10-04,54.4032
2021-10-05,55.9781
2021-10-06,58.6514
2021-10-07,58.1706
2021-10-08,58.9368
2021-10-09,58.9368
2021-10-10,58.9368
2021-10-11,60.0381
2021-10-12,60.8528
2021-10-13,63.06
2021-10-14,61.8921
2021-10-15,58.528
2021-10-16,58.528
2021-10-17,58.528
2021-10-18,57.644
2021-10-19,57.2465
2021-10-20,59.0014
2021-10-21,58.2796
2021-10-22,58.7273
2021-10-23,58.7273
2021-10-24,58.7273
2021-10-25,59.6237
2021-10-26,59.2907
2021-10-27,53.9874
2021-10-28,55.7535
2021-10-29,54.5716
2021-10-30,54.5716
2021-10-31,54.5716
2021-11-01,56.0183
2021-11-02,57.795
2021-11-03,60.2506
2021-11-04,57.8934
2021-11-05,57.5894
2021-11-06,57.5894
2021-11-07,57.5894
2021-11-08,58.0452
2021-11-09,59.6886
2021-11-10,59.3606
2021-11-11,59.4375
2021-11-12,63.5714
2021-11-13,63.5714
2021-11-14,63.5714
2021-11-15,68.9838
2021-11-16,66.9473
2021-11-17,67.0532
2021-11-18,65.1107
2021-11-19,65.7382
2021-11-20,65.7382
2021-11-21,65.7382
2021-11-22,65.2964
2021-11-23,66.5184
2021-11-24,66.8062
2021-11-25,66.8062
2021-11-26,60.7539
2021-11-27,60.7539
2021-11-28,60.7539
2021-11-29,60.1499
2021-11-30,54.7109
2021-12-01,53.2508
2021-12-02,53.4034
2021-12-03,55.5066
2021-12-04,55.5066
2021-12-05,55.5066
2021-12-06,54.9568
2021-12-07,56.588
2021-12-08,57.315
2021-12-09,54.8449
2021-12-10,56.1969
2021-12-11,56.1969
2021-12-12,56.1969
2021-12-13,59.1491
2021-12-14,59.3516
2021-12-15,61.5214
2021-12-16,64.7102
2021-12-17,63.1072
2021-12-18,63.1072
2021-12-19,63.1072
2021-12-20,62.9057
2021-12-21,62.9057
2021-12-22,62.9057
2021-12-23,61.0707
2021-12-24,61.0707
2021-12-25,61.0707
2021-12-26,61.0707
2021-12-27,62.5977
2021-12-28,64.5373
2021-12-29,64.5985
2021-12-30,64.3685
2021-12-31,64.6936
2022-01-01,64.6936
2022-01-02,64.6936
2022-01-03,64.6936
2022-01-04,65.4363
2022-01-05,67.3726
2022-01-06,67.7464
2022-01-07,68.3098
2022-01-08,68.3098
2022-01-09,68.3098
2022-01-10,69.4744
2022-01-11,64.2073
2022-01-12,64.8131
2022-01-13,67.1757
2022-01-14,71.4616
2022-01-15,71.4616
2022-01-16,71.4616
2022-01-17,71.4616
2022-01-18,70.5092
2022-01-19,69.7876
2022-01-20,63.3083
2022-01-21,65.5342
2022-01-22,65.5342
2022-01-23,65.5342
2022-01-24,63.9897
2022-01-25,59.3586
2022-01-26,58.0902
2022-01-27,58.9966
2022-01-28,60.1432
2022-01-29,60.1432
2022-01-30,60.1432
2022-01-31,58.6355
2022-02-01,58.2578
2022-02-02,60.5575
2022-02-03,61.4366
2022-02-04,57.2853
2022-02-05,57.2853
2022-02-06,57.2853
2022-02-07,58.0844
2022-02-08,59.4574
2022-02-09,57.5986
2022-02-10,55.9694
2022-02-11,54.5506
2022-02-12,54.5506
2022-02-13,54.5506
2022-02-14,55.4273
2022-02-15,56.0124
2022-02-16,54.0844
2022-02-17,57.069
2022-02-18,59.3365
2022-02-19,59.3365
2022-02-20,59.3365
2022-02-21,59.3365
2022-02-22,56.9567
2022-02-23,57.3649
2022-02-24,45.4692
2022-02-25,51.5725
2022-02-26,51.5725
2022-02-27,51.5725
2022-02-28,49.1509
2022-03-01,48.503
2022-03-02,50.5269
2022-03-03,51.9003
2022-03-04,47.7286
2022-03-05,47.7286
2022-03-06,47.7286
2022-03-07,41.9922
2022-03-08,38.7651
2022-03-09,40.7236
2022-03-10,38.8747
2022-03-11,36.7722
2022-03-12,36.7722
2022-03-13,36.7722
2022-03-14,38.0108
2022-03-15,39.7211
2022-03-16,42.2522
2022-03-17,41.9977
2022-03-18,42.8875
2022-03-19,42.8875
2022-03-20,42.8875
2022-03-21,41.8254
2022-03-22,42.6216
2022-03-23,41.6243
2022-03-24,41.3965
2022-03-25,43.3834
2022-03-26,43.3834
2022-03-27,43.3834
2022-03-28,43.3834
2022-03-29,48.0638
2022-03-30,46.8666
2022-03-31,46.3988
2022-04-01,49.5261
2022-04-02,49.5261
2022-04-03,49.5261
2022-04-04,48.2849
2022-04-05,48.1221
2022-04-06,50.1499
2022-04-07,50.4931
2022-04-08,51.3022
2022-04-09,51.3022
2022-04-10,51.3022
2022-04-11,51.4196
2022-04-12,52.4856
2022-04-13,52.6051
2022-04-14,52.7281
2022-04-15,52.7281
2022-04-16,52.7281
2022-04-17,52.7281
2022-04-18,51.9607
2022-04-19,53.303
2022-04-20,56.8103
2022-04-21,57.3716
2022-04-22,55.9424
2022-04-23,55.9424
2022-04-24,55.9424
2022-04-25,57.106
2022-04-26,52.4489
2022-04-27,51.1219
2022-04-28,53.0866
2022-04-29,49.6662
2022-04-30,49.6662
2022-05-01,49.6662
2022-05-02,47.006
2022-05-03,49.0752
2022-05-04,51.2244
2022-05-05,49.6586
2022-05-06,49.9023
2022-05-07,49.9023
2022-05-08,49.9023
2022-05-09,54.1505
2022-05-10,50.9495
2022-05-11,51.5089
2022-05-12,52.4625
2022-05-13,54.2158
2022-05-14,54.2158
2022-05-15,54.2158
2022-05-16,52.7076
2022-05-17,51.594
2022-05-18,43.4218
2022-05-19,42.3038
2022-05-20,49.6995
2022-05-21,49.6995
2022-05-22,49.6995
2022-05-23,47.9043
2022-05-24,50.467
2022-05-25,51.2028
2022-05-26,53.6511
2022-05-27,53.4996
2022-05-28,53.4996
2022-05-29,53.4996
2022-05-30,53.4996
2022-05-31,54.6905
2022-06-01,49.0152
2022-06-02,49.3378
2022-06-03,47.5588
2022-06-04,47.5588
2022-06-05,47.5588
2022-06-06,47.6564
2022-06-07,47.6106
2022-06-08,46.0843
2022-06-09,43.5876
2022-06-10,44.0825
2022-06-11,44.0825
2022-06-12,44.0825
2022-06-13,43.7735
2022-06-14,41.0524
2022-06-15,43.4394
2022-06-16,42.6315
2022-06-17,43.0925
2022-06-18,43.0925
2022-06-19,43.0925
2022-06-20,43.0925
2022-06-21,44.9238
2022-06-22,44.9238
2022-06-23,46.5906
2022-06-24,51.5588
2022-06-25,51.5588
2022-06-26,51.5588
2022-06-27,51.6078
2022-06-28,51.1261
2022-06-29,52.4523
2022-06-30,51.9476
2022-07-01,53.7878
2022-07-02,53.7878
2022-07-03,53.7878
2022-07-04,53.7878
2022-07-05,54.9769
2022-07-06,52.5299
2022-07-07,54.9967
2022-07-08,54.1239
2022-07-09,54.1239
2022-07-10,54.1239
2022-07-11,55.1547
2022-07-12,56.126
2022-07-13,56.9459
2022-07-14,55.2495
2022-07-15,54.626
2022-07-16,54.626
2022-07-17,54.626
2022-07-18,51.8995
2022-07-19,53.6543
2022-07-20,53.1077
2022-07-21,53.2172
2022-07-22,55.1159
2022-07-23,55.1159
2022-07-24,55.1159
2022-07-25,56.2188
2022-07-26,58.4803
2022-07-27,57.0574
2022-07-28,59.4395
2022-07-29,60.5932
2022-07-30,60.5932
2022-07-31,60.5932
2022-08-01,61.0062
2022-08-02,56.3866
2022-08-03,57.0301
2022-08-04,54.9649
2022-08-05,55.227
2022-08-06,55.227
2022-08-07,55.227
2022-08-08,55.2808
2022-08-09,55.5573
2022-08-10,54.4432
2022-08-11,54.4432
2022-08-12,54.0806
2022-08-13,54.0806
2022-08-14,54.0806
2022-08-15,55.728
2022-08-16,57.0275
2022-08-17,57.2634
2022-08-18,57.6841
2022-08-19,58.9961
2022-08-20,58.9961
2022-08-21,58.9961
2022-08-22,55.8991
2022-08-23,55.1893
2022-08-24,55.1893
2022-08-25,52.874
2022-08-26,51.7132
2022-08-27,51.7132
2022-08-28,51.7132
2022-08-29,50.1196
2022-08-30,51.518
2022-08-31,50.5913
2022-09-01,52.0893
2022-09-02,49.8236
2022-09-03,49.8236
2022-09-04,49.8236
2022-09-05,49.8236
2022-09-06,46.5045
2022-09-07,49.6713
2022-09-08,47.5896
2022-09-09,47.9656
2022-09-10,47.9656
2022-09-11,47.9656
2022-09-12,48.7266
2022-09-13,44.0001
2022-09-14,43.8761
2022-09-15,43.4328
2022-09-16,43.7686
2022-09-17,43.7686
2022-09-18,43.7686
2022-09-19,45.6865
2022-09-20,43.4217
2022-09-21,42.4611
2022-09-22,43.2405
2022-09-23,40.5272
2022-09-24,40.5272
2022-09-25,40.5272
2022-09-26,40.4052
2022-09-27,38.0922
2022-09-28,40.3563
2022-09-29,39.2861
2022-09-30,36.9757
2022-10-01,36.9757
2022-10-02,36.9757
2022-10-03,39.0557
2022-10-04,42.3907
2022-10-05,40.8491
2022-10-06,38.667
2022-10-07,38.0736
2022-10-08,38.0736
2022-10-09,38.0736
2022-10-10,42.3193
2022-10-11,45.5024
2022-10-12,45.5764
2022-10-13,51.5013
2022-10-14,50.8432
2022-10-15,50.8432
2022-10-16,50.8432
2022-10-17,51.4845
2022-10-18,55.5631
2022-10-19,54.0425
2022-10-20,53.356
2022-10-21,55.0685
2022-10-22,55.0685
2022-10-23,55.0685
2022-10-24,56.7125
2022-10-25,57.4348
2022-10-26,58.5359
2022-10-27,60.9399
2022-10-28,63.1048
2022-10-29,63.1048
2022-10-30,63.1048
2022-10-31,63.8869
2022-11-01,62.7535
2022-11-02,60.8395
2022-11-03,61.6956
2022-11-04,61.7972
2022-11-05,61.7972
2022-11-06,61.7972
2022-11-07,61.2091
2022-11-08,61.48
2022-11-09,61.0391
2022-11-10,65.8969
2022-11-11,49.2783
2022-11-12,49.2783
2022-11-13,49.2783
2022-11-14,52.2091
2022-11-15,55.7506
2022-11-16,56.4271
2022-11-17,56.0393
2022-11-18,57.6728
2022-11-19,57.6728
2022-11-20,57.6728
2022-11-21,60.0947
2022-11-22,60.6766
2022-11-23,61.0293
2022-11-24,61.0293
2022-11-25,61.7006
2022-11-26,61.7006
2022-11-27,61.7006
2022-11-28,61.7006
2022-11-29,59.9456
2022-11-30,62.2495
2022-12-01,62.4904
2022-12-02,62.8582
2022-12-03,62.8582
2022-12-04,62.8582
2022-12-05,63.4756
2022-12-06,55.2972
2022-12-07,56.9433
2022-12-08,57.2513
2022-12-09,55.0958
2022-12-10,55.0958
2022-12-11,55.0958
2022-12-12,55.9308
2022-12-13,53.9698
2022-12-14,55.3972
2022-12-15,53.0705
2022-12-16,53.3178
2022-12-17,53.3178
2022-12-18,53.3178
2022-12-19,52.7426
2022-12-20,52.2182
2022-12-21,54.9958
2022-12-22,54.7519
2022-12-23,55.8161
2022-12-24,55.8161
2022-12-25,55.8161
2022-12-26,55.8161
2022-12-27,56.1212
2022-12-28,54.3738
2022-12-29,54.0514
2022-12-30,52.6938
2022-12-31,52.6938
2023-01-01,52.6938
2023-01-02,52.6938
2023-01-03,50.9905
2023-01-04,51.5901
2023-01-05,52.3142
2023-01-06,55.0393
2023-01-07,55.0393
2023-01-08,55.0393
2023-01-09,50.7027
2023-01-10,48.3828
2023-01-11,47.4288
2023-01-12,47.0337
2023-01-13,47.994
2023-01-14,47.994
2023-01-15,47.994
2023-01-16,47.994
2023-01-17,47.994
2023-01-18,42.6928
2023-01-19,41.7001
2023-01-20,41.1557
2023-01-21,41.1557
2023-01-22,41.1557
2023-01-23,40.509
2023-01-24,40.408
2023-01-25,42.9122
2023-01-26,41.7901
2023-01-27,41.7364
2023-01-28,41.7364
2023-01-29,41.7364
2023-01-30,44.1162
2023-01-31,48.7205
2023-02-01,48.538
2023-02-02,48.1647
2023-02-03,47.7217
2023-02-04,47.7217
2023-02-05,47.7217
2023-02-06,49.7698
2023-02-07,48.0183
2023-02-08,47.3795
2023-02-09,46.4212
2023-02-10,47.946
2023-02-11,47.946
2023-02-12,47.946
2023-02-13,50.3144
2023-02-14,48.3725
2023-02-15,49.9571
2023-02-16,48.8775
2023-02-17,53.2538
2023-02-18,53.2538
2023-02-19,53.2538
2023-02-20,53.2538
2023-02-21,53.2538
2023-02-22,53.8844
2023-02-23,55.1364
2023-02-24,53.0504
2023-02-25,53.0504
2023-02-26,53.0504
2023-02-27,53.0504
2023-02-28,49.8094
2023-03-01,48.0546
2023-03-02,50.5024
2023-03-03,51.974
2023-03-04,51.974
2023-03-05,51.974
2023-03-06,51.7569
2023-03-07,50.2376
2023-03-08,48.0821
2023-03-09,47.4034
2023-03-10,46.5871
2023-03-11,46.5871
2023-03-12,46.5871
2023-03-13,42.8938
2023-03-14,47.0144
2023-03-15,47.3716
2023-03-16,49.213
2023-03-17,44.2813
2023-03-18,44.2813
