,TPB US Equity
2020-06-04,55.2792
2020-06-05,56.8269
2020-06-06,56.8269
2020-06-07,56.8269
2020-06-08,58.2505
2020-06-09,57.4342
2020-06-10,55.2246
2020-06-11,53.3476
2020-06-12,54.6544
2020-06-13,54.6544
2020-06-14,54.6544
2020-06-15,56.0058
2020-06-16,56.1843
2020-06-17,56.2105
2020-06-18,55.7604
2020-06-19,57.2055
2020-06-20,57.2055
2020-06-21,57.2055
2020-06-22,54.6615
2020-06-23,54.6615
2020-06-24,52.3411
2020-06-25,52.9188
2020-06-26,50.423
2020-06-27,50.423
2020-06-28,50.423
2020-06-29,54.5612
2020-06-30,54.2933
2020-07-01,51.6377
2020-07-02,54.1034
2020-07-03,54.1034
2020-07-04,54.1034
2020-07-05,54.1034
2020-07-06,52.5563
2020-07-07,52.3627
2020-07-08,57.8273
2020-07-09,55.7517
2020-07-10,56.6323
2020-07-11,56.6323
2020-07-12,56.6323
2020-07-13,57.4826
2020-07-14,62.0553
2020-07-15,63.2692
2020-07-16,64.062
2020-07-17,64.8853
2020-07-18,64.8853
2020-07-19,64.8853
2020-07-20,60.451
2020-07-21,62.8359
2020-07-22,63.8488
2020-07-23,63.6794
2020-07-24,61.5184
2020-07-25,61.5184
2020-07-26,61.5184
2020-07-27,62.9609
2020-07-28,67.9649
2020-07-29,68.7439
2020-07-30,66.6085
2020-07-31,65.8918
2020-08-01,65.8918
2020-08-02,65.8918
2020-08-03,65.3299
2020-08-04,62.3531
2020-08-05,61.8147
2020-08-06,61.2675
2020-08-07,58.5244
2020-08-08,58.5244
2020-08-09,58.5244
2020-08-10,56.7714
2020-08-11,56.1712
2020-08-12,56.5749
2020-08-13,54.6159
2020-08-14,53.0424
2020-08-15,53.0424
2020-08-16,53.0424
2020-08-17,57.6397
2020-08-18,58.3178
2020-08-19,56.6828
2020-08-20,55.1427
2020-08-21,53.6352
2020-08-22,53.6352
2020-08-23,53.6352
2020-08-24,53.0866
2020-08-25,51.3425
2020-08-26,50.9451
2020-08-27,51.8808
2020-08-28,53.132
2020-08-29,53.132
2020-08-30,53.132
2020-08-31,51.8584
2020-09-01,52.281
2020-09-02,51.4708
2020-09-03,52.4385
2020-09-04,50.15
2020-09-05,50.15
2020-09-06,50.15
2020-09-07,50.15
2020-09-08,53.4331
2020-09-09,54.6527
2020-09-10,55.5885
2020-09-11,57.9726
2020-09-12,57.9726
2020-09-13,57.9726
2020-09-14,57.2884
2020-09-15,59.348
2020-09-16,57.1498
2020-09-17,55.1969
2020-09-18,53.2199
2020-09-19,53.2199
2020-09-20,53.2199
2020-09-21,50.3038
2020-09-22,49.3521
2020-09-23,46.7199
2020-09-24,48.6006
2020-09-25,49.1021
2020-09-26,49.1021
2020-09-27,49.1021
2020-09-28,48.64
2020-09-29,47.5975
2020-09-30,47.2482
2020-10-01,43.179
2020-10-02,45.6178
2020-10-03,45.6178
2020-10-04,45.6178
2020-10-05,54.2567
2020-10-06,52.2125
2020-10-07,54.4325
2020-10-08,52.3662
2020-10-09,53.3985
2020-10-10,53.3985
2020-10-11,53.3985
2020-10-12,53.8686
2020-10-13,54.696
2020-10-14,55.5212
2020-10-15,57.3798
2020-10-16,57.2881
2020-10-17,57.2881
2020-10-18,57.2881
2020-10-19,56.2038
2020-10-20,54.6151
2020-10-21,53.561
2020-10-22,55.4908
2020-10-23,56.1359
2020-10-24,56.1359
2020-10-25,56.1359
2020-10-26,59.0852
2020-10-27,67.0144
2020-10-28,67.7332
2020-10-29,65.0744
2020-10-30,66.0413
2020-10-31,66.0413
2020-11-01,66.0413
2020-11-02,64.7643
2020-11-03,63.822
2020-11-04,62.8155
2020-11-05,64.8651
2020-11-06,66.1884
2020-11-07,66.1884
2020-11-08,66.1884
2020-11-09,64.3317
2020-11-10,66.242
2020-11-11,67.1898
2020-11-12,62.2134
2020-11-13,63.6873
2020-11-14,63.6873
2020-11-15,63.6873
2020-11-16,64.6646
2020-11-17,66.3829
2020-11-18,60.9613
2020-11-19,61.308
2020-11-20,60.4876
2020-11-21,60.4876
2020-11-22,60.4876
2020-11-23,60.4876
2020-11-24,61.4666
2020-11-25,59.8489
2020-11-26,59.8489
2020-11-27,61.1439
2020-11-28,61.1439
2020-11-29,61.1439
2020-11-30,60.8579
2020-12-01,63.2413
2020-12-02,61.6757
2020-12-03,61.8926
2020-12-04,62.5682
2020-12-05,62.5682
2020-12-06,62.5682
2020-12-07,63.1886
2020-12-08,66.2987
2020-12-09,66.4907
2020-12-10,67.4346
2020-12-11,68.4626
2020-12-12,68.4626
2020-12-13,68.4626
2020-12-14,64.1759
2020-12-15,62.7607
2020-12-16,63.9505
2020-12-17,64.9069
2020-12-18,66.7175
2020-12-19,66.7175
2020-12-20,66.7175
2020-12-21,66.3347
2020-12-22,67.1788
2020-12-23,69.1774
2020-12-24,70.561
2020-12-25,70.561
2020-12-26,70.561
2020-12-27,70.561
2020-12-28,68.6546
2020-12-29,64.0553
2020-12-30,63.0582
2020-12-31,62.9687
2021-01-01,62.9687
2021-01-02,62.9687
2021-01-03,62.9687
2021-01-04,58.5564
2021-01-05,59.7867
2021-01-06,64.9242
2021-01-07,66.3722
2021-01-08,60.583
2021-01-09,60.583
2021-01-10,60.583
2021-01-11,59.7246
2021-01-12,57.7494
2021-01-13,57.8867
2021-01-14,58.1852
2021-01-15,57.2225
2021-01-16,57.2225
2021-01-17,57.2225
2021-01-18,57.2225
2021-01-19,58.9173
2021-01-20,58.7635
2021-01-21,58.8376
2021-01-22,59.1036
2021-01-23,59.1036
2021-01-24,59.1036
2021-01-25,58.6555
2021-01-26,60.5505
2021-01-27,58.3213
2021-01-28,61.953
2021-01-29,61.5328
2021-01-30,61.5328
2021-01-31,61.5328
2021-02-01,68.2462
2021-02-02,65.5998
2021-02-03,67.3504
2021-02-04,69.1206
2021-02-05,70.0574
2021-02-06,70.0574
2021-02-07,70.0574
2021-02-08,71.6728
2021-02-09,72.656
2021-02-10,67.859
2021-02-11,70.6098
2021-02-12,72.134
2021-02-13,72.134
2021-02-14,72.134
2021-02-15,72.134
2021-02-16,60.7995
2021-02-17,59.9927
2021-02-18,57.8686
2021-02-19,57.407
2021-02-20,57.407
2021-02-21,57.407
2021-02-22,54.5244
2021-02-23,56.5218
2021-02-24,57.6903
2021-02-25,54.7755
2021-02-26,52.8661
2021-02-27,52.8661
2021-02-28,52.8661
2021-03-01,55.9525
2021-03-02,53.3661
2021-03-03,52.0417
2021-03-04,49.9966
2021-03-05,50.8374
2021-03-06,50.8374
2021-03-07,50.8374
2021-03-08,51.2957
2021-03-09,53.0783
2021-03-10,54.1598
2021-03-11,55.4323
2021-03-12,56.9613
2021-03-13,56.9613
2021-03-14,56.9613
2021-03-15,56.9994
2021-03-16,54.0581
2021-03-17,55.4735
2021-03-18,54.8055
2021-03-19,55.5709
2021-03-20,55.5709
2021-03-21,55.5709
2021-03-22,56.8007
2021-03-23,52.9361
2021-03-24,53.4864
2021-03-25,54.6538
2021-03-26,55.0893
2021-03-27,55.0893
2021-03-28,55.0893
2021-03-29,52.5303
2021-03-30,53.2836
2021-03-31,54.6129
2021-04-01,54.9191
2021-04-02,54.9191
2021-04-03,54.9191
2021-04-04,54.9191
2021-04-05,52.4772
2021-04-06,52.2369
2021-04-07,51.5223
2021-04-08,54.0145
2021-04-09,52.8333
2021-04-10,52.8333
2021-04-11,52.8333
2021-04-12,51.0824
2021-04-13,50.4767
2021-04-14,49.8996
2021-04-15,49.7214
2021-04-16,50.1816
2021-04-17,50.1816
2021-04-18,50.1816
2021-04-19,45.371
2021-04-20,43.8041
2021-04-21,45.8904
2021-04-22,45.3472
2021-04-23,47.7917
2021-04-24,47.7917
2021-04-25,47.7917
2021-04-26,48.7583
2021-04-27,52.8637
2021-04-28,49.6214
2021-04-29,49.1292
2021-04-30,49.1813
2021-05-01,49.1813
2021-05-02,49.1813
2021-05-03,47.4052
2021-05-04,47.5899
2021-05-05,48.1736
2021-05-06,46.0023
2021-05-07,46.3959
2021-05-08,46.3959
2021-05-09,46.3959
2021-05-10,45.2861
2021-05-11,44.893
2021-05-12,43.1252
2021-05-13,42.7273
2021-05-14,44.6211
2021-05-15,44.6211
2021-05-16,44.6211
2021-05-17,43.3453
2021-05-18,41.8079
2021-05-19,42.2912
2021-05-20,41.931
2021-05-21,41.4784
2021-05-22,41.4784
2021-05-23,41.4784
2021-05-24,41.3364
2021-05-25,41.0998
2021-05-26,41.0438
2021-05-27,40.9091
2021-05-28,39.3993
2021-05-29,39.3993
2021-05-30,39.3993
2021-05-31,39.3993
2021-06-01,40.5203
2021-06-02,41.0984
2021-06-03,39.9927
2021-06-04,42.8002
2021-06-05,42.8002
2021-06-06,42.8002
2021-06-07,48.7576
2021-06-08,47.8939
2021-06-09,46.0545
2021-06-10,46.4798
2021-06-11,46.5311
2021-06-12,46.5311
2021-06-13,46.5311
2021-06-14,47.2632
2021-06-15,45.9838
2021-06-16,44.9762
2021-06-17,41.7163
2021-06-18,40.4356
2021-06-19,40.4356
2021-06-20,40.4356
2021-06-21,42.9822
2021-06-22,43.1219
2021-06-23,42.2646
2021-06-24,46.628
2021-06-25,43.9484
2021-06-26,43.9484
2021-06-27,43.9484
2021-06-28,46.2916
2021-06-29,46.972
2021-06-30,50.6824
2021-07-01,53.2375
2021-07-02,51.4237
2021-07-03,51.4237
2021-07-04,51.4237
2021-07-05,51.4237
2021-07-06,51.689
2021-07-07,50.9926
2021-07-08,51.8943
2021-07-09,51.7428
2021-07-10,51.7428
2021-07-11,51.7428
2021-07-12,53.2945
2021-07-13,50.9084
2021-07-14,52.744
2021-07-15,51.22
2021-07-16,49.9751
2021-07-17,49.9751
2021-07-18,49.9751
2021-07-19,47.1758
2021-07-20,46.2893
2021-07-21,47.5953
2021-07-22,46.6564
2021-07-23,49.9264
2021-07-24,49.9264
2021-07-25,49.9264
2021-07-26,52.8465
2021-07-27,61.9094
2021-07-28,61.1449
2021-07-29,61.7594
2021-07-30,63.6068
2021-07-31,63.6068
2021-08-01,63.6068
2021-08-02,64.4582
2021-08-03,60.4715
2021-08-04,59.2243
2021-08-05,57.3878
2021-08-06,55.0556
2021-08-07,55.0556
2021-08-08,55.0556
2021-08-09,49.6453
2021-08-10,50.0636
2021-08-11,53.1043
2021-08-12,49.7266
2021-08-13,47.4921
2021-08-14,47.4921
2021-08-15,47.4921
2021-08-16,53.5931
2021-08-17,52.8041
2021-08-18,50.5133
2021-08-19,50.3615
2021-08-20,51.8582
2021-08-21,51.8582
2021-08-22,51.8582
2021-08-23,52.0244
2021-08-24,51.2734
2021-08-25,53.1833
2021-08-26,53.5533
2021-08-27,54.5992
2021-08-28,54.5992
2021-08-29,54.5992
2021-08-30,54.6162
2021-08-31,53.8422
2021-09-01,55.0012
2021-09-02,57.6895
2021-09-03,57.6895
2021-09-04,57.6895
2021-09-05,57.6895
2021-09-06,57.6895
2021-09-07,53.4751
2021-09-08,53.0456
2021-09-09,51.3196
2021-09-10,48.8255
2021-09-11,48.8255
2021-09-12,48.8255
2021-09-13,48.1869
2021-09-14,48.6568
2021-09-15,50.24
2021-09-16,50.5738
2021-09-17,42.7201
2021-09-18,42.7201
2021-09-19,42.7201
2021-09-20,43.6726
2021-09-21,42.7455
2021-09-22,44.2444
2021-09-23,44.2107
2021-09-24,44.4734
2021-09-25,44.4734
2021-09-26,44.4734
2021-09-27,47.0118
2021-09-28,49.655
2021-09-29,51.1931
2021-09-30,50.5343
2021-10-01,52.0058
2021-10-02,52.0058
2021-10-03,52.0058
2021-10-04,51.6295
2021-10-05,51.1614
2021-10-06,51.0961
2021-10-07,50.9838
2021-10-08,50.9375
2021-10-09,50.9375
2021-10-10,50.9375
2021-10-11,50.9136
2021-10-12,50.9374
2021-10-13,51.7136
2021-10-14,51.7383
2021-10-15,50.6666
2021-10-16,50.6666
2021-10-17,50.6666
2021-10-18,47.1788
2021-10-19,47.7717
2021-10-20,47.496
2021-10-21,48.475
2021-10-22,49.8029
2021-10-23,49.8029
2021-10-24,49.8029
2021-10-25,52.718
2021-10-26,34.1334
2021-10-27,33.2299
2021-10-28,32.9413
2021-10-29,34.4386
2021-10-30,34.4386
2021-10-31,34.4386
2021-11-01,37.4467
2021-11-02,38.7291
2021-11-03,38.7144
2021-11-04,39.2379
2021-11-05,40.4576
2021-11-06,40.4576
2021-11-07,40.4576
2021-11-08,41.2706
2021-11-09,41.3924
2021-11-10,40.7975
2021-11-11,42.4093
2021-11-12,43.0607
2021-11-13,43.0607
2021-11-14,43.0607
2021-11-15,39.8834
2021-11-16,38.0771
2021-11-17,37.5021
2021-11-18,37.0201
2021-11-19,35.8447
2021-11-20,35.8447
2021-11-21,35.8447
2021-11-22,35.8447
2021-11-23,36.544
2021-11-24,35.9694
2021-11-25,35.9694
2021-11-26,36.756
2021-11-27,36.756
2021-11-28,36.756
2021-11-29,36.2773
2021-11-30,38.458
2021-12-01,36.6489
2021-12-02,36.897
2021-12-03,39.6482
2021-12-04,39.6482
2021-12-05,39.6482
2021-12-06,39.4308
2021-12-07,38.6927
2021-12-08,38.5314
2021-12-09,36.654
2021-12-10,36.2691
2021-12-11,36.2691
2021-12-12,36.2691
2021-12-13,35.7259
2021-12-14,34.6706
2021-12-15,34.6321
2021-12-16,38.0009
2021-12-17,40.7423
2021-12-18,40.7423
2021-12-19,40.7423
2021-12-20,37.3466
2021-12-21,40.5837
2021-12-22,40.4787
2021-12-23,40.9215
2021-12-24,40.9215
2021-12-25,40.9215
2021-12-26,40.9215
2021-12-27,41.2124
2021-12-28,41.0498
2021-12-29,41.2553
2021-12-30,42.9362
2021-12-31,44.8678
2022-01-01,44.8678
2022-01-02,44.8678
2022-01-03,42.7267
2022-01-04,42.8966
2022-01-05,40.9138
2022-01-06,40.4728
2022-01-07,44.5272
2022-01-08,44.5272
2022-01-09,44.5272
2022-01-10,43.4632
2022-01-11,46.1577
2022-01-12,47.7709
2022-01-13,44.9824
2022-01-14,44.1116
2022-01-15,44.1116
2022-01-16,44.1116
2022-01-17,44.1116
2022-01-18,41.6115
2022-01-19,41.0919
2022-01-20,40.6621
2022-01-21,38.6855
2022-01-22,38.6855
2022-01-23,38.6855
2022-01-24,41.2239
2022-01-25,41.3271
2022-01-26,38.1386
2022-01-27,36.2915
2022-01-28,40.9635
2022-01-29,40.9635
2022-01-30,40.9635
2022-01-31,43.5513
2022-02-01,43.4809
2022-02-02,41.9377
2022-02-03,40.5394
2022-02-04,40.0053
2022-02-05,40.0053
2022-02-06,40.0053
2022-02-07,41.1418
2022-02-08,41.4791
2022-02-09,45.5465
2022-02-10,44.4556
2022-02-11,47.453
2022-02-12,47.453
2022-02-13,47.453
2022-02-14,44.0731
2022-02-15,45.4619
2022-02-16,45.9346
2022-02-17,44.4161
2022-02-18,43.3705
2022-02-19,43.3705
2022-02-20,43.3705
2022-02-21,43.3705
2022-02-22,38.6045
2022-02-23,43.9263
2022-02-24,44.1465
2022-02-25,43.7907
2022-02-26,43.7907
2022-02-27,43.7907
2022-02-28,43.3169
2022-03-01,40.6921
2022-03-02,41.5102
2022-03-03,42.7508
2022-03-04,41.8548
2022-03-05,41.8548
2022-03-06,41.8548
2022-03-07,38.6691
2022-03-08,37.3907
2022-03-09,37.3327
2022-03-10,36.4357
2022-03-11,35.6648
2022-03-12,35.6648
2022-03-13,35.6648
2022-03-14,38.8119
2022-03-15,37.383
2022-03-16,39.0822
2022-03-17,44.2674
2022-03-18,48.1433
2022-03-19,48.1433
2022-03-20,48.1433
2022-03-21,45.1404
2022-03-22,45.8138
2022-03-23,44.7858
2022-03-24,46.7579
2022-03-25,50.5803
2022-03-26,50.5803
2022-03-27,50.5803
2022-03-28,48.7138
2022-03-29,46.8374
2022-03-30,46.2949
2022-03-31,50.4949
2022-04-01,50.4718
2022-04-02,50.4718
2022-04-03,50.4718
2022-04-04,48.633
2022-04-05,46.9733
2022-04-06,46.5352
2022-04-07,46.0026
2022-04-08,43.9018
2022-04-09,43.9018
2022-04-10,43.9018
2022-04-11,45.1049
2022-04-12,45.0383
2022-04-13,44.0731
2022-04-14,44.0051
2022-04-15,44.0051
2022-04-16,44.0051
2022-04-17,44.0051
2022-04-18,44.4488
2022-04-19,45.7532
2022-04-20,45.7831
2022-04-21,45.6528
2022-04-22,44.1202
2022-04-23,44.1202
2022-04-24,44.1202
2022-04-25,43.3546
2022-04-26,44.484
2022-04-27,42.06
2022-04-28,46.1203
2022-04-29,46.3348
2022-04-30,46.3348
2022-05-01,46.3348
2022-05-02,46.6797
2022-05-03,45.2305
2022-05-04,45.6259
2022-05-05,40.0875
2022-05-06,38.7081
2022-05-07,38.7081
2022-05-08,38.7081
2022-05-09,36.2503
2022-05-10,35.1348
2022-05-11,39.7939
2022-05-12,40.0152
2022-05-13,41.7859
2022-05-14,41.7859
2022-05-15,41.7859
2022-05-16,42.8149
2022-05-17,42.0689
2022-05-18,40.1684
2022-05-19,39.0813
2022-05-20,39.1154
2022-05-21,39.1154
2022-05-22,39.1154
2022-05-23,41.0604
2022-05-24,40.1525
2022-05-25,43.1531
2022-05-26,43.9605
2022-05-27,45.3418
2022-05-28,45.3418
2022-05-29,45.3418
2022-05-30,45.3418
2022-05-31,46.2972
2022-06-01,46.2693
2022-06-02,47.0935
2022-06-03,43.6317
2022-06-04,43.6317
2022-06-05,43.6317
2022-06-06,43.4994
2022-06-07,46.9603
2022-06-08,45.7886
2022-06-09,43.313
2022-06-10,42.9258
2022-06-11,42.9258
2022-06-12,42.9258
2022-06-13,40.812
2022-06-14,42.3162
2022-06-15,42.7363
2022-06-16,41.6104
2022-06-17,44.9922
2022-06-18,44.9922
2022-06-19,44.9922
2022-06-20,44.9922
2022-06-21,43.2812
2022-06-22,41.3982
2022-06-23,45.9662
2022-06-24,49.9983
2022-06-25,49.9983
2022-06-26,49.9983
2022-06-27,50.247
2022-06-28,48.1813
2022-06-29,44.3812
2022-06-30,44.3572
2022-07-01,46.8797
2022-07-02,46.8797
2022-07-03,46.8797
2022-07-04,46.8797
2022-07-05,47.8013
2022-07-06,45.2868
2022-07-07,46.435
2022-07-08,45.4236
2022-07-09,45.4236
2022-07-10,45.4236
2022-07-11,45.1691
2022-07-12,46.9224
2022-07-13,45.42
2022-07-14,44.8466
2022-07-15,47.3468
2022-07-16,47.3468
2022-07-17,47.3468
2022-07-18,48.0172
2022-07-19,50.6469
2022-07-20,52.7048
2022-07-21,53.5443
2022-07-22,54.8545
2022-07-23,54.8545
2022-07-24,54.8545
2022-07-25,55.0419
2022-07-26,52.9626
2022-07-27,39.0233
2022-07-28,42.4264
2022-07-29,40.0934
2022-07-30,40.0934
2022-07-31,40.0934
2022-08-01,40.3321
2022-08-02,40.1665
2022-08-03,39.3316
2022-08-04,41.2138
2022-08-05,42.2918
2022-08-06,42.2918
2022-08-07,42.2918
2022-08-08,43.7155
2022-08-09,42.1435
2022-08-10,42.6766
2022-08-11,43.7767
2022-08-12,45.6309
2022-08-13,45.6309
2022-08-14,45.6309
2022-08-15,45.8789
2022-08-16,46.385
2022-08-17,43.1827
2022-08-18,44.0798
2022-08-19,42.3826
2022-08-20,42.3826
2022-08-21,42.3826
2022-08-22,45.0329
2022-08-23,43.1578
2022-08-24,42.8939
2022-08-25,43.8122
2022-08-26,43.1181
2022-08-27,43.1181
2022-08-28,43.1181
2022-08-29,42.3317
2022-08-30,41.4351
2022-08-31,41.5008
2022-09-01,41.7039
2022-09-02,41.3573
2022-09-03,41.3573
2022-09-04,41.3573
2022-09-05,41.3573
2022-09-06,40.7075
2022-09-07,42.6091
2022-09-08,42.7525
2022-09-09,44.3696
2022-09-10,44.3696
2022-09-11,44.3696
2022-09-12,43.6887
2022-09-13,41.3631
2022-09-14,41.5902
2022-09-15,41.8238
2022-09-16,40.5107
2022-09-17,40.5107
2022-09-18,40.5107
2022-09-19,41.3616
2022-09-20,39.8185
2022-09-21,39.186
2022-09-22,38.5255
2022-09-23,35.4833
2022-09-24,35.4833
2022-09-25,35.4833
2022-09-26,35.2878
2022-09-27,34.8902
2022-09-28,37.7472
2022-09-29,37.9707
2022-09-30,39.2343
2022-10-01,39.2343
2022-10-02,39.2343
2022-10-03,42.11
2022-10-04,42.1958
2022-10-05,41.6847
2022-10-06,41.6847
2022-10-07,40.031
2022-10-08,40.031
2022-10-09,40.031
2022-10-10,36.3724
2022-10-11,35.6709
2022-10-12,37.4936
2022-10-13,42.4641
2022-10-14,41.91
2022-10-15,41.91
2022-10-16,41.91
2022-10-17,39.0409
2022-10-18,41.9361
2022-10-19,40.9733
2022-10-20,41.3951
2022-10-21,41.9104
2022-10-22,41.9104
2022-10-23,41.9104
2022-10-24,41.4392
2022-10-25,46.6507
2022-10-26,52.9729
2022-10-27,52.5528
2022-10-28,52.3737
2022-10-29,52.3737
2022-10-30,52.3737
2022-10-31,52.8062
2022-11-01,51.0716
2022-11-02,48.5113
2022-11-03,47.9661
2022-11-04,49.04
2022-11-05,49.04
2022-11-06,49.04
2022-11-07,49.04
2022-11-08,47.1028
2022-11-09,43.82
2022-11-10,46.3964
2022-11-11,45.8038
2022-11-12,45.8038
2022-11-13,45.8038
2022-11-14,45.2392
2022-11-15,46.0087
2022-11-16,45.4523
2022-11-17,45.707
2022-11-18,46.44
2022-11-19,46.44
2022-11-20,46.44
2022-11-21,46.0241
2022-11-22,46.2053
2022-11-23,47.4823
2022-11-24,47.4823
2022-11-25,45.6026
2022-11-26,45.6026
2022-11-27,45.6026
2022-11-28,44.8984
2022-11-29,46.7417
2022-11-30,49.177
2022-12-01,48.8347
2022-12-02,48.9725
2022-12-03,48.9725
2022-12-04,48.9725
2022-12-05,48.2116
2022-12-06,45.8284
2022-12-07,44.9918
2022-12-08,45.1988
2022-12-09,46.5003
2022-12-10,46.5003
2022-12-11,46.5003
2022-12-12,43.9927
2022-12-13,44.6844
2022-12-14,43.2808
2022-12-15,41.8348
2022-12-16,40.8269
2022-12-17,40.8269
2022-12-18,40.8269
2022-12-19,39.299
2022-12-20,39.299
2022-12-21,39.916
2022-12-22,40.0421
2022-12-23,42.8345
2022-12-24,42.8345
2022-12-25,42.8345
2022-12-26,42.8345
2022-12-27,42.6974
2022-12-28,42.5564
2022-12-29,45.5325
2022-12-30,51.6348
2022-12-31,51.6348
2023-01-01,51.6348
2023-01-02,51.6348
2023-01-03,51.7832
2023-01-04,52.9284
2023-01-05,53.5241
2023-01-06,54.4681
2023-01-07,54.4681
2023-01-08,54.4681
2023-01-09,50.4512
2023-01-10,49.0986
2023-01-11,49.0986
2023-01-12,49.9275
2023-01-13,53.1376
2023-01-14,53.1376
2023-01-15,53.1376
2023-01-16,53.1376
2023-01-17,53.6914
2023-01-18,50.9721
2023-01-19,53.1701
2023-01-20,56.4137
2023-01-21,56.4137
2023-01-22,56.4137
2023-01-23,57.1261
2023-01-24,53.9345
2023-01-25,55.892
2023-01-26,55.8349
2023-01-27,56.0207
2023-01-28,56.0207
2023-01-29,56.0207
2023-01-30,56.306
2023-01-31,57.9973
2023-02-01,60.5428
2023-02-02,61.9018
2023-02-03,59.7722
2023-02-04,59.7722
2023-02-05,59.7722
2023-02-06,59.7722
2023-02-07,56.4946
2023-02-08,51.3421
2023-02-09,52.1758
2023-02-10,53.1049
2023-02-11,53.1049
2023-02-12,53.1049
2023-02-13,51.3663
2023-02-14,47.4492
2023-02-15,50.1706
2023-02-16,47.53
2023-02-17,48.5799
2023-02-18,48.5799
2023-02-19,48.5799
2023-02-20,48.5799
2023-02-21,46.7372
2023-02-22,47.4079
2023-02-23,47.878
2023-02-24,58.0835
2023-02-25,58.0835
2023-02-26,58.0835
2023-02-27,57.2517
2023-02-28,57.5477
2023-03-01,55.1292
2023-03-02,55.5629
2023-03-03,55.2616
2023-03-04,55.2616
2023-03-05,55.2616
2023-03-06,52.4183
2023-03-07,51.6598
2023-03-08,50.7576
2023-03-09,46.8792
2023-03-10,43.2993
2023-03-11,43.2993
2023-03-12,43.2993
2023-03-13,42.3436
2023-03-14,42.3436
2023-03-15,42.8627
2023-03-16,42.7628
2023-03-17,42.3949
2023-03-18,42.3949
2023-03-19,42.3949
