,ALB US Equity
2020-08-27,57.9821
2020-08-28,59.0422
2020-08-29,59.0422
2020-08-30,59.0422
2020-08-31,57.3933
2020-09-01,62.6489
2020-09-02,64.2642
2020-09-03,56.9679
2020-09-04,58.1381
2020-09-05,58.1381
2020-09-06,58.1381
2020-09-07,58.1381
2020-09-08,56.5071
2020-09-09,58.2554
2020-09-10,56.2845
2020-09-11,57.4177
2020-09-12,57.4177
2020-09-13,57.4177
2020-09-14,59.7887
2020-09-15,59.9468
2020-09-16,59.2999
2020-09-17,61.5184
2020-09-18,58.7983
2020-09-19,58.7983
2020-09-20,58.7983
2020-09-21,55.8926
2020-09-22,55.9801
2020-09-23,43.8579
2020-09-24,46.2078
2020-09-25,47.1656
2020-09-26,47.1656
2020-09-27,47.1656
2020-09-28,47.4217
2020-09-29,49.0351
2020-09-30,50.9022
2020-10-01,48.9475
2020-10-02,50.9054
2020-10-03,50.9054
2020-10-04,50.9054
2020-10-05,54.7421
2020-10-06,53.9291
2020-10-07,55.889
2020-10-08,56.0595
2020-10-09,55.2777
2020-10-10,55.2777
2020-10-11,55.2777
2020-10-12,54.3487
2020-10-13,54.4939
2020-10-14,54.0053
2020-10-15,53.7877
2020-10-16,52.9324
2020-10-17,52.9324
2020-10-18,52.9324
2020-10-19,52.1485
2020-10-20,52.9874
2020-10-21,54.8961
2020-10-22,54.0026
2020-10-23,55.2609
2020-10-24,55.2609
2020-10-25,55.2609
2020-10-26,53.2771
2020-10-27,53.8766
2020-10-28,49.7278
2020-10-29,52.3095
2020-10-30,51.7941
2020-10-31,51.7941
2020-11-01,51.7941
2020-11-02,54.7814
2020-11-03,55.3958
2020-11-04,51.5067
2020-11-05,59.8968
2020-11-06,63.5309
2020-11-07,63.5309
2020-11-08,63.5309
2020-11-09,65.6895
2020-11-10,66.2395
2020-11-11,66.5355
2020-11-12,66.5687
2020-11-13,68.3487
2020-11-14,68.3487
2020-11-15,68.3487
2020-11-16,71.0251
2020-11-17,70.1015
2020-11-18,68.7569
2020-11-19,68.0483
2020-11-20,68.9823
2020-11-21,68.9823
2020-11-22,68.9823
2020-11-23,71.5243
2020-11-24,72.7237
2020-11-25,70.3019
2020-11-26,70.3019
2020-11-27,71.4413
2020-11-28,71.4413
2020-11-29,71.4413
2020-11-30,69.8425
2020-12-01,69.7565
2020-12-02,69.1399
2020-12-03,65.7706
2020-12-04,69.0822
2020-12-05,69.0822
2020-12-06,69.0822
2020-12-07,69.4007
2020-12-08,70.9675
2020-12-09,69.6597
2020-12-10,68.9676
2020-12-11,66.3868
2020-12-12,66.3868
2020-12-13,66.3868
2020-12-14,62.8179
2020-12-15,64.4509
2020-12-16,62.6272
2020-12-17,63.4688
2020-12-18,64.166
2020-12-19,64.166
2020-12-20,64.166
2020-12-21,65.656
2020-12-22,67.5569
2020-12-23,69.0736
2020-12-24,68.8267
2020-12-25,68.8267
2020-12-26,68.8267
2020-12-27,68.8267
2020-12-28,68.8608
2020-12-29,65.6111
2020-12-30,67.0232
2020-12-31,65.421
2021-01-01,65.421
2021-01-02,65.421
2021-01-03,65.421
2021-01-04,67.7253
2021-01-05,71.6628
2021-01-06,75.3401
2021-01-07,77.5446
2021-01-08,77.5679
2021-01-09,77.5679
2021-01-10,77.5679
2021-01-11,72.2822
2021-01-12,73.7005
2021-01-13,71.8179
2021-01-14,72.5078
2021-01-15,70.8742
2021-01-16,70.8742
2021-01-17,70.8742
2021-01-18,70.8742
2021-01-19,72.3508
2021-01-20,68.7788
2021-01-21,66.2511
2021-01-22,64.4995
2021-01-23,64.4995
2021-01-24,64.4995
2021-01-25,65.6175
2021-01-26,64.6077
2021-01-27,60.5223
2021-01-28,59.0552
2021-01-29,56.9199
2021-01-30,56.9199
2021-01-31,56.9199
2021-02-01,58.4732
2021-02-02,59.6418
2021-02-03,55.5068
2021-02-04,51.9763
2021-02-05,52.9824
2021-02-06,52.9824
2021-02-07,52.9824
2021-02-08,54.8738
2021-02-09,53.4204
2021-02-10,52.1072
2021-02-11,53.7984
2021-02-12,55.8322
2021-02-13,55.8322
2021-02-14,55.8322
2021-02-15,55.8322
2021-02-16,54.5664
2021-02-17,52.1935
2021-02-18,45.2963
2021-02-19,51.4006
2021-02-20,51.4006
2021-02-21,51.4006
2021-02-22,51.5223
2021-02-23,50.7538
2021-02-24,53.1801
2021-02-25,50.1595
2021-02-26,51.5894
2021-02-27,51.5894
2021-02-28,51.5894
2021-03-01,49.898
2021-03-02,50.2033
2021-03-03,47.5857
2021-03-04,45.5773
2021-03-05,46.5841
2021-03-06,46.5841
2021-03-07,46.5841
2021-03-08,45.4143
2021-03-09,47.5827
2021-03-10,50.2128
2021-03-11,53.6687
2021-03-12,52.0747
2021-03-13,52.0747
2021-03-14,52.0747
2021-03-15,52.64
2021-03-16,51.2403
2021-03-17,51.452
2021-03-18,50.0662
2021-03-19,49.65
2021-03-20,49.65
2021-03-21,49.65
2021-03-22,49.9244
2021-03-23,47.58
2021-03-24,47.6516
2021-03-25,48.6942
2021-03-26,49.3611
2021-03-27,49.3611
2021-03-28,49.3611
2021-03-29,47.6231
2021-03-30,47.1838
2021-03-31,47.5372
2021-04-01,49.773
2021-04-02,49.773
2021-04-03,49.773
2021-04-04,49.773
2021-04-05,49.5277
2021-04-06,50.8149
2021-04-07,46.5847
2021-04-08,47.7931
2021-04-09,48.3558
2021-04-10,48.3558
2021-04-11,48.3558
2021-04-12,48.5504
2021-04-13,48.9938
2021-04-14,51.1705
2021-04-15,49.9439
2021-04-16,50.7116
2021-04-17,50.7116
2021-04-18,50.7116
2021-04-19,53.3737
2021-04-20,48.8892
2021-04-21,51.0361
2021-04-22,52.2945
2021-04-23,54.6739
2021-04-24,54.6739
2021-04-25,54.6739
2021-04-26,58.3688
2021-04-27,57.9398
2021-04-28,57.7524
2021-04-29,56.7861
2021-04-30,57.016
2021-05-01,57.016
2021-05-02,57.016
2021-05-03,55.7988
2021-05-04,53.6886
2021-05-05,55.9283
2021-05-06,48.9762
2021-05-07,53.1356
2021-05-08,53.1356
2021-05-09,53.1356
2021-05-10,51.7043
2021-05-11,52.1243
2021-05-12,49.5461
2021-05-13,50.8629
2021-05-14,53.357
2021-05-15,53.357
2021-05-16,53.357
2021-05-17,50.7364
2021-05-18,51.3766
2021-05-19,50.3483
2021-05-20,50.7826
2021-05-21,51.4738
2021-05-22,51.4738
2021-05-23,51.4738
2021-05-24,51.4782
2021-05-25,50.7255
2021-05-26,52.6331
2021-05-27,55.3535
2021-05-28,54.5987
2021-05-29,54.5987
2021-05-30,54.5987
2021-05-31,54.5987
2021-06-01,56.4063
2021-06-02,55.8406
2021-06-03,54.6794
2021-06-04,56.9501
2021-06-05,56.9501
2021-06-06,56.9501
2021-06-07,55.4724
2021-06-08,57.6277
2021-06-09,56.7368
2021-06-10,53.4954
2021-06-11,54.5356
2021-06-12,54.5356
2021-06-13,54.5356
2021-06-14,53.585
2021-06-15,52.3989
2021-06-16,52.0122
2021-06-17,51.2763
2021-06-18,48.3171
2021-06-19,48.3171
2021-06-20,48.3171
2021-06-21,50.0556
2021-06-22,50.1413
2021-06-23,51.2067
2021-06-24,52.3654
2021-06-25,52.7689
2021-06-26,52.7689
2021-06-27,52.7689
2021-06-28,53.92
2021-06-29,53.0345
2021-06-30,53.5156
2021-07-01,55.3517
2021-07-02,54.491
2021-07-03,54.491
2021-07-04,54.491
2021-07-05,54.491
2021-07-06,53.1951
2021-07-07,53.9966
2021-07-08,52.6542
2021-07-09,56.6336
2021-07-10,56.6336
2021-07-11,56.6336
2021-07-12,61.8608
2021-07-13,60.2125
2021-07-14,58.7712
2021-07-15,60.1665
2021-07-16,57.0471
2021-07-17,57.0471
2021-07-18,57.0471
2021-07-19,55.56
2021-07-20,59.4468
2021-07-21,60.6014
2021-07-22,61.5694
2021-07-23,60.1196
2021-07-24,60.1196
2021-07-25,60.1196
2021-07-26,61.8509
2021-07-27,58.4319
2021-07-28,60.571
2021-07-29,63.4721
2021-07-30,64.5222
2021-07-31,64.5222
2021-08-01,64.5222
2021-08-02,64.8018
2021-08-03,64.8285
2021-08-04,64.7397
2021-08-05,68.4964
2021-08-06,70.7131
2021-08-07,70.7131
2021-08-08,70.7131
2021-08-09,71.8941
2021-08-10,73.6919
2021-08-11,71.8038
2021-08-12,71.9384
2021-08-13,71.096
2021-08-14,71.096
2021-08-15,71.096
2021-08-16,65.4943
2021-08-17,60.4947
2021-08-18,60.9128
2021-08-19,58.7132
2021-08-20,60.828
2021-08-21,60.828
2021-08-22,60.828
2021-08-23,63.3612
2021-08-24,63.7314
2021-08-25,65.1672
2021-08-26,63.3556
2021-08-27,65.0777
2021-08-28,65.0777
2021-08-29,65.0777
2021-08-30,65.1716
2021-08-31,65.04
2021-09-01,65.7727
2021-09-02,67.1703
2021-09-03,65.9193
2021-09-04,65.9193
2021-09-05,65.9193
2021-09-06,65.9193
2021-09-07,64.1647
2021-09-08,64.3242
2021-09-09,65.6311
2021-09-10,64.3093
2021-09-11,64.3093
2021-09-12,64.3093
2021-09-13,57.8328
2021-09-14,58.3161
2021-09-15,59.5718
2021-09-16,58.3574
2021-09-17,56.1316
2021-09-18,56.1316
2021-09-19,56.1316
2021-09-20,50.9382
2021-09-21,51.3518
2021-09-22,54.0461
2021-09-23,56.2148
2021-09-24,54.9579
2021-09-25,54.9579
2021-09-26,54.9579
2021-09-27,53.1041
2021-09-28,50.6349
2021-09-29,51.6454
2021-09-30,51.6454
2021-10-01,51.6096
2021-10-02,51.6096
2021-10-03,51.6096
2021-10-04,49.9573
2021-10-05,52.9946
2021-10-06,52.9853
2021-10-07,52.9518
2021-10-08,49.5944
2021-10-09,49.5944
2021-10-10,49.5944
2021-10-11,49.1933
2021-10-12,50.4418
2021-10-13,53.4093
2021-10-14,56.4562
2021-10-15,55.2096
2021-10-16,55.2096
2021-10-17,55.2096
2021-10-18,58.2426
2021-10-19,57.7653
2021-10-20,57.3702
2021-10-21,56.8494
2021-10-22,55.4821
2021-10-23,55.4821
2021-10-24,55.4821
2021-10-25,58.5668
2021-10-26,56.8804
2021-10-27,54.6901
2021-10-28,59.9246
2021-10-29,61.2876
2021-10-30,61.2876
2021-10-31,61.2876
2021-11-01,62.9404
2021-11-02,64.1571
2021-11-03,64.7144
2021-11-04,67.6058
2021-11-05,67.5256
2021-11-06,67.5256
2021-11-07,67.5256
2021-11-08,69.0469
2021-11-09,66.9156
2021-11-10,62.4618
2021-11-11,64.2905
2021-11-12,65.3783
2021-11-13,65.3783
2021-11-14,65.3783
2021-11-15,62.9017
2021-11-16,63.2344
2021-11-17,63.4984
2021-11-18,63.869
2021-11-19,65.7843
2021-11-20,65.7843
2021-11-21,65.7843
2021-11-22,66.4287
2021-11-23,62.023
2021-11-24,61.6898
2021-11-25,61.6898
2021-11-26,58.0696
2021-11-27,58.0696
2021-11-28,58.0696
2021-11-29,60.8831
2021-11-30,56.7845
2021-12-01,54.1221
2021-12-02,54.6325
2021-12-03,50.8622
2021-12-04,50.8622
2021-12-05,50.8622
2021-12-06,49.8118
2021-12-07,53.5351
2021-12-08,55.1359
2021-12-09,52.5099
2021-12-10,54.2091
2021-12-11,54.2091
2021-12-12,54.2091
2021-12-13,49.441
2021-12-14,47.9014
2021-12-15,46.679
2021-12-16,44.2245
2021-12-17,43.9287
2021-12-18,43.9287
2021-12-19,43.9287
2021-12-20,40.7736
2021-12-21,42.9472
2021-12-22,43.3332
2021-12-23,44.297
2021-12-24,44.297
2021-12-25,44.297
2021-12-26,44.297
2021-12-27,46.1424
2021-12-28,46.0514
2021-12-29,45.9669
2021-12-30,46.6492
2021-12-31,46.4558
2022-01-01,46.4558
2022-01-02,46.4558
2022-01-03,47.5798
2022-01-04,49.8013
2022-01-05,47.363
2022-01-06,46.5945
2022-01-07,47.6215
2022-01-08,47.6215
2022-01-09,47.6215
2022-01-10,44.5812
2022-01-11,49.4506
2022-01-12,49.762
2022-01-13,47.7863
2022-01-14,47.2677
2022-01-15,47.2677
2022-01-16,47.2677
2022-01-17,47.2677
2022-01-18,44.8869
2022-01-19,42.883
2022-01-20,42.1352
2022-01-21,40.8584
2022-01-22,40.8584
2022-01-23,40.8584
2022-01-24,40.6183
2022-01-25,38.9325
2022-01-26,38.8225
2022-01-27,38.7673
2022-01-28,39.1442
2022-01-29,39.1442
2022-01-30,39.1442
2022-01-31,45.4445
2022-02-01,47.1832
2022-02-02,45.9237
2022-02-03,43.8263
2022-02-04,44.2197
2022-02-05,44.2197
2022-02-06,44.2197
2022-02-07,45.7591
2022-02-08,48.4631
2022-02-09,51.9555
2022-02-10,51.8101
2022-02-11,49.902
2022-02-12,49.902
2022-02-13,49.902
2022-02-14,48.7444
2022-02-15,53.5091
2022-02-16,54.9654
2022-02-17,40.8886
2022-02-18,39.5494
2022-02-19,39.5494
2022-02-20,39.5494
2022-02-21,39.5494
2022-02-22,39.9039
2022-02-23,37.8299
2022-02-24,38.5676
2022-02-25,41.1141
2022-02-26,41.1141
2022-02-27,41.1141
2022-02-28,42.3705
2022-03-01,40.2403
2022-03-02,41.7409
2022-03-03,40.6599
2022-03-04,39.0732
2022-03-05,39.0732
2022-03-06,39.0732
2022-03-07,37.6135
2022-03-08,40.4649
2022-03-09,42.4742
2022-03-10,42.8613
2022-03-11,42.0099
2022-03-12,42.0099
2022-03-13,42.0099
2022-03-14,40.0776
2022-03-15,41.9242
2022-03-16,44.8149
2022-03-17,46.4533
2022-03-18,47.0052
2022-03-19,47.0052
2022-03-20,47.0052
2022-03-21,47.1378
2022-03-22,49.2058
2022-03-23,49.9695
2022-03-24,51.6799
2022-03-25,52.6469
2022-03-26,52.6469
2022-03-27,52.6469
2022-03-28,51.6371
2022-03-29,53.9335
2022-03-30,54.119
2022-03-31,53.4543
2022-04-01,54.543
2022-04-02,54.543
2022-04-03,54.543
2022-04-04,54.8675
2022-04-05,51.8785
2022-04-06,49.9989
2022-04-07,50.1208
2022-04-08,49.8397
2022-04-09,49.8397
2022-04-10,49.8397
2022-04-11,48.1952
2022-04-12,47.8749
2022-04-13,50.4738
2022-04-14,49.9196
2022-04-15,49.9196
2022-04-16,49.9196
2022-04-17,49.9196
2022-04-18,49.4936
2022-04-19,52.4135
2022-04-20,52.061
2022-04-21,48.5596
2022-04-22,46.4175
2022-04-23,46.4175
2022-04-24,46.4175
2022-04-25,45.7282
2022-04-26,42.5221
2022-04-27,44.2125
2022-04-28,45.3397
2022-04-29,44.5922
2022-04-30,44.5922
2022-05-01,44.5922
2022-05-02,44.1552
2022-05-03,46.3536
2022-05-04,52.5717
2022-05-05,58.3018
2022-05-06,59.7166
2022-05-07,59.7166
2022-05-08,59.7166
2022-05-09,53.159
2022-05-10,53.098
2022-05-11,50.6915
2022-05-12,50.8068
2022-05-13,54.808
2022-05-14,54.808
2022-05-15,54.808
2022-05-16,54.068
2022-05-17,57.158
2022-05-18,56.1739
2022-05-19,56.906
2022-05-20,56.0806
2022-05-21,56.0806
2022-05-22,56.0806
2022-05-23,57.6453
2022-05-24,57.6956
2022-05-25,55.8503
2022-05-26,59.9694
2022-05-27,63.1843
2022-05-28,63.1843
2022-05-29,63.1843
2022-05-30,63.1843
2022-05-31,59.8921
2022-06-01,54.2398
2022-06-02,56.5727
2022-06-03,56.4315
2022-06-04,56.4315
2022-06-05,56.4315
2022-06-06,57.8744
2022-06-07,57.8949
2022-06-08,56.6755
2022-06-09,53.5435
2022-06-10,52.2618
2022-06-11,52.2618
2022-06-12,52.2618
2022-06-13,48.6661
2022-06-14,48.9415
2022-06-15,47.003
2022-06-16,44.1709
2022-06-17,46.7104
2022-06-18,46.7104
2022-06-19,46.7104
2022-06-20,46.7104
2022-06-21,47.7784
2022-06-22,47.7577
2022-06-23,47.1404
2022-06-24,49.991
2022-06-25,49.991
2022-06-26,49.991
2022-06-27,50.4439
2022-06-28,49.5733
2022-06-29,46.8197
2022-06-30,46.1369
2022-07-01,45.2387
2022-07-02,45.2387
2022-07-03,45.2387
2022-07-04,45.2387
2022-07-05,44.1432
2022-07-06,43.6497
2022-07-07,45.0519
2022-07-08,45.9197
2022-07-09,45.9197
2022-07-10,45.9197
2022-07-11,44.4067
2022-07-12,43.4375
2022-07-13,43.4949
2022-07-14,43.7116
2022-07-15,45.0463
2022-07-16,45.0463
2022-07-17,45.0463
2022-07-18,46.0872
2022-07-19,48.5111
2022-07-20,50.8994
2022-07-21,52.6319
2022-07-22,51.3575
2022-07-23,51.3575
2022-07-24,51.3575
2022-07-25,53.0915
2022-07-26,52.3117
2022-07-27,54.8635
2022-07-28,55.4088
2022-07-29,57.4992
2022-07-30,57.4992
2022-07-31,57.4992
2022-08-01,56.0201
2022-08-02,57.0526
2022-08-03,55.5591
2022-08-04,53.996
2022-08-05,54.8716
2022-08-06,54.8716
2022-08-07,54.8716
2022-08-08,56.7532
2022-08-09,56.689
2022-08-10,60.4557
2022-08-11,61.9522
2022-08-12,65.3188
2022-08-13,65.3188
2022-08-14,65.3188
2022-08-15,65.8137
2022-08-16,64.5718
2022-08-17,63.3652
2022-08-18,63.78
2022-08-19,60.237
2022-08-20,60.237
2022-08-21,60.237
2022-08-22,61.5591
2022-08-23,62.7612
2022-08-24,64.2475
2022-08-25,65.8529
2022-08-26,63.0301
2022-08-27,63.0301
2022-08-28,63.0301
2022-08-29,61.8663
2022-08-30,57.6548
2022-08-31,56.0973
2022-09-01,52.7275
2022-09-02,53.4946
2022-09-03,53.4946
2022-09-04,53.4946
2022-09-05,53.4946
2022-09-06,55.2493
2022-09-07,58.237
2022-09-08,60.8804
2022-09-09,62.6673
2022-09-10,62.6673
2022-09-11,62.6673
2022-09-12,61.561
2022-09-13,61.7909
2022-09-14,63.5926
2022-09-15,57.3677
2022-09-16,57.491
2022-09-17,57.491
2022-09-18,57.491
2022-09-19,59.5358
2022-09-20,56.8059
2022-09-21,56.0568
2022-09-22,52.5338
2022-09-23,51.8274
2022-09-24,51.8274
2022-09-25,51.8274
2022-09-26,50.6736
2022-09-27,51.8404
2022-09-28,53.8491
2022-09-29,50.5498
2022-09-30,50.295
2022-10-01,50.295
2022-10-02,50.295
2022-10-03,52.5917
2022-10-04,54.9226
2022-10-05,53.0487
2022-10-06,54.0114
2022-10-07,51.7801
2022-10-08,51.7801
2022-10-09,51.7801
2022-10-10,53.1074
2022-10-11,51.7554
2022-10-12,46.5839
2022-10-13,47.7253
2022-10-14,43.7838
2022-10-15,43.7838
2022-10-16,43.7838
2022-10-17,46.3938
2022-10-18,47.2668
2022-10-19,48.4223
2022-10-20,48.1696
2022-10-21,51.5811
2022-10-22,51.5811
2022-10-23,51.5811
2022-10-24,51.7071
2022-10-25,54.1023
2022-10-26,54.2579
2022-10-27,54.2624
2022-10-28,53.7184
2022-10-29,53.7184
2022-10-30,53.7184
2022-10-31,53.6381
2022-11-01,53.3905
2022-11-02,49.9681
2022-11-03,52.0179
2022-11-04,54.5186
2022-11-05,54.5186
2022-11-06,54.5186
2022-11-07,54.8685
2022-11-08,59.1043
2022-11-09,57.4248
2022-11-10,61.407
2022-11-11,62.2234
2022-11-12,62.2234
2022-11-13,62.2234
2022-11-14,59.6658
2022-11-15,54.4156
2022-11-16,52.3034
2022-11-17,50.2353
2022-11-18,50.1319
2022-11-19,50.1319
2022-11-20,50.1319
2022-11-21,51.4303
2022-11-22,51.4768
2022-11-23,51.6615
2022-11-24,51.6615
2022-11-25,49.0206
2022-11-26,49.0206
2022-11-27,49.0206
2022-11-28,47.4994
2022-11-29,48.4635
2022-11-30,50.3846
2022-12-01,49.7349
2022-12-02,51.8725
2022-12-03,51.8725
2022-12-04,51.8725
2022-12-05,47.4491
2022-12-06,45.9099
2022-12-07,45.8292
2022-12-08,45.4852
2022-12-09,44.8722
2022-12-10,44.8722
2022-12-11,44.8722
2022-12-12,46.5112
2022-12-13,47.1891
2022-12-14,44.0099
2022-12-15,42.5379
2022-12-16,43.2038
2022-12-17,43.2038
2022-12-18,43.2038
2022-12-19,41.211
2022-12-20,41.2581
2022-12-21,41.0729
2022-12-22,39.6655
2022-12-23,39.9791
2022-12-24,39.9791
2022-12-25,39.9791
2022-12-26,39.9791
2022-12-27,37.3561
2022-12-28,37.3323
2022-12-29,38.4889
2022-12-30,38.3586
2022-12-31,38.3586
2023-01-01,38.3586
2023-01-02,38.3586
2023-01-03,37.8461
2023-01-04,40.9814
2023-01-05,39.8444
2023-01-06,40.881
2023-01-07,40.881
2023-01-08,40.881
2023-01-09,41.6906
2023-01-10,41.6655
2023-01-11,45.9149
2023-01-12,47.9742
2023-01-13,47.6973
2023-01-14,47.6973
2023-01-15,47.6973
2023-01-16,47.6973
2023-01-17,47.9636
2023-01-18,48.2007
2023-01-19,46.784
2023-01-20,49.8346
2023-01-21,49.8346
2023-01-22,49.8346
2023-01-23,53.4131
2023-01-24,54.5045
2023-01-25,56.221
2023-01-26,58.3744
2023-01-27,58.9345
2023-01-28,58.9345
2023-01-29,58.9345
2023-01-30,55.6133
2023-01-31,57.9942
2023-02-01,59.0617
2023-02-02,60.0643
2023-02-03,59.0366
2023-02-04,59.0366
2023-02-05,59.0366
2023-02-06,55.5293
2023-02-07,56.1832
2023-02-08,52.6419
2023-02-09,52.4098
2023-02-10,52.6654
2023-02-11,52.6654
2023-02-12,52.6654
2023-02-13,53.14
2023-02-14,53.367
2023-02-15,53.993
2023-02-16,57.6069
2023-02-17,49.0326
2023-02-18,49.0326
2023-02-19,49.0326
2023-02-20,49.0326
2023-02-21,45.0044
2023-02-22,46.2816
2023-02-23,48.3275
2023-02-24,47.2385
2023-02-25,47.2385
2023-02-26,47.2385
2023-02-27,49.2862
2023-02-28,48.5814
2023-03-01,48.1425
2023-03-02,47.5413
2023-03-03,50.1054
2023-03-04,50.1054
2023-03-05,50.1054
2023-03-06,49.4161
2023-03-07,47.2497
2023-03-08,48.5208
2023-03-09,44.3295
2023-03-10,41.7049
2023-03-11,41.7049
2023-03-12,41.7049
2023-03-13,41.2397
2023-03-14,41.9811
2023-03-15,39.5914
2023-03-16,39.7891
2023-03-17,38.4819
2023-03-18,38.4819
2023-03-19,38.4819
