,SFM US Equity
,RSI_30D
2020-01-01,52.379
2020-01-02,46.3769
2020-01-03,45.6997
2020-01-04,45.6997
2020-01-05,45.6997
2020-01-06,47.292
2020-01-07,44.8231
2020-01-08,44.6832
2020-01-09,42.6191
2020-01-10,40.8618
2020-01-11,40.8618
2020-01-12,40.8618
2020-01-13,38.376
2020-01-14,41.6028
2020-01-15,42.6386
2020-01-16,42.9005
2020-01-17,41.2134
2020-01-18,41.2134
2020-01-19,41.2134
2020-01-20,41.2134
2020-01-21,39.7217
2020-01-22,39.4753
2020-01-23,39.3491
2020-01-24,37.7269
2020-01-25,37.7269
2020-01-26,37.7269
2020-01-27,35.1335
2020-01-28,33.8497
2020-01-29,30.7941
2020-01-30,31.6051
2020-01-31,30.8569
2020-02-01,30.8569
2020-02-02,30.8569
2020-02-03,27.4908
2020-02-04,26.3391
2020-02-05,34.0807
2020-02-06,33.0539
2020-02-07,32.258
2020-02-08,32.258
2020-02-09,32.258
2020-02-10,31.6359
2020-02-11,34.8425
2020-02-12,37.1503
2020-02-13,37.3144
2020-02-14,37.3144
2020-02-15,37.3144
2020-02-16,37.3144
2020-02-17,37.3144
2020-02-18,41.5589
2020-02-19,40.9521
2020-02-20,42.415
2020-02-21,54.6376
2020-02-22,54.6376
2020-02-23,54.6376
2020-02-24,51.0098
2020-02-25,47.8288
2020-02-26,44.7968
2020-02-27,46.6552
2020-02-28,44.5123
2020-02-29,44.5123
2020-03-01,44.5123
2020-03-02,47.8843
2020-03-03,47.075
2020-03-04,48.9861
2020-03-05,51.0814
2020-03-06,50.9807
2020-03-07,50.9807
2020-03-08,50.9807
2020-03-09,47.3123
2020-03-10,48.5716
2020-03-11,45.6378
2020-03-12,36.0957
2020-03-13,41.7326
2020-03-14,41.7326
2020-03-15,41.7326
2020-03-16,48.6304
2020-03-17,56.2397
2020-03-18,52.3679
2020-03-19,52.1582
2020-03-20,52.0966
2020-03-21,52.0966
2020-03-22,52.0966
2020-03-23,49.0381
2020-03-24,51.9289
2020-03-25,50.6058
2020-03-26,53.9252
2020-03-27,52.733
2020-03-28,52.733
2020-03-29,52.733
2020-03-30,54.3764
2020-03-31,54.3454
2020-04-01,54.5733
2020-04-02,55.3732
2020-04-03,55.5105
2020-04-04,55.5105
2020-04-05,55.5105
2020-04-06,56.5346
2020-04-07,56.0655
2020-04-08,55.9547
2020-04-09,55.091
2020-04-10,55.091
2020-04-11,55.091
2020-04-12,55.091
2020-04-13,54.3737
2020-04-14,55.1994
2020-04-15,54.844
2020-04-16,59.0009
2020-04-17,59.2558
2020-04-18,59.2558
2020-04-19,59.2558
2020-04-20,57.6892
2020-04-21,58.902
2020-04-22,60.1973
2020-04-23,61.535
2020-04-24,62.3264
2020-04-25,62.3264
2020-04-26,62.3264
2020-04-27,60.94
2020-04-28,60.4464
2020-04-29,58.1434
2020-04-30,58.2384
2020-05-01,59.0395
2020-05-02,59.0395
2020-05-03,59.0395
2020-05-04,61.2829
2020-05-05,62.7293
2020-05-06,66.8995
2020-05-07,67.7022
2020-05-08,69.7409
2020-05-09,69.7409
2020-05-10,69.7409
2020-05-11,72.3178
2020-05-12,68.1087
2020-05-13,68.1495
2020-05-14,64.0388
2020-05-15,64.5631
2020-05-16,64.5631
2020-05-17,64.5631
2020-05-18,65.2021
2020-05-19,65.569
2020-05-20,65.5925
2020-05-21,62.0911
2020-05-22,61.1623
2020-05-23,61.1623
2020-05-24,61.1623
2020-05-25,61.1623
2020-05-26,61.5678
2020-05-27,62.5914
2020-05-28,62.3202
2020-05-29,63.3334
2020-05-30,63.3334
2020-05-31,63.3334
2020-06-01,64.2734
2020-06-02,65.0416
2020-06-03,64.3018
2020-06-04,61.0
2020-06-05,61.06
2020-06-06,61.06
2020-06-07,61.06
2020-06-08,60.4591
2020-06-09,60.6354
2020-06-10,57.8686
2020-06-11,55.7895
2020-06-12,52.1299
2020-06-13,52.1299
2020-06-14,52.1299
2020-06-15,51.5944
2020-06-16,54.1255
2020-06-17,53.2087
2020-06-18,49.0513
2020-06-19,49.0909
2020-06-20,49.0909
2020-06-21,49.0909
2020-06-22,53.0859
2020-06-23,52.5029
2020-06-24,53.8587
2020-06-25,56.0395
2020-06-26,57.65
2020-06-27,57.65
2020-06-28,57.65
2020-06-29,61.2194
2020-06-30,59.8169
2020-07-01,57.0294
2020-07-02,56.9047
2020-07-03,56.9047
2020-07-04,56.9047
2020-07-05,56.9047
2020-07-06,59.9261
2020-07-07,60.6678
2020-07-08,55.442
2020-07-09,54.0865
2020-07-10,53.4481
2020-07-11,53.4481
2020-07-12,53.4481
2020-07-13,53.2568
2020-07-14,57.504
2020-07-15,58.2881
2020-07-16,57.2758
2020-07-17,57.1526
2020-07-18,57.1526
2020-07-19,57.1526
2020-07-20,56.8994
2020-07-21,62.1863
2020-07-22,61.7368
2020-07-23,60.5933
2020-07-24,58.7456
2020-07-25,58.7456
2020-07-26,58.7456
2020-07-27,59.6383
2020-07-28,59.9615
2020-07-29,60.3498
2020-07-30,57.4676
2020-07-31,56.9482
2020-08-01,56.9482
2020-08-02,56.9482
2020-08-03,52.3023
2020-08-04,52.4432
2020-08-05,50.8889
2020-08-06,50.045
2020-08-07,51.4458
2020-08-08,51.4458
2020-08-09,51.4458
2020-08-10,50.4181
2020-08-11,46.5002
2020-08-12,47.102
2020-08-13,49.4919
2020-08-14,49.6077
2020-08-15,49.6077
2020-08-16,49.6077
2020-08-17,49.0262
2020-08-18,48.1694
2020-08-19,48.4237
2020-08-20,48.9847
2020-08-21,45.6646
2020-08-22,45.6646
2020-08-23,45.6646
2020-08-24,47.8415
2020-08-25,49.2302
2020-08-26,49.1891
2020-08-27,50.2409
2020-08-28,47.7971
2020-08-29,47.7971
2020-08-30,47.7971
2020-08-31,45.4143
2020-09-01,46.0978
2020-09-02,48.1574
2020-09-03,45.1688
2020-09-04,43.1883
2020-09-05,43.1883
2020-09-06,43.1883
2020-09-07,43.1883
2020-09-08,40.4527
2020-09-09,42.1178
2020-09-10,39.5739
2020-09-11,40.6858
2020-09-12,40.6858
2020-09-13,40.6858
2020-09-14,38.9852
2020-09-15,37.6246
2020-09-16,36.7591
2020-09-17,40.5772
2020-09-18,39.2165
2020-09-19,39.2165
2020-09-20,39.2165
2020-09-21,39.0359
2020-09-22,39.4207
2020-09-23,39.2605
2020-09-24,40.8033
2020-09-25,40.9035
2020-09-26,40.9035
2020-09-27,40.9035
2020-09-28,41.9702
2020-09-29,41.7475
2020-09-30,41.0341
2020-10-01,42.2694
2020-10-02,40.4768
2020-10-03,40.4768
2020-10-04,40.4768
2020-10-05,43.8817
2020-10-06,42.9052
2020-10-07,43.3227
2020-10-08,43.9586
2020-10-09,46.5439
2020-10-10,46.5439
2020-10-11,46.5439
2020-10-12,45.5867
2020-10-13,47.3188
2020-10-14,46.2001
2020-10-15,46.927
2020-10-16,47.3475
2020-10-17,47.3475
2020-10-18,47.3475
2020-10-19,45.0622
2020-10-20,44.7686
2020-10-21,45.2792
2020-10-22,42.7363
2020-10-23,41.9528
2020-10-24,41.9528
2020-10-25,41.9528
2020-10-26,42.8559
2020-10-27,41.008
2020-10-28,40.7053
2020-10-29,37.2521
2020-10-30,35.6685
2020-10-31,35.6685
2020-11-01,35.6685
2020-11-02,34.066
2020-11-03,41.2488
2020-11-04,41.3035
2020-11-05,43.6625
2020-11-06,44.037
2020-11-07,44.037
2020-11-08,44.037
2020-11-09,40.9969
2020-11-10,43.4058
2020-11-11,44.1915
2020-11-12,44.5631
2020-11-13,45.5277
2020-11-14,45.5277
2020-11-15,45.5277
2020-11-16,45.2562
2020-11-17,45.117
2020-11-18,42.4601
2020-11-19,45.5522
2020-11-20,44.4514
2020-11-21,44.4514
2020-11-22,44.4514
2020-11-23,48.6192
2020-11-24,48.383
2020-11-25,46.1563
2020-11-26,46.1563
2020-11-27,47.6618
2020-11-28,47.6618
2020-11-29,47.6618
2020-11-30,50.5239
2020-12-01,51.0491
2020-12-02,48.3463
2020-12-03,45.2071
2020-12-04,44.6997
2020-12-05,44.6997
2020-12-06,44.6997
2020-12-07,44.9129
2020-12-08,45.8312
2020-12-09,45.5081
2020-12-10,45.9306
2020-12-11,43.9785
2020-12-12,43.9785
2020-12-13,43.9785
2020-12-14,42.8438
2020-12-15,44.9594
2020-12-16,45.7669
2020-12-17,47.9669
2020-12-18,49.1167
2020-12-19,49.1167
2020-12-20,49.1167
2020-12-21,47.0183
2020-12-22,47.4713
2020-12-23,48.9391
2020-12-24,47.9789
2020-12-25,47.9789
2020-12-26,47.9789
2020-12-27,47.9789
2020-12-28,49.5434
2020-12-29,49.348
2020-12-30,47.097
2020-12-31,46.9889
2021-01-01,46.9889
2021-01-02,46.9889
2021-01-03,46.9889
2021-01-04,47.795
2021-01-05,47.479
2021-01-06,48.0284
