,GD US Equity
,RSI_30D
2020-01-01,49.4289
2020-01-02,51.9552
2020-01-03,53.9571
2020-01-04,53.9571
2020-01-05,53.9571
2020-01-06,56.0258
2020-01-07,53.3389
2020-01-08,53.8477
2020-01-09,55.0922
2020-01-10,52.3771
2020-01-11,52.3771
2020-01-12,52.3771
2020-01-13,54.1792
2020-01-14,53.9705
2020-01-15,54.6926
2020-01-16,56.6913
2020-01-17,55.9716
2020-01-18,55.9716
2020-01-19,55.9716
2020-01-20,55.9716
2020-01-21,57.5037
2020-01-22,57.2241
2020-01-23,58.8787
2020-01-24,59.3601
2020-01-25,59.3601
2020-01-26,59.3601
2020-01-27,55.6179
2020-01-28,56.8121
2020-01-29,56.5744
2020-01-30,53.3421
2020-01-31,46.2728
2020-02-01,46.2728
2020-02-02,46.2728
2020-02-03,47.7332
2020-02-04,51.1225
2020-02-05,55.6607
2020-02-06,57.64
2020-02-07,58.1854
2020-02-08,58.1854
2020-02-09,58.1854
2020-02-10,57.5695
2020-02-11,58.2138
2020-02-12,59.8675
2020-02-13,60.4754
2020-02-14,58.6246
2020-02-15,58.6246
2020-02-16,58.6246
2020-02-17,58.6246
2020-02-18,58.7009
2020-02-19,56.5552
2020-02-20,55.7595
2020-02-21,57.462
2020-02-22,57.462
2020-02-23,57.462
2020-02-24,53.5956
2020-02-25,42.9156
2020-02-26,41.04
2020-02-27,37.2007
2020-02-28,33.3525
2020-02-29,33.3525
2020-03-01,33.3525
2020-03-02,38.7766
2020-03-03,36.4871
2020-03-04,42.8305
2020-03-05,40.0169
2020-03-06,39.8354
2020-03-07,39.8354
2020-03-08,39.8354
2020-03-09,33.615
2020-03-10,37.6993
2020-03-11,34.8238
2020-03-12,29.3418
2020-03-13,34.2346
2020-03-14,34.2346
2020-03-15,34.2346
2020-03-16,30.4282
2020-03-17,33.3262
2020-03-18,30.5087
2020-03-19,29.7442
2020-03-20,28.766
2020-03-21,28.766
2020-03-22,28.766
2020-03-23,27.0808
2020-03-24,31.3642
2020-03-25,35.3836
2020-03-26,40.5437
2020-03-27,39.637
2020-03-28,39.637
2020-03-29,39.637
2020-03-30,41.1912
2020-03-31,40.7941
2020-04-01,39.3024
2020-04-02,39.5446
2020-04-03,38.8537
2020-04-04,38.8537
2020-04-05,38.8537
2020-04-06,42.5656
2020-04-07,42.8835
2020-04-08,44.7221
2020-04-09,46.3046
2020-04-10,46.3046
2020-04-11,46.3046
2020-04-12,46.3046
2020-04-13,44.816
2020-04-14,45.5079
2020-04-15,43.7894
2020-04-16,43.2954
2020-04-17,45.9434
2020-04-18,45.9434
2020-04-19,45.9434
2020-04-20,44.8359
2020-04-21,43.5218
2020-04-22,44.3185
2020-04-23,43.2369
2020-04-24,42.7905
2020-04-25,42.7905
2020-04-26,42.7905
2020-04-27,45.3414
2020-04-28,46.2896
2020-04-29,46.3669
2020-04-30,43.9011
2020-05-01,42.7999
2020-05-02,42.7999
2020-05-03,42.7999
2020-05-04,41.6427
2020-05-05,42.4844
2020-05-06,40.7048
2020-05-07,43.5573
2020-05-08,47.532
2020-05-09,47.532
2020-05-10,47.532
2020-05-11,46.8921
2020-05-12,46.1532
2020-05-13,45.9248
2020-05-14,46.638
2020-05-15,45.7569
2020-05-16,45.7569
2020-05-17,45.7569
2020-05-18,49.9636
2020-05-19,48.469
2020-05-20,48.8539
2020-05-21,49.6704
2020-05-22,49.6216
2020-05-23,49.6216
2020-05-24,49.6216
2020-05-25,49.6216
2020-05-26,52.5525
2020-05-27,55.1286
2020-05-28,54.1017
2020-05-29,53.233
2020-05-30,53.233
2020-05-31,53.233
2020-06-01,53.438
2020-06-02,54.4014
2020-06-03,57.0517
2020-06-04,57.8493
2020-06-05,59.9704
2020-06-06,59.9704
2020-06-07,59.9704
2020-06-08,62.1082
2020-06-09,59.5632
2020-06-10,56.5368
2020-06-11,51.7756
2020-06-12,52.0613
2020-06-13,52.0613
2020-06-14,52.0613
2020-06-15,53.7577
2020-06-16,54.9861
2020-06-17,55.4338
2020-06-18,56.2865
2020-06-19,55.4995
2020-06-20,55.4995
2020-06-21,55.4995
2020-06-22,53.4485
2020-06-23,52.8927
2020-06-24,49.6858
2020-06-25,49.94
2020-06-26,49.4786
2020-06-27,49.4786
2020-06-28,49.4786
2020-06-29,51.166
2020-06-30,51.2274
2020-07-01,50.5533
2020-07-02,50.6414
2020-07-03,50.6414
2020-07-04,50.6414
2020-07-05,50.6414
2020-07-06,51.298
2020-07-07,49.3869
2020-07-08,48.6574
2020-07-09,45.4657
2020-07-10,47.8432
2020-07-11,47.8432
2020-07-12,47.8432
2020-07-13,48.3445
2020-07-14,48.6688
2020-07-15,50.1262
2020-07-16,51.7137
2020-07-17,51.9464
2020-07-18,51.9464
2020-07-19,51.9464
2020-07-20,49.799
2020-07-21,51.2218
2020-07-22,53.3765
2020-07-23,53.0377
2020-07-24,52.468
2020-07-25,52.468
2020-07-26,52.468
2020-07-27,51.0368
2020-07-28,51.4096
2020-07-29,51.9674
2020-07-30,51.5592
2020-07-31,50.0719
2020-08-01,50.0719
2020-08-02,50.0719
2020-08-03,50.7513
2020-08-04,50.4038
2020-08-05,51.791
2020-08-06,51.7526
2020-08-07,54.4297
2020-08-08,54.4297
2020-08-09,54.4297
2020-08-10,56.7564
2020-08-11,58.1659
2020-08-12,56.1487
2020-08-13,54.9687
2020-08-14,55.9589
2020-08-15,55.9589
2020-08-16,55.9589
2020-08-17,53.7406
2020-08-18,53.1913
2020-08-19,52.7547
2020-08-20,51.4996
2020-08-21,50.5919
2020-08-22,50.5919
2020-08-23,50.5919
2020-08-24,53.226
2020-08-25,51.73
2020-08-26,50.921
2020-08-27,52.4369
2020-08-28,52.2927
2020-08-29,52.2927
2020-08-30,52.2927
2020-08-31,49.8567
2020-09-01,50.5424
2020-09-02,53.4652
2020-09-03,51.7847
2020-09-04,51.5814
2020-09-05,51.5814
2020-09-06,51.5814
2020-09-07,51.5814
2020-09-08,47.7511
2020-09-09,47.1475
2020-09-10,44.5029
2020-09-11,46.8894
2020-09-12,46.8894
2020-09-13,46.8894
2020-09-14,48.624
2020-09-15,46.8751
2020-09-16,48.2309
2020-09-17,46.5885
2020-09-18,45.4195
2020-09-19,45.4195
2020-09-20,45.4195
2020-09-21,42.2271
2020-09-22,43.2193
2020-09-23,41.2934
2020-09-24,41.6502
2020-09-25,42.8571
2020-09-26,42.8571
2020-09-27,42.8571
2020-09-28,45.2791
2020-09-29,43.607
2020-09-30,43.5228
2020-10-01,43.3712
2020-10-02,45.494
2020-10-03,45.494
2020-10-04,45.494
2020-10-05,47.5029
2020-10-06,47.1657
2020-10-07,49.4291
2020-10-08,50.5251
2020-10-09,49.3235
2020-10-10,49.3235
2020-10-11,49.3235
2020-10-12,50.2721
2020-10-13,48.9521
2020-10-14,48.6417
2020-10-15,46.8169
2020-10-16,48.199
2020-10-17,48.199
2020-10-18,48.199
2020-10-19,45.1755
2020-10-20,44.995
2020-10-21,43.4841
2020-10-22,46.3166
2020-10-23,47.5552
2020-10-24,47.5552
2020-10-25,47.5552
2020-10-26,45.6894
2020-10-27,42.802
2020-10-28,41.005
2020-10-29,40.2106
2020-10-30,40.2214
2020-10-31,40.2214
2020-11-01,40.2214
2020-11-02,45.1017
2020-11-03,47.0828
2020-11-04,47.9031
2020-11-05,47.9593
2020-11-06,48.1236
2020-11-07,48.1236
2020-11-08,48.1236
2020-11-09,54.8885
2020-11-10,57.9262
2020-11-11,56.958
2020-11-12,54.3858
2020-11-13,57.013
2020-11-14,57.013
2020-11-15,57.013
2020-11-16,58.2268
2020-11-17,56.8644
2020-11-18,58.2689
2020-11-19,55.0622
2020-11-20,53.6439
2020-11-21,53.6439
2020-11-22,53.6439
2020-11-23,54.8686
2020-11-24,57.4269
2020-11-25,55.9614
2020-11-26,55.9614
2020-11-27,55.9757
2020-11-28,55.9757
2020-11-29,55.9757
2020-11-30,53.5453
2020-12-01,55.3296
2020-12-02,56.4707
2020-12-03,56.8508
2020-12-04,58.3828
2020-12-05,58.3828
2020-12-06,58.3828
2020-12-07,55.5131
2020-12-08,55.9333
2020-12-09,56.3596
2020-12-10,52.8604
2020-12-11,53.6189
2020-12-12,53.6189
2020-12-13,53.6189
2020-12-14,55.1811
2020-12-15,56.1391
2020-12-16,54.9812
2020-12-17,53.267
2020-12-18,54.1494
2020-12-19,54.1494
2020-12-20,54.1494
2020-12-21,51.3626
2020-12-22,48.6271
2020-12-23,50.0593
2020-12-24,50.7988
2020-12-25,50.7988
2020-12-26,50.7988
2020-12-27,50.7988
2020-12-28,50.5378
2020-12-29,49.4765
2020-12-30,50.1704
2020-12-31,50.6565
2021-01-01,50.6565
2021-01-02,50.6565
2021-01-03,50.6565
2021-01-04,47.9752
2021-01-05,48.0444
2021-01-06,51.591
2021-01-07,53.34
2021-01-08,52.4003
2021-01-09,52.4003
2021-01-10,52.4003
2021-01-11,53.3051
2021-01-12,54.818
2021-01-13,53.9042
2021-01-14,56.1458
2021-01-15,55.1488
2021-01-16,55.1488
2021-01-17,55.1488
2021-01-18,55.1488
2021-01-19,55.1047
2021-01-20,55.9235
2021-01-21,52.6459
2021-01-22,54.2432
2021-01-23,54.2432
2021-01-24,54.2432
2021-01-25,54.6044
2021-01-26,51.5493
2021-01-27,53.8162
2021-01-28,51.4306
2021-01-29,47.8527
2021-01-30,47.8527
2021-01-31,47.8527
2021-02-01,48.825
2021-02-02,50.8824
2021-02-03,53.7961
2021-02-04,57.3673
2021-02-05,58.3331
2021-02-06,58.3331
2021-02-07,58.3331
2021-02-08,58.9447
2021-02-09,60.7612
2021-02-10,61.4597
2021-02-11,61.6878
2021-02-12,62.6732
2021-02-13,62.6732
2021-02-14,62.6732
2021-02-15,62.6732
2021-02-16,60.9002
2021-02-17,61.7671
2021-02-18,60.2781
2021-02-19,61.4604
2021-02-20,61.4604
2021-02-21,61.4604
2021-02-22,62.6764
2021-02-23,63.3546
2021-02-24,63.8731
2021-02-25,61.5144
2021-02-26,58.2484
2021-02-27,58.2484
2021-02-28,58.2484
2021-03-01,61.0609
2021-03-02,61.5239
2021-03-03,61.7289
2021-03-04,59.0986
2021-03-05,62.6827
2021-03-06,62.6827
2021-03-07,62.6827
2021-03-08,64.1667
2021-03-09,59.6966
2021-03-10,62.2323
2021-03-11,62.3986
2021-03-12,64.7246
2021-03-13,64.7246
2021-03-14,64.7246
2021-03-15,64.9846
2021-03-16,63.3853
2021-03-17,64.8036
2021-03-18,65.8727
2021-03-19,63.9791
2021-03-20,63.9791
2021-03-21,63.9791
2021-03-22,62.758
2021-03-23,60.8426
2021-03-24,61.9446
2021-03-25,64.3798
2021-03-26,65.3134
2021-03-27,65.3134
2021-03-28,65.3134
2021-03-29,66.3969
2021-03-30,64.9655
2021-03-31,64.3201
2021-04-01,63.4387
2021-04-02,63.4387
2021-04-03,63.4387
2021-04-04,63.4387
2021-04-05,66.5324
2021-04-06,65.9502
2021-04-07,65.5546
2021-04-08,65.8941
2021-04-09,64.4637
2021-04-10,64.4637
2021-04-11,64.4637
2021-04-12,65.8058
2021-04-13,62.46
2021-04-14,63.3301
2021-04-15,63.6569
2021-04-16,64.0545
2021-04-17,64.0545
2021-04-18,64.0545
2021-04-19,64.294
2021-04-20,63.3122
2021-04-21,64.6911
2021-04-22,62.8381
2021-04-23,64.3859
2021-04-24,64.3859
2021-04-25,64.3859
2021-04-26,62.6278
2021-04-27,63.192
2021-04-28,62.3161
2021-04-29,66.4746
2021-04-30,65.8129
2021-05-01,65.8129
2021-05-02,65.8129
2021-05-03,66.8512
2021-05-04,67.0638
2021-05-05,65.1754
2021-05-06,66.6582
2021-05-07,68.1589
2021-05-08,68.1589
2021-05-09,68.1589
2021-05-10,67.8342
2021-05-11,63.4827
2021-05-12,57.656
2021-05-13,61.1471
2021-05-14,61.6295
2021-05-15,61.6295
2021-05-16,61.6295
2021-05-17,61.2784
2021-05-18,58.5419
2021-05-19,57.5819
2021-05-20,58.045
2021-05-21,58.7522
2021-05-22,58.7522
2021-05-23,58.7522
2021-05-24,58.4045
2021-05-25,57.5362
2021-05-26,57.64
2021-05-27,59.1889
2021-05-28,58.1753
2021-05-29,58.1753
2021-05-30,58.1753
2021-05-31,58.1753
2021-06-01,57.6779
2021-06-02,59.6091
2021-06-03,58.5994
2021-06-04,61.1717
2021-06-05,61.1717
2021-06-06,61.1717
2021-06-07,58.7107
2021-06-08,59.5981
2021-06-09,58.4356
2021-06-10,57.8996
2021-06-11,57.9098
2021-06-12,57.9098
2021-06-13,57.9098
2021-06-14,56.9778
2021-06-15,58.6817
2021-06-16,55.3439
2021-06-17,52.2316
2021-06-18,49.2135
2021-06-19,49.2135
2021-06-20,49.2135
2021-06-21,55.1759
2021-06-22,53.7836
2021-06-23,50.7271
2021-06-24,52.0501
2021-06-25,53.7307
2021-06-26,53.7307
2021-06-27,53.7307
2021-06-28,52.6746
2021-06-29,50.3131
2021-06-30,51.9163
2021-07-01,52.9099
2021-07-02,53.408
2021-07-03,53.408
2021-07-04,53.408
2021-07-05,53.408
2021-07-06,51.5324
2021-07-07,54.4558
2021-07-08,52.4447
2021-07-09,54.6005
2021-07-10,54.6005
2021-07-11,54.6005
2021-07-12,53.5839
2021-07-13,52.9084
2021-07-14,53.6461
2021-07-15,53.5136
2021-07-16,53.4268
2021-07-17,53.4268
2021-07-18,53.4268
2021-07-19,47.5114
2021-07-20,53.5765
