,NGVT US Equity
,RSI_30D
2020-01-01,50.9283
2020-01-02,49.4432
2020-01-03,47.035
2020-01-04,47.035
2020-01-05,47.035
2020-01-06,43.7909
2020-01-07,43.5737
2020-01-08,42.6975
2020-01-09,41.7602
2020-01-10,40.6459
2020-01-11,40.6459
2020-01-12,40.6459
2020-01-13,42.8145
2020-01-14,45.7828
2020-01-15,47.1934
2020-01-16,47.1545
2020-01-17,46.2615
2020-01-18,46.2615
2020-01-19,46.2615
2020-01-20,46.2615
2020-01-21,43.6105
2020-01-22,44.0194
2020-01-23,41.7659
2020-01-24,40.6604
2020-01-25,40.6604
2020-01-26,40.6604
2020-01-27,36.9603
2020-01-28,36.423
2020-01-29,32.1819
2020-01-30,30.3323
2020-01-31,29.3732
2020-02-01,29.3732
2020-02-02,29.3732
2020-02-03,27.8762
2020-02-04,28.4421
2020-02-05,32.0521
2020-02-06,31.7529
2020-02-07,34.5407
2020-02-08,34.5407
2020-02-09,34.5407
2020-02-10,33.6882
2020-02-11,33.6465
2020-02-12,34.4357
2020-02-13,34.5557
2020-02-14,35.4973
2020-02-15,35.4973
2020-02-16,35.4973
2020-02-17,35.4973
2020-02-18,33.7839
2020-02-19,34.0702
2020-02-20,32.0627
2020-02-21,28.6135
2020-02-22,28.6135
2020-02-23,28.6135
2020-02-24,26.144
2020-02-25,23.8866
2020-02-26,22.8213
2020-02-27,22.1578
2020-02-28,21.0867
2020-02-29,21.0867
2020-03-01,21.0867
2020-03-02,27.5829
2020-03-03,27.0645
2020-03-04,28.6479
2020-03-05,27.1828
2020-03-06,27.4113
2020-03-07,27.4113
2020-03-08,27.4113
2020-03-09,22.8583
2020-03-10,27.2088
2020-03-11,26.2101
2020-03-12,24.3027
2020-03-13,28.478
2020-03-14,28.478
2020-03-15,28.478
2020-03-16,27.2215
2020-03-17,26.2574
2020-03-18,24.1845
2020-03-19,28.0883
2020-03-20,26.7957
2020-03-21,26.7957
2020-03-22,26.7957
2020-03-23,27.4259
2020-03-24,30.2436
2020-03-25,31.8283
2020-03-26,35.215
2020-03-27,33.8683
2020-03-28,33.8683
2020-03-29,33.8683
2020-03-30,34.1873
2020-03-31,35.6581
2020-04-01,35.6117
2020-04-02,36.9272
2020-04-03,35.8873
2020-04-04,35.8873
2020-04-05,35.8873
2020-04-06,39.8165
2020-04-07,39.5794
2020-04-08,42.3984
2020-04-09,44.2426
2020-04-10,44.2426
2020-04-11,44.2426
