,HUBB US Equity
2020-06-08,58.7645
2020-06-09,57.3751
2020-06-10,54.7419
2020-06-11,49.9053
2020-06-12,50.7582
2020-06-13,50.7582
2020-06-14,50.7582
2020-06-15,51.1049
2020-06-16,52.2619
2020-06-17,52.906
2020-06-18,51.7349
2020-06-19,51.3753
2020-06-20,51.3753
2020-06-21,51.3753
2020-06-22,51.1322
2020-06-23,50.9086
2020-06-24,46.9631
2020-06-25,47.6029
2020-06-26,46.9169
2020-06-27,46.9169
2020-06-28,46.9169
2020-06-29,49.083
2020-06-30,51.1154
2020-07-01,49.6074
2020-07-02,50.1838
2020-07-03,50.1838
2020-07-04,50.1838
2020-07-05,50.1838
2020-07-06,51.3912
2020-07-07,50.8704
2020-07-08,51.1658
2020-07-09,50.6547
2020-07-10,50.6045
2020-07-11,50.6045
2020-07-12,50.6045
2020-07-13,50.1133
2020-07-14,53.9887
2020-07-15,55.4661
2020-07-16,55.221
2020-07-17,55.4182
2020-07-18,55.4182
2020-07-19,55.4182
2020-07-20,54.1276
2020-07-21,54.9706
2020-07-22,55.6274
2020-07-23,56.369
2020-07-24,55.4815
2020-07-25,55.4815
2020-07-26,55.4815
2020-07-27,55.7436
2020-07-28,53.8751
2020-07-29,56.1309
2020-07-30,55.0768
2020-07-31,56.6724
2020-08-01,56.6724
2020-08-02,56.6724
2020-08-03,57.8241
2020-08-04,58.1719
2020-08-05,59.7287
2020-08-06,60.4624
2020-08-07,61.7167
2020-08-08,61.7167
2020-08-09,61.7167
2020-08-10,63.2409
2020-08-11,63.1966
2020-08-12,64.7974
2020-08-13,64.3131
2020-08-14,63.9249
2020-08-15,63.9249
2020-08-16,63.9249
2020-08-17,64.1555
2020-08-18,61.9385
2020-08-19,62.0417
2020-08-20,59.7771
2020-08-21,60.5495
2020-08-22,60.5495
2020-08-23,60.5495
2020-08-24,62.0348
2020-08-25,61.9099
2020-08-26,62.854
2020-08-27,63.1176
2020-08-28,62.4529
2020-08-29,62.4529
2020-08-30,62.4529
2020-08-31,60.9618
2020-09-01,62.1927
2020-09-02,64.3121
2020-09-03,60.8249
2020-09-04,58.2822
2020-09-05,58.2822
2020-09-06,58.2822
2020-09-07,58.2822
2020-09-08,52.0012
2020-09-09,54.3868
2020-09-10,53.467
2020-09-11,53.7308
2020-09-12,53.7308
2020-09-13,53.7308
2020-09-14,55.6671
2020-09-15,56.2285
2020-09-16,55.7832
2020-09-17,55.7481
2020-09-18,51.1794
2020-09-19,51.1794
2020-09-20,51.1794
2020-09-21,46.6649
2020-09-22,48.0988
2020-09-23,44.816
2020-09-24,45.7782
2020-09-25,46.6584
2020-09-26,46.6584
2020-09-27,46.6584
2020-09-28,49.7403
2020-09-29,49.5799
2020-09-30,49.6293
2020-10-01,48.9639
2020-10-02,50.3415
2020-10-03,50.3415
2020-10-04,50.3415
2020-10-05,53.0052
2020-10-06,51.9455
2020-10-07,53.8726
2020-10-08,55.561
2020-10-09,56.4348
2020-10-10,56.4348
2020-10-11,56.4348
2020-10-12,58.5186
2020-10-13,56.3747
2020-10-14,56.2715
2020-10-15,56.0122
2020-10-16,56.2397
2020-10-17,56.2397
2020-10-18,56.2397
2020-10-19,57.6742
2020-10-20,58.965
2020-10-21,58.6892
2020-10-22,60.828
2020-10-23,63.8733
2020-10-24,63.8733
2020-10-25,63.8733
2020-10-26,58.3504
2020-10-27,57.6108
2020-10-28,53.0512
2020-10-29,53.4205
2020-10-30,54.2307
2020-10-31,54.2307
2020-11-01,54.2307
2020-11-02,58.0723
2020-11-03,60.9144
2020-11-04,56.6426
2020-11-05,59.3132
2020-11-06,59.4705
2020-11-07,59.4705
2020-11-08,59.4705
2020-11-09,62.9233
2020-11-10,63.8382
2020-11-11,60.7974
2020-11-12,56.4241
2020-11-13,58.3468
2020-11-14,58.3468
2020-11-15,58.3468
2020-11-16,60.6962
2020-11-17,57.5742
2020-11-18,57.2269
2020-11-19,58.8085
2020-11-20,58.5472
2020-11-21,58.5472
2020-11-22,58.5472
2020-11-23,60.4183
2020-11-24,62.7098
2020-11-25,61.1823
2020-11-26,61.1823
2020-11-27,61.5829
2020-11-28,61.5829
2020-11-29,61.5829
2020-11-30,60.9422
2020-12-01,61.0078
2020-12-02,56.5945
2020-12-03,55.7124
2020-12-04,59.3358
2020-12-05,59.3358
2020-12-06,59.3358
2020-12-07,56.9841
2020-12-08,58.3967
2020-12-09,58.7667
2020-12-10,57.1974
2020-12-11,57.5136
2020-12-12,57.5136
2020-12-13,57.5136
2020-12-14,55.0005
2020-12-15,56.5696
2020-12-16,53.5338
2020-12-17,55.3595
2020-12-18,52.4973
2020-12-19,52.4973
2020-12-20,52.4973
2020-12-21,53.5171
2020-12-22,54.1708
2020-12-23,55.4165
2020-12-24,56.3319
2020-12-25,56.3319
2020-12-26,56.3319
2020-12-27,56.3319
2020-12-28,54.0188
2020-12-29,52.6969
2020-12-30,52.2734
2020-12-31,52.6669
2021-01-01,52.6669
2021-01-02,52.6669
2021-01-03,52.6669
2021-01-04,51.9925
2021-01-05,53.964
2021-01-06,60.7771
2021-01-07,61.0429
2021-01-08,60.006
2021-01-09,60.006
2021-01-10,60.006
2021-01-11,61.2085
2021-01-12,62.8224
2021-01-13,56.9441
2021-01-14,55.9322
2021-01-15,54.2943
2021-01-16,54.2943
2021-01-17,54.2943
2021-01-18,54.2943
2021-01-19,56.3402
2021-01-20,57.017
2021-01-21,56.1258
2021-01-22,56.7414
2021-01-23,56.7414
2021-01-24,56.7414
2021-01-25,54.633
2021-01-26,54.0207
2021-01-27,52.0611
2021-01-28,50.9348
2021-01-29,47.5188
2021-01-30,47.5188
2021-01-31,47.5188
2021-02-01,50.2538
2021-02-02,49.8459
2021-02-03,52.184
2021-02-04,50.1561
2021-02-05,52.4441
2021-02-06,52.4441
2021-02-07,52.4441
2021-02-08,54.1395
2021-02-09,52.7312
2021-02-10,52.2376
2021-02-11,54.0478
2021-02-12,54.6772
2021-02-13,54.6772
2021-02-14,54.6772
2021-02-15,54.6772
2021-02-16,55.6818
2021-02-17,56.9732
2021-02-18,56.4664
2021-02-19,58.3882
2021-02-20,58.3882
2021-02-21,58.3882
2021-02-22,63.2523
2021-02-23,64.4024
2021-02-24,62.1933
2021-02-25,62.4835
2021-02-26,62.4896
2021-02-27,62.4896
2021-02-28,62.4896
2021-03-01,65.1859
2021-03-02,64.0013
2021-03-03,62.36
2021-03-04,58.0642
2021-03-05,61.6159
2021-03-06,61.6159
2021-03-07,61.6159
2021-03-08,64.2034
2021-03-09,62.5971
2021-03-10,64.6053
2021-03-11,61.9025
2021-03-12,63.4082
2021-03-13,63.4082
2021-03-14,63.4082
2021-03-15,64.6685
2021-03-16,63.8325
2021-03-17,64.2286
2021-03-18,60.9467
2021-03-19,58.6594
2021-03-20,58.6594
2021-03-21,58.6594
2021-03-22,59.176
2021-03-23,54.1344
2021-03-24,54.8993
2021-03-25,57.5919
2021-03-26,60.519
2021-03-27,60.519
2021-03-28,60.519
2021-03-29,60.2
2021-03-30,59.2708
2021-03-31,58.7084
2021-04-01,60.6669
2021-04-02,60.6669
2021-04-03,60.6669
2021-04-04,60.6669
2021-04-05,61.7553
2021-04-06,61.895
2021-04-07,57.7801
2021-04-08,56.4258
2021-04-09,57.2561
2021-04-10,57.2561
2021-04-11,57.2561
2021-04-12,57.2623
2021-04-13,54.381
2021-04-14,55.0643
2021-04-15,56.6094
2021-04-16,57.8392
2021-04-17,57.8392
2021-04-18,57.8392
2021-04-19,57.6409
2021-04-20,54.8977
2021-04-21,57.561
2021-04-22,56.2547
2021-04-23,57.9825
2021-04-24,57.9825
2021-04-25,57.9825
2021-04-26,57.4364
2021-04-27,59.6482
2021-04-28,57.3695
2021-04-29,60.041
2021-04-30,56.8393
2021-05-01,56.8393
2021-05-02,56.8393
2021-05-03,57.7979
2021-05-04,58.8949
2021-05-05,60.3982
2021-05-06,61.313
2021-05-07,60.7848
2021-05-08,60.7848
2021-05-09,60.7848
2021-05-10,59.2963
2021-05-11,57.8568
2021-05-12,52.2805
2021-05-13,54.1978
2021-05-14,55.661
2021-05-15,55.661
2021-05-16,55.661
2021-05-17,54.7297
2021-05-18,51.866
2021-05-19,51.1983
2021-05-20,51.4901
2021-05-21,51.354
2021-05-22,51.354
2021-05-23,51.354
2021-05-24,51.7934
2021-05-25,50.7656
2021-05-26,52.0749
2021-05-27,53.1238
2021-05-28,53.7669
2021-05-29,53.7669
2021-05-30,53.7669
2021-05-31,53.7669
2021-06-01,54.789
2021-06-02,53.355
2021-06-03,53.9054
2021-06-04,54.3294
2021-06-05,54.3294
2021-06-06,54.3294
2021-06-07,52.7042
2021-06-08,52.6297
2021-06-09,49.8608
2021-06-10,48.0044
2021-06-11,47.8764
2021-06-12,47.8764
2021-06-13,47.8764
2021-06-14,46.8254
2021-06-15,47.8162
2021-06-16,45.4378
2021-06-17,41.5904
2021-06-18,40.7237
2021-06-19,40.7237
2021-06-20,40.7237
2021-06-21,45.3577
2021-06-22,47.1968
2021-06-23,47.6679
2021-06-24,49.0346
2021-06-25,50.2989
2021-06-26,50.2989
2021-06-27,50.2989
2021-06-28,49.5103
2021-06-29,49.8985
2021-06-30,51.3999
2021-07-01,51.0399
2021-07-02,50.846
2021-07-03,50.846
2021-07-04,50.846
2021-07-05,50.846
2021-07-06,48.1403
2021-07-07,51.3256
2021-07-08,49.7182
2021-07-09,53.5621
2021-07-10,53.5621
2021-07-11,53.5621
2021-07-12,55.1974
2021-07-13,52.7303
2021-07-14,54.2404
2021-07-15,55.3683
2021-07-16,54.3317
2021-07-17,54.3317
2021-07-18,54.3317
2021-07-19,50.9386
2021-07-20,57.7288
2021-07-21,58.2256
2021-07-22,56.5784
2021-07-23,56.5148
2021-07-24,56.5148
2021-07-25,56.5148
2021-07-26,55.437
2021-07-27,56.778
2021-07-28,56.5198
2021-07-29,57.8845
2021-07-30,59.7936
2021-07-31,59.7936
2021-08-01,59.7936
2021-08-02,56.5749
2021-08-03,59.3849
2021-08-04,58.0116
2021-08-05,57.3025
2021-08-06,58.1353
2021-08-07,58.1353
2021-08-08,58.1353
2021-08-09,55.8434
2021-08-10,58.5945
2021-08-11,59.8968
2021-08-12,61.2411
2021-08-13,61.9449
2021-08-14,61.9449
2021-08-15,61.9449
2021-08-16,60.0416
2021-08-17,58.6798
2021-08-18,56.0223
2021-08-19,53.8086
2021-08-20,56.651
2021-08-21,56.651
2021-08-22,56.651
2021-08-23,57.376
2021-08-24,58.4574
2021-08-25,60.5729
2021-08-26,57.9547
2021-08-27,59.7418
2021-08-28,59.7418
2021-08-29,59.7418
2021-08-30,60.6088
2021-08-31,58.2593
2021-09-01,55.4698
2021-09-02,55.4169
2021-09-03,54.7856
2021-09-04,54.7856
2021-09-05,54.7856
2021-09-06,54.7856
2021-09-07,51.1841
2021-09-08,50.952
2021-09-09,48.3901
2021-09-10,46.4922
2021-09-11,46.4922
2021-09-12,46.4922
2021-09-13,46.115
2021-09-14,45.7463
2021-09-15,45.9233
2021-09-16,43.4315
2021-09-17,41.5263
2021-09-18,41.5263
2021-09-19,41.5263
2021-09-20,40.2331
2021-09-21,37.6758
2021-09-22,39.3558
2021-09-23,42.9228
2021-09-24,41.8682
2021-09-25,41.8682
2021-09-26,41.8682
2021-09-27,43.5453
2021-09-28,42.4886
2021-09-29,43.4539
2021-09-30,40.5802
2021-10-01,40.1444
2021-10-02,40.1444
2021-10-03,40.1444
2021-10-04,40.5645
2021-10-05,43.4766
2021-10-06,44.0193
2021-10-07,43.9351
2021-10-08,41.4234
2021-10-09,41.4234
2021-10-10,41.4234
2021-10-11,40.8076
2021-10-12,40.3315
2021-10-13,43.5127
2021-10-14,48.4258
2021-10-15,49.216
2021-10-16,49.216
2021-10-17,49.216
2021-10-18,49.6755
2021-10-19,50.5231
2021-10-20,51.8885
2021-10-21,51.3595
2021-10-22,52.4676
2021-10-23,52.4676
2021-10-24,52.4676
2021-10-25,50.7312
2021-10-26,51.7158
2021-10-27,51.0764
2021-10-28,56.9052
2021-10-29,58.1755
2021-10-30,58.1755
2021-10-31,58.1755
2021-11-01,59.0822
2021-11-02,60.4859
2021-11-03,59.7788
2021-11-04,61.2761
2021-11-05,62.3881
2021-11-06,62.3881
2021-11-07,62.3881
2021-11-08,63.8722
2021-11-09,64.3336
2021-11-10,63.6701
2021-11-11,63.549
2021-11-12,63.699
2021-11-13,63.699
2021-11-14,63.699
2021-11-15,63.7724
2021-11-16,64.5149
2021-11-17,64.3647
2021-11-18,64.7122
2021-11-19,65.0956
2021-11-20,65.0956
2021-11-21,65.0956
2021-11-22,62.7913
2021-11-23,63.1539
2021-11-24,62.5236
2021-11-25,62.5236
2021-11-26,56.1829
2021-11-27,56.1829
2021-11-28,56.1829
2021-11-29,54.4719
2021-11-30,48.3273
2021-12-01,48.6982
2021-12-02,54.8388
2021-12-03,54.6382
2021-12-04,54.6382
2021-12-05,54.6382
2021-12-06,56.707
2021-12-07,60.1462
2021-12-08,60.09
2021-12-09,58.4612
2021-12-10,59.0277
2021-12-11,59.0277
2021-12-12,59.0277
2021-12-13,60.4196
2021-12-14,56.243
2021-12-15,57.3679
2021-12-16,57.8472
2021-12-17,54.3242
2021-12-18,54.3242
2021-12-19,54.3242
2021-12-20,51.4102
2021-12-21,54.8469
2021-12-22,52.7736
2021-12-23,53.1851
2021-12-24,53.1851
2021-12-25,53.1851
2021-12-26,53.1851
2021-12-27,56.3937
2021-12-28,57.1308
2021-12-29,57.7177
2021-12-30,54.987
2021-12-31,55.6542
2022-01-01,55.6542
2022-01-02,55.6542
2022-01-03,52.7501
2022-01-04,56.0981
2022-01-05,51.3834
2022-01-06,51.4475
2022-01-07,47.9572
2022-01-08,47.9572
2022-01-09,47.9572
2022-01-10,45.1941
2022-01-11,48.5028
2022-01-12,50.1112
2022-01-13,48.3819
2022-01-14,48.3367
2022-01-15,48.3367
2022-01-16,48.3367
2022-01-17,48.3367
2022-01-18,47.5476
2022-01-19,46.2878
2022-01-20,43.896
2022-01-21,44.4539
2022-01-22,44.4539
2022-01-23,44.4539
2022-01-24,44.1317
2022-01-25,39.4473
2022-01-26,38.8174
2022-01-27,36.7599
2022-01-28,36.7897
2022-01-29,36.7897
2022-01-30,36.7897
2022-01-31,41.1047
2022-02-01,42.2353
2022-02-02,42.1149
2022-02-03,40.1853
2022-02-04,41.3894
2022-02-05,41.3894
2022-02-06,41.3894
2022-02-07,40.5907
2022-02-08,43.4415
2022-02-09,46.5668
2022-02-10,42.7098
2022-02-11,40.7593
2022-02-12,40.7593
2022-02-13,40.7593
2022-02-14,40.7532
2022-02-15,42.5101
2022-02-16,42.5638
2022-02-17,39.7311
2022-02-18,38.7966
2022-02-19,38.7966
2022-02-20,38.7966
2022-02-21,38.7966
2022-02-22,37.627
2022-02-23,36.1413
2022-02-24,37.4913
2022-02-25,42.5641
2022-02-26,42.5641
2022-02-27,42.5641
2022-02-28,41.0824
2022-03-01,39.7182
2022-03-02,44.2487
2022-03-03,43.8488
2022-03-04,43.9818
2022-03-05,43.9818
2022-03-06,43.9818
2022-03-07,41.8595
2022-03-08,43.2795
2022-03-09,45.0686
2022-03-10,44.0806
2022-03-11,42.9798
2022-03-12,42.9798
2022-03-13,42.9798
2022-03-14,43.5421
2022-03-15,46.5173
2022-03-16,50.5779
2022-03-17,51.0167
2022-03-18,52.0086
2022-03-19,52.0086
2022-03-20,52.0086
2022-03-21,52.2752
2022-03-22,49.9319
2022-03-23,45.2498
2022-03-24,46.4998
2022-03-25,49.759
2022-03-26,49.759
2022-03-27,49.759
2022-03-28,50.4356
2022-03-29,53.5536
2022-03-30,52.6534
2022-03-31,47.8502
2022-04-01,49.0949
2022-04-02,49.0949
2022-04-03,49.0949
2022-04-04,48.8779
2022-04-05,46.563
2022-04-06,47.2536
2022-04-07,48.5047
2022-04-08,48.5346
2022-04-09,48.5346
2022-04-10,48.5346
2022-04-11,47.5776
2022-04-12,46.5017
2022-04-13,48.7195
2022-04-14,49.2155
2022-04-15,49.2155
2022-04-16,49.2155
2022-04-17,49.2155
2022-04-18,47.215
2022-04-19,51.9359
2022-04-20,53.5517
2022-04-21,55.6017
2022-04-22,53.7233
2022-04-23,53.7233
2022-04-24,53.7233
2022-04-25,51.9235
2022-04-26,55.7272
2022-04-27,56.3517
2022-04-28,60.4468
2022-04-29,54.4657
2022-04-30,54.4657
2022-05-01,54.4657
2022-05-02,53.8322
2022-05-03,54.2224
2022-05-04,57.0496
2022-05-05,54.7802
2022-05-06,54.5301
2022-05-07,54.5301
2022-05-08,54.5301
2022-05-09,54.7725
2022-05-10,51.3657
2022-05-11,49.6941
2022-05-12,52.8281
2022-05-13,52.6522
2022-05-14,52.6522
2022-05-15,52.6522
2022-05-16,51.7221
2022-05-17,53.202
2022-05-18,49.2289
2022-05-19,49.125
2022-05-20,47.4022
2022-05-21,47.4022
2022-05-22,47.4022
2022-05-23,48.3555
2022-05-24,46.4503
2022-05-25,45.6644
2022-05-26,48.2196
2022-05-27,52.4332
2022-05-28,52.4332
2022-05-29,52.4332
2022-05-30,52.4332
2022-05-31,50.802
2022-06-01,50.1354
2022-06-02,51.9577
2022-06-03,52.9337
2022-06-04,52.9337
2022-06-05,52.9337
2022-06-06,55.5213
2022-06-07,58.471
2022-06-08,55.6433
2022-06-09,55.2419
2022-06-10,53.0733
2022-06-11,53.0733
2022-06-12,53.0733
2022-06-13,46.5082
2022-06-14,45.2319
2022-06-15,45.4497
2022-06-16,41.3532
2022-06-17,40.6236
2022-06-18,40.6236
2022-06-19,40.6236
2022-06-20,40.6236
2022-06-21,42.3805
2022-06-22,41.9981
2022-06-23,42.4576
2022-06-24,48.0467
2022-06-25,48.0467
2022-06-26,48.0467
2022-06-27,49.5744
2022-06-28,46.9181
2022-06-29,46.2418
2022-06-30,45.7768
2022-07-01,47.5022
2022-07-02,47.5022
2022-07-03,47.5022
2022-07-04,47.5022
2022-07-05,47.9521
2022-07-06,48.363
2022-07-07,50.3163
2022-07-08,49.8819
2022-07-09,49.8819
2022-07-10,49.8819
2022-07-11,49.4988
2022-07-12,49.5111
2022-07-13,49.8598
2022-07-14,50.8743
2022-07-15,52.5183
2022-07-16,52.5183
2022-07-17,52.5183
2022-07-18,48.2095
2022-07-19,53.305
2022-07-20,53.6562
2022-07-21,55.1227
2022-07-22,54.1998
2022-07-23,54.1998
2022-07-24,54.1998
2022-07-25,55.2051
2022-07-26,59.4803
2022-07-27,61.9537
2022-07-28,64.8878
2022-07-29,65.5735
2022-07-30,65.5735
2022-07-31,65.5735
2022-08-01,62.6801
2022-08-02,61.1435
2022-08-03,61.8668
2022-08-04,61.8599
2022-08-05,61.4057
2022-08-06,61.4057
2022-08-07,61.4057
2022-08-08,61.6833
2022-08-09,61.1766
2022-08-10,63.2837
2022-08-11,63.8027
2022-08-12,65.1598
2022-08-13,65.1598
2022-08-14,65.1598
2022-08-15,63.9471
2022-08-16,63.844
2022-08-17,64.0286
2022-08-18,65.2712
2022-08-19,65.3535
2022-08-20,65.3535
2022-08-21,65.3535
2022-08-22,62.3012
2022-08-23,60.752
2022-08-24,59.7967
2022-08-25,61.5105
2022-08-26,54.3435
2022-08-27,54.3435
2022-08-28,54.3435
2022-08-29,54.5589
2022-08-30,52.2711
2022-08-31,51.8662
2022-09-01,53.0502
2022-09-02,51.7605
2022-09-03,51.7605
2022-09-04,51.7605
2022-09-05,51.7605
2022-09-06,52.9869
2022-09-07,56.6525
2022-09-08,59.2918
2022-09-09,61.4411
2022-09-10,61.4411
2022-09-11,61.4411
2022-09-12,61.8983
2022-09-13,58.2112
2022-09-14,57.5524
2022-09-15,58.1312
2022-09-16,57.3729
2022-09-17,57.3729
2022-09-18,57.3729
2022-09-19,61.3363
2022-09-20,59.0985
2022-09-21,60.6459
2022-09-22,57.1592
2022-09-23,55.7861
2022-09-24,55.7861
2022-09-25,55.7861
2022-09-26,55.7132
2022-09-27,53.8797
2022-09-28,56.4893
2022-09-29,55.38
2022-09-30,56.7836
2022-10-01,56.7836
2022-10-02,56.7836
2022-10-03,58.8452
2022-10-04,62.8507
2022-10-05,63.4692
2022-10-06,61.6413
2022-10-07,57.7377
2022-10-08,57.7377
2022-10-09,57.7377
2022-10-10,58.211
2022-10-11,57.3319
2022-10-12,55.1923
2022-10-13,55.7482
2022-10-14,50.4875
2022-10-15,50.4875
2022-10-16,50.4875
2022-10-17,53.5946
2022-10-18,56.419
2022-10-19,50.1274
2022-10-20,47.7299
2022-10-21,49.8028
2022-10-22,49.8028
2022-10-23,49.8028
2022-10-24,52.623
2022-10-25,58.0369
2022-10-26,58.2845
2022-10-27,58.7666
2022-10-28,57.5771
2022-10-29,57.5771
2022-10-30,57.5771
2022-10-31,57.7315
2022-11-01,58.4527
2022-11-02,56.3479
2022-11-03,56.4331
2022-11-04,57.3717
2022-11-05,57.3717
2022-11-06,57.3717
2022-11-07,57.2491
2022-11-08,59.2002
2022-11-09,57.6283
2022-11-10,63.0401
2022-11-11,61.0004
2022-11-12,61.0004
2022-11-13,61.0004
2022-11-14,60.3202
2022-11-15,60.4225
2022-11-16,59.4321
2022-11-17,60.1692
2022-11-18,61.565
2022-11-19,61.565
2022-11-20,61.565
2022-11-21,61.6779
2022-11-22,63.666
2022-11-23,61.7572
2022-11-24,61.7572
2022-11-25,62.6657
2022-11-26,62.6657
2022-11-27,62.6657
2022-11-28,57.4521
2022-11-29,57.9245
2022-11-30,59.7044
2022-12-01,58.7166
2022-12-02,57.327
2022-12-03,57.327
2022-12-04,57.327
2022-12-05,55.3257
2022-12-06,54.8659
2022-12-07,55.4855
2022-12-08,57.3301
2022-12-09,56.8474
2022-12-10,56.8474
2022-12-11,56.8474
2022-12-12,59.0236
2022-12-13,59.3165
2022-12-14,55.2159
2022-12-15,51.1417
2022-12-16,47.1939
2022-12-17,47.1939
2022-12-18,47.1939
2022-12-19,49.1614
2022-12-20,48.7808
2022-12-21,50.4957
2022-12-22,48.2607
2022-12-23,48.7399
2022-12-24,48.7399
2022-12-25,48.7399
2022-12-26,48.7399
2022-12-27,49.3392
2022-12-28,48.1692
2022-12-29,48.605
2022-12-30,48.2751
2022-12-31,48.2751
2023-01-01,48.2751
2023-01-02,48.2751
2023-01-03,48.1777
2023-01-04,45.5793
2023-01-05,43.3118
2023-01-06,45.8524
2023-01-07,45.8524
2023-01-08,45.8524
2023-01-09,47.2354
2023-01-10,49.043
2023-01-11,50.1081
2023-01-12,48.976
2023-01-13,49.9517
2023-01-14,49.9517
2023-01-15,49.9517
2023-01-16,49.9517
2023-01-17,46.6673
2023-01-18,45.6972
2023-01-19,43.6339
2023-01-20,44.3281
2023-01-21,44.3281
2023-01-22,44.3281
2023-01-23,44.2851
2023-01-24,47.1177
2023-01-25,46.3858
2023-01-26,48.0608
2023-01-27,48.142
2023-01-28,48.142
2023-01-29,48.142
2023-01-30,47.5163
2023-01-31,46.9734
2023-02-01,52.3935
2023-02-02,51.5562
2023-02-03,53.8354
2023-02-04,53.8354
2023-02-05,53.8354
2023-02-06,54.3333
2023-02-07,55.585
2023-02-08,52.2132
2023-02-09,53.0319
2023-02-10,54.1844
2023-02-11,54.1844
2023-02-12,54.1844
2023-02-13,55.489
2023-02-14,55.5199
2023-02-15,58.3135
2023-02-16,57.8029
2023-02-17,58.6939
2023-02-18,58.6939
2023-02-19,58.6939
2023-02-20,58.6939
2023-02-21,56.4262
2023-02-22,55.5331
2023-02-23,57.0093
2023-02-24,58.6565
2023-02-25,58.6565
2023-02-26,58.6565
2023-02-27,58.2935
2023-02-28,58.082
2023-03-01,56.6881
2023-03-02,56.6141
2023-03-03,58.5715
2023-03-04,58.5715
2023-03-05,58.5715
2023-03-06,58.3381
2023-03-07,56.1027
2023-03-08,56.8286
2023-03-09,53.6644
2023-03-10,48.6783
2023-03-11,48.6783
2023-03-12,48.6783
2023-03-13,47.2917
2023-03-14,52.7246
2023-03-15,46.3353
2023-03-16,50.2494
2023-03-17,47.0003
2023-03-18,47.0003
