,OSK US Equity
2020-10-15,54.7653
2020-10-16,55.5569
2020-10-17,55.5569
2020-10-18,55.5569
2020-10-19,56.4406
2020-10-20,55.303
2020-10-21,51.8908
2020-10-22,52.0401
2020-10-23,52.5279
2020-10-24,52.5279
2020-10-25,52.5279
2020-10-26,48.7753
2020-10-27,45.0478
2020-10-28,42.1599
2020-10-29,39.9539
2020-10-30,37.8508
2020-10-31,37.8508
2020-11-01,37.8508
2020-11-02,42.7518
2020-11-03,46.5942
2020-11-04,42.4922
2020-11-05,43.3339
2020-11-06,41.8686
2020-11-07,41.8686
2020-11-08,41.8686
2020-11-09,48.7813
2020-11-10,49.5569
2020-11-11,48.2345
2020-11-12,48.8632
2020-11-13,51.0096
2020-11-14,51.0096
2020-11-15,51.0096
2020-11-16,54.5093
2020-11-17,51.9874
2020-11-18,54.6067
2020-11-19,55.5403
2020-11-20,55.8922
2020-11-21,55.8922
2020-11-22,55.8922
2020-11-23,59.6464
2020-11-24,61.5344
2020-11-25,58.3275
2020-11-26,58.3275
2020-11-27,57.3486
2020-11-28,57.3486
2020-11-29,57.3486
2020-11-30,53.9129
2020-12-01,55.7269
2020-12-02,53.8217
2020-12-03,54.5648
2020-12-04,57.2763
2020-12-05,57.2763
2020-12-06,57.2763
2020-12-07,55.9181
2020-12-08,57.0934
2020-12-09,57.8056
2020-12-10,57.6246
2020-12-11,58.4852
2020-12-12,58.4852
2020-12-13,58.4852
2020-12-14,57.7646
2020-12-15,59.4598
2020-12-16,57.8166
2020-12-17,57.6621
2020-12-18,56.9664
2020-12-19,56.9664
2020-12-20,56.9664
2020-12-21,55.579
2020-12-22,54.5037
2020-12-23,56.1327
2020-12-24,56.3531
2020-12-25,56.3531
2020-12-26,56.3531
2020-12-27,56.3531
2020-12-28,56.8656
2020-12-29,54.9064
2020-12-30,55.9965
2020-12-31,56.4521
2021-01-01,56.4521
2021-01-02,56.4521
2021-01-03,56.4521
2021-01-04,55.0148
2021-01-05,56.8011
2021-01-06,61.8691
2021-01-07,62.4963
2021-01-08,61.9094
2021-01-09,61.9094
2021-01-10,61.9094
2021-01-11,62.5439
2021-01-12,65.3695
2021-01-13,62.2467
2021-01-14,63.2213
2021-01-15,61.7941
2021-01-16,61.7941
2021-01-17,61.7941
2021-01-18,61.7941
2021-01-19,63.1824
2021-01-20,63.1913
2021-01-21,61.615
2021-01-22,62.028
2021-01-23,62.028
2021-01-24,62.028
2021-01-25,59.5016
2021-01-26,58.2299
2021-01-27,54.4884
2021-01-28,59.7483
2021-01-29,55.3494
2021-01-30,55.3494
2021-01-31,55.3494
2021-02-01,56.9736
2021-02-02,57.9635
2021-02-03,59.1006
2021-02-04,61.7947
2021-02-05,58.8294
2021-02-06,58.8294
2021-02-07,58.8294
2021-02-08,59.8974
2021-02-09,60.4074
2021-02-10,60.3809
2021-02-11,61.1324
2021-02-12,61.4263
2021-02-13,61.4263
2021-02-14,61.4263
2021-02-15,61.4263
2021-02-16,61.2955
2021-02-17,61.4183
2021-02-18,58.2441
2021-02-19,60.9775
2021-02-20,60.9775
2021-02-21,60.9775
2021-02-22,63.9533
2021-02-23,68.5174
2021-02-24,70.5438
2021-02-25,64.7795
2021-02-26,61.8427
2021-02-27,61.8427
2021-02-28,61.8427
2021-03-01,64.9042
2021-03-02,61.6471
2021-03-03,62.4053
2021-03-04,59.994
2021-03-05,64.4406
2021-03-06,64.4406
2021-03-07,64.4406
2021-03-08,63.308
2021-03-09,61.9964
2021-03-10,63.6635
2021-03-11,63.0578
2021-03-12,64.567
2021-03-13,64.567
2021-03-14,64.567
2021-03-15,65.6318
2021-03-16,64.2213
2021-03-17,66.4099
2021-03-18,65.6359
2021-03-19,66.051
2021-03-20,66.051
2021-03-21,66.051
2021-03-22,64.0286
2021-03-23,58.9218
2021-03-24,59.6242
2021-03-25,60.8956
2021-03-26,63.2058
2021-03-27,63.2058
2021-03-28,63.2058
2021-03-29,62.0738
2021-03-30,62.5489
2021-03-31,61.305
2021-04-01,61.8849
2021-04-02,61.8849
2021-04-03,61.8849
2021-04-04,61.8849
2021-04-05,62.7446
2021-04-06,60.3579
2021-04-07,61.1633
2021-04-08,60.7269
2021-04-09,61.1994
2021-04-10,61.1994
2021-04-11,61.1994
2021-04-12,62.1905
2021-04-13,60.4663
2021-04-14,60.8777
2021-04-15,61.1288
2021-04-16,61.2768
2021-04-17,61.2768
2021-04-18,61.2768
2021-04-19,61.9939
2021-04-20,58.404
2021-04-21,61.3681
2021-04-22,60.0426
2021-04-23,62.2207
2021-04-24,62.2207
2021-04-25,62.2207
2021-04-26,61.1118
2021-04-27,60.8704
2021-04-28,64.4704
2021-04-29,64.5249
2021-04-30,59.7852
2021-05-01,59.7852
2021-05-02,59.7852
2021-05-03,62.2183
2021-05-04,61.7735
2021-05-05,63.6354
2021-05-06,65.0193
2021-05-07,66.1082
2021-05-08,66.1082
2021-05-09,66.1082
2021-05-10,64.9714
2021-05-11,64.3504
2021-05-12,60.3926
2021-05-13,63.5056
2021-05-14,64.7852
2021-05-15,64.7852
2021-05-16,64.7852
2021-05-17,65.7447
2021-05-18,62.5034
2021-05-19,61.3799
2021-05-20,59.4065
2021-05-21,59.8492
2021-05-22,59.8492
2021-05-23,59.8492
2021-05-24,59.6837
2021-05-25,57.9049
2021-05-26,58.3279
2021-05-27,59.2547
2021-05-28,58.9275
2021-05-29,58.9275
2021-05-30,58.9275
2021-05-31,58.9275
2021-06-01,59.9012
2021-06-02,56.9104
2021-06-03,56.2045
2021-06-04,57.9284
2021-06-05,57.9284
2021-06-06,57.9284
2021-06-07,56.2735
2021-06-08,56.8707
2021-06-09,55.3192
2021-06-10,53.7565
2021-06-11,54.8637
2021-06-12,54.8637
2021-06-13,54.8637
2021-06-14,53.1911
2021-06-15,53.065
2021-06-16,50.3594
2021-06-17,44.0791
2021-06-18,42.6261
2021-06-19,42.6261
2021-06-20,42.6261
2021-06-21,46.1191
2021-06-22,46.7447
2021-06-23,47.6722
2021-06-24,50.2608
2021-06-25,50.3195
2021-06-26,50.3195
2021-06-27,50.3195
2021-06-28,48.6474
2021-06-29,48.3426
2021-06-30,50.6932
2021-07-01,51.6417
2021-07-02,50.8325
2021-07-03,50.8325
2021-07-04,50.8325
2021-07-05,50.8325
2021-07-06,47.8041
2021-07-07,48.886
2021-07-08,45.9768
2021-07-09,49.8821
2021-07-10,49.8821
2021-07-11,49.8821
2021-07-12,51.1385
2021-07-13,48.1458
2021-07-14,47.2888
2021-07-15,46.5143
2021-07-16,43.717
2021-07-17,43.717
2021-07-18,43.717
2021-07-19,40.9028
2021-07-20,45.3518
2021-07-21,47.8146
2021-07-22,47.0555
2021-07-23,47.5665
2021-07-24,47.5665
2021-07-25,47.5665
2021-07-26,47.9419
2021-07-27,48.4412
2021-07-28,48.9084
2021-07-29,46.9783
2021-07-30,47.3332
2021-07-31,47.3332
2021-08-01,47.3332
2021-08-02,45.4719
2021-08-03,46.7332
2021-08-04,42.875
2021-08-05,42.4629
2021-08-06,43.7384
2021-08-07,43.7384
2021-08-08,43.7384
2021-08-09,44.1652
2021-08-10,47.959
2021-08-11,51.1587
2021-08-12,49.0443
2021-08-13,47.9474
2021-08-14,47.9474
2021-08-15,47.9474
2021-08-16,46.5183
2021-08-17,44.7878
2021-08-18,43.4779
2021-08-19,42.3376
2021-08-20,43.021
2021-08-21,43.021
2021-08-22,43.021
2021-08-23,43.8893
2021-08-24,45.8838
2021-08-25,47.5032
2021-08-26,46.2978
2021-08-27,48.6234
2021-08-28,48.6234
2021-08-29,48.6234
2021-08-30,46.749
2021-08-31,45.8351
2021-09-01,44.459
2021-09-02,45.8275
2021-09-03,44.8071
2021-09-04,44.8071
2021-09-05,44.8071
2021-09-06,44.8071
2021-09-07,43.218
2021-09-08,42.2644
2021-09-09,41.3213
2021-09-10,40.1182
2021-09-11,40.1182
2021-09-12,40.1182
2021-09-13,40.1009
2021-09-14,37.7416
2021-09-15,43.5313
2021-09-16,42.6239
2021-09-17,42.083
2021-09-18,42.083
2021-09-19,42.083
2021-09-20,40.9471
2021-09-21,37.924
2021-09-22,39.2271
2021-09-23,40.603
2021-09-24,41.181
2021-09-25,41.181
2021-09-26,41.181
2021-09-27,42.2693
2021-09-28,43.4139
2021-09-29,40.9826
2021-09-30,38.8808
2021-10-01,42.342
2021-10-02,42.342
2021-10-03,42.342
2021-10-04,42.8956
2021-10-05,43.469
2021-10-06,42.3776
2021-10-07,43.8722
2021-10-08,39.2611
2021-10-09,39.2611
2021-10-10,39.2611
2021-10-11,37.5339
2021-10-12,37.5841
2021-10-13,37.0368
2021-10-14,40.7576
2021-10-15,41.6969
2021-10-16,41.6969
2021-10-17,41.6969
2021-10-18,41.306
2021-10-19,42.989
2021-10-20,46.9943
2021-10-21,46.6157
2021-10-22,46.5759
2021-10-23,46.5759
2021-10-24,46.5759
2021-10-25,47.9777
2021-10-26,46.1995
2021-10-27,44.484
2021-10-28,49.5311
2021-10-29,48.6028
2021-10-30,48.6028
2021-10-31,48.6028
2021-11-01,52.1898
2021-11-02,52.7077
2021-11-03,53.3658
2021-11-04,54.875
2021-11-05,56.5507
2021-11-06,56.5507
2021-11-07,56.5507
2021-11-08,57.4664
2021-11-09,56.2285
2021-11-10,56.7986
2021-11-11,56.2273
2021-11-12,57.265
2021-11-13,57.265
2021-11-14,57.265
2021-11-15,55.9818
2021-11-16,56.0328
2021-11-17,53.4348
2021-11-18,53.8384
2021-11-19,52.5647
2021-11-20,52.5647
2021-11-21,52.5647
2021-11-22,54.266
2021-11-23,56.1292
2021-11-24,55.8452
2021-11-25,55.8452
2021-11-26,51.0357
2021-11-27,51.0357
2021-11-28,51.0357
2021-11-29,50.3709
2021-11-30,46.4373
2021-12-01,44.4091
2021-12-02,48.7172
2021-12-03,49.8792
2021-12-04,49.8792
2021-12-05,49.8792
2021-12-06,51.6481
2021-12-07,53.0841
2021-12-08,52.5536
2021-12-09,51.2857
2021-12-10,51.5714
2021-12-11,51.5714
2021-12-12,51.5714
2021-12-13,49.316
2021-12-14,49.5141
2021-12-15,49.1982
2021-12-16,48.2429
2021-12-17,47.0185
2021-12-18,47.0185
2021-12-19,47.0185
2021-12-20,43.5755
2021-12-21,47.502
2021-12-22,49.0194
2021-12-23,49.879
2021-12-24,49.879
2021-12-25,49.879
2021-12-26,49.879
2021-12-27,52.0277
2021-12-28,52.0501
2021-12-29,52.5313
2021-12-30,52.1446
2021-12-31,52.685
2022-01-01,52.685
2022-01-02,52.685
2022-01-03,54.2181
2022-01-04,60.259
2022-01-05,58.671
2022-01-06,60.2138
2022-01-07,59.4211
2022-01-08,59.4211
2022-01-09,59.4211
2022-01-10,59.1948
2022-01-11,59.5632
2022-01-12,58.0538
2022-01-13,61.8678
2022-01-14,62.9755
2022-01-15,62.9755
2022-01-16,62.9755
2022-01-17,62.9755
2022-01-18,63.3019
2022-01-19,57.2353
2022-01-20,54.0571
2022-01-21,51.6821
2022-01-22,51.6821
2022-01-23,51.6821
2022-01-24,52.8892
2022-01-25,52.8997
2022-01-26,51.9815
2022-01-27,47.9905
2022-01-28,47.3284
2022-01-29,47.3284
2022-01-30,47.3284
2022-01-31,49.5801
2022-02-01,51.894
2022-02-02,49.4252
2022-02-03,48.1757
2022-02-04,49.9867
2022-02-05,49.9867
2022-02-06,49.9867
2022-02-07,47.9125
2022-02-08,49.9502
2022-02-09,51.5487
2022-02-10,52.2348
2022-02-11,51.6068
2022-02-12,51.6068
2022-02-13,51.6068
2022-02-14,49.8058
2022-02-15,51.6941
2022-02-16,52.6481
2022-02-17,49.0711
2022-02-18,46.9684
2022-02-19,46.9684
2022-02-20,46.9684
2022-02-21,46.9684
2022-02-22,44.1135
2022-02-23,41.5038
2022-02-24,41.4257
2022-02-25,45.097
2022-02-26,45.097
2022-02-27,45.097
2022-02-28,48.0614
2022-03-01,44.2286
2022-03-02,47.4154
2022-03-03,47.2083
2022-03-04,44.2616
2022-03-05,44.2616
2022-03-06,44.2616
2022-03-07,41.296
2022-03-08,43.9937
2022-03-09,46.0495
2022-03-10,46.3887
2022-03-11,45.751
2022-03-12,45.751
2022-03-13,45.751
2022-03-14,45.2193
2022-03-15,47.5483
2022-03-16,48.3713
2022-03-17,48.1828
2022-03-18,48.5045
2022-03-19,48.5045
2022-03-20,48.5045
2022-03-21,48.2049
2022-03-22,46.8867
2022-03-23,45.2854
2022-03-24,46.4773
2022-03-25,46.8344
2022-03-26,46.8344
2022-03-27,46.8344
2022-03-28,45.3305
2022-03-29,48.4994
2022-03-30,46.2008
2022-03-31,41.0426
2022-04-01,40.0805
2022-04-02,40.0805
2022-04-03,40.0805
2022-04-04,42.4155
2022-04-05,40.2822
2022-04-06,38.7403
2022-04-07,37.8342
2022-04-08,36.6748
2022-04-09,36.6748
2022-04-10,36.6748
2022-04-11,37.4218
2022-04-12,37.3024
2022-04-13,40.4122
2022-04-14,41.1403
2022-04-15,41.1403
2022-04-16,41.1403
2022-04-17,41.1403
2022-04-18,40.6018
2022-04-19,43.7779
2022-04-20,43.9636
2022-04-21,43.5451
2022-04-22,41.8681
2022-04-23,41.8681
2022-04-24,41.8681
2022-04-25,43.1309
2022-04-26,39.6058
2022-04-27,39.5396
2022-04-28,39.3779
2022-04-29,37.9824
2022-04-30,37.9824
2022-05-01,37.9824
2022-05-02,40.0471
2022-05-03,40.7969
2022-05-04,44.9574
2022-05-05,41.3385
2022-05-06,40.4564
2022-05-07,40.4564
2022-05-08,40.4564
2022-05-09,38.8083
2022-05-10,37.9764
2022-05-11,36.1443
2022-05-12,37.7053
2022-05-13,37.6498
2022-05-14,37.6498
2022-05-15,37.6498
2022-05-16,36.9816
2022-05-17,42.5941
2022-05-18,41.2943
2022-05-19,40.7997
2022-05-20,39.8461
2022-05-21,39.8461
2022-05-22,39.8461
2022-05-23,41.9996
2022-05-24,40.916
2022-05-25,43.7014
2022-05-26,45.6992
2022-05-27,45.3315
2022-05-28,45.3315
2022-05-29,45.3315
2022-05-30,45.3315
2022-05-31,45.6884
2022-06-01,44.663
2022-06-02,48.0007
2022-06-03,47.6632
2022-06-04,47.6632
2022-06-05,47.6632
2022-06-06,49.5881
2022-06-07,50.9543
2022-06-08,49.9189
2022-06-09,46.3434
2022-06-10,44.1587
2022-06-11,44.1587
2022-06-12,44.1587
2022-06-13,40.6068
2022-06-14,40.2633
2022-06-15,41.7305
2022-06-16,36.8018
2022-06-17,37.2945
2022-06-18,37.2945
2022-06-19,37.2945
2022-06-20,37.2945
2022-06-21,38.7275
2022-06-22,38.1751
2022-06-23,36.9243
2022-06-24,41.9685
2022-06-25,41.9685
2022-06-26,41.9685
2022-06-27,41.6144
2022-06-28,41.6972
2022-06-29,40.4091
2022-06-30,39.7818
2022-07-01,39.6883
2022-07-02,39.6883
2022-07-03,39.6883
2022-07-04,39.6883
2022-07-05,38.9566
2022-07-06,38.1939
2022-07-07,40.509
2022-07-08,39.6114
2022-07-09,39.6114
2022-07-10,39.6114
2022-07-11,38.9595
2022-07-12,39.2711
2022-07-13,38.7685
2022-07-14,38.1513
2022-07-15,40.0658
2022-07-16,40.0658
2022-07-17,40.0658
2022-07-18,40.0057
2022-07-19,45.7277
2022-07-20,46.7703
2022-07-21,47.5172
2022-07-22,46.9881
2022-07-23,46.9881
2022-07-24,46.9881
2022-07-25,49.1989
2022-07-26,47.8038
2022-07-27,52.0033
2022-07-28,45.8408
2022-07-29,48.2786
2022-07-30,48.2786
2022-07-31,48.2786
2022-08-01,46.6372
2022-08-02,46.8115
2022-08-03,45.6395
2022-08-04,45.1067
2022-08-05,45.3857
2022-08-06,45.3857
2022-08-07,45.3857
2022-08-08,46.4357
2022-08-09,44.5657
2022-08-10,48.0322
2022-08-11,49.8023
2022-08-12,49.9899
2022-08-13,49.9899
2022-08-14,49.9899
2022-08-15,51.6821
2022-08-16,53.0534
2022-08-17,49.1423
2022-08-18,49.2367
2022-08-19,48.252
2022-08-20,48.252
2022-08-21,48.252
2022-08-22,45.3907
2022-08-23,46.8999
2022-08-24,46.3042
2022-08-25,48.1707
2022-08-26,44.6051
2022-08-27,44.6051
2022-08-28,44.6051
2022-08-29,43.9706
2022-08-30,43.908
2022-08-31,43.0737
2022-09-01,42.8604
2022-09-02,42.6855
2022-09-03,42.6855
2022-09-04,42.6855
2022-09-05,42.6855
2022-09-06,41.4815
2022-09-07,42.7867
2022-09-08,43.93
2022-09-09,47.4063
2022-09-10,47.4063
2022-09-11,47.4063
2022-09-12,48.2128
2022-09-13,43.7011
2022-09-14,43.657
2022-09-15,44.6662
2022-09-16,42.24
2022-09-17,42.24
2022-09-18,42.24
2022-09-19,44.648
2022-09-20,42.7495
2022-09-21,41.0483
2022-09-22,38.9995
2022-09-23,37.2518
2022-09-24,37.2518
2022-09-25,37.2518
2022-09-26,36.135
2022-09-27,35.914
2022-09-28,38.6169
2022-09-29,37.6079
2022-09-30,36.8538
2022-10-01,36.8538
2022-10-02,36.8538
2022-10-03,40.6533
2022-10-04,46.6326
2022-10-05,46.7805
2022-10-06,45.6569
2022-10-07,43.7366
2022-10-08,43.7366
2022-10-09,43.7366
2022-10-10,43.8038
2022-10-11,44.8928
2022-10-12,44.2606
2022-10-13,47.6457
2022-10-14,45.7376
2022-10-15,45.7376
2022-10-16,45.7376
2022-10-17,48.4335
2022-10-18,50.463
2022-10-19,50.1129
2022-10-20,48.7495
2022-10-21,53.4139
2022-10-22,53.4139
2022-10-23,53.4139
2022-10-24,54.677
2022-10-25,55.863
2022-10-26,56.4627
2022-10-27,56.7144
2022-10-28,59.7441
2022-10-29,59.7441
2022-10-30,59.7441
2022-10-31,59.3599
2022-11-01,59.4299
2022-11-02,56.2653
2022-11-03,57.0258
2022-11-04,59.2654
2022-11-05,59.2654
2022-11-06,59.2654
2022-11-07,59.6761
2022-11-08,58.8231
2022-11-09,56.2406
2022-11-10,60.3018
2022-11-11,62.2639
2022-11-12,62.2639
2022-11-13,62.2639
2022-11-14,62.3802
2022-11-15,63.2543
2022-11-16,60.2816
2022-11-17,59.9739
2022-11-18,60.6856
2022-11-19,60.6856
2022-11-20,60.6856
2022-11-21,60.9649
2022-11-22,62.2334
2022-11-23,60.9057
2022-11-24,60.9057
2022-11-25,61.0094
2022-11-26,61.0094
2022-11-27,61.0094
2022-11-28,56.9765
2022-11-29,57.3159
2022-11-30,58.8171
2022-12-01,57.6893
2022-12-02,56.8437
2022-12-03,56.8437
2022-12-04,56.8437
2022-12-05,52.5769
2022-12-06,52.9812
2022-12-07,50.878
2022-12-08,52.0208
2022-12-09,50.444
2022-12-10,50.444
2022-12-11,50.444
2022-12-12,51.1088
2022-12-13,52.3897
2022-12-14,51.3352
2022-12-15,47.1493
2022-12-16,48.2999
2022-12-17,48.2999
2022-12-18,48.2999
2022-12-19,49.0368
2022-12-20,50.7272
2022-12-21,52.7634
2022-12-22,50.7783
2022-12-23,51.5248
2022-12-24,51.5248
2022-12-25,51.5248
2022-12-26,51.5248
2022-12-27,52.9346
2022-12-28,49.7689
2022-12-29,51.7069
2022-12-30,52.4579
2022-12-31,52.4579
2023-01-01,52.4579
2023-01-02,52.4579
2023-01-03,53.0673
2023-01-04,53.8128
2023-01-05,54.6643
2023-01-06,58.1093
2023-01-07,58.1093
2023-01-08,58.1093
2023-01-09,56.1271
2023-01-10,57.7619
2023-01-11,58.9374
2023-01-12,60.7177
2023-01-13,59.7569
2023-01-14,59.7569
2023-01-15,59.7569
2023-01-16,59.7569
2023-01-17,58.5133
2023-01-18,57.2802
2023-01-19,54.9335
2023-01-20,58.2298
2023-01-21,58.2298
2023-01-22,58.2298
2023-01-23,60.4153
2023-01-24,62.0321
2023-01-25,62.7531
2023-01-26,64.5852
2023-01-27,65.8132
2023-01-28,65.8132
2023-01-29,65.8132
2023-01-30,63.2522
2023-01-31,63.5671
2023-02-01,66.7461
2023-02-02,68.2338
2023-02-03,67.6565
2023-02-04,67.6565
2023-02-05,67.6565
2023-02-06,65.0515
2023-02-07,64.4733
2023-02-08,62.1536
2023-02-09,60.205
2023-02-10,46.4566
2023-02-11,46.4566
2023-02-12,46.4566
2023-02-13,48.3831
2023-02-14,48.9976
2023-02-15,49.0764
2023-02-16,48.2832
2023-02-17,47.8499
2023-02-18,47.8499
2023-02-19,47.8499
2023-02-20,47.8499
2023-02-21,45.6752
2023-02-22,46.5051
2023-02-23,46.1625
2023-02-24,45.635
2023-02-25,45.635
2023-02-26,45.635
2023-02-27,45.0348
2023-02-28,45.9915
2023-03-01,47.6182
2023-03-02,48.0534
2023-03-03,50.3983
2023-03-04,50.3983
2023-03-05,50.3983
2023-03-06,48.3459
2023-03-07,45.5628
2023-03-08,45.3648
2023-03-09,43.4795
2023-03-10,39.569
2023-03-11,39.569
2023-03-12,39.569
2023-03-13,37.1315
2023-03-14,40.9511
2023-03-15,40.0195
2023-03-16,40.2865
2023-03-17,37.1115
2023-03-18,37.1115
2023-03-19,37.1115
2023-03-20,39.3121
