,CVI US Equity
2023-03-20,47.2111
2023-03-21,48.1769
2023-03-22,48.3438
2023-03-23,46.2103
2023-03-24,45.1686
2023-03-25,45.1686
2023-03-26,45.1686
2023-03-27,49.295
2023-03-28,51.6293
2023-03-29,53.1653
2023-03-30,52.1791
2023-03-31,52.5046
2023-04-01,52.5046
2023-04-02,52.5046
2023-04-03,53.7212
2023-04-04,46.5991
2023-04-05,49.3722
2023-04-06,48.032
2023-04-07,48.032
2023-04-08,48.032
2023-04-09,48.032
2023-04-10,49.472
2023-04-11,51.0805
2023-04-12,48.9122
2023-04-13,46.6864
2023-04-14,45.3384
2023-04-15,45.3384
2023-04-16,45.3384
2023-04-17,43.9526
2023-04-18,43.4822
2023-04-19,43.3346
2023-04-20,42.7899
2023-04-21,41.3081
2023-04-22,41.3081
2023-04-23,41.3081
2023-04-24,42.5683
2023-04-25,40.3722
2023-04-26,40.1224
2023-04-27,40.0127
2023-04-28,40.462
2023-04-29,40.462
2023-04-30,40.462
2023-05-01,41.5379
2023-05-02,40.5018
2023-05-03,37.959
2023-05-04,35.2459
2023-05-05,37.2468
2023-05-06,37.2468
2023-05-07,37.2468
2023-05-08,39.4354
2023-05-09,41.0177
2023-05-10,41.911
2023-05-11,40.3221
2023-05-12,39.4285
2023-05-13,39.4285
2023-05-14,39.4285
2023-05-15,42.2457
2023-05-16,40.7554
2023-05-17,42.2528
2023-05-18,43.6976
2023-05-19,43.2331
2023-05-20,43.2331
2023-05-21,43.2331
2023-05-22,44.6172
2023-05-23,42.5563
2023-05-24,43.5951
2023-05-25,40.9842
2023-05-26,42.0387
2023-05-27,42.0387
2023-05-28,42.0387
2023-05-29,42.0387
2023-05-30,41.0743
2023-05-31,40.9502
2023-06-01,41.7989
2023-06-02,46.6176
2023-06-03,46.6176
2023-06-04,46.6176
2023-06-05,45.7645
2023-06-06,47.9228
2023-06-07,52.3542
2023-06-08,52.0289
2023-06-09,52.0763
2023-06-10,52.0763
2023-06-11,52.0763
2023-06-12,51.5494
2023-06-13,52.5428
2023-06-14,50.9226
2023-06-15,52.5131
2023-06-16,52.3183
2023-06-17,52.3183
2023-06-18,52.3183
2023-06-19,52.3183
2023-06-20,50.1455
2023-06-21,51.4395
2023-06-22,50.9647
2023-06-23,51.0472
2023-06-24,51.0472
2023-06-25,51.0472
2023-06-26,52.4001
2023-06-27,53.9061
2023-06-28,55.8911
2023-06-29,58.4173
2023-06-30,57.83
2023-07-01,57.83
2023-07-02,57.83
2023-07-03,56.8446
2023-07-04,56.8446
2023-07-05,57.1467
2023-07-06,57.4549
2023-07-07,60.1245
2023-07-08,60.1245
2023-07-09,60.1245
2023-07-10,59.3751
2023-07-11,61.4127
2023-07-12,60.2139
2023-07-13,60.2382
2023-07-14,58.1415
2023-07-15,58.1415
2023-07-16,58.1415
2023-07-17,58.3781
2023-07-18,61.0128
2023-07-19,62.9491
2023-07-20,64.3823
2023-07-21,65.3631
2023-07-22,65.3631
2023-07-23,65.3631
2023-07-24,67.7961
2023-07-25,67.1561
2023-07-26,68.6121
2023-07-27,67.2328
2023-07-28,69.5082
2023-07-29,69.5082
2023-07-30,69.5082
2023-07-31,69.9156
2023-08-01,67.4041
2023-08-02,68.5901
2023-08-03,68.3858
2023-08-04,66.9016
2023-08-05,66.9016
2023-08-06,66.9016
2023-08-07,68.1529
2023-08-08,66.5823
2023-08-09,68.7213
2023-08-10,67.815
2023-08-11,68.9966
2023-08-12,68.9966
2023-08-13,68.9966
2023-08-14,66.5959
2023-08-15,62.1609
2023-08-16,62.1844
2023-08-17,61.7092
2023-08-18,62.7639
2023-08-19,62.7639
2023-08-20,62.7639
2023-08-21,60.0577
2023-08-22,60.4725
2023-08-23,52.535
2023-08-24,51.8157
2023-08-25,53.8884
2023-08-26,53.8884
2023-08-27,53.8884
2023-08-28,51.7133
2023-08-29,52.2907
2023-08-30,53.3582
2023-08-31,52.9935
2023-09-01,58.5364
2023-09-02,58.5364
2023-09-03,58.5364
2023-09-04,58.5364
2023-09-05,58.263
2023-09-06,58.7118
2023-09-07,61.024
2023-09-08,63.4915
2023-09-09,63.4915
2023-09-10,63.4915
2023-09-11,63.6615
2023-09-12,58.2274
2023-09-13,55.872
2023-09-14,57.0145
2023-09-15,54.9178
2023-09-16,54.9178
2023-09-17,54.9178
2023-09-18,55.147
2023-09-19,52.0159
2023-09-20,52.369
2023-09-21,53.2719
2023-09-22,52.3694
2023-09-23,52.3694
2023-09-24,52.3694
2023-09-25,52.2116
2023-09-26,52.3601
2023-09-27,54.8282
2023-09-28,56.8938
2023-09-29,52.4536
2023-09-30,52.4536
2023-10-01,52.4536
2023-10-02,50.5626
2023-10-03,47.5772
2023-10-04,43.0612
2023-10-05,43.7891
2023-10-06,43.5969
2023-10-07,43.5969
2023-10-08,43.5969
2023-10-09,44.7568
2023-10-10,47.2731
2023-10-11,47.8943
2023-10-12,46.2567
2023-10-13,45.99
2023-10-14,45.99
2023-10-15,45.99
2023-10-16,47.4931
2023-10-17,48.8133
2023-10-18,51.6777
2023-10-19,50.6896
2023-10-20,49.8235
2023-10-21,49.8235
2023-10-22,49.8235
2023-10-23,48.812
2023-10-24,46.3499
2023-10-25,45.5213
2023-10-26,46.4781
2023-10-27,45.2312
2023-10-28,45.2312
2023-10-29,45.2312
2023-10-30,46.6774
2023-10-31,50.8027
2023-11-01,53.0243
2023-11-02,53.0243
2023-11-03,50.2534
2023-11-04,50.2534
2023-11-05,50.2534
2023-11-06,50.0709
2023-11-07,47.4563
2023-11-08,46.514
2023-11-09,46.027
2023-11-10,49.6597
2023-11-11,49.6597
2023-11-12,49.6597
2023-11-13,50.5688
2023-11-14,55.066
2023-11-15,55.5402
2023-11-16,51.6586
2023-11-17,52.6247
2023-11-18,52.6247
2023-11-19,52.6247
2023-11-20,53.9797
2023-11-21,53.2093
2023-11-22,54.1222
2023-11-23,54.1222
2023-11-24,54.1819
2023-11-25,54.1819
2023-11-26,54.1819
2023-11-27,55.4409
2023-11-28,55.1423
2023-11-29,53.1083
2023-11-30,53.2381
2023-12-01,54.9781
2023-12-02,54.9781
2023-12-03,54.9781
2023-12-04,54.5504
2023-12-05,51.2152
2023-12-06,47.377
2023-12-07,47.6263
2023-12-08,47.1313
2023-12-09,47.1313
2023-12-10,47.1313
2023-12-11,47.8048
2023-12-12,45.4744
2023-12-13,48.967
2023-12-14,54.0617
2023-12-15,51.8394
2023-12-16,51.8394
2023-12-17,51.8394
2023-12-18,52.1477
2023-12-19,52.6184
2023-12-20,52.4405
2023-12-21,51.3981
2023-12-22,51.5356
2023-12-23,51.5356
2023-12-24,51.5356
2023-12-25,51.5356
2023-12-26,52.2343
2023-12-27,50.4291
2023-12-28,48.3407
2023-12-29,47.4987
2023-12-30,47.4987
2023-12-31,47.4987
2024-01-01,47.4987
2024-01-02,50.6482
2024-01-03,50.3541
2024-01-04,50.6137
2024-01-05,50.8037
2024-01-06,50.8037
2024-01-07,50.8037
2024-01-08,52.5784
2024-01-09,51.797
2024-01-10,46.7984
2024-01-11,47.4345
2024-01-12,49.5034
2024-01-13,49.5034
2024-01-14,49.5034
2024-01-15,49.5034
2024-01-16,46.943
2024-01-17,44.3684
2024-01-18,45.767
2024-01-19,46.911
2024-01-20,46.911
2024-01-21,46.911
2024-01-22,48.1212
2024-01-23,48.474
2024-01-24,49.5774
2024-01-25,51.1991
2024-01-26,55.8505
2024-01-27,55.8505
2024-01-28,55.8505
2024-01-29,56.2076
2024-01-30,61.8647
2024-01-31,58.8021
2024-02-01,58.9955
2024-02-02,57.9107
2024-02-03,57.9107
2024-02-04,57.9107
2024-02-05,59.1483
2024-02-06,57.2843
2024-02-07,60.0319
2024-02-08,61.485
2024-02-09,62.107
2024-02-10,62.107
2024-02-11,62.107
2024-02-12,62.6272
2024-02-13,60.9816
2024-02-14,61.4504
2024-02-15,62.5988
2024-02-16,59.8749
2024-02-17,59.8749
2024-02-18,59.8749
2024-02-19,59.8749
2024-02-20,57.4555
2024-02-21,53.485
2024-02-22,50.1114
2024-02-23,53.1377
2024-02-24,53.1377
2024-02-25,53.1377
2024-02-26,53.5326
2024-02-27,53.5637
2024-02-28,48.5189
2024-02-29,51.981
2024-03-01,52.2544
2024-03-02,52.2544
2024-03-03,52.2544
2024-03-04,50.122
2024-03-05,50.219
2024-03-06,50.3853
2024-03-07,54.9059
2024-03-08,52.9774
2024-03-09,52.9774
2024-03-10,52.9774
2024-03-11,52.2988
2024-03-12,51.1134
2024-03-13,57.2932
2024-03-14,56.3382
2024-03-15,59.9854
2024-03-16,59.9854
2024-03-17,59.9854
2024-03-18,58.8852
2024-03-19,60.4336
2024-03-20,61.6558
2024-03-21,61.3291
2024-03-22,60.3371
2024-03-23,60.3371
2024-03-24,60.3371
2024-03-25,59.3803
2024-03-26,55.823
2024-03-27,54.8801
2024-03-28,57.0
2024-03-29,57.0
2024-03-30,57.0
2024-03-31,57.0
2024-04-01,59.6325
2024-04-02,58.3768
2024-04-03,61.3253
2024-04-04,60.1362
2024-04-05,60.8068
2024-04-06,60.8068
2024-04-07,60.8068
2024-04-08,56.5641
