,EIX US Equity
2020-04-08,46.3131
2020-04-09,48.6046
2020-04-10,48.6046
2020-04-11,48.6046
2020-04-12,48.6046
2020-04-13,47.9151
2020-04-14,48.3201
2020-04-15,46.736
2020-04-16,48.449
2020-04-17,50.356
2020-04-18,50.356
2020-04-19,50.356
2020-04-20,48.6521
2020-04-21,47.1857
2020-04-22,47.8998
2020-04-23,47.2717
2020-04-24,48.2145
2020-04-25,48.2145
2020-04-26,48.2145
2020-04-27,49.5858
2020-04-28,50.8776
2020-04-29,49.2283
2020-04-30,47.7673
2020-05-01,45.2404
2020-05-02,45.2404
2020-05-03,45.2404
2020-05-04,45.8682
2020-05-05,45.9283
2020-05-06,43.9506
2020-05-07,44.4664
2020-05-08,47.0584
2020-05-09,47.0584
2020-05-10,47.0584
2020-05-11,46.852
2020-05-12,46.4759
2020-05-13,47.5383
2020-05-14,47.6565
2020-05-15,46.1219
2020-05-16,46.1219
2020-05-17,46.1219
2020-05-18,47.4923
2020-05-19,47.7605
2020-05-20,46.5711
2020-05-21,46.5829
2020-05-22,46.7785
2020-05-23,46.7785
2020-05-24,46.7785
2020-05-25,46.7785
2020-05-26,46.318
2020-05-27,47.6385
2020-05-28,48.8158
2020-05-29,48.9673
2020-05-30,48.9673
2020-05-31,48.9673
2020-06-01,50.41
2020-06-02,51.1741
2020-06-03,52.5504
2020-06-04,50.0397
2020-06-05,52.2868
2020-06-06,52.2868
2020-06-07,52.2868
2020-06-08,56.5924
2020-06-09,52.6291
2020-06-10,51.1032
2020-06-11,47.2271
2020-06-12,48.1038
2020-06-13,48.1038
2020-06-14,48.1038
2020-06-15,50.22
2020-06-16,51.3871
2020-06-17,50.6636
2020-06-18,49.4629
2020-06-19,46.044
2020-06-20,46.044
2020-06-21,46.044
2020-06-22,46.2013
2020-06-23,46.1799
2020-06-24,44.6798
2020-06-25,45.3618
2020-06-26,45.284
2020-06-27,45.284
2020-06-28,45.284
2020-06-29,45.9952
2020-06-30,44.802
2020-07-01,46.231
2020-07-02,47.4148
2020-07-03,47.4148
2020-07-04,47.4148
2020-07-05,47.4148
2020-07-06,48.1258
2020-07-07,46.1392
2020-07-08,46.1141
2020-07-09,45.4369
2020-07-10,47.5421
2020-07-11,47.5421
2020-07-12,47.5421
2020-07-13,48.4965
2020-07-14,49.5053
2020-07-15,47.5637
2020-07-16,48.7748
2020-07-17,49.1796
2020-07-18,49.1796
2020-07-19,49.1796
2020-07-20,47.0842
2020-07-21,48.7142
2020-07-22,49.8598
2020-07-23,49.7841
2020-07-24,48.8032
2020-07-25,48.8032
2020-07-26,48.8032
2020-07-27,44.7291
2020-07-28,47.8025
2020-07-29,45.9979
2020-07-30,47.6727
2020-07-31,48.8766
2020-08-01,48.8766
2020-08-02,48.8766
2020-08-03,46.471
2020-08-04,47.6505
2020-08-05,46.161
2020-08-06,46.5731
2020-08-07,47.7506
2020-08-08,47.7506
2020-08-09,47.7506
2020-08-10,47.2268
2020-08-11,46.25
2020-08-12,47.8327
2020-08-13,46.4621
2020-08-14,45.1245
2020-08-15,45.1245
2020-08-16,45.1245
2020-08-17,43.8333
2020-08-18,43.4237
2020-08-19,44.8217
2020-08-20,43.3491
2020-08-21,43.3872
2020-08-22,43.3872
2020-08-23,43.3872
2020-08-24,45.4371
2020-08-25,44.9076
2020-08-26,43.5037
2020-08-27,44.7984
2020-08-28,45.6189
2020-08-29,45.6189
2020-08-30,45.6189
2020-08-31,46.229
2020-09-01,45.0977
2020-09-02,46.6303
2020-09-03,47.4097
2020-09-04,46.1582
2020-09-05,46.1582
2020-09-06,46.1582
2020-09-07,46.1582
2020-09-08,44.6093
2020-09-09,44.9741
2020-09-10,43.1743
2020-09-11,43.4669
2020-09-12,43.4669
2020-09-13,43.4669
2020-09-14,45.7344
2020-09-15,45.4754
2020-09-16,47.7283
2020-09-17,47.9228
2020-09-18,45.5648
2020-09-19,45.5648
2020-09-20,45.5648
2020-09-21,42.4904
2020-09-22,44.123
2020-09-23,42.1954
2020-09-24,45.5773
2020-09-25,47.2564
2020-09-26,47.2564
2020-09-27,47.2564
2020-09-28,47.7505
2020-09-29,47.3009
2020-09-30,46.9469
2020-10-01,46.1528
2020-10-02,48.539
2020-10-03,48.539
2020-10-04,48.539
2020-10-05,50.8962
2020-10-06,53.3836
2020-10-07,55.4029
2020-10-08,57.4508
2020-10-09,57.4272
2020-10-10,57.4272
2020-10-11,57.4272
2020-10-12,57.7493
2020-10-13,57.7676
2020-10-14,57.664
2020-10-15,58.7553
2020-10-16,61.1199
2020-10-17,61.1199
2020-10-18,61.1199
2020-10-19,61.3842
2020-10-20,63.9051
2020-10-21,61.9399
2020-10-22,63.3394
2020-10-23,64.3092
2020-10-24,64.3092
2020-10-25,64.3092
2020-10-26,58.2038
2020-10-27,57.2745
2020-10-28,54.3229
2020-10-29,53.2109
2020-10-30,53.142
2020-10-31,53.142
2020-11-01,53.142
2020-11-02,56.1016
2020-11-03,57.6766
2020-11-04,55.3362
2020-11-05,58.7792
2020-11-06,56.3371
2020-11-07,56.3371
2020-11-08,56.3371
2020-11-09,60.268
2020-11-10,63.0335
2020-11-11,63.2764
2020-11-12,63.0147
2020-11-13,64.7556
2020-11-14,64.7556
2020-11-15,64.7556
2020-11-16,66.1944
2020-11-17,66.7385
2020-11-18,64.1071
2020-11-19,61.9153
2020-11-20,61.3492
2020-11-21,61.3492
2020-11-22,61.3492
2020-11-23,62.4875
2020-11-24,64.3225
2020-11-25,60.2421
2020-11-26,60.2421
2020-11-27,58.2219
2020-11-28,58.2219
2020-11-29,58.2219
2020-11-30,55.2431
2020-12-01,56.4206
2020-12-02,56.5825
2020-12-03,55.2037
2020-12-04,55.7019
2020-12-05,55.7019
2020-12-06,55.7019
2020-12-07,55.8944
2020-12-08,55.7804
2020-12-09,57.6046
2020-12-10,57.5324
2020-12-11,57.3341
2020-12-12,57.3341
2020-12-13,57.3341
2020-12-14,55.9868
2020-12-15,58.7708
2020-12-16,56.1733
2020-12-17,56.5482
2020-12-18,55.6617
2020-12-19,55.6617
2020-12-20,55.6617
2020-12-21,54.0547
2020-12-22,52.7186
2020-12-23,52.6705
2020-12-24,54.5782
2020-12-25,54.5782
2020-12-26,54.5782
2020-12-27,54.5782
2020-12-28,55.1248
2020-12-29,54.4212
2020-12-30,54.6733
2020-12-31,57.2595
2021-01-01,57.2595
2021-01-02,57.2595
2021-01-03,57.2595
2021-01-04,51.3277
2021-01-05,52.0337
2021-01-06,55.7862
2021-01-07,54.3997
2021-01-08,54.9082
2021-01-09,54.9082
2021-01-10,54.9082
2021-01-11,53.3572
2021-01-12,55.1063
2021-01-13,56.4927
2021-01-14,52.6645
2021-01-15,53.1664
2021-01-16,53.1664
2021-01-17,53.1664
2021-01-18,53.1664
2021-01-19,50.8428
2021-01-20,49.3914
2021-01-21,47.4718
2021-01-22,47.4075
2021-01-23,47.4075
2021-01-24,47.4075
2021-01-25,47.6518
2021-01-26,46.9747
2021-01-27,42.5916
2021-01-28,47.1802
2021-01-29,45.72
2021-01-30,45.72
2021-01-31,45.72
2021-02-01,45.4212
2021-02-02,48.133
2021-02-03,47.6265
2021-02-04,47.5403
2021-02-05,47.0119
2021-02-06,47.0119
2021-02-07,47.0119
2021-02-08,45.0272
2021-02-09,45.1573
2021-02-10,47.101
2021-02-11,46.6676
2021-02-12,45.6833
2021-02-13,45.6833
2021-02-14,45.6833
2021-02-15,45.6833
2021-02-16,43.6248
2021-02-17,42.579
2021-02-18,40.9222
2021-02-19,39.9768
2021-02-20,39.9768
2021-02-21,39.9768
2021-02-22,40.371
2021-02-23,42.0957
2021-02-24,43.7207
2021-02-25,41.9281
2021-02-26,38.5565
2021-02-27,38.5565
2021-02-28,38.5565
2021-03-01,41.2489
2021-03-02,41.2286
2021-03-03,43.8052
2021-03-04,47.0599
2021-03-05,48.7708
2021-03-06,48.7708
2021-03-07,48.7708
2021-03-08,48.0386
2021-03-09,48.2202
2021-03-10,50.1757
2021-03-11,48.4089
2021-03-12,50.2221
2021-03-13,50.2221
2021-03-14,50.2221
2021-03-15,53.4408
2021-03-16,53.4143
2021-03-17,53.3596
2021-03-18,50.7276
2021-03-19,52.9566
2021-03-20,52.9566
2021-03-21,52.9566
2021-03-22,52.1785
2021-03-23,51.8253
2021-03-24,54.0053
2021-03-25,54.9401
2021-03-26,55.798
2021-03-27,55.798
2021-03-28,55.798
2021-03-29,55.0154
2021-03-30,54.0473
2021-03-31,51.5638
2021-04-01,50.6748
2021-04-02,50.6748
2021-04-03,50.6748
2021-04-04,50.6748
2021-04-05,54.6413
2021-04-06,55.6368
2021-04-07,54.8471
2021-04-08,55.7713
2021-04-09,53.8604
2021-04-10,53.8604
2021-04-11,53.8604
2021-04-12,54.2008
2021-04-13,55.5827
2021-04-14,57.293
2021-04-15,58.2469
2021-04-16,57.9721
2021-04-17,57.9721
2021-04-18,57.9721
2021-04-19,57.1357
2021-04-20,58.1761
2021-04-21,56.8556
2021-04-22,51.407
2021-04-23,50.537
2021-04-24,50.537
2021-04-25,50.537
2021-04-26,49.5792
2021-04-27,48.4802
2021-04-28,48.1816
2021-04-29,49.6572
2021-04-30,51.49
2021-05-01,51.49
2021-05-02,51.49
2021-05-03,51.261
2021-05-04,51.987
2021-05-05,47.6165
2021-05-06,49.7536
2021-05-07,48.7404
2021-05-08,48.7404
2021-05-09,48.7404
2021-05-10,50.0478
2021-05-11,48.9146
2021-05-12,43.7356
2021-05-13,48.4226
2021-05-14,48.6278
2021-05-15,48.6278
2021-05-16,48.6278
2021-05-17,46.9173
2021-05-18,46.3461
2021-05-19,46.6023
2021-05-20,46.7339
2021-05-21,48.3466
2021-05-22,48.3466
2021-05-23,48.3466
2021-05-24,48.9986
2021-05-25,41.8412
2021-05-26,43.0564
2021-05-27,41.3649
2021-05-28,42.8578
2021-05-29,42.8578
2021-05-30,42.8578
2021-05-31,42.8578
2021-06-01,42.2397
2021-06-02,43.8156
2021-06-03,44.284
2021-06-04,45.0957
2021-06-05,45.0957
2021-06-06,45.0957
2021-06-07,44.3712
2021-06-08,46.3599
2021-06-09,46.6997
2021-06-10,48.7164
2021-06-11,50.2735
2021-06-12,50.2735
2021-06-13,50.2735
2021-06-14,52.4812
2021-06-15,52.1774
2021-06-16,49.5094
2021-06-17,47.0512
2021-06-18,43.1709
2021-06-19,43.1709
2021-06-20,43.1709
2021-06-21,44.9164
2021-06-22,43.7404
2021-06-23,42.0576
2021-06-24,42.9999
2021-06-25,48.5175
2021-06-26,48.5175
2021-06-27,48.5175
2021-06-28,50.339
2021-06-29,49.7322
2021-06-30,50.8984
2021-07-01,51.1621
2021-07-02,50.5388
2021-07-03,50.5388
2021-07-04,50.5388
2021-07-05,50.5388
2021-07-06,51.5286
2021-07-07,52.391
2021-07-08,51.9471
2021-07-09,54.2894
2021-07-10,54.2894
2021-07-11,54.2894
2021-07-12,54.0027
2021-07-13,50.9093
2021-07-14,50.6731
2021-07-15,52.0537
2021-07-16,53.1202
2021-07-17,53.1202
2021-07-18,53.1202
2021-07-19,47.1964
2021-07-20,49.3393
2021-07-21,47.3804
2021-07-22,46.4989
2021-07-23,47.608
2021-07-24,47.608
2021-07-25,47.608
2021-07-26,45.4235
2021-07-27,50.6756
2021-07-28,49.6922
2021-07-29,50.8873
2021-07-30,43.6011
2021-07-31,43.6011
2021-08-01,43.6011
2021-08-02,45.3856
2021-08-03,46.2361
2021-08-04,44.9137
2021-08-05,46.0285
2021-08-06,45.6155
2021-08-07,45.6155
2021-08-08,45.6155
2021-08-09,46.7583
2021-08-10,48.0998
2021-08-11,51.7048
2021-08-12,51.3825
2021-08-13,51.2923
2021-08-14,51.2923
2021-08-15,51.2923
2021-08-16,52.1042
2021-08-17,53.0014
2021-08-18,55.7146
2021-08-19,54.4861
2021-08-20,57.9351
2021-08-21,57.9351
2021-08-22,57.9351
2021-08-23,56.6986
2021-08-24,55.9969
2021-08-25,54.1163
2021-08-26,51.8413
2021-08-27,51.4374
2021-08-28,51.4374
2021-08-29,51.4374
2021-08-30,51.4374
2021-08-31,52.3841
2021-09-01,53.5917
2021-09-02,56.1514
2021-09-03,54.475
2021-09-04,54.475
2021-09-05,54.475
2021-09-06,54.475
2021-09-07,54.405
2021-09-08,55.7579
2021-09-09,54.2027
2021-09-10,52.3412
2021-09-11,52.3412
2021-09-12,52.3412
2021-09-13,55.1379
2021-09-14,53.1266
2021-09-15,54.7743
2021-09-16,49.9125
2021-09-17,50.5482
2021-09-18,50.5482
2021-09-19,50.5482
2021-09-20,50.0475
2021-09-21,50.4599
2021-09-22,52.4289
2021-09-23,50.0135
2021-09-24,49.885
2021-09-25,49.885
2021-09-26,49.885
2021-09-27,50.3143
2021-09-28,48.401
2021-09-29,48.3097
2021-09-30,45.233
2021-10-01,43.9365
2021-10-02,43.9365
2021-10-03,43.9365
2021-10-04,48.1882
2021-10-05,46.5021
2021-10-06,49.5877
2021-10-07,51.1849
2021-10-08,51.2476
2021-10-09,51.2476
2021-10-10,51.2476
2021-10-11,47.9076
2021-10-12,46.2447
2021-10-13,49.1467
2021-10-14,49.7147
2021-10-15,52.0243
2021-10-16,52.0243
2021-10-17,52.0243
2021-10-18,51.4055
2021-10-19,52.5125
2021-10-20,56.5774
2021-10-21,57.4986
2021-10-22,60.357
2021-10-23,60.357
2021-10-24,60.357
2021-10-25,61.857
2021-10-26,62.6883
2021-10-27,64.2982
2021-10-28,65.5251
2021-10-29,65.7931
2021-10-30,65.7931
2021-10-31,65.7931
2021-11-01,66.5583
2021-11-02,67.0529
2021-11-03,64.0323
2021-11-04,64.5678
2021-11-05,66.7247
2021-11-06,66.7247
2021-11-07,66.7247
2021-11-08,66.7661
2021-11-09,67.8633
2021-11-10,69.5508
2021-11-11,68.5122
2021-11-12,64.4471
2021-11-13,64.4471
2021-11-14,64.4471
2021-11-15,65.1884
2021-11-16,62.0023
2021-11-17,63.5713
2021-11-18,63.8843
2021-11-19,64.5594
2021-11-20,64.5594
2021-11-21,64.5594
2021-11-22,64.5178
2021-11-23,65.9473
2021-11-24,67.3097
2021-11-25,67.3097
2021-11-26,62.3531
2021-11-27,62.3531
2021-11-28,62.3531
2021-11-29,64.8535
2021-11-30,61.881
2021-12-01,62.6433
2021-12-02,62.1517
2021-12-03,64.6259
2021-12-04,64.6259
2021-12-05,64.6259
2021-12-06,67.6888
2021-12-07,64.3131
2021-12-08,62.9367
2021-12-09,61.6762
2021-12-10,62.8521
2021-12-11,62.8521
2021-12-12,62.8521
2021-12-13,62.2059
2021-12-14,60.3171
2021-12-15,62.4323
2021-12-16,63.8183
2021-12-17,59.4841
2021-12-18,59.4841
2021-12-19,59.4841
2021-12-20,60.4543
2021-12-21,60.6757
2021-12-22,61.5225
2021-12-23,61.635
2021-12-24,61.635
2021-12-25,61.635
2021-12-26,61.635
2021-12-27,61.4492
2021-12-28,62.7949
2021-12-29,63.3427
2021-12-30,62.8991
2021-12-31,64.3547
2022-01-01,64.3547
2022-01-02,64.3547
2022-01-03,61.3813
2022-01-04,58.2224
2022-01-05,53.2604
2022-01-06,51.47
2022-01-07,52.551
2022-01-08,52.551
2022-01-09,52.551
2022-01-10,54.3238
2022-01-11,50.4259
2022-01-12,50.6263
2022-01-13,49.5603
2022-01-14,48.6189
2022-01-15,48.6189
2022-01-16,48.6189
2022-01-17,48.6189
2022-01-18,48.6189
2022-01-19,47.8589
2022-01-20,47.4903
2022-01-21,46.2616
2022-01-22,46.2616
2022-01-23,46.2616
2022-01-24,44.1634
2022-01-25,42.7509
2022-01-26,44.0106
2022-01-27,42.2838
2022-01-28,44.214
2022-01-29,44.214
2022-01-30,44.214
2022-01-31,46.9327
2022-02-01,43.7263
2022-02-02,44.5658
2022-02-03,43.1238
2022-02-04,42.4947
2022-02-05,42.4947
2022-02-06,42.4947
2022-02-07,43.9654
2022-02-08,43.9073
2022-02-09,44.7753
2022-02-10,41.3241
2022-02-11,40.4637
2022-02-12,40.4637
2022-02-13,40.4637
2022-02-14,39.9527
2022-02-15,39.3575
2022-02-16,39.6955
2022-02-17,41.0964
2022-02-18,40.1891
2022-02-19,40.1891
2022-02-20,40.1891
2022-02-21,40.1891
2022-02-22,40.7997
2022-02-23,37.7788
2022-02-24,38.402
2022-02-25,50.1661
2022-02-26,50.1661
2022-02-27,50.1661
2022-02-28,53.2633
2022-03-01,53.9004
2022-03-02,56.1584
2022-03-03,58.0801
2022-03-04,58.9136
2022-03-05,58.9136
2022-03-06,58.9136
2022-03-07,60.3526
2022-03-08,56.8508
2022-03-09,57.5994
2022-03-10,58.3224
2022-03-11,55.073
2022-03-12,55.073
2022-03-13,55.073
2022-03-14,54.5222
2022-03-15,58.3494
2022-03-16,58.7772
2022-03-17,58.3638
2022-03-18,53.3793
2022-03-19,53.3793
2022-03-20,53.3793
2022-03-21,55.4006
2022-03-22,56.6317
2022-03-23,58.207
2022-03-24,59.0464
2022-03-25,62.9586
2022-03-26,62.9586
2022-03-27,62.9586
2022-03-28,63.7801
2022-03-29,64.7805
2022-03-30,65.6015
2022-03-31,66.7933
2022-04-01,68.454
2022-04-02,68.454
2022-04-03,68.454
2022-04-04,67.5616
2022-04-05,65.6793
2022-04-06,67.9438
2022-04-07,64.9302
2022-04-08,67.1636
2022-04-09,67.1636
2022-04-10,67.1636
2022-04-11,63.3542
2022-04-12,65.268
2022-04-13,66.2473
2022-04-14,64.2442
2022-04-15,64.2442
2022-04-16,64.2442
2022-04-17,64.2442
2022-04-18,63.9538
2022-04-19,64.0658
2022-04-20,65.7888
2022-04-21,65.6503
2022-04-22,61.9707
2022-04-23,61.9707
2022-04-24,61.9707
2022-04-25,60.8381
2022-04-26,57.6018
2022-04-27,58.0018
2022-04-28,58.8715
2022-04-29,53.018
2022-04-30,53.018
2022-05-01,53.018
2022-05-02,50.7334
2022-05-03,51.9741
2022-05-04,56.3044
2022-05-05,52.4229
2022-05-06,55.4745
2022-05-07,55.4745
2022-05-08,55.4745
2022-05-09,54.884
2022-05-10,49.0945
2022-05-11,51.0283
2022-05-12,44.3558
2022-05-13,45.5961
2022-05-14,45.5961
2022-05-15,45.5961
2022-05-16,47.8604
2022-05-17,47.9991
2022-05-18,46.4825
2022-05-19,46.5246
2022-05-20,46.5246
2022-05-21,46.5246
2022-05-22,46.5246
2022-05-23,47.8424
2022-05-24,51.2208
2022-05-25,51.8932
2022-05-26,53.0932
2022-05-27,55.0516
2022-05-28,55.0516
2022-05-29,55.0516
2022-05-30,55.0516
2022-05-31,54.7075
2022-06-01,54.2863
2022-06-02,55.5262
2022-06-03,54.128
2022-06-04,54.128
2022-06-05,54.128
2022-06-06,53.2197
2022-06-07,54.9286
2022-06-08,52.3088
2022-06-09,47.2442
2022-06-10,47.7695
2022-06-11,47.7695
2022-06-12,47.7695
2022-06-13,39.8931
2022-06-14,37.9243
2022-06-15,38.262
2022-06-16,37.1471
2022-06-17,35.273
2022-06-18,35.273
2022-06-19,35.273
2022-06-20,35.273
2022-06-21,38.3751
2022-06-22,38.1526
2022-06-23,39.5133
2022-06-24,43.917
2022-06-25,43.917
2022-06-26,43.917
2022-06-27,44.8797
2022-06-28,43.4647
2022-06-29,44.4327
2022-06-30,45.2171
2022-07-01,47.6775
2022-07-02,47.6775
2022-07-03,47.6775
2022-07-04,47.6775
2022-07-05,44.1828
2022-07-06,45.3101
2022-07-07,46.2526
2022-07-08,45.8181
2022-07-09,45.8181
2022-07-10,45.8181
2022-07-11,45.8812
2022-07-12,45.4794
2022-07-13,45.33
2022-07-14,43.6435
2022-07-15,44.2798
2022-07-16,44.2798
2022-07-17,44.2798
2022-07-18,43.196
2022-07-19,44.7868
2022-07-20,43.3041
2022-07-21,43.1148
2022-07-22,44.5443
2022-07-23,44.5443
2022-07-24,44.5443
2022-07-25,47.9172
2022-07-26,48.9797
2022-07-27,49.3662
2022-07-28,53.8353
2022-07-29,57.999
2022-07-30,57.999
2022-07-31,57.999
2022-08-01,56.205
2022-08-02,58.9499
2022-08-03,60.031
2022-08-04,59.2009
2022-08-05,57.577
2022-08-06,57.577
2022-08-07,57.577
2022-08-08,56.2809
2022-08-09,57.0138
2022-08-10,57.0138
2022-08-11,58.625
2022-08-12,61.5561
2022-08-13,61.5561
2022-08-14,61.5561
2022-08-15,62.5749
2022-08-16,63.211
2022-08-17,63.6012
2022-08-18,62.8563
2022-08-19,62.1589
2022-08-20,62.1589
2022-08-21,62.1589
2022-08-22,58.6327
2022-08-23,56.4333
2022-08-24,55.9343
2022-08-25,57.7321
2022-08-26,55.6608
2022-08-27,55.6608
2022-08-28,55.6608
2022-08-29,56.4105
2022-08-30,54.3347
2022-08-31,51.8382
2022-09-01,52.9042
2022-09-02,52.1637
2022-09-03,52.1637
2022-09-04,52.1637
2022-09-05,52.1637
2022-09-06,47.5244
2022-09-07,52.0808
2022-09-08,53.0569
2022-09-09,54.158
2022-09-10,54.158
2022-09-11,54.158
2022-09-12,57.7881
2022-09-13,53.0153
2022-09-14,54.0585
2022-09-15,51.665
2022-09-16,50.1591
2022-09-17,50.1591
2022-09-18,50.1591
2022-09-19,51.7447
2022-09-20,50.4554
2022-09-21,47.6632
2022-09-22,46.9289
2022-09-23,45.2746
2022-09-24,45.2746
2022-09-25,45.2746
2022-09-26,42.4888
2022-09-27,39.7911
2022-09-28,39.7042
2022-09-29,35.4497
2022-09-30,34.3849
2022-10-01,34.3849
2022-10-02,34.3849
2022-10-03,40.3268
2022-10-04,43.033
2022-10-05,42.0131
2022-10-06,40.0998
2022-10-07,40.0736
2022-10-08,40.0736
2022-10-09,40.0736
2022-10-10,39.0436
2022-10-11,38.5313
2022-10-12,36.1416
2022-10-13,38.9061
2022-10-14,36.6176
2022-10-15,36.6176
2022-10-16,36.6176
2022-10-17,40.6536
2022-10-18,41.2095
2022-10-19,40.3238
2022-10-20,38.0826
2022-10-21,39.4368
2022-10-22,39.4368
2022-10-23,39.4368
2022-10-24,39.6902
2022-10-25,41.7836
2022-10-26,41.8416
2022-10-27,44.6923
2022-10-28,47.9474
2022-10-29,47.9474
2022-10-30,47.9474
2022-10-31,47.6495
2022-11-01,48.4689
2022-11-02,45.7128
2022-11-03,45.2414
2022-11-04,46.313
2022-11-05,46.313
2022-11-06,46.313
2022-11-07,44.3323
2022-11-08,44.8281
2022-11-09,43.743
2022-11-10,49.1623
2022-11-11,48.4814
2022-11-12,48.4814
2022-11-13,48.4814
2022-11-14,48.5691
2022-11-15,49.8931
2022-11-16,50.5256
2022-11-17,48.4351
2022-11-18,51.701
2022-11-19,51.701
2022-11-20,51.701
2022-11-21,52.1016
2022-11-22,52.8932
2022-11-23,55.0202
2022-11-24,55.0202
2022-11-25,55.814
2022-11-26,55.814
2022-11-27,55.814
2022-11-28,54.1531
2022-11-29,54.3538
2022-11-30,59.2044
2022-12-01,56.9391
2022-12-02,56.6441
2022-12-03,56.6441
2022-12-04,56.6441
2022-12-05,56.1426
2022-12-06,57.5425
2022-12-07,56.2022
2022-12-08,56.2509
2022-12-09,56.8948
2022-12-10,56.8948
2022-12-11,56.8948
2022-12-12,59.474
2022-12-13,60.1549
2022-12-14,59.648
2022-12-15,57.5504
2022-12-16,54.0656
2022-12-17,54.0656
2022-12-18,54.0656
2022-12-19,53.7557
2022-12-20,53.6074
2022-12-21,54.2418
2022-12-22,52.6641
2022-12-23,53.9721
2022-12-24,53.9721
2022-12-25,53.9721
2022-12-26,53.9721
2022-12-27,55.1779
2022-12-28,53.3699
2022-12-29,53.6036
2022-12-30,51.8206
2022-12-31,51.8206
2023-01-01,51.8206
2023-01-02,51.8206
2023-01-03,53.1837
2023-01-04,57.1895
2023-01-05,53.8039
2023-01-06,57.259
2023-01-07,57.259
2023-01-08,57.259
2023-01-09,58.7422
2023-01-10,59.3919
2023-01-11,61.2692
2023-01-12,59.0248
2023-01-13,58.4539
2023-01-14,58.4539
2023-01-15,58.4539
2023-01-16,58.4539
2023-01-17,59.269
2023-01-18,55.0046
2023-01-19,52.7042
2023-01-20,54.5646
2023-01-21,54.5646
2023-01-22,54.5646
2023-01-23,55.0819
2023-01-24,56.4331
2023-01-25,55.7957
2023-01-26,57.2428
2023-01-27,57.8712
2023-01-28,57.8712
2023-01-29,57.8712
2023-01-30,56.4787
2023-01-31,57.8089
2023-02-01,55.4335
2023-02-02,56.9782
2023-02-03,52.9011
2023-02-04,52.9011
2023-02-05,52.9011
2023-02-06,54.5907
2023-02-07,53.534
2023-02-08,52.483
2023-02-09,50.4344
2023-02-10,52.7251
2023-02-11,52.7251
2023-02-12,52.7251
2023-02-13,54.5538
2023-02-14,53.5357
2023-02-15,53.8328
2023-02-16,52.7853
2023-02-17,53.5067
2023-02-18,53.5067
2023-02-19,53.5067
2023-02-20,53.5067
2023-02-21,51.5681
2023-02-22,50.4718
2023-02-23,49.7425
2023-02-24,55.1986
2023-02-25,55.1986
2023-02-26,55.1986
2023-02-27,54.1018
2023-02-28,50.144
2023-03-01,47.1344
2023-03-02,49.0293
2023-03-03,52.2082
2023-03-04,52.2082
2023-03-05,52.2082
2023-03-06,54.1138
2023-03-07,52.1361
2023-03-08,53.6668
2023-03-09,51.2373
2023-03-10,49.8439
2023-03-11,49.8439
2023-03-12,49.8439
2023-03-13,51.8831
2023-03-14,53.42
2023-03-15,53.0731
2023-03-16,54.5323
2023-03-17,52.1524
2023-03-18,52.1524
2023-03-19,52.1524
2023-03-20,54.2517
2023-03-21,51.9873
2023-03-22,49.3039
