,STC US Equity
2020-10-13,58.6335
2020-10-14,59.1787
2020-10-15,60.6041
2020-10-16,60.6864
2020-10-17,60.6864
2020-10-18,60.6864
2020-10-19,59.6547
2020-10-20,57.6585
2020-10-21,58.2322
2020-10-22,48.3614
2020-10-23,53.8922
2020-10-24,53.8922
2020-10-25,53.8922
2020-10-26,52.5135
2020-10-27,51.6334
2020-10-28,50.5495
2020-10-29,51.7968
2020-10-30,48.7101
2020-10-31,48.7101
2020-11-01,48.7101
2020-11-02,49.0565
2020-11-03,50.9305
2020-11-04,53.7629
2020-11-05,52.5041
2020-11-06,50.9442
2020-11-07,50.9442
2020-11-08,50.9442
2020-11-09,45.835
2020-11-10,49.2985
2020-11-11,48.7543
2020-11-12,49.1628
2020-11-13,49.4262
2020-11-14,49.4262
2020-11-15,49.4262
2020-11-16,52.7998
2020-11-17,52.8405
2020-11-18,52.6761
2020-11-19,53.5096
2020-11-20,53.4596
2020-11-21,53.4596
2020-11-22,53.4596
2020-11-23,53.2796
2020-11-24,52.1376
2020-11-25,50.7066
2020-11-26,50.7066
2020-11-27,51.1769
2020-11-28,51.1769
2020-11-29,51.1769
2020-11-30,46.6677
2020-12-01,48.9205
2020-12-02,49.8936
2020-12-03,52.5805
2020-12-04,57.055
2020-12-05,57.055
2020-12-06,57.055
2020-12-07,57.0292
2020-12-08,58.2011
2020-12-09,58.6483
2020-12-10,60.4925
2020-12-11,60.5113
2020-12-12,60.5113
2020-12-13,60.5113
2020-12-14,58.9364
2020-12-15,64.4337
2020-12-16,63.6377
2020-12-17,63.1191
2020-12-18,63.5796
2020-12-19,63.5796
2020-12-20,63.5796
2020-12-21,61.3206
2020-12-22,58.7679
2020-12-23,58.0536
2020-12-24,59.2172
2020-12-25,59.2172
2020-12-26,59.2172
2020-12-27,59.2172
2020-12-28,57.3483
2020-12-29,57.5345
2020-12-30,56.9344
2020-12-31,57.2638
2021-01-01,57.2638
2021-01-02,57.2638
2021-01-03,57.2638
2021-01-04,55.0847
2021-01-05,56.873
2021-01-06,59.6892
2021-01-07,62.1326
2021-01-08,62.5908
2021-01-09,62.5908
2021-01-10,62.5908
2021-01-11,63.0897
2021-01-12,64.9182
2021-01-13,61.4305
2021-01-14,57.526
2021-01-15,57.0908
2021-01-16,57.0908
2021-01-17,57.0908
2021-01-18,57.0908
2021-01-19,55.1224
2021-01-20,58.5266
2021-01-21,57.2956
2021-01-22,56.9454
2021-01-23,56.9454
2021-01-24,56.9454
2021-01-25,55.7258
2021-01-26,56.2428
2021-01-27,50.2482
2021-01-28,50.7296
2021-01-29,47.3448
2021-01-30,47.3448
2021-01-31,47.3448
2021-02-01,48.6215
2021-02-02,48.3967
2021-02-03,48.4706
2021-02-04,48.5976
2021-02-05,51.6308
2021-02-06,51.6308
2021-02-07,51.6308
2021-02-08,54.857
2021-02-09,58.3496
2021-02-10,57.0706
2021-02-11,60.8728
2021-02-12,62.2402
2021-02-13,62.2402
2021-02-14,62.2402
2021-02-15,62.2402
2021-02-16,63.3264
2021-02-17,62.614
2021-02-18,64.1697
2021-02-19,63.5493
2021-02-20,63.5493
2021-02-21,63.5493
2021-02-22,59.7463
2021-02-23,55.5462
2021-02-24,53.0855
2021-02-25,47.4584
2021-02-26,46.1834
2021-02-27,46.1834
2021-02-28,46.1834
2021-03-01,49.7074
2021-03-02,48.0174
2021-03-03,47.3372
2021-03-04,47.6802
2021-03-05,48.8758
2021-03-06,48.8758
2021-03-07,48.8758
2021-03-08,51.1277
2021-03-09,55.1932
2021-03-10,57.3718
2021-03-11,59.1254
2021-03-12,59.2757
2021-03-13,59.2757
2021-03-14,59.2757
2021-03-15,59.8711
2021-03-16,58.1571
2021-03-17,58.1734
2021-03-18,54.9202
2021-03-19,54.8555
2021-03-20,54.8555
2021-03-21,54.8555
2021-03-22,53.4429
2021-03-23,51.4199
2021-03-24,50.3318
2021-03-25,53.4288
2021-03-26,56.5776
2021-03-27,56.5776
2021-03-28,56.5776
2021-03-29,54.3109
2021-03-30,53.8153
2021-03-31,53.312
2021-04-01,55.1385
2021-04-02,55.1385
2021-04-03,55.1385
2021-04-04,55.1385
2021-04-05,56.5319
2021-04-06,57.9995
2021-04-07,58.2509
2021-04-08,60.9284
2021-04-09,63.5234
2021-04-10,63.5234
2021-04-11,63.5234
2021-04-12,61.0039
2021-04-13,58.8162
2021-04-14,58.149
2021-04-15,59.785
2021-04-16,59.5996
2021-04-17,59.5996
2021-04-18,59.5996
2021-04-19,58.8445
2021-04-20,57.71
2021-04-21,57.885
2021-04-22,59.1781
2021-04-23,59.8332
2021-04-24,59.8332
2021-04-25,59.8332
2021-04-26,62.867
2021-04-27,62.14
2021-04-28,62.6978
2021-04-29,63.6013
2021-04-30,60.4145
2021-05-01,60.4145
2021-05-02,60.4145
2021-05-03,63.6634
2021-05-04,62.4594
2021-05-05,62.584
2021-05-06,62.6
2021-05-07,64.5807
2021-05-08,64.5807
2021-05-09,64.5807
2021-05-10,62.6203
2021-05-11,60.8424
2021-05-12,56.6689
2021-05-13,59.283
2021-05-14,60.5152
2021-05-15,60.5152
2021-05-16,60.5152
2021-05-17,59.9717
2021-05-18,57.2635
2021-05-19,58.8263
2021-05-20,59.2498
2021-05-21,58.8739
2021-05-22,58.8739
2021-05-23,58.8739
2021-05-24,58.4393
2021-05-25,55.3792
2021-05-26,57.6367
2021-05-27,57.1178
2021-05-28,57.6252
2021-05-29,57.6252
2021-05-30,57.6252
2021-05-31,57.6252
2021-06-01,59.4803
2021-06-02,57.2718
2021-06-03,55.7528
2021-06-04,54.5986
2021-06-05,54.5986
2021-06-06,54.5986
2021-06-07,55.5902
2021-06-08,55.7127
2021-06-09,55.3441
2021-06-10,54.3088
2021-06-11,53.6171
2021-06-12,53.6171
2021-06-13,53.6171
2021-06-14,53.7585
2021-06-15,53.4215
2021-06-16,51.2878
2021-06-17,47.6327
2021-06-18,44.5978
2021-06-19,44.5978
2021-06-20,44.5978
2021-06-21,46.7003
2021-06-22,47.4576
2021-06-23,45.8317
2021-06-24,48.0919
2021-06-25,47.8278
2021-06-26,47.8278
2021-06-27,47.8278
2021-06-28,46.4371
2021-06-29,47.7909
2021-06-30,48.782
2021-07-01,50.843
2021-07-02,47.8667
2021-07-03,47.8667
2021-07-04,47.8667
2021-07-05,47.8667
2021-07-06,45.9338
2021-07-07,46.4251
2021-07-08,43.7303
2021-07-09,47.9668
2021-07-10,47.9668
2021-07-11,47.9668
2021-07-12,50.0576
2021-07-13,46.885
2021-07-14,46.9347
2021-07-15,48.5291
2021-07-16,49.2683
2021-07-17,49.2683
2021-07-18,49.2683
2021-07-19,45.2156
2021-07-20,47.5814
2021-07-21,48.9358
2021-07-22,50.9375
2021-07-23,53.5568
2021-07-24,53.5568
2021-07-25,53.5568
2021-07-26,54.1635
2021-07-27,55.1868
2021-07-28,55.5014
2021-07-29,56.3053
2021-07-30,54.6915
2021-07-31,54.6915
2021-08-01,54.6915
2021-08-02,53.7616
2021-08-03,50.228
2021-08-04,50.1549
2021-08-05,53.6866
2021-08-06,53.3778
2021-08-07,53.3778
2021-08-08,53.3778
2021-08-09,54.1061
2021-08-10,54.8585
2021-08-11,55.8567
2021-08-12,55.8796
2021-08-13,53.4106
2021-08-14,53.4106
2021-08-15,53.4106
2021-08-16,53.9974
2021-08-17,54.516
2021-08-18,53.4767
2021-08-19,52.0684
2021-08-20,54.4223
2021-08-21,54.4223
2021-08-22,54.4223
2021-08-23,56.3476
2021-08-24,59.2761
2021-08-25,58.1584
2021-08-26,60.4107
2021-08-27,63.8781
2021-08-28,63.8781
2021-08-29,63.8781
2021-08-30,62.1969
2021-08-31,60.6674
2021-09-01,61.5286
2021-09-02,59.7448
2021-09-03,57.8598
2021-09-04,57.8598
2021-09-05,57.8598
2021-09-06,57.8598
2021-09-07,55.1458
2021-09-08,57.3877
2021-09-09,56.2027
2021-09-10,55.721
2021-09-11,55.721
2021-09-12,55.721
2021-09-13,53.8938
2021-09-14,52.1692
2021-09-15,54.3976
2021-09-16,52.6513
2021-09-17,52.8957
2021-09-18,52.8957
2021-09-19,52.8957
2021-09-20,50.393
2021-09-21,52.325
2021-09-22,54.8303
2021-09-23,56.3741
2021-09-24,57.7383
2021-09-25,57.7383
2021-09-26,57.7383
2021-09-27,58.6721
2021-09-28,58.1286
2021-09-29,60.5245
2021-09-30,58.0816
2021-10-01,60.4082
2021-10-02,60.4082
2021-10-03,60.4082
2021-10-04,59.8356
2021-10-05,60.8459
2021-10-06,62.0315
2021-10-07,63.9869
2021-10-08,65.0435
2021-10-09,65.0435
2021-10-10,65.0435
2021-10-11,64.4796
2021-10-12,65.3032
2021-10-13,66.6541
2021-10-14,68.0591
2021-10-15,66.4879
2021-10-16,66.4879
2021-10-17,66.4879
2021-10-18,68.5258
2021-10-19,69.1929
2021-10-20,69.8847
2021-10-21,72.0263
2021-10-22,69.6585
2021-10-23,69.6585
2021-10-24,69.6585
2021-10-25,71.1659
2021-10-26,67.9451
2021-10-27,61.6828
2021-10-28,63.5712
2021-10-29,64.8666
2021-10-30,64.8666
2021-10-31,64.8666
2021-11-01,65.3078
2021-11-02,65.3238
2021-11-03,66.4815
2021-11-04,65.6004
2021-11-05,68.4576
2021-11-06,68.4576
2021-11-07,68.4576
2021-11-08,70.0172
2021-11-09,71.264
2021-11-10,71.445
2021-11-11,72.4206
2021-11-12,73.4575
2021-11-13,73.4575
2021-11-14,73.4575
2021-11-15,75.9618
2021-11-16,68.7991
2021-11-17,66.8167
2021-11-18,68.1934
2021-11-19,68.4362
2021-11-20,68.4362
2021-11-21,68.4362
2021-11-22,68.9016
2021-11-23,69.4833
2021-11-24,66.454
2021-11-25,66.454
2021-11-26,62.6928
2021-11-27,62.6928
2021-11-28,62.6928
2021-11-29,54.8966
2021-11-30,51.7252
2021-12-01,52.8489
2021-12-02,56.7429
2021-12-03,54.9651
2021-12-04,54.9651
2021-12-05,54.9651
2021-12-06,56.5863
2021-12-07,58.3145
2021-12-08,59.2113
2021-12-09,56.5733
2021-12-10,55.3368
2021-12-11,55.3368
2021-12-12,55.3368
2021-12-13,56.9197
2021-12-14,56.5689
2021-12-15,57.1619
2021-12-16,58.5037
2021-12-17,56.8315
2021-12-18,56.8315
2021-12-19,56.8315
2021-12-20,53.8106
2021-12-21,58.9029
2021-12-22,59.8512
2021-12-23,60.204
2021-12-24,60.204
2021-12-25,60.204
2021-12-26,60.204
2021-12-27,62.0106
2021-12-28,62.1283
2021-12-29,62.985
2021-12-30,62.8945
2021-12-31,61.9498
2022-01-01,61.9498
2022-01-02,61.9498
2022-01-03,58.9346
2022-01-04,59.5976
2022-01-05,58.0765
2022-01-06,58.879
2022-01-07,56.9979
2022-01-08,56.9979
2022-01-09,56.9979
2022-01-10,57.048
2022-01-11,59.3816
2022-01-12,57.7695
2022-01-13,57.5192
2022-01-14,55.7917
2022-01-15,55.7917
2022-01-16,55.7917
2022-01-17,55.7917
2022-01-18,49.9879
2022-01-19,45.5677
2022-01-20,43.0162
2022-01-21,40.2493
2022-01-22,40.2493
2022-01-23,40.2493
2022-01-24,41.6486
2022-01-25,40.2877
2022-01-26,40.0552
2022-01-27,39.4866
2022-01-28,42.1787
2022-01-29,42.1787
2022-01-30,42.1787
2022-01-31,46.6196
2022-02-01,46.2599
2022-02-02,50.2484
2022-02-03,51.2371
2022-02-04,50.3713
2022-02-05,50.3713
2022-02-06,50.3713
2022-02-07,48.5413
2022-02-08,50.3071
2022-02-09,51.66
2022-02-10,45.5435
2022-02-11,44.4437
2022-02-12,44.4437
2022-02-13,44.4437
2022-02-14,41.0791
2022-02-15,43.357
2022-02-16,42.4382
2022-02-17,39.706
2022-02-18,40.0417
2022-02-19,40.0417
2022-02-20,40.0417
2022-02-21,40.0417
2022-02-22,40.3851
2022-02-23,38.6496
2022-02-24,41.2087
2022-02-25,43.9858
2022-02-26,43.9858
2022-02-27,43.9858
2022-02-28,44.7852
2022-03-01,41.8864
2022-03-02,42.4855
2022-03-03,42.1643
2022-03-04,42.4523
2022-03-05,42.4523
2022-03-06,42.4523
2022-03-07,40.0536
2022-03-08,39.5686
2022-03-09,41.0085
2022-03-10,43.7278
2022-03-11,43.2982
2022-03-12,43.2982
2022-03-13,43.2982
2022-03-14,43.826
2022-03-15,46.8436
2022-03-16,46.6584
2022-03-17,49.2034
2022-03-18,49.4411
2022-03-19,49.4411
2022-03-20,49.4411
2022-03-21,48.0136
2022-03-22,47.5512
2022-03-23,44.1427
2022-03-24,42.7124
2022-03-25,43.5047
2022-03-26,43.5047
2022-03-27,43.5047
2022-03-28,41.6168
2022-03-29,43.7158
2022-03-30,41.1509
2022-03-31,38.3954
2022-04-01,38.7917
2022-04-02,38.7917
2022-04-03,38.7917
2022-04-04,38.5863
2022-04-05,35.7812
2022-04-06,34.5228
2022-04-07,33.8678
2022-04-08,33.2485
2022-04-09,33.2485
2022-04-10,33.2485
2022-04-11,32.642
2022-04-12,30.7235
2022-04-13,30.2984
2022-04-14,28.9563
2022-04-15,28.9563
2022-04-16,28.9563
2022-04-17,28.9563
2022-04-18,30.9343
2022-04-19,32.1302
2022-04-20,34.0609
2022-04-21,32.8223
2022-04-22,30.8825
2022-04-23,30.8825
2022-04-24,30.8825
2022-04-25,30.9057
2022-04-26,30.43
2022-04-27,30.0263
2022-04-28,32.4184
2022-04-29,32.8545
2022-04-30,32.8545
2022-05-01,32.8545
2022-05-02,32.6727
2022-05-03,38.1264
2022-05-04,45.1676
2022-05-05,43.0488
2022-05-06,44.469
2022-05-07,44.469
2022-05-08,44.469
2022-05-09,45.5142
2022-05-10,41.8864
2022-05-11,42.9619
2022-05-12,44.1933
2022-05-13,44.7378
2022-05-14,44.7378
2022-05-15,44.7378
2022-05-16,44.6627
2022-05-17,48.8072
2022-05-18,45.9212
2022-05-19,45.9737
2022-05-20,44.8632
2022-05-21,44.8632
2022-05-22,44.8632
2022-05-23,44.7876
2022-05-24,43.8997
2022-05-25,45.9448
2022-05-26,46.0209
2022-05-27,45.2143
2022-05-28,45.2143
2022-05-29,45.2143
2022-05-30,45.2143
2022-05-31,44.6362
2022-06-01,43.6143
2022-06-02,45.8086
2022-06-03,46.298
2022-06-04,46.298
2022-06-05,46.298
2022-06-06,46.7541
2022-06-07,47.008
2022-06-08,43.8193
2022-06-09,41.4372
2022-06-10,39.1304
2022-06-11,39.1304
2022-06-12,39.1304
2022-06-13,34.8169
2022-06-14,37.7799
2022-06-15,36.7097
2022-06-16,33.5177
2022-06-17,36.3088
2022-06-18,36.3088
2022-06-19,36.3088
2022-06-20,36.3088
2022-06-21,35.8061
2022-06-22,36.9817
2022-06-23,39.1036
2022-06-24,41.2877
2022-06-25,41.2877
2022-06-26,41.2877
2022-06-27,42.0693
2022-06-28,40.4805
2022-06-29,41.4043
2022-06-30,42.4685
2022-07-01,45.5565
2022-07-02,45.5565
2022-07-03,45.5565
2022-07-04,45.5565
2022-07-05,47.2764
2022-07-06,44.4485
2022-07-07,44.2391
2022-07-08,43.4673
2022-07-09,43.4673
2022-07-10,43.4673
2022-07-11,44.1979
2022-07-12,45.0517
2022-07-13,43.8728
2022-07-14,42.7011
2022-07-15,43.9974
2022-07-16,43.9974
2022-07-17,43.9974
2022-07-18,42.4742
2022-07-19,47.1009
2022-07-20,47.8674
2022-07-21,47.7452
2022-07-22,46.9831
2022-07-23,46.9831
2022-07-24,46.9831
2022-07-25,48.313
2022-07-26,48.201
2022-07-27,50.192
2022-07-28,52.3156
2022-07-29,53.9127
2022-07-30,53.9127
2022-07-31,53.9127
2022-08-01,53.6592
2022-08-02,49.2287
2022-08-03,49.0588
2022-08-04,50.4541
2022-08-05,50.2535
2022-08-06,50.2535
2022-08-07,50.2535
2022-08-08,50.7397
2022-08-09,49.961
2022-08-10,52.2358
2022-08-11,53.915
2022-08-12,55.35
2022-08-13,55.35
2022-08-14,55.35
2022-08-15,53.6448
2022-08-16,53.7822
2022-08-17,52.9468
2022-08-18,55.677
2022-08-19,54.5849
2022-08-20,54.5849
2022-08-21,54.5849
2022-08-22,50.8813
2022-08-23,51.2546
2022-08-24,49.2748
2022-08-25,52.2801
2022-08-26,49.8969
2022-08-27,49.8969
2022-08-28,49.8969
2022-08-29,47.9172
2022-08-30,47.174
2022-08-31,44.845
2022-09-01,43.8972
2022-09-02,47.4749
2022-09-03,47.4749
2022-09-04,47.4749
2022-09-05,47.4749
2022-09-06,46.1957
2022-09-07,47.5502
2022-09-08,49.1682
2022-09-09,51.5955
2022-09-10,51.5955
2022-09-11,51.5955
2022-09-12,52.6018
2022-09-13,46.5391
2022-09-14,42.5873
2022-09-15,44.3183
2022-09-16,45.6393
2022-09-17,45.6393
2022-09-18,45.6393
2022-09-19,44.8023
2022-09-20,42.5246
2022-09-21,44.3537
2022-09-22,39.9808
2022-09-23,37.7407
2022-09-24,37.7407
2022-09-25,37.7407
2022-09-26,36.6778
2022-09-27,36.3491
2022-09-28,38.5639
2022-09-29,38.4453
2022-09-30,38.3233
2022-10-01,38.3233
2022-10-02,38.3233
2022-10-03,40.1983
2022-10-04,44.8191
2022-10-05,42.8022
2022-10-06,42.7579
2022-10-07,40.4924
2022-10-08,40.4924
2022-10-09,40.4924
2022-10-10,39.8661
2022-10-11,39.487
2022-10-12,38.5461
2022-10-13,41.9626
2022-10-14,40.3665
2022-10-15,40.3665
2022-10-16,40.3665
2022-10-17,41.6807
2022-10-18,41.0129
2022-10-19,38.8519
2022-10-20,38.1766
2022-10-21,37.9538
2022-10-22,37.9538
2022-10-23,37.9538
2022-10-24,39.3946
2022-10-25,42.3199
2022-10-26,42.9623
2022-10-27,38.2865
2022-10-28,38.3301
2022-10-29,38.3301
2022-10-30,38.3301
2022-10-31,36.8337
2022-11-01,36.4229
2022-11-02,35.5884
2022-11-03,33.6156
2022-11-04,34.3158
2022-11-05,34.3158
2022-11-06,34.3158
2022-11-07,34.0722
2022-11-08,34.0591
2022-11-09,34.6597
2022-11-10,40.219
2022-11-11,44.1595
2022-11-12,44.1595
2022-11-13,44.1595
2022-11-14,42.2444
2022-11-15,43.807
2022-11-16,43.0519
2022-11-17,43.1382
2022-11-18,44.7197
2022-11-19,44.7197
2022-11-20,44.7197
2022-11-21,45.683
2022-11-22,46.0075
2022-11-23,46.8181
2022-11-24,46.8181
2022-11-25,50.8227
2022-11-26,50.8227
2022-11-27,50.8227
2022-11-28,48.9932
2022-11-29,49.7775
2022-11-30,52.0836
2022-12-01,52.1991
2022-12-02,48.3803
2022-12-03,48.3803
2022-12-04,48.3803
2022-12-05,48.8691
2022-12-06,49.5486
2022-12-07,49.6326
2022-12-08,49.7407
2022-12-09,49.3027
2022-12-10,49.3027
2022-12-11,49.3027
2022-12-12,51.4687
2022-12-13,51.6649
2022-12-14,53.2028
2022-12-15,48.8606
2022-12-16,49.1333
2022-12-17,49.1333
2022-12-18,49.1333
2022-12-19,47.3487
2022-12-20,48.7804
2022-12-21,51.1029
2022-12-22,48.9196
2022-12-23,49.0115
2022-12-24,49.0115
2022-12-25,49.0115
2022-12-26,49.0115
2022-12-27,50.4424
2022-12-28,47.4434
2022-12-29,51.0765
2022-12-30,50.0231
2022-12-31,50.0231
2023-01-01,50.0231
2023-01-02,50.0231
2023-01-03,51.9455
2023-01-04,54.7277
2023-01-05,52.4886
2023-01-06,55.8485
2023-01-07,55.8485
2023-01-08,55.8485
2023-01-09,53.9205
2023-01-10,54.7745
2023-01-11,56.1983
2023-01-12,57.6997
2023-01-13,56.4286
2023-01-14,56.4286
2023-01-15,56.4286
2023-01-16,56.4286
2023-01-17,55.1712
2023-01-18,55.2667
2023-01-19,54.976
2023-01-20,55.9155
2023-01-21,55.9155
2023-01-22,55.9155
2023-01-23,57.7957
2023-01-24,57.0945
2023-01-25,58.909
2023-01-26,58.3448
2023-01-27,58.2623
2023-01-28,58.2623
2023-01-29,58.2623
2023-01-30,55.2464
2023-01-31,57.5404
2023-02-01,60.9151
2023-02-02,63.1543
2023-02-03,64.0014
2023-02-04,64.0014
2023-02-05,64.0014
2023-02-06,62.0872
2023-02-07,61.8684
2023-02-08,60.3828
2023-02-09,48.0137
2023-02-10,51.4149
2023-02-11,51.4149
2023-02-12,51.4149
2023-02-13,51.7152
2023-02-14,51.5215
2023-02-15,51.5402
2023-02-16,48.9875
2023-02-17,49.8959
2023-02-18,49.8959
2023-02-19,49.8959
2023-02-20,49.8959
2023-02-21,46.6631
2023-02-22,46.2688
2023-02-23,45.385
2023-02-24,44.278
2023-02-25,44.278
2023-02-26,44.278
2023-02-27,45.3675
2023-02-28,44.2354
2023-03-01,44.2354
2023-03-02,42.1131
2023-03-03,41.6537
2023-03-04,41.6537
2023-03-05,41.6537
2023-03-06,40.1213
2023-03-07,39.9313
2023-03-08,42.0473
2023-03-09,40.8845
2023-03-10,39.5754
2023-03-11,39.5754
2023-03-12,39.5754
2023-03-13,37.1789
2023-03-14,38.9003
2023-03-15,39.9378
2023-03-16,38.751
2023-03-17,36.1522
2023-03-18,36.1522
