,MA US Equity
2020-11-02,37.2681
2020-11-03,39.5634
2020-11-04,44.1682
2020-11-05,47.4409
2020-11-06,46.5663
2020-11-07,46.5663
2020-11-08,46.5663
2020-11-09,55.6219
2020-11-10,52.6995
2020-11-11,52.0087
2020-11-12,50.8264
2020-11-13,52.6567
2020-11-14,52.6567
2020-11-15,52.6567
2020-11-16,52.77
2020-11-17,53.0606
2020-11-18,52.8811
2020-11-19,52.209
2020-11-20,48.8189
2020-11-21,48.8189
2020-11-22,48.8189
2020-11-23,51.5244
2020-11-24,54.3806
2020-11-25,54.0401
2020-11-26,54.0401
2020-11-27,53.3139
2020-11-28,53.3139
2020-11-29,53.3139
2020-11-30,52.4837
2020-12-01,53.1819
2020-12-02,53.5808
2020-12-03,51.8482
2020-12-04,54.6015
2020-12-05,54.6015
2020-12-06,54.6015
2020-12-07,53.438
2020-12-08,53.379
2020-12-09,52.0024
2020-12-10,50.1909
2020-12-11,48.8371
2020-12-12,48.8371
2020-12-13,48.8371
2020-12-14,50.1037
2020-12-15,50.9457
2020-12-16,50.4002
2020-12-17,52.0451
2020-12-18,53.1927
2020-12-19,53.1927
2020-12-20,53.1927
2020-12-21,50.999
2020-12-22,50.2331
2020-12-23,49.154
2020-12-24,51.5745
2020-12-25,51.5745
2020-12-26,51.5745
2020-12-27,51.5745
2020-12-28,54.3849
2020-12-29,55.0821
2020-12-30,57.7915
2020-12-31,58.1993
2021-01-01,58.1993
2021-01-02,58.1993
2021-01-03,58.1993
2021-01-04,56.0045
2021-01-05,54.4191
2021-01-06,54.4617
2021-01-07,55.3754
2021-01-08,56.6801
2021-01-09,56.6801
2021-01-10,56.6801
2021-01-11,54.3523
2021-01-12,52.2767
2021-01-13,53.464
2021-01-14,46.6358
2021-01-15,45.4986
2021-01-16,45.4986
2021-01-17,45.4986
2021-01-18,45.4986
2021-01-19,46.4844
2021-01-20,49.6384
2021-01-21,49.4803
2021-01-22,47.6598
2021-01-23,47.6598
2021-01-24,47.6598
2021-01-25,47.7328
2021-01-26,47.2251
2021-01-27,43.3195
2021-01-28,46.6079
2021-01-29,44.1968
2021-01-30,44.1968
2021-01-31,44.1968
2021-02-01,46.0994
2021-02-02,50.3556
2021-02-03,49.8627
2021-02-04,52.3556
2021-02-05,51.6655
2021-02-06,51.6655
2021-02-07,51.6655
2021-02-08,51.0895
2021-02-09,49.8885
2021-02-10,50.1485
2021-02-11,52.9867
2021-02-12,52.3213
2021-02-13,52.3213
2021-02-14,52.3213
2021-02-15,52.3213
2021-02-16,52.3907
2021-02-17,50.9715
2021-02-18,51.3684
2021-02-19,49.4305
2021-02-20,49.4305
2021-02-21,49.4305
2021-02-22,52.0785
2021-02-23,55.238
2021-02-24,59.9661
2021-02-25,55.3992
2021-02-26,55.1538
2021-02-27,55.1538
2021-02-28,55.1538
2021-03-01,57.596
2021-03-02,57.5673
2021-03-03,56.6306
2021-03-04,52.9054
2021-03-05,56.07
2021-03-06,56.07
2021-03-07,56.07
2021-03-08,58.7059
2021-03-09,59.9408
2021-03-10,61.1407
2021-03-11,61.7538
2021-03-12,61.132
2021-03-13,61.132
2021-03-14,61.132
2021-03-15,60.7719
2021-03-16,60.9273
2021-03-17,59.473
2021-03-18,55.1725
2021-03-19,51.6992
2021-03-20,51.6992
2021-03-21,51.6992
2021-03-22,52.2593
2021-03-23,51.2412
2021-03-24,52.5786
2021-03-25,52.1429
2021-03-26,54.4957
2021-03-27,54.4957
2021-03-28,54.4957
2021-03-29,53.3688
2021-03-30,51.7544
2021-03-31,51.0256
2021-04-01,53.3189
2021-04-02,53.3189
2021-04-03,53.3189
2021-04-04,53.3189
2021-04-05,54.8338
2021-04-06,55.2083
2021-04-07,55.6675
2021-04-08,57.776
2021-04-09,58.4498
2021-04-10,58.4498
2021-04-11,58.4498
2021-04-12,58.351
2021-04-13,57.633
2021-04-14,57.6929
2021-04-15,60.1936
2021-04-16,60.0497
2021-04-17,60.0497
2021-04-18,60.0497
2021-04-19,58.2457
2021-04-20,55.852
2021-04-21,57.9439
2021-04-22,58.0266
2021-04-23,59.2072
2021-04-24,59.2072
2021-04-25,59.2072
2021-04-26,59.3383
2021-04-27,59.8591
2021-04-28,61.9334
2021-04-29,58.7362
2021-04-30,55.6786
2021-05-01,55.6786
2021-05-02,55.6786
2021-05-03,54.5445
2021-05-04,53.0773
2021-05-05,50.3588
2021-05-06,52.7055
2021-05-07,52.673
2021-05-08,52.673
2021-05-09,52.673
2021-05-10,49.1239
2021-05-11,49.6162
2021-05-12,45.661
2021-05-13,47.0128
2021-05-14,48.5283
2021-05-15,48.5283
2021-05-16,48.5283
2021-05-17,48.3042
2021-05-18,48.2174
2021-05-19,47.4159
2021-05-20,50.1709
2021-05-21,50.1304
2021-05-22,50.1304
2021-05-23,50.1304
2021-05-24,52.0416
2021-05-25,49.9058
2021-05-26,48.0974
2021-05-27,47.8423
2021-05-28,47.2756
2021-05-29,47.2756
2021-05-30,47.2756
2021-05-31,47.2756
2021-06-01,46.9556
2021-06-02,50.0801
2021-06-03,47.9964
2021-06-04,49.8005
2021-06-05,49.8005
2021-06-06,49.8005
2021-06-07,48.9884
2021-06-08,49.5065
2021-06-09,48.6701
2021-06-10,49.1171
2021-06-11,49.6778
2021-06-12,49.6778
2021-06-13,49.6778
2021-06-14,50.1608
2021-06-15,50.9251
2021-06-16,48.8427
2021-06-17,50.5314
2021-06-18,50.5946
2021-06-19,50.5946
2021-06-20,50.5946
2021-06-21,53.2874
2021-06-22,55.479
2021-06-23,53.9451
2021-06-24,53.7384
2021-06-25,55.9159
2021-06-26,55.9159
2021-06-27,55.9159
2021-06-28,49.9461
2021-06-29,50.0939
2021-06-30,48.7396
2021-07-01,51.3665
2021-07-02,53.2707
2021-07-03,53.2707
2021-07-04,53.2707
2021-07-05,53.2707
2021-07-06,53.7434
2021-07-07,52.6317
2021-07-08,50.9978
2021-07-09,52.2789
2021-07-10,52.2789
2021-07-11,52.2789
2021-07-12,53.4775
2021-07-13,56.9567
2021-07-14,59.6709
2021-07-15,59.3596
2021-07-16,57.6617
2021-07-17,57.6617
2021-07-18,57.6617
2021-07-19,47.8053
2021-07-20,51.3541
2021-07-21,53.4314
2021-07-22,54.1811
2021-07-23,57.888
2021-07-24,57.888
2021-07-25,57.888
2021-07-26,57.6879
2021-07-27,56.5753
2021-07-28,53.6839
2021-07-29,55.5323
2021-07-30,54.3335
2021-07-31,54.3335
2021-08-01,54.3335
2021-08-02,50.1644
2021-08-03,47.4623
2021-08-04,47.6185
2021-08-05,49.1188
2021-08-06,50.0933
2021-08-07,50.0933
2021-08-08,50.0933
2021-08-09,48.6602
2021-08-10,47.6205
2021-08-11,46.3227
2021-08-12,45.5171
2021-08-13,45.849
2021-08-14,45.849
2021-08-15,45.849
2021-08-16,46.2057
2021-08-17,46.0778
2021-08-18,45.1839
2021-08-19,43.7811
2021-08-20,42.9029
2021-08-21,42.9029
2021-08-22,42.9029
2021-08-23,45.8202
2021-08-24,46.184
2021-08-25,45.0937
2021-08-26,42.6675
2021-08-27,44.0986
2021-08-28,44.0986
2021-08-29,44.0986
2021-08-30,43.0603
2021-08-31,40.5472
2021-09-01,42.2546
2021-09-02,39.3528
2021-09-03,39.0018
2021-09-04,39.0018
2021-09-05,39.0018
2021-09-06,39.0018
2021-09-07,41.3119
2021-09-08,44.3902
2021-09-09,44.566
2021-09-10,43.0367
2021-09-11,43.0367
2021-09-12,43.0367
2021-09-13,43.2522
2021-09-14,42.4715
2021-09-15,42.0632
2021-09-16,42.9067
2021-09-17,41.5935
2021-09-18,41.5935
2021-09-19,41.5935
2021-09-20,40.2868
2021-09-21,39.4037
2021-09-22,42.79
2021-09-23,48.0947
2021-09-24,49.9371
2021-09-25,49.9371
2021-09-26,49.9371
2021-09-27,49.3216
2021-09-28,46.9159
2021-09-29,47.8619
2021-09-30,45.5595
2021-10-01,51.0819
2021-10-02,51.0819
2021-10-03,51.0819
2021-10-04,45.0398
2021-10-05,44.7009
2021-10-06,46.9849
2021-10-07,49.2283
2021-10-08,49.6373
2021-10-09,49.6373
2021-10-10,49.6373
2021-10-11,46.7402
2021-10-12,46.0952
2021-10-13,45.0332
2021-10-14,45.9932
2021-10-15,50.567
2021-10-16,50.567
2021-10-17,50.567
2021-10-18,51.4753
2021-10-19,52.8205
2021-10-20,50.703
2021-10-21,50.483
2021-10-22,51.4403
2021-10-23,51.4403
2021-10-24,51.4403
2021-10-25,52.2898
2021-10-26,50.8037
2021-10-27,43.076
2021-10-28,42.2481
2021-10-29,43.2918
2021-10-30,43.2918
2021-10-31,43.2918
2021-11-01,42.8192
2021-11-02,41.0622
2021-11-03,41.4858
2021-11-04,44.1105
2021-11-05,49.3443
2021-11-06,49.3443
2021-11-07,49.3443
2021-11-08,49.6655
2021-11-09,47.8742
2021-11-10,52.5602
2021-11-11,51.2687
2021-11-12,54.2291
2021-11-13,54.2291
2021-11-14,54.2291
2021-11-15,53.4445
2021-11-16,55.9699
2021-11-17,52.2544
2021-11-18,48.7279
2021-11-19,46.2228
2021-11-20,46.2228
2021-11-21,46.2228
2021-11-22,41.4463
2021-11-23,43.9509
2021-11-24,47.2834
2021-11-25,47.2834
2021-11-26,43.4385
2021-11-27,43.4385
2021-11-28,43.4385
2021-11-29,43.1724
2021-11-30,41.3449
2021-12-01,39.4978
2021-12-02,43.6906
2021-12-03,44.2391
2021-12-04,44.2391
2021-12-05,44.2391
2021-12-06,47.3554
2021-12-07,48.9801
2021-12-08,49.7153
2021-12-09,50.2861
2021-12-10,51.6914
2021-12-11,51.6914
2021-12-12,51.6914
2021-12-13,50.4324
2021-12-14,49.1536
2021-12-15,50.7284
2021-12-16,52.454
2021-12-17,51.4302
2021-12-18,51.4302
2021-12-19,51.4302
2021-12-20,48.1223
2021-12-21,51.7092
2021-12-22,53.3484
2021-12-23,54.0899
2021-12-24,54.0899
2021-12-25,54.0899
2021-12-26,54.0899
2021-12-27,54.0126
2021-12-28,54.1307
2021-12-29,54.2626
2021-12-30,54.1678
2021-12-31,53.6285
2022-01-01,53.6285
2022-01-02,53.6285
2022-01-03,56.7321
2022-01-04,57.8463
2022-01-05,57.3338
2022-01-06,56.1541
2022-01-07,56.0317
2022-01-08,56.0317
2022-01-09,56.0317
2022-01-10,54.0336
2022-01-11,54.7261
2022-01-12,55.0265
2022-01-13,55.6855
2022-01-14,56.4679
2022-01-15,56.4679
2022-01-16,56.4679
2022-01-17,56.4679
2022-01-18,54.2591
2022-01-19,52.2428
2022-01-20,53.2968
2022-01-21,50.1722
2022-01-22,50.1722
2022-01-23,50.1722
2022-01-24,48.3129
2022-01-25,45.0596
2022-01-26,47.0992
2022-01-27,49.0461
2022-01-28,57.7991
2022-01-29,57.7991
2022-01-30,57.7991
2022-01-31,58.6876
2022-02-01,59.9672
2022-02-02,60.999
2022-02-03,58.7672
2022-02-04,56.2585
2022-02-05,56.2585
2022-02-06,56.2585
2022-02-07,54.4054
2022-02-08,53.8731
2022-02-09,55.658
2022-02-10,53.5217
2022-02-11,52.1511
2022-02-12,52.1511
2022-02-13,52.1511
2022-02-14,53.326
2022-02-15,55.2374
2022-02-16,55.5918
2022-02-17,52.7247
2022-02-18,51.6061
2022-02-19,51.6061
2022-02-20,51.6061
2022-02-21,51.6061
2022-02-22,51.1095
2022-02-23,49.0338
2022-02-24,51.3914
2022-02-25,51.304
2022-02-26,51.304
2022-02-27,51.304
2022-02-28,48.8541
2022-03-01,44.5098
2022-03-02,44.4123
2022-03-03,43.6264
2022-03-04,41.1411
2022-03-05,41.1411
2022-03-06,41.1411
2022-03-07,37.307
2022-03-08,37.7811
2022-03-09,42.206
2022-03-10,41.4242
2022-03-11,41.4876
2022-03-12,41.4876
2022-03-13,41.4876
2022-03-14,42.7054
2022-03-15,44.7133
2022-03-16,47.5831
2022-03-17,48.0899
2022-03-18,49.1448
2022-03-19,49.1448
2022-03-20,49.1448
2022-03-21,47.9006
2022-03-22,49.0689
2022-03-23,47.0384
2022-03-24,49.1613
2022-03-25,49.0677
2022-03-26,49.0677
2022-03-27,49.0677
2022-03-28,49.5109
2022-03-29,54.2864
2022-03-30,52.682
2022-03-31,51.2479
2022-04-01,53.041
2022-04-02,53.041
2022-04-03,53.041
2022-04-04,53.8248
2022-04-05,52.7134
2022-04-06,49.8174
2022-04-07,48.8192
2022-04-08,49.6283
2022-04-09,49.6283
2022-04-10,49.6283
2022-04-11,48.208
2022-04-12,47.7551
2022-04-13,50.6111
2022-04-14,51.3997
2022-04-15,51.3997
2022-04-16,51.3997
2022-04-17,51.3997
2022-04-18,51.0786
2022-04-19,53.1761
2022-04-20,53.5896
2022-04-21,53.2981
2022-04-22,48.9982
2022-04-23,48.9982
2022-04-24,48.9982
2022-04-25,50.0729
2022-04-26,46.9347
2022-04-27,52.1033
2022-04-28,56.4419
2022-04-29,52.074
2022-04-30,52.074
2022-05-01,52.074
2022-05-02,50.9287
2022-05-03,50.5971
2022-05-04,53.2971
2022-05-05,49.3571
2022-05-06,47.8476
2022-05-07,47.8476
2022-05-08,47.8476
2022-05-09,43.6231
2022-05-10,43.076
2022-05-11,43.2256
2022-05-12,42.2414
2022-05-13,45.4493
2022-05-14,45.4493
2022-05-15,45.4493
2022-05-16,44.7663
2022-05-17,47.2072
2022-05-18,46.5177
2022-05-19,45.6601
2022-05-20,46.7529
2022-05-21,46.7529
2022-05-22,46.7529
2022-05-23,49.9727
2022-05-24,48.0727
2022-05-25,49.1249
2022-05-26,50.4345
2022-05-27,52.3846
2022-05-28,52.3846
2022-05-29,52.3846
2022-05-30,52.3846
2022-05-31,52.4067
2022-06-01,52.1813
2022-06-02,53.7122
2022-06-03,52.2016
2022-06-04,52.2016
2022-06-05,52.2016
2022-06-06,52.8072
2022-06-07,53.8195
2022-06-08,53.3043
2022-06-09,49.4425
2022-06-10,45.775
2022-06-11,45.775
2022-06-12,45.775
2022-06-13,42.3518
2022-06-14,43.0562
2022-06-15,44.0144
2022-06-16,40.4184
2022-06-17,40.9919
2022-06-18,40.9919
2022-06-19,40.9919
2022-06-20,40.9919
2022-06-21,42.9863
2022-06-22,42.7081
2022-06-23,42.8947
2022-06-24,46.9219
2022-06-25,46.9219
2022-06-26,46.9219
2022-06-27,46.5095
2022-06-28,43.9854
2022-06-29,45.2397
2022-06-30,43.5709
2022-07-01,44.3945
2022-07-02,44.3945
2022-07-03,44.3945
2022-07-04,44.3945
2022-07-05,44.7031
2022-07-06,44.9849
2022-07-07,46.3513
2022-07-08,46.0789
2022-07-09,46.0789
2022-07-10,46.0789
2022-07-11,46.4431
2022-07-12,46.0643
2022-07-13,46.2382
2022-07-14,46.8159
2022-07-15,49.372
2022-07-16,49.372
2022-07-17,49.372
2022-07-18,48.8693
2022-07-19,51.9116
2022-07-20,52.1911
2022-07-21,53.949
2022-07-22,52.867
2022-07-23,52.867
2022-07-24,52.867
2022-07-25,52.9729
2022-07-26,51.9017
2022-07-27,52.5755
2022-07-28,55.5473
2022-07-29,55.964
2022-07-30,55.964
2022-07-31,55.964
2022-08-01,54.678
2022-08-02,54.0729
2022-08-03,55.7675
2022-08-04,56.3981
2022-08-05,56.8702
2022-08-06,56.8702
2022-08-07,56.8702
2022-08-08,54.598
2022-08-09,52.3261
2022-08-10,54.6994
2022-08-11,53.5701
2022-08-12,54.8412
2022-08-13,54.8412
2022-08-14,54.8412
2022-08-15,56.7276
2022-08-16,56.4271
2022-08-17,54.747
2022-08-18,55.4575
2022-08-19,54.1237
2022-08-20,54.1237
2022-08-21,54.1237
2022-08-22,50.5432
2022-08-23,48.7845
2022-08-24,48.34
2022-08-25,50.3085
2022-08-26,45.693
2022-08-27,45.693
2022-08-28,45.693
2022-08-29,44.8195
2022-08-30,44.3026
2022-08-31,43.1525
2022-09-01,43.5404
2022-09-02,42.6207
2022-09-03,42.6207
2022-09-04,42.6207
2022-09-05,42.6207
2022-09-06,43.3205
2022-09-07,45.3787
2022-09-08,46.0263
2022-09-09,48.542
2022-09-10,48.542
2022-09-11,48.542
2022-09-12,49.6221
2022-09-13,44.7182
2022-09-14,44.8961
2022-09-15,41.8729
2022-09-16,41.2809
2022-09-17,41.2809
2022-09-18,41.2809
2022-09-19,40.9212
2022-09-20,40.6679
2022-09-21,37.8698
2022-09-22,36.0722
2022-09-23,34.7441
2022-09-24,34.7441
2022-09-25,34.7441
2022-09-26,33.8092
2022-09-27,32.8526
2022-09-28,34.7979
2022-09-29,33.8626
2022-09-30,33.2047
2022-10-01,33.2047
2022-10-02,33.2047
2022-10-03,36.4329
2022-10-04,41.5668
2022-10-05,42.8631
2022-10-06,41.4078
2022-10-07,40.0695
2022-10-08,40.0695
2022-10-09,40.0695
2022-10-10,39.0908
2022-10-11,37.3937
2022-10-12,36.6272
2022-10-13,41.5395
2022-10-14,39.944
2022-10-15,39.944
2022-10-16,39.944
2022-10-17,42.6879
2022-10-18,44.8787
2022-10-19,44.0245
2022-10-20,43.5403
2022-10-21,46.0656
2022-10-22,46.0656
2022-10-23,46.0656
2022-10-24,47.3575
2022-10-25,49.6038
2022-10-26,52.5253
2022-10-27,52.471
2022-10-28,55.8804
2022-10-29,55.8804
2022-10-30,55.8804
2022-10-31,55.3557
2022-11-01,56.9786
2022-11-02,51.7821
2022-11-03,48.1627
2022-11-04,51.2102
2022-11-05,51.2102
2022-11-06,51.2102
2022-11-07,53.2973
2022-11-08,53.4861
2022-11-09,50.0719
2022-11-10,56.2525
2022-11-11,56.7695
2022-11-12,56.7695
2022-11-13,56.7695
2022-11-14,56.7905
2022-11-15,57.8816
2022-11-16,57.609
2022-11-17,57.0567
2022-11-18,57.7375
2022-11-19,57.7375
2022-11-20,57.7375
2022-11-21,55.6845
2022-11-22,57.6078
2022-11-23,58.6266
2022-11-24,58.6266
2022-11-25,59.3542
2022-11-26,59.3542
2022-11-27,59.3542
2022-11-28,56.7441
2022-11-29,56.1871
2022-11-30,59.8891
2022-12-01,61.0188
2022-12-02,60.7213
2022-12-03,60.7213
2022-12-04,60.7213
2022-12-05,59.1212
2022-12-06,55.8392
2022-12-07,55.798
2022-12-08,56.9184
2022-12-09,56.0021
2022-12-10,56.0021
2022-12-11,56.0021
2022-12-12,58.7445
2022-12-13,58.3337
2022-12-14,58.4398
2022-12-15,53.9912
2022-12-16,53.8369
2022-12-17,53.8369
2022-12-18,53.8369
2022-12-19,52.115
2022-12-20,52.6925
2022-12-21,53.6306
2022-12-22,52.007
2022-12-23,52.7452
2022-12-24,52.7452
2022-12-25,52.7452
2022-12-26,52.7452
2022-12-27,53.6528
2022-12-28,51.9552
2022-12-29,54.185
2022-12-30,53.9862
2022-12-31,53.9862
2023-01-01,53.9862
2023-01-02,53.9862
2023-01-03,53.5923
2023-01-04,56.5383
2023-01-05,55.0743
2023-01-06,60.2687
2023-01-07,60.2687
2023-01-08,60.2687
2023-01-09,61.1986
2023-01-10,61.21
2023-01-11,63.1265
2023-01-12,63.6553
2023-01-13,61.6434
2023-01-14,61.6434
2023-01-15,61.6434
2023-01-16,61.6434
2023-01-17,61.4
2023-01-18,58.6018
2023-01-19,58.1599
2023-01-20,60.7649
2023-01-21,60.7649
2023-01-22,60.7649
2023-01-23,61.4467
2023-01-24,61.8776
2023-01-25,62.5925
2023-01-26,60.0708
2023-01-27,58.5499
2023-01-28,58.5499
2023-01-29,58.5499
2023-01-30,57.1919
2023-01-31,56.9477
2023-02-01,58.1837
2023-02-02,58.4883
2023-02-03,57.9651
2023-02-04,57.9651
2023-02-05,57.9651
2023-02-06,57.4796
2023-02-07,58.2832
2023-02-08,55.8237
2023-02-09,55.8523
2023-02-10,53.9949
2023-02-11,53.9949
2023-02-12,53.9949
2023-02-13,55.6933
2023-02-14,55.2345
2023-02-15,55.0619
2023-02-16,53.9235
2023-02-17,50.5992
2023-02-18,50.5992
2023-02-19,50.5992
2023-02-20,50.5992
2023-02-21,48.1275
2023-02-22,47.6663
2023-02-23,47.9581
2023-02-24,46.7963
2023-02-25,46.7963
2023-02-26,46.7963
2023-02-27,48.0707
2023-02-28,47.975
2023-03-01,47.0618
2023-03-02,48.2404
2023-03-03,51.4442
2023-03-04,51.4442
2023-03-05,51.4442
2023-03-06,54.1335
2023-03-07,50.4151
2023-03-08,49.953
2023-03-09,47.6729
2023-03-10,44.3302
2023-03-11,44.3302
2023-03-12,44.3302
2023-03-13,43.3018
2023-03-14,47.5549
2023-03-15,45.4917
2023-03-16,45.4572
2023-03-17,46.3293
2023-03-18,46.3293
2023-03-19,46.3293
2023-03-20,46.1729
