,TRMK US Equity
,RSI_30D
2023-03-11,32.706
2023-03-12,32.706
2023-03-13,31.4567
2023-03-14,30.0129
2023-03-15,29.6857
2023-03-16,35.6071
2023-03-17,32.7537
2023-03-18,32.7537
2023-03-19,32.7537
2023-03-20,32.0273
2023-03-21,35.8344
2023-03-22,32.9808
2023-03-23,31.3439
2023-03-24,36.4027
2023-03-25,36.4027
2023-03-26,36.4027
2023-03-27,37.3149
2023-03-28,36.795
2023-03-29,36.5055
2023-03-30,34.9294
2023-03-31,35.4493
2023-04-01,35.4493
2023-04-02,35.4493
2023-04-03,34.8728
2023-04-04,33.7627
2023-04-05,33.1284
2023-04-06,34.6524
2023-04-07,34.6524
2023-04-08,34.6524
2023-04-09,34.6524
2023-04-10,35.6636
2023-04-11,34.9366
2023-04-12,34.4338
2023-04-13,35.0781
2023-04-14,33.4895
2023-04-15,33.4895
2023-04-16,33.4895
2023-04-17,37.8081
2023-04-18,35.3212
2023-04-19,38.6784
2023-04-20,38.2384
2023-04-21,37.1882
2023-04-22,37.1882
2023-04-23,37.1882
2023-04-24,38.1162
2023-04-25,36.1393
2023-04-26,39.9309
2023-04-27,40.252
2023-04-28,40.0621
2023-04-29,40.0621
2023-04-30,40.0621
2023-05-01,39.3579
2023-05-02,35.592
2023-05-03,34.4465
2023-05-04,33.6646
2023-05-05,38.0302
2023-05-06,38.0302
2023-05-07,38.0302
2023-05-08,36.0659
2023-05-09,34.6269
2023-05-10,33.7803
2023-05-11,32.569
2023-05-12,33.7003
2023-05-13,33.7003
2023-05-14,33.7003
2023-05-15,35.9245
2023-05-16,34.4184
2023-05-17,42.1982
2023-05-18,41.8274
2023-05-19,40.5243
2023-05-20,40.5243
2023-05-21,40.5243
2023-05-22,41.9479
2023-05-23,41.859
2023-05-24,40.9616
2023-05-25,40.015
2023-05-26,41.4583
2023-05-27,41.4583
2023-05-28,41.4583
2023-05-29,41.4583
2023-05-30,41.3025
2023-05-31,39.3546
2023-06-01,41.0883
2023-06-02,47.3931
2023-06-03,47.3931
2023-06-04,47.3931
2023-06-05,44.483
2023-06-06,48.3413
2023-06-07,50.3432
2023-06-08,48.7946
2023-06-09,48.7131
2023-06-10,48.7131
2023-06-11,48.7131
2023-06-12,47.2422
2023-06-13,48.7021
2023-06-14,46.8067
2023-06-15,46.7742
2023-06-16,45.9175
2023-06-17,45.9175
2023-06-18,45.9175
2023-06-19,45.9175
2023-06-20,45.3883
2023-06-21,45.7521
2023-06-22,45.1301
2023-06-23,44.2993
2023-06-24,44.2993
2023-06-25,44.2993
2023-06-26,45.4676
2023-06-27,46.2025
2023-06-28,44.6287
2023-06-29,44.4829
2023-06-30,42.5762
2023-07-01,42.5762
2023-07-02,42.5762
2023-07-03,44.4357
2023-07-04,44.4357
2023-07-05,43.3113
2023-07-06,41.8962
2023-07-07,45.0534
2023-07-08,45.0534
2023-07-09,45.0534
2023-07-10,44.7574
2023-07-11,45.5894
2023-07-12,47.7598
2023-07-13,49.7055
2023-07-14,47.9009
2023-07-15,47.9009
2023-07-16,47.9009
2023-07-17,48.8613
2023-07-18,52.0607
2023-07-19,54.2891
2023-07-20,53.4908
2023-07-21,53.3556
2023-07-22,53.3556
2023-07-23,53.3556
2023-07-24,55.4903
2023-07-25,53.8674
2023-07-26,60.4341
2023-07-27,61.5546
2023-07-28,61.8195
2023-07-29,61.8195
2023-07-30,61.8195
2023-07-31,62.5026
2023-08-01,62.0532
2023-08-02,60.9451
2023-08-03,60.3874
2023-08-04,60.4214
2023-08-05,60.4214
2023-08-06,60.4214
2023-08-07,62.1713
2023-08-08,60.2631
2023-08-09,58.4586
2023-08-10,57.8949
2023-08-11,57.8425
2023-08-12,57.8425
2023-08-13,57.8425
2023-08-14,55.8534
2023-08-15,52.1435
2023-08-16,50.1922
2023-08-17,51.0299
2023-08-18,51.8239
2023-08-19,51.8239
2023-08-20,51.8239
2023-08-21,49.7827
2023-08-22,46.59
2023-08-23,47.4846
2023-08-24,48.3327
2023-08-25,47.1084
2023-08-26,47.1084
2023-08-27,47.1084
2023-08-28,46.9766
2023-08-29,47.0277
2023-08-30,47.6544
2023-08-31,47.2649
2023-09-01,50.7034
2023-09-02,50.7034
2023-09-03,50.7034
2023-09-04,50.7034
2023-09-05,45.9594
2023-09-06,44.1405
2023-09-07,43.7654
2023-09-08,44.3093
2023-09-09,44.3093
2023-09-10,44.3093
2023-09-11,43.4827
2023-09-12,44.2192
2023-09-13,42.5428
2023-09-14,45.4694
2023-09-15,44.5662
2023-09-16,44.5662
2023-09-17,44.5662
2023-09-18,42.3473
2023-09-19,41.7153
2023-09-20,40.874
2023-09-21,39.5935
2023-09-22,39.9701
2023-09-23,39.9701
2023-09-24,39.9701
2023-09-25,42.2657
2023-09-26,40.4493
2023-09-27,40.5123
2023-09-28,42.2802
2023-09-29,44.9978
2023-09-30,44.9978
2023-10-01,44.9978
2023-10-02,43.4914
2023-10-03,42.6152
2023-10-04,43.6657
2023-10-05,46.4685
2023-10-06,45.7176
2023-10-07,45.7176
2023-10-08,45.7176
2023-10-09,46.0184
2023-10-10,46.0184
2023-10-11,46.5258
2023-10-12,44.7839
2023-10-13,41.6579
2023-10-14,41.6579
2023-10-15,41.6579
2023-10-16,43.8172
2023-10-17,46.5461
2023-10-18,44.4158
2023-10-19,43.9697
2023-10-20,41.7525
2023-10-21,41.7525
2023-10-22,41.7525
2023-10-23,41.0542
2023-10-24,40.1737
2023-10-25,35.3813
2023-10-26,39.6208
2023-10-27,38.093
2023-10-28,38.093
2023-10-29,38.093
2023-10-30,42.1186
2023-10-31,41.9526
2023-11-01,41.7399
2023-11-02,48.4465
2023-11-03,52.0391
2023-11-04,52.0391
2023-11-05,52.0391
2023-11-06,51.3275
2023-11-07,49.6875
2023-11-08,48.0538
2023-11-09,47.604
2023-11-10,47.512
2023-11-11,47.512
2023-11-12,47.512
2023-11-13,47.7731
2023-11-14,55.6657
2023-11-15,55.2166
2023-11-16,52.6766
2023-11-17,54.023
2023-11-18,54.023
2023-11-19,54.023
2023-11-20,53.7265
2023-11-21,53.1731
2023-11-22,54.6663
2023-11-23,54.6663
2023-11-24,55.4019
2023-11-25,55.4019
2023-11-26,55.4019
2023-11-27,54.0672
2023-11-28,53.5865
2023-11-29,55.8859
2023-11-30,56.0643
2023-12-01,61.2154
2023-12-02,61.2154
2023-12-03,61.2154
2023-12-04,64.1906
2023-12-05,63.7833
2023-12-06,63.9187
2023-12-07,65.7395
2023-12-08,66.7188
2023-12-09,66.7188
2023-12-10,66.7188
2023-12-11,67.7046
2023-12-12,66.809
2023-12-13,70.4227
2023-12-14,71.5259
2023-12-15,70.576
2023-12-16,70.576
2023-12-17,70.576
2023-12-18,68.9343
2023-12-19,70.282
2023-12-20,67.2044
2023-12-21,67.5571
2023-12-22,68.3494
2023-12-23,68.3494
2023-12-24,68.3494
2023-12-25,68.3494
2023-12-26,69.4638
2023-12-27,69.6621
2023-12-28,69.5286
2023-12-29,67.7167
2023-12-30,67.7167
2023-12-31,67.7167
2024-01-01,67.7167
2024-01-02,67.1136
2024-01-03,62.21
2024-01-04,63.4652
2024-01-05,63.501
2024-01-06,63.501
2024-01-07,63.501
2024-01-08,63.501
2024-01-09,60.6979
2024-01-10,60.7793
2024-01-11,60.0078
2024-01-12,59.1662
2024-01-13,59.1662
2024-01-14,59.1662
2024-01-15,59.1662
2024-01-16,58.3842
2024-01-17,56.3924
2024-01-18,58.2007
2024-01-19,60.6859
2024-01-20,60.6859
2024-01-21,60.6859
2024-01-22,63.8978
2024-01-23,63.4345
2024-01-24,61.0154
2024-01-25,62.7624
2024-01-26,63.2273
2024-01-27,63.2273
2024-01-28,63.2273
2024-01-29,64.7451
2024-01-30,62.542
2024-01-31,55.2881
2024-02-01,55.9752
2024-02-02,55.9752
2024-02-03,55.9752
2024-02-04,55.9752
2024-02-05,54.8477
2024-02-06,53.5096
2024-02-07,52.6787
2024-02-08,53.0308
2024-02-09,55.4321
2024-02-10,55.4321
2024-02-11,55.4321
2024-02-12,57.0545
2024-02-13,51.0657
2024-02-14,52.5775
2024-02-15,56.4086
2024-02-16,54.2945
2024-02-17,54.2945
2024-02-18,54.2945
2024-02-19,54.2945
2024-02-20,54.1409
2024-02-21,52.403
2024-02-22,52.403
2024-02-23,52.7846
2024-02-24,52.7846
2024-02-25,52.7846
2024-02-26,50.2326
2024-02-27,51.0814
2024-02-28,51.2333
2024-02-29,53.7311
2024-03-01,51.9688
2024-03-02,51.9688
2024-03-03,51.9688
2024-03-04,49.1051
2024-03-05,53.7544
2024-03-06,53.9786
2024-03-07,54.5259
2024-03-08,53.8632
2024-03-09,53.8632
2024-03-10,53.8632
2024-03-11,53.4711
2024-03-12,49.2823
2024-03-13,48.8315
2024-03-14,46.2079
2024-03-15,48.335
2024-03-16,48.335
2024-03-17,48.335
2024-03-18,47.0362
2024-03-19,47.9472
2024-03-20,52.1999
2024-03-21,53.4947
2024-03-22,50.8003
2024-03-23,50.8003
2024-03-24,50.8003
2024-03-25,53.1054
2024-03-26,54.559
2024-03-27,57.8746
2024-03-28,58.0699
2024-03-29,58.0699
2024-03-30,58.0699
2024-03-31,58.0699
2024-04-01,54.9088
2024-04-02,52.0277
2024-04-03,50.9037
2024-04-04,51.8893
2024-04-05,52.9551
2024-04-06,52.9551
2024-04-07,52.9551
2024-04-08,53.7934
