,MC US Equity
2020-11-02,57.2573
2020-11-03,56.6371
2020-11-04,58.123
2020-11-05,58.5204
2020-11-06,54.4541
2020-11-07,54.4541
2020-11-08,54.4541
2020-11-09,55.5557
2020-11-10,58.9218
2020-11-11,56.1672
2020-11-12,55.1268
2020-11-13,56.2533
2020-11-14,56.2533
2020-11-15,56.2533
2020-11-16,57.783
2020-11-17,58.7285
2020-11-18,57.1263
2020-11-19,56.882
2020-11-20,57.2334
2020-11-21,57.2334
2020-11-22,57.2334
2020-11-23,59.6657
2020-11-24,61.2824
2020-11-25,61.596
2020-11-26,61.596
2020-11-27,60.6961
2020-11-28,60.6961
2020-11-29,60.6961
2020-11-30,58.9529
2020-12-01,61.4235
2020-12-02,62.9914
2020-12-03,64.9348
2020-12-04,65.9964
2020-12-05,65.9964
2020-12-06,65.9964
2020-12-07,67.2083
2020-12-08,67.8315
2020-12-09,68.5104
2020-12-10,68.5911
2020-12-11,70.6706
2020-12-12,70.6706
2020-12-13,70.6706
2020-12-14,71.4206
2020-12-15,72.8234
2020-12-16,71.0203
2020-12-17,70.0815
2020-12-18,72.9653
2020-12-19,72.9653
2020-12-20,72.9653
2020-12-21,74.0914
2020-12-22,75.6933
2020-12-23,77.128
2020-12-24,75.8119
2020-12-25,75.8119
2020-12-26,75.8119
2020-12-27,75.8119
2020-12-28,75.536
2020-12-29,70.9926
2020-12-30,71.548
2020-12-31,72.0837
2021-01-01,72.0837
2021-01-02,72.0837
2021-01-03,72.0837
2021-01-04,68.5111
2021-01-05,69.1027
2021-01-06,74.7798
2021-01-07,77.1728
2021-01-08,75.3062
2021-01-09,75.3062
2021-01-10,75.3062
2021-01-11,76.5054
2021-01-12,77.158
2021-01-13,77.3153
2021-01-14,78.8643
2021-01-15,79.5659
2021-01-16,79.5659
2021-01-17,79.5659
2021-01-18,79.5659
2021-01-19,78.9462
2021-01-20,78.9674
2021-01-21,75.8112
2021-01-22,76.0953
2021-01-23,76.0953
2021-01-24,76.0953
2021-01-25,71.665
2021-01-26,65.4029
2021-01-27,59.3985
2021-01-28,62.5136
2021-01-29,58.7235
2021-01-30,58.7235
2021-01-31,58.7235
2021-02-01,61.2522
2021-02-02,62.3523
2021-02-03,63.145
2021-02-04,61.9767
2021-02-05,61.1445
2021-02-06,61.1445
2021-02-07,61.1445
2021-02-08,62.8074
2021-02-09,63.1872
2021-02-10,65.9172
2021-02-11,63.7409
2021-02-12,64.7227
2021-02-13,64.7227
2021-02-14,64.7227
2021-02-15,64.7227
2021-02-16,64.9606
2021-02-17,65.4428
2021-02-18,63.0042
2021-02-19,64.6498
2021-02-20,64.6498
2021-02-21,64.6498
2021-02-22,64.0265
2021-02-23,59.8486
2021-02-24,60.0761
2021-02-25,54.0998
2021-02-26,55.8967
2021-02-27,55.8967
2021-02-28,55.8967
2021-03-01,60.6012
2021-03-02,58.0265
2021-03-03,58.1704
2021-03-04,55.1501
2021-03-05,57.0901
2021-03-06,57.0901
2021-03-07,57.0901
2021-03-08,59.4769
2021-03-09,60.4665
2021-03-10,60.967
2021-03-11,62.9233
2021-03-12,61.7777
2021-03-13,61.7777
2021-03-14,61.7777
2021-03-15,60.5899
2021-03-16,61.1953
2021-03-17,63.2673
2021-03-18,60.8984
2021-03-19,60.015
2021-03-20,60.015
2021-03-21,60.015
2021-03-22,58.311
2021-03-23,56.408
2021-03-24,55.5041
2021-03-25,56.125
2021-03-26,57.9294
2021-03-27,57.9294
2021-03-28,57.9294
2021-03-29,55.8063
2021-03-30,56.2874
2021-03-31,55.2956
2021-04-01,57.5795
2021-04-02,57.5795
2021-04-03,57.5795
2021-04-04,57.5795
2021-04-05,60.1965
2021-04-06,58.4953
2021-04-07,57.1041
2021-04-08,53.8993
2021-04-09,52.2872
2021-04-10,52.2872
2021-04-11,52.2872
2021-04-12,52.592
2021-04-13,49.1416
2021-04-14,49.7634
2021-04-15,48.1526
2021-04-16,52.2116
2021-04-17,52.2116
2021-04-18,52.2116
2021-04-19,53.8469
2021-04-20,51.2739
2021-04-21,53.6368
2021-04-22,53.9494
2021-04-23,56.6224
2021-04-24,56.6224
2021-04-25,56.6224
2021-04-26,55.6556
2021-04-27,56.6542
2021-04-28,55.9375
2021-04-29,54.6373
2021-04-30,50.8283
2021-05-01,50.8283
2021-05-02,50.8283
2021-05-03,51.3165
2021-05-04,51.3357
2021-05-05,53.3004
2021-05-06,53.6388
2021-05-07,54.5705
2021-05-08,54.5705
2021-05-09,54.5705
2021-05-10,52.3697
2021-05-11,49.1129
2021-05-12,49.1995
2021-05-13,51.727
2021-05-14,53.2437
2021-05-15,53.2437
2021-05-16,53.2437
2021-05-17,52.8998
2021-05-18,50.2796
2021-05-19,52.2053
2021-05-20,51.7545
2021-05-21,52.6221
2021-05-22,52.6221
2021-05-23,52.6221
2021-05-24,52.9424
2021-05-25,50.9016
2021-05-26,52.9313
2021-05-27,53.4239
2021-05-28,53.9228
2021-05-29,53.9228
2021-05-30,53.9228
2021-05-31,53.9228
2021-06-01,56.1211
2021-06-02,52.7892
2021-06-03,51.8553
2021-06-04,52.1249
2021-06-05,52.1249
2021-06-06,52.1249
2021-06-07,52.8756
2021-06-08,54.9144
2021-06-09,53.181
2021-06-10,53.7891
2021-06-11,55.2586
2021-06-12,55.2586
2021-06-13,55.2586
2021-06-14,53.2162
2021-06-15,55.3449
2021-06-16,55.048
2021-06-17,52.5051
2021-06-18,50.3256
2021-06-19,50.3256
2021-06-20,50.3256
2021-06-21,52.3257
2021-06-22,53.1296
2021-06-23,54.6003
2021-06-24,56.1126
2021-06-25,57.6767
2021-06-26,57.6767
2021-06-27,57.6767
2021-06-28,56.8273
2021-06-29,58.5532
2021-06-30,58.9671
2021-07-01,59.2198
2021-07-02,59.478
2021-07-03,59.478
2021-07-04,59.478
2021-07-05,59.478
2021-07-06,54.9213
2021-07-07,56.4868
2021-07-08,51.3289
2021-07-09,52.1256
2021-07-10,52.1256
2021-07-11,52.1256
2021-07-12,54.9523
2021-07-13,56.2667
2021-07-14,51.5946
2021-07-15,51.4995
2021-07-16,49.6754
2021-07-17,49.6754
2021-07-18,49.6754
2021-07-19,47.376
2021-07-20,51.8723
2021-07-21,55.4351
2021-07-22,57.991
2021-07-23,58.5753
2021-07-24,58.5753
2021-07-25,58.5753
2021-07-26,59.4169
2021-07-27,56.903
2021-07-28,57.2842
2021-07-29,59.7069
2021-07-30,60.2868
2021-07-31,60.2868
2021-08-01,60.2868
2021-08-02,60.3389
2021-08-03,57.8775
2021-08-04,58.7479
2021-08-05,60.0383
2021-08-06,60.9635
2021-08-07,60.9635
2021-08-08,60.9635
2021-08-09,60.8234
2021-08-10,62.465
2021-08-11,64.3782
2021-08-12,65.6033
2021-08-13,63.9199
2021-08-14,63.9199
2021-08-15,63.9199
2021-08-16,63.2716
2021-08-17,61.0025
2021-08-18,59.1458
2021-08-19,55.3439
2021-08-20,58.0919
2021-08-21,58.0919
2021-08-22,58.0919
2021-08-23,60.299
2021-08-24,60.3512
2021-08-25,60.9713
2021-08-26,59.0339
2021-08-27,62.169
2021-08-28,62.169
2021-08-29,62.169
2021-08-30,60.7714
2021-08-31,58.6721
2021-09-01,60.0463
2021-09-02,60.8336
2021-09-03,60.8336
2021-09-04,60.8336
2021-09-05,60.8336
2021-09-06,60.8336
2021-09-07,58.1625
2021-09-08,57.0518
2021-09-09,57.669
2021-09-10,56.7171
2021-09-11,56.7171
2021-09-12,56.7171
2021-09-13,57.6469
2021-09-14,56.2306
2021-09-15,59.5563
2021-09-16,58.2249
2021-09-17,55.7023
2021-09-18,55.7023
2021-09-19,55.7023
2021-09-20,51.3897
2021-09-21,49.2173
2021-09-22,52.3132
2021-09-23,55.7079
2021-09-24,57.3242
2021-09-25,57.3242
2021-09-26,57.3242
2021-09-27,58.1836
2021-09-28,54.783
2021-09-29,56.3555
2021-09-30,53.5016
2021-10-01,58.4912
2021-10-02,58.4912
2021-10-03,58.4912
2021-10-04,59.4492
2021-10-05,61.5478
2021-10-06,61.7044
2021-10-07,62.6905
2021-10-08,63.4938
2021-10-09,63.4938
2021-10-10,63.4938
2021-10-11,61.0143
2021-10-12,62.4017
2021-10-13,62.1368
2021-10-14,62.8196
2021-10-15,66.0795
2021-10-16,66.0795
2021-10-17,66.0795
2021-10-18,65.7774
2021-10-19,65.8582
2021-10-20,67.0767
2021-10-21,67.5247
2021-10-22,66.3436
2021-10-23,66.3436
2021-10-24,66.3436
2021-10-25,67.0914
2021-10-26,64.2736
2021-10-27,57.8991
2021-10-28,60.3317
2021-10-29,63.9505
2021-10-30,63.9505
2021-10-31,63.9505
2021-11-01,68.3009
2021-11-02,68.6907
2021-11-03,68.743
2021-11-04,66.758
2021-11-05,68.7069
2021-11-06,68.7069
2021-11-07,68.7069
2021-11-08,65.5848
2021-11-09,62.2675
2021-11-10,59.3257
2021-11-11,59.9201
2021-11-12,58.4735
2021-11-13,58.4735
2021-11-14,58.4735
2021-11-15,58.6171
2021-11-16,59.0418
2021-11-17,56.3003
2021-11-18,55.4197
2021-11-19,52.5773
2021-11-20,52.5773
2021-11-21,52.5773
2021-11-22,51.5538
2021-11-23,52.2186
2021-11-24,50.1217
2021-11-25,50.1217
2021-11-26,45.3148
2021-11-27,45.3148
2021-11-28,45.3148
2021-11-29,47.1659
2021-11-30,42.9515
2021-12-01,42.5898
2021-12-02,45.9235
2021-12-03,43.7524
2021-12-04,43.7524
2021-12-05,43.7524
2021-12-06,44.3964
2021-12-07,46.1849
2021-12-08,44.6834
2021-12-09,43.271
2021-12-10,42.0352
2021-12-11,42.0352
2021-12-12,42.0352
2021-12-13,41.0807
2021-12-14,46.1415
2021-12-15,46.0684
2021-12-16,46.4196
2021-12-17,45.53
2021-12-18,45.53
2021-12-19,45.53
2021-12-20,43.7793
2021-12-21,45.5563
2021-12-22,47.5051
2021-12-23,47.4729
2021-12-24,47.4729
2021-12-25,47.4729
2021-12-26,47.4729
2021-12-27,49.2378
2021-12-28,48.6569
2021-12-29,49.3119
2021-12-30,48.2334
2021-12-31,47.7727
2022-01-01,47.7727
2022-01-02,47.7727
2022-01-03,47.7545
2022-01-04,48.0607
2022-01-05,43.1279
2022-01-06,46.9679
2022-01-07,48.2051
2022-01-08,48.2051
2022-01-09,48.2051
2022-01-10,47.4931
2022-01-11,49.5066
2022-01-12,47.7197
2022-01-13,45.1651
2022-01-14,43.6026
2022-01-15,43.6026
2022-01-16,43.6026
2022-01-17,43.6026
2022-01-18,38.6311
2022-01-19,37.6823
2022-01-20,37.2834
2022-01-21,36.1695
2022-01-22,36.1695
2022-01-23,36.1695
2022-01-24,35.7036
2022-01-25,35.4672
2022-01-26,36.6094
2022-01-27,36.1985
2022-01-28,39.4853
2022-01-29,39.4853
2022-01-30,39.4853
2022-01-31,42.4467
2022-02-01,43.2268
2022-02-02,41.2336
2022-02-03,40.0523
2022-02-04,40.3795
2022-02-05,40.3795
2022-02-06,40.3795
2022-02-07,41.0892
2022-02-08,43.7099
2022-02-09,47.7998
2022-02-10,39.7986
2022-02-11,37.7689
2022-02-12,37.7689
2022-02-13,37.7689
2022-02-14,37.9794
2022-02-15,38.4298
2022-02-16,38.5302
2022-02-17,36.3475
2022-02-18,35.8222
2022-02-19,35.8222
2022-02-20,35.8222
2022-02-21,35.8222
2022-02-22,34.7708
2022-02-23,33.5352
2022-02-24,34.8219
2022-02-25,38.1939
2022-02-26,38.1939
2022-02-27,38.1939
2022-02-28,37.1863
2022-03-01,36.2947
2022-03-02,38.2928
2022-03-03,37.8615
2022-03-04,36.533
2022-03-05,36.533
2022-03-06,36.533
2022-03-07,34.094
2022-03-08,33.3786
2022-03-09,36.8595
2022-03-10,36.0675
2022-03-11,35.8347
2022-03-12,35.8347
2022-03-13,35.8347
2022-03-14,36.1712
2022-03-15,37.7473
2022-03-16,40.0235
2022-03-17,39.2386
2022-03-18,41.3584
2022-03-19,41.3584
2022-03-20,41.3584
2022-03-21,39.7061
2022-03-22,42.2613
2022-03-23,40.1657
2022-03-24,40.3781
2022-03-25,40.3781
2022-03-26,40.3781
2022-03-27,40.3781
2022-03-28,41.7284
2022-03-29,45.1615
2022-03-30,43.3307
2022-03-31,42.7125
2022-04-01,43.7554
2022-04-02,43.7554
2022-04-03,43.7554
2022-04-04,44.649
2022-04-05,42.0493
2022-04-06,39.4477
2022-04-07,40.2435
2022-04-08,39.9568
2022-04-09,39.9568
2022-04-10,39.9568
2022-04-11,39.6339
2022-04-12,39.4611
2022-04-13,40.7962
2022-04-14,41.2833
2022-04-15,41.2833
2022-04-16,41.2833
2022-04-17,41.2833
2022-04-18,41.3581
2022-04-19,46.6584
2022-04-20,47.8663
2022-04-21,46.6563
2022-04-22,43.915
2022-04-23,43.915
2022-04-24,43.915
2022-04-25,45.8068
2022-04-26,42.9339
2022-04-27,42.5276
2022-04-28,47.1611
2022-04-29,42.5852
2022-04-30,42.5852
2022-05-01,42.5852
2022-05-02,44.2224
2022-05-03,43.2768
2022-05-04,44.0401
2022-05-05,41.9113
2022-05-06,41.5833
2022-05-07,41.5833
2022-05-08,41.5833
2022-05-09,40.8587
2022-05-10,40.6834
2022-05-11,38.789
2022-05-12,38.3917
2022-05-13,41.9637
2022-05-14,41.9637
2022-05-15,41.9637
2022-05-16,42.849
2022-05-17,47.1278
2022-05-18,45.2695
2022-05-19,45.9147
2022-05-20,46.4206
2022-05-21,46.4206
2022-05-22,46.4206
2022-05-23,47.4585
2022-05-24,46.6009
2022-05-25,47.6875
2022-05-26,50.3028
2022-05-27,52.2583
2022-05-28,52.2583
2022-05-29,52.2583
2022-05-30,52.2583
2022-05-31,52.4733
2022-06-01,50.5264
2022-06-02,53.5071
2022-06-03,50.1356
2022-06-04,50.1356
2022-06-05,50.1356
2022-06-06,51.3726
2022-06-07,50.9436
2022-06-08,48.1885
2022-06-09,44.6983
2022-06-10,40.1683
2022-06-11,40.1683
2022-06-12,40.1683
2022-06-13,37.6918
2022-06-14,37.6787
2022-06-15,39.4465
2022-06-16,38.2546
2022-06-17,39.2699
2022-06-18,39.2699
2022-06-19,39.2699
2022-06-20,39.2699
2022-06-21,40.2205
2022-06-22,40.0395
2022-06-23,39.9466
2022-06-24,42.2576
2022-06-25,42.2576
2022-06-26,42.2576
2022-06-27,42.1234
2022-06-28,42.3365
2022-06-29,42.3365
2022-06-30,41.3413
2022-07-01,42.1344
2022-07-02,42.1344
2022-07-03,42.1344
2022-07-04,42.1344
2022-07-05,45.0595
2022-07-06,43.4238
2022-07-07,44.8136
2022-07-08,44.0864
2022-07-09,44.0864
2022-07-10,44.0864
2022-07-11,42.6356
2022-07-12,43.9086
2022-07-13,42.5224
2022-07-14,41.9436
2022-07-15,46.6971
2022-07-16,46.6971
2022-07-17,46.6971
2022-07-18,45.6789
2022-07-19,48.6661
2022-07-20,50.2459
2022-07-21,51.0042
2022-07-22,50.9353
2022-07-23,50.9353
2022-07-24,50.9353
2022-07-25,51.7879
2022-07-26,50.9445
2022-07-27,53.7076
2022-07-28,55.9632
2022-07-29,58.9263
2022-07-30,58.9263
2022-07-31,58.9263
2022-08-01,57.4898
2022-08-02,55.0124
2022-08-03,55.8199
2022-08-04,55.2197
2022-08-05,55.5744
2022-08-06,55.5744
2022-08-07,55.5744
2022-08-08,56.62
2022-08-09,55.1956
2022-08-10,57.3924
2022-08-11,59.1298
2022-08-12,61.2122
2022-08-13,61.2122
2022-08-14,61.2122
2022-08-15,60.5567
2022-08-16,60.7081
2022-08-17,60.0524
2022-08-18,60.0524
2022-08-19,56.3793
2022-08-20,56.3793
2022-08-21,56.3793
2022-08-22,50.7821
2022-08-23,51.8803
2022-08-24,50.8532
2022-08-25,52.7649
2022-08-26,49.5461
2022-08-27,49.5461
2022-08-28,49.5461
2022-08-29,47.9649
2022-08-30,45.9288
2022-08-31,45.3776
2022-09-01,45.3776
2022-09-02,43.2824
2022-09-03,43.2824
2022-09-04,43.2824
2022-09-05,43.2824
2022-09-06,43.2613
2022-09-07,45.5129
2022-09-08,46.7395
2022-09-09,50.4519
2022-09-10,50.4519
2022-09-11,50.4519
2022-09-12,50.0859
2022-09-13,43.1176
2022-09-14,40.7224
2022-09-15,42.2313
2022-09-16,41.8821
2022-09-17,41.8821
2022-09-18,41.8821
2022-09-19,42.9356
2022-09-20,41.4566
2022-09-21,40.0303
2022-09-22,38.367
2022-09-23,35.0669
2022-09-24,35.0669
2022-09-25,35.0669
2022-09-26,33.409
2022-09-27,33.3107
2022-09-28,35.9566
2022-09-29,34.6252
2022-09-30,34.6814
2022-10-01,34.6814
2022-10-02,34.6814
2022-10-03,36.7902
2022-10-04,45.8972
2022-10-05,43.8732
2022-10-06,43.6689
2022-10-07,41.5187
2022-10-08,41.5187
2022-10-09,41.5187
2022-10-10,42.5842
2022-10-11,41.5836
2022-10-12,43.373
2022-10-13,47.2317
2022-10-14,45.6064
2022-10-15,45.6064
2022-10-16,45.6064
2022-10-17,44.7658
2022-10-18,47.4184
2022-10-19,46.6519
2022-10-20,45.9206
2022-10-21,50.7885
2022-10-22,50.7885
2022-10-23,50.7885
2022-10-24,51.6919
2022-10-25,48.4615
2022-10-26,51.316
2022-10-27,52.9908
2022-10-28,55.115
2022-10-29,55.115
2022-10-30,55.115
2022-10-31,55.3738
2022-11-01,57.1926
2022-11-02,55.9713
2022-11-03,50.167
2022-11-04,51.1007
2022-11-05,51.1007
2022-11-06,51.1007
2022-11-07,51.2382
2022-11-08,51.6774
2022-11-09,49.8206
2022-11-10,58.4585
2022-11-11,60.4768
2022-11-12,60.4768
2022-11-13,60.4768
2022-11-14,59.5486
2022-11-15,60.3074
2022-11-16,58.3313
2022-11-17,54.3599
2022-11-18,52.656
2022-11-19,52.656
2022-11-20,52.656
2022-11-21,52.6861
2022-11-22,53.1328
2022-11-23,53.243
2022-11-24,53.243
2022-11-25,53.5978
2022-11-26,53.5978
2022-11-27,53.5978
2022-11-28,51.4674
2022-11-29,51.8599
2022-11-30,54.24
2022-12-01,55.0124
2022-12-02,55.816
2022-12-03,55.816
2022-12-04,55.816
2022-12-05,52.4435
2022-12-06,49.3918
2022-12-07,48.8279
2022-12-08,50.3387
2022-12-09,51.0424
2022-12-10,51.0424
2022-12-11,51.0424
2022-12-12,52.3009
2022-12-13,53.4695
2022-12-14,52.7616
2022-12-15,49.9131
2022-12-16,49.1265
2022-12-17,49.1265
2022-12-18,49.1265
2022-12-19,46.9718
2022-12-20,47.4838
2022-12-21,49.3142
2022-12-22,47.3178
2022-12-23,46.1922
2022-12-24,46.1922
2022-12-25,46.1922
2022-12-26,46.1922
2022-12-27,46.2129
2022-12-28,44.9095
2022-12-29,45.9677
2022-12-30,45.1979
2022-12-31,45.1979
2023-01-01,45.1979
2023-01-02,45.1979
2023-01-03,46.5215
2023-01-04,48.4946
2023-01-05,51.1496
2023-01-06,53.4968
2023-01-07,53.4968
2023-01-08,53.4968
2023-01-09,54.2307
2023-01-10,56.1116
2023-01-11,56.914
2023-01-12,58.5992
2023-01-13,58.1241
2023-01-14,58.1241
2023-01-15,58.1241
2023-01-16,58.1241
2023-01-17,57.521
2023-01-18,58.0078
2023-01-19,57.3034
2023-01-20,58.1851
2023-01-21,58.1851
2023-01-22,58.1851
2023-01-23,59.4925
2023-01-24,57.8327
2023-01-25,56.9715
2023-01-26,58.0295
2023-01-27,59.0518
2023-01-28,59.0518
2023-01-29,59.0518
2023-01-30,58.1397
2023-01-31,59.9064
2023-02-01,60.9737
2023-02-02,63.9034
2023-02-03,64.4619
2023-02-04,64.4619
2023-02-05,64.4619
2023-02-06,63.4758
2023-02-07,59.6698
2023-02-08,57.9929
2023-02-09,50.1811
2023-02-10,51.2252
2023-02-11,51.2252
2023-02-12,51.2252
2023-02-13,56.2803
2023-02-14,55.6225
2023-02-15,55.7118
2023-02-16,53.0205
2023-02-17,53.957
2023-02-18,53.957
2023-02-19,53.957
2023-02-20,53.957
2023-02-21,50.1182
2023-02-22,49.6166
2023-02-23,48.5117
2023-02-24,47.5165
2023-02-25,47.5165
2023-02-26,47.5165
2023-02-27,49.1565
2023-02-28,48.7419
2023-03-01,48.9646
2023-03-02,48.8767
2023-03-03,49.3701
2023-03-04,49.3701
2023-03-05,49.3701
2023-03-06,47.4308
2023-03-07,45.7033
2023-03-08,46.4846
2023-03-09,43.7928
2023-03-10,41.0818
2023-03-11,41.0818
2023-03-12,41.0818
2023-03-13,39.0426
2023-03-14,40.8646
2023-03-15,41.2594
2023-03-16,44.1891
2023-03-17,42.6078
2023-03-18,42.6078
2023-03-19,42.6078
