,IP US Equity
2020-09-15,61.7994
2020-09-16,62.2426
2020-09-17,63.8609
2020-09-18,61.4996
2020-09-19,61.4996
2020-09-20,61.4996
2020-09-21,58.7956
2020-09-22,58.1151
2020-09-23,54.3369
2020-09-24,54.1921
2020-09-25,57.9592
2020-09-26,57.9592
2020-09-27,57.9592
2020-09-28,57.9776
2020-09-29,55.7396
2020-09-30,56.25
2020-10-01,54.7675
2020-10-02,55.8488
2020-10-03,55.8488
2020-10-04,55.8488
2020-10-05,57.7229
2020-10-06,55.764
2020-10-07,57.9769
2020-10-08,59.2352
2020-10-09,59.5667
2020-10-10,59.5667
2020-10-11,59.5667
2020-10-12,62.7045
2020-10-13,61.4439
2020-10-14,62.5446
2020-10-15,64.0003
2020-10-16,65.5414
2020-10-17,65.5414
2020-10-18,65.5414
2020-10-19,65.7711
2020-10-20,64.9059
2020-10-21,65.0371
2020-10-22,65.2221
2020-10-23,64.6112
2020-10-24,64.6112
2020-10-25,64.6112
2020-10-26,61.1497
2020-10-27,58.4641
2020-10-28,54.7593
2020-10-29,56.5074
2020-10-30,56.2664
2020-10-31,56.2664
2020-11-01,56.2664
2020-11-02,58.8863
2020-11-03,61.5787
2020-11-04,57.7715
2020-11-05,60.9179
2020-11-06,59.892
2020-11-07,59.892
2020-11-08,59.892
2020-11-09,61.3562
2020-11-10,63.6594
2020-11-11,63.2587
2020-11-12,59.1983
2020-11-13,61.3534
2020-11-14,61.3534
2020-11-15,61.3534
2020-11-16,64.4196
2020-11-17,64.6021
2020-11-18,63.2345
2020-11-19,62.3838
2020-11-20,62.6984
2020-11-21,62.6984
2020-11-22,62.6984
2020-11-23,63.6114
2020-11-24,66.3442
2020-11-25,64.199
2020-11-26,64.199
2020-11-27,63.1949
2020-11-28,63.1949
2020-11-29,63.1949
2020-11-30,60.0987
2020-12-01,60.7077
2020-12-02,60.7244
2020-12-03,56.6734
2020-12-04,57.8058
2020-12-05,57.8058
2020-12-06,57.8058
2020-12-07,57.3139
2020-12-08,58.0887
2020-12-09,58.9153
2020-12-10,56.6055
2020-12-11,56.58
2020-12-12,56.58
2020-12-13,56.58
2020-12-14,54.9913
2020-12-15,57.2733
2020-12-16,57.5855
2020-12-17,58.4493
2020-12-18,58.9019
2020-12-19,58.9019
2020-12-20,58.9019
2020-12-21,57.4935
2020-12-22,57.2669
2020-12-23,57.5912
2020-12-24,58.0522
2020-12-25,58.0522
2020-12-26,58.0522
2020-12-27,58.0522
2020-12-28,56.9243
2020-12-29,55.6546
2020-12-30,57.229
2020-12-31,57.4157
2021-01-01,57.4157
2021-01-02,57.4157
2021-01-03,57.4157
2021-01-04,53.6875
2021-01-05,56.647
2021-01-06,62.7534
2021-01-07,60.5615
2021-01-08,58.93
2021-01-09,58.93
2021-01-10,58.93
2021-01-11,60.0985
2021-01-12,61.0779
2021-01-13,56.1549
2021-01-14,54.1324
2021-01-15,54.6883
2021-01-16,54.6883
2021-01-17,54.6883
2021-01-18,54.6883
2021-01-19,54.9602
2021-01-20,56.2348
2021-01-21,57.5984
2021-01-22,57.5154
2021-01-23,57.5154
2021-01-24,57.5154
2021-01-25,57.9334
2021-01-26,57.4075
2021-01-27,53.9455
2021-01-28,53.2167
2021-01-29,53.601
2021-01-30,53.601
2021-01-31,53.601
2021-02-01,52.1606
2021-02-02,53.5029
2021-02-03,54.2165
2021-02-04,44.7372
2021-02-05,45.4511
2021-02-06,45.4511
2021-02-07,45.4511
2021-02-08,47.4813
2021-02-09,48.1224
2021-02-10,48.8674
2021-02-11,48.3171
2021-02-12,50.8325
2021-02-13,50.8325
2021-02-14,50.8325
2021-02-15,50.8325
2021-02-16,50.857
2021-02-17,50.3912
2021-02-18,48.676
2021-02-19,51.5454
2021-02-20,51.5454
2021-02-21,51.5454
2021-02-22,52.6555
2021-02-23,54.5007
2021-02-24,55.9536
2021-02-25,54.8323
2021-02-26,52.7031
2021-02-27,52.7031
2021-02-28,52.7031
2021-03-01,57.4486
2021-03-02,58.4899
2021-03-03,60.3594
2021-03-04,57.084
2021-03-05,61.0122
2021-03-06,61.0122
2021-03-07,61.0122
2021-03-08,63.5591
2021-03-09,61.1337
2021-03-10,60.6861
2021-03-11,58.8255
2021-03-12,59.0269
2021-03-13,59.0269
2021-03-14,59.0269
2021-03-15,57.5192
2021-03-16,56.4721
2021-03-17,58.6339
2021-03-18,57.9897
2021-03-19,57.0708
2021-03-20,57.0708
2021-03-21,57.0708
2021-03-22,54.5713
2021-03-23,51.8747
2021-03-24,53.3196
2021-03-25,57.5904
2021-03-26,58.9871
2021-03-27,58.9871
2021-03-28,58.9871
2021-03-29,57.5112
2021-03-30,58.3841
2021-03-31,56.0281
2021-04-01,56.458
2021-04-02,56.458
2021-04-03,56.458
2021-04-04,56.458
2021-04-05,57.2637
2021-04-06,58.2386
2021-04-07,57.5326
2021-04-08,56.6582
2021-04-09,57.3291
2021-04-10,57.3291
2021-04-11,57.3291
2021-04-12,59.3627
2021-04-13,57.492
2021-04-14,58.2549
2021-04-15,60.2875
2021-04-16,61.6145
2021-04-17,61.6145
2021-04-18,61.6145
2021-04-19,61.0418
2021-04-20,58.7523
2021-04-21,59.766
2021-04-22,56.7918
2021-04-23,58.6518
2021-04-24,58.6518
2021-04-25,58.6518
2021-04-26,58.9362
2021-04-27,59.288
2021-04-28,60.4629
2021-04-29,61.3536
2021-04-30,61.0303
2021-05-01,61.0303
2021-05-02,61.0303
2021-05-03,62.9294
2021-05-04,65.5871
2021-05-05,66.1794
2021-05-06,67.8941
2021-05-07,67.5468
2021-05-08,67.5468
2021-05-09,67.5468
2021-05-10,68.2853
2021-05-11,69.2717
2021-05-12,63.3598
2021-05-13,66.0791
2021-05-14,66.2921
2021-05-15,66.2921
2021-05-16,66.2921
2021-05-17,68.5687
2021-05-18,66.3933
2021-05-19,64.7982
2021-05-20,64.6721
2021-05-21,65.8076
2021-05-22,65.8076
2021-05-23,65.8076
2021-05-24,67.2432
2021-05-25,64.5986
2021-05-26,65.0919
2021-05-27,65.8584
2021-05-28,63.5932
2021-05-29,63.5932
2021-05-30,63.5932
2021-05-31,63.5932
2021-06-01,64.914
2021-06-02,62.9716
2021-06-03,64.719
2021-06-04,65.5254
2021-06-05,65.5254
2021-06-06,65.5254
2021-06-07,62.5666
2021-06-08,63.3482
2021-06-09,60.6353
2021-06-10,59.277
2021-06-11,60.927
2021-06-12,60.927
2021-06-13,60.927
2021-06-14,56.994
2021-06-15,58.8075
2021-06-16,56.1648
2021-06-17,51.2056
2021-06-18,48.9692
2021-06-19,48.9692
2021-06-20,48.9692
2021-06-21,52.827
2021-06-22,52.8677
2021-06-23,52.2378
2021-06-24,52.214
2021-06-25,51.9687
2021-06-26,51.9687
2021-06-27,51.9687
2021-06-28,52.0386
2021-06-29,51.9864
2021-06-30,53.4827
2021-07-01,53.8903
2021-07-02,53.4344
2021-07-03,53.4344
2021-07-04,53.4344
2021-07-05,53.4344
2021-07-06,50.8217
2021-07-07,53.428
2021-07-08,53.1757
2021-07-09,55.3796
2021-07-10,55.3796
2021-07-11,55.3796
2021-07-12,55.3499
2021-07-13,53.0323
2021-07-14,53.058
2021-07-15,48.747
2021-07-16,46.8294
2021-07-17,46.8294
2021-07-18,46.8294
2021-07-19,43.6506
2021-07-20,45.0134
2021-07-21,45.6367
2021-07-22,44.1995
2021-07-23,44.8475
2021-07-24,44.8475
2021-07-25,44.8475
2021-07-26,45.9109
2021-07-27,46.7952
2021-07-28,46.1705
2021-07-29,44.9799
2021-07-30,44.2612
2021-07-31,44.2612
2021-08-01,44.2612
2021-08-02,43.6175
2021-08-03,47.4149
2021-08-04,44.8376
2021-08-05,44.0864
2021-08-06,45.5645
2021-08-07,45.5645
2021-08-08,45.5645
2021-08-09,47.8116
2021-08-10,50.632
2021-08-11,51.8289
2021-08-12,51.4185
2021-08-13,50.8559
2021-08-14,50.8559
2021-08-15,50.8559
2021-08-16,51.6154
2021-08-17,49.9566
2021-08-18,48.7853
2021-08-19,47.63
2021-08-20,49.5321
2021-08-21,49.5321
2021-08-22,49.5321
2021-08-23,48.6187
2021-08-24,50.048
2021-08-25,51.775
2021-08-26,50.4853
2021-08-27,53.6504
2021-08-28,53.6504
2021-08-29,53.6504
2021-08-30,51.2219
2021-08-31,53.2939
2021-09-01,52.4929
2021-09-02,53.8141
2021-09-03,52.5649
2021-09-04,52.5649
2021-09-05,52.5649
2021-09-06,52.5649
2021-09-07,48.8022
2021-09-08,48.1303
2021-09-09,48.4812
2021-09-10,47.782
2021-09-11,47.782
2021-09-12,47.782
2021-09-13,48.6153
2021-09-14,46.0315
2021-09-15,46.6867
2021-09-16,46.4411
2021-09-17,42.775
2021-09-18,42.775
2021-09-19,42.775
2021-09-20,40.8679
2021-09-21,39.2102
2021-09-22,42.5349
2021-09-23,45.8034
2021-09-24,45.4451
2021-09-25,45.4451
2021-09-26,45.4451
2021-09-27,46.641
2021-09-28,45.7477
2021-09-29,46.2288
2021-09-30,42.7544
2021-10-01,43.9059
2021-10-02,43.9059
2021-10-03,43.9059
2021-10-04,45.973
2021-10-05,47.755
2021-10-06,46.7847
2021-10-07,47.6019
2021-10-08,48.0681
2021-10-09,48.0681
2021-10-10,48.0681
2021-10-11,52.63
2021-10-12,52.5949
2021-10-13,50.9751
2021-10-14,52.711
2021-10-15,44.8663
2021-10-16,44.8663
2021-10-17,44.8663
2021-10-18,43.7742
2021-10-19,41.6996
2021-10-20,46.4629
2021-10-21,45.4951
2021-10-22,45.1532
2021-10-23,45.1532
2021-10-24,45.1532
2021-10-25,45.0186
2021-10-26,45.2213
2021-10-27,38.2649
2021-10-28,37.2494
2021-10-29,37.2077
2021-10-30,37.2077
2021-10-31,37.2077
2021-11-01,36.0189
2021-11-02,35.7084
2021-11-03,39.1803
2021-11-04,36.7028
2021-11-05,37.1282
2021-11-06,37.1282
2021-11-07,37.1282
2021-11-08,38.7951
2021-11-09,38.6597
2021-11-10,40.1713
2021-11-11,41.762
2021-11-12,40.7379
2021-11-13,40.7379
2021-11-14,40.7379
2021-11-15,41.3585
2021-11-16,40.8895
2021-11-17,40.003
2021-11-18,39.0752
2021-11-19,36.6564
2021-11-20,36.6564
2021-11-21,36.6564
2021-11-22,39.9943
2021-11-23,39.6674
2021-11-24,37.7991
2021-11-25,37.7991
2021-11-26,37.7507
2021-11-27,37.7507
2021-11-28,37.7507
2021-11-29,36.9912
2021-11-30,33.2016
2021-12-01,32.4135
2021-12-02,35.461
2021-12-03,37.6706
2021-12-04,37.6706
2021-12-05,37.6706
2021-12-06,39.9108
2021-12-07,38.9455
2021-12-08,38.3458
2021-12-09,37.792
2021-12-10,37.1169
2021-12-11,37.1169
2021-12-12,37.1169
2021-12-13,36.9948
2021-12-14,36.2547
2021-12-15,39.0307
2021-12-16,42.2251
2021-12-17,39.1594
2021-12-18,39.1594
2021-12-19,39.1594
2021-12-20,36.2075
2021-12-21,39.0159
2021-12-22,38.8978
2021-12-23,41.0038
2021-12-24,41.0038
2021-12-25,41.0038
2021-12-26,41.0038
2021-12-27,42.7584
2021-12-28,43.9548
2021-12-29,44.1325
2021-12-30,44.017
2021-12-31,45.1308
2022-01-01,45.1308
2022-01-02,45.1308
2022-01-03,44.5501
2022-01-04,50.389
2022-01-05,51.0867
2022-01-06,49.931
2022-01-07,51.6446
2022-01-08,51.6446
2022-01-09,51.6446
2022-01-10,50.6299
2022-01-11,50.459
2022-01-12,50.3535
2022-01-13,53.0932
2022-01-14,53.7451
2022-01-15,53.7451
2022-01-16,53.7451
2022-01-17,53.7451
2022-01-18,53.0209
2022-01-19,53.1584
2022-01-20,48.8005
2022-01-21,45.8976
2022-01-22,45.8976
2022-01-23,45.8976
2022-01-24,49.2345
2022-01-25,47.6497
2022-01-26,46.2968
2022-01-27,43.5596
2022-01-28,46.3759
2022-01-29,46.3759
2022-01-30,46.3759
2022-01-31,49.8801
2022-02-01,49.2577
2022-02-02,48.2
2022-02-03,47.7322
2022-02-04,45.3929
2022-02-05,45.3929
2022-02-06,45.3929
2022-02-07,45.0076
2022-02-08,46.7344
2022-02-09,46.8064
2022-02-10,45.0733
2022-02-11,44.9169
2022-02-12,44.9169
2022-02-13,44.9169
2022-02-14,43.8773
2022-02-15,45.8419
2022-02-16,45.3168
2022-02-17,45.3678
2022-02-18,47.8669
2022-02-19,47.8669
2022-02-20,47.8669
2022-02-21,47.8669
2022-02-22,48.5346
2022-02-23,42.5631
2022-02-24,39.9633
2022-02-25,44.64
2022-02-26,44.64
2022-02-27,44.64
2022-02-28,39.7216
2022-03-01,34.9572
2022-03-02,37.4966
2022-03-03,38.2382
2022-03-04,38.1955
2022-03-05,38.1955
2022-03-06,38.1955
2022-03-07,35.6664
2022-03-08,37.847
2022-03-09,39.7257
2022-03-10,39.4394
2022-03-11,40.7642
2022-03-12,40.7642
2022-03-13,40.7642
2022-03-14,41.1399
2022-03-15,43.3367
2022-03-16,46.4236
2022-03-17,48.8316
2022-03-18,48.9488
2022-03-19,48.9488
2022-03-20,48.9488
2022-03-21,48.2344
2022-03-22,49.2459
2022-03-23,47.8963
2022-03-24,49.7842
2022-03-25,52.9092
2022-03-26,52.9092
2022-03-27,52.9092
2022-03-28,52.2859
2022-03-29,53.8876
2022-03-30,52.9203
2022-03-31,52.1458
2022-04-01,52.5944
2022-04-02,52.5944
2022-04-03,52.5944
2022-04-04,51.2685
2022-04-05,50.8705
2022-04-06,50.566
2022-04-07,49.5098
2022-04-08,53.7638
2022-04-09,53.7638
2022-04-10,53.7638
2022-04-11,53.6575
2022-04-12,53.5479
2022-04-13,54.8507
2022-04-14,56.033
2022-04-15,56.033
2022-04-16,56.033
2022-04-17,56.033
2022-04-18,56.1268
2022-04-19,59.6594
2022-04-20,61.697
2022-04-21,62.4204
2022-04-22,54.8768
2022-04-23,54.8768
2022-04-24,54.8768
2022-04-25,54.0873
2022-04-26,52.491
2022-04-27,53.5176
2022-04-28,53.8815
2022-04-29,49.8451
2022-04-30,49.8451
2022-05-01,49.8451
2022-05-02,50.7046
2022-05-03,51.5633
2022-05-04,56.4208
2022-05-05,55.1196
2022-05-06,55.26
2022-05-07,55.26
2022-05-08,55.26
2022-05-09,54.0356
2022-05-10,54.1557
2022-05-11,53.5049
2022-05-12,53.1744
2022-05-13,53.8623
2022-05-14,53.8623
2022-05-15,53.8623
2022-05-16,54.1938
2022-05-17,58.2017
2022-05-18,54.9259
2022-05-19,53.0719
2022-05-20,51.8645
2022-05-21,51.8645
2022-05-22,51.8645
2022-05-23,53.9674
2022-05-24,50.6711
2022-05-25,52.8656
2022-05-26,56.4839
2022-05-27,58.1554
2022-05-28,58.1554
2022-05-29,58.1554
2022-05-30,58.1554
2022-05-31,55.1633
2022-06-01,51.9483
2022-06-02,52.0928
2022-06-03,50.7977
2022-06-04,50.7977
2022-06-05,50.7977
2022-06-06,51.3168
2022-06-07,53.3247
2022-06-08,51.2052
2022-06-09,48.1588
2022-06-10,44.642
2022-06-11,44.642
2022-06-12,44.642
2022-06-13,40.2262
2022-06-14,41.764
2022-06-15,43.1201
2022-06-16,40.1091
2022-06-17,39.3455
2022-06-18,39.3455
2022-06-19,39.3455
2022-06-20,39.3455
2022-06-21,38.3592
2022-06-22,37.0509
2022-06-23,36.8074
2022-06-24,42.4186
2022-06-25,42.4186
2022-06-26,42.4186
2022-06-27,42.3507
2022-06-28,41.2806
2022-06-29,41.6053
2022-06-30,40.2022
2022-07-01,40.7108
2022-07-02,40.7108
2022-07-03,40.7108
2022-07-04,40.7108
2022-07-05,39.8459
2022-07-06,40.7608
2022-07-07,44.74
2022-07-08,43.8439
2022-07-09,43.8439
2022-07-10,43.8439
2022-07-11,42.6325
2022-07-12,44.4197
2022-07-13,42.8101
2022-07-14,41.9123
2022-07-15,42.3983
2022-07-16,42.3983
2022-07-17,42.3983
2022-07-18,41.1271
2022-07-19,45.1743
2022-07-20,46.2346
2022-07-21,47.2891
2022-07-22,47.0576
2022-07-23,47.0576
2022-07-24,47.0576
2022-07-25,47.9472
2022-07-26,43.2677
2022-07-27,45.994
2022-07-28,47.2429
2022-07-29,46.5469
2022-07-30,46.5469
2022-07-31,46.5469
2022-08-01,46.7093
2022-08-02,45.3411
2022-08-03,46.2572
2022-08-04,44.1588
2022-08-05,43.9359
2022-08-06,43.9359
2022-08-07,43.9359
2022-08-08,46.352
2022-08-09,46.4558
2022-08-10,49.4885
2022-08-11,50.7392
2022-08-12,54.2962
2022-08-13,54.2962
2022-08-14,54.2962
2022-08-15,54.2271
2022-08-16,55.6573
2022-08-17,53.6064
2022-08-18,52.7057
2022-08-19,50.8366
2022-08-20,50.8366
2022-08-21,50.8366
2022-08-22,47.391
2022-08-23,48.3218
2022-08-24,47.7907
2022-08-25,51.8482
2022-08-26,48.0184
2022-08-27,48.0184
2022-08-28,48.0184
2022-08-29,46.6773
2022-08-30,46.5343
2022-08-31,45.16
2022-09-01,44.2862
2022-09-02,43.2257
2022-09-03,43.2257
2022-09-04,43.2257
2022-09-05,43.2257
2022-09-06,41.5985
2022-09-07,44.2403
2022-09-08,46.0056
2022-09-09,46.5207
2022-09-10,46.5207
2022-09-11,46.5207
2022-09-12,48.0586
2022-09-13,43.2547
2022-09-14,41.2006
2022-09-15,41.2006
2022-09-16,32.2081
2022-09-17,32.2081
2022-09-18,32.2081
2022-09-19,36.3727
2022-09-20,33.5772
2022-09-21,32.7003
2022-09-22,32.0174
2022-09-23,30.9621
2022-09-24,30.9621
2022-09-25,30.9621
2022-09-26,29.1031
2022-09-27,29.5309
2022-09-28,32.1692
2022-09-29,31.243
2022-09-30,30.6684
2022-10-01,30.6684
2022-10-02,30.6684
2022-10-03,33.3975
2022-10-04,35.6136
2022-10-05,34.9694
2022-10-06,33.8525
2022-10-07,32.8167
2022-10-08,32.8167
2022-10-09,32.8167
2022-10-10,32.8499
2022-10-11,32.8843
2022-10-12,32.7458
2022-10-13,37.1288
2022-10-14,36.8185
2022-10-15,36.8185
2022-10-16,36.8185
2022-10-17,38.8344
2022-10-18,39.8435
2022-10-19,37.8039
2022-10-20,36.5212
2022-10-21,40.2936
2022-10-22,40.2936
2022-10-23,40.2936
2022-10-24,40.0621
2022-10-25,41.5468
2022-10-26,41.0544
2022-10-27,40.5348
2022-10-28,43.2177
2022-10-29,43.2177
2022-10-30,43.2177
2022-10-31,42.7133
2022-11-01,42.5177
2022-11-02,40.5721
2022-11-03,40.5011
2022-11-04,43.8236
2022-11-05,43.8236
2022-11-06,43.8236
2022-11-07,43.6179
2022-11-08,43.4334
2022-11-09,42.6338
2022-11-10,48.8665
2022-11-11,52.9687
2022-11-12,52.9687
2022-11-13,52.9687
2022-11-14,53.0812
2022-11-15,53.8866
2022-11-16,51.6546
2022-11-17,51.5336
2022-11-18,51.6215
2022-11-19,51.6215
2022-11-20,51.6215
2022-11-21,52.86
2022-11-22,54.3566
2022-11-23,54.643
2022-11-24,54.643
2022-11-25,54.3256
2022-11-26,54.3256
2022-11-27,54.3256
2022-11-28,51.1171
2022-11-29,52.8043
2022-11-30,55.1066
2022-12-01,55.8678
2022-12-02,54.8347
2022-12-03,54.8347
2022-12-04,54.8347
2022-12-05,52.8143
2022-12-06,52.4694
2022-12-07,51.5297
2022-12-08,51.5962
2022-12-09,51.2691
2022-12-10,51.2691
2022-12-11,51.2691
2022-12-12,53.6983
2022-12-13,55.0504
2022-12-14,54.5793
2022-12-15,52.414
2022-12-16,49.0695
2022-12-17,49.0695
2022-12-18,49.0695
2022-12-19,46.7785
2022-12-20,46.0057
2022-12-21,45.9402
2022-12-22,45.1758
2022-12-23,46.3797
2022-12-24,46.3797
2022-12-25,46.3797
2022-12-26,46.3797
2022-12-27,47.1006
2022-12-28,45.1804
2022-12-29,46.8514
2022-12-30,46.3523
2022-12-31,46.3523
2023-01-01,46.3523
2023-01-02,46.3523
2023-01-03,49.4554
2023-01-04,54.4206
2023-01-05,52.0729
2023-01-06,53.5216
2023-01-07,53.5216
2023-01-08,53.5216
2023-01-09,54.7124
2023-01-10,56.6084
2023-01-11,56.5683
2023-01-12,57.2275
2023-01-13,58.56
2023-01-14,58.56
2023-01-15,58.56
2023-01-16,58.56
2023-01-17,55.6014
2023-01-18,53.1372
2023-01-19,52.076
2023-01-20,55.0602
2023-01-21,55.0602
2023-01-22,55.0602
2023-01-23,54.8247
2023-01-24,52.0612
2023-01-25,50.4889
2023-01-26,53.5595
2023-01-27,56.2724
2023-01-28,56.2724
2023-01-29,56.2724
2023-01-30,55.0624
2023-01-31,64.8961
2023-02-01,61.5428
2023-02-02,62.9318
2023-02-03,62.3494
2023-02-04,62.3494
2023-02-05,62.3494
2023-02-06,59.5972
2023-02-07,58.7466
2023-02-08,56.072
2023-02-09,52.8984
2023-02-10,53.5592
2023-02-11,53.5592
2023-02-12,53.5592
2023-02-13,54.9667
2023-02-14,54.8438
2023-02-15,55.1806
2023-02-16,54.5986
2023-02-17,53.3847
2023-02-18,53.3847
2023-02-19,53.3847
2023-02-20,53.3847
2023-02-21,47.0651
2023-02-22,47.5704
2023-02-23,48.3801
2023-02-24,48.2089
2023-02-25,48.2089
2023-02-26,48.2089
2023-02-27,48.4916
2023-02-28,47.9203
2023-03-01,48.9036
2023-03-02,51.5232
2023-03-03,52.2854
2023-03-04,52.2854
2023-03-05,52.2854
2023-03-06,48.6457
2023-03-07,47.6608
2023-03-08,49.3641
2023-03-09,47.4937
2023-03-10,45.5361
2023-03-11,45.5361
2023-03-12,45.5361
2023-03-13,43.7002
2023-03-14,45.6947
2023-03-15,43.1232
2023-03-16,43.7711
2023-03-17,42.1755
2023-03-18,42.1755
2023-03-19,42.1755
2023-03-20,44.8029
