,AA US Equity
,RSI_30D
2020-01-01,51.3372
2020-01-02,50.8669
2020-01-03,51.2773
2020-01-04,51.2773
2020-01-05,51.2773
2020-01-06,48.6501
2020-01-07,50.3348
2020-01-08,46.1273
2020-01-09,43.2976
2020-01-10,41.8274
2020-01-11,41.8274
2020-01-12,41.8274
2020-01-13,42.7216
2020-01-14,46.7441
2020-01-15,45.9103
2020-01-16,37.2317
2020-01-17,36.9607
2020-01-18,36.9607
2020-01-19,36.9607
2020-01-20,36.9607
2020-01-21,35.2781
2020-01-22,33.7981
2020-01-23,32.9877
2020-01-24,30.9893
2020-01-25,30.9893
2020-01-26,30.9893
2020-01-27,29.4737
2020-01-28,29.1056
2020-01-29,28.6202
2020-01-30,28.1348
2020-01-31,27.3578
2020-02-01,27.3578
2020-02-02,27.3578
2020-02-03,29.0859
2020-02-04,31.7502
2020-02-05,37.6022
2020-02-06,38.1459
2020-02-07,37.0234
2020-02-08,37.0234
2020-02-09,37.0234
2020-02-10,36.6315
2020-02-11,38.2944
2020-02-12,38.3989
2020-02-13,38.3653
2020-02-14,38.0894
2020-02-15,38.0894
2020-02-16,38.0894
2020-02-17,38.0894
2020-02-18,39.8242
2020-02-19,43.6201
2020-02-20,41.3704
2020-02-21,41.3704
2020-02-22,41.3704
2020-02-23,41.3704
2020-02-24,38.7338
2020-02-25,35.9771
2020-02-26,34.8436
2020-02-27,32.9769
2020-02-28,35.2076
2020-02-29,35.2076
2020-03-01,35.2076
2020-03-02,34.7985
2020-03-03,32.588
2020-03-04,32.4262
2020-03-05,29.8923
2020-03-06,27.8883
2020-03-07,27.8883
2020-03-08,27.8883
2020-03-09,23.5776
2020-03-10,26.4664
2020-03-11,26.3579
2020-03-12,23.5455
2020-03-13,25.9165
2020-03-14,25.9165
2020-03-15,25.9165
2020-03-16,24.0578
2020-03-17,24.9077
2020-03-18,23.0543
2020-03-19,23.4315
2020-03-20,22.9229
2020-03-21,22.9229
2020-03-22,22.9229
