,CMA US Equity
2023-03-19,29.3292
2023-03-20,30.6438
2023-03-21,35.7647
2023-03-22,33.1978
2023-03-23,31.0548
2023-03-24,30.8928
2023-03-25,30.8928
2023-03-26,30.8928
2023-03-27,33.5007
2023-03-28,33.7144
2023-03-29,36.0183
2023-03-30,35.5917
2023-03-31,35.1675
2023-04-01,35.1675
2023-04-02,35.1675
2023-04-03,34.3599
2023-04-04,32.9668
2023-04-05,32.8969
2023-04-06,34.6696
2023-04-07,34.6696
2023-04-08,34.6696
2023-04-09,34.6696
2023-04-10,36.3078
2023-04-11,37.4238
2023-04-12,37.1711
2023-04-13,38.9415
2023-04-14,37.9878
2023-04-15,37.9878
2023-04-16,37.9878
2023-04-17,40.2087
2023-04-18,39.8757
2023-04-19,42.9468
2023-04-20,41.7843
2023-04-21,39.9875
2023-04-22,39.9875
2023-04-23,39.9875
2023-04-24,39.0722
2023-04-25,37.5
2023-04-26,37.4274
2023-04-27,38.4013
2023-04-28,41.1249
2023-04-29,41.1249
2023-04-30,41.1249
2023-05-01,40.3381
2023-05-02,36.012
2023-05-03,34.8124
2023-05-04,31.8846
2023-05-05,38.3082
2023-05-06,38.3082
2023-05-07,38.3082
2023-05-08,38.1021
2023-05-09,38.2679
2023-05-10,37.3436
2023-05-11,35.6545
2023-05-12,35.1685
2023-05-13,35.1685
2023-05-14,35.1685
2023-05-15,38.0752
2023-05-16,37.7819
2023-05-17,42.6779
2023-05-18,43.4488
2023-05-19,43.0636
2023-05-20,43.0636
2023-05-21,43.0636
2023-05-22,44.5661
2023-05-23,45.4726
2023-05-24,44.7161
2023-05-25,44.2647
2023-05-26,44.0729
2023-05-27,44.0729
2023-05-28,44.0729
2023-05-29,44.0729
2023-05-30,42.7323
2023-05-31,41.3475
2023-06-01,43.9696
2023-06-02,47.1981
2023-06-03,47.1981
2023-06-04,47.1981
2023-06-05,46.6021
2023-06-06,49.8028
2023-06-07,50.4641
2023-06-08,50.0352
2023-06-09,48.5361
2023-06-10,48.5361
2023-06-11,48.5361
2023-06-12,47.41
2023-06-13,50.3817
2023-06-14,48.7134
2023-06-15,50.3467
2023-06-16,49.826
2023-06-17,49.826
2023-06-18,49.826
2023-06-19,49.826
2023-06-20,49.6988
2023-06-21,49.4496
2023-06-22,47.9682
2023-06-23,47.6728
2023-06-24,47.6728
2023-06-25,47.6728
2023-06-26,48.6543
2023-06-27,49.6445
2023-06-28,49.6445
2023-06-29,50.6364
2023-06-30,49.9622
2023-07-01,49.9622
2023-07-02,49.9622
2023-07-03,52.1671
2023-07-04,52.1671
2023-07-05,51.452
2023-07-06,50.4646
2023-07-07,52.4616
2023-07-08,52.4616
2023-07-09,52.4616
2023-07-10,53.3675
2023-07-11,54.9098
2023-07-12,56.7171
2023-07-13,57.7392
2023-07-14,55.8863
2023-07-15,55.8863
2023-07-16,55.8863
2023-07-17,56.8784
2023-07-18,59.22
2023-07-19,61.1666
2023-07-20,62.4249
2023-07-21,58.7846
2023-07-22,58.7846
2023-07-23,58.7846
2023-07-24,59.9806
2023-07-25,57.4419
2023-07-26,60.9181
2023-07-27,59.2142
2023-07-28,60.7921
2023-07-29,60.7921
2023-07-30,60.7921
2023-07-31,60.8536
2023-08-01,58.6509
2023-08-02,57.6415
2023-08-03,58.7927
2023-08-04,58.8947
2023-08-05,58.8947
2023-08-06,58.8947
2023-08-07,59.254
2023-08-08,58.5875
2023-08-09,56.4813
2023-08-10,56.9678
2023-08-11,57.0201
2023-08-12,57.0201
2023-08-13,57.0201
2023-08-14,53.5987
2023-08-15,50.1486
2023-08-16,49.0738
2023-08-17,49.9436
2023-08-18,49.3275
2023-08-19,49.3275
2023-08-20,49.3275
2023-08-21,49.422
2023-08-22,46.5073
2023-08-23,47.6377
2023-08-24,48.1957
2023-08-25,47.442
2023-08-26,47.442
2023-08-27,47.442
2023-08-28,49.284
2023-08-29,51.3062
2023-08-30,50.8237
2023-08-31,51.0208
2023-09-01,51.9997
2023-09-02,51.9997
2023-09-03,51.9997
2023-09-04,51.9997
2023-09-05,51.6738
2023-09-06,48.266
2023-09-07,46.5642
2023-09-08,48.7367
2023-09-09,48.7367
2023-09-10,48.7367
2023-09-11,48.0574
2023-09-12,46.6626
2023-09-13,44.6592
2023-09-14,45.3199
2023-09-15,44.8959
2023-09-16,44.8959
2023-09-17,44.8959
2023-09-18,44.3836
2023-09-19,44.2488
2023-09-20,42.0839
2023-09-21,41.0375
2023-09-22,41.0605
2023-09-23,41.0605
2023-09-24,41.0605
2023-09-25,41.6018
2023-09-26,39.2355
2023-09-27,39.1723
2023-09-28,41.2746
2023-09-29,43.0272
2023-09-30,43.0272
2023-10-01,43.0272
2023-10-02,40.8135
2023-10-03,39.7715
2023-10-04,39.755
2023-10-05,41.2102
2023-10-06,41.0511
2023-10-07,41.0511
2023-10-08,41.0511
2023-10-09,42.1301
2023-10-10,44.3143
2023-10-11,46.0574
2023-10-12,45.2435
2023-10-13,43.4179
2023-10-14,43.4179
2023-10-15,43.4179
2023-10-16,45.8031
2023-10-17,48.7085
2023-10-18,46.6944
2023-10-19,45.6192
2023-10-20,39.4574
2023-10-21,39.4574
2023-10-22,39.4574
2023-10-23,40.1892
2023-10-24,41.0688
2023-10-25,40.5026
2023-10-26,43.354
2023-10-27,41.1442
2023-10-28,41.1442
2023-10-29,41.1442
2023-10-30,42.337
2023-10-31,43.9499
2023-11-01,44.0886
2023-11-02,49.9013
2023-11-03,53.402
2023-11-04,53.402
2023-11-05,53.402
2023-11-06,51.2382
2023-11-07,50.2515
2023-11-08,49.8693
2023-11-09,47.8192
2023-11-10,48.2032
2023-11-11,48.2032
2023-11-12,48.2032
2023-11-13,47.4991
2023-11-14,53.5673
2023-11-15,55.0292
2023-11-16,53.6044
2023-11-17,55.1115
2023-11-18,55.1115
2023-11-19,55.1115
2023-11-20,54.1706
2023-11-21,52.1485
2023-11-22,51.8906
2023-11-23,51.8906
2023-11-24,52.1355
2023-11-25,52.1355
2023-11-26,52.1355
2023-11-27,51.1411
2023-11-28,51.7363
2023-11-29,54.5969
2023-11-30,54.8553
2023-12-01,59.8819
2023-12-02,59.8819
2023-12-03,59.8819
2023-12-04,61.7309
2023-12-05,58.1385
2023-12-06,57.6883
2023-12-07,60.1508
2023-12-08,61.2034
2023-12-09,61.2034
2023-12-10,61.2034
2023-12-11,60.9979
2023-12-12,60.1392
2023-12-13,65.0139
2023-12-14,69.8892
2023-12-15,66.8289
2023-12-16,66.8289
2023-12-17,66.8289
2023-12-18,65.308
2023-12-19,66.4652
2023-12-20,62.6468
2023-12-21,64.0377
2023-12-22,64.1388
2023-12-23,64.1388
2023-12-24,64.1388
2023-12-25,64.1388
2023-12-26,65.3911
2023-12-27,65.4022
2023-12-28,65.7223
2023-12-29,64.058
2023-12-30,64.058
2023-12-31,64.058
2024-01-01,64.058
2024-01-02,64.893
2024-01-03,61.0247
2024-01-04,61.533
2024-01-05,63.3583
2024-01-06,63.3583
2024-01-07,63.3583
2024-01-08,63.717
2024-01-09,62.3242
2024-01-10,61.0092
2024-01-11,60.2547
2024-01-12,57.9457
2024-01-13,57.9457
2024-01-14,57.9457
2024-01-15,57.9457
2024-01-16,56.1884
2024-01-17,55.0438
2024-01-18,54.2614
2024-01-19,54.7898
2024-01-20,54.7898
2024-01-21,54.7898
2024-01-22,56.5808
2024-01-23,57.0578
2024-01-24,58.7858
2024-01-25,58.6489
2024-01-26,58.5314
2024-01-27,58.5314
2024-01-28,58.5314
2024-01-29,60.0708
2024-01-30,59.4327
2024-01-31,52.7255
2024-02-01,49.7901
2024-02-02,50.5767
2024-02-03,50.5767
2024-02-04,50.5767
2024-02-05,48.4817
2024-02-06,46.5066
2024-02-07,48.3689
2024-02-08,50.0173
2024-02-09,50.543
2024-02-10,50.543
2024-02-11,50.543
2024-02-12,52.8515
2024-02-13,47.7134
2024-02-14,48.8484
2024-02-15,50.5846
2024-02-16,48.7324
2024-02-17,48.7324
2024-02-18,48.7324
2024-02-19,48.7324
2024-02-20,48.8799
2024-02-21,47.8298
2024-02-22,48.0841
2024-02-23,47.3135
2024-02-24,47.3135
2024-02-25,47.3135
2024-02-26,46.2724
2024-02-27,46.9713
2024-02-28,45.5235
2024-02-29,47.3736
2024-03-01,47.8213
2024-03-02,47.8213
2024-03-03,47.8213
2024-03-04,48.405
2024-03-05,52.2525
2024-03-06,51.1198
2024-03-07,52.8242
2024-03-08,54.0065
2024-03-09,54.0065
2024-03-10,54.0065
2024-03-11,53.3374
2024-03-12,51.8747
2024-03-13,51.7857
2024-03-14,48.105
2024-03-15,48.5721
2024-03-16,48.5721
2024-03-17,48.5721
2024-03-18,48.7991
2024-03-19,49.4455
2024-03-20,53.5412
2024-03-21,55.7768
2024-03-22,52.89
2024-03-23,52.89
2024-03-24,52.89
2024-03-25,53.703
2024-03-26,53.5631
2024-03-27,57.792
2024-03-28,59.105
2024-03-29,59.105
2024-03-30,59.105
2024-03-31,59.105
2024-04-01,56.9818
2024-04-02,55.7804
2024-04-03,56.0996
2024-04-04,53.7167
2024-04-05,53.4377
2024-04-06,53.4377
2024-04-07,53.4377
2024-04-08,56.0916
