,HSY US Equity
2021-02-10,52.5262
2021-02-11,53.1104
2021-02-12,54.4362
2021-02-13,54.4362
2021-02-14,54.4362
2021-02-15,54.4362
2021-02-16,54.4362
2021-02-17,54.2822
2021-02-18,57.741
2021-02-19,51.1253
2021-02-20,51.1253
2021-02-21,51.1253
2021-02-22,50.262
2021-02-23,49.8699
2021-02-24,49.2662
2021-02-25,49.2662
2021-02-26,46.4485
2021-02-27,46.4485
2021-02-28,46.4485
2021-03-01,45.7993
2021-03-02,46.0706
2021-03-03,44.6547
2021-03-04,47.5797
2021-03-05,53.87
2021-03-06,53.87
2021-03-07,53.87
2021-03-08,55.6783
2021-03-09,53.7759
2021-03-10,56.3948
2021-03-11,55.2331
2021-03-12,55.9096
2021-03-13,55.9096
2021-03-14,55.9096
2021-03-15,57.0048
2021-03-16,57.2172
2021-03-17,58.5504
2021-03-18,60.3539
2021-03-19,57.9858
2021-03-20,57.9858
2021-03-21,57.9858
2021-03-22,59.9779
2021-03-23,60.5991
2021-03-24,60.9934
2021-03-25,60.5875
2021-03-26,63.1584
2021-03-27,63.1584
2021-03-28,63.1584
2021-03-29,65.1214
2021-03-30,61.0168
2021-03-31,59.8141
2021-04-01,60.5044
2021-04-02,60.5044
2021-04-03,60.5044
2021-04-04,60.5044
2021-04-05,61.1826
2021-04-06,62.7636
2021-04-07,62.4092
2021-04-08,61.5392
2021-04-09,60.3843
2021-04-10,60.3843
2021-04-11,60.3843
2021-04-12,60.51
2021-04-13,58.9996
2021-04-14,57.7943
2021-04-15,61.3114
2021-04-16,61.4218
2021-04-17,61.4218
2021-04-18,61.4218
2021-04-19,61.4017
2021-04-20,62.924
2021-04-21,63.8385
2021-04-22,62.3536
2021-04-23,60.6644
2021-04-24,60.6644
2021-04-25,60.6644
2021-04-26,56.0134
2021-04-27,55.4272
2021-04-28,55.6522
2021-04-29,62.627
2021-04-30,62.7176
2021-05-01,62.7176
2021-05-02,62.7176
2021-05-03,65.3648
2021-05-04,65.5412
2021-05-05,67.0227
2021-05-06,67.2936
2021-05-07,66.9984
2021-05-08,66.9984
2021-05-09,66.9984
2021-05-10,68.8368
2021-05-11,65.9349
2021-05-12,63.3128
2021-05-13,67.3794
2021-05-14,66.446
2021-05-15,66.446
2021-05-16,66.446
2021-05-17,67.7476
2021-05-18,68.0266
2021-05-19,67.0075
2021-05-20,68.5569
2021-05-21,69.1784
2021-05-22,69.1784
2021-05-23,69.1784
2021-05-24,69.495
2021-05-25,70.0748
2021-05-26,69.1537
2021-05-27,67.3016
2021-05-28,66.4354
2021-05-29,66.4354
2021-05-30,66.4354
2021-05-31,66.4354
2021-06-01,65.5625
2021-06-02,66.5734
2021-06-03,67.6763
2021-06-04,68.0687
2021-06-05,68.0687
2021-06-06,68.0687
2021-06-07,65.9745
2021-06-08,65.0419
2021-06-09,63.4134
2021-06-10,65.3102
2021-06-11,65.8168
2021-06-12,65.8168
2021-06-13,65.8168
2021-06-14,65.5105
2021-06-15,65.7389
2021-06-16,60.7025
2021-06-17,61.867
2021-06-18,55.7253
2021-06-19,55.7253
2021-06-20,55.7253
2021-06-21,58.2121
2021-06-22,58.2537
2021-06-23,54.6883
2021-06-24,57.546
2021-06-25,60.986
2021-06-26,60.986
2021-06-27,60.986
2021-06-28,59.919
2021-06-29,55.5182
2021-06-30,58.2413
2021-07-01,57.4403
2021-07-02,57.8154
2021-07-03,57.8154
2021-07-04,57.8154
2021-07-05,57.8154
2021-07-06,59.18
2021-07-07,60.9273
2021-07-08,59.5286
2021-07-09,60.6779
2021-07-10,60.6779
2021-07-11,60.6779
2021-07-12,60.762
2021-07-13,59.1004
2021-07-14,61.1267
2021-07-15,63.3272
2021-07-16,63.8781
2021-07-17,63.8781
2021-07-18,63.8781
2021-07-19,62.7854
2021-07-20,63.7588
2021-07-21,59.4796
2021-07-22,57.5182
2021-07-23,60.3797
2021-07-24,60.3797
2021-07-25,60.3797
2021-07-26,58.2051
2021-07-27,59.6833
2021-07-28,55.219
2021-07-29,57.6357
2021-07-30,58.0531
2021-07-31,58.0531
2021-08-01,58.0531
2021-08-02,57.2908
2021-08-03,58.9972
2021-08-04,56.2678
2021-08-05,56.9865
2021-08-06,56.725
2021-08-07,56.725
2021-08-08,56.725
2021-08-09,56.5237
2021-08-10,57.1657
2021-08-11,56.6535
2021-08-12,54.8481
2021-08-13,57.2559
2021-08-14,57.2559
2021-08-15,57.2559
2021-08-16,59.4907
2021-08-17,60.6633
2021-08-18,56.124
2021-08-19,58.1626
2021-08-20,57.7902
2021-08-21,57.7902
2021-08-22,57.7902
2021-08-23,55.6458
2021-08-24,51.6065
2021-08-25,50.817
2021-08-26,50.0975
2021-08-27,50.8613
2021-08-28,50.8613
2021-08-29,50.8613
2021-08-30,52.1719
2021-08-31,53.828
2021-09-01,54.5515
2021-09-02,54.5515
2021-09-03,54.1499
2021-09-04,54.1499
2021-09-05,54.1499
2021-09-06,54.1499
2021-09-07,47.4551
2021-09-08,51.6636
2021-09-09,49.9096
2021-09-10,49.4298
2021-09-11,49.4298
2021-09-12,49.4298
2021-09-13,50.0436
2021-09-14,48.6899
2021-09-15,49.4953
2021-09-16,50.2273
2021-09-17,49.4701
2021-09-18,49.4701
2021-09-19,49.4701
2021-09-20,47.0162
2021-09-21,44.7081
2021-09-22,45.727
2021-09-23,46.8565
2021-09-24,48.4398
2021-09-25,48.4398
2021-09-26,48.4398
2021-09-27,44.0453
2021-09-28,41.3047
2021-09-29,46.3168
2021-09-30,43.1778
2021-10-01,45.3884
2021-10-02,45.3884
2021-10-03,45.3884
2021-10-04,46.4863
2021-10-05,50.3395
2021-10-06,55.0354
2021-10-07,54.3835
2021-10-08,53.9865
2021-10-09,53.9865
2021-10-10,53.9865
2021-10-11,54.5132
2021-10-12,55.9749
2021-10-13,56.7002
2021-10-14,58.9191
2021-10-15,55.2242
2021-10-16,55.2242
2021-10-17,55.2242
2021-10-18,54.0376
2021-10-19,55.1368
2021-10-20,55.6905
2021-10-21,55.8171
2021-10-22,57.8562
2021-10-23,57.8562
2021-10-24,57.8562
2021-10-25,55.1222
2021-10-26,56.7938
2021-10-27,53.7171
2021-10-28,53.567
2021-10-29,48.4143
2021-10-30,48.4143
2021-10-31,48.4143
2021-11-01,47.6302
2021-11-02,48.6825
2021-11-03,50.0252
2021-11-04,48.5499
2021-11-05,48.5763
2021-11-06,48.5763
2021-11-07,48.5763
2021-11-08,47.7535
2021-11-09,49.7058
2021-11-10,53.8897
2021-11-11,52.2791
2021-11-12,51.4121
2021-11-13,51.4121
2021-11-14,51.4121
2021-11-15,51.1198
2021-11-16,51.4443
2021-11-17,53.4645
2021-11-18,55.5469
2021-11-19,54.3989
2021-11-20,54.3989
2021-11-21,54.3989
2021-11-22,56.5656
2021-11-23,57.7744
2021-11-24,55.892
2021-11-25,55.892
2021-11-26,51.613
2021-11-27,51.613
2021-11-28,51.613
2021-11-29,53.1224
2021-11-30,50.9099
2021-12-01,48.4356
2021-12-02,49.9357
2021-12-03,53.4056
2021-12-04,53.4056
2021-12-05,53.4056
2021-12-06,54.6202
2021-12-07,56.0342
2021-12-08,57.3251
2021-12-09,57.6206
2021-12-10,60.65
2021-12-11,60.65
2021-12-12,60.65
2021-12-13,62.6155
2021-12-14,61.197
2021-12-15,63.0721
2021-12-16,65.0542
2021-12-17,58.8134
2021-12-18,58.8134
2021-12-19,58.8134
2021-12-20,58.9669
2021-12-21,58.3581
2021-12-22,59.7957
2021-12-23,59.2325
2021-12-24,59.2325
2021-12-25,59.2325
2021-12-26,59.2325
2021-12-27,60.5633
2021-12-28,61.5596
2021-12-29,62.3275
2021-12-30,61.5051
2021-12-31,63.498
2022-01-01,63.498
2022-01-02,63.498
2022-01-03,63.0986
2022-01-04,64.5619
2022-01-05,66.352
2022-01-06,65.6625
2022-01-07,64.5016
2022-01-08,64.5016
2022-01-09,64.5016
2022-01-10,62.5781
2022-01-11,61.6198
2022-01-12,63.3429
2022-01-13,64.1703
2022-01-14,66.5889
2022-01-15,66.5889
2022-01-16,66.5889
2022-01-17,66.5889
2022-01-18,64.6316
2022-01-19,65.7672
2022-01-20,64.9823
2022-01-21,66.0222
2022-01-22,66.0222
2022-01-23,66.0222
2022-01-24,65.2974
2022-01-25,57.4787
2022-01-26,56.6073
2022-01-27,56.861
2022-01-28,59.3793
2022-01-29,59.3793
2022-01-30,59.3793
2022-01-31,59.6172
2022-02-01,57.6664
2022-02-02,60.4723
2022-02-03,65.0592
2022-02-04,63.4453
2022-02-05,63.4453
2022-02-06,63.4453
2022-02-07,64.9673
2022-02-08,66.6706
2022-02-09,62.0886
2022-02-10,61.8009
2022-02-11,63.2193
2022-02-12,63.2193
2022-02-13,63.2193
2022-02-14,60.7918
2022-02-15,60.1812
2022-02-16,59.8767
2022-02-17,60.1327
2022-02-18,60.6504
2022-02-19,60.6504
2022-02-20,60.6504
2022-02-21,60.6504
2022-02-22,59.8465
2022-02-23,60.3705
2022-02-24,52.7712
2022-02-25,59.626
2022-02-26,59.626
2022-02-27,59.626
2022-02-28,57.2674
2022-03-01,59.366
2022-03-02,61.7361
2022-03-03,61.816
2022-03-04,65.0317
2022-03-05,65.0317
2022-03-06,65.0317
2022-03-07,65.3925
2022-03-08,55.4842
2022-03-09,56.1228
2022-03-10,56.3165
2022-03-11,55.8748
2022-03-12,55.8748
2022-03-13,55.8748
2022-03-14,57.4254
2022-03-15,58.983
2022-03-16,55.8572
2022-03-17,56.6269
2022-03-18,56.6424
2022-03-19,56.6424
2022-03-20,56.6424
2022-03-21,57.9096
2022-03-22,57.8452
2022-03-23,57.2526
2022-03-24,59.9853
2022-03-25,62.2318
2022-03-26,62.2318
2022-03-27,62.2318
2022-03-28,62.427
2022-03-29,62.4914
2022-03-30,63.8529
2022-03-31,63.8278
2022-04-01,65.3359
2022-04-02,65.3359
2022-04-03,65.3359
2022-04-04,62.5017
2022-04-05,63.8638
2022-04-06,66.1141
2022-04-07,66.7301
2022-04-08,67.3756
2022-04-09,67.3756
2022-04-10,67.3756
2022-04-11,67.5112
2022-04-12,68.8442
2022-04-13,68.2345
2022-04-14,68.4969
2022-04-15,68.4969
2022-04-16,68.4969
2022-04-17,68.4969
2022-04-18,66.274
2022-04-19,68.0309
2022-04-20,69.7437
2022-04-21,68.4924
2022-04-22,62.4374
2022-04-23,62.4374
2022-04-24,62.4374
2022-04-25,63.0478
2022-04-26,57.4692
2022-04-27,59.098
2022-04-28,63.0773
2022-04-29,60.7243
2022-04-30,60.7243
2022-05-01,60.7243
2022-05-02,53.086
2022-05-03,54.8952
2022-05-04,58.3372
2022-05-05,57.0612
2022-05-06,58.4554
2022-05-07,58.4554
2022-05-08,58.4554
2022-05-09,56.0284
2022-05-10,55.9862
2022-05-11,56.9781
2022-05-12,55.1536
2022-05-13,57.4236
2022-05-14,57.4236
2022-05-15,57.4236
2022-05-16,59.56
2022-05-17,56.2142
2022-05-18,44.4958
2022-05-19,43.6062
2022-05-20,44.8767
2022-05-21,44.8767
2022-05-22,44.8767
2022-05-23,46.4012
2022-05-24,49.0958
2022-05-25,47.8977
2022-05-26,46.7925
2022-05-27,48.7785
2022-05-28,48.7785
2022-05-29,48.7785
2022-05-30,48.7785
2022-05-31,48.2326
2022-06-01,47.0108
2022-06-02,46.732
2022-06-03,46.7008
2022-06-04,46.7008
2022-06-05,46.7008
2022-06-06,48.291
2022-06-07,48.5474
2022-06-08,47.718
2022-06-09,46.9695
2022-06-10,49.8543
2022-06-11,49.8543
2022-06-12,49.8543
2022-06-13,47.5949
2022-06-14,45.4758
2022-06-15,45.0946
2022-06-16,42.6716
2022-06-17,45.5737
2022-06-18,45.5737
2022-06-19,45.5737
2022-06-20,45.5737
2022-06-21,51.6459
2022-06-22,51.534
2022-06-23,53.5011
2022-06-24,55.1721
2022-06-25,55.1721
2022-06-26,55.1721
2022-06-27,55.1721
2022-06-28,53.3437
2022-06-29,53.6503
2022-06-30,50.9976
2022-07-01,54.6129
2022-07-02,54.6129
2022-07-03,54.6129
2022-07-04,54.6129
2022-07-05,52.7782
2022-07-06,54.1558
2022-07-07,53.6559
2022-07-08,53.5551
2022-07-09,53.5551
2022-07-10,53.5551
2022-07-11,54.0085
2022-07-12,53.7258
2022-07-13,53.4519
2022-07-14,51.9568
2022-07-15,51.128
2022-07-16,51.128
2022-07-17,51.128
2022-07-18,49.7919
2022-07-19,50.5978
2022-07-20,50.0204
2022-07-21,50.4451
2022-07-22,50.4534
2022-07-23,50.4534
2022-07-24,50.4534
2022-07-25,51.2398
2022-07-26,52.2
2022-07-27,52.3855
2022-07-28,57.1139
2022-07-29,59.6465
2022-07-30,59.6465
2022-07-31,59.6465
2022-08-01,60.8268
2022-08-02,60.2062
2022-08-03,59.1589
2022-08-04,56.3506
2022-08-05,57.6994
2022-08-06,57.6994
2022-08-07,57.6994
2022-08-08,56.9498
2022-08-09,58.3667
2022-08-10,56.5594
2022-08-11,55.32
2022-08-12,55.7743
2022-08-13,55.7743
2022-08-14,55.7743
2022-08-15,59.1523
2022-08-16,59.4334
2022-08-17,59.1806
2022-08-18,60.0677
2022-08-19,61.8661
2022-08-20,61.8661
2022-08-21,61.8661
2022-08-22,59.9239
2022-08-23,60.7496
2022-08-24,61.3422
2022-08-25,61.3189
2022-08-26,56.1332
2022-08-27,56.1332
2022-08-28,56.1332
2022-08-29,55.3282
2022-08-30,53.6151
2022-08-31,52.0857
2022-09-01,54.5998
2022-09-02,51.2229
2022-09-03,51.2229
2022-09-04,51.2229
2022-09-05,51.2229
2022-09-06,50.0372
2022-09-07,54.6333
2022-09-08,52.1347
2022-09-09,52.756
2022-09-10,52.756
2022-09-11,52.756
2022-09-12,53.51
2022-09-13,49.7312
2022-09-14,48.7739
2022-09-15,47.0388
2022-09-16,47.2847
2022-09-17,47.2847
2022-09-18,47.2847
2022-09-19,49.9387
2022-09-20,49.592
2022-09-21,50.4286
2022-09-22,52.2681
2022-09-23,50.8076
2022-09-24,50.8076
2022-09-25,50.8076
2022-09-26,50.6593
2022-09-27,48.5082
2022-09-28,52.8045
2022-09-29,50.564
2022-09-30,47.7712
2022-10-01,47.7712
2022-10-02,47.7712
2022-10-03,51.1962
2022-10-04,52.0785
2022-10-05,51.5745
2022-10-06,47.9033
2022-10-07,47.8003
2022-10-08,47.8003
2022-10-09,47.8003
2022-10-10,50.3745
2022-10-11,51.9206
2022-10-12,51.1184
2022-10-13,53.7194
2022-10-14,49.4799
2022-10-15,49.4799
2022-10-16,49.4799
2022-10-17,51.8066
2022-10-18,52.9897
2022-10-19,52.1157
2022-10-20,50.8594
2022-10-21,53.5134
2022-10-22,53.5134
2022-10-23,53.5134
2022-10-24,56.1466
2022-10-25,57.5821
2022-10-26,56.406
2022-10-27,57.513
2022-10-28,60.9701
2022-10-29,60.9701
2022-10-30,60.9701
2022-10-31,59.8853
2022-11-01,58.9643
2022-11-02,56.6014
2022-11-03,54.048
2022-11-04,51.6077
2022-11-05,51.6077
2022-11-06,51.6077
2022-11-07,51.8063
2022-11-08,53.1114
2022-11-09,52.8188
2022-11-10,49.2727
2022-11-11,44.1277
2022-11-12,44.1277
2022-11-13,44.1277
2022-11-14,43.6448
2022-11-15,43.1245
2022-11-16,47.7686
2022-11-17,47.4282
2022-11-18,50.1018
2022-11-19,50.1018
2022-11-20,50.1018
2022-11-21,54.6962
2022-11-22,54.7335
2022-11-23,54.718
2022-11-24,54.718
2022-11-25,55.7531
2022-11-26,55.7531
2022-11-27,55.7531
2022-11-28,54.8316
2022-11-29,53.1117
2022-11-30,56.2185
2022-12-01,53.6341
2022-12-02,55.4686
2022-12-03,55.4686
2022-12-04,55.4686
2022-12-05,54.3142
2022-12-06,53.7744
2022-12-07,56.454
2022-12-08,59.1914
2022-12-09,55.636
2022-12-10,55.636
2022-12-11,55.636
2022-12-12,57.1151
2022-12-13,54.8913
2022-12-14,54.6534
2022-12-15,53.2575
2022-12-16,53.8186
2022-12-17,53.8186
2022-12-18,53.8186
2022-12-19,53.7333
2022-12-20,52.7576
2022-12-21,53.6906
2022-12-22,53.6494
2022-12-23,54.3382
2022-12-24,54.3382
2022-12-25,54.3382
2022-12-26,54.3382
2022-12-27,54.2067
2022-12-28,51.7357
2022-12-29,52.0362
2022-12-30,50.5954
2022-12-31,50.5954
2023-01-01,50.5954
2023-01-02,50.5954
2023-01-03,46.8862
2023-01-04,44.2397
2023-01-05,44.106
2023-01-06,46.3737
2023-01-07,46.3737
2023-01-08,46.3737
2023-01-09,46.1776
2023-01-10,45.7086
2023-01-11,47.3501
2023-01-12,45.4645
2023-01-13,47.6395
2023-01-14,47.6395
2023-01-15,47.6395
2023-01-16,47.6395
2023-01-17,47.2768
2023-01-18,40.6037
2023-01-19,40.1974
2023-01-20,39.1986
2023-01-21,39.1986
2023-01-22,39.1986
2023-01-23,41.5643
2023-01-24,44.4481
2023-01-25,45.0523
2023-01-26,44.3537
2023-01-27,43.4643
2023-01-28,43.4643
2023-01-29,43.4643
2023-01-30,47.3358
2023-01-31,48.497
2023-02-01,49.0737
2023-02-02,55.7516
2023-02-03,56.9428
2023-02-04,56.9428
2023-02-05,56.9428
2023-02-06,59.5188
2023-02-07,56.6952
2023-02-08,54.9067
2023-02-09,55.1067
2023-02-10,57.5872
2023-02-11,57.5872
2023-02-12,57.5872
2023-02-13,58.0786
2023-02-14,57.2234
2023-02-15,56.0154
2023-02-16,54.9915
2023-02-17,58.5254
2023-02-18,58.5254
2023-02-19,58.5254
2023-02-20,58.5254
2023-02-21,58.6544
2023-02-22,57.7349
2023-02-23,58.1331
2023-02-24,56.8167
2023-02-25,56.8167
2023-02-26,56.8167
2023-02-27,56.9558
2023-02-28,56.1145
2023-03-01,54.5673
2023-03-02,55.8858
2023-03-03,55.8858
2023-03-04,55.8858
2023-03-05,55.8858
2023-03-06,57.0149
2023-03-07,55.4959
2023-03-08,55.9953
2023-03-09,55.6263
2023-03-10,54.7146
2023-03-11,54.7146
2023-03-12,54.7146
2023-03-13,57.0562
2023-03-14,58.1863
2023-03-15,60.0279
2023-03-16,60.4597
2023-03-17,58.3789
2023-03-18,58.3789
2023-03-19,58.3789
2023-03-20,59.4633
