,HDS US Equity
,RSI_30D
2020-01-01,52.141
2020-01-02,52.6855
2020-01-03,52.2076
2020-01-04,52.2076
2020-01-05,52.2076
2020-01-06,51.1786
2020-01-07,50.6962
2020-01-08,50.276
2020-01-09,51.4553
2020-01-10,50.2231
2020-01-11,50.2231
2020-01-12,50.2231
2020-01-13,50.7967
2020-01-14,50.2723
2020-01-15,48.9286
2020-01-16,55.192
2020-01-17,52.2767
2020-01-18,52.2767
2020-01-19,52.2767
2020-01-20,52.2767
2020-01-21,50.1529
2020-01-22,49.4159
2020-01-23,52.5625
2020-01-24,50.8579
2020-01-25,50.8579
2020-01-26,50.8579
2020-01-27,46.491
2020-01-28,51.0275
2020-01-29,54.4733
2020-01-30,57.4707
2020-01-31,53.6379
2020-02-01,53.6379
2020-02-02,53.6379
2020-02-03,54.7596
2020-02-04,59.8302
2020-02-05,62.5968
2020-02-06,58.9101
2020-02-07,55.2828
2020-02-08,55.2828
2020-02-09,55.2828
2020-02-10,53.6238
2020-02-11,54.8602
2020-02-12,54.6092
2020-02-13,54.1478
2020-02-14,56.5927
2020-02-15,56.5927
2020-02-16,56.5927
2020-02-17,56.5927
2020-02-18,56.3249
2020-02-19,57.2868
2020-02-20,60.8544
2020-02-21,60.7973
2020-02-22,60.7973
2020-02-23,60.7973
2020-02-24,55.9628
2020-02-25,51.842
2020-02-26,49.3088
2020-02-27,43.6417
2020-02-28,39.9152
2020-02-29,39.9152
2020-03-01,39.9152
2020-03-02,46.1005
2020-03-03,43.1669
2020-03-04,48.1945
2020-03-05,42.509
2020-03-06,40.9315
2020-03-07,40.9315
2020-03-08,40.9315
2020-03-09,34.8504
2020-03-10,37.5383
2020-03-11,34.2811
2020-03-12,29.7537
2020-03-13,34.4174
2020-03-14,34.4174
2020-03-15,34.4174
2020-03-16,29.8242
2020-03-17,29.1817
2020-03-18,25.1782
2020-03-19,36.8451
2020-03-20,34.8548
2020-03-21,34.8548
2020-03-22,34.8548
2020-03-23,32.7156
2020-03-24,36.7824
2020-03-25,39.1799
2020-03-26,38.8853
2020-03-27,38.1332
2020-03-28,38.1332
2020-03-29,38.1332
2020-03-30,38.8398
2020-03-31,40.2013
2020-04-01,37.2379
2020-04-02,38.1194
2020-04-03,37.5524
2020-04-04,37.5524
2020-04-05,37.5524
2020-04-06,42.7851
2020-04-07,44.2576
2020-04-08,46.2119
2020-04-09,47.6185
2020-04-10,47.6185
2020-04-11,47.6185
2020-04-12,47.6185
2020-04-13,45.3904
2020-04-14,45.5551
2020-04-15,43.6841
2020-04-16,42.5935
2020-04-17,45.3541
2020-04-18,45.3541
2020-04-19,45.3541
2020-04-20,43.4826
2020-04-21,42.1281
2020-04-22,42.8583
2020-04-23,42.834
2020-04-24,43.3821
2020-04-25,43.3821
2020-04-26,43.3821
2020-04-27,44.2865
2020-04-28,46.5123
2020-04-29,46.9237
2020-04-30,46.4527
2020-05-01,44.7514
2020-05-02,44.7514
2020-05-03,44.7514
2020-05-04,45.205
2020-05-05,45.33
2020-05-06,45.3147
2020-05-07,45.9181
2020-05-08,46.7351
2020-05-09,46.7351
2020-05-10,46.7351
2020-05-11,46.0654
