,ALK US Equity
,RSI_30D
2020-01-01,50.9847
2020-01-02,52.1633
2020-01-03,48.5676
2020-01-04,48.5676
2020-01-05,48.5676
2020-01-06,47.6969
2020-01-07,46.5635
2020-01-08,47.5459
2020-01-09,47.1814
2020-01-10,45.8389
2020-01-11,45.8389
2020-01-12,45.8389
2020-01-13,45.7828
2020-01-14,46.8271
2020-01-15,48.1925
2020-01-16,48.0369
2020-01-17,48.3131
2020-01-18,48.3131
2020-01-19,48.3131
2020-01-20,48.3131
2020-01-21,43.4451
2020-01-22,45.5348
2020-01-23,50.5445
2020-01-24,49.1904
2020-01-25,49.1904
2020-01-26,49.1904
2020-01-27,45.4145
2020-01-28,46.0355
2020-01-29,50.0073
2020-01-30,47.6428
2020-01-31,44.1575
2020-02-01,44.1575
2020-02-02,44.1575
2020-02-03,44.3355
2020-02-04,47.563
2020-02-05,49.0898
2020-02-06,43.6645
2020-02-07,43.5352
2020-02-08,43.5352
2020-02-09,43.5352
2020-02-10,44.8582
2020-02-11,45.1973
2020-02-12,47.9305
2020-02-13,50.4115
2020-02-14,50.3724
2020-02-15,50.3724
2020-02-16,50.3724
2020-02-17,50.3724
2020-02-18,48.7589
2020-02-19,47.9391
2020-02-20,48.4712
2020-02-21,48.6712
2020-02-22,48.6712
2020-02-23,48.6712
2020-02-24,42.7392
2020-02-25,35.066
2020-02-26,32.9668
2020-02-27,27.7111
2020-02-28,25.3419
2020-02-29,25.3419
2020-03-01,25.3419
2020-03-02,24.9621
2020-03-03,22.7779
2020-03-04,28.4284
2020-03-05,23.626
2020-03-06,27.1997
2020-03-07,27.1997
2020-03-08,27.1997
2020-03-09,25.7603
2020-03-10,32.3426
2020-03-11,31.4742
2020-03-12,24.7216
2020-03-13,28.9812
2020-03-14,28.9812
2020-03-15,28.9812
2020-03-16,26.0963
2020-03-17,26.0963
2020-03-18,22.7828
2020-03-19,22.405
2020-03-20,22.1569
2020-03-21,22.1569
2020-03-22,22.1569
2020-03-23,22.827
2020-03-24,29.3583
2020-03-25,30.5176
2020-03-26,33.7238
2020-03-27,32.2039
2020-03-28,32.2039
2020-03-29,32.2039
2020-03-30,31.345
2020-03-31,31.5168
2020-04-01,30.3281
2020-04-02,29.4132
2020-04-03,29.4523
2020-04-04,29.4523
2020-04-05,29.4523
2020-04-06,32.0219
2020-04-07,34.9436
2020-04-08,35.0781
2020-04-09,38.054
2020-04-10,38.054
2020-04-11,38.054
2020-04-12,38.054
2020-04-13,36.5793
2020-04-14,38.3905
2020-04-15,37.6892
2020-04-16,36.3985
2020-04-17,38.4009
2020-04-18,38.4009
2020-04-19,38.4009
