,SSB US Equity
2020-06-18,47.6324
2020-06-19,46.6429
2020-06-20,46.6429
2020-06-21,46.6429
2020-06-22,46.0848
2020-06-23,45.467
2020-06-24,43.4647
2020-06-25,44.5959
2020-06-26,42.6964
2020-06-27,42.6964
2020-06-28,42.6964
2020-06-29,44.9048
2020-06-30,45.4362
2020-07-01,44.6497
2020-07-02,44.9289
2020-07-03,44.9289
2020-07-04,44.9289
2020-07-05,44.9289
2020-07-06,45.206
2020-07-07,44.1172
2020-07-08,43.3025
2020-07-09,42.6999
2020-07-10,44.868
2020-07-11,44.868
2020-07-12,44.868
2020-07-13,45.6281
2020-07-14,44.4474
2020-07-15,47.5298
2020-07-16,47.2231
2020-07-17,46.1409
2020-07-18,46.1409
2020-07-19,46.1409
2020-07-20,45.3796
2020-07-21,47.9116
2020-07-22,46.8232
2020-07-23,48.666
2020-07-24,48.5942
2020-07-25,48.5942
2020-07-26,48.5942
2020-07-27,46.542
2020-07-28,46.3491
2020-07-29,48.5927
2020-07-30,47.501
2020-07-31,47.4455
2020-08-01,47.4455
2020-08-02,47.4455
2020-08-03,47.96
2020-08-04,49.4237
2020-08-05,51.7978
2020-08-06,51.5654
2020-08-07,54.9761
2020-08-08,54.9761
2020-08-09,54.9761
2020-08-10,57.2242
2020-08-11,59.5858
2020-08-12,59.3659
2020-08-13,59.222
2020-08-14,59.7767
2020-08-15,59.7767
2020-08-16,59.7767
2020-08-17,58.7619
2020-08-18,56.1331
2020-08-19,56.3947
2020-08-20,55.3699
2020-08-21,55.3452
2020-08-22,55.3452
2020-08-23,55.3452
2020-08-24,57.1783
2020-08-25,57.5099
2020-08-26,54.7861
2020-08-27,54.9847
2020-08-28,54.619
2020-08-29,54.619
2020-08-30,54.619
2020-08-31,52.7396
2020-09-01,53.2787
2020-09-02,53.4656
2020-09-03,53.8831
2020-09-04,55.6021
2020-09-05,55.6021
2020-09-06,55.6021
2020-09-07,55.6021
2020-09-08,50.689
2020-09-09,48.8987
2020-09-10,47.6549
2020-09-11,48.0326
2020-09-12,48.0326
2020-09-13,48.0326
2020-09-14,50.0137
2020-09-15,49.3939
2020-09-16,50.0345
2020-09-17,48.6689
2020-09-18,46.9518
2020-09-19,46.9518
2020-09-20,46.9518
2020-09-21,43.0472
2020-09-22,41.8438
2020-09-23,40.698
2020-09-24,40.4687
2020-09-25,42.3472
2020-09-26,42.3472
2020-09-27,42.3472
2020-09-28,44.2412
2020-09-29,43.6387
2020-09-30,44.5993
2020-10-01,44.5993
2020-10-02,46.3278
2020-10-03,46.3278
2020-10-04,46.3278
2020-10-05,49.3513
2020-10-06,51.5402
2020-10-07,54.5858
2020-10-08,54.542
2020-10-09,53.347
2020-10-10,53.347
2020-10-11,53.347
2020-10-12,55.6196
2020-10-13,52.1716
2020-10-14,50.4463
2020-10-15,53.0442
2020-10-16,51.284
2020-10-17,51.284
2020-10-18,51.284
2020-10-19,51.8143
2020-10-20,55.5176
2020-10-21,57.7515
2020-10-22,61.4558
2020-10-23,60.6067
2020-10-24,60.6067
2020-10-25,60.6067
2020-10-26,58.7427
2020-10-27,56.3871
2020-10-28,54.5327
2020-10-29,56.3343
2020-10-30,58.1598
2020-10-31,58.1598
2020-11-01,58.1598
2020-11-02,58.0219
2020-11-03,61.1294
2020-11-04,54.7849
2020-11-05,57.0219
2020-11-06,55.4082
2020-11-07,55.4082
2020-11-08,55.4082
2020-11-09,64.1328
2020-11-10,65.4449
2020-11-11,60.3691
2020-11-12,58.7469
2020-11-13,59.9903
2020-11-14,59.9903
2020-11-15,59.9903
2020-11-16,61.4333
2020-11-17,61.2851
2020-11-18,59.2366
2020-11-19,58.8902
2020-11-20,58.2706
2020-11-21,58.2706
2020-11-22,58.2706
2020-11-23,59.2344
2020-11-24,62.1285
2020-11-25,59.5875
2020-11-26,59.5875
2020-11-27,58.8008
2020-11-28,58.8008
2020-11-29,58.8008
2020-11-30,54.758
2020-12-01,56.6835
2020-12-02,57.6749
2020-12-03,57.705
2020-12-04,59.2715
2020-12-05,59.2715
2020-12-06,59.2715
2020-12-07,60.7675
2020-12-08,61.4817
2020-12-09,61.5566
2020-12-10,60.6046
2020-12-11,60.1935
2020-12-12,60.1935
2020-12-13,60.1935
2020-12-14,59.2435
2020-12-15,59.9385
2020-12-16,59.5676
2020-12-17,60.1877
2020-12-18,59.0834
2020-12-19,59.0834
2020-12-20,59.0834
2020-12-21,57.6085
2020-12-22,56.4523
2020-12-23,58.8395
2020-12-24,58.1467
2020-12-25,58.1467
2020-12-26,58.1467
2020-12-27,58.1467
2020-12-28,58.0158
2020-12-29,54.8729
2020-12-30,55.6508
2020-12-31,55.7124
2021-01-01,55.7124
2021-01-02,55.7124
2021-01-03,55.7124
2021-01-04,54.911
2021-01-05,56.7874
2021-01-06,63.0134
2021-01-07,63.9326
2021-01-08,60.409
2021-01-09,60.409
2021-01-10,60.409
2021-01-11,61.6167
2021-01-12,61.714
2021-01-13,60.6276
2021-01-14,61.7407
2021-01-15,60.4849
2021-01-16,60.4849
2021-01-17,60.4849
2021-01-18,60.4849
2021-01-19,60.8305
2021-01-20,59.2631
2021-01-21,56.8569
2021-01-22,58.8161
2021-01-23,58.8161
2021-01-24,58.8161
2021-01-25,57.2547
2021-01-26,56.2934
2021-01-27,55.4475
2021-01-28,50.8839
2021-01-29,47.1281
2021-01-30,47.1281
2021-01-31,47.1281
2021-02-01,48.1545
2021-02-02,49.6543
2021-02-03,50.3477
2021-02-04,53.265
2021-02-05,54.0144
2021-02-06,54.0144
2021-02-07,54.0144
2021-02-08,55.9591
2021-02-09,58.1524
2021-02-10,57.4501
2021-02-11,56.3623
2021-02-12,56.2982
2021-02-13,56.2982
2021-02-14,56.2982
2021-02-15,56.2982
2021-02-16,58.1404
2021-02-17,58.2378
2021-02-18,57.5453
2021-02-19,59.4697
2021-02-20,59.4697
2021-02-21,59.4697
2021-02-22,60.7938
2021-02-23,60.4411
2021-02-24,61.5842
2021-02-25,57.1083
2021-02-26,54.1341
2021-02-27,54.1341
2021-02-28,54.1341
2021-03-01,56.5276
2021-03-02,54.6902
2021-03-03,56.994
2021-03-04,55.8246
2021-03-05,58.5948
2021-03-06,58.5948
2021-03-07,58.5948
2021-03-08,61.385
2021-03-09,61.1474
2021-03-10,61.8516
2021-03-11,63.7046
2021-03-12,64.8987
2021-03-13,64.8987
2021-03-14,64.8987
2021-03-15,60.6744
2021-03-16,59.4341
2021-03-17,60.138
2021-03-18,59.5181
2021-03-19,58.3401
2021-03-20,58.3401
2021-03-21,58.3401
2021-03-22,53.0994
2021-03-23,49.1594
2021-03-24,48.2584
2021-03-25,49.4303
2021-03-26,51.2676
2021-03-27,51.2676
2021-03-28,51.2676
2021-03-29,47.7493
2021-03-30,49.1739
2021-03-31,48.7524
2021-04-01,49.9363
2021-04-02,49.9363
2021-04-03,49.9363
2021-04-04,49.9363
2021-04-05,48.7403
2021-04-06,48.2516
2021-04-07,48.0502
2021-04-08,49.0349
2021-04-09,50.3966
2021-04-10,50.3966
2021-04-11,50.3966
2021-04-12,53.0053
2021-04-13,50.3247
2021-04-14,50.19
2021-04-15,49.6177
2021-04-16,52.8229
2021-04-17,52.8229
2021-04-18,52.8229
2021-04-19,52.4514
2021-04-20,49.798
2021-04-21,51.8728
2021-04-22,50.0312
2021-04-23,53.5393
2021-04-24,53.5393
2021-04-25,53.5393
2021-04-26,53.6511
2021-04-27,54.3642
2021-04-28,55.0178
2021-04-29,54.9531
2021-04-30,54.6609
2021-05-01,54.6609
2021-05-02,54.6609
2021-05-03,55.2318
2021-05-04,56.8731
2021-05-05,57.6492
2021-05-06,59.5526
2021-05-07,60.3428
2021-05-08,60.3428
2021-05-09,60.3428
2021-05-10,59.6473
2021-05-11,56.2353
2021-05-12,55.2923
2021-05-13,58.8986
2021-05-14,60.1505
2021-05-15,60.1505
2021-05-16,60.1505
2021-05-17,59.1368
2021-05-18,56.4727
2021-05-19,57.3901
2021-05-20,57.9083
2021-05-21,59.8047
2021-05-22,59.8047
2021-05-23,59.8047
2021-05-24,58.2805
2021-05-25,52.436
2021-05-26,54.1192
2021-05-27,55.3636
2021-05-28,55.8804
2021-05-29,55.8804
2021-05-30,55.8804
2021-05-31,55.8804
2021-06-01,57.0692
2021-06-02,55.8765
2021-06-03,56.6375
2021-06-04,56.6229
2021-06-05,56.6229
2021-06-06,56.6229
2021-06-07,57.2517
2021-06-08,56.7105
2021-06-09,52.1902
2021-06-10,50.3165
2021-06-11,51.3364
2021-06-12,51.3364
2021-06-13,51.3364
2021-06-14,50.4149
2021-06-15,52.2533
2021-06-16,54.2328
2021-06-17,49.457
2021-06-18,44.8985
2021-06-19,44.8985
2021-06-20,44.8985
2021-06-21,48.5616
2021-06-22,48.9738
2021-06-23,47.8851
2021-06-24,49.8088
2021-06-25,49.0941
2021-06-26,49.0941
2021-06-27,49.0941
2021-06-28,47.8255
2021-06-29,46.4362
2021-06-30,46.1182
2021-07-01,46.5376
2021-07-02,44.961
2021-07-03,44.961
2021-07-04,44.961
2021-07-05,44.961
2021-07-06,42.0669
2021-07-07,41.8566
2021-07-08,41.1541
2021-07-09,44.5939
2021-07-10,44.5939
2021-07-11,44.5939
2021-07-12,44.2312
2021-07-13,42.1374
2021-07-14,41.5772
2021-07-15,44.554
2021-07-16,41.8688
2021-07-17,41.8688
2021-07-18,41.8688
2021-07-19,38.9947
2021-07-20,40.6263
2021-07-21,43.2259
2021-07-22,40.2433
2021-07-23,36.191
2021-07-24,36.191
2021-07-25,36.191
2021-07-26,39.599
2021-07-27,38.3916
2021-07-28,40.1022
2021-07-29,39.6854
2021-07-30,38.2177
2021-07-31,38.2177
2021-08-01,38.2177
2021-08-02,37.7148
2021-08-03,40.1844
2021-08-04,39.2192
2021-08-05,40.5631
2021-08-06,43.9519
2021-08-07,43.9519
2021-08-08,43.9519
2021-08-09,43.2826
2021-08-10,43.4608
2021-08-11,43.9324
2021-08-12,43.443
2021-08-13,43.7601
2021-08-14,43.7601
2021-08-15,43.7601
2021-08-16,43.1292
2021-08-17,42.4738
2021-08-18,40.5102
2021-08-19,39.3704
2021-08-20,41.1447
2021-08-21,41.1447
2021-08-22,41.1447
2021-08-23,42.4367
2021-08-24,42.8142
2021-08-25,42.6407
2021-08-26,41.7649
2021-08-27,44.29
2021-08-28,44.29
2021-08-29,44.29
2021-08-30,41.3891
2021-08-31,42.2345
2021-09-01,41.8644
2021-09-02,43.1687
2021-09-03,43.0946
2021-09-04,43.0946
2021-09-05,43.0946
2021-09-06,43.0946
2021-09-07,41.6644
2021-09-08,41.1529
2021-09-09,40.8686
2021-09-10,40.0231
2021-09-11,40.0231
2021-09-12,40.0231
2021-09-13,41.0983
2021-09-14,39.3253
2021-09-15,39.7449
2021-09-16,38.4811
2021-09-17,38.2569
2021-09-18,38.2569
2021-09-19,38.2569
2021-09-20,37.029
2021-09-21,39.4262
2021-09-22,41.3445
2021-09-23,46.8041
2021-09-24,49.0264
2021-09-25,49.0264
2021-09-26,49.0264
2021-09-27,53.8996
2021-09-28,54.5213
2021-09-29,57.034
2021-09-30,54.6251
2021-10-01,57.7578
2021-10-02,57.7578
2021-10-03,57.7578
2021-10-04,58.1517
2021-10-05,58.1636
2021-10-06,57.3392
2021-10-07,58.5305
2021-10-08,58.4777
2021-10-09,58.4777
2021-10-10,58.4777
2021-10-11,56.0212
2021-10-12,56.517
2021-10-13,55.6919
2021-10-14,57.2311
2021-10-15,56.8119
2021-10-16,56.8119
2021-10-17,56.8119
2021-10-18,55.4953
2021-10-19,56.7202
2021-10-20,59.7911
2021-10-21,59.1249
2021-10-22,59.1787
2021-10-23,59.1787
2021-10-24,59.1787
2021-10-25,57.7636
2021-10-26,55.4583
2021-10-27,49.8916
2021-10-28,54.0768
2021-10-29,55.2883
2021-10-30,55.2883
2021-10-31,55.2883
2021-11-01,60.824
2021-11-02,57.2965
2021-11-03,58.8505
2021-11-04,57.7708
2021-11-05,59.2619
2021-11-06,59.2619
2021-11-07,59.2619
2021-11-08,59.8485
2021-11-09,59.7496
2021-11-10,60.5302
2021-11-11,60.747
2021-11-12,60.8874
2021-11-13,60.8874
2021-11-14,60.8874
2021-11-15,61.5629
2021-11-16,59.5652
2021-11-17,58.8817
2021-11-18,57.4982
2021-11-19,56.0629
2021-11-20,56.0629
2021-11-21,56.0629
2021-11-22,57.494
2021-11-23,57.9344
2021-11-24,57.4533
2021-11-25,57.4533
2021-11-26,50.2078
2021-11-27,50.2078
2021-11-28,50.2078
2021-11-29,52.0545
2021-11-30,50.266
2021-12-01,47.4224
2021-12-02,51.9451
2021-12-03,50.088
2021-12-04,50.088
2021-12-05,50.088
2021-12-06,53.3154
2021-12-07,51.3778
2021-12-08,50.9167
2021-12-09,50.2523
2021-12-10,51.6008
2021-12-11,51.6008
2021-12-12,51.6008
2021-12-13,49.566
2021-12-14,51.0427
2021-12-15,50.5759
2021-12-16,50.7506
2021-12-17,49.8093
2021-12-18,49.8093
2021-12-19,49.8093
2021-12-20,47.1121
2021-12-21,49.3806
2021-12-22,49.7273
2021-12-23,51.4037
2021-12-24,51.4037
2021-12-25,51.4037
2021-12-26,51.4037
2021-12-27,53.4539
2021-12-28,55.1116
2021-12-29,52.9357
2021-12-30,53.2469
2021-12-31,52.5283
2022-01-01,52.5283
2022-01-02,52.5283
2022-01-03,56.8043
2022-01-04,59.7495
2022-01-05,59.5097
2022-01-06,62.7473
2022-01-07,64.3091
2022-01-08,64.3091
2022-01-09,64.3091
2022-01-10,65.1096
2022-01-11,64.9626
2022-01-12,64.8489
2022-01-13,65.6568
2022-01-14,67.311
2022-01-15,67.311
2022-01-16,67.311
2022-01-17,67.311
2022-01-18,58.1028
2022-01-19,55.2732
2022-01-20,52.2808
2022-01-21,50.8375
2022-01-22,50.8375
2022-01-23,50.8375
2022-01-24,52.5023
2022-01-25,53.0625
2022-01-26,53.2609
2022-01-27,50.501
2022-01-28,49.9124
2022-01-29,49.9124
2022-01-30,49.9124
2022-01-31,52.7603
2022-02-01,53.2726
2022-02-02,53.4255
2022-02-03,52.8146
2022-02-04,55.5462
2022-02-05,55.5462
2022-02-06,55.5462
2022-02-07,56.0894
2022-02-08,58.1111
2022-02-09,56.6652
2022-02-10,56.9377
2022-02-11,56.6697
2022-02-12,56.6697
2022-02-13,56.6697
2022-02-14,56.1907
2022-02-15,60.384
2022-02-16,59.4122
2022-02-17,55.1798
2022-02-18,55.6611
2022-02-19,55.6611
2022-02-20,55.6611
2022-02-21,55.6611
2022-02-22,56.4628
2022-02-23,55.4907
2022-02-24,52.5857
2022-02-25,57.4466
2022-02-26,57.4466
2022-02-27,57.4466
2022-02-28,57.5981
2022-03-01,51.0615
2022-03-02,55.278
2022-03-03,54.1219
2022-03-04,49.3815
2022-03-05,49.3815
2022-03-06,49.3815
2022-03-07,46.2646
2022-03-08,46.2769
2022-03-09,50.803
2022-03-10,50.5215
2022-03-11,51.868
2022-03-12,51.868
2022-03-13,51.868
2022-03-14,50.9163
2022-03-15,50.1061
2022-03-16,53.778
2022-03-17,50.0479
2022-03-18,50.7952
2022-03-19,50.7952
2022-03-20,50.7952
2022-03-21,48.417
2022-03-22,50.1586
2022-03-23,47.039
2022-03-24,47.8554
2022-03-25,48.6738
2022-03-26,48.6738
2022-03-27,48.6738
2022-03-28,47.8124
2022-03-29,50.7406
2022-03-30,48.3707
2022-03-31,46.8217
2022-04-01,46.317
2022-04-02,46.317
2022-04-03,46.317
2022-04-04,45.4553
2022-04-05,44.2725
2022-04-06,43.2561
2022-04-07,42.4534
2022-04-08,42.3147
2022-04-09,42.3147
2022-04-10,42.3147
2022-04-11,42.6332
2022-04-12,42.7043
2022-04-13,44.0396
2022-04-14,43.465
2022-04-15,43.465
2022-04-16,43.465
2022-04-17,43.465
2022-04-18,43.5993
2022-04-19,48.3535
2022-04-20,50.2956
2022-04-21,50.2051
2022-04-22,45.7396
2022-04-23,45.7396
2022-04-24,45.7396
2022-04-25,45.3305
2022-04-26,42.988
2022-04-27,42.5269
2022-04-28,44.5447
2022-04-29,44.4759
2022-04-30,44.4759
2022-05-01,44.4759
2022-05-02,44.4286
2022-05-03,45.5514
2022-05-04,49.778
2022-05-05,46.5823
2022-05-06,47.8312
2022-05-07,47.8312
2022-05-08,47.8312
2022-05-09,45.9549
2022-05-10,43.2496
2022-05-11,42.2709
2022-05-12,42.7692
2022-05-13,44.1482
2022-05-14,44.1482
2022-05-15,44.1482
2022-05-16,43.2761
2022-05-17,47.0359
2022-05-18,45.0469
2022-05-19,44.3171
2022-05-20,44.419
2022-05-21,44.419
2022-05-22,44.419
2022-05-23,46.2222
2022-05-24,46.2097
2022-05-25,48.6395
2022-05-26,51.3818
2022-05-27,52.7134
2022-05-28,52.7134
2022-05-29,52.7134
2022-05-30,52.7134
2022-05-31,52.4419
2022-06-01,50.3119
2022-06-02,51.9304
2022-06-03,53.0036
2022-06-04,53.0036
2022-06-05,53.0036
2022-06-06,52.5155
2022-06-07,53.9898
2022-06-08,51.1622
2022-06-09,48.5327
2022-06-10,45.9249
2022-06-11,45.9249
2022-06-12,45.9249
2022-06-13,44.4005
2022-06-14,45.295
2022-06-15,46.0433
2022-06-16,42.8196
2022-06-17,44.5118
2022-06-18,44.5118
2022-06-19,44.5118
2022-06-20,44.5118
2022-06-21,47.9412
2022-06-22,48.3386
2022-06-23,47.7021
2022-06-24,51.3914
2022-06-25,51.3914
2022-06-26,51.3914
2022-06-27,50.3418
2022-06-28,50.138
2022-06-29,48.9362
2022-06-30,48.2026
2022-07-01,49.0656
2022-07-02,49.0656
2022-07-03,49.0656
2022-07-04,49.0656
2022-07-05,48.7099
2022-07-06,47.3878
2022-07-07,48.4462
2022-07-08,47.3309
2022-07-09,47.3309
2022-07-10,47.3309
2022-07-11,45.5962
2022-07-12,46.0947
2022-07-13,44.1422
2022-07-14,43.0114
2022-07-15,47.1312
2022-07-16,47.1312
2022-07-17,47.1312
2022-07-18,47.5442
2022-07-19,51.7984
2022-07-20,53.4353
2022-07-21,53.1373
2022-07-22,51.8308
2022-07-23,51.8308
2022-07-24,51.8308
2022-07-25,55.1308
2022-07-26,54.5668
2022-07-27,57.4125
2022-07-28,57.9061
2022-07-29,59.2144
2022-07-30,59.2144
2022-07-31,59.2144
2022-08-01,56.176
2022-08-02,53.9488
2022-08-03,55.2977
2022-08-04,53.3666
2022-08-05,54.5024
2022-08-06,54.5024
2022-08-07,54.5024
2022-08-08,55.1407
2022-08-09,54.8918
2022-08-10,55.9346
2022-08-11,57.023
2022-08-12,59.2609
2022-08-13,59.2609
2022-08-14,59.2609
2022-08-15,59.7027
2022-08-16,60.3257
2022-08-17,58.4004
2022-08-18,58.8975
2022-08-19,56.609
2022-08-20,56.609
2022-08-21,56.609
2022-08-22,53.1318
2022-08-23,51.4715
2022-08-24,50.7983
2022-08-25,53.119
2022-08-26,50.1499
2022-08-27,50.1499
2022-08-28,50.1499
2022-08-29,48.8918
2022-08-30,47.5806
2022-08-31,46.2238
2022-09-01,46.0744
2022-09-02,46.0744
2022-09-03,46.0744
2022-09-04,46.0744
2022-09-05,46.0744
2022-09-06,45.0159
2022-09-07,47.8415
2022-09-08,51.174
2022-09-09,53.3731
2022-09-10,53.3731
2022-09-11,53.3731
2022-09-12,53.9324
2022-09-13,49.6376
2022-09-14,50.754
2022-09-15,52.4585
2022-09-16,51.365
2022-09-17,51.365
2022-09-18,51.365
2022-09-19,54.3761
2022-09-20,53.0145
2022-09-21,50.883
2022-09-22,47.8447
2022-09-23,47.362
2022-09-24,47.362
2022-09-25,47.362
2022-09-26,47.0495
2022-09-27,45.7123
2022-09-28,51.368
2022-09-29,48.6995
2022-09-30,48.3265
2022-10-01,48.3265
2022-10-02,48.3265
2022-10-03,49.7806
2022-10-04,54.3416
2022-10-05,54.6682
2022-10-06,54.935
2022-10-07,52.7049
2022-10-08,52.7049
2022-10-09,52.7049
2022-10-10,52.06
2022-10-11,51.1753
2022-10-12,52.7046
2022-10-13,59.0326
2022-10-14,58.4232
2022-10-15,58.4232
2022-10-16,58.4232
2022-10-17,60.863
2022-10-18,60.9289
2022-10-19,59.5125
2022-10-20,53.2363
2022-10-21,54.3633
2022-10-22,54.3633
2022-10-23,54.3633
2022-10-24,54.9679
2022-10-25,58.1839
2022-10-26,57.1702
2022-10-27,56.2638
2022-10-28,59.307
2022-10-29,59.307
2022-10-30,59.307
2022-10-31,59.8124
2022-11-01,60.0527
2022-11-02,56.2276
2022-11-03,54.9264
2022-11-04,58.0971
2022-11-05,58.0971
2022-11-06,58.0971
2022-11-07,58.2297
2022-11-08,57.2149
2022-11-09,56.1654
2022-11-10,57.8603
2022-11-11,52.6948
2022-11-12,52.6948
2022-11-13,52.6948
2022-11-14,53.5333
2022-11-15,52.4721
2022-11-16,50.3122
2022-11-17,49.4933
2022-11-18,51.8458
2022-11-19,51.8458
2022-11-20,51.8458
2022-11-21,53.0099
2022-11-22,54.4008
2022-11-23,53.7924
2022-11-24,53.7924
2022-11-25,54.3845
2022-11-26,54.3845
2022-11-27,54.3845
2022-11-28,50.8117
2022-11-29,51.0027
2022-11-30,53.9253
2022-12-01,52.7327
2022-12-02,52.7994
2022-12-03,52.7994
2022-12-04,52.7994
2022-12-05,46.5275
2022-12-06,45.4871
2022-12-07,45.2921
2022-12-08,44.4666
2022-12-09,43.108
2022-12-10,43.108
2022-12-11,43.108
2022-12-12,43.6329
2022-12-13,40.6685
2022-12-14,39.7592
2022-12-15,38.0937
2022-12-16,37.4549
2022-12-17,37.4549
2022-12-18,37.4549
2022-12-19,39.3353
2022-12-20,39.4734
2022-12-21,41.2721
2022-12-22,41.0899
2022-12-23,41.4818
2022-12-24,41.4818
2022-12-25,41.4818
2022-12-26,41.4818
2022-12-27,41.7189
2022-12-28,40.4667
2022-12-29,42.368
2022-12-30,41.5603
2022-12-31,41.5603
2023-01-01,41.5603
2023-01-02,41.5603
2023-01-03,41.1277
2023-01-04,42.3308
2023-01-05,42.5072
2023-01-06,48.4687
2023-01-07,48.4687
2023-01-08,48.4687
2023-01-09,47.7986
2023-01-10,49.6088
2023-01-11,49.9413
2023-01-12,51.8638
2023-01-13,51.6708
2023-01-14,51.6708
2023-01-15,51.6708
2023-01-16,51.6708
2023-01-17,49.0774
2023-01-18,42.897
2023-01-19,41.6538
2023-01-20,45.4846
2023-01-21,45.4846
2023-01-22,45.4846
2023-01-23,45.6159
2023-01-24,43.6314
2023-01-25,44.1991
2023-01-26,45.54
2023-01-27,45.3377
2023-01-28,45.3377
2023-01-29,45.3377
2023-01-30,44.2626
2023-01-31,49.6232
2023-02-01,50.3162
2023-02-02,53.0761
2023-02-03,53.2207
2023-02-04,53.2207
2023-02-05,53.2207
2023-02-06,52.1408
2023-02-07,52.9611
2023-02-08,50.9374
2023-02-09,49.0665
2023-02-10,49.3485
2023-02-11,49.3485
2023-02-12,49.3485
2023-02-13,51.443
2023-02-14,51.8133
2023-02-15,54.2314
2023-02-16,51.6213
2023-02-17,53.9595
2023-02-18,53.9595
2023-02-19,53.9595
2023-02-20,53.9595
2023-02-21,51.183
2023-02-22,51.4786
2023-02-23,51.2421
2023-02-24,52.5
2023-02-25,52.5
2023-02-26,52.5
2023-02-27,51.9665
2023-02-28,51.1247
2023-03-01,50.459
2023-03-02,48.0619
2023-03-03,49.5108
2023-03-04,49.5108
2023-03-05,49.5108
2023-03-06,54.2775
2023-03-07,49.6315
2023-03-08,49.1756
2023-03-09,42.5046
2023-03-10,44.0455
2023-03-11,44.0455
2023-03-12,44.0455
2023-03-13,36.9231
2023-03-14,45.7486
2023-03-15,43.9387
2023-03-16,46.3294
2023-03-17,43.4676
2023-03-18,43.4676
2023-03-19,43.4676
2023-03-20,43.0837
2023-03-21,46.9938
2023-03-22,42.7613
