,BRK/A US Equity
2023-03-18,42.0702
2023-03-19,42.0702
2023-03-20,47.2975
2023-03-21,48.9629
2023-03-22,47.3291
2023-03-23,46.3698
2023-03-24,46.4916
2023-03-25,46.4916
2023-03-26,46.4916
2023-03-27,48.3189
2023-03-28,48.7681
2023-03-29,49.9505
2023-03-30,49.8277
2023-03-31,51.306
2023-04-01,51.306
2023-04-02,51.306
2023-04-03,52.8704
2023-04-04,51.998
2023-04-05,53.4509
2023-04-06,55.7956
2023-04-07,55.7956
2023-04-08,55.7956
2023-04-09,55.7956
2023-04-10,55.131
2023-04-11,56.657
2023-04-12,57.5938
2023-04-13,59.9988
2023-04-14,61.6238
2023-04-15,61.6238
2023-04-16,61.6238
2023-04-17,62.1998
2023-04-18,61.3475
2023-04-19,60.7137
2023-04-20,61.1619
2023-04-21,61.1975
2023-04-22,61.1975
2023-04-23,61.1975
2023-04-24,61.8329
2023-04-25,60.1013
2023-04-26,58.1619
2023-04-27,61.1092
2023-04-28,62.1781
2023-04-29,62.1781
2023-04-30,62.1781
2023-05-01,62.3531
2023-05-02,57.4355
2023-05-03,54.7946
2023-05-04,55.1572
2023-05-05,56.0552
2023-05-06,56.0552
2023-05-07,56.0552
2023-05-08,58.0069
2023-05-09,58.7416
2023-05-10,55.2422
2023-05-11,55.6328
2023-05-12,54.7347
2023-05-13,54.7347
2023-05-14,54.7347
2023-05-15,56.6153
2023-05-16,57.6644
2023-05-17,58.4215
2023-05-18,59.8327
2023-05-19,60.8565
2023-05-20,60.8565
2023-05-21,60.8565
2023-05-22,57.5965
2023-05-23,53.1087
2023-05-24,50.6868
2023-05-25,49.5913
2023-05-26,50.7382
2023-05-27,50.7382
2023-05-28,50.7382
2023-05-29,50.7382
2023-05-30,51.8394
2023-05-31,51.2863
2023-06-01,53.004
2023-06-02,57.3121
2023-06-03,57.3121
2023-06-04,57.3121
2023-06-05,55.3678
2023-06-06,58.6698
2023-06-07,59.8608
2023-06-08,60.0988
2023-06-09,59.2529
2023-06-10,59.2529
2023-06-11,59.2529
2023-06-12,58.3216
2023-06-13,59.9705
2023-06-14,58.1018
2023-06-15,60.337
2023-06-16,59.1164
2023-06-17,59.1164
2023-06-18,59.1164
2023-06-19,59.1164
2023-06-20,59.4712
2023-06-21,59.6576
2023-06-22,57.5128
2023-06-23,56.7388
2023-06-24,56.7388
2023-06-25,56.7388
2023-06-26,55.1815
2023-06-27,56.6503
2023-06-28,54.6176
2023-06-29,56.9012
2023-06-30,59.012
2023-07-01,59.012
2023-07-02,59.012
2023-07-03,59.6202
2023-07-04,59.6202
2023-07-05,60.1906
2023-07-06,59.513
2023-07-07,60.2157
2023-07-08,60.2157
2023-07-09,60.2157
2023-07-10,57.6648
2023-07-11,59.3527
2023-07-12,60.8775
2023-07-13,58.8487
2023-07-14,56.4348
2023-07-15,56.4348
2023-07-16,56.4348
2023-07-17,58.8393
2023-07-18,59.3158
2023-07-19,56.9947
2023-07-20,59.2241
2023-07-21,59.7913
2023-07-22,59.7913
2023-07-23,59.7913
2023-07-24,61.584
2023-07-25,59.2438
2023-07-26,60.5195
2023-07-27,60.3777
2023-07-28,60.9319
2023-07-29,60.9319
2023-07-30,60.9319
2023-07-31,61.7959
2023-08-01,61.1838
2023-08-02,60.81
2023-08-03,63.5729
2023-08-04,59.1399
2023-08-05,59.1399
2023-08-06,59.1399
2023-08-07,65.3312
2023-08-08,65.6781
2023-08-09,61.4656
2023-08-10,60.6425
2023-08-11,60.2357
2023-08-12,60.2357
2023-08-13,60.2357
2023-08-14,60.3239
2023-08-15,57.6536
2023-08-16,57.3362
2023-08-17,56.4525
2023-08-18,56.4503
2023-08-19,56.4503
2023-08-20,56.4503
2023-08-21,55.8366
2023-08-22,54.2734
2023-08-23,56.6066
2023-08-24,56.8767
2023-08-25,57.8334
2023-08-26,57.8334
2023-08-27,57.8334
2023-08-28,57.5981
2023-08-29,59.3256
2023-08-30,60.8783
2023-08-31,60.4821
2023-09-01,61.833
2023-09-02,61.833
2023-09-03,61.833
2023-09-04,61.833
2023-09-05,59.66
2023-09-06,60.525
2023-09-07,60.6409
2023-09-08,61.7074
2023-09-09,61.7074
2023-09-10,61.7074
2023-09-11,63.329
2023-09-12,64.1755
2023-09-13,64.3935
2023-09-14,65.8984
2023-09-15,64.2363
2023-09-16,64.2363
2023-09-17,64.2363
2023-09-18,65.5602
2023-09-19,65.6688
2023-09-20,60.9346
2023-09-21,57.2828
2023-09-22,54.3591
2023-09-23,54.3591
2023-09-24,54.3591
2023-09-25,55.408
2023-09-26,53.92
2023-09-27,51.9633
2023-09-28,51.172
2023-09-29,46.1383
2023-09-30,46.1383
2023-10-01,46.1383
2023-10-02,44.4847
2023-10-03,41.8213
2023-10-04,41.717
2023-10-05,42.8477
2023-10-06,43.978
2023-10-07,43.978
2023-10-08,43.978
2023-10-09,43.1631
2023-10-10,46.0482
2023-10-11,46.2175
2023-10-12,44.0945
2023-10-13,43.2271
2023-10-14,43.2271
2023-10-15,43.2271
2023-10-16,46.1091
2023-10-17,46.2715
2023-10-18,41.7258
2023-10-19,40.6108
2023-10-20,38.7333
2023-10-21,38.7333
2023-10-22,38.7333
2023-10-23,39.6843
2023-10-24,42.012
2023-10-25,40.3578
2023-10-26,39.4093
2023-10-27,36.7577
2023-10-28,36.7577
2023-10-29,36.7577
2023-10-30,42.5029
2023-10-31,45.0401
2023-11-01,47.9946
2023-11-02,51.0249
2023-11-03,52.5334
2023-11-04,52.5334
2023-11-05,52.5334
2023-11-06,49.2101
2023-11-07,48.7038
2023-11-08,49.3398
2023-11-09,50.0661
2023-11-10,51.7405
2023-11-11,51.7405
2023-11-12,51.7405
2023-11-13,51.449
2023-11-14,54.1786
2023-11-15,56.2994
2023-11-16,57.9325
2023-11-17,56.6378
2023-11-18,56.6378
2023-11-19,56.6378
2023-11-20,58.0829
2023-11-21,57.9672
2023-11-22,58.7307
2023-11-23,58.7307
2023-11-24,58.719
2023-11-25,58.719
2023-11-26,58.719
2023-11-27,57.5072
2023-11-28,57.165
2023-11-29,55.4103
2023-11-30,56.3434
2023-12-01,54.2898
2023-12-02,54.2898
2023-12-03,54.2898
2023-12-04,54.2787
2023-12-05,52.434
2023-12-06,50.1736
2023-12-07,51.5462
2023-12-08,52.7147
2023-12-09,52.7147
2023-12-10,52.7147
2023-12-11,56.1209
2023-12-12,57.1981
2023-12-13,60.051
2023-12-14,56.4661
2023-12-15,53.573
2023-12-16,53.573
2023-12-17,53.573
2023-12-18,56.4993
2023-12-19,57.9189
2023-12-20,52.3587
2023-12-21,51.0845
2023-12-22,51.7932
2023-12-23,51.7932
2023-12-24,51.7932
2023-12-25,51.7932
2023-12-26,52.256
2023-12-27,52.3087
2023-12-28,52.8926
2023-12-29,51.6496
2023-12-30,51.6496
2023-12-31,51.6496
2024-01-01,51.6496
2024-01-02,54.9521
2024-01-03,57.5736
2024-01-04,55.1865
2024-01-05,56.3311
2024-01-06,56.3311
2024-01-07,56.3311
2024-01-08,58.1332
2024-01-09,56.897
2024-01-10,57.3456
2024-01-11,54.1904
2024-01-12,54.2368
2024-01-13,54.2368
2024-01-14,54.2368
2024-01-15,54.2368
2024-01-16,52.0154
2024-01-17,50.8722
2024-01-18,52.8676
2024-01-19,56.0291
2024-01-20,56.0291
2024-01-21,56.0291
2024-01-22,56.6962
2024-01-23,59.0257
2024-01-24,61.5436
2024-01-25,63.3265
2024-01-26,65.2646
2024-01-27,65.2646
2024-01-28,65.2646
2024-01-29,63.2762
2024-01-30,65.1229
2024-01-31,61.4993
2024-02-01,62.6548
2024-02-02,65.0488
2024-02-03,65.0488
2024-02-04,65.0488
2024-02-05,64.9975
2024-02-06,65.8759
2024-02-07,67.8274
2024-02-08,66.5213
2024-02-09,67.1166
2024-02-10,67.1166
2024-02-11,67.1166
2024-02-12,65.9568
2024-02-13,64.0976
2024-02-14,66.267
2024-02-15,67.9482
2024-02-16,68.7762
2024-02-17,68.7762
2024-02-18,68.7762
2024-02-19,68.7762
2024-02-20,69.5807
2024-02-21,70.5748
2024-02-22,72.608
2024-02-23,73.3739
2024-02-24,73.3739
2024-02-25,73.3739
2024-02-26,65.8181
2024-02-27,66.3317
2024-02-28,67.3132
2024-02-29,64.9684
2024-03-01,63.6436
2024-03-02,63.6436
2024-03-03,63.6436
2024-03-04,60.7673
2024-03-05,59.0972
2024-03-06,60.0122
2024-03-07,59.0987
2024-03-08,60.4759
2024-03-09,60.4759
2024-03-10,60.4759
2024-03-11,59.4902
2024-03-12,60.1492
2024-03-13,61.5372
2024-03-14,60.8052
2024-03-15,62.6545
2024-03-16,62.6545
2024-03-17,62.6545
2024-03-18,62.5171
2024-03-19,64.0897
2024-03-20,65.7915
2024-03-21,63.9511
2024-03-22,62.8173
2024-03-23,62.8173
2024-03-24,62.8173
2024-03-25,60.8935
2024-03-26,61.8761
2024-03-27,64.2115
2024-03-28,65.665
2024-03-29,65.665
2024-03-30,65.665
2024-03-31,65.665
2024-04-01,65.4316
2024-04-02,63.308
2024-04-03,64.4595
2024-04-04,61.4326
2024-04-05,62.3782
2024-04-06,62.3782
2024-04-07,62.3782
2024-04-08,60.9521
