,BLKB US Equity
2021-01-30,61.4442
2021-01-31,61.4442
2021-02-01,61.7704
2021-02-02,62.5086
2021-02-03,63.2162
2021-02-04,64.3409
2021-02-05,66.8267
2021-02-06,66.8267
2021-02-07,66.8267
2021-02-08,68.805
2021-02-09,73.3436
2021-02-10,74.2581
2021-02-11,74.7687
2021-02-12,69.4015
2021-02-13,69.4015
2021-02-14,69.4015
2021-02-15,69.4015
2021-02-16,62.5226
2021-02-17,61.5319
2021-02-18,62.2697
2021-02-19,61.3214
2021-02-20,61.3214
2021-02-21,61.3214
2021-02-22,60.7973
2021-02-23,60.0829
2021-02-24,60.2069
2021-02-25,56.3829
2021-02-26,54.7133
2021-02-27,54.7133
2021-02-28,54.7133
2021-03-01,56.8704
2021-03-02,57.016
2021-03-03,56.3363
2021-03-04,52.8059
2021-03-05,54.5095
2021-03-06,54.5095
2021-03-07,54.5095
2021-03-08,56.1205
2021-03-09,55.4091
2021-03-10,58.4272
2021-03-11,60.3241
2021-03-12,60.2507
2021-03-13,60.2507
2021-03-14,60.2507
2021-03-15,60.3007
2021-03-16,56.4471
2021-03-17,57.4909
2021-03-18,51.1792
2021-03-19,54.1455
2021-03-20,54.1455
2021-03-21,54.1455
2021-03-22,55.61
2021-03-23,53.1428
2021-03-24,50.9755
2021-03-25,52.7447
2021-03-26,56.4121
2021-03-27,56.4121
2021-03-28,56.4121
2021-03-29,52.1043
2021-03-30,52.165
2021-03-31,53.2568
2021-04-01,53.4421
2021-04-02,53.4421
2021-04-03,53.4421
2021-04-04,53.4421
2021-04-05,54.5114
2021-04-06,54.4062
2021-04-07,52.2309
2021-04-08,54.3826
2021-04-09,53.9972
2021-04-10,53.9972
2021-04-11,53.9972
2021-04-12,53.3531
2021-04-13,51.845
2021-04-14,51.916
2021-04-15,51.8527
2021-04-16,53.5795
2021-04-17,53.5795
2021-04-18,53.5795
2021-04-19,51.8672
2021-04-20,49.6924
2021-04-21,51.4791
2021-04-22,51.3671
2021-04-23,52.0148
2021-04-24,52.0148
2021-04-25,52.0148
2021-04-26,54.5495
2021-04-27,53.6867
2021-04-28,57.3697
2021-04-29,51.2956
2021-04-30,51.6302
2021-05-01,51.6302
2021-05-02,51.6302
2021-05-03,48.2043
2021-05-04,46.0195
2021-05-05,44.6572
2021-05-06,46.3754
2021-05-07,46.2702
2021-05-08,46.2702
2021-05-09,46.2702
2021-05-10,45.0542
2021-05-11,47.192
2021-05-12,47.9565
2021-05-13,48.7547
2021-05-14,50.0054
2021-05-15,50.0054
2021-05-16,50.0054
2021-05-17,50.5385
2021-05-18,50.6938
2021-05-19,49.7719
2021-05-20,51.1426
2021-05-21,51.7199
2021-05-22,51.7199
2021-05-23,51.7199
2021-05-24,51.4405
2021-05-25,50.2812
2021-05-26,51.879
2021-05-27,51.7144
2021-05-28,52.1507
2021-05-29,52.1507
2021-05-30,52.1507
2021-05-31,52.1507
2021-06-01,52.0922
2021-06-02,53.9085
2021-06-03,53.702
2021-06-04,56.7043
2021-06-05,56.7043
2021-06-06,56.7043
2021-06-07,55.1607
2021-06-08,59.4187
2021-06-09,57.4677
2021-06-10,59.3058
2021-06-11,60.5338
2021-06-12,60.5338
2021-06-13,60.5338
2021-06-14,60.2312
2021-06-15,58.6289
2021-06-16,59.8387
2021-06-17,61.1588
2021-06-18,57.9538
2021-06-19,57.9538
2021-06-20,57.9538
2021-06-21,60.2127
2021-06-22,60.803
2021-06-23,61.2281
2021-06-24,62.4224
2021-06-25,62.4787
2021-06-26,62.4787
2021-06-27,62.4787
2021-06-28,61.9271
2021-06-29,59.133
2021-06-30,56.8369
2021-07-01,57.63
2021-07-02,57.4707
2021-07-03,57.4707
2021-07-04,57.4707
2021-07-05,57.4707
2021-07-06,56.1404
2021-07-07,55.1164
2021-07-08,51.9164
2021-07-09,53.5669
2021-07-10,53.5669
2021-07-11,53.5669
2021-07-12,50.9271
2021-07-13,48.3275
2021-07-14,46.8684
2021-07-15,45.3446
2021-07-16,44.7776
2021-07-17,44.7776
2021-07-18,44.7776
2021-07-19,43.1386
2021-07-20,45.7188
2021-07-21,47.2099
2021-07-22,44.6542
2021-07-23,47.5115
2021-07-24,47.5115
2021-07-25,47.5115
2021-07-26,48.9435
2021-07-27,45.2681
2021-07-28,47.7794
2021-07-29,48.2143
2021-07-30,47.2931
2021-07-31,47.2931
2021-08-01,47.2931
2021-08-02,46.342
2021-08-03,46.7523
2021-08-04,45.1109
2021-08-05,47.3355
2021-08-06,50.2775
2021-08-07,50.2775
2021-08-08,50.2775
2021-08-09,46.1775
2021-08-10,44.8405
2021-08-11,47.1197
2021-08-12,44.1602
2021-08-13,43.6998
2021-08-14,43.6998
2021-08-15,43.6998
2021-08-16,42.0373
2021-08-17,39.587
2021-08-18,36.3442
2021-08-19,40.5
2021-08-20,41.9675
2021-08-21,41.9675
2021-08-22,41.9675
2021-08-23,44.4949
2021-08-24,46.1302
2021-08-25,45.924
2021-08-26,45.6975
2021-08-27,48.649
2021-08-28,48.649
2021-08-29,48.649
2021-08-30,48.1365
2021-08-31,48.4874
2021-09-01,50.2121
2021-09-02,50.8484
2021-09-03,51.3868
2021-09-04,51.3868
2021-09-05,51.3868
2021-09-06,51.3868
2021-09-07,44.7456
2021-09-08,46.0774
2021-09-09,45.0002
2021-09-10,44.6701
2021-09-11,44.6701
2021-09-12,44.6701
2021-09-13,46.6394
2021-09-14,46.0374
2021-09-15,45.6365
2021-09-16,46.3708
2021-09-17,49.4385
2021-09-18,49.4385
2021-09-19,49.4385
2021-09-20,46.9947
2021-09-21,47.2551
2021-09-22,50.2701
2021-09-23,54.7557
2021-09-24,54.2674
2021-09-25,54.2674
2021-09-26,54.2674
2021-09-27,53.826
2021-09-28,52.6088
2021-09-29,52.8594
2021-09-30,50.3437
2021-10-01,54.241
2021-10-02,54.241
2021-10-03,54.241
2021-10-04,53.3276
2021-10-05,54.5316
2021-10-06,53.9819
2021-10-07,57.0693
2021-10-08,54.7513
2021-10-09,54.7513
2021-10-10,54.7513
2021-10-11,53.6066
2021-10-12,52.8507
2021-10-13,52.2558
2021-10-14,56.2955
2021-10-15,56.831
2021-10-16,56.831
2021-10-17,56.831
2021-10-18,55.636
2021-10-19,55.6162
2021-10-20,53.9259
2021-10-21,55.6326
2021-10-22,53.6746
2021-10-23,53.6746
2021-10-24,53.6746
2021-10-25,52.0106
2021-10-26,51.6866
2021-10-27,46.4892
2021-10-28,49.4483
2021-10-29,49.0092
2021-10-30,49.0092
2021-10-31,49.0092
2021-11-01,50.6314
2021-11-02,50.8228
2021-11-03,52.4862
2021-11-04,65.6914
2021-11-05,66.1976
2021-11-06,66.1976
2021-11-07,66.1976
2021-11-08,68.2752
2021-11-09,66.3448
2021-11-10,63.4904
2021-11-11,64.1158
2021-11-12,62.2162
2021-11-13,62.2162
2021-11-14,62.2162
2021-11-15,60.8996
2021-11-16,60.0674
2021-11-17,57.143
2021-11-18,58.2467
2021-11-19,60.2424
2021-11-20,60.2424
2021-11-21,60.2424
2021-11-22,58.0458
2021-11-23,56.6117
2021-11-24,55.8056
2021-11-25,55.8056
2021-11-26,51.991
2021-11-27,51.991
2021-11-28,51.991
2021-11-29,50.4617
2021-11-30,49.1941
2021-12-01,44.6067
2021-12-02,46.787
2021-12-03,44.7129
2021-12-04,44.7129
2021-12-05,44.7129
2021-12-06,48.9286
2021-12-07,51.9359
2021-12-08,53.2544
2021-12-09,53.0142
2021-12-10,53.1523
2021-12-11,53.1523
2021-12-12,53.1523
2021-12-13,52.8844
2021-12-14,51.9099
2021-12-15,55.1735
2021-12-16,52.5827
2021-12-17,53.067
2021-12-18,53.067
2021-12-19,53.067
2021-12-20,50.7771
2021-12-21,54.0803
2021-12-22,55.4724
2021-12-23,56.0584
2021-12-24,56.0584
2021-12-25,56.0584
2021-12-26,56.0584
2021-12-27,57.2335
2021-12-28,55.3238
2021-12-29,54.8229
2021-12-30,53.5277
2021-12-31,52.0238
2022-01-01,52.0238
2022-01-02,52.0238
2022-01-03,52.538
2022-01-04,50.7406
2022-01-05,43.5215
2022-01-06,42.6124
2022-01-07,40.9615
2022-01-08,40.9615
2022-01-09,40.9615
2022-01-10,44.8247
2022-01-11,46.3646
2022-01-12,45.6362
2022-01-13,45.1399
2022-01-14,44.7459
2022-01-15,44.7459
2022-01-16,44.7459
2022-01-17,44.7459
2022-01-18,44.8013
2022-01-19,47.1176
2022-01-20,42.4605
2022-01-21,41.2457
2022-01-22,41.2457
2022-01-23,41.2457
2022-01-24,44.9296
2022-01-25,41.1383
2022-01-26,39.0581
2022-01-27,40.793
2022-01-28,42.9222
2022-01-29,42.9222
2022-01-30,42.9222
2022-01-31,43.4268
2022-02-01,43.0904
2022-02-02,41.8169
2022-02-03,39.4673
2022-02-04,40.2053
2022-02-05,40.2053
2022-02-06,40.2053
2022-02-07,41.8587
2022-02-08,44.2878
2022-02-09,47.9979
2022-02-10,45.4015
2022-02-11,43.7473
2022-02-12,43.7473
2022-02-13,43.7473
2022-02-14,43.6252
2022-02-15,45.897
2022-02-16,45.3469
2022-02-17,42.0305
2022-02-18,40.5492
2022-02-19,40.5492
2022-02-20,40.5492
2022-02-21,40.5492
2022-02-22,39.9799
2022-02-23,37.2276
2022-02-24,42.269
2022-02-25,41.9056
2022-02-26,41.9056
2022-02-27,41.9056
2022-02-28,42.4649
2022-03-01,41.0556
2022-03-02,41.6614
2022-03-03,40.587
2022-03-04,39.9493
2022-03-05,39.9493
2022-03-06,39.9493
2022-03-07,38.9097
2022-03-08,37.8319
2022-03-09,41.6501
2022-03-10,42.0059
2022-03-11,41.4641
2022-03-12,41.4641
2022-03-13,41.4641
2022-03-14,43.5796
2022-03-15,43.914
2022-03-16,45.4827
2022-03-17,45.1933
2022-03-18,43.9713
2022-03-19,43.9713
2022-03-20,43.9713
2022-03-21,42.6323
2022-03-22,45.5534
2022-03-23,42.9584
2022-03-24,43.3987
2022-03-25,42.2238
2022-03-26,42.2238
2022-03-27,42.2238
2022-03-28,42.7398
2022-03-29,46.0913
2022-03-30,44.6368
2022-03-31,44.1315
2022-04-01,44.8868
2022-04-02,44.8868
2022-04-03,44.8868
2022-04-04,46.1332
2022-04-05,44.6301
2022-04-06,43.4017
2022-04-07,42.7925
2022-04-08,41.6383
2022-04-09,41.6383
2022-04-10,41.6383
2022-04-11,40.8566
2022-04-12,40.572
2022-04-13,42.6537
2022-04-14,41.7981
2022-04-15,41.7981
2022-04-16,41.7981
2022-04-17,41.7981
2022-04-18,41.5766
2022-04-19,44.5828
2022-04-20,43.5592
2022-04-21,41.9273
2022-04-22,39.7095
2022-04-23,39.7095
2022-04-24,39.7095
2022-04-25,42.5791
2022-04-26,41.2955
2022-04-27,41.4087
2022-04-28,45.6519
2022-04-29,45.7853
2022-04-30,45.7853
2022-05-01,45.7853
2022-05-02,47.0988
2022-05-03,44.9848
2022-05-04,44.3114
2022-05-05,40.0195
2022-05-06,40.6555
2022-05-07,40.6555
2022-05-08,40.6555
2022-05-09,40.1817
2022-05-10,36.4423
2022-05-11,38.4498
2022-05-12,39.3764
2022-05-13,44.2281
2022-05-14,44.2281
2022-05-15,44.2281
2022-05-16,47.865
2022-05-17,49.7642
2022-05-18,48.685
2022-05-19,51.5132
2022-05-20,54.6823
2022-05-21,54.6823
2022-05-22,54.6823
2022-05-23,52.864
2022-05-24,52.5914
2022-05-25,53.6259
2022-05-26,54.606
2022-05-27,55.0527
2022-05-28,55.0527
2022-05-29,55.0527
2022-05-30,55.0527
2022-05-31,55.3143
2022-06-01,55.4426
2022-06-02,57.2545
2022-06-03,56.2744
2022-06-04,56.2744
2022-06-05,56.2744
2022-06-06,53.1469
2022-06-07,55.3344
2022-06-08,51.4578
2022-06-09,49.7493
2022-06-10,49.5865
2022-06-11,49.5865
2022-06-12,49.5865
2022-06-13,44.5203
2022-06-14,45.1045
2022-06-15,46.0133
2022-06-16,42.4824
2022-06-17,44.6398
2022-06-18,44.6398
2022-06-19,44.6398
2022-06-20,44.6398
2022-06-21,45.4112
2022-06-22,45.3669
2022-06-23,47.9932
2022-06-24,50.7602
2022-06-25,50.7602
2022-06-26,50.7602
2022-06-27,51.5624
2022-06-28,48.679
2022-06-29,48.9017
2022-06-30,48.5627
2022-07-01,47.8398
2022-07-02,47.8398
2022-07-03,47.8398
2022-07-04,47.8398
2022-07-05,48.9327
2022-07-06,48.0936
2022-07-07,49.7808
2022-07-08,49.6872
2022-07-09,49.6872
2022-07-10,49.6872
2022-07-11,47.6618
2022-07-12,45.6006
2022-07-13,45.4766
2022-07-14,44.7834
2022-07-15,46.2174
2022-07-16,46.2174
2022-07-17,46.2174
2022-07-18,45.4042
2022-07-19,48.2743
2022-07-20,50.2084
2022-07-21,51.1188
2022-07-22,48.8854
2022-07-23,48.8854
2022-07-24,48.8854
2022-07-25,48.1508
2022-07-26,48.974
2022-07-27,52.3599
2022-07-28,53.4474
2022-07-29,54.0899
2022-07-30,54.0899
2022-07-31,54.0899
2022-08-01,54.2532
2022-08-02,54.0378
2022-08-03,48.314
2022-08-04,47.0492
2022-08-05,46.2193
2022-08-06,46.2193
2022-08-07,46.2193
2022-08-08,47.8873
2022-08-09,46.5203
2022-08-10,48.5513
2022-08-11,48.2187
2022-08-12,48.6459
2022-08-13,48.6459
2022-08-14,48.6459
2022-08-15,49.1602
2022-08-16,49.1766
2022-08-17,46.6467
2022-08-18,48.735
2022-08-19,47.1492
2022-08-20,47.1492
2022-08-21,47.1492
2022-08-22,46.3018
2022-08-23,45.1331
2022-08-24,45.5704
2022-08-25,47.5351
2022-08-26,44.6301
2022-08-27,44.6301
2022-08-28,44.6301
2022-08-29,43.8137
2022-08-30,42.4788
2022-08-31,41.5081
2022-09-01,40.6994
2022-09-02,40.018
2022-09-03,40.018
2022-09-04,40.018
2022-09-05,40.018
2022-09-06,38.5465
2022-09-07,40.2306
2022-09-08,39.0408
2022-09-09,40.6661
2022-09-10,40.6661
2022-09-11,40.6661
2022-09-12,41.6485
2022-09-13,36.7591
2022-09-14,37.2187
2022-09-15,36.1922
2022-09-16,35.6048
2022-09-17,35.6048
2022-09-18,35.6048
2022-09-19,34.5884
2022-09-20,33.539
2022-09-21,33.0381
2022-09-22,35.0454
2022-09-23,35.6947
2022-09-24,35.6947
2022-09-25,35.6947
2022-09-26,34.6953
2022-09-27,34.2878
2022-09-28,35.1738
2022-09-29,35.771
2022-09-30,34.3917
2022-10-01,34.3917
2022-10-02,34.3917
2022-10-03,36.7643
2022-10-04,52.0854
2022-10-05,50.4654
2022-10-06,50.6942
2022-10-07,50.0721
2022-10-08,50.0721
2022-10-09,50.0721
2022-10-10,50.007
2022-10-11,50.0909
2022-10-12,49.035
2022-10-13,52.1644
2022-10-14,51.4961
2022-10-15,51.4961
2022-10-16,51.4961
2022-10-17,51.2103
2022-10-18,53.512
2022-10-19,51.022
2022-10-20,50.424
2022-10-21,49.8903
2022-10-22,49.8903
2022-10-23,49.8903
2022-10-24,49.4928
2022-10-25,51.3164
2022-10-26,50.9171
2022-10-27,50.8586
2022-10-28,53.6322
2022-10-29,53.6322
2022-10-30,53.6322
2022-10-31,54.9051
2022-11-01,54.2926
2022-11-02,56.1091
2022-11-03,58.6585
2022-11-04,59.193
2022-11-05,59.193
2022-11-06,59.193
2022-11-07,61.3803
2022-11-08,56.7073
2022-11-09,56.3753
2022-11-10,60.7837
2022-11-11,60.7196
2022-11-12,60.7196
2022-11-13,60.7196
2022-11-14,58.6915
2022-11-15,59.7599
2022-11-16,56.4496
2022-11-17,56.2281
2022-11-18,55.9802
2022-11-19,55.9802
2022-11-20,55.9802
2022-11-21,54.59
2022-11-22,55.6942
2022-11-23,56.6669
2022-11-24,56.6669
2022-11-25,57.8069
2022-11-26,57.8069
2022-11-27,57.8069
2022-11-28,56.7328
2022-11-29,57.1447
2022-11-30,58.6381
2022-12-01,60.2345
2022-12-02,59.9901
2022-12-03,59.9901
2022-12-04,59.9901
2022-12-05,56.9085
2022-12-06,54.2919
2022-12-07,51.6464
2022-12-08,53.2185
2022-12-09,51.7474
2022-12-10,51.7474
2022-12-11,51.7474
2022-12-12,53.8301
2022-12-13,54.2315
2022-12-14,55.5049
2022-12-15,53.8016
2022-12-16,53.8586
2022-12-17,53.8586
2022-12-18,53.8586
2022-12-19,51.012
2022-12-20,52.7285
2022-12-21,54.5829
2022-12-22,54.1346
2022-12-23,54.2899
2022-12-24,54.2899
2022-12-25,54.2899
2022-12-26,54.2899
2022-12-27,54.4495
2022-12-28,54.1804
2022-12-29,56.8858
2022-12-30,55.0429
2022-12-31,55.0429
2023-01-01,55.0429
2023-01-02,55.0429
2023-01-03,57.0093
2023-01-04,58.0981
2023-01-05,55.6593
2023-01-06,59.5193
2023-01-07,59.5193
2023-01-08,59.5193
2023-01-09,58.2872
2023-01-10,59.0931
2023-01-11,58.6345
2023-01-12,59.3774
2023-01-13,58.3983
2023-01-14,58.3983
2023-01-15,58.3983
2023-01-16,58.3983
2023-01-17,57.7593
2023-01-18,56.5849
2023-01-19,55.9166
2023-01-20,56.9886
2023-01-21,56.9886
2023-01-22,56.9886
2023-01-23,60.7094
2023-01-24,61.761
2023-01-25,58.1071
2023-01-26,58.4675
2023-01-27,56.8951
2023-01-28,56.8951
2023-01-29,56.8951
2023-01-30,55.0269
2023-01-31,57.3414
2023-02-01,59.99
2023-02-02,59.1138
2023-02-03,57.7649
2023-02-04,57.7649
2023-02-05,57.7649
2023-02-06,55.4796
2023-02-07,57.0402
2023-02-08,54.1565
2023-02-09,54.3622
2023-02-10,53.0806
2023-02-11,53.0806
2023-02-12,53.0806
2023-02-13,53.6029
2023-02-14,46.2954
2023-02-15,50.3202
2023-02-16,46.4521
2023-02-17,47.8415
2023-02-18,47.8415
2023-02-19,47.8415
2023-02-20,47.8415
2023-02-21,46.843
2023-02-22,46.3244
2023-02-23,46.8247
2023-02-24,45.1771
2023-02-25,45.1771
2023-02-26,45.1771
2023-02-27,44.914
2023-02-28,42.5001
2023-03-01,43.0756
2023-03-02,43.5383
2023-03-03,44.7129
2023-03-04,44.7129
2023-03-05,44.7129
2023-03-06,43.7901
2023-03-07,43.2596
2023-03-08,43.6779
2023-03-09,43.5741
2023-03-10,42.0236
2023-03-11,42.0236
2023-03-12,42.0236
2023-03-13,38.6125
2023-03-14,44.5609
2023-03-15,43.5362
2023-03-16,49.5775
2023-03-17,48.0903
2023-03-18,48.0903
