,THG US Equity
2023-03-21,44.6561
2023-03-22,41.6461
2023-03-23,39.9482
2023-03-24,41.528
2023-03-25,41.528
2023-03-26,41.528
2023-03-27,42.1425
2023-03-28,43.3171
2023-03-29,44.7995
2023-03-30,46.0715
2023-03-31,46.4376
2023-04-01,46.4376
2023-04-02,46.4376
2023-04-03,47.0007
2023-04-04,45.8265
2023-04-05,45.6652
2023-04-06,47.1147
2023-04-07,47.1147
2023-04-08,47.1147
2023-04-09,47.1147
2023-04-10,48.4866
2023-04-11,47.7713
2023-04-12,46.7339
2023-04-13,46.575
2023-04-14,43.7522
2023-04-15,43.7522
2023-04-16,43.7522
2023-04-17,44.9254
2023-04-18,46.2492
2023-04-19,47.6479
2023-04-20,43.9697
2023-04-21,41.155
2023-04-22,41.155
2023-04-23,41.155
2023-04-24,40.0661
2023-04-25,38.6506
2023-04-26,37.6864
2023-04-27,40.5692
2023-04-28,41.1326
2023-04-29,41.1326
2023-04-30,41.1326
2023-05-01,41.1326
2023-05-02,38.9811
2023-05-03,43.707
2023-05-04,41.0494
2023-05-05,42.5231
2023-05-06,42.5231
2023-05-07,42.5231
2023-05-08,43.7168
2023-05-09,43.8544
2023-05-10,43.5663
2023-05-11,43.0841
2023-05-12,43.6144
2023-05-13,43.6144
2023-05-14,43.6144
2023-05-15,43.99
2023-05-16,43.4474
2023-05-17,44.16
2023-05-18,43.5049
2023-05-19,43.0904
2023-05-20,43.0904
2023-05-21,43.0904
2023-05-22,42.2476
2023-05-23,41.2271
2023-05-24,38.5501
2023-05-25,36.4731
2023-05-26,37.1169
2023-05-27,37.1169
2023-05-28,37.1169
2023-05-29,37.1169
2023-05-30,38.9652
2023-05-31,37.0913
2023-06-01,38.1175
2023-06-02,42.1068
2023-06-03,42.1068
2023-06-04,42.1068
2023-06-05,40.0276
2023-06-06,41.4129
2023-06-07,43.9767
2023-06-08,42.4342
2023-06-09,44.0895
2023-06-10,44.0895
2023-06-11,44.0895
2023-06-12,42.9652
2023-06-13,42.9652
2023-06-14,41.4941
2023-06-15,43.739
2023-06-16,45.6182
2023-06-17,45.6182
2023-06-18,45.6182
2023-06-19,45.6182
2023-06-20,44.2043
2023-06-21,44.1527
2023-06-22,42.5476
2023-06-23,40.6748
2023-06-24,40.6748
2023-06-25,40.6748
2023-06-26,41.9074
2023-06-27,42.6279
2023-06-28,41.0382
2023-06-29,43.4424
2023-06-30,44.8542
2023-07-01,44.8542
2023-07-02,44.8542
2023-07-03,45.0434
2023-07-04,45.0434
2023-07-05,42.4496
2023-07-06,44.875
2023-07-07,45.6209
2023-07-08,45.6209
2023-07-09,45.6209
2023-07-10,44.2173
2023-07-11,44.2452
2023-07-12,43.8701
2023-07-13,43.0351
2023-07-14,41.7514
2023-07-15,41.7514
2023-07-16,41.7514
2023-07-17,43.4505
2023-07-18,44.2985
2023-07-19,45.5652
2023-07-20,46.0337
2023-07-21,43.5448
2023-07-22,43.5448
2023-07-23,43.5448
2023-07-24,47.7859
2023-07-25,46.498
2023-07-26,49.1412
2023-07-27,48.1291
2023-07-28,47.8966
2023-07-29,47.8966
2023-07-30,47.8966
2023-07-31,48.17
2023-08-01,48.0602
2023-08-02,48.4554
2023-08-03,45.2243
2023-08-04,46.8403
2023-08-05,46.8403
2023-08-06,46.8403
2023-08-07,48.6777
2023-08-08,46.5103
2023-08-09,45.0867
2023-08-10,44.6586
2023-08-11,43.0195
2023-08-12,43.0195
2023-08-13,43.0195
2023-08-14,44.211
2023-08-15,42.5738
2023-08-16,42.6596
2023-08-17,40.1405
2023-08-18,40.2305
2023-08-19,40.2305
2023-08-20,40.2305
2023-08-21,39.4578
2023-08-22,37.2271
2023-08-23,37.7065
2023-08-24,37.7065
2023-08-25,39.8496
2023-08-26,39.8496
2023-08-27,39.8496
2023-08-28,39.7717
2023-08-29,40.0948
2023-08-30,40.7322
2023-08-31,42.2093
2023-09-01,45.3966
2023-09-02,45.3966
2023-09-03,45.3966
2023-09-04,45.3966
2023-09-05,42.9606
2023-09-06,42.3368
2023-09-07,43.0529
2023-09-08,39.9716
2023-09-09,39.9716
2023-09-10,39.9716
2023-09-11,43.7687
2023-09-12,47.9684
2023-09-13,49.1487
2023-09-14,52.5736
2023-09-15,52.5884
2023-09-16,52.5884
2023-09-17,52.5884
2023-09-18,54.7383
2023-09-19,53.9804
2023-09-20,55.7383
2023-09-21,54.92
2023-09-22,54.1865
2023-09-23,54.1865
2023-09-24,54.1865
2023-09-25,55.198
2023-09-26,52.2586
2023-09-27,50.7341
2023-09-28,51.5145
2023-09-29,51.4092
2023-09-30,51.4092
2023-10-01,51.4092
2023-10-02,49.6084
2023-10-03,50.2732
2023-10-04,51.3734
2023-10-05,52.309
2023-10-06,51.5115
2023-10-07,51.5115
2023-10-08,51.5115
2023-10-09,51.9088
2023-10-10,48.3683
2023-10-11,51.247
2023-10-12,52.5885
2023-10-13,57.2106
2023-10-14,57.2106
2023-10-15,57.2106
2023-10-16,61.874
2023-10-17,65.7756
2023-10-18,65.2051
2023-10-19,56.975
2023-10-20,54.5986
2023-10-21,54.5986
2023-10-22,54.5986
2023-10-23,55.5399
2023-10-24,56.7036
2023-10-25,56.4719
2023-10-26,56.728
2023-10-27,52.4848
2023-10-28,52.4848
2023-10-29,52.4848
2023-10-30,54.2241
2023-10-31,56.1395
2023-11-01,58.7501
2023-11-02,54.6157
2023-11-03,54.5737
2023-11-04,54.5737
2023-11-05,54.5737
2023-11-06,55.0973
2023-11-07,53.7999
2023-11-08,50.9946
2023-11-09,49.9228
2023-11-10,49.7201
2023-11-11,49.7201
2023-11-12,49.7201
2023-11-13,50.8352
2023-11-14,54.8155
2023-11-15,53.3082
2023-11-16,57.3204
2023-11-17,55.6524
2023-11-18,55.6524
2023-11-19,55.6524
2023-11-20,55.9696
2023-11-21,57.1804
2023-11-22,58.4507
2023-11-23,58.4507
2023-11-24,59.2553
2023-11-25,59.2553
2023-11-26,59.2553
2023-11-27,61.8575
2023-11-28,58.9519
2023-11-29,58.5133
2023-11-30,60.9
2023-12-01,61.6833
2023-12-02,61.6833
2023-12-03,61.6833
2023-12-04,63.3742
2023-12-05,64.2006
2023-12-06,62.5438
2023-12-07,62.6623
2023-12-08,62.6725
2023-12-09,62.6725
2023-12-10,62.6725
2023-12-11,63.7555
2023-12-12,64.0203
2023-12-13,60.6352
2023-12-14,58.2622
2023-12-15,56.0413
2023-12-16,56.0413
2023-12-17,56.0413
2023-12-18,57.4067
2023-12-19,56.3334
2023-12-20,53.0127
2023-12-21,52.3943
2023-12-22,53.9426
2023-12-23,53.9426
2023-12-24,53.9426
2023-12-25,53.9426
2023-12-26,53.7417
2023-12-27,52.406
2023-12-28,53.908
2023-12-29,53.3962
2023-12-30,53.3962
2023-12-31,53.3962
2024-01-01,53.3962
2024-01-02,55.4733
2024-01-03,54.2555
2024-01-04,55.7231
2024-01-05,56.9404
2024-01-06,56.9404
2024-01-07,56.9404
2024-01-08,54.9363
2024-01-09,53.9541
2024-01-10,54.2267
2024-01-11,54.2857
2024-01-12,54.6931
2024-01-13,54.6931
2024-01-14,54.6931
2024-01-15,54.6931
2024-01-16,54.7549
2024-01-17,55.26
2024-01-18,58.1166
2024-01-19,62.7509
2024-01-20,62.7509
2024-01-21,62.7509
2024-01-22,65.9979
2024-01-23,60.8608
2024-01-24,62.2495
2024-01-25,62.9875
2024-01-26,62.9691
2024-01-27,62.9691
2024-01-28,62.9691
2024-01-29,64.1219
2024-01-30,65.1078
2024-01-31,63.4402
2024-02-01,62.251
2024-02-02,61.3114
2024-02-03,61.3114
2024-02-04,61.3114
2024-02-05,60.2365
2024-02-06,61.3262
2024-02-07,59.1482
2024-02-08,60.3597
2024-02-09,61.4541
2024-02-10,61.4541
2024-02-11,61.4541
2024-02-12,64.1165
2024-02-13,62.5348
2024-02-14,65.1784
2024-02-15,66.0632
2024-02-16,64.6635
2024-02-17,64.6635
2024-02-18,64.6635
2024-02-19,64.6635
2024-02-20,61.6522
2024-02-21,59.6445
2024-02-22,61.2148
2024-02-23,62.3934
2024-02-24,62.3934
2024-02-25,62.3934
2024-02-26,60.6185
2024-02-27,59.9683
2024-02-28,58.1257
2024-02-29,54.9964
2024-03-01,50.8805
2024-03-02,50.8805
2024-03-03,50.8805
2024-03-04,50.0021
2024-03-05,51.5139
2024-03-06,54.8077
2024-03-07,53.9235
2024-03-08,52.3024
2024-03-09,52.3024
2024-03-10,52.3024
2024-03-11,52.894
2024-03-12,52.8617
2024-03-13,53.7814
2024-03-14,52.0527
2024-03-15,51.7353
2024-03-16,51.7353
2024-03-17,51.7353
2024-03-18,47.3932
2024-03-19,48.4791
2024-03-20,47.4655
2024-03-21,49.4404
2024-03-22,48.9215
2024-03-23,48.9215
2024-03-24,48.9215
2024-03-25,51.6268
2024-03-26,55.6963
2024-03-27,60.3027
2024-03-28,60.9982
2024-03-29,60.9982
2024-03-30,60.9982
2024-03-31,60.9982
2024-04-01,57.2745
2024-04-02,55.5213
2024-04-03,55.7692
2024-04-04,52.0063
2024-04-05,51.4342
2024-04-06,51.4342
2024-04-07,51.4342
2024-04-08,55.3471
