,GPC US Equity
2023-03-20,45.6077
2023-03-21,46.7367
2023-03-22,44.0753
2023-03-23,38.3487
2023-03-24,40.819
2023-03-25,40.819
2023-03-26,40.819
2023-03-27,42.7876
2023-03-28,44.8274
2023-03-29,45.8646
2023-03-30,47.4239
2023-03-31,49.8257
2023-04-01,49.8257
2023-04-02,49.8257
2023-04-03,50.5961
2023-04-04,47.8982
2023-04-05,45.9247
2023-04-06,46.0277
2023-04-07,46.0277
2023-04-08,46.0277
2023-04-09,46.0277
2023-04-10,48.1561
2023-04-11,48.6504
2023-04-12,49.7016
2023-04-13,47.7675
2023-04-14,48.4962
2023-04-15,48.4962
2023-04-16,48.4962
2023-04-17,49.5621
2023-04-18,49.7109
2023-04-19,49.738
2023-04-20,51.6411
2023-04-21,49.7123
2023-04-22,49.7123
2023-04-23,49.7123
2023-04-24,50.3337
2023-04-25,48.4572
2023-04-26,46.9455
2023-04-27,50.8125
2023-04-28,51.4243
2023-04-29,51.4243
2023-04-30,51.4243
2023-05-01,53.6484
2023-05-02,53.682
2023-05-03,54.5517
2023-05-04,53.8644
2023-05-05,55.9384
2023-05-06,55.9384
2023-05-07,55.9384
2023-05-08,54.7598
2023-05-09,55.2906
2023-05-10,55.7048
2023-05-11,53.4697
2023-05-12,52.419
2023-05-13,52.419
2023-05-14,52.419
2023-05-15,50.1238
2023-05-16,47.3718
2023-05-17,48.1949
2023-05-18,46.7027
2023-05-19,46.6932
2023-05-20,46.6932
2023-05-21,46.6932
2023-05-22,45.1777
2023-05-23,42.7551
2023-05-24,40.9464
2023-05-25,41.2216
2023-05-26,40.0955
2023-05-27,40.0955
2023-05-28,40.0955
2023-05-29,40.0955
2023-05-30,40.7082
2023-05-31,34.2268
2023-06-01,35.7331
2023-06-02,40.4332
2023-06-03,40.4332
2023-06-04,40.4332
2023-06-05,39.4574
2023-06-06,39.7914
2023-06-07,40.9816
2023-06-08,41.8676
2023-06-09,43.7154
2023-06-10,43.7154
2023-06-11,43.7154
2023-06-12,46.164
2023-06-13,47.1928
2023-06-14,46.8133
2023-06-15,49.7973
2023-06-16,49.6204
2023-06-17,49.6204
2023-06-18,49.6204
2023-06-19,49.6204
2023-06-20,47.786
2023-06-21,49.7093
2023-06-22,49.7296
2023-06-23,47.9024
2023-06-24,47.9024
2023-06-25,47.9024
2023-06-26,50.9548
2023-06-27,53.1466
2023-06-28,53.3248
2023-06-29,54.1977
2023-06-30,57.0599
2023-07-01,57.0599
2023-07-02,57.0599
2023-07-03,55.6526
2023-07-04,55.6526
2023-07-05,54.5086
2023-07-06,52.4317
2023-07-07,52.7746
2023-07-08,52.7746
2023-07-09,52.7746
2023-07-10,54.1993
2023-07-11,55.9507
2023-07-12,56.8769
2023-07-13,51.3673
2023-07-14,52.486
2023-07-15,52.486
2023-07-16,52.486
2023-07-17,53.1811
2023-07-18,53.7563
2023-07-19,54.5268
2023-07-20,42.667
2023-07-21,43.7848
2023-07-22,43.7848
2023-07-23,43.7848
2023-07-24,44.9915
2023-07-25,45.266
2023-07-26,45.4069
2023-07-27,43.615
2023-07-28,44.1638
2023-07-29,44.1638
2023-07-30,44.1638
2023-07-31,43.6482
2023-08-01,44.7957
2023-08-02,43.5549
2023-08-03,43.9395
2023-08-04,43.7671
2023-08-05,43.7671
2023-08-06,43.7671
2023-08-07,44.9087
2023-08-08,43.8641
2023-08-09,45.23
2023-08-10,44.8929
2023-08-11,47.0766
2023-08-12,47.0766
2023-08-13,47.0766
2023-08-14,46.1923
2023-08-15,43.8276
2023-08-16,45.8566
2023-08-17,43.7612
2023-08-18,44.4483
2023-08-19,44.4483
2023-08-20,44.4483
2023-08-21,43.4768
2023-08-22,42.735
2023-08-23,44.3379
2023-08-24,42.5304
2023-08-25,43.1886
2023-08-26,43.1886
2023-08-27,43.1886
2023-08-28,43.7485
2023-08-29,45.7754
2023-08-30,46.7169
2023-08-31,44.5258
2023-09-01,46.2849
2023-09-02,46.2849
2023-09-03,46.2849
2023-09-04,46.2849
2023-09-05,43.3956
2023-09-06,42.8303
2023-09-07,43.0784
2023-09-08,42.0096
2023-09-09,42.0096
2023-09-10,42.0096
2023-09-11,40.6988
2023-09-12,39.2823
2023-09-13,41.0486
2023-09-14,43.5197
2023-09-15,42.0749
2023-09-16,42.0749
2023-09-17,42.0749
2023-09-18,41.2883
2023-09-19,41.9822
2023-09-20,43.0489
2023-09-21,39.2915
2023-09-22,40.3479
2023-09-23,40.3479
2023-09-24,40.3479
2023-09-25,41.3004
2023-09-26,37.4445
2023-09-27,36.8293
2023-09-28,38.2736
2023-09-29,39.9481
2023-09-30,39.9481
2023-10-01,39.9481
2023-10-02,41.1281
2023-10-03,36.8155
2023-10-04,40.2462
2023-10-05,39.9519
2023-10-06,41.8356
2023-10-07,41.8356
2023-10-08,41.8356
2023-10-09,45.2467
2023-10-10,46.4208
2023-10-11,45.4966
2023-10-12,46.1468
2023-10-13,45.8803
2023-10-14,45.8803
2023-10-15,45.8803
2023-10-16,49.2291
2023-10-17,49.8588
2023-10-18,48.102
2023-10-19,32.9839
2023-10-20,32.1471
2023-10-21,32.1471
2023-10-22,32.1471
2023-10-23,31.9389
2023-10-24,32.5858
2023-10-25,32.3696
2023-10-26,33.0081
2023-10-27,31.881
2023-10-28,31.881
2023-10-29,31.881
2023-10-30,32.4086
2023-10-31,34.1757
2023-11-01,34.1206
2023-11-02,36.6431
2023-11-03,40.7359
2023-11-04,40.7359
2023-11-05,40.7359
2023-11-06,40.4598
2023-11-07,42.6589
2023-11-08,41.733
2023-11-09,42.4272
2023-11-10,43.7656
2023-11-11,43.7656
2023-11-12,43.7656
2023-11-13,43.0538
2023-11-14,46.4142
2023-11-15,46.0324
2023-11-16,45.634
2023-11-17,45.5728
2023-11-18,45.5728
2023-11-19,45.5728
2023-11-20,45.5097
2023-11-21,45.6654
2023-11-22,46.0641
2023-11-23,46.0641
2023-11-24,45.6369
2023-11-25,45.6369
2023-11-26,45.6369
2023-11-27,43.0262
2023-11-28,42.2778
2023-11-29,41.7413
2023-11-30,41.5983
2023-12-01,44.5031
2023-12-02,44.5031
2023-12-03,44.5031
2023-12-04,48.144
2023-12-05,44.3632
2023-12-06,47.5615
2023-12-07,45.1484
2023-12-08,43.8021
2023-12-09,43.8021
2023-12-10,43.8021
2023-12-11,47.0914
2023-12-12,47.128
2023-12-13,49.5161
2023-12-14,52.0721
2023-12-15,50.3453
2023-12-16,50.3453
2023-12-17,50.3453
2023-12-18,51.7108
2023-12-19,50.927
2023-12-20,48.5069
2023-12-21,50.3884
2023-12-22,50.9718
2023-12-23,50.9718
2023-12-24,50.9718
2023-12-25,50.9718
2023-12-26,50.5378
2023-12-27,50.7186
2023-12-28,50.2373
2023-12-29,50.3783
2023-12-30,50.3783
2023-12-31,50.3783
2024-01-01,50.3783
2024-01-02,49.8337
2024-01-03,47.3295
2024-01-04,47.3436
2024-01-05,48.0064
2024-01-06,48.0064
2024-01-07,48.0064
2024-01-08,50.5805
2024-01-09,48.8667
2024-01-10,49.5266
2024-01-11,50.5932
2024-01-12,51.1135
2024-01-13,51.1135
2024-01-14,51.1135
2024-01-15,51.1135
2024-01-16,52.5118
2024-01-17,49.8285
2024-01-18,51.8829
2024-01-19,55.2845
2024-01-20,55.2845
2024-01-21,55.2845
2024-01-22,57.0455
2024-01-23,56.1947
2024-01-24,54.1442
2024-01-25,55.2087
2024-01-26,55.3475
2024-01-27,55.3475
2024-01-28,55.3475
2024-01-29,55.4902
2024-01-30,56.1619
2024-01-31,51.4091
2024-02-01,54.619
2024-02-02,54.179
2024-02-03,54.179
2024-02-04,54.179
2024-02-05,50.9021
2024-02-06,52.4687
2024-02-07,54.3338
2024-02-08,53.6329
2024-02-09,54.7506
2024-02-10,54.7506
2024-02-11,54.7506
2024-02-12,57.1573
2024-02-13,53.0887
2024-02-14,55.0644
2024-02-15,54.5829
2024-02-16,53.4404
2024-02-17,53.4404
2024-02-18,53.4404
2024-02-19,53.4404
2024-02-20,55.1223
2024-02-21,55.3448
2024-02-22,57.3615
2024-02-23,59.3738
2024-02-24,59.3738
2024-02-25,59.3738
2024-02-26,59.9734
2024-02-27,62.2671
2024-02-28,63.456
2024-02-29,60.9315
2024-03-01,60.8475
2024-03-02,60.8475
2024-03-03,60.8475
2024-03-04,61.6785
2024-03-05,61.6251
2024-03-06,61.4233
2024-03-07,62.5645
2024-03-08,62.7258
2024-03-09,62.7258
2024-03-10,62.7258
2024-03-11,64.414
2024-03-12,66.078
2024-03-13,65.0295
2024-03-14,61.8656
2024-03-15,63.8746
2024-03-16,63.8746
2024-03-17,63.8746
2024-03-18,63.5072
2024-03-19,65.2484
2024-03-20,65.5038
2024-03-21,67.6267
2024-03-22,64.6446
2024-03-23,64.6446
2024-03-24,64.6446
2024-03-25,60.47
2024-03-26,58.6073
2024-03-27,61.6196
2024-03-28,61.1695
2024-03-29,61.1695
2024-03-30,61.1695
2024-03-31,61.1695
2024-04-01,60.0353
2024-04-02,59.1796
2024-04-03,58.0101
2024-04-04,51.3231
2024-04-05,52.825
2024-04-06,52.825
2024-04-07,52.825
2024-04-08,53.3733
