,PPL US Equity
,RSI_30D
2020-01-01,69.6825
2020-01-02,64.9381
2020-01-03,64.5428
2020-01-04,64.5428
2020-01-05,64.5428
2020-01-06,64.7647
2020-01-07,62.3432
2020-01-08,63.519
2020-01-09,64.2693
2020-01-10,63.5414
2020-01-11,63.5414
2020-01-12,63.5414
2020-01-13,63.4352
2020-01-14,64.3593
2020-01-15,65.9612
2020-01-16,66.594
2020-01-17,67.3363
2020-01-18,67.3363
2020-01-19,67.3363
2020-01-20,67.3363
2020-01-21,66.6294
2020-01-22,67.4542
2020-01-23,70.3757
2020-01-24,68.2627
2020-01-25,68.2627
2020-01-26,68.2627
2020-01-27,64.4797
2020-01-28,66.9848
2020-01-29,67.5115
2020-01-30,64.6315
2020-01-31,61.803
2020-02-01,61.803
2020-02-02,61.803
2020-02-03,62.17
2020-02-04,60.273
2020-02-05,62.5149
2020-02-06,59.2482
2020-02-07,58.6883
2020-02-08,58.6883
2020-02-09,58.6883
2020-02-10,59.3506
2020-02-11,59.6849
2020-02-12,60.4255
2020-02-13,60.4255
2020-02-14,51.9723
2020-02-15,51.9723
2020-02-16,51.9723
2020-02-17,51.9723
2020-02-18,55.7706
2020-02-19,49.6745
2020-02-20,51.7621
2020-02-21,53.1247
2020-02-22,53.1247
2020-02-23,53.1247
2020-02-24,49.6689
2020-02-25,46.2458
2020-02-26,39.4451
2020-02-27,31.3715
2020-02-28,28.7226
2020-02-29,28.7226
2020-03-01,28.7226
2020-03-02,38.577
2020-03-03,36.3529
2020-03-04,41.517
2020-03-05,40.0429
2020-03-06,39.549
2020-03-07,39.549
2020-03-08,39.549
2020-03-09,34.3612
2020-03-10,37.4404
2020-03-11,36.0318
2020-03-12,30.6443
2020-03-13,33.7349
2020-03-14,33.7349
2020-03-15,33.7349
2020-03-16,27.6652
2020-03-17,33.8537
2020-03-18,30.004
2020-03-19,28.5106
2020-03-20,26.3735
2020-03-21,26.3735
2020-03-22,26.3735
2020-03-23,25.2713
2020-03-24,32.4387
2020-03-25,34.8535
2020-03-26,40.2944
2020-03-27,41.839
2020-03-28,41.839
2020-03-29,41.839
2020-03-30,42.6776
2020-03-31,40.9638
2020-04-01,38.4889
2020-04-02,38.6397
2020-04-03,37.0296
2020-04-04,37.0296
2020-04-05,37.0296
2020-04-06,41.5442
2020-04-07,42.8647
2020-04-08,45.1967
2020-04-09,46.8344
2020-04-10,46.8344
2020-04-11,46.8344
2020-04-12,46.8344
2020-04-13,45.5682
2020-04-14,46.7229
2020-04-15,44.7281
2020-04-16,44.7861
2020-04-17,46.9019
2020-04-18,46.9019
2020-04-19,46.9019
2020-04-20,45.0511
2020-04-21,43.9801
2020-04-22,45.4402
2020-04-23,45.2424
2020-04-24,45.852
2020-04-25,45.852
2020-04-26,45.852
2020-04-27,45.9765
2020-04-28,46.7778
2020-04-29,47.3729
2020-04-30,45.8758
2020-05-01,44.855
2020-05-02,44.855
2020-05-03,44.855
2020-05-04,45.0619
2020-05-05,45.9479
2020-05-06,43.9047
2020-05-07,43.929
2020-05-08,48.1627
2020-05-09,48.1627
2020-05-10,48.1627
2020-05-11,46.4483
2020-05-12,45.6662
2020-05-13,45.0773
2020-05-14,46.7124
2020-05-15,45.2384
2020-05-16,45.2384
2020-05-17,45.2384
2020-05-18,48.9372
2020-05-19,47.3445
2020-05-20,47.8844
2020-05-21,48.1365
2020-05-22,48.0272
2020-05-23,48.0272
2020-05-24,48.0272
2020-05-25,48.0272
2020-05-26,49.5207
2020-05-27,50.5931
2020-05-28,52.192
2020-05-29,53.3084
2020-05-30,53.3084
2020-05-31,53.3084
2020-06-01,54.5599
2020-06-02,55.8902
2020-06-03,57.5292
2020-06-04,57.7143
2020-06-05,57.7778
2020-06-06,57.7778
2020-06-07,57.7778
2020-06-08,59.0702
2020-06-09,53.7912
2020-06-10,52.4648
2020-06-11,48.8033
2020-06-12,49.2673
2020-06-13,49.2673
2020-06-14,49.2673
2020-06-15,49.861
2020-06-16,50.8283
2020-06-17,49.9591
2020-06-18,50.063
2020-06-19,47.8033
2020-06-20,47.8033
2020-06-21,47.8033
2020-06-22,48.755
2020-06-23,47.2526
2020-06-24,46.6477
2020-06-25,46.853
2020-06-26,45.5074
2020-06-27,45.5074
2020-06-28,45.5074
2020-06-29,47.5741
2020-06-30,47.8115
2020-07-01,48.8889
2020-07-02,48.831
2020-07-03,48.831
2020-07-04,48.831
2020-07-05,48.831
2020-07-06,47.9493
2020-07-07,46.6424
2020-07-08,47.5946
2020-07-09,43.9051
2020-07-10,46.6596
2020-07-11,46.6596
2020-07-12,46.6596
2020-07-13,46.6596
2020-07-14,47.599
2020-07-15,48.0882
2020-07-16,48.6175
2020-07-17,49.1207
2020-07-18,49.1207
2020-07-19,49.1207
2020-07-20,47.0856
2020-07-21,47.0856
2020-07-22,49.8642
2020-07-23,49.0318
2020-07-24,48.3637
2020-07-25,48.3637
2020-07-26,48.3637
2020-07-27,46.845
2020-07-28,49.2464
2020-07-29,50.2527
2020-07-30,51.2526
2020-07-31,51.6684
2020-08-01,51.6684
2020-08-02,51.6684
2020-08-03,51.2913
2020-08-04,52.4756
2020-08-05,51.5329
2020-08-06,51.0977
2020-08-07,53.4633
2020-08-08,53.4633
2020-08-09,53.4633
2020-08-10,58.3776
2020-08-11,57.463
2020-08-12,58.7396
2020-08-13,59.547
2020-08-14,59.2361
2020-08-15,59.2361
2020-08-16,59.2361
2020-08-17,58.1152
2020-08-18,56.0946
2020-08-19,56.0946
2020-08-20,54.6794
2020-08-21,54.7532
2020-08-22,54.7532
2020-08-23,54.7532
2020-08-24,55.977
2020-08-25,53.9197
2020-08-26,52.8482
2020-08-27,52.7127
2020-08-28,53.0035
2020-08-29,53.0035
2020-08-30,53.0035
2020-08-31,52.5735
2020-09-01,51.611
2020-09-02,55.9872
2020-09-03,55.0069
2020-09-04,55.0476
2020-09-05,55.0476
2020-09-06,55.0476
2020-09-07,55.0476
2020-09-08,54.7402
2020-09-09,54.3948
2020-09-10,51.9424
2020-09-11,53.1058
2020-09-12,53.1058
2020-09-13,53.1058
2020-09-14,54.8688
2020-09-15,53.7959
2020-09-16,55.1126
2020-09-17,52.3962
2020-09-18,48.9692
2020-09-19,48.9692
2020-09-20,48.9692
2020-09-21,46.4121
2020-09-22,46.564
2020-09-23,45.0235
2020-09-24,45.8704
2020-09-25,47.9442
2020-09-26,47.9442
2020-09-27,47.9442
2020-09-28,49.0053
2020-09-29,50.0093
2020-09-30,51.6346
2020-10-01,53.2544
2020-10-02,56.2001
2020-10-03,56.2001
2020-10-04,56.2001
2020-10-05,57.1731
2020-10-06,58.2574
2020-10-07,58.5081
2020-10-08,59.9598
2020-10-09,58.9239
2020-10-10,58.9239
2020-10-11,58.9239
2020-10-12,59.1387
2020-10-13,55.9891
2020-10-14,56.0357
2020-10-15,56.3701
2020-10-16,56.5654
2020-10-17,56.5654
2020-10-18,56.5654
2020-10-19,51.6616
2020-10-20,53.1972
2020-10-21,52.2246
2020-10-22,54.8848
2020-10-23,56.0316
2020-10-24,56.0316
2020-10-25,56.0316
2020-10-26,57.2039
2020-10-27,54.9022
2020-10-28,48.3368
2020-10-29,49.7894
2020-10-30,49.344
2020-10-31,49.344
2020-11-01,49.344
2020-11-02,52.334
2020-11-03,55.5799
2020-11-04,51.0479
2020-11-05,51.6683
2020-11-06,49.579
2020-11-07,49.579
2020-11-08,49.579
2020-11-09,54.4102
2020-11-10,58.0236
2020-11-11,56.48
2020-11-12,54.1325
2020-11-13,57.375
2020-11-14,57.375
2020-11-15,57.375
2020-11-16,58.973
2020-11-17,55.5854
2020-11-18,54.4097
2020-11-19,54.3248
2020-11-20,53.9762
2020-11-21,53.9762
2020-11-22,53.9762
2020-11-23,56.9746
2020-11-24,59.2316
2020-11-25,53.7759
2020-11-26,53.7759
2020-11-27,52.6862
2020-11-28,52.6862
2020-11-29,52.6862
2020-11-30,50.0984
2020-12-01,49.878
2020-12-02,50.516
2020-12-03,50.2436
2020-12-04,50.8314
2020-12-05,50.8314
2020-12-06,50.8314
2020-12-07,51.7744
2020-12-08,52.5588
2020-12-09,53.5305
2020-12-10,50.2292
2020-12-11,50.0611
2020-12-12,50.0611
2020-12-13,50.0611
2020-12-14,48.0643
2020-12-15,49.497
2020-12-16,47.0169
2020-12-17,47.1516
2020-12-18,45.5539
2020-12-19,45.5539
2020-12-20,45.5539
2020-12-21,44.6156
2020-12-22,43.1595
2020-12-23,45.3447
2020-12-24,45.8709
2020-12-25,45.8709
2020-12-26,45.8709
2020-12-27,45.8709
2020-12-28,47.5796
2020-12-29,47.8163
2020-12-30,49.1927
2020-12-31,51.9505
2021-01-01,51.9505
2021-01-02,51.9505
2021-01-03,51.9505
2021-01-04,49.1457
2021-01-05,49.2827
2021-01-06,51.5349
2021-01-07,49.8406
2021-01-08,50.1613
2021-01-09,50.1613
2021-01-10,50.1613
2021-01-11,49.9724
2021-01-12,50.8341
2021-01-13,51.5062
2021-01-14,52.0869
2021-01-15,53.8038
2021-01-16,53.8038
2021-01-17,53.8038
2021-01-18,53.8038
2021-01-19,51.5226
2021-01-20,50.6444
2021-01-21,49.5648
2021-01-22,49.8805
2021-01-23,49.8805
2021-01-24,49.8805
2021-01-25,51.402
2021-01-26,52.1277
2021-01-27,49.6617
2021-01-28,51.4057
2021-01-29,48.9598
2021-01-30,48.9598
2021-01-31,48.9598
2021-02-01,50.4445
2021-02-02,49.8551
2021-02-03,49.5827
2021-02-04,50.2019
2021-02-05,50.0286
2021-02-06,50.0286
2021-02-07,50.0286
2021-02-08,50.0286
2021-02-09,50.5162
2021-02-10,51.1937
2021-02-11,50.4148
2021-02-12,50.8659
2021-02-13,50.8659
2021-02-14,50.8659
2021-02-15,50.8659
2021-02-16,50.8659
2021-02-17,51.2726
2021-02-18,49.1677
2021-02-19,48.5492
2021-02-20,48.5492
2021-02-21,48.5492
2021-02-22,47.1846
2021-02-23,47.1846
2021-02-24,47.264
2021-02-25,43.8575
2021-02-26,39.1831
2021-02-27,39.1831
2021-02-28,39.1831
2021-03-01,44.5341
2021-03-02,46.2804
2021-03-03,48.5589
2021-03-04,51.2634
2021-03-05,53.2729
2021-03-06,53.2729
2021-03-07,53.2729
2021-03-08,53.622
2021-03-09,49.6318
2021-03-10,50.7416
2021-03-11,49.1846
2021-03-12,52.2182
2021-03-13,52.2182
2021-03-14,52.2182
2021-03-15,55.2058
2021-03-16,55.4725
2021-03-17,53.6231
2021-03-18,61.5354
2021-03-19,60.8919
2021-03-20,60.8919
2021-03-21,60.8919
2021-03-22,57.6488
2021-03-23,54.7484
2021-03-24,53.9067
2021-03-25,55.3735
2021-03-26,57.7938
2021-03-27,57.7938
2021-03-28,57.7938
