,INTU US Equity
2020-06-21,53.0442
2020-06-22,55.2552
2020-06-23,55.1553
2020-06-24,52.5461
2020-06-25,53.3234
2020-06-26,52.5653
2020-06-27,52.5653
2020-06-28,52.5653
2020-06-29,52.9992
2020-06-30,55.4876
2020-07-01,57.2949
2020-07-02,58.0449
2020-07-03,58.0449
2020-07-04,58.0449
2020-07-05,58.0449
2020-07-06,59.2297
2020-07-07,58.5533
2020-07-08,59.2392
2020-07-09,58.4457
2020-07-10,58.2958
2020-07-11,58.2958
2020-07-12,58.2958
2020-07-13,54.3276
2020-07-14,49.9709
2020-07-15,51.4799
2020-07-16,50.0308
2020-07-17,51.2184
2020-07-18,51.2184
2020-07-19,51.2184
2020-07-20,54.1993
2020-07-21,53.8965
2020-07-22,53.3676
2020-07-23,51.5894
2020-07-24,50.5665
2020-07-25,50.5665
2020-07-26,50.5665
2020-07-27,53.0704
2020-07-28,53.2852
2020-07-29,55.0338
2020-07-30,55.5962
2020-07-31,56.3757
2020-08-01,56.3757
2020-08-02,56.3757
2020-08-03,58.0466
2020-08-04,57.5928
2020-08-05,57.6928
2020-08-06,58.115
2020-08-07,56.8316
2020-08-08,56.8316
2020-08-09,56.8316
2020-08-10,54.4973
2020-08-11,52.3858
2020-08-12,54.4217
2020-08-13,55.1227
2020-08-14,54.6041
2020-08-15,54.6041
2020-08-16,54.6041
2020-08-17,55.5181
2020-08-18,55.8494
2020-08-19,56.4713
2020-08-20,59.8435
2020-08-21,60.5647
2020-08-22,60.5647
2020-08-23,60.5647
2020-08-24,63.9278
2020-08-25,64.8671
2020-08-26,66.4865
2020-08-27,67.1895
2020-08-28,67.4839
2020-08-29,67.4839
2020-08-30,67.4839
2020-08-31,67.08
2020-09-01,67.5791
2020-09-02,69.4525
2020-09-03,61.7765
2020-09-04,58.7657
2020-09-05,58.7657
2020-09-06,58.7657
2020-09-07,58.7657
2020-09-08,53.6656
2020-09-09,56.0389
2020-09-10,53.0636
2020-09-11,51.1281
2020-09-12,51.1281
2020-09-13,51.1281
2020-09-14,52.2349
2020-09-15,53.6011
2020-09-16,50.3461
2020-09-17,48.2935
2020-09-18,46.0512
2020-09-19,46.0512
2020-09-20,46.0512
2020-09-21,48.6794
2020-09-22,51.7562
2020-09-23,47.9245
2020-09-24,49.0802
2020-09-25,52.0603
2020-09-26,52.0603
2020-09-27,52.0603
2020-09-28,54.0399
2020-09-29,53.4216
2020-09-30,54.1517
2020-10-01,55.859
2020-10-02,52.4169
2020-10-03,52.4169
2020-10-04,52.4169
2020-10-05,55.0156
2020-10-06,53.1204
2020-10-07,55.6396
2020-10-08,55.8126
2020-10-09,57.5557
2020-10-10,57.5557
2020-10-11,57.5557
2020-10-12,59.7519
2020-10-13,59.2856
2020-10-14,57.792
2020-10-15,56.6461
2020-10-16,56.3614
2020-10-17,56.3614
2020-10-18,56.3614
2020-10-19,54.3357
2020-10-20,54.0758
2020-10-21,53.477
2020-10-22,53.1338
2020-10-23,53.9533
2020-10-24,53.9533
2020-10-25,53.9533
2020-10-26,51.6774
2020-10-27,52.3928
2020-10-28,48.3942
2020-10-29,50.7422
2020-10-30,47.314
2020-10-31,47.314
2020-11-01,47.314
2020-11-02,47.8937
2020-11-03,50.5804
2020-11-04,55.7675
2020-11-05,57.7655
2020-11-06,58.0854
2020-11-07,58.0854
2020-11-08,58.0854
2020-11-09,59.9857
2020-11-10,54.216
2020-11-11,56.6615
2020-11-12,55.783
2020-11-13,57.5364
2020-11-14,57.5364
2020-11-15,57.5364
2020-11-16,57.5621
2020-11-17,57.967
2020-11-18,56.6405
2020-11-19,58.2903
2020-11-20,53.9336
2020-11-21,53.9336
2020-11-22,53.9336
2020-11-23,52.6429
2020-11-24,53.1405
2020-11-25,54.5331
2020-11-26,54.5331
2020-11-27,55.5115
2020-11-28,55.5115
2020-11-29,55.5115
2020-11-30,54.7932
2020-12-01,56.0648
2020-12-02,55.6164
2020-12-03,57.7731
2020-12-04,59.003
2020-12-05,59.003
2020-12-06,59.003
2020-12-07,59.8886
2020-12-08,59.9882
2020-12-09,56.914
2020-12-10,56.3176
2020-12-11,56.8246
2020-12-12,56.8246
2020-12-13,56.8246
2020-12-14,57.161
2020-12-15,55.2599
2020-12-16,57.7845
2020-12-17,60.6608
2020-12-18,60.5797
2020-12-19,60.5797
2020-12-20,60.5797
2020-12-21,58.9572
2020-12-22,60.0276
2020-12-23,58.8294
2020-12-24,59.9782
2020-12-25,59.9782
2020-12-26,59.9782
2020-12-27,59.9782
2020-12-28,59.9619
2020-12-29,58.8066
2020-12-30,57.6615
2020-12-31,58.9409
2021-01-01,58.9409
2021-01-02,58.9409
2021-01-03,58.9409
2021-01-04,55.6441
2021-01-05,54.5481
2021-01-06,51.6231
2021-01-07,54.0921
2021-01-08,56.0476
2021-01-09,56.0476
2021-01-10,56.0476
2021-01-11,55.2437
2021-01-12,52.7798
2021-01-13,52.5218
2021-01-14,52.707
2021-01-15,54.5417
2021-01-16,54.5417
2021-01-17,54.5417
2021-01-18,54.5417
2021-01-19,58.7384
2021-01-20,59.9752
2021-01-21,56.9561
2021-01-22,54.42
2021-01-23,54.42
2021-01-24,54.42
2021-01-25,54.2679
2021-01-26,54.3841
2021-01-27,50.2129
2021-01-28,52.4217
2021-01-29,49.5241
2021-01-30,49.5241
2021-01-31,49.5241
2021-02-01,53.3056
2021-02-02,56.2
2021-02-03,54.8767
2021-02-04,58.1176
2021-02-05,56.99
2021-02-06,56.99
2021-02-07,56.99
2021-02-08,57.0825
2021-02-09,57.5576
2021-02-10,59.045
2021-02-11,61.8249
2021-02-12,62.9902
2021-02-13,62.9902
2021-02-14,62.9902
2021-02-15,62.9902
2021-02-16,64.7697
2021-02-17,62.3509
2021-02-18,62.1944
2021-02-19,60.6793
2021-02-20,60.6793
2021-02-21,60.6793
2021-02-22,57.1835
2021-02-23,56.3407
2021-02-24,59.8474
2021-02-25,52.1044
2021-02-26,52.6476
2021-02-27,52.6476
2021-02-28,52.6476
2021-03-01,56.4927
2021-03-02,55.1655
2021-03-03,51.6526
2021-03-04,48.6123
2021-03-05,50.0567
2021-03-06,50.0567
2021-03-07,50.0567
2021-03-08,47.2991
2021-03-09,50.6751
2021-03-10,50.2611
2021-03-11,53.8819
2021-03-12,53.0944
2021-03-13,53.0944
2021-03-14,53.0944
2021-03-15,53.2896
2021-03-16,52.9261
2021-03-17,51.9705
2021-03-18,47.6969
2021-03-19,49.4672
2021-03-20,49.4672
2021-03-21,49.4672
2021-03-22,49.8849
2021-03-23,49.9292
2021-03-24,48.4741
2021-03-25,47.292
2021-03-26,48.405
2021-03-27,48.405
2021-03-28,48.405
2021-03-29,47.9154
2021-03-30,47.6711
2021-03-31,50.2411
2021-04-01,53.3121
2021-04-02,53.3121
2021-04-03,53.3121
2021-04-04,53.3121
2021-04-05,54.9454
2021-04-06,54.6763
2021-04-07,54.6321
2021-04-08,57.088
2021-04-09,58.6418
2021-04-10,58.6418
2021-04-11,58.6418
2021-04-12,58.1103
2021-04-13,58.8023
2021-04-14,56.3544
2021-04-15,57.8424
2021-04-16,57.2818
2021-04-17,57.2818
2021-04-18,57.2818
2021-04-19,53.1387
2021-04-20,53.9235
2021-04-21,54.8331
2021-04-22,54.1626
2021-04-23,56.2389
2021-04-24,56.2389
2021-04-25,56.2389
2021-04-26,57.0717
2021-04-27,56.3573
2021-04-28,56.2499
2021-04-29,56.344
2021-04-30,54.9495
2021-05-01,54.9495
2021-05-02,54.9495
2021-05-03,54.6619
2021-05-04,50.1211
2021-05-05,48.4285
2021-05-06,49.0757
2021-05-07,51.2488
2021-05-08,51.2488
2021-05-09,51.2488
2021-05-10,48.6308
2021-05-11,49.4015
2021-05-12,50.9249
2021-05-13,52.0317
2021-05-14,55.9239
2021-05-15,55.9239
2021-05-16,55.9239
2021-05-17,56.498
2021-05-18,55.8053
2021-05-19,56.8423
2021-05-20,60.4273
2021-05-21,59.7557
2021-05-22,59.7557
2021-05-23,59.7557
2021-05-24,61.4374
2021-05-25,60.9018
2021-05-26,61.8279
2021-05-27,57.8571
2021-05-28,59.6077
2021-05-29,59.6077
2021-05-30,59.6077
2021-05-31,59.6077
2021-06-01,59.4503
2021-06-02,61.1245
2021-06-03,62.3393
2021-06-04,64.8616
2021-06-05,64.8616
2021-06-06,64.8616
2021-06-07,63.0482
2021-06-08,64.7852
2021-06-09,65.4264
2021-06-10,66.0513
2021-06-11,66.226
2021-06-12,66.226
2021-06-13,66.226
2021-06-14,67.2367
2021-06-15,64.6325
2021-06-16,64.0707
2021-06-17,65.2984
2021-06-18,64.7338
2021-06-19,64.7338
2021-06-20,64.7338
2021-06-21,65.7697
2021-06-22,65.6191
2021-06-23,65.8641
2021-06-24,66.8214
2021-06-25,67.6299
2021-06-26,67.6299
2021-06-27,67.6299
2021-06-28,67.8401
2021-06-29,68.8653
2021-06-30,68.2377
2021-07-01,68.4505
2021-07-02,70.0073
2021-07-03,70.0073
2021-07-04,70.0073
2021-07-05,70.0073
2021-07-06,70.7614
2021-07-07,71.8859
2021-07-08,71.8859
2021-07-09,70.989
2021-07-10,70.989
2021-07-11,70.989
2021-07-12,71.2654
2021-07-13,71.6452
2021-07-14,70.9557
2021-07-15,69.4925
2021-07-16,68.4779
2021-07-17,68.4779
2021-07-18,68.4779
2021-07-19,66.8183
2021-07-20,69.553
2021-07-21,71.04
2021-07-22,72.6495
2021-07-23,74.1896
2021-07-24,74.1896
2021-07-25,74.1896
2021-07-26,74.3741
2021-07-27,70.5784
2021-07-28,70.6245
2021-07-29,71.2155
2021-07-30,72.2832
2021-07-31,72.2832
2021-08-01,72.2832
2021-08-02,70.7851
2021-08-03,71.4495
2021-08-04,72.8557
2021-08-05,73.3068
2021-08-06,70.9791
2021-08-07,70.9791
2021-08-08,70.9791
2021-08-09,71.218
2021-08-10,68.0729
2021-08-11,68.6624
2021-08-12,69.9445
2021-08-13,70.9461
2021-08-14,70.9461
2021-08-15,70.9461
2021-08-16,71.5117
2021-08-17,67.1592
2021-08-18,65.482
2021-08-19,68.4429
2021-08-20,68.9331
2021-08-21,68.9331
2021-08-22,68.9331
2021-08-23,70.7501
2021-08-24,71.1219
2021-08-25,71.5112
2021-08-26,69.6957
2021-08-27,72.8847
2021-08-28,72.8847
2021-08-29,72.8847
2021-08-30,72.6646
2021-08-31,72.7887
2021-09-01,70.9506
2021-09-02,68.9324
2021-09-03,69.8514
2021-09-04,69.8514
2021-09-05,69.8514
2021-09-06,69.8514
2021-09-07,68.1752
2021-09-08,70.0777
2021-09-09,70.1192
2021-09-10,69.8872
2021-09-11,69.8872
2021-09-12,69.8872
2021-09-13,63.9909
2021-09-14,67.1173
2021-09-15,68.1303
2021-09-16,68.3327
2021-09-17,62.4556
2021-09-18,62.4556
2021-09-19,62.4556
2021-09-20,58.9151
2021-09-21,59.1882
2021-09-22,61.5371
2021-09-23,65.5011
2021-09-24,65.6394
2021-09-25,65.6394
2021-09-26,65.6394
2021-09-27,60.6506
2021-09-28,52.3508
2021-09-29,52.9323
2021-09-30,50.4699
2021-10-01,51.8623
2021-10-02,51.8623
2021-10-03,51.8623
2021-10-04,46.2471
2021-10-05,48.7151
2021-10-06,49.0959
2021-10-07,50.2498
2021-10-08,48.2804
2021-10-09,48.2804
2021-10-10,48.2804
2021-10-11,46.6466
2021-10-12,47.1777
2021-10-13,49.671
2021-10-14,52.2817
2021-10-15,54.5915
2021-10-16,54.5915
2021-10-17,54.5915
2021-10-18,57.724
2021-10-19,59.638
2021-10-20,58.8783
2021-10-21,60.664
2021-10-22,63.2895
2021-10-23,63.2895
2021-10-24,63.2895
2021-10-25,65.5372
2021-10-26,66.6247
2021-10-27,67.4193
2021-10-28,67.8191
2021-10-29,69.6093
2021-10-30,69.6093
2021-10-31,69.6093
2021-11-01,63.6605
2021-11-02,65.3678
2021-11-03,66.1374
2021-11-04,66.6188
2021-11-05,63.0894
2021-11-06,63.0894
2021-11-07,63.0894
2021-11-08,63.1386
2021-11-09,62.3232
2021-11-10,59.4918
2021-11-11,60.1075
2021-11-12,64.0437
2021-11-13,64.0437
2021-11-14,64.0437
2021-11-15,63.7687
2021-11-16,67.1379
2021-11-17,63.7912
2021-11-18,61.9637
2021-11-19,70.8985
2021-11-20,70.8985
2021-11-21,70.8985
2021-11-22,63.4321
2021-11-23,64.5635
2021-11-24,66.1719
2021-11-25,66.1719
2021-11-26,62.4253
2021-11-27,62.4253
2021-11-28,62.4253
2021-11-29,65.6885
2021-11-30,57.7663
2021-12-01,59.1604
2021-12-02,60.1272
2021-12-03,56.0944
2021-12-04,56.0944
2021-12-05,56.0944
2021-12-06,55.6755
2021-12-07,59.0515
2021-12-08,59.0116
2021-12-09,57.7416
2021-12-10,59.2369
2021-12-11,59.2369
2021-12-12,59.2369
2021-12-13,57.6739
2021-12-14,53.0716
2021-12-15,54.1087
2021-12-16,52.0969
2021-12-17,50.1454
2021-12-18,50.1454
2021-12-19,50.1454
2021-12-20,48.0196
2021-12-21,50.3102
2021-12-22,51.7277
2021-12-23,52.2665
2021-12-24,52.2665
2021-12-25,52.2665
2021-12-26,52.2665
2021-12-27,54.4802
2021-12-28,54.0259
2021-12-29,53.7545
2021-12-30,53.0193
2021-12-31,52.9968
2022-01-01,52.9968
2022-01-02,52.9968
2022-01-03,51.1152
2022-01-04,49.0971
2022-01-05,45.6094
2022-01-06,44.6355
2022-01-07,42.3122
2022-01-08,42.3122
2022-01-09,42.3122
2022-01-10,42.7588
2022-01-11,44.2081
2022-01-12,44.0108
2022-01-13,40.8654
2022-01-14,40.6027
2022-01-15,40.6027
2022-01-16,40.6027
2022-01-17,40.6027
2022-01-18,39.0226
2022-01-19,40.4153
2022-01-20,40.3229
2022-01-21,38.3282
2022-01-22,38.3282
2022-01-23,38.3282
2022-01-24,39.509
2022-01-25,37.259
2022-01-26,36.2856
2022-01-27,38.1973
2022-01-28,41.4794
2022-01-29,41.4794
2022-01-30,41.4794
2022-01-31,44.9844
2022-02-01,45.904
2022-02-02,46.1484
2022-02-03,42.5356
2022-02-04,43.9678
2022-02-05,43.9678
2022-02-06,43.9678
2022-02-07,44.1829
2022-02-08,45.7142
2022-02-09,49.7267
2022-02-10,46.6354
2022-02-11,43.8236
2022-02-12,43.8236
2022-02-13,43.8236
2022-02-14,42.991
2022-02-15,42.8328
2022-02-16,42.8962
2022-02-17,39.032
2022-02-18,37.399
2022-02-19,37.399
2022-02-20,37.399
2022-02-21,37.399
2022-02-22,37.7676
2022-02-23,36.0281
2022-02-24,41.2209
2022-02-25,40.1087
2022-02-26,40.1087
2022-02-27,40.1087
2022-02-28,38.7173
2022-03-01,38.0993
2022-03-02,41.0288
2022-03-03,39.5505
2022-03-04,38.7097
2022-03-05,38.7097
2022-03-06,38.7097
2022-03-07,35.902
2022-03-08,36.7322
2022-03-09,40.4613
2022-03-10,39.1506
2022-03-11,37.8139
2022-03-12,37.8139
2022-03-13,37.8139
2022-03-14,36.3678
2022-03-15,38.8463
2022-03-16,41.6906
2022-03-17,44.0332
2022-03-18,44.9171
2022-03-19,44.9171
2022-03-20,44.9171
2022-03-21,43.3691
2022-03-22,44.7668
2022-03-23,43.0804
2022-03-24,43.7121
2022-03-25,42.9727
2022-03-26,42.9727
2022-03-27,42.9727
2022-03-28,46.1465
2022-03-29,46.8497
2022-03-30,45.1663
2022-03-31,46.485
2022-04-01,46.9438
2022-04-02,46.9438
2022-04-03,46.9438
2022-04-04,50.0571
2022-04-05,48.7492
2022-04-06,47.9605
2022-04-07,48.6666
2022-04-08,47.0825
2022-04-09,47.0825
2022-04-10,47.0825
2022-04-11,45.8072
2022-04-12,44.2766
2022-04-13,45.6863
2022-04-14,44.9761
2022-04-15,44.9761
2022-04-16,44.9761
2022-04-17,44.9761
2022-04-18,45.6233
2022-04-19,48.1944
2022-04-20,47.7399
2022-04-21,45.4247
2022-04-22,42.4998
2022-04-23,42.4998
2022-04-24,42.4998
2022-04-25,43.1166
2022-04-26,39.9975
2022-04-27,39.638
2022-04-28,44.056
2022-04-29,41.0099
2022-04-30,41.0099
2022-05-01,41.0099
2022-05-02,42.329
2022-05-03,42.941
2022-05-04,45.604
2022-05-05,41.1742
2022-05-06,39.6914
2022-05-07,39.6914
2022-05-08,39.6914
2022-05-09,36.9028
2022-05-10,37.5637
2022-05-11,36.156
2022-05-12,35.9445
2022-05-13,38.8454
2022-05-14,38.8454
2022-05-15,38.8454
2022-05-16,37.6443
2022-05-17,39.5939
2022-05-18,37.7486
2022-05-19,39.1738
2022-05-20,40.032
2022-05-21,40.032
2022-05-22,40.032
2022-05-23,40.603
2022-05-24,39.267
2022-05-25,43.8139
2022-05-26,46.3469
2022-05-27,48.4936
2022-05-28,48.4936
2022-05-29,48.4936
2022-05-30,48.4936
2022-05-31,47.5116
2022-06-01,46.7676
2022-06-02,49.2629
2022-06-03,47.0528
2022-06-04,47.0528
2022-06-05,47.0528
2022-06-06,47.0555
2022-06-07,48.1235
2022-06-08,47.8388
2022-06-09,46.049
2022-06-10,43.6988
2022-06-11,43.6988
2022-06-12,43.6988
2022-06-13,41.7346
2022-06-14,41.8586
2022-06-15,44.005
2022-06-16,41.8106
2022-06-17,43.3679
2022-06-18,43.3679
2022-06-19,43.3679
2022-06-20,43.3679
2022-06-21,44.5437
2022-06-22,45.0649
2022-06-23,48.0158
2022-06-24,50.3533
2022-06-25,50.3533
2022-06-26,50.3533
2022-06-27,48.6238
2022-06-28,46.2746
2022-06-29,46.7612
2022-06-30,46.219
2022-07-01,46.6541
2022-07-02,46.6541
2022-07-03,46.6541
2022-07-04,46.6541
2022-07-05,48.445
2022-07-06,49.1406
2022-07-07,50.0225
2022-07-08,49.5198
2022-07-09,49.5198
2022-07-10,49.5198
2022-07-11,48.8753
2022-07-12,46.4206
2022-07-13,46.0536
2022-07-14,45.553
2022-07-15,47.7873
2022-07-16,47.7873
2022-07-17,47.7873
2022-07-18,47.0683
2022-07-19,49.6646
2022-07-20,52.2402
2022-07-21,54.3172
2022-07-22,54.323
2022-07-23,54.323
2022-07-24,54.323
2022-07-25,52.8491
2022-07-26,50.8472
2022-07-27,53.7147
2022-07-28,55.8837
2022-07-29,56.9099
2022-07-30,56.9099
2022-07-31,56.9099
2022-08-01,55.5503
2022-08-02,55.2862
2022-08-03,57.8959
2022-08-04,57.9702
2022-08-05,58.3422
2022-08-06,58.3422
2022-08-07,58.3422
2022-08-08,57.9027
2022-08-09,56.9689
2022-08-10,59.2888
2022-08-11,59.3849
2022-08-12,60.5045
2022-08-13,60.5045
2022-08-14,60.5045
2022-08-15,60.868
2022-08-16,60.6322
2022-08-17,58.4285
2022-08-18,58.3076
2022-08-19,55.308
2022-08-20,55.308
2022-08-21,55.308
2022-08-22,51.7509
2022-08-23,52.3624
2022-08-24,55.1342
2022-08-25,55.1475
2022-08-26,51.6953
2022-08-27,51.6953
2022-08-28,51.6953
2022-08-29,49.5441
2022-08-30,48.8943
2022-08-31,48.634
2022-09-01,47.4776
2022-09-02,46.4871
2022-09-03,46.4871
2022-09-04,46.4871
2022-09-05,46.4871
2022-09-06,46.2486
2022-09-07,49.647
2022-09-08,50.3832
2022-09-09,52.4892
2022-09-10,52.4892
2022-09-11,52.4892
2022-09-12,53.4816
2022-09-13,48.3796
2022-09-14,49.8108
2022-09-15,47.1663
2022-09-16,47.3392
2022-09-17,47.3392
2022-09-18,47.3392
2022-09-19,47.4787
2022-09-20,46.3976
2022-09-21,44.7562
2022-09-22,42.7092
2022-09-23,42.2516
2022-09-24,42.2516
2022-09-25,42.2516
2022-09-26,42.676
2022-09-27,43.8355
2022-09-28,45.7804
2022-09-29,43.4979
2022-09-30,41.8563
2022-10-01,41.8563
2022-10-02,41.8563
2022-10-03,44.0388
2022-10-04,47.3207
2022-10-05,47.6486
2022-10-06,47.3606
2022-10-07,43.9518
2022-10-08,43.9518
2022-10-09,43.9518
2022-10-10,43.0235
2022-10-11,42.3008
2022-10-12,43.3839
2022-10-13,45.1784
2022-10-14,42.3593
2022-10-15,42.3593
2022-10-16,42.3593
2022-10-17,47.4724
2022-10-18,48.4552
2022-10-19,47.2301
2022-10-20,47.058
2022-10-21,50.3207
2022-10-22,50.3207
2022-10-23,50.3207
2022-10-24,50.4351
2022-10-25,53.1868
2022-10-26,51.5955
2022-10-27,51.1039
2022-10-28,53.0014
2022-10-29,53.0014
2022-10-30,53.0014
2022-10-31,52.0851
2022-11-01,45.8319
2022-11-02,44.1983
2022-11-03,41.0818
2022-11-04,40.5213
2022-11-05,40.5213
2022-11-06,40.5213
2022-11-07,42.4286
2022-11-08,44.9782
2022-11-09,42.7733
2022-11-10,49.1535
2022-11-11,49.9522
2022-11-12,49.9522
2022-11-13,49.9522
2022-11-14,48.2565
2022-11-15,49.8447
2022-11-16,47.6836
2022-11-17,45.8695
2022-11-18,45.5938
2022-11-19,45.5938
2022-11-20,45.5938
2022-11-21,44.8133
2022-11-22,47.9461
2022-11-23,48.5805
2022-11-24,48.5805
2022-11-25,48.0152
2022-11-26,48.0152
2022-11-27,48.0152
2022-11-28,46.8752
2022-11-29,45.8964
2022-11-30,50.8844
2022-12-01,52.269
2022-12-02,50.8439
2022-12-03,50.8439
2022-12-04,50.8439
2022-12-05,48.6905
2022-12-06,47.8119
2022-12-07,47.6245
2022-12-08,50.5875
2022-12-09,49.6264
2022-12-10,49.6264
2022-12-11,49.6264
2022-12-12,51.5134
2022-12-13,54.3579
2022-12-14,52.6399
2022-12-15,48.8628
2022-12-16,47.0608
2022-12-17,47.0608
2022-12-18,47.0608
2022-12-19,46.835
2022-12-20,47.4709
2022-12-21,48.5877
2022-12-22,47.0351
2022-12-23,47.1357
2022-12-24,47.1357
2022-12-25,47.1357
2022-12-26,47.1357
2022-12-27,46.9002
2022-12-28,45.7671
2022-12-29,48.5619
2022-12-30,48.2665
2022-12-31,48.2665
2023-01-01,48.2665
2023-01-02,48.2665
2023-01-03,48.6504
2023-01-04,48.7287
2023-01-05,45.775
2023-01-06,48.0032
2023-01-07,48.0032
2023-01-08,48.0032
2023-01-09,49.8832
2023-01-10,48.6215
2023-01-11,49.9258
2023-01-12,50.2
2023-01-13,49.4961
2023-01-14,49.4961
2023-01-15,49.4961
2023-01-16,49.4961
2023-01-17,48.8845
2023-01-18,48.0419
2023-01-19,46.5409
2023-01-20,50.6945
2023-01-21,50.6945
2023-01-22,50.6945
2023-01-23,53.0087
2023-01-24,51.2463
2023-01-25,51.3156
2023-01-26,53.4023
2023-01-27,55.2773
2023-01-28,55.2773
2023-01-29,55.2773
2023-01-30,53.9026
2023-01-31,55.0679
2023-02-01,57.3762
2023-02-02,60.1101
2023-02-03,53.9856
2023-02-04,53.9856
2023-02-05,53.9856
2023-02-06,52.2838
2023-02-07,54.4322
2023-02-08,53.2718
2023-02-09,52.8785
2023-02-10,51.6517
2023-02-11,51.6517
2023-02-12,51.6517
2023-02-13,52.4895
2023-02-14,53.2018
2023-02-15,53.047
2023-02-16,50.3721
2023-02-17,49.573
2023-02-18,49.573
2023-02-19,49.573
2023-02-20,49.573
2023-02-21,47.967
2023-02-22,50.0532
2023-02-23,51.1542
2023-02-24,52.7091
2023-02-25,52.7091
2023-02-26,52.7091
2023-02-27,51.181
2023-02-28,50.0453
2023-03-01,48.8277
2023-03-02,48.6413
2023-03-03,50.4149
2023-03-04,50.4149
2023-03-05,50.4149
2023-03-06,51.3091
2023-03-07,50.5395
2023-03-08,52.142
2023-03-09,49.4281
2023-03-10,46.9264
2023-03-11,46.9264
2023-03-12,46.9264
2023-03-13,46.7119
2023-03-14,50.4481
2023-03-15,50.019
2023-03-16,52.5154
2023-03-17,51.5119
2023-03-18,51.5119
2023-03-19,51.5119
