,AMGN US Equity
,RSI_30D
2020-01-01,76.6043
2020-01-02,74.7271
2020-01-03,71.6741
2020-01-04,71.6741
2020-01-05,71.6741
2020-01-06,72.9573
2020-01-07,68.9658
2020-01-08,69.1051
2020-01-09,69.6606
2020-01-10,68.4589
2020-01-11,68.4589
2020-01-12,68.4589
2020-01-13,66.0998
2020-01-14,68.6672
2020-01-15,69.966
2020-01-16,67.9104
2020-01-17,68.6953
2020-01-18,68.6953
2020-01-19,68.6953
2020-01-20,68.6953
2020-01-21,62.483
2020-01-22,61.2313
2020-01-23,58.7807
2020-01-24,47.8359
2020-01-25,47.8359
2020-01-26,47.8359
2020-01-27,45.3932
2020-01-28,47.3831
2020-01-29,49.7005
2020-01-30,48.7392
2020-01-31,40.5452
2020-02-01,40.5452
2020-02-02,40.5452
2020-02-03,41.383
2020-02-04,46.0537
2020-02-05,53.8674
2020-02-06,53.4798
2020-02-07,51.8112
2020-02-08,51.8112
2020-02-09,51.8112
2020-02-10,50.3471
2020-02-11,51.4904
2020-02-12,49.9753
2020-02-13,48.1962
2020-02-14,48.5495
2020-02-15,48.5495
2020-02-16,48.5495
2020-02-17,48.5495
2020-02-18,47.1951
2020-02-19,48.2546
2020-02-20,47.6165
2020-02-21,48.1784
2020-02-22,48.1784
2020-02-23,48.1784
2020-02-24,44.452
2020-02-25,39.6107
2020-02-26,43.1626
2020-02-27,37.162
2020-02-28,35.4223
2020-02-29,35.4223
2020-03-01,35.4223
2020-03-02,44.3383
2020-03-03,40.7106
2020-03-04,46.8875
2020-03-05,45.5154
2020-03-06,44.848
2020-03-07,44.848
2020-03-08,44.848
2020-03-09,39.8038
2020-03-10,44.2562
2020-03-11,41.2079
2020-03-12,36.0375
2020-03-13,44.721
2020-03-14,44.721
2020-03-15,44.721
2020-03-16,40.8448
2020-03-17,47.5457
2020-03-18,46.7098
2020-03-19,44.9946
2020-03-20,42.2392
2020-03-21,42.2392
2020-03-22,42.2392
2020-03-23,41.6567
2020-03-24,47.0046
2020-03-25,44.6319
2020-03-26,46.2637
2020-03-27,46.2057
2020-03-28,46.2057
2020-03-29,46.2057
2020-03-30,49.2561
2020-03-31,47.681
2020-04-01,46.3684
2020-04-02,49.5978
2020-04-03,48.6479
2020-04-04,48.6479
2020-04-05,48.6479
2020-04-06,50.3954
2020-04-07,49.603
2020-04-08,52.477
2020-04-09,52.1872
2020-04-10,52.1872
2020-04-11,52.1872
2020-04-12,52.1872
2020-04-13,52.2039
2020-04-14,54.5417
2020-04-15,52.9706
2020-04-16,55.3899
2020-04-17,56.427
2020-04-18,56.427
2020-04-19,56.427
2020-04-20,56.8427
2020-04-21,54.8983
2020-04-22,54.4177
2020-04-23,55.3048
2020-04-24,56.3458
2020-04-25,56.3458
2020-04-26,56.3458
2020-04-27,57.9883
2020-04-28,56.2925
2020-04-29,55.5929
2020-04-30,56.5879
2020-05-01,53.6832
2020-05-02,53.6832
2020-05-03,53.6832
2020-05-04,53.659
2020-05-05,55.2829
2020-05-06,55.3512
