,CDW US Equity
2023-03-21,50.0285
2023-03-22,47.5626
2023-03-23,47.8557
2023-03-24,48.29
2023-03-25,48.29
2023-03-26,48.29
2023-03-27,48.2627
2023-03-28,44.4645
2023-03-29,46.3173
2023-03-30,47.6078
2023-03-31,50.9308
2023-04-01,50.9308
2023-04-02,50.9308
2023-04-03,50.1122
2023-04-04,47.2203
2023-04-05,46.4055
2023-04-06,44.8833
2023-04-07,44.8833
2023-04-08,44.8833
2023-04-09,44.8833
2023-04-10,47.4395
2023-04-11,47.0949
2023-04-12,46.8276
2023-04-13,47.6668
2023-04-14,46.1531
2023-04-15,46.1531
2023-04-16,46.1531
2023-04-17,47.6511
2023-04-18,48.6835
2023-04-19,35.4114
2023-04-20,35.2377
2023-04-21,34.6188
2023-04-22,34.6188
2023-04-23,34.6188
2023-04-24,36.7037
2023-04-25,36.3496
2023-04-26,36.3572
2023-04-27,38.5807
2023-04-28,39.7481
2023-04-29,39.7481
2023-04-30,39.7481
2023-05-01,40.2974
2023-05-02,39.0561
2023-05-03,37.6468
2023-05-04,37.1147
2023-05-05,38.831
2023-05-06,38.831
2023-05-07,38.831
2023-05-08,38.9443
2023-05-09,40.2767
2023-05-10,41.012
2023-05-11,40.3497
2023-05-12,42.6144
2023-05-13,42.6144
2023-05-14,42.6144
2023-05-15,43.5609
2023-05-16,42.7015
2023-05-17,45.306
2023-05-18,46.4631
2023-05-19,45.0379
2023-05-20,45.0379
2023-05-21,45.0379
2023-05-22,47.4682
2023-05-23,43.9202
2023-05-24,42.7933
2023-05-25,45.0549
2023-05-26,47.6956
2023-05-27,47.6956
2023-05-28,47.6956
2023-05-29,47.6956
2023-05-30,47.9774
2023-05-31,46.0557
2023-06-01,47.246
2023-06-02,47.9484
2023-06-03,47.9484
2023-06-04,47.9484
2023-06-05,44.7486
2023-06-06,44.5721
2023-06-07,47.0127
2023-06-08,45.5931
2023-06-09,45.8905
2023-06-10,45.8905
2023-06-11,45.8905
2023-06-12,48.0768
2023-06-13,49.6605
2023-06-14,50.5253
2023-06-15,51.7036
2023-06-16,51.6643
2023-06-17,51.6643
2023-06-18,51.6643
2023-06-19,51.6643
2023-06-20,50.983
2023-06-21,50.5128
2023-06-22,51.9437
2023-06-23,50.9915
2023-06-24,50.9915
2023-06-25,50.9915
2023-06-26,50.584
2023-06-27,51.2059
2023-06-28,51.0442
2023-06-29,53.7063
2023-06-30,55.9348
2023-07-01,55.9348
2023-07-02,55.9348
2023-07-03,55.6625
2023-07-04,55.6625
2023-07-05,56.4536
2023-07-06,54.918
2023-07-07,55.4344
2023-07-08,55.4344
2023-07-09,55.4344
2023-07-10,58.5888
2023-07-11,59.1501
2023-07-12,57.4541
2023-07-13,58.7094
2023-07-14,56.8166
2023-07-15,56.8166
2023-07-16,56.8166
2023-07-17,59.2608
2023-07-18,57.8204
2023-07-19,58.9579
2023-07-20,57.5335
2023-07-21,57.6205
2023-07-22,57.6205
2023-07-23,57.6205
2023-07-24,58.7869
2023-07-25,59.5316
2023-07-26,58.0357
2023-07-27,56.2932
2023-07-28,54.356
2023-07-29,54.356
2023-07-30,54.356
2023-07-31,55.062
2023-08-01,55.2975
2023-08-02,62.7964
2023-08-03,64.2589
2023-08-04,62.6826
2023-08-05,62.6826
2023-08-06,62.6826
2023-08-07,65.7464
2023-08-08,65.5672
2023-08-09,64.3309
2023-08-10,65.001
2023-08-11,65.5147
2023-08-12,65.5147
2023-08-13,65.5147
2023-08-14,67.4093
2023-08-15,65.1225
2023-08-16,61.6223
2023-08-17,60.3192
2023-08-18,60.2976
2023-08-19,60.2976
2023-08-20,60.2976
2023-08-21,61.1054
2023-08-22,62.144
2023-08-23,63.491
2023-08-24,60.1219
2023-08-25,62.0368
2023-08-26,62.0368
2023-08-27,62.0368
2023-08-28,63.915
2023-08-29,64.3566
2023-08-30,64.7256
2023-08-31,66.6313
2023-09-01,67.8318
2023-09-02,67.8318
2023-09-03,67.8318
2023-09-04,67.8318
2023-09-05,67.1668
2023-09-06,67.5567
2023-09-07,67.0675
2023-09-08,66.7648
2023-09-09,66.7648
2023-09-10,66.7648
2023-09-11,64.8555
2023-09-12,61.9727
2023-09-13,61.2196
2023-09-14,62.3524
2023-09-15,58.9484
2023-09-16,58.9484
2023-09-17,58.9484
2023-09-18,60.3063
2023-09-19,60.2819
2023-09-20,60.5544
2023-09-21,55.8012
2023-09-22,56.4442
2023-09-23,56.4442
2023-09-24,56.4442
2023-09-25,55.5615
2023-09-26,50.4497
2023-09-27,48.9332
2023-09-28,52.8931
2023-09-29,51.7827
2023-09-30,51.7827
2023-10-01,51.7827
2023-10-02,51.0113
2023-10-03,51.7642
2023-10-04,55.0652
2023-10-05,52.6354
2023-10-06,54.8769
2023-10-07,54.8769
2023-10-08,54.8769
2023-10-09,56.9051
2023-10-10,58.4791
2023-10-11,61.134
2023-10-12,58.7616
2023-10-13,54.5392
2023-10-14,54.5392
2023-10-15,54.5392
2023-10-16,55.7276
2023-10-17,55.7889
2023-10-18,53.1795
2023-10-19,50.2428
2023-10-20,48.2204
2023-10-21,48.2204
2023-10-22,48.2204
2023-10-23,47.5121
2023-10-24,47.822
2023-10-25,46.8212
2023-10-26,46.5839
2023-10-27,47.0597
2023-10-28,47.0597
2023-10-29,47.0597
2023-10-30,45.4457
2023-10-31,48.739
2023-11-01,47.6379
2023-11-02,54.1309
2023-11-03,56.2174
2023-11-04,56.2174
2023-11-05,56.2174
2023-11-06,57.3539
2023-11-07,54.5363
2023-11-08,55.4887
2023-11-09,54.7655
2023-11-10,57.1155
2023-11-11,57.1155
2023-11-12,57.1155
2023-11-13,57.3325
2023-11-14,61.673
2023-11-15,61.9568
2023-11-16,58.6281
2023-11-17,58.4186
2023-11-18,58.4186
2023-11-19,58.4186
2023-11-20,59.7377
2023-11-21,59.3382
2023-11-22,59.8946
2023-11-23,59.8946
2023-11-24,59.5469
2023-11-25,59.5469
2023-11-26,59.5469
2023-11-27,57.6683
2023-11-28,55.425
2023-11-29,54.8385
2023-11-30,53.6344
2023-12-01,55.0519
2023-12-02,55.0519
2023-12-03,55.0519
2023-12-04,55.0857
2023-12-05,52.834
2023-12-06,52.0106
2023-12-07,54.6753
2023-12-08,55.2003
2023-12-09,55.2003
2023-12-10,55.2003
2023-12-11,57.3214
2023-12-12,58.8355
2023-12-13,59.1511
2023-12-14,61.0215
2023-12-15,63.0399
2023-12-16,63.0399
2023-12-17,63.0399
2023-12-18,63.3635
2023-12-19,63.5501
2023-12-20,61.627
2023-12-21,63.6165
2023-12-22,64.6935
2023-12-23,64.6935
2023-12-24,64.6935
2023-12-25,64.6935
2023-12-26,66.1177
2023-12-27,65.882
2023-12-28,65.9865
2023-12-29,64.1175
2023-12-30,64.1175
2023-12-31,64.1175
2024-01-01,64.1175
2024-01-02,56.1843
2024-01-03,52.7619
2024-01-04,50.6591
2024-01-05,49.6991
2024-01-06,49.6991
2024-01-07,49.6991
2024-01-08,53.3646
2024-01-09,53.3357
2024-01-10,55.09
2024-01-11,55.8298
2024-01-12,53.7634
2024-01-13,53.7634
2024-01-14,53.7634
2024-01-15,53.7634
2024-01-16,55.1014
2024-01-17,53.431
2024-01-18,58.1694
2024-01-19,59.1998
2024-01-20,59.1998
2024-01-21,59.1998
2024-01-22,59.5244
2024-01-23,57.323
2024-01-24,58.4729
2024-01-25,60.4045
2024-01-26,60.8996
2024-01-27,60.8996
2024-01-28,60.8996
2024-01-29,60.2538
2024-01-30,61.071
2024-01-31,57.2324
2024-02-01,59.7452
2024-02-02,61.5401
2024-02-03,61.5401
2024-02-04,61.5401
2024-02-05,59.4875
2024-02-06,59.2439
2024-02-07,63.9573
2024-02-08,67.4461
2024-02-09,68.0842
2024-02-10,68.0842
2024-02-11,68.0842
2024-02-12,64.7449
2024-02-13,60.4439
2024-02-14,61.6143
2024-02-15,63.4352
2024-02-16,62.1482
2024-02-17,62.1482
2024-02-18,62.1482
2024-02-19,62.1482
2024-02-20,62.3884
2024-02-21,61.9526
2024-02-22,65.4081
2024-02-23,65.4969
2024-02-24,65.4969
2024-02-25,65.4969
2024-02-26,64.6085
2024-02-27,62.6506
2024-02-28,63.0291
2024-02-29,63.7998
2024-03-01,64.4544
2024-03-02,64.4544
2024-03-03,64.4544
2024-03-04,63.756
2024-03-05,61.9403
2024-03-06,63.3503
2024-03-07,64.0638
2024-03-08,63.6292
2024-03-09,63.6292
2024-03-10,63.6292
2024-03-11,63.6178
2024-03-12,64.8792
2024-03-13,63.4178
2024-03-14,60.9551
2024-03-15,59.87
2024-03-16,59.87
2024-03-17,59.87
2024-03-18,59.3182
2024-03-19,61.5479
2024-03-20,63.4928
2024-03-21,66.0377
2024-03-22,66.555
2024-03-23,66.555
2024-03-24,66.555
2024-03-25,64.4074
2024-03-26,64.5828
2024-03-27,66.9245
2024-03-28,64.467
2024-03-29,64.467
2024-03-30,64.467
2024-03-31,64.467
2024-04-01,61.4301
2024-04-02,59.8955
2024-04-03,62.6808
2024-04-04,59.356
2024-04-05,61.1121
2024-04-06,61.1121
2024-04-07,61.1121
2024-04-08,61.1384
