,LYB US Equity
,RSI_30D
2020-01-01,60.3534
2020-01-02,58.8589
2020-01-03,53.7307
2020-01-04,53.7307
2020-01-05,53.7307
2020-01-06,53.2322
2020-01-07,52.4148
2020-01-08,51.6158
2020-01-09,51.676
2020-01-10,49.2681
2020-01-11,49.2681
2020-01-12,49.2681
2020-01-13,52.8006
2020-01-14,54.1623
2020-01-15,52.5718
2020-01-16,53.1868
2020-01-17,54.1289
2020-01-18,54.1289
2020-01-19,54.1289
2020-01-20,54.1289
2020-01-21,48.7253
2020-01-22,43.9438
2020-01-23,43.3043
2020-01-24,41.2994
2020-01-25,41.2994
2020-01-26,41.2994
2020-01-27,37.3601
2020-01-28,39.0953
2020-01-29,40.9924
2020-01-30,40.426
2020-01-31,33.6955
2020-02-01,33.6955
2020-02-02,33.6955
2020-02-03,35.6003
2020-02-04,40.9056
2020-02-05,44.7382
2020-02-06,43.8653
2020-02-07,42.3039
2020-02-08,42.3039
2020-02-09,42.3039
2020-02-10,42.098
2020-02-11,45.3968
2020-02-12,47.8669
2020-02-13,45.1364
2020-02-14,44.0453
2020-02-15,44.0453
2020-02-16,44.0453
2020-02-17,44.0453
2020-02-18,42.5161
2020-02-19,43.5146
2020-02-20,45.6835
2020-02-21,45.1202
2020-02-22,45.1202
2020-02-23,45.1202
2020-02-24,41.2244
2020-02-25,36.9337
2020-02-26,36.0012
2020-02-27,33.0479
2020-02-28,35.6067
2020-02-29,35.6067
2020-03-01,35.6067
2020-03-02,40.1073
2020-03-03,38.0571
2020-03-04,42.0742
2020-03-05,40.8639
2020-03-06,39.1686
2020-03-07,39.1686
2020-03-08,39.1686
2020-03-09,30.6788
2020-03-10,30.8416
2020-03-11,27.8531
2020-03-12,24.4651
2020-03-13,25.3769
2020-03-14,25.3769
2020-03-15,25.3769
2020-03-16,21.2603
2020-03-17,28.1476
2020-03-18,27.7245
2020-03-19,30.2334
2020-03-20,29.7396
2020-03-21,29.7396
2020-03-22,29.7396
2020-03-23,29.1352
2020-03-24,33.5741
2020-03-25,39.1668
2020-03-26,40.558
2020-03-27,38.3142
2020-03-28,38.3142
2020-03-29,38.3142
2020-03-30,38.4541
2020-03-31,38.4942
2020-04-01,36.2465
2020-04-02,36.983
2020-04-03,37.1349
2020-04-04,37.1349
2020-04-05,37.1349
2020-04-06,40.2638
2020-04-07,41.6701
2020-04-08,44.5828
2020-04-09,47.0598
2020-04-10,47.0598
2020-04-11,47.0598
2020-04-12,47.0598
2020-04-13,46.5067
2020-04-14,46.9416
2020-04-15,43.3333
2020-04-16,41.5266
2020-04-17,43.5783
2020-04-18,43.5783
2020-04-19,43.5783
2020-04-20,41.5002
2020-04-21,40.558
2020-04-22,41.6965
2020-04-23,42.6637
2020-04-24,43.1898
2020-04-25,43.1898
2020-04-26,43.1898
2020-04-27,45.0017
2020-04-28,47.3991
2020-04-29,50.3261
2020-04-30,49.0147
2020-05-01,47.221
2020-05-02,47.221
2020-05-03,47.221
2020-05-04,46.7077
2020-05-05,47.0751
2020-05-06,45.3045
2020-05-07,46.5345
2020-05-08,48.5443
2020-05-09,48.5443
2020-05-10,48.5443
2020-05-11,48.2751
2020-05-12,48.1335
2020-05-13,45.8586
2020-05-14,46.4194
2020-05-15,46.6725
2020-05-16,46.6725
2020-05-17,46.6725
2020-05-18,51.1176
2020-05-19,50.1434
2020-05-20,51.8379
2020-05-21,51.736
2020-05-22,51.8565
2020-05-23,51.8565
2020-05-24,51.8565
2020-05-25,51.8565
2020-05-26,56.9326
2020-05-27,56.586
2020-05-28,54.1645
2020-05-29,53.6423
2020-05-30,53.6423
2020-05-31,53.6423
2020-06-01,54.7564
2020-06-02,56.8283
2020-06-03,58.1982
2020-06-04,60.3276
2020-06-05,61.5028
2020-06-06,61.5028
2020-06-07,61.5028
2020-06-08,62.3919
2020-06-09,62.0117
2020-06-10,59.6684
2020-06-11,51.6357
2020-06-12,53.4524
2020-06-13,53.4524
2020-06-14,53.4524
2020-06-15,53.8953
2020-06-16,55.0703
2020-06-17,53.3096
2020-06-18,53.3856
2020-06-19,53.0605
2020-06-20,53.0605
2020-06-21,53.0605
2020-06-22,53.1858
2020-06-23,52.5708
2020-06-24,48.279
2020-06-25,50.8841
2020-06-26,50.3918
2020-06-27,50.3918
2020-06-28,50.3918
2020-06-29,51.6065
2020-06-30,52.1967
2020-07-01,52.1028
2020-07-02,53.1722
2020-07-03,53.1722
2020-07-04,53.1722
2020-07-05,53.1722
2020-07-06,54.1835
2020-07-07,53.4796
2020-07-08,51.9725
2020-07-09,49.5586
2020-07-10,51.2098
2020-07-11,51.2098
2020-07-12,51.2098
2020-07-13,51.4653
2020-07-14,52.8446
2020-07-15,54.4324
2020-07-16,54.4126
2020-07-17,54.0476
2020-07-18,54.0476
2020-07-19,54.0476
2020-07-20,52.3326
2020-07-21,53.4736
2020-07-22,53.7441
2020-07-23,54.2214
2020-07-24,53.7908
2020-07-25,53.7908
2020-07-26,53.7908
2020-07-27,54.995
2020-07-28,52.552
2020-07-29,52.9469
2020-07-30,50.0488
2020-07-31,47.2914
2020-08-01,47.2914
2020-08-02,47.2914
2020-08-03,46.9149
2020-08-04,49.7581
2020-08-05,50.7957
2020-08-06,50.3842
2020-08-07,51.6822
2020-08-08,51.6822
2020-08-09,51.6822
2020-08-10,55.0858
2020-08-11,55.8758
2020-08-12,54.5372
2020-08-13,53.5084
2020-08-14,53.5285
2020-08-15,53.5285
2020-08-16,53.5285
2020-08-17,52.9586
2020-08-18,52.8494
2020-08-19,51.8543
2020-08-20,49.8409
2020-08-21,49.5094
2020-08-22,49.5094
2020-08-23,49.5094
2020-08-24,53.9451
2020-08-25,52.9146
2020-08-26,53.5269
2020-08-27,53.0301
2020-08-28,53.3566
2020-08-29,53.3566
2020-08-30,53.3566
2020-08-31,49.9328
2020-09-01,53.3863
2020-09-02,56.5395
2020-09-03,55.2009
2020-09-04,56.8321
2020-09-05,56.8321
2020-09-06,56.8321
2020-09-07,56.8321
2020-09-08,54.3308
2020-09-09,56.9165
2020-09-10,54.7658
2020-09-11,57.9325
2020-09-12,57.9325
2020-09-13,57.9325
2020-09-14,59.8151
2020-09-15,59.8662
2020-09-16,60.2067
2020-09-17,62.6919
2020-09-18,61.4841
2020-09-19,61.4841
2020-09-20,61.4841
2020-09-21,54.8088
2020-09-22,54.8181
2020-09-23,51.0247
2020-09-24,51.2527
2020-09-25,50.6167
2020-09-26,50.6167
2020-09-27,50.6167
2020-09-28,52.2413
2020-09-29,51.2217
2020-09-30,51.4431
2020-10-01,48.8754
2020-10-02,53.1004
2020-10-03,53.1004
2020-10-04,53.1004
2020-10-05,55.9996
2020-10-06,56.5188
2020-10-07,59.3919
2020-10-08,59.2144
2020-10-09,59.6962
2020-10-10,59.6962
2020-10-11,59.6962
2020-10-12,56.8338
2020-10-13,55.9512
2020-10-14,57.1381
2020-10-15,55.936
2020-10-16,55.955
2020-10-17,55.955
2020-10-18,55.955
2020-10-19,55.9942
2020-10-20,56.7707
2020-10-21,55.1698
2020-10-22,55.6807
2020-10-23,55.4406
2020-10-24,55.4406
2020-10-25,55.4406
2020-10-26,53.4918
2020-10-27,50.8982
2020-10-28,46.3399
2020-10-29,49.6643
2020-10-30,45.8296
2020-10-31,45.8296
2020-11-01,45.8296
2020-11-02,49.5386
2020-11-03,50.5012
2020-11-04,47.2614
2020-11-05,51.7715
2020-11-06,50.2978
2020-11-07,50.2978
2020-11-08,50.2978
2020-11-09,55.957
2020-11-10,57.4343
2020-11-11,53.4881
2020-11-12,51.0573
2020-11-13,52.8646
2020-11-14,52.8646
2020-11-15,52.8646
2020-11-16,55.1231
2020-11-17,56.0998
2020-11-18,56.934
2020-11-19,56.9556
2020-11-20,56.3875
2020-11-21,56.3875
2020-11-22,56.3875
2020-11-23,58.9577
2020-11-24,62.6336
2020-11-25,61.1182
2020-11-26,61.1182
2020-11-27,60.6935
2020-11-28,60.6935
2020-11-29,60.6935
2020-11-30,57.9555
2020-12-01,58.4195
2020-12-02,58.5343
2020-12-03,58.2329
2020-12-04,60.8434
2020-12-05,60.8434
2020-12-06,60.8434
2020-12-07,58.5994
2020-12-08,59.1646
2020-12-09,59.6396
2020-12-10,59.2775
2020-12-11,59.501
2020-12-12,59.501
2020-12-13,59.501
2020-12-14,57.9132
2020-12-15,59.4408
2020-12-16,59.4965
2020-12-17,60.3185
2020-12-18,60.985
2020-12-19,60.985
2020-12-20,60.985
2020-12-21,60.3033
2020-12-22,59.5635
2020-12-23,60.2762
2020-12-24,60.2494
2020-12-25,60.2494
2020-12-26,60.2494
2020-12-27,60.2494
2020-12-28,60.2356
2020-12-29,58.6865
2020-12-30,60.1939
2020-12-31,60.7472
2021-01-01,60.7472
2021-01-02,60.7472
2021-01-03,60.7472
2021-01-04,57.4302
2021-01-05,60.315
2021-01-06,63.9824
2021-01-07,64.5184
2021-01-08,63.5127
2021-01-09,63.5127
2021-01-10,63.5127
2021-01-11,63.6997
2021-01-12,65.4743
2021-01-13,62.5385
2021-01-14,63.9365
2021-01-15,58.7452
2021-01-16,58.7452
2021-01-17,58.7452
2021-01-18,58.7452
2021-01-19,57.4177
2021-01-20,57.923
2021-01-21,55.7711
2021-01-22,54.4165
2021-01-23,54.4165
2021-01-24,54.4165
2021-01-25,52.6751
2021-01-26,50.3524
2021-01-27,48.4186
2021-01-28,49.7176
2021-01-29,48.147
2021-01-30,48.147
2021-01-31,48.147
2021-02-01,49.249
2021-02-02,51.5
2021-02-03,51.9118
2021-02-04,53.6546
2021-02-05,55.9866
2021-02-06,55.9866
2021-02-07,55.9866
2021-02-08,58.0763
2021-02-09,57.0716
2021-02-10,57.7806
2021-02-11,56.9485
2021-02-12,58.2127
2021-02-13,58.2127
2021-02-14,58.2127
2021-02-15,58.2127
2021-02-16,59.919
2021-02-17,59.6738
2021-02-18,55.875
2021-02-19,60.6298
2021-02-20,60.6298
2021-02-21,60.6298
2021-02-22,62.7453
2021-02-23,62.8066
2021-02-24,65.9423
2021-02-25,62.2794
2021-02-26,60.7025
2021-02-27,60.7025
2021-02-28,60.7025
2021-03-01,63.0832
2021-03-02,64.1613
