,WM US Equity
2020-04-17,47.0404
2020-04-18,47.0404
2020-04-19,47.0404
2020-04-20,45.8692
2020-04-21,45.0453
2020-04-22,46.4201
2020-04-23,45.8531
2020-04-24,46.3355
2020-04-25,46.3355
2020-04-26,46.3355
2020-04-27,48.17
2020-04-28,48.534
2020-04-29,48.0597
2020-04-30,47.4467
2020-05-01,46.2463
2020-05-02,46.2463
2020-05-03,46.2463
2020-05-04,47.2755
2020-05-05,46.9039
2020-05-06,45.3866
2020-05-07,48.964
2020-05-08,48.6239
2020-05-09,48.6239
2020-05-10,48.6239
2020-05-11,48.2842
2020-05-12,46.711
2020-05-13,45.4586
2020-05-14,46.0107
2020-05-15,45.1159
2020-05-16,45.1159
2020-05-17,45.1159
2020-05-18,48.2242
2020-05-19,47.2374
2020-05-20,48.1614
2020-05-21,47.7597
2020-05-22,47.7518
2020-05-23,47.7518
2020-05-24,47.7518
2020-05-25,47.7518
2020-05-26,50.0495
2020-05-27,52.2385
2020-05-28,53.9399
2020-05-29,54.132
2020-05-30,54.132
2020-05-31,54.132
2020-06-01,53.4494
2020-06-02,54.5861
2020-06-03,56.7261
2020-06-04,55.0997
2020-06-05,58.2147
2020-06-06,58.2147
2020-06-07,58.2147
2020-06-08,59.1411
2020-06-09,56.9038
2020-06-10,55.0885
2020-06-11,49.8372
2020-06-12,50.3879
2020-06-13,50.3879
2020-06-14,50.3879
2020-06-15,50.873
2020-06-16,51.8552
2020-06-17,51.8552
2020-06-18,50.9012
2020-06-19,48.4067
2020-06-20,48.4067
2020-06-21,48.4067
2020-06-22,50.1076
2020-06-23,50.2483
2020-06-24,48.0666
2020-06-25,49.0049
2020-06-26,49.3943
2020-06-27,49.3943
2020-06-28,49.3943
2020-06-29,50.0983
2020-06-30,52.2514
2020-07-01,51.4501
2020-07-02,51.3309
2020-07-03,51.3309
2020-07-04,51.3309
2020-07-05,51.3309
2020-07-06,51.563
2020-07-07,50.9451
2020-07-08,49.3885
2020-07-09,48.3294
2020-07-10,50.1786
2020-07-11,50.1786
2020-07-12,50.1786
2020-07-13,50.7134
2020-07-14,52.6417
2020-07-15,53.2389
2020-07-16,53.9214
2020-07-17,55.1741
2020-07-18,55.1741
2020-07-19,55.1741
2020-07-20,52.6315
2020-07-21,53.6177
2020-07-22,54.3321
2020-07-23,54.1072
2020-07-24,53.1588
2020-07-25,53.1588
2020-07-26,53.1588
2020-07-27,52.8902
2020-07-28,53.4119
2020-07-29,55.8082
2020-07-30,55.4343
2020-07-31,55.6846
2020-08-01,55.6846
2020-08-02,55.6846
2020-08-03,54.7877
2020-08-04,54.5531
2020-08-05,55.0015
2020-08-06,56.4704
2020-08-07,59.1916
2020-08-08,59.1916
2020-08-09,59.1916
2020-08-10,57.4371
2020-08-11,57.4054
2020-08-12,58.1935
2020-08-13,56.6972
2020-08-14,56.8612
2020-08-15,56.8612
2020-08-16,56.8612
2020-08-17,55.8518
2020-08-18,56.0401
2020-08-19,55.2562
2020-08-20,54.5371
2020-08-21,55.9964
2020-08-22,55.9964
2020-08-23,55.9964
2020-08-24,57.8664
2020-08-25,58.7792
2020-08-26,59.7217
2020-08-27,60.2121
2020-08-28,59.6839
2020-08-29,59.6839
2020-08-30,59.6839
2020-08-31,59.663
2020-09-01,58.8976
2020-09-02,59.6561
2020-09-03,54.7451
2020-09-04,54.7255
2020-09-05,54.7255
2020-09-06,54.7255
2020-09-07,54.7255
2020-09-08,53.2508
2020-09-09,56.6356
2020-09-10,54.9121
2020-09-11,57.1647
2020-09-12,57.1647
2020-09-13,57.1647
2020-09-14,61.5087
2020-09-15,62.3816
2020-09-16,61.9314
2020-09-17,59.334
2020-09-18,58.7609
2020-09-19,58.7609
2020-09-20,58.7609
2020-09-21,56.8604
2020-09-22,57.8349
2020-09-23,51.9632
2020-09-24,51.2489
2020-09-25,54.7368
2020-09-26,54.7368
2020-09-27,54.7368
2020-09-28,55.3187
2020-09-29,54.2108
2020-09-30,53.7864
2020-10-01,53.2828
2020-10-02,54.8447
2020-10-03,54.8447
2020-10-04,54.8447
2020-10-05,55.3847
2020-10-06,53.512
2020-10-07,54.5243
2020-10-08,55.8196
2020-10-09,56.8279
2020-10-10,56.8279
2020-10-11,56.8279
2020-10-12,59.0164
2020-10-13,56.3624
2020-10-14,54.5923
2020-10-15,55.6724
2020-10-16,56.601
2020-10-17,56.601
2020-10-18,56.601
2020-10-19,52.4872
2020-10-20,53.4706
2020-10-21,53.2091
2020-10-22,55.7665
2020-10-23,57.1739
2020-10-24,57.1739
2020-10-25,57.1739
2020-10-26,51.1946
2020-10-27,46.9326
2020-10-28,42.1258
2020-10-29,43.0951
2020-10-30,43.6903
2020-10-31,43.6903
2020-11-01,43.6903
2020-11-02,48.0041
2020-11-03,53.4088
2020-11-04,55.0133
2020-11-05,58.9826
2020-11-06,58.3824
2020-11-07,58.3824
2020-11-08,58.3824
2020-11-09,60.1034
2020-11-10,62.4192
2020-11-11,61.5337
2020-11-12,58.9815
2020-11-13,59.8183
2020-11-14,59.8183
2020-11-15,59.8183
2020-11-16,59.8897
2020-11-17,58.824
2020-11-18,57.6399
2020-11-19,57.6971
2020-11-20,57.3287
2020-11-21,57.3287
2020-11-22,57.3287
2020-11-23,56.9363
2020-11-24,57.3391
2020-11-25,56.0015
2020-11-26,56.0015
2020-11-27,55.2421
2020-11-28,55.2421
2020-11-29,55.2421
2020-11-30,55.1389
2020-12-01,55.8635
2020-12-02,51.6189
2020-12-03,52.4492
2020-12-04,53.05
2020-12-05,53.05
2020-12-06,53.05
2020-12-07,51.7481
2020-12-08,51.714
2020-12-09,51.4161
2020-12-10,48.6207
2020-12-11,49.4357
2020-12-12,49.4357
2020-12-13,49.4357
2020-12-14,48.3718
2020-12-15,51.78
2020-12-16,50.5712
2020-12-17,52.895
2020-12-18,52.7157
2020-12-19,52.7157
2020-12-20,52.7157
2020-12-21,51.1031
2020-12-22,53.4128
2020-12-23,50.4906
2020-12-24,51.7178
2020-12-25,51.7178
2020-12-26,51.7178
2020-12-27,51.7178
2020-12-28,53.4525
2020-12-29,51.2338
2020-12-30,51.4145
2020-12-31,53.0506
2021-01-01,53.0506
2021-01-02,53.0506
2021-01-03,53.0506
2021-01-04,47.8802
2021-01-05,48.5164
2021-01-06,52.5386
2021-01-07,52.9709
2021-01-08,53.7965
2021-01-09,53.7965
2021-01-10,53.7965
2021-01-11,51.1612
2021-01-12,50.1193
2021-01-13,49.8077
2021-01-14,47.2948
2021-01-15,47.4346
2021-01-16,47.4346
2021-01-17,47.4346
2021-01-18,47.4346
2021-01-19,47.9523
2021-01-20,48.0253
2021-01-21,47.2199
2021-01-22,48.697
2021-01-23,48.697
2021-01-24,48.697
2021-01-25,46.6702
2021-01-26,46.2616
2021-01-27,41.5711
2021-01-28,43.8368
2021-01-29,42.6612
2021-01-30,42.6612
2021-01-31,42.6612
2021-02-01,44.1708
2021-02-02,45.9118
2021-02-03,44.6765
2021-02-04,46.3238
2021-02-05,47.545
2021-02-06,47.545
2021-02-07,47.545
2021-02-08,48.7512
2021-02-09,47.314
2021-02-10,47.5836
2021-02-11,46.7527
2021-02-12,46.814
2021-02-13,46.814
2021-02-14,46.814
2021-02-15,46.814
2021-02-16,45.6359
2021-02-17,44.9341
2021-02-18,47.5447
2021-02-19,44.3365
2021-02-20,44.3365
2021-02-21,44.3365
2021-02-22,42.5701
2021-02-23,41.5459
2021-02-24,45.6662
2021-02-25,46.4669
2021-02-26,44.145
2021-02-27,44.145
2021-02-28,44.145
2021-03-01,47.2846
2021-03-02,50.6252
2021-03-03,49.9875
2021-03-04,52.6443
2021-03-05,57.4153
2021-03-06,57.4153
2021-03-07,57.4153
2021-03-08,61.3075
2021-03-09,57.5101
2021-03-10,60.0235
2021-03-11,58.1172
2021-03-12,60.2156
2021-03-13,60.2156
2021-03-14,60.2156
2021-03-15,61.1493
2021-03-16,61.4761
2021-03-17,55.0063
2021-03-18,58.3707
2021-03-19,57.8631
2021-03-20,57.8631
2021-03-21,57.8631
2021-03-22,59.834
2021-03-23,60.607
2021-03-24,61.3656
2021-03-25,63.9678
2021-03-26,66.1118
2021-03-27,66.1118
2021-03-28,66.1118
2021-03-29,66.5806
2021-03-30,64.7616
2021-03-31,64.3158
2021-04-01,64.5681
2021-04-02,64.5681
2021-04-03,64.5681
2021-04-04,64.5681
2021-04-05,66.1945
2021-04-06,66.7577
2021-04-07,67.5013
2021-04-08,67.8957
2021-04-09,69.5324
2021-04-10,69.5324
2021-04-11,69.5324
2021-04-12,69.1164
2021-04-13,69.096
2021-04-14,67.8957
2021-04-15,68.5199
2021-04-16,69.0357
2021-04-17,69.0357
2021-04-18,69.0357
2021-04-19,67.6935
2021-04-20,68.1481
2021-04-21,68.8591
2021-04-22,67.0419
2021-04-23,67.8544
2021-04-24,67.8544
2021-04-25,67.8544
2021-04-26,64.4153
2021-04-27,65.7094
2021-04-28,66.9949
2021-04-29,68.0025
2021-04-30,68.8214
2021-05-01,68.8214
2021-05-02,68.8214
2021-05-03,71.1154
2021-05-04,71.6078
2021-05-05,72.2954
2021-05-06,71.9161
2021-05-07,71.6729
2021-05-08,71.6729
2021-05-09,71.6729
2021-05-10,73.4205
2021-05-11,68.6217
2021-05-12,62.4331
2021-05-13,65.8511
2021-05-14,66.3593
2021-05-15,66.3593
2021-05-16,66.3593
2021-05-17,65.5251
2021-05-18,63.5272
2021-05-19,61.0819
2021-05-20,62.5288
2021-05-21,63.127
2021-05-22,63.127
2021-05-23,63.127
2021-05-24,63.2843
2021-05-25,62.4578
2021-05-26,60.6625
2021-05-27,61.6298
2021-05-28,61.7918
2021-05-29,61.7918
2021-05-30,61.7918
2021-05-31,61.7918
2021-06-01,60.551
2021-06-02,61.9129
2021-06-03,61.9584
2021-06-04,62.1853
2021-06-05,62.1853
2021-06-06,62.1853
2021-06-07,59.6319
2021-06-08,59.1423
2021-06-09,59.5012
2021-06-10,60.031
2021-06-11,59.9846
2021-06-12,59.9846
2021-06-13,59.9846
2021-06-14,60.5211
2021-06-15,61.4795
2021-06-16,58.9551
2021-06-17,57.7291
2021-06-18,52.8528
2021-06-19,52.8528
2021-06-20,52.8528
2021-06-21,56.735
2021-06-22,57.2283
2021-06-23,54.8296
2021-06-24,54.8636
2021-06-25,55.8446
2021-06-26,55.8446
2021-06-27,55.8446
2021-06-28,55.9661
2021-06-29,56.4622
2021-06-30,57.6089
2021-07-01,59.4125
2021-07-02,60.7173
2021-07-03,60.7173
2021-07-04,60.7173
2021-07-05,60.7173
2021-07-06,61.9817
2021-07-07,63.8904
2021-07-08,59.3516
2021-07-09,60.6955
2021-07-10,60.6955
2021-07-11,60.6955
2021-07-12,60.8033
2021-07-13,59.3825
2021-07-14,61.6899
2021-07-15,63.6791
2021-07-16,64.2951
2021-07-17,64.2951
2021-07-18,64.2951
2021-07-19,59.175
2021-07-20,61.43
2021-07-21,60.7092
2021-07-22,60.902
2021-07-23,62.9422
2021-07-24,62.9422
2021-07-25,62.9422
2021-07-26,63.363
2021-07-27,63.7463
2021-07-28,60.6123
2021-07-29,61.4334
2021-07-30,64.3518
2021-07-31,64.3518
2021-08-01,64.3518
2021-08-02,62.0076
2021-08-03,64.8693
2021-08-04,63.5957
2021-08-05,62.375
2021-08-06,61.2505
2021-08-07,61.2505
2021-08-08,61.2505
2021-08-09,59.8607
2021-08-10,59.2903
2021-08-11,62.4716
2021-08-12,63.7658
2021-08-13,64.4729
2021-08-14,64.4729
2021-08-15,64.4729
2021-08-16,66.1737
2021-08-17,65.6076
2021-08-18,60.616
2021-08-19,63.3897
2021-08-20,65.0226
2021-08-21,65.0226
2021-08-22,65.0226
2021-08-23,62.4469
2021-08-24,63.2509
2021-08-25,63.8107
2021-08-26,64.7819
2021-08-27,65.4667
2021-08-28,65.4667
2021-08-29,65.4667
2021-08-30,66.6616
2021-08-31,66.613
2021-09-01,67.5205
2021-09-02,68.1698
2021-09-03,67.106
2021-09-04,67.106
2021-09-05,67.106
2021-09-06,67.106
2021-09-07,61.8912
2021-09-08,63.2443
2021-09-09,62.2182
2021-09-10,63.1323
2021-09-11,63.1323
2021-09-12,63.1323
2021-09-13,64.073
2021-09-14,62.7337
2021-09-15,64.2111
2021-09-16,60.1249
2021-09-17,57.4929
2021-09-18,57.4929
2021-09-19,57.4929
2021-09-20,57.5722
2021-09-21,57.605
2021-09-22,58.7101
2021-09-23,58.8426
2021-09-24,59.9883
2021-09-25,59.9883
2021-09-26,59.9883
2021-09-27,55.0698
2021-09-28,50.7825
2021-09-29,53.7221
2021-09-30,49.6333
2021-10-01,50.4689
2021-10-02,50.4689
2021-10-03,50.4689
2021-10-04,48.7097
2021-10-05,50.5119
2021-10-06,52.9115
2021-10-07,56.9991
2021-10-08,58.0147
2021-10-09,58.0147
2021-10-10,58.0147
2021-10-11,56.7981
2021-10-12,57.3475
2021-10-13,58.0875
2021-10-14,62.078
2021-10-15,62.3385
2021-10-16,62.3385
2021-10-17,62.3385
2021-10-18,60.2782
2021-10-19,62.4156
2021-10-20,64.3752
2021-10-21,65.9039
2021-10-22,68.4794
2021-10-23,68.4794
2021-10-24,68.4794
2021-10-25,62.2201
2021-10-26,59.0283
2021-10-27,52.8358
2021-10-28,55.5788
2021-10-29,58.4808
2021-10-30,58.4808
2021-10-31,58.4808
2021-11-01,57.1371
2021-11-02,59.1311
2021-11-03,57.0067
2021-11-04,58.0294
2021-11-05,56.8703
2021-11-06,56.8703
2021-11-07,56.8703
2021-11-08,57.0435
2021-11-09,56.3558
2021-11-10,59.0709
2021-11-11,57.8206
2021-11-12,59.6507
2021-11-13,59.6507
2021-11-14,59.6507
2021-11-15,59.6715
2021-11-16,61.3517
2021-11-17,62.1327
2021-11-18,60.6376
2021-11-19,58.885
2021-11-20,58.885
2021-11-21,58.885
2021-11-22,58.2987
2021-11-23,60.3096
2021-11-24,61.2444
2021-11-25,61.2444
2021-11-26,57.6529
2021-11-27,57.6529
2021-11-28,57.6529
2021-11-29,61.1706
2021-11-30,52.8452
2021-12-01,52.6527
2021-12-02,56.5605
2021-12-03,55.9081
2021-12-04,55.9081
2021-12-05,55.9081
2021-12-06,56.1696
2021-12-07,56.9517
2021-12-08,55.9853
2021-12-09,54.9932
2021-12-10,57.0469
2021-12-11,57.0469
2021-12-12,57.0469
2021-12-13,56.3713
2021-12-14,54.138
2021-12-15,54.0708
2021-12-16,57.8663
2021-12-17,51.8887
2021-12-18,51.8887
2021-12-19,51.8887
2021-12-20,51.0581
2021-12-21,50.4089
2021-12-22,51.1321
2021-12-23,52.5852
2021-12-24,52.5852
2021-12-25,52.5852
2021-12-26,52.5852
2021-12-27,54.6036
2021-12-28,56.0169
2021-12-29,57.2807
2021-12-30,56.4019
2021-12-31,57.6128
2022-01-01,57.6128
2022-01-02,57.6128
2022-01-03,52.2727
2022-01-04,53.9293
2022-01-05,51.0394
2022-01-06,52.1289
2022-01-07,50.8652
2022-01-08,50.8652
2022-01-09,50.8652
2022-01-10,48.2562
2022-01-11,48.3145
2022-01-12,48.2807
2022-01-13,46.0801
2022-01-14,45.2186
2022-01-15,45.2186
2022-01-16,45.2186
2022-01-17,45.2186
2022-01-18,43.8408
2022-01-19,43.5557
2022-01-20,41.6362
2022-01-21,39.8397
2022-01-22,39.8397
2022-01-23,39.8397
2022-01-24,38.3342
2022-01-25,36.7461
2022-01-26,36.7019
2022-01-27,35.2044
2022-01-28,37.7402
2022-01-29,37.7402
2022-01-30,37.7402
2022-01-31,41.3927
2022-02-01,40.7309
2022-02-02,39.1686
2022-02-03,37.6299
2022-02-04,36.4043
2022-02-05,36.4043
2022-02-06,36.4043
2022-02-07,36.496
2022-02-08,36.5906
2022-02-09,38.9273
2022-02-10,36.3077
2022-02-11,35.28
2022-02-12,35.28
2022-02-13,35.28
2022-02-14,34.5344
2022-02-15,35.9979
2022-02-16,35.8976
2022-02-17,36.7106
2022-02-18,36.0068
2022-02-19,36.0068
2022-02-20,36.0068
2022-02-21,36.0068
2022-02-22,35.2408
2022-02-23,34.3618
2022-02-24,36.6639
2022-02-25,41.8942
2022-02-26,41.8942
2022-02-27,41.8942
2022-02-28,41.0737
2022-03-01,44.3102
2022-03-02,49.063
2022-03-03,52.1877
2022-03-04,57.3094
2022-03-05,57.3094
2022-03-06,57.3094
2022-03-07,54.9165
2022-03-08,46.8172
2022-03-09,48.8165
2022-03-10,50.2251
2022-03-11,50.2444
2022-03-12,50.2444
2022-03-13,50.2444
2022-03-14,53.0467
2022-03-15,53.6985
2022-03-16,53.677
2022-03-17,54.7363
2022-03-18,54.7742
2022-03-19,54.7742
2022-03-20,54.7742
2022-03-21,55.1238
2022-03-22,53.6926
2022-03-23,52.1972
2022-03-24,53.7484
2022-03-25,55.0054
2022-03-26,55.0054
2022-03-27,55.0054
2022-03-28,56.8448
2022-03-29,56.3253
2022-03-30,57.9728
2022-03-31,56.7356
2022-04-01,58.0138
2022-04-02,58.0138
2022-04-03,58.0138
2022-04-04,57.4508
2022-04-05,58.6371
2022-04-06,59.138
2022-04-07,61.6617
2022-04-08,62.8743
2022-04-09,62.8743
2022-04-10,62.8743
2022-04-11,61.4221
2022-04-12,58.1785
2022-04-13,55.4134
2022-04-14,54.6745
2022-04-15,54.6745
2022-04-16,54.6745
2022-04-17,54.6745
2022-04-18,53.2189
2022-04-19,54.3877
2022-04-20,55.9929
2022-04-21,56.5894
2022-04-22,51.9265
2022-04-23,51.9265
2022-04-24,51.9265
2022-04-25,50.1125
2022-04-26,58.1112
2022-04-27,60.7353
2022-04-28,62.3614
2022-04-29,56.6171
2022-04-30,56.6171
2022-05-01,56.6171
2022-05-02,51.528
2022-05-03,51.7689
2022-05-04,54.2041
2022-05-05,50.932
2022-05-06,53.4079
2022-05-07,53.4079
2022-05-08,53.4079
2022-05-09,51.2442
2022-05-10,49.3784
2022-05-11,50.0601
2022-05-12,48.1993
2022-05-13,50.2137
2022-05-14,50.2137
2022-05-15,50.2137
2022-05-16,49.8244
2022-05-17,49.6549
2022-05-18,46.2614
2022-05-19,46.0351
2022-05-20,47.6167
2022-05-21,47.6167
2022-05-22,47.6167
2022-05-23,49.0282
2022-05-24,50.3593
2022-05-25,48.9753
2022-05-26,50.72
2022-05-27,53.2347
2022-05-28,53.2347
2022-05-29,53.2347
2022-05-30,53.2347
2022-05-31,51.0072
2022-06-01,51.0243
2022-06-02,52.3153
2022-06-03,52.0692
2022-06-04,52.0692
2022-06-05,52.0692
2022-06-06,50.9439
2022-06-07,52.6138
2022-06-08,50.0191
2022-06-09,46.7871
2022-06-10,45.207
2022-06-11,45.207
2022-06-12,45.207
2022-06-13,42.4906
2022-06-14,40.8869
2022-06-15,40.7378
2022-06-16,38.6084
2022-06-17,37.4923
2022-06-18,37.4923
2022-06-19,37.4923
2022-06-20,37.4923
2022-06-21,40.9803
2022-06-22,41.9041
2022-06-23,44.1453
2022-06-24,47.0377
2022-06-25,47.0377
2022-06-26,47.0377
2022-06-27,46.416
2022-06-28,45.8932
2022-06-29,48.0984
2022-06-30,49.648
2022-07-01,51.939
2022-07-02,51.939
2022-07-03,51.939
2022-07-04,51.939
2022-07-05,48.5577
2022-07-06,50.9495
2022-07-07,50.1068
2022-07-08,49.4303
2022-07-09,49.4303
2022-07-10,49.4303
2022-07-11,49.2754
2022-07-12,47.9375
2022-07-13,47.4219
2022-07-14,48.0386
2022-07-15,48.9484
2022-07-16,48.9484
2022-07-17,48.9484
2022-07-18,46.4937
2022-07-19,49.2513
2022-07-20,49.82
2022-07-21,52.0958
2022-07-22,51.7848
2022-07-23,51.7848
2022-07-24,51.7848
2022-07-25,52.6707
2022-07-26,51.7678
2022-07-27,55.5659
2022-07-28,59.6079
2022-07-29,59.5972
2022-07-30,59.5972
2022-07-31,59.5972
2022-08-01,58.305
2022-08-02,58.2724
2022-08-03,60.4506
2022-08-04,62.5442
2022-08-05,62.1979
2022-08-06,62.1979
2022-08-07,62.1979
2022-08-08,62.6754
2022-08-09,62.9644
2022-08-10,63.09
2022-08-11,62.6632
2022-08-12,64.1826
2022-08-13,64.1826
2022-08-14,64.1826
2022-08-15,64.892
2022-08-16,66.4049
2022-08-17,66.7422
2022-08-18,66.3117
2022-08-19,65.3382
2022-08-20,65.3382
2022-08-21,65.3382
2022-08-22,65.2199
2022-08-23,64.0064
2022-08-24,64.0491
2022-08-25,65.0364
2022-08-26,60.3825
2022-08-27,60.3825
2022-08-28,60.3825
2022-08-29,60.5882
2022-08-30,59.1441
2022-08-31,56.7648
2022-09-01,57.808
2022-09-02,55.6223
2022-09-03,55.6223
2022-09-04,55.6223
2022-09-05,55.6223
2022-09-06,56.3841
2022-09-07,60.858
2022-09-08,61.3088
2022-09-09,61.0469
2022-09-10,61.0469
2022-09-11,61.0469
2022-09-12,61.3411
2022-09-13,57.7052
2022-09-14,58.2378
2022-09-15,57.2341
2022-09-16,54.8721
2022-09-17,54.8721
2022-09-18,54.8721
2022-09-19,56.5936
2022-09-20,54.9231
2022-09-21,53.823
2022-09-22,51.1783
2022-09-23,49.7632
2022-09-24,49.7632
2022-09-25,49.7632
2022-09-26,49.1167
2022-09-27,46.7027
2022-09-28,48.5975
2022-09-29,45.4181
2022-09-30,43.6005
2022-10-01,43.6005
2022-10-02,43.6005
2022-10-03,49.591
2022-10-04,52.87
2022-10-05,51.1437
2022-10-06,44.1823
2022-10-07,40.871
2022-10-08,40.871
2022-10-09,40.871
2022-10-10,41.1561
2022-10-11,42.0128
2022-10-12,40.4922
2022-10-13,43.8123
2022-10-14,41.707
2022-10-15,41.707
2022-10-16,41.707
2022-10-17,44.9007
2022-10-18,48.0455
2022-10-19,48.3963
2022-10-20,46.4987
2022-10-21,47.031
2022-10-22,47.031
2022-10-23,47.031
2022-10-24,49.7219
2022-10-25,51.8117
2022-10-26,47.4226
2022-10-27,46.0946
2022-10-28,45.7849
2022-10-29,45.7849
2022-10-30,45.7849
2022-10-31,46.2258
2022-11-01,44.713
2022-11-02,43.674
2022-11-03,45.5954
2022-11-04,44.4778
2022-11-05,44.4778
2022-11-06,44.4778
2022-11-07,46.0666
2022-11-08,48.2854
2022-11-09,47.0269
2022-11-10,49.862
2022-11-11,47.2134
2022-11-12,47.2134
2022-11-13,47.2134
2022-11-14,46.735
2022-11-15,46.3093
2022-11-16,47.2928
2022-11-17,48.2925
2022-11-18,50.31
2022-11-19,50.31
2022-11-20,50.31
2022-11-21,51.8175
2022-11-22,52.2247
2022-11-23,52.9447
2022-11-24,52.9447
2022-11-25,53.3695
2022-11-26,53.3695
2022-11-27,53.3695
2022-11-28,53.495
2022-11-29,53.9779
2022-11-30,56.4956
2022-12-01,57.1866
2022-12-02,58.9752
2022-12-03,58.9752
2022-12-04,58.9752
2022-12-05,56.4967
2022-12-06,53.9094
2022-12-07,53.5115
2022-12-08,54.3089
2022-12-09,55.1251
2022-12-10,55.1251
2022-12-11,55.1251
2022-12-12,55.0754
2022-12-13,55.0242
2022-12-14,54.7474
2022-12-15,50.7605
2022-12-16,48.9235
2022-12-17,48.9235
2022-12-18,48.9235
2022-12-19,44.4955
2022-12-20,44.7418
2022-12-21,46.5578
2022-12-22,44.9671
2022-12-23,46.775
2022-12-24,46.775
2022-12-25,46.775
2022-12-26,46.775
2022-12-27,47.1271
2022-12-28,44.8718
2022-12-29,46.729
2022-12-30,44.6639
2022-12-31,44.6639
2023-01-01,44.6639
2023-01-02,44.6639
2023-01-03,44.854
2023-01-04,44.7269
2023-01-05,41.6442
2023-01-06,48.4494
2023-01-07,48.4494
2023-01-08,48.4494
2023-01-09,47.1811
2023-01-10,44.0066
2023-01-11,46.3396
2023-01-12,42.5402
2023-01-13,44.1984
2023-01-14,44.1984
2023-01-15,44.1984
2023-01-16,44.1984
2023-01-17,44.3962
2023-01-18,41.464
2023-01-19,41.132
2023-01-20,42.942
2023-01-21,42.942
2023-01-22,42.942
2023-01-23,43.6386
2023-01-24,43.2802
2023-01-25,44.2744
2023-01-26,43.699
2023-01-27,43.8351
2023-01-28,43.8351
2023-01-29,43.8351
2023-01-30,44.4543
2023-01-31,46.4843
2023-02-01,46.1418
2023-02-02,42.0642
2023-02-03,42.9863
2023-02-04,42.9863
2023-02-05,42.9863
2023-02-06,43.9601
2023-02-07,43.4649
2023-02-08,42.9845
2023-02-09,44.8885
2023-02-10,47.1883
2023-02-11,47.1883
2023-02-12,47.1883
2023-02-13,45.7645
2023-02-14,44.2237
2023-02-15,45.2825
2023-02-16,45.4565
2023-02-17,48.8851
2023-02-18,48.8851
2023-02-19,48.8851
2023-02-20,48.8851
2023-02-21,46.1877
2023-02-22,45.7596
2023-02-23,44.4804
2023-02-24,44.9296
2023-02-25,44.9296
2023-02-26,44.9296
2023-02-27,44.6577
2023-02-28,43.1825
2023-03-01,42.1596
2023-03-02,43.8893
2023-03-03,44.0078
2023-03-04,44.0078
2023-03-05,44.0078
2023-03-06,45.0428
2023-03-07,43.3952
2023-03-08,44.1663
2023-03-09,46.3246
2023-03-10,44.7007
2023-03-11,44.7007
2023-03-12,44.7007
2023-03-13,47.5185
2023-03-14,51.6792
2023-03-15,52.5523
2023-03-16,53.239
2023-03-17,49.8975
2023-03-18,49.8975
2023-03-19,49.8975
2023-03-20,52.0733
2023-03-21,51.5882
