,AON US Equity
2020-06-14,46.3272
2020-06-15,47.3896
2020-06-16,48.3827
2020-06-17,51.1277
2020-06-18,50.6766
2020-06-19,48.6912
2020-06-20,48.6912
2020-06-21,48.6912
2020-06-22,49.6579
2020-06-23,49.7711
2020-06-24,49.0374
2020-06-25,52.4019
2020-06-26,50.2171
2020-06-27,50.2171
2020-06-28,50.2171
2020-06-29,49.3406
2020-06-30,51.4728
2020-07-01,50.7364
2020-07-02,50.8908
2020-07-03,50.8908
2020-07-04,50.8908
2020-07-05,50.8908
2020-07-06,51.5242
2020-07-07,51.3925
2020-07-08,52.9873
2020-07-09,52.3641
2020-07-10,53.9716
2020-07-11,53.9716
2020-07-12,53.9716
2020-07-13,53.6694
2020-07-14,54.7134
2020-07-15,55.7196
2020-07-16,56.5838
2020-07-17,57.0943
2020-07-18,57.0943
2020-07-19,57.0943
2020-07-20,57.2205
2020-07-21,58.4422
2020-07-22,59.2924
2020-07-23,58.9198
2020-07-24,58.7639
2020-07-25,58.7639
2020-07-26,58.7639
2020-07-27,58.6435
2020-07-28,57.6018
2020-07-29,57.6383
2020-07-30,58.6387
2020-07-31,57.1201
2020-08-01,57.1201
2020-08-02,57.1201
2020-08-03,53.1089
2020-08-04,52.6566
2020-08-05,51.7981
2020-08-06,49.5974
2020-08-07,49.4709
2020-08-08,49.4709
2020-08-09,49.4709
2020-08-10,47.5508
2020-08-11,48.1196
2020-08-12,47.0636
2020-08-13,49.1294
2020-08-14,51.0959
2020-08-15,51.0959
2020-08-16,51.0959
2020-08-17,50.7111
2020-08-18,50.4655
2020-08-19,51.3992
2020-08-20,50.9157
2020-08-21,48.0991
2020-08-22,48.0991
2020-08-23,48.0991
2020-08-24,45.4226
2020-08-25,47.3443
2020-08-26,49.8913
2020-08-27,53.0589
2020-08-28,53.4486
2020-08-29,53.4486
2020-08-30,53.4486
2020-08-31,53.3449
2020-09-01,55.3328
2020-09-02,60.0228
2020-09-03,55.0562
2020-09-04,54.1807
2020-09-05,54.1807
2020-09-06,54.1807
2020-09-07,54.1807
2020-09-08,50.6244
2020-09-09,54.3094
2020-09-10,53.1576
2020-09-11,52.7838
2020-09-12,52.7838
2020-09-13,52.7838
2020-09-14,53.065
2020-09-15,53.0925
2020-09-16,53.4665
2020-09-17,52.7604
2020-09-18,52.2048
2020-09-19,52.2048
2020-09-20,52.2048
2020-09-21,50.7203
2020-09-22,51.3327
2020-09-23,51.6876
2020-09-24,47.8103
2020-09-25,48.3861
2020-09-26,48.3861
2020-09-27,48.3861
2020-09-28,53.8613
2020-09-29,55.0203
2020-09-30,55.8564
2020-10-01,55.75
2020-10-02,55.1527
2020-10-03,55.1527
2020-10-04,55.1527
2020-10-05,55.8861
2020-10-06,55.0768
2020-10-07,57.1092
2020-10-08,56.8159
2020-10-09,57.6557
2020-10-10,57.6557
2020-10-11,57.6557
2020-10-12,61.3556
2020-10-13,57.7976
2020-10-14,57.0434
2020-10-15,58.9085
2020-10-16,58.977
2020-10-17,58.977
2020-10-18,58.977
2020-10-19,55.4488
2020-10-20,52.9363
2020-10-21,52.9986
2020-10-22,53.8127
2020-10-23,53.6633
2020-10-24,53.6633
2020-10-25,53.6633
2020-10-26,49.1315
2020-10-27,46.9834
2020-10-28,43.4882
2020-10-29,38.5812
2020-10-30,37.2941
2020-10-31,37.2941
2020-11-01,37.2941
2020-11-02,35.521
2020-11-03,35.172
2020-11-04,38.4127
2020-11-05,40.0851
2020-11-06,44.1864
2020-11-07,44.1864
2020-11-08,44.1864
2020-11-09,46.1505
2020-11-10,51.1331
2020-11-11,51.9919
2020-11-12,50.982
2020-11-13,53.8287
2020-11-14,53.8287
2020-11-15,53.8287
2020-11-16,55.9495
2020-11-17,55.3343
2020-11-18,52.6059
2020-11-19,52.2995
2020-11-20,49.4226
2020-11-21,49.4226
2020-11-22,49.4226
2020-11-23,52.3028
2020-11-24,55.0894
2020-11-25,55.1692
2020-11-26,55.1692
2020-11-27,54.1099
2020-11-28,54.1099
2020-11-29,54.1099
2020-11-30,52.9178
2020-12-01,56.3335
2020-12-02,55.1838
2020-12-03,55.8211
2020-12-04,56.6443
2020-12-05,56.6443
2020-12-06,56.6443
2020-12-07,53.4516
2020-12-08,54.8806
2020-12-09,53.0888
2020-12-10,52.5231
2020-12-11,51.0435
2020-12-12,51.0435
2020-12-13,51.0435
2020-12-14,50.9389
2020-12-15,53.606
2020-12-16,54.3503
2020-12-17,55.6538
2020-12-18,51.4304
2020-12-19,51.4304
2020-12-20,51.4304
2020-12-21,53.7192
2020-12-22,53.7684
2020-12-23,52.8019
2020-12-24,54.525
2020-12-25,54.525
2020-12-26,54.525
2020-12-27,54.525
2020-12-28,51.7964
2020-12-29,51.8491
2020-12-30,51.7028
2020-12-31,54.7173
2021-01-01,54.7173
2021-01-02,54.7173
2021-01-03,54.7173
2021-01-04,49.9631
2021-01-05,49.7966
2021-01-06,51.4568
2021-01-07,51.3011
2021-01-08,50.3414
2021-01-09,50.3414
2021-01-10,50.3414
2021-01-11,48.1909
2021-01-12,48.4489
2021-01-13,51.5983
2021-01-14,51.3926
2021-01-15,52.3129
2021-01-16,52.3129
2021-01-17,52.3129
2021-01-18,52.3129
2021-01-19,53.1741
2021-01-20,55.0711
2021-01-21,53.0941
2021-01-22,50.7953
2021-01-23,50.7953
2021-01-24,50.7953
2021-01-25,52.355
2021-01-26,53.2607
2021-01-27,50.831
2021-01-28,50.6495
2021-01-29,48.4089
2021-01-30,48.4089
2021-01-31,48.4089
2021-02-01,51.0804
2021-02-02,53.5149
2021-02-03,49.9103
2021-02-04,51.8443
2021-02-05,60.3134
2021-02-06,60.3134
2021-02-07,60.3134
2021-02-08,61.4363
2021-02-09,62.7039
2021-02-10,61.2946
2021-02-11,62.5592
2021-02-12,61.6012
2021-02-13,61.6012
2021-02-14,61.6012
2021-02-15,61.6012
2021-02-16,60.8873
2021-02-17,61.9075
2021-02-18,60.4018
2021-02-19,60.9488
2021-02-20,60.9488
2021-02-21,60.9488
2021-02-22,61.1442
2021-02-23,62.4532
2021-02-24,63.6508
2021-02-25,61.3585
2021-02-26,58.7619
2021-02-27,58.7619
2021-02-28,58.7619
2021-03-01,61.2663
2021-03-02,61.2765
2021-03-03,57.7435
2021-03-04,56.2804
2021-03-05,59.8685
2021-03-06,59.8685
2021-03-07,59.8685
2021-03-08,57.8512
2021-03-09,58.6349
2021-03-10,57.3481
2021-03-11,56.075
2021-03-12,56.075
2021-03-13,56.075
2021-03-14,56.075
2021-03-15,54.2344
2021-03-16,54.9985
2021-03-17,54.2785
2021-03-18,53.3381
2021-03-19,52.1126
2021-03-20,52.1126
2021-03-21,52.1126
2021-03-22,52.4572
2021-03-23,52.8641
2021-03-24,53.7328
2021-03-25,53.5833
2021-03-26,55.8966
2021-03-27,55.8966
2021-03-28,55.8966
2021-03-29,59.2999
2021-03-30,57.9606
2021-03-31,56.2702
2021-04-01,57.368
2021-04-02,57.368
2021-04-03,57.368
2021-04-04,57.368
2021-04-05,58.7499
2021-04-06,58.9016
2021-04-07,60.1953
2021-04-08,59.005
2021-04-09,60.2844
2021-04-10,60.2844
2021-04-11,60.2844
2021-04-12,61.4239
2021-04-13,61.6788
2021-04-14,57.4911
2021-04-15,58.5763
2021-04-16,60.2631
2021-04-17,60.2631
2021-04-18,60.2631
2021-04-19,57.2355
2021-04-20,56.3366
2021-04-21,55.1653
2021-04-22,53.1309
2021-04-23,52.9076
2021-04-24,52.9076
2021-04-25,52.9076
2021-04-26,51.7226
2021-04-27,54.9742
2021-04-28,58.1115
2021-04-29,58.6889
2021-04-30,65.6766
2021-05-01,65.6766
2021-05-02,65.6766
2021-05-03,66.153
2021-05-04,66.8392
2021-05-05,67.0414
2021-05-06,68.1036
2021-05-07,68.9651
2021-05-08,68.9651
2021-05-09,68.9651
2021-05-10,68.8938
2021-05-11,64.6194
2021-05-12,60.6629
2021-05-13,61.9129
2021-05-14,63.1045
2021-05-15,63.1045
2021-05-16,63.1045
2021-05-17,63.6093
2021-05-18,62.6943
2021-05-19,60.8823
2021-05-20,62.2614
2021-05-21,60.9389
2021-05-22,60.9389
2021-05-23,60.9389
2021-05-24,60.911
2021-05-25,60.0862
2021-05-26,58.9287
2021-05-27,60.7189
2021-05-28,60.2225
2021-05-29,60.2225
2021-05-30,60.2225
2021-05-31,60.2225
2021-06-01,60.093
2021-06-02,59.7962
2021-06-03,58.3165
2021-06-04,57.8129
2021-06-05,57.8129
2021-06-06,57.8129
2021-06-07,54.3452
2021-06-08,51.8452
2021-06-09,52.6325
2021-06-10,55.5525
2021-06-11,56.0612
2021-06-12,56.0612
2021-06-13,56.0612
2021-06-14,56.0117
2021-06-15,57.3819
2021-06-16,50.276
2021-06-17,42.361
2021-06-18,40.7462
2021-06-19,40.7462
2021-06-20,40.7462
2021-06-21,43.8953
2021-06-22,43.6247
2021-06-23,45.1973
2021-06-24,47.4491
2021-06-25,51.1434
2021-06-26,51.1434
2021-06-27,51.1434
2021-06-28,49.24
2021-06-29,50.5881
2021-06-30,47.8267
2021-07-01,47.7746
2021-07-02,48.4359
2021-07-03,48.4359
2021-07-04,48.4359
2021-07-05,48.4359
2021-07-06,47.1662
2021-07-07,48.1659
2021-07-08,45.5894
2021-07-09,46.4384
2021-07-10,46.4384
2021-07-11,46.4384
2021-07-12,44.1574
2021-07-13,43.4363
2021-07-14,42.6777
2021-07-15,43.3794
2021-07-16,43.7825
2021-07-17,43.7825
2021-07-18,43.7825
2021-07-19,40.6367
2021-07-20,42.3709
2021-07-21,43.456
2021-07-22,45.5037
2021-07-23,45.4828
2021-07-24,45.4828
2021-07-25,45.4828
2021-07-26,58.1177
2021-07-27,61.9521
2021-07-28,63.1319
2021-07-29,63.7667
2021-07-30,61.3762
2021-07-31,61.3762
2021-08-01,61.3762
2021-08-02,61.3099
2021-08-03,63.1914
2021-08-04,59.7963
2021-08-05,61.1835
2021-08-06,60.5474
2021-08-07,60.5474
2021-08-08,60.5474
2021-08-09,61.6352
2021-08-10,63.2266
2021-08-11,65.659
2021-08-12,66.3835
2021-08-13,67.2581
2021-08-14,67.2581
2021-08-15,67.2581
2021-08-16,68.187
2021-08-17,68.6154
2021-08-18,65.2916
2021-08-19,64.8197
2021-08-20,66.2092
2021-08-21,66.2092
2021-08-22,66.2092
2021-08-23,65.5116
2021-08-24,65.9347
2021-08-25,66.5754
2021-08-26,66.6324
2021-08-27,68.3631
2021-08-28,68.3631
2021-08-29,68.3631
2021-08-30,68.4513
2021-08-31,69.0965
2021-09-01,69.7408
2021-09-02,70.6431
2021-09-03,70.996
2021-09-04,70.996
2021-09-05,70.996
2021-09-06,70.996
2021-09-07,67.6223
2021-09-08,67.6959
2021-09-09,69.5921
2021-09-10,69.5124
2021-09-11,69.5124
2021-09-12,69.5124
2021-09-13,69.6248
2021-09-14,68.7234
2021-09-15,69.6544
2021-09-16,68.0275
2021-09-17,65.0485
2021-09-18,65.0485
2021-09-19,65.0485
2021-09-20,63.832
2021-09-21,65.4326
2021-09-22,69.3492
2021-09-23,68.5701
2021-09-24,68.9718
2021-09-25,68.9718
2021-09-26,68.9718
2021-09-27,64.0009
2021-09-28,59.8979
2021-09-29,60.9873
2021-09-30,56.6271
2021-10-01,59.5275
2021-10-02,59.5275
2021-10-03,59.5275
2021-10-04,55.3455
2021-10-05,58.9086
2021-10-06,57.9614
2021-10-07,59.1757
2021-10-08,59.7743
2021-10-09,59.7743
2021-10-10,59.7743
2021-10-11,60.1017
2021-10-12,61.8349
2021-10-13,62.7518
2021-10-14,66.0726
2021-10-15,66.4552
2021-10-16,66.4552
2021-10-17,66.4552
2021-10-18,63.7837
2021-10-19,65.319
2021-10-20,67.0582
2021-10-21,69.0841
2021-10-22,69.5784
2021-10-23,69.5784
2021-10-24,69.5784
2021-10-25,69.0036
2021-10-26,69.0521
2021-10-27,66.2754
2021-10-28,67.9414
2021-10-29,67.4086
2021-10-30,67.4086
2021-10-31,67.4086
2021-11-01,57.9441
2021-11-02,56.5939
2021-11-03,50.9967
2021-11-04,48.5172
2021-11-05,47.7946
2021-11-06,47.7946
2021-11-07,47.7946
2021-11-08,51.8707
2021-11-09,52.3093
2021-11-10,52.402
2021-11-11,53.1651
2021-11-12,53.7035
2021-11-13,53.7035
2021-11-14,53.7035
2021-11-15,53.7545
2021-11-16,55.0038
2021-11-17,53.1354
2021-11-18,50.2699
2021-11-19,51.3383
2021-11-20,51.3383
2021-11-21,51.3383
2021-11-22,52.2799
2021-11-23,51.3757
2021-11-24,52.3344
2021-11-25,52.3344
2021-11-26,49.6215
2021-11-27,49.6215
2021-11-28,49.6215
2021-11-29,51.0894
2021-11-30,50.5461
2021-12-01,47.8783
2021-12-02,51.4029
2021-12-03,48.9627
2021-12-04,48.9627
2021-12-05,48.9627
2021-12-06,51.4445
2021-12-07,53.1046
2021-12-08,53.2224
2021-12-09,50.1404
2021-12-10,49.1872
2021-12-11,49.1872
2021-12-12,49.1872
2021-12-13,49.2269
2021-12-14,49.4255
2021-12-15,50.4632
2021-12-16,49.993
2021-12-17,48.3495
2021-12-18,48.3495
2021-12-19,48.3495
2021-12-20,47.2624
2021-12-21,48.991
2021-12-22,49.4903
2021-12-23,48.4897
2021-12-24,48.4897
2021-12-25,48.4897
2021-12-26,48.4897
2021-12-27,52.2259
2021-12-28,51.3113
2021-12-29,53.48
2021-12-30,52.9168
2021-12-31,53.3532
2022-01-01,53.3532
2022-01-02,53.3532
2022-01-03,48.6732
2022-01-04,49.3203
2022-01-05,48.5397
2022-01-06,47.0242
2022-01-07,42.7594
2022-01-08,42.7594
2022-01-09,42.7594
2022-01-10,42.3578
2022-01-11,46.1785
2022-01-12,46.1785
2022-01-13,42.3473
2022-01-14,39.1235
2022-01-15,39.1235
2022-01-16,39.1235
2022-01-17,39.1235
2022-01-18,38.7865
2022-01-19,37.8878
2022-01-20,37.7202
2022-01-21,36.0571
2022-01-22,36.0571
2022-01-23,36.0571
2022-01-24,41.1261
2022-01-25,38.5301
2022-01-26,38.5216
2022-01-27,36.1347
2022-01-28,41.4924
2022-01-29,41.4924
2022-01-30,41.4924
2022-01-31,45.3671
2022-02-01,45.5709
2022-02-02,46.5848
2022-02-03,45.5573
2022-02-04,53.0114
2022-02-05,53.0114
2022-02-06,53.0114
2022-02-07,50.5046
2022-02-08,51.3258
2022-02-09,53.9153
2022-02-10,50.8179
2022-02-11,49.0829
2022-02-12,49.0829
2022-02-13,49.0829
2022-02-14,47.543
2022-02-15,49.6835
2022-02-16,49.9249
2022-02-17,48.1177
2022-02-18,49.4213
2022-02-19,49.4213
2022-02-20,49.4213
2022-02-21,49.4213
2022-02-22,50.1212
2022-02-23,47.8064
2022-02-24,51.4342
2022-02-25,53.4803
2022-02-26,53.4803
2022-02-27,53.4803
2022-02-28,53.0915
2022-03-01,51.9813
2022-03-02,53.299
2022-03-03,53.8966
2022-03-04,53.6529
2022-03-05,53.6529
2022-03-06,53.6529
2022-03-07,50.936
2022-03-08,45.8097
2022-03-09,51.9562
2022-03-10,52.9758
2022-03-11,53.6529
2022-03-12,53.6529
2022-03-13,53.6529
2022-03-14,54.4104
2022-03-15,58.2038
2022-03-16,58.8533
2022-03-17,60.9703
2022-03-18,61.7484
2022-03-19,61.7484
2022-03-20,61.7484
2022-03-21,61.4999
2022-03-22,60.113
2022-03-23,59.3479
2022-03-24,60.6178
2022-03-25,62.4931
2022-03-26,62.4931
2022-03-27,62.4931
2022-03-28,63.5504
2022-03-29,63.4151
2022-03-30,63.5522
2022-03-31,63.0986
2022-04-01,64.2112
2022-04-02,64.2112
2022-04-03,64.2112
2022-04-04,62.9233
2022-04-05,62.4543
2022-04-06,64.0901
2022-04-07,65.15
2022-04-08,65.1571
2022-04-09,65.1571
2022-04-10,65.1571
2022-04-11,65.1933
2022-04-12,62.2947
2022-04-13,62.6171
2022-04-14,61.3837
2022-04-15,61.3837
2022-04-16,61.3837
2022-04-17,61.3837
2022-04-18,61.7186
2022-04-19,62.4604
2022-04-20,63.4827
2022-04-21,63.584
2022-04-22,55.7088
2022-04-23,55.7088
2022-04-24,55.7088
2022-04-25,55.5882
2022-04-26,49.4124
2022-04-27,49.9021
2022-04-28,53.2437
2022-04-29,40.949
2022-04-30,40.949
2022-05-01,40.949
2022-05-02,39.0879
2022-05-03,40.2508
2022-05-04,43.7052
2022-05-05,41.8646
2022-05-06,41.7793
2022-05-07,41.7793
2022-05-08,41.7793
2022-05-09,38.3028
2022-05-10,40.1832
2022-05-11,38.9433
2022-05-12,39.2672
2022-05-13,41.5271
2022-05-14,41.5271
2022-05-15,41.5271
2022-05-16,40.6324
2022-05-17,41.2028
2022-05-18,38.2087
2022-05-19,37.3753
2022-05-20,36.2341
2022-05-21,36.2341
2022-05-22,36.2341
2022-05-23,38.1002
2022-05-24,38.9145
2022-05-25,38.0108
2022-05-26,41.6368
2022-05-27,45.5632
2022-05-28,45.5632
2022-05-29,45.5632
2022-05-30,45.5632
2022-05-31,43.5268
2022-06-01,41.8896
2022-06-02,45.2605
2022-06-03,42.1024
2022-06-04,42.1024
2022-06-05,42.1024
2022-06-06,43.4469
2022-06-07,43.0501
2022-06-08,41.8605
2022-06-09,39.5827
2022-06-10,38.0589
2022-06-11,38.0589
2022-06-12,38.0589
2022-06-13,37.9181
2022-06-14,37.3574
2022-06-15,38.3011
2022-06-16,36.9674
2022-06-17,38.4753
2022-06-18,38.4753
2022-06-19,38.4753
2022-06-20,38.4753
2022-06-21,39.9426
2022-06-22,41.0142
2022-06-23,44.139
2022-06-24,47.3605
2022-06-25,47.3605
2022-06-26,47.3605
2022-06-27,47.2804
2022-06-28,45.1759
2022-06-29,46.5288
2022-06-30,46.8658
2022-07-01,48.6406
2022-07-02,48.6406
2022-07-03,48.6406
2022-07-04,48.6406
2022-07-05,49.4845
2022-07-06,50.9645
2022-07-07,48.8066
2022-07-08,48.8361
2022-07-09,48.8361
2022-07-10,48.8361
2022-07-11,48.6991
2022-07-12,47.2524
2022-07-13,46.7896
2022-07-14,46.4326
2022-07-15,47.8892
2022-07-16,47.8892
2022-07-17,47.8892
2022-07-18,45.9566
2022-07-19,49.9455
2022-07-20,49.7598
2022-07-21,52.128
2022-07-22,51.5784
2022-07-23,51.5784
2022-07-24,51.5784
2022-07-25,52.3145
2022-07-26,51.3854
2022-07-27,54.3635
2022-07-28,57.0381
2022-07-29,56.4445
2022-07-30,56.4445
2022-07-31,56.4445
2022-08-01,51.3454
2022-08-02,51.3095
2022-08-03,53.7206
2022-08-04,53.5873
2022-08-05,54.332
2022-08-06,54.332
2022-08-07,54.332
2022-08-08,55.2909
2022-08-09,56.757
2022-08-10,58.4455
2022-08-11,57.8854
2022-08-12,59.7413
2022-08-13,59.7413
2022-08-14,59.7413
2022-08-15,59.2899
2022-08-16,59.4168
2022-08-17,59.0597
2022-08-18,59.96
2022-08-19,58.3096
2022-08-20,58.3096
2022-08-21,58.3096
2022-08-22,54.2371
2022-08-23,51.095
2022-08-24,51.3978
2022-08-25,52.7991
2022-08-26,50.543
2022-08-27,50.543
2022-08-28,50.543
2022-08-29,49.0689
2022-08-30,48.6832
2022-08-31,47.2735
2022-09-01,48.0997
2022-09-02,46.8798
2022-09-03,46.8798
2022-09-04,46.8798
2022-09-05,46.8798
2022-09-06,48.4808
2022-09-07,52.2611
2022-09-08,53.4079
2022-09-09,53.956
2022-09-10,53.956
2022-09-11,53.956
2022-09-12,54.8806
2022-09-13,49.5366
2022-09-14,49.4019
2022-09-15,47.596
2022-09-16,46.1528
2022-09-17,46.1528
2022-09-18,46.1528
2022-09-19,47.0305
2022-09-20,45.8205
2022-09-21,44.2914
2022-09-22,43.9299
2022-09-23,44.9561
2022-09-24,44.9561
2022-09-25,44.9561
2022-09-26,42.9976
2022-09-27,43.7047
2022-09-28,46.304
2022-09-29,44.1838
2022-09-30,42.7404
2022-10-01,42.7404
2022-10-02,42.7404
2022-10-03,47.2118
2022-10-04,51.6305
2022-10-05,50.8537
2022-10-06,49.8166
2022-10-07,46.2146
2022-10-08,46.2146
2022-10-09,46.2146
2022-10-10,49.4351
2022-10-11,47.8968
2022-10-12,46.8377
2022-10-13,50.4984
2022-10-14,45.9159
2022-10-15,45.9159
2022-10-16,45.9159
2022-10-17,48.9212
2022-10-18,50.1278
2022-10-19,50.3858
2022-10-20,47.3417
2022-10-21,50.1095
2022-10-22,50.1095
2022-10-23,50.1095
2022-10-24,51.9034
2022-10-25,49.993
2022-10-26,48.8104
2022-10-27,50.9797
2022-10-28,53.6721
2022-10-29,53.6721
2022-10-30,53.6721
2022-10-31,50.6741
2022-11-01,51.8417
2022-11-02,49.6686
2022-11-03,48.5915
2022-11-04,49.952
2022-11-05,49.952
2022-11-06,49.952
2022-11-07,52.8265
2022-11-08,52.6909
2022-11-09,50.3198
2022-11-10,55.8489
2022-11-11,54.4619
2022-11-12,54.4619
2022-11-13,54.4619
2022-11-14,53.7752
2022-11-15,53.9789
2022-11-16,54.5495
2022-11-17,55.3949
2022-11-18,57.3544
2022-11-19,57.3544
2022-11-20,57.3544
2022-11-21,57.4869
2022-11-22,58.2255
2022-11-23,58.3866
2022-11-24,58.3866
2022-11-25,59.4081
2022-11-26,59.4081
2022-11-27,59.4081
2022-11-28,58.4619
2022-11-29,57.1407
2022-11-30,59.2237
2022-12-01,56.5545
2022-12-02,57.9506
2022-12-03,57.9506
2022-12-04,57.9506
2022-12-05,58.6763
2022-12-06,58.2623
2022-12-07,56.2518
2022-12-08,57.2232
2022-12-09,56.7458
2022-12-10,56.7458
2022-12-11,56.7458
2022-12-12,57.5364
2022-12-13,58.5129
2022-12-14,56.3534
2022-12-15,55.0007
2022-12-16,52.4285
2022-12-17,52.4285
2022-12-18,52.4285
2022-12-19,51.5631
2022-12-20,51.9253
2022-12-21,54.3813
2022-12-22,52.8406
2022-12-23,53.0508
2022-12-24,53.0508
2022-12-25,53.0508
2022-12-26,53.0508
2022-12-27,53.237
2022-12-28,52.4107
2022-12-29,54.3535
2022-12-30,52.4973
2022-12-31,52.4973
2023-01-01,52.4973
2023-01-02,52.4973
2023-01-03,52.0884
2023-01-04,53.7949
2023-01-05,52.4081
2023-01-06,55.8739
2023-01-07,55.8739
2023-01-08,55.8739
2023-01-09,55.2773
2023-01-10,55.7659
2023-01-11,58.069
2023-01-12,59.7122
2023-01-13,60.281
2023-01-14,60.281
2023-01-15,60.281
2023-01-16,60.281
2023-01-17,60.1256
2023-01-18,58.2027
2023-01-19,60.4392
2023-01-20,63.1375
2023-01-21,63.1375
2023-01-22,63.1375
2023-01-23,63.3742
2023-01-24,62.2181
2023-01-25,61.2238
2023-01-26,62.0717
2023-01-27,58.2689
2023-01-28,58.2689
2023-01-29,58.2689
2023-01-30,57.1188
2023-01-31,57.9496
2023-02-01,58.2938
2023-02-02,60.0434
2023-02-03,53.9858
2023-02-04,53.9858
2023-02-05,53.9858
2023-02-06,55.9927
2023-02-07,56.9752
2023-02-08,56.8547
2023-02-09,55.431
2023-02-10,55.6576
2023-02-11,55.6576
2023-02-12,55.6576
2023-02-13,57.4923
2023-02-14,51.9545
2023-02-15,53.3154
2023-02-16,50.5982
2023-02-17,50.609
2023-02-18,50.609
2023-02-19,50.609
2023-02-20,50.609
2023-02-21,47.5989
2023-02-22,47.7083
2023-02-23,47.4978
2023-02-24,46.6731
2023-02-25,46.6731
2023-02-26,46.6731
2023-02-27,46.463
2023-02-28,47.4038
2023-03-01,46.0618
2023-03-02,46.1157
2023-03-03,47.6592
2023-03-04,47.6592
2023-03-05,47.6592
2023-03-06,48.5025
2023-03-07,46.2044
2023-03-08,45.7335
2023-03-09,43.4099
2023-03-10,42.0167
2023-03-11,42.0167
2023-03-12,42.0167
2023-03-13,41.5801
2023-03-14,41.0998
2023-03-15,37.6262
2023-03-16,46.7503
2023-03-17,45.4804
