,CNP US Equity
2020-03-25,35.39
2020-03-26,37.5167
2020-03-27,38.6439
2020-03-28,38.6439
2020-03-29,38.6439
2020-03-30,38.5211
2020-03-31,37.1607
2020-04-01,34.9816
2020-04-02,35.0112
2020-04-03,33.9078
2020-04-04,33.9078
2020-04-05,33.9078
2020-04-06,39.2472
2020-04-07,39.7077
2020-04-08,43.2423
2020-04-09,45.659
2020-04-10,45.659
2020-04-11,45.659
2020-04-12,45.659
2020-04-13,43.8635
2020-04-14,44.1352
2020-04-15,41.9761
2020-04-16,41.8262
2020-04-17,43.7479
2020-04-18,43.7479
2020-04-19,43.7479
2020-04-20,42.2269
2020-04-21,41.7647
2020-04-22,43.5749
2020-04-23,44.182
2020-04-24,44.8756
2020-04-25,44.8756
2020-04-26,44.8756
2020-04-27,46.5663
2020-04-28,46.8037
2020-04-29,47.5534
2020-04-30,45.9734
2020-05-01,44.648
2020-05-02,44.648
2020-05-03,44.648
2020-05-04,44.4156
2020-05-05,44.5053
2020-05-06,43.5131
2020-05-07,48.7848
2020-05-08,50.809
2020-05-09,50.809
2020-05-10,50.809
2020-05-11,49.74
2020-05-12,48.7311
2020-05-13,46.5043
2020-05-14,47.5627
2020-05-15,46.3641
2020-05-16,46.3641
2020-05-17,46.3641
2020-05-18,48.3015
2020-05-19,47.1524
2020-05-20,47.2397
2020-05-21,46.8129
2020-05-22,47.3054
2020-05-23,47.3054
2020-05-24,47.3054
2020-05-25,47.3054
2020-05-26,49.0443
2020-05-27,49.0748
2020-05-28,50.6634
2020-05-29,49.9199
2020-05-30,49.9199
2020-05-31,49.9199
2020-06-01,50.7608
2020-06-02,50.9187
2020-06-03,52.0635
2020-06-04,50.671
2020-06-05,51.328
2020-06-06,51.328
2020-06-07,51.328
2020-06-08,53.9901
2020-06-09,52.3675
2020-06-10,51.5316
2020-06-11,49.4233
2020-06-12,50.2051
2020-06-13,50.2051
2020-06-14,50.2051
2020-06-15,51.1226
2020-06-16,51.5332
2020-06-17,51.7777
2020-06-18,51.3566
2020-06-19,49.2474
2020-06-20,49.2474
2020-06-21,49.2474
2020-06-22,50.2291
2020-06-23,50.7222
2020-06-24,51.2981
2020-06-25,50.5645
2020-06-26,48.7612
2020-06-27,48.7612
2020-06-28,48.7612
2020-06-29,52.3549
2020-06-30,52.5421
2020-07-01,54.7485
2020-07-02,55.4273
2020-07-03,55.4273
2020-07-04,55.4273
2020-07-05,55.4273
2020-07-06,55.9312
2020-07-07,55.4219
2020-07-08,54.6729
2020-07-09,52.9157
2020-07-10,54.1981
2020-07-11,54.1981
2020-07-12,54.1981
2020-07-13,53.9132
2020-07-14,54.2037
2020-07-15,54.2888
2020-07-16,54.2367
2020-07-17,56.6903
2020-07-18,56.6903
2020-07-19,56.6903
2020-07-20,53.172
2020-07-21,54.1249
2020-07-22,56.6548
2020-07-23,57.4507
2020-07-24,54.9958
2020-07-25,54.9958
2020-07-26,54.9958
2020-07-27,51.7358
2020-07-28,52.9418
2020-07-29,53.2868
2020-07-30,51.8132
2020-07-31,51.227
2020-08-01,51.227
2020-08-02,51.227
2020-08-03,52.6583
2020-08-04,53.4336
2020-08-05,51.043
2020-08-06,56.4087
2020-08-07,56.9553
2020-08-08,56.9553
2020-08-09,56.9553
2020-08-10,59.1146
2020-08-11,57.1882
2020-08-12,56.1145
2020-08-13,57.4524
2020-08-14,56.406
2020-08-15,56.406
2020-08-16,56.406
2020-08-17,56.8531
2020-08-18,54.6903
2020-08-19,55.3806
2020-08-20,53.13
2020-08-21,52.9746
2020-08-22,52.9746
2020-08-23,52.9746
2020-08-24,54.9291
2020-08-25,53.7994
2020-08-26,51.8557
2020-08-27,52.4323
2020-08-28,53.3475
2020-08-29,53.3475
2020-08-30,53.3475
2020-08-31,53.9266
2020-09-01,53.5256
2020-09-02,55.7154
2020-09-03,53.9619
2020-09-04,52.3705
2020-09-05,52.3705
2020-09-06,52.3705
2020-09-07,52.3705
2020-09-08,49.6648
2020-09-09,50.5112
2020-09-10,50.0757
2020-09-11,50.0757
2020-09-12,50.0757
2020-09-13,50.0757
2020-09-14,50.5886
2020-09-15,47.6088
2020-09-16,51.6654
2020-09-17,49.2344
2020-09-18,47.3891
2020-09-19,47.3891
2020-09-20,47.3891
2020-09-21,47.2365
2020-09-22,47.295
2020-09-23,47.0252
2020-09-24,47.2741
2020-09-25,47.8446
2020-09-26,47.8446
2020-09-27,47.8446
2020-09-28,48.0385
2020-09-29,47.9156
2020-09-30,50.22
2020-10-01,50.5433
2020-10-02,53.8319
2020-10-03,53.8319
2020-10-04,53.8319
2020-10-05,55.339
2020-10-06,57.4395
2020-10-07,57.871
2020-10-08,61.273
2020-10-09,61.5129
2020-10-10,61.5129
2020-10-11,61.5129
2020-10-12,62.6615
2020-10-13,56.8809
2020-10-14,56.6755
2020-10-15,57.3656
2020-10-16,56.8611
2020-10-17,56.8611
2020-10-18,56.8611
2020-10-19,56.494
2020-10-20,59.4212
2020-10-21,60.3913
2020-10-22,62.9923
2020-10-23,63.7225
2020-10-24,63.7225
2020-10-25,63.7225
2020-10-26,62.9198
2020-10-27,63.8616
2020-10-28,56.25
2020-10-29,57.1728
2020-10-30,54.8458
2020-10-31,54.8458
2020-11-01,54.8458
2020-11-02,56.6201
2020-11-03,58.2186
2020-11-04,56.666
2020-11-05,61.7576
2020-11-06,62.537
2020-11-07,62.537
2020-11-08,62.537
2020-11-09,65.8354
2020-11-10,67.1094
2020-11-11,66.9001
2020-11-12,62.656
2020-11-13,65.5618
2020-11-14,65.5618
2020-11-15,65.5618
2020-11-16,68.2151
2020-11-17,68.4546
2020-11-18,60.8777
2020-11-19,59.1706
2020-11-20,59.2813
2020-11-21,59.2813
2020-11-22,59.2813
2020-11-23,61.1697
2020-11-24,62.485
2020-11-25,62.9968
2020-11-26,62.9968
2020-11-27,60.4925
2020-11-28,60.4925
2020-11-29,60.4925
2020-11-30,55.8952
2020-12-01,54.1535
2020-12-02,54.5604
2020-12-03,53.8681
2020-12-04,54.1689
2020-12-05,54.1689
2020-12-06,54.1689
2020-12-07,55.373
2020-12-08,52.1342
2020-12-09,50.8365
2020-12-10,48.8339
2020-12-11,48.6036
2020-12-12,48.6036
2020-12-13,48.6036
2020-12-14,48.0874
2020-12-15,51.0223
2020-12-16,49.2462
2020-12-17,49.2956
2020-12-18,49.246
2020-12-19,49.246
2020-12-20,49.246
2020-12-21,45.3782
2020-12-22,44.3671
2020-12-23,47.9165
2020-12-24,48.3178
2020-12-25,48.3178
2020-12-26,48.3178
2020-12-27,48.3178
2020-12-28,47.513
2020-12-29,46.9892
2020-12-30,47.6407
2020-12-31,48.8333
2021-01-01,48.8333
2021-01-02,48.8333
2021-01-03,48.8333
2021-01-04,47.313
2021-01-05,48.5825
2021-01-06,50.6163
2021-01-07,45.387
2021-01-08,44.6292
2021-01-09,44.6292
2021-01-10,44.6292
2021-01-11,45.0757
2021-01-12,44.6567
2021-01-13,45.3573
2021-01-14,45.5356
2021-01-15,49.034
2021-01-16,49.034
2021-01-17,49.034
2021-01-18,49.034
2021-01-19,50.2798
2021-01-20,49.1452
2021-01-21,50.3052
2021-01-22,48.9307
2021-01-23,48.9307
2021-01-24,48.9307
2021-01-25,50.2251
2021-01-26,51.7648
2021-01-27,46.0307
2021-01-28,49.8284
2021-01-29,47.4764
2021-01-30,47.4764
2021-01-31,47.4764
2021-02-01,48.2499
2021-02-02,49.5814
2021-02-03,47.8664
2021-02-04,49.3172
2021-02-05,49.1656
2021-02-06,49.1656
2021-02-07,49.1656
2021-02-08,47.3095
2021-02-09,48.6641
2021-02-10,49.6287
2021-02-11,48.5282
2021-02-12,49.2489
2021-02-13,49.2489
2021-02-14,49.2489
2021-02-15,49.2489
2021-02-16,50.1377
2021-02-17,50.9767
2021-02-18,52.4659
2021-02-19,50.2998
2021-02-20,50.2998
2021-02-21,50.2998
2021-02-22,46.243
2021-02-23,46.8844
2021-02-24,47.0626
2021-02-25,41.9216
2021-02-26,40.5805
2021-02-27,40.5805
2021-02-28,40.5805
2021-03-01,41.5784
2021-03-02,41.4434
2021-03-03,40.894
2021-03-04,43.6011
2021-03-05,48.2162
2021-03-06,48.2162
2021-03-07,48.2162
2021-03-08,49.0354
2021-03-09,49.5309
2021-03-10,51.7936
2021-03-11,51.6226
2021-03-12,55.0991
2021-03-13,55.0991
2021-03-14,55.0991
2021-03-15,57.863
2021-03-16,57.0755
2021-03-17,56.0437
2021-03-18,54.0805
2021-03-19,55.6393
2021-03-20,55.6393
2021-03-21,55.6393
2021-03-22,53.8659
2021-03-23,53.3964
2021-03-24,52.6254
2021-03-25,55.4415
2021-03-26,53.4687
2021-03-27,53.4687
2021-03-28,53.4687
2021-03-29,56.7493
2021-03-30,57.4341
2021-03-31,56.5085
2021-04-01,56.5085
2021-04-02,56.5085
2021-04-03,56.5085
2021-04-04,56.5085
2021-04-05,57.9119
2021-04-06,59.3167
2021-04-07,59.871
2021-04-08,58.9706
2021-04-09,59.0196
2021-04-10,59.0196
2021-04-11,59.0196
2021-04-12,59.5202
2021-04-13,61.0932
2021-04-14,61.3361
2021-04-15,62.9624
2021-04-16,63.0097
2021-04-17,63.0097
2021-04-18,63.0097
2021-04-19,60.7602
2021-04-20,62.9588
2021-04-21,63.2428
2021-04-22,62.2551
2021-04-23,61.9216
2021-04-24,61.9216
2021-04-25,61.9216
2021-04-26,60.7434
2021-04-27,59.2441
2021-04-28,59.9821
2021-04-29,63.0192
2021-04-30,62.8461
2021-05-01,62.8461
2021-05-02,62.8461
2021-05-03,62.2271
2021-05-04,62.9815
2021-05-05,60.4825
2021-05-06,61.0534
2021-05-07,61.6834
2021-05-08,61.6834
2021-05-09,61.6834
2021-05-10,61.7416
2021-05-11,56.9129
2021-05-12,54.3868
2021-05-13,59.3267
2021-05-14,62.1694
2021-05-15,62.1694
2021-05-16,62.1694
2021-05-17,62.2191
2021-05-18,59.5501
2021-05-19,59.0705
2021-05-20,60.284
2021-05-21,60.3393
2021-05-22,60.3393
2021-05-23,60.3393
2021-05-24,62.0866
2021-05-25,61.3009
2021-05-26,62.2348
2021-05-27,61.9618
2021-05-28,63.1868
2021-05-29,63.1868
2021-05-30,63.1868
2021-05-31,63.1868
2021-06-01,61.4196
2021-06-02,61.2332
2021-06-03,62.9774
2021-06-04,63.0347
2021-06-05,63.0347
2021-06-06,63.0347
2021-06-07,64.0711
2021-06-08,62.8558
2021-06-09,64.6478
2021-06-10,65.6435
2021-06-11,66.7208
2021-06-12,66.7208
2021-06-13,66.7208
2021-06-14,64.9305
2021-06-15,64.9877
2021-06-16,60.3093
2021-06-17,58.5096
2021-06-18,52.458
2021-06-19,52.458
2021-06-20,52.458
2021-06-21,54.5799
2021-06-22,53.3872
2021-06-23,52.6728
2021-06-24,51.1771
2021-06-25,52.9239
2021-06-26,52.9239
2021-06-27,52.9239
2021-06-28,51.9623
2021-06-29,50.8473
2021-06-30,51.08
2021-07-01,52.7014
2021-07-02,54.0518
2021-07-03,54.0518
2021-07-04,54.0518
2021-07-05,54.0518
2021-07-06,53.875
2021-07-07,54.7929
2021-07-08,56.6518
2021-07-09,58.1473
2021-07-10,58.1473
2021-07-11,58.1473
2021-07-12,55.6867
2021-07-13,51.1245
2021-07-14,51.8179
2021-07-15,55.7837
2021-07-16,57.5578
2021-07-17,57.5578
2021-07-18,57.5578
2021-07-19,51.822
2021-07-20,54.2459
2021-07-21,53.717
2021-07-22,52.6547
2021-07-23,53.6702
2021-07-24,53.6702
2021-07-25,53.6702
2021-07-26,54.8066
2021-07-27,56.9893
2021-07-28,56.7392
2021-07-29,57.6995
2021-07-30,54.765
2021-07-31,54.765
2021-08-01,54.765
2021-08-02,55.3688
2021-08-03,57.4575
2021-08-04,56.0168
2021-08-05,59.3649
2021-08-06,60.739
2021-08-07,60.739
2021-08-08,60.739
2021-08-09,61.0794
2021-08-10,61.5393
2021-08-11,62.6244
2021-08-12,62.0525
2021-08-13,62.928
2021-08-14,62.928
2021-08-15,62.928
2021-08-16,61.8455
2021-08-17,62.2123
2021-08-18,59.3427
2021-08-19,54.9989
2021-08-20,57.7953
2021-08-21,57.7953
2021-08-22,57.7953
2021-08-23,56.4138
2021-08-24,53.5975
2021-08-25,52.638
2021-08-26,49.9407
2021-08-27,51.767
2021-08-28,51.767
2021-08-29,51.767
2021-08-30,49.957
2021-08-31,47.865
2021-09-01,50.9428
2021-09-02,52.7299
2021-09-03,53.8666
2021-09-04,53.8666
2021-09-05,53.8666
2021-09-06,53.8666
2021-09-07,52.7852
2021-09-08,57.0536
2021-09-09,57.5864
2021-09-10,54.9234
2021-09-11,54.9234
2021-09-12,54.9234
2021-09-13,54.4636
2021-09-14,50.7977
2021-09-15,47.1228
2021-09-16,44.3379
2021-09-17,43.2137
2021-09-18,43.2137
2021-09-19,43.2137
2021-09-20,45.2251
2021-09-21,46.6902
2021-09-22,44.5758
2021-09-23,46.2544
2021-09-24,50.2185
2021-09-25,50.2185
2021-09-26,50.2185
2021-09-27,50.2807
2021-09-28,47.4015
2021-09-29,48.4412
2021-09-30,45.477
2021-10-01,47.4344
2021-10-02,47.4344
2021-10-03,47.4344
2021-10-04,51.0123
2021-10-05,50.8908
2021-10-06,52.7529
2021-10-07,51.3677
2021-10-08,51.1781
2021-10-09,51.1781
2021-10-10,51.1781
2021-10-11,51.1781
2021-10-12,54.1934
2021-10-13,53.2409
2021-10-14,56.9837
2021-10-15,57.9198
2021-10-16,57.9198
2021-10-17,57.9198
2021-10-18,54.1288
2021-10-19,53.9331
2021-10-20,56.4822
2021-10-21,55.6686
2021-10-22,55.8331
2021-10-23,55.8331
2021-10-24,55.8331
2021-10-25,57.0961
2021-10-26,56.4428
2021-10-27,53.8235
2021-10-28,53.6842
2021-10-29,51.9457
2021-10-30,51.9457
2021-10-31,51.9457
2021-11-01,53.5034
2021-11-02,52.7952
2021-11-03,53.4328
2021-11-04,54.7603
2021-11-05,55.8151
2021-11-06,55.8151
2021-11-07,55.8151
2021-11-08,54.652
2021-11-09,54.652
2021-11-10,55.0529
2021-11-11,56.318
2021-11-12,54.888
2021-11-13,54.888
2021-11-14,54.888
2021-11-15,57.2025
2021-11-16,55.765
2021-11-17,56.3693
2021-11-18,53.9951
2021-11-19,54.9073
2021-11-20,54.9073
2021-11-21,54.9073
2021-11-22,55.3999
2021-11-23,55.3106
2021-11-24,56.4719
2021-11-25,56.4719
2021-11-26,51.7747
2021-11-27,51.7747
2021-11-28,51.7747
2021-11-29,54.391
2021-11-30,49.1777
2021-12-01,48.1251
2021-12-02,51.4236
2021-12-03,56.015
2021-12-04,56.015
2021-12-05,56.015
2021-12-06,60.1273
2021-12-07,60.9128
2021-12-08,59.0329
2021-12-09,58.3621
2021-12-10,60.0826
2021-12-11,60.0826
2021-12-12,60.0826
2021-12-13,60.7436
2021-12-14,59.3362
2021-12-15,60.7474
2021-12-16,59.8717
2021-12-17,52.7238
2021-12-18,52.7238
2021-12-19,52.7238
2021-12-20,52.8403
2021-12-21,54.577
2021-12-22,55.5921
2021-12-23,55.819
2021-12-24,55.819
2021-12-25,55.819
2021-12-26,55.819
2021-12-27,56.1667
2021-12-28,57.7155
2021-12-29,58.2803
2021-12-30,57.3297
2021-12-31,57.8043
2022-01-01,57.8043
2022-01-02,57.8043
2022-01-03,55.4896
2022-01-04,54.1741
2022-01-05,53.7092
2022-01-06,55.424
2022-01-07,55.4896
2022-01-08,55.4896
2022-01-09,55.4896
2022-01-10,55.692
2022-01-11,53.2699
2022-01-12,53.4145
2022-01-13,54.3637
2022-01-14,54.8033
2022-01-15,54.8033
2022-01-16,54.8033
2022-01-17,54.8033
2022-01-18,52.4509
2022-01-19,52.529
2022-01-20,51.3089
2022-01-21,52.3716
2022-01-22,52.3716
2022-01-23,52.3716
2022-01-24,50.784
2022-01-25,51.7918
2022-01-26,51.9614
2022-01-27,52.5657
2022-01-28,56.5255
2022-01-29,56.5255
2022-01-30,56.5255
2022-01-31,60.0462
2022-02-01,57.3554
2022-02-02,58.9852
2022-02-03,57.3783
2022-02-04,55.0076
2022-02-05,55.0076
2022-02-06,55.0076
2022-02-07,56.3704
2022-02-08,57.1477
2022-02-09,57.5743
2022-02-10,51.9568
2022-02-11,50.1879
2022-02-12,50.1879
2022-02-13,50.1879
2022-02-14,46.5373
2022-02-15,46.3948
2022-02-16,47.7278
2022-02-17,47.1966
2022-02-18,45.6935
2022-02-19,45.6935
2022-02-20,45.6935
2022-02-21,45.6935
2022-02-22,50.5039
2022-02-23,45.488
2022-02-24,45.9572
2022-02-25,51.8841
2022-02-26,51.8841
2022-02-27,51.8841
2022-02-28,51.6722
2022-03-01,48.4645
2022-03-02,53.7705
2022-03-03,56.6301
2022-03-04,60.2946
2022-03-05,60.2946
2022-03-06,60.2946
2022-03-07,58.5213
2022-03-08,57.2485
2022-03-09,56.184
2022-03-10,57.8072
2022-03-11,56.1267
2022-03-12,56.1267
2022-03-13,56.1267
2022-03-14,55.858
2022-03-15,58.286
2022-03-16,58.2155
2022-03-17,59.285
2022-03-18,59.0616
2022-03-19,59.0616
2022-03-20,59.0616
2022-03-21,61.1803
2022-03-22,61.1803
2022-03-23,61.9333
2022-03-24,62.7309
2022-03-25,65.6618
2022-03-26,65.6618
2022-03-27,65.6618
2022-03-28,65.4084
2022-03-29,67.2393
2022-03-30,67.0645
2022-03-31,65.8248
2022-04-01,68.0503
2022-04-02,68.0503
2022-04-03,68.0503
2022-04-04,66.1287
2022-04-05,66.5725
2022-04-06,69.6202
2022-04-07,70.5219
2022-04-08,72.2274
2022-04-09,72.2274
2022-04-10,72.2274
2022-04-11,69.9593
2022-04-12,70.0342
2022-04-13,70.3022
2022-04-14,70.613
2022-04-15,70.613
2022-04-16,70.613
2022-04-17,70.613
2022-04-18,69.4848
2022-04-19,68.4477
2022-04-20,70.823
2022-04-21,66.4511
2022-04-22,62.9249
2022-04-23,62.9249
2022-04-24,62.9249
2022-04-25,62.2887
2022-04-26,58.7554
2022-04-27,58.9648
2022-04-28,59.549
2022-04-29,53.5933
2022-04-30,53.5933
2022-05-01,53.5933
2022-05-02,51.1087
2022-05-03,52.9598
2022-05-04,57.1551
2022-05-05,54.6348
2022-05-06,53.3569
2022-05-07,53.3569
2022-05-08,53.3569
2022-05-09,51.2887
2022-05-10,51.8405
2022-05-11,51.359
2022-05-12,51.2974
2022-05-13,54.8805
2022-05-14,54.8805
2022-05-15,54.8805
2022-05-16,54.4917
2022-05-17,56.6116
2022-05-18,53.1964
2022-05-19,53.1339
2022-05-20,52.6217
2022-05-21,52.6217
2022-05-22,52.6217
2022-05-23,54.1089
2022-05-24,56.6534
2022-05-25,59.2868
2022-05-26,59.9516
2022-05-27,61.9707
2022-05-28,61.9707
2022-05-29,61.9707
2022-05-30,61.9707
2022-05-31,59.367
2022-06-01,59.4147
2022-06-02,59.6108
2022-06-03,56.5712
2022-06-04,56.5712
2022-06-05,56.5712
2022-06-06,55.6832
2022-06-07,58.4349
2022-06-08,53.5066
2022-06-09,49.5267
2022-06-10,46.9954
2022-06-11,46.9954
2022-06-12,46.9954
2022-06-13,40.5239
2022-06-14,36.8365
2022-06-15,39.6757
2022-06-16,37.4014
2022-06-17,37.2714
2022-06-18,37.2714
2022-06-19,37.2714
2022-06-20,37.2714
2022-06-21,39.1849
2022-06-22,39.4578
2022-06-23,41.886
2022-06-24,44.9323
2022-06-25,44.9323
2022-06-26,44.9323
2022-06-27,45.6204
2022-06-28,46.1179
2022-06-29,46.2704
2022-06-30,48.5796
2022-07-01,52.7784
2022-07-02,52.7784
2022-07-03,52.7784
2022-07-04,52.7784
2022-07-05,46.7287
2022-07-06,47.8257
2022-07-07,47.7037
2022-07-08,47.9781
2022-07-09,47.9781
2022-07-10,47.9781
2022-07-11,48.7205
2022-07-12,48.3193
2022-07-13,46.727
2022-07-14,46.928
2022-07-15,49.35
2022-07-16,49.35
2022-07-17,49.35
2022-07-18,49.1134
2022-07-19,50.0547
2022-07-20,48.2565
2022-07-21,47.9674
2022-07-22,49.9324
2022-07-23,49.9324
2022-07-24,49.9324
2022-07-25,51.91
2022-07-26,53.7979
2022-07-27,54.0313
2022-07-28,58.1826
2022-07-29,58.9496
2022-07-30,58.9496
2022-07-31,58.9496
2022-08-01,58.5985
2022-08-02,58.894
2022-08-03,58.8319
2022-08-04,56.9691
2022-08-05,57.3417
2022-08-06,57.3417
2022-08-07,57.3417
2022-08-08,57.8607
2022-08-09,60.1411
2022-08-10,60.0738
2022-08-11,58.982
2022-08-12,61.6414
2022-08-13,61.6414
2022-08-14,61.6414
2022-08-15,62.4524
2022-08-16,63.0479
2022-08-17,62.0247
2022-08-18,62.3856
2022-08-19,62.6609
2022-08-20,62.6609
2022-08-21,62.6609
2022-08-22,58.1142
2022-08-23,57.282
2022-08-24,59.0997
2022-08-25,59.5938
2022-08-26,55.3087
2022-08-27,55.3087
2022-08-28,55.3087
2022-08-29,57.0603
2022-08-30,54.2156
2022-08-31,53.4637
2022-09-01,55.6889
2022-09-02,54.5958
2022-09-03,54.5958
2022-09-04,54.5958
2022-09-05,54.5958
2022-09-06,54.079
2022-09-07,58.9524
2022-09-08,59.0913
2022-09-09,59.795
2022-09-10,59.795
2022-09-11,59.795
2022-09-12,60.9531
2022-09-13,55.9514
2022-09-14,57.8593
2022-09-15,54.3868
2022-09-16,53.5699
2022-09-17,53.5699
2022-09-18,53.5699
2022-09-19,55.6378
2022-09-20,52.9098
2022-09-21,52.6824
2022-09-22,51.0372
2022-09-23,50.4749
2022-09-24,50.4749
2022-09-25,50.4749
2022-09-26,45.0801
2022-09-27,42.3173
2022-09-28,43.8112
2022-09-29,38.6007
2022-09-30,36.3476
2022-10-01,36.3476
2022-10-02,36.3476
2022-10-03,39.9721
2022-10-04,42.975
2022-10-05,40.7585
2022-10-06,36.1815
2022-10-07,34.727
2022-10-08,34.727
2022-10-09,34.727
2022-10-10,34.4298
2022-10-11,34.155
2022-10-12,31.4296
2022-10-13,34.023
2022-10-14,33.5763
2022-10-15,33.5763
2022-10-16,33.5763
2022-10-17,35.4833
2022-10-18,38.962
2022-10-19,39.1532
2022-10-20,37.9242
2022-10-21,39.9237
2022-10-22,39.9237
2022-10-23,39.9237
2022-10-24,40.8846
2022-10-25,42.9609
2022-10-26,42.7842
2022-10-27,44.6216
2022-10-28,48.2371
2022-10-29,48.2371
2022-10-30,48.2371
2022-10-31,47.4554
2022-11-01,46.4432
2022-11-02,45.5161
2022-11-03,45.1279
2022-11-04,47.3131
2022-11-05,47.3131
2022-11-06,47.3131
2022-11-07,45.0617
2022-11-08,46.1773
2022-11-09,46.365
2022-11-10,51.6443
2022-11-11,50.4969
2022-11-12,50.4969
2022-11-13,50.4969
2022-11-14,50.4969
2022-11-15,50.4969
2022-11-16,52.6246
2022-11-17,51.4573
2022-11-18,53.5058
2022-11-19,53.5058
2022-11-20,53.5058
2022-11-21,54.4584
2022-11-22,56.6553
2022-11-23,58.0264
2022-11-24,58.0264
2022-11-25,58.8859
2022-11-26,58.8859
2022-11-27,58.8859
2022-11-28,57.9256
2022-11-29,56.4443
2022-11-30,58.5213
2022-12-01,58.0888
2022-12-02,56.1566
2022-12-03,56.1566
2022-12-04,56.1566
2022-12-05,55.0001
2022-12-06,56.5567
2022-12-07,54.2986
2022-12-08,54.0908
2022-12-09,54.5408
2022-12-10,54.5408
2022-12-11,54.5408
2022-12-12,56.9833
2022-12-13,56.4233
2022-12-14,56.5998
2022-12-15,54.7641
2022-12-16,51.4214
2022-12-17,51.4214
2022-12-18,51.4214
2022-12-19,51.2648
2022-12-20,51.211
2022-12-21,54.0066
2022-12-22,52.7776
2022-12-23,54.6228
2022-12-24,54.6228
2022-12-25,54.6228
2022-12-26,54.6228
2022-12-27,55.7064
2022-12-28,53.4116
2022-12-29,53.185
2022-12-30,50.4709
2022-12-31,50.4709
2023-01-01,50.4709
2023-01-02,50.4709
2023-01-03,48.2363
2023-01-04,48.7278
2023-01-05,45.4074
2023-01-06,50.6514
2023-01-07,50.6514
2023-01-08,50.6514
2023-01-09,52.8768
2023-01-10,53.2854
2023-01-11,55.8798
2023-01-12,55.4479
2023-01-13,56.4916
2023-01-14,56.4916
2023-01-15,56.4916
2023-01-16,56.4916
2023-01-17,55.2094
2023-01-18,51.5761
2023-01-19,51.0224
2023-01-20,50.1614
2023-01-21,50.1614
2023-01-22,50.1614
2023-01-23,49.6011
2023-01-24,50.5873
2023-01-25,49.7916
2023-01-26,49.5764
2023-01-27,48.1768
2023-01-28,48.1768
2023-01-29,48.1768
2023-01-30,48.7525
2023-01-31,50.3499
2023-02-01,50.2342
2023-02-02,48.3935
2023-02-03,45.2825
2023-02-04,45.2825
2023-02-05,45.2825
2023-02-06,46.0861
2023-02-07,47.7945
2023-02-08,44.8046
2023-02-09,42.9049
2023-02-10,46.8502
2023-02-11,46.8502
2023-02-12,46.8502
2023-02-13,47.7555
2023-02-14,46.7767
2023-02-15,47.0147
2023-02-16,46.5836
2023-02-17,47.5781
2023-02-18,47.5781
2023-02-19,47.5781
2023-02-20,47.5781
2023-02-21,45.9199
2023-02-22,45.5911
2023-02-23,45.2559
2023-02-24,44.0281
2023-02-25,44.0281
2023-02-26,44.0281
2023-02-27,43.4735
2023-02-28,40.0789
2023-03-01,37.9116
2023-03-02,42.3299
2023-03-03,45.0277
2023-03-04,45.0277
2023-03-05,45.0277
2023-03-06,45.7158
2023-03-07,42.1899
2023-03-08,43.2736
2023-03-09,42.7855
2023-03-10,41.2456
2023-03-11,41.2456
2023-03-12,41.2456
2023-03-13,45.3767
2023-03-14,48.1611
2023-03-15,50.3431
2023-03-16,51.6075
2023-03-17,50.0689
2023-03-18,50.0689
2023-03-19,50.0689
2023-03-20,50.6129
2023-03-21,45.9048
