,WHR US Equity
,RSI_30D
2020-01-01,44.8639
2020-01-02,45.8366
2020-01-03,43.6461
2020-01-04,43.6461
2020-01-05,43.6461
2020-01-06,45.1154
2020-01-07,45.1693
2020-01-08,47.375
2020-01-09,48.3762
2020-01-10,47.7111
2020-01-11,47.7111
2020-01-12,47.7111
2020-01-13,50.8949
2020-01-14,51.3399
2020-01-15,52.0392
2020-01-16,52.2723
2020-01-17,50.5803
2020-01-18,50.5803
2020-01-19,50.5803
2020-01-20,50.5803
2020-01-21,49.2544
2020-01-22,44.621
2020-01-23,48.8777
2020-01-24,47.6554
2020-01-25,47.6554
2020-01-26,47.6554
2020-01-27,46.5529
2020-01-28,54.3084
2020-01-29,51.9345
2020-01-30,50.7645
2020-01-31,45.4155
2020-02-01,45.4155
2020-02-02,45.4155
2020-02-03,46.2823
2020-02-04,48.8625
2020-02-05,52.2445
2020-02-06,51.1115
2020-02-07,48.1213
2020-02-08,48.1213
2020-02-09,48.1213
2020-02-10,48.2839
2020-02-11,50.3523
2020-02-12,50.7645
2020-02-13,50.3734
2020-02-14,50.4826
2020-02-15,50.4826
2020-02-16,50.4826
2020-02-17,50.4826
2020-02-18,47.1184
2020-02-19,46.4435
2020-02-20,48.1065
2020-02-21,46.5859
2020-02-22,46.5859
2020-02-23,46.5859
2020-02-24,41.9289
2020-02-25,39.6187
2020-02-26,39.7704
2020-02-27,36.9483
2020-02-28,34.9706
2020-02-29,34.9706
2020-03-01,34.9706
2020-03-02,40.4872
2020-03-03,37.2258
2020-03-04,40.5844
2020-03-05,37.0201
2020-03-06,35.3248
2020-03-07,35.3248
2020-03-08,35.3248
2020-03-09,31.8038
2020-03-10,35.5953
2020-03-11,32.9801
2020-03-12,30.3946
2020-03-13,38.5723
2020-03-14,38.5723
2020-03-15,38.5723
2020-03-16,31.6766
2020-03-17,34.1405
2020-03-18,31.9566
2020-03-19,30.4187
2020-03-20,28.6141
2020-03-21,28.6141
2020-03-22,28.6141
2020-03-23,26.5605
2020-03-24,35.4559
2020-03-25,35.2651
2020-03-26,35.6191
2020-03-27,36.0923
2020-03-28,36.0923
2020-03-29,36.0923
2020-03-30,37.6355
2020-03-31,37.1221
2020-04-01,35.7487
2020-04-02,36.2321
2020-04-03,36.7151
2020-04-04,36.7151
2020-04-05,36.7151
2020-04-06,41.2078
2020-04-07,42.2498
2020-04-08,44.2641
2020-04-09,46.3226
2020-04-10,46.3226
2020-04-11,46.3226
2020-04-12,46.3226
2020-04-13,44.9342
2020-04-14,46.1
2020-04-15,44.8566
2020-04-16,43.7604
2020-04-17,47.3213
2020-04-18,47.3213
2020-04-19,47.3213
2020-04-20,45.4936
2020-04-21,44.8813
2020-04-22,45.3703
2020-04-23,46.5853
2020-04-24,47.5548
2020-04-25,47.5548
2020-04-26,47.5548
2020-04-27,49.4294
2020-04-28,51.2591
2020-04-29,54.4191
2020-04-30,50.2286
2020-05-01,50.3939
2020-05-02,50.3939
2020-05-03,50.3939
2020-05-04,48.1273
2020-05-05,49.3645
2020-05-06,48.5765
2020-05-07,48.4901
2020-05-08,50.7378
2020-05-09,50.7378
2020-05-10,50.7378
2020-05-11,49.2063
2020-05-12,48.0906
2020-05-13,47.3302
2020-05-14,49.5869
2020-05-15,49.9314
2020-05-16,49.9314
