,AGM US Equity
2023-03-19,47.1611
2023-03-20,47.957
2023-03-21,50.8232
2023-03-22,46.7759
2023-03-23,46.3991
2023-03-24,46.9595
2023-03-25,46.9595
2023-03-26,46.9595
2023-03-27,48.9281
2023-03-28,48.096
2023-03-29,52.1907
2023-03-30,50.8231
2023-03-31,52.7345
2023-04-01,52.7345
2023-04-02,52.7345
2023-04-03,52.7345
2023-04-04,51.3116
2023-04-05,50.4148
2023-04-06,52.5451
2023-04-07,52.5451
2023-04-08,52.5451
2023-04-09,52.5451
2023-04-10,51.6289
2023-04-11,51.1157
2023-04-12,50.8949
2023-04-13,51.1053
2023-04-14,50.8971
2023-04-15,50.8971
2023-04-16,50.8971
2023-04-17,52.4583
2023-04-18,53.3446
2023-04-19,56.353
2023-04-20,54.0461
2023-04-21,54.4212
2023-04-22,54.4212
2023-04-23,54.4212
2023-04-24,53.8247
2023-04-25,51.4096
2023-04-26,50.7864
2023-04-27,51.794
2023-04-28,51.9709
2023-04-29,51.9709
2023-04-30,51.9709
2023-05-01,51.3856
2023-05-02,47.9853
2023-05-03,46.1503
2023-05-04,46.1331
2023-05-05,49.0621
2023-05-06,49.0621
2023-05-07,49.0621
2023-05-08,49.2442
2023-05-09,48.8639
2023-05-10,43.6271
2023-05-11,48.5353
2023-05-12,48.4762
2023-05-13,48.4762
2023-05-14,48.4762
2023-05-15,54.9264
2023-05-16,52.4486
2023-05-17,54.4707
2023-05-18,57.0966
2023-05-19,57.4404
2023-05-20,57.4404
2023-05-21,57.4404
2023-05-22,56.4681
2023-05-23,56.1132
2023-05-24,54.1196
2023-05-25,52.4704
2023-05-26,53.2578
2023-05-27,53.2578
2023-05-28,53.2578
2023-05-29,53.2578
2023-05-30,52.3866
2023-05-31,50.9954
2023-06-01,53.0369
2023-06-02,56.4177
2023-06-03,56.4177
2023-06-04,56.4177
2023-06-05,54.1247
2023-06-06,59.2571
2023-06-07,60.6638
2023-06-08,61.9039
2023-06-09,61.9843
2023-06-10,61.9843
2023-06-11,61.9843
2023-06-12,61.7533
2023-06-13,61.408
2023-06-14,61.2259
2023-06-15,61.7707
2023-06-16,60.6554
2023-06-17,60.6554
2023-06-18,60.6554
2023-06-19,60.6554
2023-06-20,58.7127
2023-06-21,56.6636
2023-06-22,55.7807
2023-06-23,53.1343
2023-06-24,53.1343
2023-06-25,53.1343
2023-06-26,52.4417
2023-06-27,52.9476
2023-06-28,53.9187
2023-06-29,53.6047
2023-06-30,55.4238
2023-07-01,55.4238
2023-07-02,55.4238
2023-07-03,56.202
2023-07-04,56.202
2023-07-05,52.4923
2023-07-06,50.0705
2023-07-07,51.1494
2023-07-08,51.1494
2023-07-09,51.1494
2023-07-10,52.8896
2023-07-11,54.0955
2023-07-12,55.4203
2023-07-13,57.6106
2023-07-14,59.6465
2023-07-15,59.6465
2023-07-16,59.6465
2023-07-17,61.8664
2023-07-18,63.7205
2023-07-19,63.9392
2023-07-20,63.9789
2023-07-21,64.013
2023-07-22,64.013
2023-07-23,64.013
2023-07-24,64.7178
2023-07-25,65.4253
2023-07-26,65.9735
2023-07-27,65.1058
2023-07-28,66.1543
2023-07-29,66.1543
2023-07-30,66.1543
2023-07-31,66.6378
2023-08-01,68.067
2023-08-02,69.911
2023-08-03,69.9668
2023-08-04,70.018
2023-08-05,70.018
2023-08-06,70.018
2023-08-07,70.6772
2023-08-08,74.5283
2023-08-09,75.2283
2023-08-10,76.3715
2023-08-11,77.2321
2023-08-12,77.2321
2023-08-13,77.2321
2023-08-14,77.1708
2023-08-15,70.2061
2023-08-16,68.219
2023-08-17,63.059
2023-08-18,64.6266
2023-08-19,64.6266
2023-08-20,64.6266
2023-08-21,64.4845
2023-08-22,60.5256
2023-08-23,60.8642
2023-08-24,60.9527
2023-08-25,59.4693
2023-08-26,59.4693
2023-08-27,59.4693
2023-08-28,61.5347
2023-08-29,60.9696
2023-08-30,59.7399
2023-08-31,59.8848
2023-09-01,61.5543
2023-09-02,61.5543
2023-09-03,61.5543
2023-09-04,61.5543
2023-09-05,56.5037
2023-09-06,55.8513
2023-09-07,55.9127
2023-09-08,57.9698
2023-09-09,57.9698
2023-09-10,57.9698
2023-09-11,57.7123
2023-09-12,57.3529
2023-09-13,56.1709
2023-09-14,56.438
2023-09-15,56.5066
2023-09-16,56.5066
2023-09-17,56.5066
2023-09-18,54.7864
2023-09-19,52.356
2023-09-20,53.6701
2023-09-21,46.912
2023-09-22,47.3756
2023-09-23,47.3756
2023-09-24,47.3756
2023-09-25,47.1525
2023-09-26,45.4999
2023-09-27,45.859
2023-09-28,47.9065
2023-09-29,44.2722
2023-09-30,44.2722
2023-10-01,44.2722
2023-10-02,41.6773
2023-10-03,40.2208
2023-10-04,40.9531
2023-10-05,41.0417
2023-10-06,41.4573
2023-10-07,41.4573
2023-10-08,41.4573
2023-10-09,42.7105
2023-10-10,42.4754
2023-10-11,41.4235
2023-10-12,40.5592
2023-10-13,37.3858
2023-10-14,37.3858
2023-10-15,37.3858
2023-10-16,40.404
2023-10-17,43.2223
2023-10-18,39.4995
2023-10-19,37.2921
2023-10-20,36.1899
2023-10-21,36.1899
2023-10-22,36.1899
2023-10-23,37.9955
2023-10-24,39.4885
2023-10-25,38.3944
2023-10-26,41.7229
2023-10-27,41.0155
2023-10-28,41.0155
2023-10-29,41.0155
2023-10-30,44.5096
2023-10-31,45.2304
2023-11-01,49.5618
2023-11-02,54.8618
2023-11-03,58.1981
2023-11-04,58.1981
2023-11-05,58.1981
2023-11-06,56.339
2023-11-07,52.3318
2023-11-08,54.1328
2023-11-09,50.8087
2023-11-10,53.1509
2023-11-11,53.1509
2023-11-12,53.1509
2023-11-13,52.8417
2023-11-14,58.4049
2023-11-15,59.3778
2023-11-16,55.6794
2023-11-17,56.2613
2023-11-18,56.2613
2023-11-19,56.2613
2023-11-20,58.4191
2023-11-21,55.4479
2023-11-22,56.165
2023-11-23,56.165
2023-11-24,56.3874
2023-11-25,56.3874
2023-11-26,56.3874
2023-11-27,55.1527
2023-11-28,53.7505
2023-11-29,55.2584
2023-11-30,56.3657
2023-12-01,58.2638
2023-12-02,58.2638
2023-12-03,58.2638
2023-12-04,59.8434
2023-12-05,58.6944
2023-12-06,55.9643
2023-12-07,59.5699
2023-12-08,59.1735
2023-12-09,59.1735
2023-12-10,59.1735
2023-12-11,58.0459
2023-12-12,58.3112
2023-12-13,62.174
2023-12-14,65.1663
2023-12-15,62.21
2023-12-16,62.21
2023-12-17,62.21
2023-12-18,63.247
2023-12-19,65.2777
2023-12-20,64.186
2023-12-21,66.3792
2023-12-22,66.2423
2023-12-23,66.2423
2023-12-24,66.2423
2023-12-25,66.2423
2023-12-26,67.3517
2023-12-27,69.2169
2023-12-28,67.1578
2023-12-29,65.7927
2023-12-30,65.7927
2023-12-31,65.7927
2024-01-01,65.7927
2024-01-02,62.0864
2024-01-03,59.1449
2024-01-04,59.703
2024-01-05,61.0414
2024-01-06,61.0414
2024-01-07,61.0414
2024-01-08,59.6368
2024-01-09,57.8624
2024-01-10,57.8683
2024-01-11,55.5274
2024-01-12,54.2897
2024-01-13,54.2897
2024-01-14,54.2897
2024-01-15,54.2897
2024-01-16,54.9537
2024-01-17,55.6141
2024-01-18,57.2605
2024-01-19,58.8519
2024-01-20,58.8519
2024-01-21,58.8519
2024-01-22,60.5267
2024-01-23,58.8228
2024-01-24,56.6296
2024-01-25,58.6038
2024-01-26,59.8197
2024-01-27,59.8197
2024-01-28,59.8197
2024-01-29,61.2831
2024-01-30,61.9796
2024-01-31,56.3394
2024-02-01,57.7468
2024-02-02,57.4545
2024-02-03,57.4545
2024-02-04,57.4545
2024-02-05,56.7938
2024-02-06,55.6597
2024-02-07,52.8319
2024-02-08,52.0688
2024-02-09,53.7579
2024-02-10,53.7579
2024-02-11,53.7579
2024-02-12,55.9794
2024-02-13,51.0769
2024-02-14,53.005
2024-02-15,55.7394
2024-02-16,53.3872
2024-02-17,53.3872
2024-02-18,53.3872
2024-02-19,53.3872
2024-02-20,53.1374
2024-02-21,53.3952
2024-02-22,54.4136
2024-02-23,50.047
2024-02-24,50.047
2024-02-25,50.047
2024-02-26,47.9389
2024-02-27,50.1775
2024-02-28,47.0241
2024-02-29,49.1443
2024-03-01,50.6015
2024-03-02,50.6015
2024-03-03,50.6015
2024-03-04,58.0096
2024-03-05,59.7667
2024-03-06,50.1559
2024-03-07,50.5499
2024-03-08,51.8716
2024-03-09,51.8716
2024-03-10,51.8716
2024-03-11,53.3511
2024-03-12,54.7262
2024-03-13,55.9391
2024-03-14,51.8448
2024-03-15,53.3801
2024-03-16,53.3801
2024-03-17,53.3801
2024-03-18,51.6508
2024-03-19,52.3869
2024-03-20,54.8852
2024-03-21,54.948
2024-03-22,53.597
2024-03-23,53.597
2024-03-24,53.597
2024-03-25,53.8128
2024-03-26,53.7955
2024-03-27,56.2706
2024-03-28,57.0881
2024-03-29,57.0881
2024-03-30,57.0881
2024-03-31,57.0881
2024-04-01,53.7679
2024-04-02,52.1111
2024-04-03,51.3559
2024-04-04,49.8239
2024-04-05,51.2377
2024-04-06,51.2377
2024-04-07,51.2377
2024-04-08,52.5117
