,MTG US Equity
,RSI_30D
2023-03-14,41.5098
2023-03-15,40.3716
2023-03-16,43.1028
2023-03-17,39.5272
2023-03-18,39.5272
2023-03-19,39.5272
2023-03-20,42.1286
2023-03-21,44.5942
2023-03-22,41.9076
2023-03-23,40.8727
2023-03-24,44.9811
2023-03-25,44.9811
2023-03-26,44.9811
2023-03-27,45.902
2023-03-28,47.4195
2023-03-29,49.6594
2023-03-30,50.137
2023-03-31,51.4709
2023-04-01,51.4709
2023-04-02,51.4709
2023-04-03,51.8516
2023-04-04,49.1588
2023-04-05,49.9554
2023-04-06,49.7538
2023-04-07,49.7538
2023-04-08,49.7538
2023-04-09,49.7538
2023-04-10,49.8585
2023-04-11,54.7356
2023-04-12,57.4742
2023-04-13,57.7223
2023-04-14,58.0597
2023-04-15,58.0597
2023-04-16,58.0597
2023-04-17,58.908
2023-04-18,59.1643
2023-04-19,59.5126
2023-04-20,59.6905
2023-04-21,59.1528
2023-04-22,59.1528
2023-04-23,59.1528
2023-04-24,59.2478
2023-04-25,57.5865
2023-04-26,55.9632
2023-04-27,61.0715
2023-04-28,63.1979
2023-04-29,63.1979
2023-04-30,63.1979
2023-05-01,63.5935
2023-05-02,59.0007
2023-05-03,58.8751
2023-05-04,56.5092
2023-05-05,60.009
2023-05-06,60.009
2023-05-07,60.009
2023-05-08,59.8844
2023-05-09,60.4788
2023-05-10,59.5597
2023-05-11,60.9624
2023-05-12,60.0202
2023-05-13,60.0202
2023-05-14,60.0202
2023-05-15,61.2591
2023-05-16,59.2249
2023-05-17,62.7248
2023-05-18,64.8559
2023-05-19,61.7267
2023-05-20,61.7267
2023-05-21,61.7267
2023-05-22,60.2237
2023-05-23,60.4726
2023-05-24,57.9708
2023-05-25,57.9708
2023-05-26,60.007
2023-05-27,60.007
2023-05-28,60.007
2023-05-29,60.007
2023-05-30,62.7656
2023-05-31,58.4707
2023-06-01,59.132
2023-06-02,61.9521
2023-06-03,61.9521
2023-06-04,61.9521
2023-06-05,59.4754
2023-06-06,63.2398
2023-06-07,64.0373
2023-06-08,62.8617
2023-06-09,62.3877
2023-06-10,62.3877
2023-06-11,62.3877
2023-06-12,60.3861
2023-06-13,59.1165
2023-06-14,56.545
2023-06-15,56.9659
2023-06-16,55.9565
2023-06-17,55.9565
2023-06-18,55.9565
2023-06-19,55.9565
2023-06-20,57.2622
2023-06-21,55.5584
2023-06-22,54.0069
2023-06-23,54.5693
2023-06-24,54.5693
2023-06-25,54.5693
2023-06-26,53.4425
2023-06-27,55.5323
2023-06-28,57.2469
2023-06-29,58.3826
2023-06-30,59.4958
2023-07-01,59.4958
2023-07-02,59.4958
2023-07-03,61.0701
2023-07-04,61.0701
2023-07-05,57.6539
2023-07-06,54.0774
2023-07-07,55.8482
2023-07-08,55.8482
2023-07-09,55.8482
2023-07-10,57.1308
2023-07-11,58.2189
2023-07-12,59.9965
2023-07-13,60.3927
2023-07-14,59.5387
2023-07-15,59.5387
2023-07-16,59.5387
2023-07-17,61.6998
2023-07-18,62.0877
2023-07-19,63.6857
2023-07-20,63.6857
2023-07-21,63.4133
2023-07-22,63.4133
2023-07-23,63.4133
2023-07-24,64.8145
2023-07-25,63.9697
2023-07-26,65.0688
2023-07-27,65.3809
2023-07-28,65.3809
2023-07-29,65.3809
2023-07-30,65.3809
2023-07-31,63.4103
2023-08-01,63.585
2023-08-02,64.8018
2023-08-03,70.3014
2023-08-04,72.2733
2023-08-05,72.2733
2023-08-06,72.2733
2023-08-07,72.8386
2023-08-08,72.3806
2023-08-09,73.114
2023-08-10,69.3064
2023-08-11,69.8266
2023-08-12,69.8266
2023-08-13,69.8266
2023-08-14,70.3465
2023-08-15,66.0772
2023-08-16,62.1738
2023-08-17,60.0236
2023-08-18,60.0236
2023-08-19,60.0236
2023-08-20,60.0236
2023-08-21,57.2801
2023-08-22,55.4912
2023-08-23,56.794
2023-08-24,58.4131
2023-08-25,59.7984
2023-08-26,59.7984
2023-08-27,59.7984
2023-08-28,60.0565
2023-08-29,60.9216
2023-08-30,61.2687
2023-08-31,61.9676
2023-09-01,63.5822
2023-09-02,63.5822
2023-09-03,63.5822
2023-09-04,63.5822
2023-09-05,56.76
2023-09-06,56.3988
2023-09-07,56.5893
2023-09-08,57.9206
2023-09-09,57.9206
2023-09-10,57.9206
2023-09-11,56.3873
2023-09-12,58.291
2023-09-13,54.1353
2023-09-14,55.1091
2023-09-15,55.6929
2023-09-16,55.6929
2023-09-17,55.6929
2023-09-18,57.5948
2023-09-19,55.3815
2023-09-20,54.1848
2023-09-21,51.3171
2023-09-22,50.8714
2023-09-23,50.8714
2023-09-24,50.8714
2023-09-25,51.417
2023-09-26,49.2664
2023-09-27,48.8216
2023-09-28,51.2135
2023-09-29,48.4263
2023-09-30,48.4263
2023-10-01,48.4263
2023-10-02,48.1013
2023-10-03,45.9736
2023-10-04,50.0849
2023-10-05,53.3493
2023-10-06,53.1246
2023-10-07,53.1246
2023-10-08,53.1246
2023-10-09,54.4152
2023-10-10,55.583
2023-10-11,57.641
2023-10-12,55.6994
2023-10-13,52.7144
2023-10-14,52.7144
2023-10-15,52.7144
2023-10-16,55.8229
2023-10-17,56.5394
2023-10-18,53.8299
2023-10-19,48.3382
2023-10-20,47.4281
2023-10-21,47.4281
2023-10-22,47.4281
2023-10-23,46.522
2023-10-24,46.7326
2023-10-25,46.0758
2023-10-26,46.1875
2023-10-27,45.3131
2023-10-28,45.3131
2023-10-29,45.3131
2023-10-30,47.9198
2023-10-31,49.5424
2023-11-01,50.3951
2023-11-02,53.2553
2023-11-03,58.0777
2023-11-04,58.0777
2023-11-05,58.0777
2023-11-06,57.9632
2023-11-07,56.5778
2023-11-08,55.372
2023-11-09,55.4655
2023-11-10,58.0993
2023-11-11,58.0993
2023-11-12,58.0993
2023-11-13,56.7816
2023-11-14,59.6236
2023-11-15,58.8952
2023-11-16,52.7803
2023-11-17,54.6405
2023-11-18,54.6405
2023-11-19,54.6405
2023-11-20,55.3339
2023-11-21,53.0278
2023-11-22,54.714
2023-11-23,54.714
2023-11-24,55.5822
2023-11-25,55.5822
2023-11-26,55.5822
2023-11-27,55.0364
2023-11-28,52.9911
2023-11-29,52.147
2023-11-30,54.4905
2023-12-01,55.7461
2023-12-02,55.7461
2023-12-03,55.7461
2023-12-04,57.4796
2023-12-05,53.8771
2023-12-06,52.5353
2023-12-07,55.0307
2023-12-08,57.7396
2023-12-09,57.7396
2023-12-10,57.7396
2023-12-11,58.828
2023-12-12,59.5214
2023-12-13,62.2947
2023-12-14,65.5111
2023-12-15,62.9556
2023-12-16,62.9556
2023-12-17,62.9556
2023-12-18,62.6259
2023-12-19,65.1433
2023-12-20,63.8095
2023-12-21,64.8638
2023-12-22,65.3552
2023-12-23,65.3552
2023-12-24,65.3552
2023-12-25,65.3552
2023-12-26,65.2372
2023-12-27,65.4308
2023-12-28,65.3054
2023-12-29,63.0543
2023-12-30,63.0543
2023-12-31,63.0543
2024-01-01,63.0543
2024-01-02,63.3448
2024-01-03,60.9888
2024-01-04,62.1388
2024-01-05,62.1388
2024-01-06,62.1388
2024-01-07,62.1388
2024-01-08,63.7404
2024-01-09,59.6393
2024-01-10,61.1289
2024-01-11,59.3403
2024-01-12,60.612
2024-01-13,60.612
2024-01-14,60.612
2024-01-15,60.612
2024-01-16,58.7123
2024-01-17,57.7757
2024-01-18,58.9609
2024-01-19,62.1048
2024-01-20,62.1048
2024-01-21,62.1048
2024-01-22,63.6875
2024-01-23,62.5814
2024-01-24,62.6559
2024-01-25,63.0369
2024-01-26,64.5338
2024-01-27,64.5338
2024-01-28,64.5338
2024-01-29,64.9014
2024-01-30,65.7103
2024-01-31,60.7103
2024-02-01,61.7406
2024-02-02,59.7458
2024-02-03,59.7458
2024-02-04,59.7458
2024-02-05,53.3888
2024-02-06,55.6171
2024-02-07,51.3218
2024-02-08,50.1383
2024-02-09,51.3872
2024-02-10,51.3872
2024-02-11,51.3872
2024-02-12,53.7008
2024-02-13,51.9026
2024-02-14,54.6084
2024-02-15,55.7958
2024-02-16,53.9467
2024-02-17,53.9467
2024-02-18,53.9467
2024-02-19,53.9467
2024-02-20,52.6175
2024-02-21,53.2138
2024-02-22,51.583
2024-02-23,53.4077
2024-02-24,53.4077
2024-02-25,53.4077
2024-02-26,52.8193
2024-02-27,54.2108
2024-02-28,58.3415
2024-02-29,58.1328
2024-03-01,57.3897
2024-03-02,57.3897
2024-03-03,57.3897
2024-03-04,56.7465
2024-03-05,56.9958
2024-03-06,58.3212
2024-03-07,55.9786
2024-03-08,56.0656
2024-03-09,56.0656
2024-03-10,56.0656
2024-03-11,64.3054
2024-03-12,64.6092
2024-03-13,64.9181
2024-03-14,65.0443
2024-03-15,64.9235
2024-03-16,64.9235
2024-03-17,64.9235
2024-03-18,60.3963
2024-03-19,62.8687
2024-03-20,68.5167
2024-03-21,67.9819
2024-03-22,66.6894
2024-03-23,66.6894
2024-03-24,66.6894
2024-03-25,66.9601
2024-03-26,65.8526
2024-03-27,67.9887
2024-03-28,69.1654
2024-03-29,69.1654
2024-03-30,69.1654
2024-03-31,69.1654
2024-04-01,64.1782
2024-04-02,63.7734
2024-04-03,62.0524
2024-04-04,52.3401
2024-04-05,53.2116
2024-04-06,53.2116
2024-04-07,53.2116
2024-04-08,54.0146
