,UFS US Equity
2020-08-15,66.4297
2020-08-16,66.4297
2020-08-17,65.7254
2020-08-18,63.0736
2020-08-19,61.5926
2020-08-20,59.7312
2020-08-21,59.4578
2020-08-22,59.4578
2020-08-23,59.4578
2020-08-24,61.6545
2020-08-25,59.7717
2020-08-26,58.4679
2020-08-27,60.1897
2020-08-28,61.4651
2020-08-29,61.4651
2020-08-30,61.4651
2020-08-31,57.9742
2020-09-01,58.5965
2020-09-02,59.4805
2020-09-03,56.9898
2020-09-04,57.4653
2020-09-05,57.4653
2020-09-06,57.4653
2020-09-07,57.4653
2020-09-08,53.7752
2020-09-09,52.8728
2020-09-10,51.2847
2020-09-11,52.1187
2020-09-12,52.1187
2020-09-13,52.1187
2020-09-14,53.8635
2020-09-15,52.4129
2020-09-16,51.0162
2020-09-17,55.1386
2020-09-18,57.5321
2020-09-19,57.5321
2020-09-20,57.5321
2020-09-21,53.972
2020-09-22,51.9365
2020-09-23,49.9863
2020-09-24,49.1797
2020-09-25,51.7245
2020-09-26,51.7245
2020-09-27,51.7245
2020-09-28,53.1404
2020-09-29,51.1665
2020-09-30,50.3192
2020-10-01,50.4281
2020-10-02,50.5402
2020-10-03,50.5402
2020-10-04,50.5402
2020-10-05,52.1741
2020-10-06,50.1324
2020-10-07,51.9436
2020-10-08,54.4175
2020-10-09,53.0178
2020-10-10,53.0178
2020-10-11,53.0178
2020-10-12,53.1254
2020-10-13,50.7696
2020-10-14,50.4391
2020-10-15,51.3977
2020-10-16,50.9009
2020-10-17,50.9009
2020-10-18,50.9009
2020-10-19,49.3944
2020-10-20,50.5849
2020-10-21,51.8542
2020-10-22,51.5644
2020-10-23,51.5373
2020-10-24,51.5373
2020-10-25,51.5373
2020-10-26,49.0829
2020-10-27,46.7307
2020-10-28,42.3526
2020-10-29,44.2279
2020-10-30,44.1842
2020-10-31,44.1842
2020-11-01,44.1842
2020-11-02,45.1657
2020-11-03,48.7114
2020-11-04,46.8047
2020-11-05,50.5843
2020-11-06,50.7735
2020-11-07,50.7735
2020-11-08,50.7735
2020-11-09,51.7762
2020-11-10,51.4151
2020-11-11,51.6146
2020-11-12,49.6125
2020-11-13,52.283
2020-11-14,52.283
2020-11-15,52.283
2020-11-16,56.4091
2020-11-17,56.2441
2020-11-18,54.3533
2020-11-19,53.2265
2020-11-20,55.927
2020-11-21,55.927
2020-11-22,55.927
2020-11-23,58.7979
2020-11-24,60.8698
2020-11-25,60.2995
2020-11-26,60.2995
2020-11-27,59.5776
2020-11-28,59.5776
2020-11-29,59.5776
2020-11-30,57.225
2020-12-01,57.3718
2020-12-02,58.1574
2020-12-03,58.563
2020-12-04,60.3022
2020-12-05,60.3022
2020-12-06,60.3022
2020-12-07,58.4968
2020-12-08,57.8589
2020-12-09,60.0681
2020-12-10,59.8162
2020-12-11,57.508
2020-12-12,57.508
2020-12-13,57.508
2020-12-14,56.5022
2020-12-15,58.1099
2020-12-16,57.9201
2020-12-17,57.0208
2020-12-18,59.7886
2020-12-19,59.7886
2020-12-20,59.7886
2020-12-21,56.3476
2020-12-22,55.1828
2020-12-23,55.5967
2020-12-24,55.8449
2020-12-25,55.8449
2020-12-26,55.8449
2020-12-27,55.8449
2020-12-28,57.3728
2020-12-29,56.5565
2020-12-30,56.9619
2020-12-31,57.3224
2021-01-01,57.3224
2021-01-02,57.3224
2021-01-03,57.3224
2021-01-04,54.8443
2021-01-05,57.1791
2021-01-06,62.1596
2021-01-07,63.3086
2021-01-08,57.7691
2021-01-09,57.7691
2021-01-10,57.7691
2021-01-11,54.8582
2021-01-12,55.873
2021-01-13,54.964
2021-01-14,53.6934
2021-01-15,53.4095
2021-01-16,53.4095
2021-01-17,53.4095
2021-01-18,53.4095
2021-01-19,56.3683
2021-01-20,57.5819
2021-01-21,56.2335
2021-01-22,54.276
2021-01-23,54.276
2021-01-24,54.276
2021-01-25,54.0147
2021-01-26,52.9885
2021-01-27,47.4467
2021-01-28,47.0794
2021-01-29,48.6956
2021-01-30,48.6956
2021-01-31,48.6956
2021-02-01,50.9792
2021-02-02,51.0828
2021-02-03,51.8198
2021-02-04,51.0805
2021-02-05,53.6835
2021-02-06,53.6835
2021-02-07,53.6835
2021-02-08,57.1168
2021-02-09,57.208
2021-02-10,58.9674
2021-02-11,61.3887
2021-02-12,62.0336
2021-02-13,62.0336
2021-02-14,62.0336
2021-02-15,62.0336
2021-02-16,58.4366
2021-02-17,57.2025
2021-02-18,58.5069
2021-02-19,60.7711
2021-02-20,60.7711
2021-02-21,60.7711
2021-02-22,61.197
2021-02-23,59.4792
2021-02-24,62.6708
2021-02-25,63.4206
2021-02-26,62.2881
2021-02-27,62.2881
2021-02-28,62.2881
2021-03-01,59.3439
2021-03-02,61.9932
2021-03-03,58.6866
2021-03-04,59.4654
2021-03-05,60.7794
2021-03-06,60.7794
2021-03-07,60.7794
2021-03-08,61.7929
2021-03-09,61.3289
2021-03-10,62.1329
2021-03-11,62.409
2021-03-12,62.5099
2021-03-13,62.5099
2021-03-14,62.5099
2021-03-15,59.0942
2021-03-16,58.2707
2021-03-17,59.7223
2021-03-18,57.5863
2021-03-19,56.3722
2021-03-20,56.3722
2021-03-21,56.3722
2021-03-22,55.6257
2021-03-23,51.0237
2021-03-24,51.0767
2021-03-25,53.719
2021-03-26,55.662
2021-03-27,55.662
2021-03-28,55.662
2021-03-29,54.0482
2021-03-30,55.946
2021-03-31,56.0174
2021-04-01,57.1658
2021-04-02,57.1658
2021-04-03,57.1658
2021-04-04,57.1658
2021-04-05,58.6099
2021-04-06,57.9578
2021-04-07,56.9421
2021-04-08,56.7761
2021-04-09,56.8282
2021-04-10,56.8282
2021-04-11,56.8282
2021-04-12,55.6828
2021-04-13,53.2923
2021-04-14,54.571
2021-04-15,56.6968
2021-04-16,61.1781
2021-04-17,61.1781
2021-04-18,61.1781
2021-04-19,59.5001
2021-04-20,54.8617
2021-04-21,57.6017
2021-04-22,55.1168
2021-04-23,57.6163
2021-04-24,57.6163
2021-04-25,57.6163
2021-04-26,58.9788
2021-04-27,60.9085
2021-04-28,59.9564
2021-04-29,58.9418
2021-04-30,57.1824
2021-05-01,57.1824
2021-05-02,57.1824
2021-05-03,59.5512
2021-05-04,71.2064
2021-05-05,71.4145
2021-05-06,71.4145
2021-05-07,70.4679
2021-05-08,70.4679
2021-05-09,70.4679
2021-05-10,68.2557
2021-05-11,76.1872
2021-05-12,75.4317
2021-05-13,74.8865
2021-05-14,74.997
2021-05-15,74.997
2021-05-16,74.997
2021-05-17,73.8595
2021-05-18,73.4926
2021-05-19,73.4117
2021-05-20,73.2173
2021-05-21,73.0743
2021-05-22,73.0743
2021-05-23,73.0743
2021-05-24,73.2365
2021-05-25,72.3647
2021-05-26,72.0586
2021-05-27,71.87
2021-05-28,72.2211
2021-05-29,72.2211
2021-05-30,72.2211
2021-05-31,72.2211
2021-06-01,72.9568
2021-06-02,73.0942
2021-06-03,73.6853
2021-06-04,71.9458
2021-06-05,71.9458
2021-06-06,71.9458
2021-06-07,72.0822
2021-06-08,69.903
2021-06-09,70.0691
2021-06-10,70.1774
2021-06-11,69.6558
2021-06-12,69.6558
2021-06-13,69.6558
2021-06-14,68.8242
2021-06-15,69.1018
2021-06-16,67.9288
2021-06-17,67.6911
2021-06-18,66.884
2021-06-19,66.884
2021-06-20,66.884
2021-06-21,67.1876
2021-06-22,67.7382
2021-06-23,67.8003
2021-06-24,68.0338
2021-06-25,67.1637
2021-06-26,67.1637
2021-06-27,67.1637
2021-06-28,68.0318
2021-06-29,66.6301
2021-06-30,68.2111
2021-07-01,67.6897
2021-07-02,67.6897
2021-07-03,67.6897
2021-07-04,67.6897
2021-07-05,67.6897
2021-07-06,67.7856
2021-07-07,67.9086
2021-07-08,67.535
2021-07-09,66.7749
2021-07-10,66.7749
2021-07-11,66.7749
2021-07-12,66.9672
2021-07-13,65.8963
2021-07-14,66.0147
2021-07-15,66.1362
2021-07-16,66.3232
2021-07-17,66.3232
2021-07-18,66.3232
2021-07-19,65.9466
2021-07-20,66.244
2021-07-21,66.9085
2021-07-22,67.3735
2021-07-23,66.7497
2021-07-24,66.7497
2021-07-25,66.7497
2021-07-26,66.4667
2021-07-27,66.5034
2021-07-28,66.1288
2021-07-29,66.1288
2021-07-30,65.8115
2021-07-31,65.8115
2021-08-01,65.8115
2021-08-02,65.4056
2021-08-03,65.4937
2021-08-04,63.2453
2021-08-05,63.628
2021-08-06,63.628
2021-08-07,63.628
2021-08-08,63.628
2021-08-09,63.4513
2021-08-10,64.02
2021-08-11,63.7401
2021-08-12,63.7401
2021-08-13,63.9649
2021-08-14,63.9649
2021-08-15,63.9649
2021-08-16,61.6905
2021-08-17,62.8778
2021-08-18,62.8778
2021-08-19,63.3639
2021-08-20,62.3089
2021-08-21,62.3089
2021-08-22,62.3089
2021-08-23,62.5668
2021-08-24,62.2364
2021-08-25,62.5772
2021-08-26,62.3444
2021-08-27,63.1941
2021-08-28,63.1941
2021-08-29,63.1941
2021-08-30,61.5187
2021-08-31,62.0393
2021-09-01,62.9286
2021-09-02,63.2257
2021-09-03,63.5281
2021-09-04,63.5281
2021-09-05,63.5281
2021-09-06,63.5281
2021-09-07,63.259
2021-09-08,62.7096
2021-09-09,61.8757
2021-09-10,62.4779
2021-09-11,62.4779
2021-09-12,62.4779
2021-09-13,62.0434
2021-09-14,62.1342
2021-09-15,62.779
2021-09-16,63.2415
2021-09-17,59.566
2021-09-18,59.566
2021-09-19,59.566
2021-09-20,60.2628
2021-09-21,60.1097
2021-09-22,59.0239
2021-09-23,61.7788
2021-09-24,59.9264
2021-09-25,59.9264
2021-09-26,59.9264
2021-09-27,61.5179
2021-09-28,61.6165
2021-09-29,59.2613
2021-09-30,52.8524
2021-10-01,57.6889
2021-10-02,57.6889
2021-10-03,57.6889
2021-10-04,56.9178
2021-10-05,58.9065
2021-10-06,59.2769
2021-10-07,59.7461
2021-10-08,59.0424
2021-10-09,59.0424
2021-10-10,59.0424
2021-10-11,59.0424
2021-10-12,58.453
2021-10-13,58.6664
2021-10-14,60.5531
2021-10-15,56.6867
2021-10-16,56.6867
2021-10-17,56.6867
2021-10-18,52.1797
2021-10-19,52.1797
2021-10-20,52.7707
2021-10-21,52.2364
2021-10-22,52.3612
2021-10-23,52.3612
2021-10-24,52.3612
2021-10-25,51.6633
2021-10-26,51.2395
2021-10-27,49.1536
2021-10-28,49.296
2021-10-29,49.7327
2021-10-30,49.7327
2021-10-31,49.7327
2021-11-01,52.4179
2021-11-02,50.9365
2021-11-03,49.4895
2021-11-04,49.6375
2021-11-05,45.2487
2021-11-06,45.2487
2021-11-07,45.2487
2021-11-08,41.6751
2021-11-09,45.67
2021-11-10,44.0516
2021-11-11,43.5949
2021-11-12,43.4784
2021-11-13,43.4784
2021-11-14,43.4784
2021-11-15,44.2494
2021-11-16,41.9974
2021-11-17,40.8651
2021-11-18,42.3132
2021-11-19,59.5983
2021-11-20,59.5983
2021-11-21,59.5983
2021-11-22,59.844
2021-11-23,59.928
2021-11-24,59.928
2021-11-25,59.928
2021-11-26,60.1067
2021-11-27,60.1067
2021-11-28,60.1067
2021-11-29,60.1985
2021-11-30,60.1985
2021-12-01,60.1985
2021-12-02,60.1985
2021-12-03,60.1985
2021-12-04,60.1985
2021-12-05,60.1985
2021-12-06,60.1985
2021-12-07,60.1985
2021-12-08,60.1985
2021-12-09,60.1985
2021-12-10,60.1985
2021-12-11,60.1985
2021-12-12,60.1985
2021-12-13,60.1985
2021-12-14,60.1985
2021-12-15,60.1985
2021-12-16,60.1985
2021-12-17,60.1985
2021-12-18,60.1985
2021-12-19,60.1985
2021-12-20,60.1985
2021-12-21,60.1985
2021-12-22,60.1985
2021-12-23,60.1985
2021-12-24,60.1985
2021-12-25,60.1985
2021-12-26,60.1985
2021-12-27,60.1985
2021-12-28,60.1985
2021-12-29,60.1985
2021-12-30,60.1985
2021-12-31,60.1985
2022-01-01,60.1985
2022-01-02,60.1985
2022-01-03,60.1985
2022-01-04,60.1985
2022-01-05,60.1985
2022-01-06,60.1985
2022-01-07,60.1985
2022-01-08,60.1985
2022-01-09,60.1985
2022-01-10,60.1985
2022-01-11,60.1985
2022-01-12,60.1985
2022-01-13,60.1985
2022-01-14,60.1985
2022-01-15,60.1985
2022-01-16,60.1985
2022-01-17,60.1985
2022-01-18,60.1985
2022-01-19,60.1985
2022-01-20,60.1985
2022-01-21,60.1985
2022-01-22,60.1985
2022-01-23,60.1985
2022-01-24,60.1985
2022-01-25,60.1985
2022-01-26,60.1985
2022-01-27,60.1985
2022-01-28,60.1985
2022-01-29,60.1985
2022-01-30,60.1985
2022-01-31,60.1985
2022-02-01,60.1985
2022-02-02,60.1985
2022-02-03,60.1985
2022-02-04,60.1985
2022-02-05,60.1985
2022-02-06,60.1985
2022-02-07,60.1985
2022-02-08,60.1985
2022-02-09,60.1985
2022-02-10,60.1985
2022-02-11,60.1985
2022-02-12,60.1985
2022-02-13,60.1985
2022-02-14,60.1985
2022-02-15,60.1985
2022-02-16,60.1985
2022-02-17,60.1985
2022-02-18,60.1985
2022-02-19,60.1985
2022-02-20,60.1985
2022-02-21,60.1985
2022-02-22,60.1985
2022-02-23,60.1985
2022-02-24,60.1985
2022-02-25,60.1985
2022-02-26,60.1985
2022-02-27,60.1985
2022-02-28,60.1985
2022-03-01,60.1985
2022-03-02,60.1985
2022-03-03,60.1985
2022-03-04,60.1985
2022-03-05,60.1985
2022-03-06,60.1985
2022-03-07,60.1985
2022-03-08,60.1985
2022-03-09,60.1985
2022-03-10,60.1985
2022-03-11,60.1985
2022-03-12,60.1985
2022-03-13,60.1985
2022-03-14,60.1985
2022-03-15,60.1985
2022-03-16,60.1985
2022-03-17,60.1985
2022-03-18,60.1985
2022-03-19,60.1985
2022-03-20,60.1985
2022-03-21,60.1985
2022-03-22,60.1985
2022-03-23,60.1985
2022-03-24,60.1985
2022-03-25,60.1985
2022-03-26,60.1985
2022-03-27,60.1985
2022-03-28,60.1985
2022-03-29,60.1985
2022-03-30,60.1985
2022-03-31,60.1985
2022-04-01,60.1985
2022-04-02,60.1985
2022-04-03,60.1985
2022-04-04,60.1985
2022-04-05,60.1985
2022-04-06,60.1985
2022-04-07,60.1985
2022-04-08,60.1985
2022-04-09,60.1985
2022-04-10,60.1985
2022-04-11,60.1985
2022-04-12,60.1985
2022-04-13,60.1985
2022-04-14,60.1985
2022-04-15,60.1985
2022-04-16,60.1985
2022-04-17,60.1985
2022-04-18,60.1985
2022-04-19,60.1985
2022-04-20,60.1985
2022-04-21,60.1985
2022-04-22,60.1985
2022-04-23,60.1985
2022-04-24,60.1985
2022-04-25,60.1985
2022-04-26,60.1985
2022-04-27,60.1985
2022-04-28,60.1985
2022-04-29,60.1985
2022-04-30,60.1985
2022-05-01,60.1985
2022-05-02,60.1985
2022-05-03,60.1985
2022-05-04,60.1985
2022-05-05,60.1985
2022-05-06,60.1985
2022-05-07,60.1985
2022-05-08,60.1985
2022-05-09,60.1985
2022-05-10,60.1985
2022-05-11,60.1985
2022-05-12,60.1985
2022-05-13,60.1985
2022-05-14,60.1985
2022-05-15,60.1985
2022-05-16,60.1985
2022-05-17,60.1985
2022-05-18,60.1985
2022-05-19,60.1985
2022-05-20,60.1985
2022-05-21,60.1985
2022-05-22,60.1985
2022-05-23,60.1985
2022-05-24,60.1985
2022-05-25,60.1985
2022-05-26,60.1985
2022-05-27,60.1985
2022-05-28,60.1985
2022-05-29,60.1985
2022-05-30,60.1985
2022-05-31,60.1985
2022-06-01,60.1985
2022-06-02,60.1985
2022-06-03,60.1985
2022-06-04,60.1985
2022-06-05,60.1985
2022-06-06,60.1985
2022-06-07,60.1985
2022-06-08,60.1985
2022-06-09,60.1985
2022-06-10,60.1985
2022-06-11,60.1985
2022-06-12,60.1985
2022-06-13,60.1985
2022-06-14,60.1985
2022-06-15,60.1985
2022-06-16,60.1985
2022-06-17,60.1985
2022-06-18,60.1985
2022-06-19,60.1985
2022-06-20,60.1985
2022-06-21,60.1985
2022-06-22,60.1985
2022-06-23,60.1985
2022-06-24,60.1985
2022-06-25,60.1985
2022-06-26,60.1985
2022-06-27,60.1985
2022-06-28,60.1985
2022-06-29,60.1985
2022-06-30,60.1985
2022-07-01,60.1985
2022-07-02,60.1985
2022-07-03,60.1985
2022-07-04,60.1985
2022-07-05,60.1985
2022-07-06,60.1985
2022-07-07,60.1985
2022-07-08,60.1985
2022-07-09,60.1985
2022-07-10,60.1985
2022-07-11,60.1985
2022-07-12,60.1985
2022-07-13,60.1985
2022-07-14,60.1985
2022-07-15,60.1985
2022-07-16,60.1985
2022-07-17,60.1985
2022-07-18,60.1985
2022-07-19,60.1985
2022-07-20,60.1985
2022-07-21,60.1985
2022-07-22,60.1985
2022-07-23,60.1985
2022-07-24,60.1985
2022-07-25,60.1985
2022-07-26,60.1985
2022-07-27,60.1985
2022-07-28,60.1985
2022-07-29,60.1985
2022-07-30,60.1985
2022-07-31,60.1985
2022-08-01,60.1985
2022-08-02,60.1985
2022-08-03,60.1985
2022-08-04,60.1985
2022-08-05,60.1985
2022-08-06,60.1985
2022-08-07,60.1985
2022-08-08,60.1985
2022-08-09,60.1985
2022-08-10,60.1985
2022-08-11,60.1985
2022-08-12,60.1985
2022-08-13,60.1985
2022-08-14,60.1985
2022-08-15,60.1985
2022-08-16,60.1985
2022-08-17,60.1985
2022-08-18,60.1985
2022-08-19,60.1985
2022-08-20,60.1985
2022-08-21,60.1985
2022-08-22,60.1985
2022-08-23,60.1985
2022-08-24,60.1985
2022-08-25,60.1985
2022-08-26,60.1985
2022-08-27,60.1985
2022-08-28,60.1985
2022-08-29,60.1985
2022-08-30,60.1985
2022-08-31,60.1985
2022-09-01,60.1985
2022-09-02,60.1985
2022-09-03,60.1985
2022-09-04,60.1985
2022-09-05,60.1985
2022-09-06,60.1985
2022-09-07,60.1985
2022-09-08,60.1985
2022-09-09,60.1985
2022-09-10,60.1985
2022-09-11,60.1985
2022-09-12,60.1985
2022-09-13,60.1985
2022-09-14,60.1985
2022-09-15,60.1985
2022-09-16,60.1985
2022-09-17,60.1985
2022-09-18,60.1985
2022-09-19,60.1985
2022-09-20,60.1985
2022-09-21,60.1985
2022-09-22,60.1985
2022-09-23,60.1985
2022-09-24,60.1985
2022-09-25,60.1985
2022-09-26,60.1985
2022-09-27,60.1985
2022-09-28,60.1985
2022-09-29,60.1985
2022-09-30,60.1985
2022-10-01,60.1985
2022-10-02,60.1985
2022-10-03,60.1985
2022-10-04,60.1985
2022-10-05,60.1985
2022-10-06,60.1985
2022-10-07,60.1985
2022-10-08,60.1985
2022-10-09,60.1985
2022-10-10,60.1985
2022-10-11,60.1985
2022-10-12,60.1985
2022-10-13,60.1985
2022-10-14,60.1985
2022-10-15,60.1985
2022-10-16,60.1985
2022-10-17,60.1985
2022-10-18,60.1985
2022-10-19,60.1985
2022-10-20,60.1985
2022-10-21,60.1985
2022-10-22,60.1985
2022-10-23,60.1985
2022-10-24,60.1985
2022-10-25,60.1985
2022-10-26,60.1985
2022-10-27,60.1985
2022-10-28,60.1985
2022-10-29,60.1985
2022-10-30,60.1985
2022-10-31,60.1985
2022-11-01,60.1985
2022-11-02,60.1985
2022-11-03,60.1985
2022-11-04,60.1985
2022-11-05,60.1985
2022-11-06,60.1985
2022-11-07,60.1985
2022-11-08,60.1985
2022-11-09,60.1985
2022-11-10,60.1985
2022-11-11,60.1985
2022-11-12,60.1985
2022-11-13,60.1985
2022-11-14,60.1985
2022-11-15,60.1985
2022-11-16,60.1985
2022-11-17,60.1985
2022-11-18,60.1985
2022-11-19,60.1985
2022-11-20,60.1985
2022-11-21,60.1985
2022-11-22,60.1985
2022-11-23,60.1985
2022-11-24,60.1985
2022-11-25,60.1985
2022-11-26,60.1985
2022-11-27,60.1985
2022-11-28,60.1985
2022-11-29,60.1985
2022-11-30,60.1985
2022-12-01,60.1985
2022-12-02,60.1985
2022-12-03,60.1985
2022-12-04,60.1985
2022-12-05,60.1985
2022-12-06,60.1985
2022-12-07,60.1985
2022-12-08,60.1985
2022-12-09,60.1985
2022-12-10,60.1985
2022-12-11,60.1985
2022-12-12,60.1985
2022-12-13,60.1985
2022-12-14,60.1985
2022-12-15,60.1985
2022-12-16,60.1985
2022-12-17,60.1985
2022-12-18,60.1985
2022-12-19,60.1985
2022-12-20,60.1985
2022-12-21,60.1985
2022-12-22,60.1985
2022-12-23,60.1985
2022-12-24,60.1985
2022-12-25,60.1985
2022-12-26,60.1985
2022-12-27,60.1985
2022-12-28,60.1985
2022-12-29,60.1985
2022-12-30,60.1985
2022-12-31,60.1985
2023-01-01,60.1985
2023-01-02,60.1985
2023-01-03,60.1985
2023-01-04,60.1985
2023-01-05,60.1985
2023-01-06,60.1985
2023-01-07,60.1985
2023-01-08,60.1985
2023-01-09,60.1985
2023-01-10,60.1985
2023-01-11,60.1985
2023-01-12,60.1985
2023-01-13,60.1985
2023-01-14,60.1985
2023-01-15,60.1985
2023-01-16,60.1985
2023-01-17,60.1985
2023-01-18,60.1985
2023-01-19,60.1985
2023-01-20,60.1985
2023-01-21,60.1985
2023-01-22,60.1985
2023-01-23,60.1985
2023-01-24,60.1985
2023-01-25,60.1985
2023-01-26,60.1985
2023-01-27,60.1985
2023-01-28,60.1985
2023-01-29,60.1985
2023-01-30,60.1985
2023-01-31,60.1985
2023-02-01,60.1985
2023-02-02,60.1985
2023-02-03,60.1985
2023-02-04,60.1985
2023-02-05,60.1985
2023-02-06,60.1985
2023-02-07,60.1985
2023-02-08,60.1985
2023-02-09,60.1985
2023-02-10,60.1985
2023-02-11,60.1985
2023-02-12,60.1985
2023-02-13,60.1985
2023-02-14,60.1985
2023-02-15,60.1985
2023-02-16,60.1985
2023-02-17,60.1985
2023-02-18,60.1985
2023-02-19,60.1985
2023-02-20,60.1985
2023-02-21,60.1985
2023-02-22,60.1985
2023-02-23,60.1985
2023-02-24,60.1985
2023-02-25,60.1985
2023-02-26,60.1985
2023-02-27,60.1985
2023-02-28,60.1985
2023-03-01,60.1985
2023-03-02,60.1985
2023-03-03,60.1985
2023-03-04,60.1985
2023-03-05,60.1985
2023-03-06,60.1985
2023-03-07,60.1985
2023-03-08,60.1985
2023-03-09,60.1985
2023-03-10,60.1985
2023-03-11,60.1985
2023-03-12,60.1985
2023-03-13,60.1985
2023-03-14,60.1985
2023-03-15,60.1985
