,PRKS US Equity
2020-09-03,60.7396
2020-09-04,60.8973
2020-09-05,60.8973
2020-09-06,60.8973
2020-09-07,60.8973
2020-09-08,61.5105
2020-09-09,62.2558
2020-09-10,60.1888
2020-09-11,58.5956
2020-09-12,58.5956
2020-09-13,58.5956
2020-09-14,60.6917
2020-09-15,59.143
2020-09-16,61.2444
2020-09-17,60.2739
2020-09-18,59.2602
2020-09-19,59.2602
2020-09-20,59.2602
2020-09-21,51.463
2020-09-22,52.8151
2020-09-23,50.7541
2020-09-24,51.3871
2020-09-25,54.9237
2020-09-26,54.9237
2020-09-27,54.9237
2020-09-28,55.3508
2020-09-29,53.162
2020-09-30,52.1795
2020-10-01,51.9739
2020-10-02,53.7037
2020-10-03,53.7037
2020-10-04,53.7037
2020-10-05,54.7161
2020-10-06,55.954
2020-10-07,58.2846
2020-10-08,58.9776
2020-10-09,60.7839
2020-10-10,60.7839
2020-10-11,60.7839
2020-10-12,60.6602
2020-10-13,57.5883
2020-10-14,58.4195
2020-10-15,59.6056
2020-10-16,59.8033
2020-10-17,59.8033
2020-10-18,59.8033
2020-10-19,58.2446
2020-10-20,61.107
2020-10-21,58.835
2020-10-22,61.3488
2020-10-23,61.6871
2020-10-24,61.6871
2020-10-25,61.6871
2020-10-26,56.529
2020-10-27,54.5132
2020-10-28,51.8492
2020-10-29,52.1901
2020-10-30,54.4348
2020-10-31,54.4348
2020-11-01,54.4348
2020-11-02,53.4869
2020-11-03,56.4505
2020-11-04,58.0499
2020-11-05,61.0357
2020-11-06,58.329
2020-11-07,58.329
2020-11-08,58.329
2020-11-09,65.2392
2020-11-10,65.5484
2020-11-11,61.7709
2020-11-12,59.6315
2020-11-13,61.2054
2020-11-14,61.2054
2020-11-15,61.2054
2020-11-16,61.8449
2020-11-17,62.6218
2020-11-18,61.2976
2020-11-19,61.5917
2020-11-20,61.5226
2020-11-21,61.5226
2020-11-22,61.5226
2020-11-23,64.4321
2020-11-24,66.8932
2020-11-25,65.769
2020-11-26,65.769
2020-11-27,65.3077
2020-11-28,65.3077
2020-11-29,65.3077
2020-11-30,61.8227
2020-12-01,63.4221
2020-12-02,65.0141
2020-12-03,65.2377
2020-12-04,65.5414
2020-12-05,65.5414
2020-12-06,65.5414
2020-12-07,62.0698
2020-12-08,62.1953
2020-12-09,62.5162
2020-12-10,63.2687
2020-12-11,61.5166
2020-12-12,61.5166
2020-12-13,61.5166
2020-12-14,59.6304
2020-12-15,61.8885
2020-12-16,60.9621
2020-12-17,63.667
2020-12-18,65.2034
2020-12-19,65.2034
2020-12-20,65.2034
2020-12-21,62.6069
2020-12-22,62.0467
2020-12-23,63.8854
2020-12-24,61.9109
2020-12-25,61.9109
2020-12-26,61.9109
2020-12-27,61.9109
2020-12-28,63.3142
2020-12-29,59.7777
2020-12-30,61.8948
2020-12-31,62.7071
2021-01-01,62.7071
2021-01-02,62.7071
2021-01-03,62.7071
2021-01-04,58.5739
2021-01-05,59.2896
2021-01-06,62.9603
2021-01-07,64.7738
2021-01-08,62.6682
2021-01-09,62.6682
2021-01-10,62.6682
2021-01-11,61.4651
2021-01-12,59.0014
2021-01-13,54.9448
2021-01-14,56.0997
2021-01-15,53.374
2021-01-16,53.374
2021-01-17,53.374
2021-01-18,53.374
2021-01-19,53.7539
2021-01-20,54.5207
2021-01-21,54.2743
2021-01-22,54.6279
2021-01-23,54.6279
2021-01-24,54.6279
2021-01-25,54.7003
2021-01-26,51.5488
2021-01-27,47.6119
2021-01-28,52.3318
2021-01-29,50.0363
2021-01-30,50.0363
2021-01-31,50.0363
2021-02-01,54.5121
2021-02-02,55.7851
2021-02-03,56.083
2021-02-04,61.7382
2021-02-05,60.972
2021-02-06,60.972
2021-02-07,60.972
2021-02-08,63.2079
2021-02-09,60.8951
2021-02-10,57.9541
2021-02-11,56.8598
2021-02-12,58.6637
2021-02-13,58.6637
2021-02-14,58.6637
2021-02-15,58.6637
2021-02-16,60.6728
2021-02-17,61.546
2021-02-18,62.2733
2021-02-19,65.8035
2021-02-20,65.8035
2021-02-21,65.8035
2021-02-22,65.8302
2021-02-23,67.6571
2021-02-24,68.8982
2021-02-25,73.6425
2021-02-26,76.6441
2021-02-27,76.6441
2021-02-28,76.6441
2021-03-01,77.0927
2021-03-02,72.6243
2021-03-03,72.3307
2021-03-04,69.7066
2021-03-05,71.5671
2021-03-06,71.5671
2021-03-07,71.5671
2021-03-08,74.0706
2021-03-09,68.1993
2021-03-10,68.4816
2021-03-11,69.429
2021-03-12,69.4905
2021-03-13,69.4905
2021-03-14,69.4905
2021-03-15,67.9949
2021-03-16,65.0587
2021-03-17,66.9299
2021-03-18,66.3879
2021-03-19,67.3264
2021-03-20,67.3264
2021-03-21,67.3264
2021-03-22,65.2456
2021-03-23,59.9643
2021-03-24,60.6415
2021-03-25,64.3529
2021-03-26,63.4172
2021-03-27,63.4172
2021-03-28,63.4172
2021-03-29,59.2729
2021-03-30,61.5316
2021-03-31,60.3718
2021-04-01,61.7904
2021-04-02,61.7904
2021-04-03,61.7904
2021-04-04,61.7904
2021-04-05,62.1234
2021-04-06,61.4187
2021-04-07,61.4402
2021-04-08,60.5826
2021-04-09,59.599
2021-04-10,59.599
2021-04-11,59.599
2021-04-12,59.8519
2021-04-13,58.0445
2021-04-14,59.4613
2021-04-15,58.5562
2021-04-16,60.5917
2021-04-17,60.5917
2021-04-18,60.5917
2021-04-19,59.6492
2021-04-20,61.0502
2021-04-21,64.2904
2021-04-22,65.3265
2021-04-23,65.9198
2021-04-24,65.9198
2021-04-25,65.9198
2021-04-26,63.6284
2021-04-27,62.3739
2021-04-28,60.1436
2021-04-29,61.5195
2021-04-30,61.6847
2021-05-01,61.6847
2021-05-02,61.6847
2021-05-03,58.7414
2021-05-04,59.3385
2021-05-05,58.5184
2021-05-06,58.2911
2021-05-07,59.1125
2021-05-08,59.1125
2021-05-09,59.1125
2021-05-10,56.3752
2021-05-11,57.3188
2021-05-12,51.363
2021-05-13,53.1875
2021-05-14,56.2412
2021-05-15,56.2412
2021-05-16,56.2412
2021-05-17,55.1563
2021-05-18,55.9408
2021-05-19,55.0138
2021-05-20,53.3376
2021-05-21,53.9388
2021-05-22,53.9388
2021-05-23,53.9388
2021-05-24,55.6962
2021-05-25,57.1382
2021-05-26,58.273
2021-05-27,59.0475
2021-05-28,57.1005
2021-05-29,57.1005
2021-05-30,57.1005
2021-05-31,57.1005
2021-06-01,59.5518
2021-06-02,57.2051
2021-06-03,57.2189
2021-06-04,58.5933
2021-06-05,58.5933
2021-06-06,58.5933
2021-06-07,60.7954
2021-06-08,58.786
2021-06-09,57.5125
2021-06-10,55.8916
2021-06-11,56.5679
2021-06-12,56.5679
2021-06-13,56.5679
2021-06-14,54.4545
2021-06-15,54.5614
2021-06-16,54.3916
2021-06-17,50.4403
2021-06-18,50.7614
2021-06-19,50.7614
2021-06-20,50.7614
2021-06-21,53.2823
2021-06-22,53.4434
2021-06-23,52.3414
2021-06-24,53.1044
2021-06-25,50.3612
2021-06-26,50.3612
2021-06-27,50.3612
2021-06-28,45.5431
2021-06-29,44.8016
2021-06-30,46.5827
2021-07-01,48.7857
2021-07-02,48.6197
2021-07-03,48.6197
2021-07-04,48.6197
2021-07-05,48.6197
2021-07-06,45.3337
2021-07-07,42.8882
2021-07-08,42.3675
2021-07-09,46.9753
2021-07-10,46.9753
2021-07-11,46.9753
2021-07-12,46.5989
2021-07-13,43.6198
2021-07-14,42.8765
2021-07-15,45.0472
2021-07-16,44.0875
2021-07-17,44.0875
2021-07-18,44.0875
2021-07-19,38.9387
2021-07-20,43.0945
2021-07-21,45.1753
2021-07-22,43.9568
2021-07-23,42.7273
2021-07-24,42.7273
2021-07-25,42.7273
2021-07-26,46.2907
2021-07-27,44.7307
2021-07-28,44.2045
2021-07-29,46.3647
2021-07-30,46.9759
2021-07-31,46.9759
2021-08-01,46.9759
2021-08-02,46.5914
2021-08-03,44.8294
2021-08-04,42.2603
2021-08-05,52.6654
2021-08-06,53.9268
2021-08-07,53.9268
2021-08-08,53.9268
2021-08-09,51.6859
2021-08-10,51.8772
2021-08-11,54.3215
2021-08-12,52.3855
2021-08-13,54.134
2021-08-14,54.134
2021-08-15,54.134
2021-08-16,51.8532
2021-08-17,49.5463
2021-08-18,48.2242
2021-08-19,47.8
2021-08-20,49.6944
2021-08-21,49.6944
2021-08-22,49.6944
2021-08-23,50.7127
2021-08-24,52.0118
2021-08-25,52.6572
2021-08-26,51.1402
2021-08-27,51.422
2021-08-28,51.422
2021-08-29,51.422
2021-08-30,49.7617
2021-08-31,49.2006
2021-09-01,49.2851
2021-09-02,49.4735
2021-09-03,47.1193
2021-09-04,47.1193
2021-09-05,47.1193
2021-09-06,47.1193
2021-09-07,50.0028
2021-09-08,49.9886
2021-09-09,51.9017
2021-09-10,53.9663
2021-09-11,53.9663
2021-09-12,53.9663
2021-09-13,56.1549
2021-09-14,56.3795
2021-09-15,55.4814
2021-09-16,57.7113
2021-09-17,56.6931
2021-09-18,56.6931
2021-09-19,56.6931
2021-09-20,56.089
2021-09-21,55.5448
2021-09-22,57.1056
2021-09-23,59.4902
2021-09-24,61.6044
2021-09-25,61.6044
2021-09-26,61.6044
2021-09-27,60.0377
2021-09-28,57.4161
2021-09-29,55.9923
2021-09-30,54.915
2021-10-01,59.234
2021-10-02,59.234
2021-10-03,59.234
2021-10-04,59.8888
2021-10-05,58.5072
2021-10-06,59.9013
2021-10-07,60.019
2021-10-08,58.5949
2021-10-09,58.5949
2021-10-10,58.5949
2021-10-11,55.8857
2021-10-12,57.3448
2021-10-13,55.9554
2021-10-14,57.6636
2021-10-15,57.8685
2021-10-16,57.8685
2021-10-17,57.8685
2021-10-18,58.4663
2021-10-19,55.9149
2021-10-20,58.5945
2021-10-21,60.9087
2021-10-22,63.6323
2021-10-23,63.6323
2021-10-24,63.6323
2021-10-25,65.5869
2021-10-26,64.0151
2021-10-27,58.4671
2021-10-28,58.8768
2021-10-29,59.5681
2021-10-30,59.5681
2021-10-31,59.5681
2021-11-01,61.4392
2021-11-02,60.6338
2021-11-03,61.4506
2021-11-04,62.4082
2021-11-05,65.0423
2021-11-06,65.0423
2021-11-07,65.0423
2021-11-08,64.6473
2021-11-09,60.4685
2021-11-10,57.725
2021-11-11,57.6777
2021-11-12,55.8962
2021-11-13,55.8962
2021-11-14,55.8962
2021-11-15,56.5595
2021-11-16,54.8526
2021-11-17,55.3814
2021-11-18,58.4168
2021-11-19,59.1501
2021-11-20,59.1501
2021-11-21,59.1501
2021-11-22,57.421
2021-11-23,58.2585
2021-11-24,58.5518
2021-11-25,58.5518
2021-11-26,51.1733
2021-11-27,51.1733
2021-11-28,51.1733
2021-11-29,50.482
2021-11-30,47.696
2021-12-01,45.9512
2021-12-02,51.0668
2021-12-03,48.6717
2021-12-04,48.6717
2021-12-05,48.6717
2021-12-06,51.4543
2021-12-07,50.4248
2021-12-08,54.3729
2021-12-09,54.0776
2021-12-10,55.8256
2021-12-11,55.8256
2021-12-12,55.8256
2021-12-13,52.3158
2021-12-14,50.3236
2021-12-15,49.8328
2021-12-16,48.5613
2021-12-17,50.5836
2021-12-18,50.5836
2021-12-19,50.5836
2021-12-20,50.2451
2021-12-21,55.0473
2021-12-22,56.7564
2021-12-23,56.239
2021-12-24,56.239
2021-12-25,56.239
2021-12-26,56.239
2021-12-27,56.6073
2021-12-28,54.4098
2021-12-29,53.8786
2021-12-30,53.2489
2021-12-31,53.4249
2022-01-01,53.4249
2022-01-02,53.4249
2022-01-03,55.2597
2022-01-04,54.5006
2022-01-05,52.9944
2022-01-06,56.2811
2022-01-07,57.0146
2022-01-08,57.0146
2022-01-09,57.0146
2022-01-10,54.5555
2022-01-11,56.1846
2022-01-12,53.2304
2022-01-13,53.031
2022-01-14,49.838
2022-01-15,49.838
2022-01-16,49.838
2022-01-17,49.838
2022-01-18,46.3136
2022-01-19,46.61
2022-01-20,45.0005
2022-01-21,44.5912
2022-01-22,44.5912
2022-01-23,44.5912
2022-01-24,45.9385
2022-01-25,44.89
2022-01-26,43.7326
2022-01-27,43.1793
2022-01-28,44.758
2022-01-29,44.758
2022-01-30,44.758
2022-01-31,46.6497
2022-02-01,48.767
2022-02-02,47.3654
2022-02-03,46.3717
2022-02-04,48.2257
2022-02-05,48.2257
2022-02-06,48.2257
2022-02-07,49.3912
2022-02-08,52.1446
2022-02-09,54.2885
2022-02-10,56.2134
2022-02-11,55.471
2022-02-12,55.471
2022-02-13,55.471
2022-02-14,56.1869
2022-02-15,60.1921
2022-02-16,60.9919
2022-02-17,57.3281
2022-02-18,56.5144
2022-02-19,56.5144
2022-02-20,56.5144
2022-02-21,56.5144
2022-02-22,56.0953
2022-02-23,54.6075
2022-02-24,57.8522
2022-02-25,59.7964
2022-02-26,59.7964
2022-02-27,59.7964
2022-02-28,56.2194
2022-03-01,52.1354
2022-03-02,54.6361
2022-03-03,52.467
2022-03-04,50.4082
2022-03-05,50.4082
2022-03-06,50.4082
2022-03-07,43.3328
2022-03-08,46.5725
2022-03-09,48.0621
2022-03-10,48.7653
2022-03-11,50.6678
2022-03-12,50.6678
2022-03-13,50.6678
2022-03-14,48.9077
2022-03-15,50.5548
2022-03-16,52.5221
2022-03-17,52.7025
2022-03-18,55.1698
2022-03-19,55.1698
2022-03-20,55.1698
2022-03-21,56.0874
2022-03-22,56.6136
2022-03-23,56.3296
2022-03-24,58.4417
2022-03-25,57.9482
2022-03-26,57.9482
2022-03-27,57.9482
2022-03-28,56.2648
2022-03-29,57.9704
2022-03-30,58.3248
2022-03-31,58.904
2022-04-01,56.186
2022-04-02,56.186
2022-04-03,56.186
2022-04-04,53.3967
2022-04-05,51.7028
2022-04-06,47.0309
2022-04-07,45.9757
2022-04-08,47.9208
2022-04-09,47.9208
2022-04-10,47.9208
2022-04-11,47.8805
2022-04-12,50.4353
2022-04-13,55.0429
2022-04-14,56.1435
2022-04-15,56.1435
2022-04-16,56.1435
2022-04-17,56.1435
2022-04-18,56.4786
2022-04-19,56.9619
2022-04-20,57.3251
2022-04-21,52.7542
2022-04-22,53.4029
2022-04-23,53.4029
2022-04-24,53.4029
2022-04-25,56.4668
2022-04-26,52.6785
2022-04-27,51.3881
2022-04-28,50.5509
2022-04-29,49.1828
2022-04-30,49.1828
2022-05-01,49.1828
2022-05-02,50.1006
2022-05-03,49.3426
2022-05-04,49.0521
2022-05-05,44.7144
2022-05-06,42.9778
2022-05-07,42.9778
2022-05-08,42.9778
2022-05-09,38.9144
2022-05-10,39.5724
2022-05-11,37.5954
2022-05-12,37.715
2022-05-13,41.3781
2022-05-14,41.3781
2022-05-15,41.3781
2022-05-16,40.6017
2022-05-17,42.463
2022-05-18,41.0127
2022-05-19,41.3237
2022-05-20,40.2901
2022-05-21,40.2901
2022-05-22,40.2901
2022-05-23,38.8039
2022-05-24,35.8361
2022-05-25,39.0846
2022-05-26,42.4702
2022-05-27,43.1472
2022-05-28,43.1472
2022-05-29,43.1472
2022-05-30,43.1472
2022-05-31,42.2629
2022-06-01,42.1978
2022-06-02,42.9474
2022-06-03,42.3449
2022-06-04,42.3449
2022-06-05,42.3449
2022-06-06,42.1613
2022-06-07,43.097
2022-06-08,42.1086
2022-06-09,40.887
2022-06-10,39.4087
2022-06-11,39.4087
2022-06-12,39.4087
2022-06-13,35.6869
2022-06-14,35.1365
2022-06-15,37.1678
2022-06-16,33.4711
2022-06-17,36.885
2022-06-18,36.885
2022-06-19,36.885
2022-06-20,36.885
2022-06-21,36.5059
2022-06-22,37.0144
2022-06-23,36.6075
2022-06-24,40.9535
2022-06-25,40.9535
2022-06-26,40.9535
2022-06-27,40.5097
2022-06-28,40.2064
2022-06-29,38.9984
2022-06-30,38.7299
2022-07-01,41.4582
2022-07-02,41.4582
2022-07-03,41.4582
2022-07-04,41.4582
2022-07-05,43.4132
2022-07-06,41.3163
2022-07-07,43.3386
2022-07-08,40.4463
2022-07-09,40.4463
2022-07-10,40.4463
2022-07-11,39.2234
2022-07-12,39.1677
2022-07-13,38.5769
2022-07-14,37.6985
2022-07-15,39.2989
2022-07-16,39.2989
2022-07-17,39.2989
2022-07-18,40.4659
2022-07-19,42.6826
2022-07-20,45.1225
2022-07-21,44.8779
2022-07-22,44.6576
2022-07-23,44.6576
2022-07-24,44.6576
2022-07-25,44.8993
2022-07-26,42.6478
2022-07-27,44.5399
2022-07-28,45.2186
2022-07-29,47.6087
2022-07-30,47.6087
2022-07-31,47.6087
2022-08-01,47.6335
2022-08-02,48.278
2022-08-03,49.2536
2022-08-04,51.7479
2022-08-05,53.6428
2022-08-06,53.6428
2022-08-07,53.6428
2022-08-08,55.7894
2022-08-09,53.4135
2022-08-10,55.5442
2022-08-11,52.8421
2022-08-12,54.5005
2022-08-13,54.5005
2022-08-14,54.5005
2022-08-15,54.1826
2022-08-16,56.523
2022-08-17,54.0143
2022-08-18,54.9432
2022-08-19,53.5943
2022-08-20,53.5943
2022-08-21,53.5943
2022-08-22,51.6633
2022-08-23,53.4323
2022-08-24,53.926
2022-08-25,54.8288
2022-08-26,52.3816
2022-08-27,52.3816
2022-08-28,52.3816
2022-08-29,51.1203
2022-08-30,49.4495
2022-08-31,48.4217
2022-09-01,47.765
2022-09-02,49.8381
2022-09-03,49.8381
2022-09-04,49.8381
2022-09-05,49.8381
2022-09-06,48.9572
2022-09-07,51.5169
2022-09-08,51.9425
2022-09-09,55.2519
2022-09-10,55.2519
2022-09-11,55.2519
2022-09-12,55.419
2022-09-13,52.3191
2022-09-14,53.0515
2022-09-15,54.1328
2022-09-16,51.9014
2022-09-17,51.9014
2022-09-18,51.9014
2022-09-19,53.3281
2022-09-20,53.3281
2022-09-21,49.5481
2022-09-22,46.5299
2022-09-23,44.8649
2022-09-24,44.8649
2022-09-25,44.8649
2022-09-26,43.3673
2022-09-27,43.0784
2022-09-28,44.5781
2022-09-29,43.3519
2022-09-30,42.5917
2022-10-01,42.5917
2022-10-02,42.5917
2022-10-03,42.4578
2022-10-04,48.2394
2022-10-05,47.4611
2022-10-06,45.2091
2022-10-07,44.8235
2022-10-08,44.8235
2022-10-09,44.8235
2022-10-10,45.6556
2022-10-11,47.0418
2022-10-12,49.5818
2022-10-13,50.4661
2022-10-14,48.699
2022-10-15,48.699
2022-10-16,48.699
2022-10-17,50.9087
2022-10-18,52.584
2022-10-19,49.952
2022-10-20,51.6058
2022-10-21,53.0172
2022-10-22,53.0172
2022-10-23,53.0172
2022-10-24,53.5846
2022-10-25,55.6927
2022-10-26,57.1872
2022-10-27,56.9929
2022-10-28,59.3773
2022-10-29,59.3773
2022-10-30,59.3773
2022-10-31,58.8331
2022-11-01,59.8872
2022-11-02,56.2902
2022-11-03,55.9485
2022-11-04,57.2555
2022-11-05,57.2555
2022-11-06,57.2555
2022-11-07,57.0367
2022-11-08,55.6229
2022-11-09,50.0988
2022-11-10,53.9384
2022-11-11,53.0508
2022-11-12,53.0508
2022-11-13,53.0508
2022-11-14,54.878
2022-11-15,54.4729
2022-11-16,51.0959
2022-11-17,49.8228
2022-11-18,51.1082
2022-11-19,51.1082
2022-11-20,51.1082
2022-11-21,51.2727
2022-11-22,51.5711
2022-11-23,51.0231
2022-11-24,51.0231
2022-11-25,50.342
2022-11-26,50.342
2022-11-27,50.342
2022-11-28,50.6261
2022-11-29,52.9908
2022-11-30,55.1227
2022-12-01,54.8072
2022-12-02,54.4525
2022-12-03,54.4525
2022-12-04,54.4525
2022-12-05,52.6891
2022-12-06,51.9611
2022-12-07,48.5941
2022-12-08,49.4152
2022-12-09,48.4224
2022-12-10,48.4224
2022-12-11,48.4224
2022-12-12,50.3773
2022-12-13,51.4563
2022-12-14,50.5095
2022-12-15,50.5879
2022-12-16,50.6848
2022-12-17,50.6848
2022-12-18,50.6848
2022-12-19,47.7755
2022-12-20,48.1348
2022-12-21,50.6916
2022-12-22,47.7174
2022-12-23,50.9194
2022-12-24,50.9194
2022-12-25,50.9194
2022-12-26,50.9194
2022-12-27,48.9447
2022-12-28,45.8682
2022-12-29,48.4227
2022-12-30,49.9225
2022-12-31,49.9225
2023-01-01,49.9225
2023-01-02,49.9225
2023-01-03,51.47
2023-01-04,54.885
2023-01-05,54.9111
2023-01-06,58.3343
2023-01-07,58.3343
2023-01-08,58.3343
2023-01-09,55.3515
2023-01-10,55.3641
2023-01-11,52.0331
2023-01-12,53.6968
2023-01-13,55.3371
2023-01-14,55.3371
2023-01-15,55.3371
2023-01-16,55.3371
2023-01-17,55.4876
2023-01-18,54.1653
2023-01-19,54.2726
2023-01-20,56.0946
2023-01-21,56.0946
2023-01-22,56.0946
2023-01-23,59.2002
2023-01-24,57.8287
2023-01-25,58.6978
2023-01-26,59.0855
2023-01-27,60.1496
2023-01-28,60.1496
2023-01-29,60.1496
2023-01-30,56.8473
2023-01-31,58.8052
2023-02-01,59.802
2023-02-02,60.8973
2023-02-03,60.6065
2023-02-04,60.6065
2023-02-05,60.6065
2023-02-06,58.372
2023-02-07,61.9102
2023-02-08,60.7256
2023-02-09,60.9219
2023-02-10,61.4263
2023-02-11,61.4263
2023-02-12,61.4263
2023-02-13,61.8176
2023-02-14,62.544
2023-02-15,61.9246
2023-02-16,60.349
2023-02-17,60.4675
2023-02-18,60.4675
2023-02-19,60.4675
2023-02-20,60.4675
2023-02-21,57.3161
2023-02-22,58.3819
2023-02-23,58.7604
2023-02-24,55.3109
2023-02-25,55.3109
2023-02-26,55.3109
2023-02-27,56.3765
2023-02-28,57.2408
2023-03-01,57.8845
2023-03-02,57.6803
2023-03-03,60.1794
2023-03-04,60.1794
2023-03-05,60.1794
2023-03-06,59.6288
2023-03-07,54.3102
2023-03-08,53.9402
2023-03-09,50.3554
2023-03-10,46.6851
2023-03-11,46.6851
2023-03-12,46.6851
2023-03-13,43.9588
2023-03-14,45.0935
2023-03-15,43.1203
2023-03-16,45.8807
2023-03-17,44.7435
2023-03-18,44.7435
2023-03-19,44.7435
