,FBK US Equity
2020-04-04,32.031
2020-04-05,32.031
2020-04-06,33.8946
2020-04-07,35.2716
2020-04-08,37.4191
2020-04-09,42.0665
2020-04-10,42.0665
2020-04-11,42.0665
2020-04-12,42.0665
2020-04-13,39.3306
2020-04-14,38.8993
2020-04-15,36.6404
2020-04-16,35.2753
2020-04-17,38.9714
2020-04-18,38.9714
2020-04-19,38.9714
2020-04-20,38.34
2020-04-21,37.9254
2020-04-22,38.0179
2020-04-23,39.0276
2020-04-24,39.8061
2020-04-25,39.8061
2020-04-26,39.8061
2020-04-27,43.4928
2020-04-28,44.8854
2020-04-29,46.0077
2020-04-30,45.3764
2020-05-01,44.7235
2020-05-02,44.7235
2020-05-03,44.7235
2020-05-04,43.7114
2020-05-05,43.602
2020-05-06,43.796
2020-05-07,43.6794
2020-05-08,45.9937
2020-05-09,45.9937
2020-05-10,45.9937
2020-05-11,44.2931
2020-05-12,42.5307
2020-05-13,40.4278
2020-05-14,40.5072
2020-05-15,42.6928
2020-05-16,42.6928
2020-05-17,42.6928
2020-05-18,47.6104
2020-05-19,45.9202
2020-05-20,47.5957
2020-05-21,48.0011
2020-05-22,48.4594
2020-05-23,48.4594
2020-05-24,48.4594
2020-05-25,48.4594
2020-05-26,51.1747
2020-05-27,53.6982
2020-05-28,52.8186
2020-05-29,50.6719
2020-05-30,50.6719
2020-05-31,50.6719
2020-06-01,49.8339
2020-06-02,50.634
2020-06-03,52.7354
2020-06-04,54.009
2020-06-05,57.9308
2020-06-06,57.9308
2020-06-07,57.9308
2020-06-08,59.0981
2020-06-09,57.5464
2020-06-10,53.7548
2020-06-11,49.0419
2020-06-12,49.9026
2020-06-13,49.9026
2020-06-14,49.9026
2020-06-15,50.6644
2020-06-16,53.0548
2020-06-17,51.0174
2020-06-18,50.4854
2020-06-19,50.256
2020-06-20,50.256
2020-06-21,50.256
2020-06-22,51.2149
2020-06-23,50.7093
2020-06-24,48.4914
2020-06-25,50.3664
2020-06-26,47.0111
2020-06-27,47.0111
2020-06-28,47.0111
2020-06-29,50.1316
2020-06-30,51.7214
2020-07-01,50.0901
2020-07-02,50.0075
2020-07-03,50.0075
2020-07-04,50.0075
2020-07-05,50.0075
2020-07-06,50.4722
2020-07-07,48.1968
2020-07-08,48.3084
2020-07-09,46.2074
2020-07-10,47.9966
2020-07-11,47.9966
2020-07-12,47.9966
2020-07-13,48.7872
2020-07-14,48.053
2020-07-15,51.0349
2020-07-16,50.628
2020-07-17,49.6052
2020-07-18,49.6052
2020-07-19,49.6052
2020-07-20,47.7214
2020-07-21,53.8439
2020-07-22,52.6222
2020-07-23,53.2408
2020-07-24,54.0025
2020-07-25,54.0025
2020-07-26,54.0025
2020-07-27,51.7975
2020-07-28,51.6159
2020-07-29,53.4323
2020-07-30,53.0728
2020-07-31,53.0236
2020-08-01,53.0236
2020-08-02,53.0236
2020-08-03,52.1975
2020-08-04,51.2957
2020-08-05,53.089
2020-08-06,52.9842
2020-08-07,55.2905
2020-08-08,55.2905
2020-08-09,55.2905
2020-08-10,57.8128
2020-08-11,59.7098
2020-08-12,62.4566
2020-08-13,61.7357
2020-08-14,60.7207
2020-08-15,60.7207
2020-08-16,60.7207
2020-08-17,59.0284
2020-08-18,54.9852
2020-08-19,55.1335
2020-08-20,52.5729
2020-08-21,51.8014
2020-08-22,51.8014
2020-08-23,51.8014
2020-08-24,53.5967
2020-08-25,53.6645
2020-08-26,52.2687
2020-08-27,53.4272
2020-08-28,54.6812
2020-08-29,54.6812
2020-08-30,54.6812
2020-08-31,53.5217
2020-09-01,54.9795
2020-09-02,54.41
2020-09-03,55.1075
2020-09-04,57.2539
2020-09-05,57.2539
2020-09-06,57.2539
2020-09-07,57.2539
2020-09-08,53.5139
2020-09-09,53.3752
2020-09-10,51.4438
2020-09-11,51.3066
2020-09-12,51.3066
2020-09-13,51.3066
2020-09-14,53.973
2020-09-15,52.5002
2020-09-16,53.8773
2020-09-17,53.1241
2020-09-18,51.9679
2020-09-19,51.9679
2020-09-20,51.9679
2020-09-21,46.6152
2020-09-22,45.3135
2020-09-23,43.8621
2020-09-24,44.9337
2020-09-25,45.1969
2020-09-26,45.1969
2020-09-27,45.1969
2020-09-28,47.8884
2020-09-29,48.5557
2020-09-30,47.8948
2020-10-01,49.3774
2020-10-02,51.623
2020-10-03,51.623
2020-10-04,51.623
2020-10-05,54.5002
2020-10-06,52.6927
2020-10-07,54.5729
2020-10-08,56.001
2020-10-09,55.8496
2020-10-10,55.8496
2020-10-11,55.8496
2020-10-12,56.6971
2020-10-13,54.5016
2020-10-14,53.535
2020-10-15,54.3207
2020-10-16,53.9121
2020-10-17,53.9121
2020-10-18,53.9121
2020-10-19,54.2951
2020-10-20,55.9455
2020-10-21,56.5835
2020-10-22,60.369
2020-10-23,60.8764
2020-10-24,60.8764
2020-10-25,60.8764
2020-10-26,61.157
2020-10-27,54.5163
2020-10-28,52.8586
2020-10-29,55.8153
2020-10-30,56.3717
2020-10-31,56.3717
2020-11-01,56.3717
2020-11-02,58.555
2020-11-03,59.3248
2020-11-04,51.5721
2020-11-05,54.53
2020-11-06,53.3415
2020-11-07,53.3415
2020-11-08,53.3415
2020-11-09,59.4739
2020-11-10,60.609
2020-11-11,57.0695
2020-11-12,55.1954
2020-11-13,57.7316
2020-11-14,57.7316
2020-11-15,57.7316
2020-11-16,60.2154
2020-11-17,60.5134
2020-11-18,58.8664
2020-11-19,58.8409
2020-11-20,57.8816
2020-11-21,57.8816
2020-11-22,57.8816
2020-11-23,59.0028
2020-11-24,61.6105
2020-11-25,60.0097
2020-11-26,60.0097
2020-11-27,58.8239
2020-11-28,58.8239
2020-11-29,58.8239
2020-11-30,55.2122
2020-12-01,57.0135
2020-12-02,57.4421
2020-12-03,57.0837
2020-12-04,59.1015
2020-12-05,59.1015
2020-12-06,59.1015
2020-12-07,58.49
2020-12-08,58.7968
2020-12-09,59.3216
2020-12-10,59.4798
2020-12-11,58.1635
2020-12-12,58.1635
2020-12-13,58.1635
2020-12-14,58.5432
2020-12-15,60.1036
2020-12-16,59.3335
2020-12-17,59.6756
2020-12-18,59.3207
2020-12-19,59.3207
2020-12-20,59.3207
2020-12-21,58.4704
2020-12-22,57.4226
2020-12-23,59.4657
2020-12-24,58.7616
2020-12-25,58.7616
2020-12-26,58.7616
2020-12-27,58.7616
2020-12-28,59.6788
2020-12-29,57.6057
2020-12-30,58.7242
2020-12-31,58.1037
2021-01-01,58.1037
2021-01-02,58.1037
2021-01-03,58.1037
2021-01-04,57.03
2021-01-05,57.7337
2021-01-06,62.5716
2021-01-07,63.8796
2021-01-08,62.4112
2021-01-09,62.4112
2021-01-10,62.4112
2021-01-11,63.3466
2021-01-12,63.6654
2021-01-13,62.028
2021-01-14,63.1856
2021-01-15,60.2618
2021-01-16,60.2618
2021-01-17,60.2618
2021-01-18,60.2618
2021-01-19,61.1225
2021-01-20,59.3262
2021-01-21,57.7462
2021-01-22,60.4123
2021-01-23,60.4123
2021-01-24,60.4123
2021-01-25,59.7739
2021-01-26,59.3056
2021-01-27,59.3309
2021-01-28,60.353
2021-01-29,59.9633
2021-01-30,59.9633
2021-01-31,59.9633
2021-02-01,59.2508
2021-02-02,60.7259
2021-02-03,60.8059
2021-02-04,63.1865
2021-02-05,63.0569
2021-02-06,63.0569
2021-02-07,63.0569
2021-02-08,64.2207
2021-02-09,64.0845
2021-02-10,63.527
2021-02-11,61.857
2021-02-12,62.1997
2021-02-13,62.1997
2021-02-14,62.1997
2021-02-15,62.1997
2021-02-16,63.5816
2021-02-17,64.3251
2021-02-18,63.0914
2021-02-19,66.7583
2021-02-20,66.7583
2021-02-21,66.7583
2021-02-22,68.1704
2021-02-23,69.9737
2021-02-24,74.0054
2021-02-25,69.9742
2021-02-26,66.6763
2021-02-27,66.6763
2021-02-28,66.6763
2021-03-01,69.3787
2021-03-02,65.7527
2021-03-03,69.677
2021-03-04,69.3845
2021-03-05,69.5662
2021-03-06,69.5662
2021-03-07,69.5662
2021-03-08,72.4144
2021-03-09,69.2264
2021-03-10,71.3883
2021-03-11,71.7954
2021-03-12,73.3382
2021-03-13,73.3382
2021-03-14,73.3382
2021-03-15,68.2876
2021-03-16,66.0456
2021-03-17,65.7311
2021-03-18,66.3607
2021-03-19,66.6939
2021-03-20,66.6939
2021-03-21,66.6939
2021-03-22,61.496
2021-03-23,56.9079
2021-03-24,56.3022
2021-03-25,58.2222
2021-03-26,60.5744
2021-03-27,60.5744
2021-03-28,60.5744
2021-03-29,56.5245
2021-03-30,58.3638
2021-03-31,55.9166
2021-04-01,56.4132
2021-04-02,56.4132
2021-04-03,56.4132
2021-04-04,56.4132
2021-04-05,56.3374
2021-04-06,55.013
2021-04-07,53.3416
2021-04-08,52.577
2021-04-09,53.1595
2021-04-10,53.1595
2021-04-11,53.1595
2021-04-12,53.41
2021-04-13,50.0381
2021-04-14,51.4576
2021-04-15,50.1794
2021-04-16,51.3338
2021-04-17,51.3338
2021-04-18,51.3338
2021-04-19,50.3778
2021-04-20,46.3805
2021-04-21,48.8738
2021-04-22,47.7815
2021-04-23,51.9902
2021-04-24,51.9902
2021-04-25,51.9902
2021-04-26,53.0863
2021-04-27,52.1208
2021-04-28,50.5285
2021-04-29,50.7607
2021-04-30,49.2537
2021-05-01,49.2537
2021-05-02,49.2537
2021-05-03,51.6576
2021-05-04,51.093
2021-05-05,50.6449
2021-05-06,50.8678
2021-05-07,49.2778
2021-05-08,49.2778
2021-05-09,49.2778
2021-05-10,48.8195
2021-05-11,48.049
2021-05-12,45.4284
2021-05-13,50.5838
2021-05-14,51.3121
2021-05-15,51.3121
2021-05-16,51.3121
2021-05-17,50.8726
2021-05-18,49.8845
2021-05-19,48.902
2021-05-20,48.7452
2021-05-21,51.303
2021-05-22,51.303
2021-05-23,51.303
2021-05-24,50.265
2021-05-25,46.7622
2021-05-26,48.6144
2021-05-27,49.7579
2021-05-28,49.414
2021-05-29,49.414
2021-05-30,49.414
2021-05-31,49.414
2021-06-01,50.0187
2021-06-02,49.7948
2021-06-03,49.9397
2021-06-04,49.0896
2021-06-05,49.0896
2021-06-06,49.0896
2021-06-07,51.672
2021-06-08,45.9216
2021-06-09,45.5966
2021-06-10,43.4439
2021-06-11,45.6461
2021-06-12,45.6461
2021-06-13,45.6461
2021-06-14,46.9916
2021-06-15,46.6024
2021-06-16,47.5314
2021-06-17,42.9216
2021-06-18,38.6273
2021-06-19,38.6273
2021-06-20,38.6273
2021-06-21,42.5706
2021-06-22,42.6826
2021-06-23,42.5324
2021-06-24,43.9607
2021-06-25,43.5042
2021-06-26,43.5042
2021-06-27,43.5042
2021-06-28,41.7331
2021-06-29,41.0332
2021-06-30,40.6802
2021-07-01,42.3162
2021-07-02,40.7435
2021-07-03,40.7435
2021-07-04,40.7435
2021-07-05,40.7435
2021-07-06,38.7774
2021-07-07,38.608
2021-07-08,37.9855
2021-07-09,42.1134
2021-07-10,42.1134
2021-07-11,42.1134
2021-07-12,42.0667
2021-07-13,40.5093
2021-07-14,42.3865
2021-07-15,45.8882
2021-07-16,42.2448
2021-07-17,42.2448
2021-07-18,42.2448
2021-07-19,40.2607
2021-07-20,43.6742
2021-07-21,47.649
2021-07-22,45.4872
2021-07-23,47.0749
2021-07-24,47.0749
2021-07-25,47.0749
2021-07-26,47.3563
2021-07-27,46.7947
2021-07-28,46.3681
2021-07-29,47.388
2021-07-30,46.9388
2021-07-31,46.9388
2021-08-01,46.9388
2021-08-02,46.4328
2021-08-03,47.4869
2021-08-04,45.6293
2021-08-05,48.6591
2021-08-06,53.0769
2021-08-07,53.0769
2021-08-08,53.0769
2021-08-09,52.9942
2021-08-10,54.8862
2021-08-11,56.1957
2021-08-12,55.2769
2021-08-13,55.8787
2021-08-14,55.8787
2021-08-15,55.8787
2021-08-16,54.9606
2021-08-17,52.2658
2021-08-18,51.8898
2021-08-19,52.0545
2021-08-20,53.4554
2021-08-21,53.4554
2021-08-22,53.4554
2021-08-23,53.4554
2021-08-24,54.351
2021-08-25,55.5941
2021-08-26,52.8168
2021-08-27,56.2861
2021-08-28,56.2861
2021-08-29,56.2861
2021-08-30,53.2113
2021-08-31,54.7003
2021-09-01,55.0636
2021-09-02,56.557
2021-09-03,57.3656
2021-09-04,57.3656
2021-09-05,57.3656
2021-09-06,57.3656
2021-09-07,52.1842
2021-09-08,51.832
2021-09-09,53.7688
2021-09-10,52.113
2021-09-11,52.113
2021-09-12,52.113
2021-09-13,55.6336
2021-09-14,51.9696
2021-09-15,54.1818
2021-09-16,52.8937
2021-09-17,54.6631
2021-09-18,54.6631
2021-09-19,54.6631
2021-09-20,51.7435
2021-09-21,51.2626
2021-09-22,52.0817
2021-09-23,54.9918
2021-09-24,55.4155
2021-09-25,55.4155
2021-09-26,55.4155
2021-09-27,58.5129
2021-09-28,56.5401
2021-09-29,57.5349
2021-09-30,55.6888
2021-10-01,57.4164
2021-10-02,57.4164
2021-10-03,57.4164
2021-10-04,58.3117
2021-10-05,58.4659
2021-10-06,57.6775
2021-10-07,58.8931
2021-10-08,58.8601
2021-10-09,58.8601
2021-10-10,58.8601
2021-10-11,58.3864
2021-10-12,59.4711
2021-10-13,59.2581
2021-10-14,60.1202
2021-10-15,60.3435
2021-10-16,60.3435
2021-10-17,60.3435
2021-10-18,61.0945
2021-10-19,60.1131
2021-10-20,62.2461
2021-10-21,62.3197
2021-10-22,64.1275
2021-10-23,64.1275
2021-10-24,64.1275
2021-10-25,63.8318
2021-10-26,61.2043
2021-10-27,55.8788
2021-10-28,58.3263
2021-10-29,57.4308
2021-10-30,57.4308
2021-10-31,57.4308
2021-11-01,60.3059
2021-11-02,57.4872
2021-11-03,61.0426
2021-11-04,59.3096
2021-11-05,61.2765
2021-11-06,61.2765
2021-11-07,61.2765
2021-11-08,61.3205
2021-11-09,60.5385
2021-11-10,61.1443
2021-11-11,61.5204
2021-11-12,57.3567
2021-11-13,57.3567
2021-11-14,57.3567
2021-11-15,58.411
2021-11-16,58.8123
2021-11-17,57.8381
2021-11-18,56.8991
2021-11-19,55.3268
2021-11-20,55.3268
2021-11-21,55.3268
2021-11-22,56.1249
2021-11-23,56.4412
2021-11-24,55.2428
2021-11-25,55.2428
2021-11-26,47.9091
2021-11-27,47.9091
2021-11-28,47.9091
2021-11-29,46.9832
2021-11-30,44.9339
2021-12-01,44.0891
2021-12-02,49.0735
2021-12-03,46.0516
2021-12-04,46.0516
2021-12-05,46.0516
2021-12-06,48.813
2021-12-07,47.5018
2021-12-08,47.6798
2021-12-09,45.677
2021-12-10,46.5137
2021-12-11,46.5137
2021-12-12,46.5137
2021-12-13,44.0444
2021-12-14,44.684
2021-12-15,47.449
2021-12-16,47.2841
2021-12-17,44.4864
2021-12-18,44.4864
2021-12-19,44.4864
2021-12-20,42.7902
2021-12-21,47.0018
2021-12-22,48.9048
2021-12-23,48.662
2021-12-24,48.662
2021-12-25,48.662
2021-12-26,48.662
2021-12-27,49.5826
2021-12-28,50.388
2021-12-29,51.1661
2021-12-30,50.0532
2021-12-31,49.9015
2022-01-01,49.9015
2022-01-02,49.9015
2022-01-03,51.5427
2022-01-04,53.9693
2022-01-05,52.8609
2022-01-06,55.5286
2022-01-07,57.1236
2022-01-08,57.1236
2022-01-09,57.1236
2022-01-10,58.0673
2022-01-11,55.9333
2022-01-12,54.9892
2022-01-13,55.8968
2022-01-14,57.74
2022-01-15,57.74
2022-01-16,57.74
2022-01-17,57.74
2022-01-18,53.3292
2022-01-19,49.5334
2022-01-20,45.9394
2022-01-21,45.2158
2022-01-22,45.2158
2022-01-23,45.2158
2022-01-24,50.1973
2022-01-25,49.8548
2022-01-26,48.1806
2022-01-27,45.3265
2022-01-28,49.1915
2022-01-29,49.1915
2022-01-30,49.1915
2022-01-31,50.5965
2022-02-01,51.4887
2022-02-02,50.7253
2022-02-03,51.5453
2022-02-04,51.7271
2022-02-05,51.7271
2022-02-06,51.7271
2022-02-07,51.994
2022-02-08,53.7915
2022-02-09,51.7006
2022-02-10,50.7521
2022-02-11,50.4907
2022-02-12,50.4907
2022-02-13,50.4907
2022-02-14,50.431
2022-02-15,52.8805
2022-02-16,52.6588
2022-02-17,49.2706
2022-02-18,50.5458
2022-02-19,50.5458
2022-02-20,50.5458
2022-02-21,50.5458
2022-02-22,48.634
2022-02-23,46.5601
2022-02-24,45.0041
2022-02-25,49.2121
2022-02-26,49.2121
2022-02-27,49.2121
2022-02-28,50.4535
2022-03-01,45.6524
2022-03-02,50.6197
2022-03-03,50.138
2022-03-04,47.5513
2022-03-05,47.5513
2022-03-06,47.5513
2022-03-07,46.0079
2022-03-08,46.5786
2022-03-09,49.448
2022-03-10,49.7808
2022-03-11,51.2864
2022-03-12,51.2864
2022-03-13,51.2864
2022-03-14,51.5411
2022-03-15,54.9074
2022-03-16,57.0756
2022-03-17,57.5329
2022-03-18,55.076
2022-03-19,55.076
2022-03-20,55.076
2022-03-21,52.851
2022-03-22,53.3326
2022-03-23,49.1042
2022-03-24,48.8095
2022-03-25,50.4751
2022-03-26,50.4751
2022-03-27,50.4751
2022-03-28,49.5513
2022-03-29,52.3574
2022-03-30,49.4127
2022-03-31,49.7153
2022-04-01,47.1152
2022-04-02,47.1152
2022-04-03,47.1152
2022-04-04,47.0676
2022-04-05,45.2925
2022-04-06,43.5482
2022-04-07,42.1947
2022-04-08,41.2324
2022-04-09,41.2324
2022-04-10,41.2324
2022-04-11,42.4099
2022-04-12,42.7143
2022-04-13,44.4166
2022-04-14,43.1839
2022-04-15,43.1839
2022-04-16,43.1839
2022-04-17,43.1839
2022-04-18,44.1703
2022-04-19,44.9428
2022-04-20,47.5551
2022-04-21,46.7636
2022-04-22,43.3087
2022-04-23,43.3087
2022-04-24,43.3087
2022-04-25,41.9478
2022-04-26,39.8615
2022-04-27,39.9266
2022-04-28,40.69
2022-04-29,38.0782
2022-04-30,38.0782
2022-05-01,38.0782
2022-05-02,39.6152
2022-05-03,40.9341
2022-05-04,44.3895
2022-05-05,41.9217
2022-05-06,41.364
2022-05-07,41.364
2022-05-08,41.364
2022-05-09,40.8691
2022-05-10,39.7945
2022-05-11,38.8478
2022-05-12,38.4517
2022-05-13,39.5846
2022-05-14,39.5846
2022-05-15,39.5846
2022-05-16,39.4204
2022-05-17,45.1072
2022-05-18,43.872
2022-05-19,42.7354
2022-05-20,43.7191
2022-05-21,43.7191
2022-05-22,43.7191
2022-05-23,47.2791
2022-05-24,46.6895
2022-05-25,48.5888
2022-05-26,51.2415
2022-05-27,53.8379
2022-05-28,53.8379
2022-05-29,53.8379
2022-05-30,53.8379
2022-05-31,52.4809
2022-06-01,52.8285
2022-06-02,55.4968
2022-06-03,54.8425
2022-06-04,54.8425
2022-06-05,54.8425
2022-06-06,54.3688
2022-06-07,56.2452
2022-06-08,53.8282
2022-06-09,50.408
2022-06-10,46.4591
2022-06-11,46.4591
2022-06-12,46.4591
2022-06-13,43.9651
2022-06-14,44.6963
2022-06-15,44.1716
2022-06-16,40.3005
2022-06-17,42.9178
2022-06-18,42.9178
2022-06-19,42.9178
2022-06-20,42.9178
2022-06-21,44.2116
2022-06-22,44.8154
2022-06-23,43.4486
2022-06-24,44.2535
2022-06-25,44.2535
2022-06-26,44.2535
2022-06-27,44.9737
2022-06-28,44.5028
2022-06-29,44.9422
2022-06-30,46.3544
2022-07-01,47.801
2022-07-02,47.801
2022-07-03,47.801
2022-07-04,47.801
2022-07-05,48.3831
2022-07-06,48.8797
2022-07-07,49.2898
2022-07-08,49.6753
2022-07-09,49.6753
2022-07-10,49.6753
2022-07-11,48.5615
2022-07-12,47.9262
2022-07-13,45.3779
2022-07-14,43.5592
2022-07-15,47.7858
2022-07-16,47.7858
2022-07-17,47.7858
2022-07-18,48.1774
2022-07-19,50.144
2022-07-20,52.4687
2022-07-21,53.5017
2022-07-22,53.2622
2022-07-23,53.2622
2022-07-24,53.2622
2022-07-25,54.4082
2022-07-26,54.2633
2022-07-27,56.8488
2022-07-28,57.7852
2022-07-29,57.8712
2022-07-30,57.8712
2022-07-31,57.8712
2022-08-01,56.9119
2022-08-02,54.9111
2022-08-03,55.9171
2022-08-04,56.3578
2022-08-05,58.0366
2022-08-06,58.0366
2022-08-07,58.0366
2022-08-08,56.9455
2022-08-09,57.6426
2022-08-10,59.9016
2022-08-11,60.4908
2022-08-12,61.8253
2022-08-13,61.8253
2022-08-14,61.8253
2022-08-15,62.4247
2022-08-16,64.038
2022-08-17,58.5254
2022-08-18,57.5258
2022-08-19,54.7834
2022-08-20,54.7834
2022-08-21,54.7834
2022-08-22,50.5322
2022-08-23,48.2293
2022-08-24,47.5791
2022-08-25,50.7715
2022-08-26,47.0135
2022-08-27,47.0135
2022-08-28,47.0135
2022-08-29,44.3649
2022-08-30,44.4353
2022-08-31,44.0033
2022-09-01,43.4498
2022-09-02,42.0669
2022-09-03,42.0669
2022-09-04,42.0669
2022-09-05,42.0669
2022-09-06,37.2845
2022-09-07,41.7876
2022-09-08,44.1485
2022-09-09,46.1497
2022-09-10,46.1497
2022-09-11,46.1497
2022-09-12,47.9242
2022-09-13,45.554
2022-09-14,47.1092
2022-09-15,47.6659
2022-09-16,46.9278
2022-09-17,46.9278
2022-09-18,46.9278
2022-09-19,50.4962
2022-09-20,50.4063
2022-09-21,49.465
2022-09-22,47.5392
2022-09-23,46.3055
2022-09-24,46.3055
2022-09-25,46.3055
2022-09-26,45.0401
2022-09-27,43.1689
2022-09-28,46.1539
2022-09-29,44.7603
2022-09-30,43.353
2022-10-01,43.353
2022-10-02,43.353
2022-10-03,44.5774
2022-10-04,47.6348
2022-10-05,46.8665
2022-10-06,46.9321
2022-10-07,45.3401
2022-10-08,45.3401
2022-10-09,45.3401
2022-10-10,47.3554
2022-10-11,47.9837
2022-10-12,47.6125
2022-10-13,55.4053
2022-10-14,54.4145
2022-10-15,54.4145
2022-10-16,54.4145
2022-10-17,56.7134
2022-10-18,49.5661
2022-10-19,44.8589
2022-10-20,43.2909
2022-10-21,43.0987
2022-10-22,43.0987
2022-10-23,43.0987
2022-10-24,43.6165
2022-10-25,49.7403
2022-10-26,50.2442
2022-10-27,51.2316
2022-10-28,53.7776
2022-10-29,53.7776
2022-10-30,53.7776
2022-10-31,54.6896
2022-11-01,55.0255
2022-11-02,52.0708
2022-11-03,50.924
2022-11-04,54.3019
2022-11-05,54.3019
2022-11-06,54.3019
2022-11-07,54.5678
2022-11-08,53.465
2022-11-09,52.8185
2022-11-10,57.1306
2022-11-11,55.7381
2022-11-12,55.7381
2022-11-13,55.7381
2022-11-14,56.2785
2022-11-15,57.0168
2022-11-16,54.3366
2022-11-17,52.2713
2022-11-18,53.3989
2022-11-19,53.3989
2022-11-20,53.3989
2022-11-21,54.9584
2022-11-22,55.1865
2022-11-23,55.0999
2022-11-24,55.0999
2022-11-25,56.1674
2022-11-26,56.1674
2022-11-27,56.1674
2022-11-28,52.1222
2022-11-29,52.4713
2022-11-30,54.4118
2022-12-01,54.6543
2022-12-02,54.2958
2022-12-03,54.2958
2022-12-04,54.2958
2022-12-05,50.2083
2022-12-06,49.3541
2022-12-07,48.8704
2022-12-08,48.5694
2022-12-09,48.895
2022-12-10,48.895
2022-12-11,48.895
2022-12-12,48.7209
2022-12-13,42.3303
2022-12-14,37.9361
2022-12-15,35.6397
2022-12-16,35.3934
2022-12-17,35.3934
2022-12-18,35.3934
2022-12-19,37.4687
2022-12-20,39.3597
2022-12-21,40.3688
2022-12-22,40.3268
2022-12-23,40.5511
2022-12-24,40.5511
2022-12-25,40.5511
2022-12-26,40.5511
2022-12-27,40.5511
2022-12-28,39.0474
2022-12-29,41.3639
2022-12-30,40.5551
2022-12-31,40.5551
2023-01-01,40.5551
2023-01-02,40.5551
2023-01-03,41.7006
2023-01-04,41.7348
2023-01-05,41.2349
2023-01-06,44.01
2023-01-07,44.01
2023-01-08,44.01
2023-01-09,42.5548
2023-01-10,43.5885
2023-01-11,44.2117
2023-01-12,46.1269
2023-01-13,46.5001
2023-01-14,46.5001
2023-01-15,46.5001
2023-01-16,46.5001
2023-01-17,44.4166
2023-01-18,41.0841
2023-01-19,42.4663
2023-01-20,44.3368
2023-01-21,44.3368
2023-01-22,44.3368
2023-01-23,44.1991
2023-01-24,43.0112
2023-01-25,43.7028
2023-01-26,47.0938
2023-01-27,45.6851
2023-01-28,45.6851
2023-01-29,45.6851
2023-01-30,45.0463
2023-01-31,48.2773
2023-02-01,48.5736
2023-02-02,52.6002
2023-02-03,53.3327
2023-02-04,53.3327
2023-02-05,53.3327
2023-02-06,51.3546
2023-02-07,53.2672
2023-02-08,51.8824
2023-02-09,49.6871
2023-02-10,50.0042
2023-02-11,50.0042
2023-02-12,50.0042
2023-02-13,51.3371
2023-02-14,51.0022
2023-02-15,53.152
2023-02-16,50.9744
2023-02-17,52.2703
2023-02-18,52.2703
2023-02-19,52.2703
2023-02-20,52.2703
2023-02-21,47.9528
2023-02-22,46.7688
2023-02-23,47.0057
2023-02-24,47.0405
2023-02-25,47.0405
2023-02-26,47.0405
2023-02-27,48.3058
2023-02-28,48.8675
2023-03-01,47.7275
2023-03-02,43.8095
2023-03-03,46.6159
2023-03-04,46.6159
2023-03-05,46.6159
2023-03-06,44.4939
2023-03-07,43.9762
2023-03-08,43.2247
2023-03-09,37.1387
2023-03-10,36.0282
2023-03-11,36.0282
2023-03-12,36.0282
2023-03-13,33.3576
2023-03-14,35.4209
2023-03-15,37.6363
2023-03-16,40.5749
2023-03-17,36.3066
2023-03-18,36.3066
2023-03-19,36.3066
