,TAP US Equity
2020-08-26,49.6679
2020-08-27,49.8704
2020-08-28,50.8064
2020-08-29,50.8064
2020-08-30,50.8064
2020-08-31,50.0511
2020-09-01,48.1838
2020-09-02,50.9199
2020-09-03,51.1545
2020-09-04,52.1018
2020-09-05,52.1018
2020-09-06,52.1018
2020-09-07,52.1018
2020-09-08,50.3346
2020-09-09,49.5889
2020-09-10,44.1732
2020-09-11,42.8862
2020-09-12,42.8862
2020-09-13,42.8862
2020-09-14,42.6844
2020-09-15,40.8929
2020-09-16,41.8398
2020-09-17,43.5717
2020-09-18,41.6473
2020-09-19,41.6473
2020-09-20,41.6473
2020-09-21,39.8973
2020-09-22,40.4011
2020-09-23,38.8377
2020-09-24,38.766
2020-09-25,37.8044
2020-09-26,37.8044
2020-09-27,37.8044
2020-09-28,41.3063
2020-09-29,41.1773
2020-09-30,41.2911
2020-10-01,39.2495
2020-10-02,43.8859
2020-10-03,43.8859
2020-10-04,43.8859
2020-10-05,46.9128
2020-10-06,46.8267
2020-10-07,49.2681
2020-10-08,52.5868
2020-10-09,50.4821
2020-10-10,50.4821
2020-10-11,50.4821
2020-10-12,49.1262
2020-10-13,48.2232
2020-10-14,48.413
2020-10-15,48.9616
2020-10-16,48.4288
2020-10-17,48.4288
2020-10-18,48.4288
2020-10-19,46.3424
2020-10-20,46.2817
2020-10-21,45.9395
2020-10-22,48.4828
2020-10-23,49.7906
2020-10-24,49.7906
2020-10-25,49.7906
2020-10-26,47.182
2020-10-27,43.9931
2020-10-28,41.5495
2020-10-29,43.2523
2020-10-30,49.3572
2020-10-31,49.3572
2020-11-01,49.3572
2020-11-02,55.4028
2020-11-03,57.9643
2020-11-04,54.0163
2020-11-05,56.1502
2020-11-06,56.3031
2020-11-07,56.3031
2020-11-08,56.3031
2020-11-09,61.8834
2020-11-10,64.5851
2020-11-11,63.3668
2020-11-12,62.8817
2020-11-13,65.9582
2020-11-14,65.9582
2020-11-15,65.9582
2020-11-16,67.0926
2020-11-17,67.3953
2020-11-18,62.9202
2020-11-19,63.6829
2020-11-20,62.3561
2020-11-21,62.3561
2020-11-22,62.3561
2020-11-23,63.2955
2020-11-24,67.5698
2020-11-25,66.0923
2020-11-26,66.0923
2020-11-27,66.5131
2020-11-28,66.5131
2020-11-29,66.5131
2020-11-30,64.3114
2020-12-01,64.6892
2020-12-02,62.0783
2020-12-03,64.2255
2020-12-04,65.4995
2020-12-05,65.4995
2020-12-06,65.4995
2020-12-07,65.6739
2020-12-08,66.0732
2020-12-09,66.2984
2020-12-10,66.4979
2020-12-11,63.7653
2020-12-12,63.7653
2020-12-13,63.7653
2020-12-14,59.9036
2020-12-15,60.1028
2020-12-16,60.5453
2020-12-17,59.6893
2020-12-18,58.38
2020-12-19,58.38
2020-12-20,58.38
2020-12-21,55.8192
2020-12-22,55.3868
2020-12-23,57.4537
2020-12-24,57.6213
2020-12-25,57.6213
2020-12-26,57.6213
2020-12-27,57.6213
2020-12-28,57.6428
2020-12-29,57.7762
2020-12-30,56.8503
2020-12-31,56.6937
2021-01-01,56.6937
2021-01-02,56.6937
2021-01-03,56.6937
2021-01-04,57.8003
2021-01-05,60.8383
2021-01-06,65.1625
2021-01-07,64.8334
2021-01-08,65.465
2021-01-09,65.465
2021-01-10,65.465
2021-01-11,65.7918
2021-01-12,69.4033
2021-01-13,70.0662
2021-01-14,71.804
2021-01-15,68.5382
2021-01-16,68.5382
2021-01-17,68.5382
2021-01-18,68.5382
2021-01-19,66.8669
2021-01-20,64.0473
2021-01-21,62.5453
2021-01-22,62.1453
2021-01-23,62.1453
2021-01-24,62.1453
2021-01-25,64.2038
2021-01-26,66.9667
2021-01-27,69.3822
2021-01-28,61.0133
2021-01-29,56.7329
2021-01-30,56.7329
2021-01-31,56.7329
2021-02-01,55.2996
2021-02-02,53.9545
2021-02-03,54.8344
2021-02-04,54.1432
2021-02-05,53.9616
2021-02-06,53.9616
2021-02-07,53.9616
2021-02-08,53.3599
2021-02-09,53.2182
2021-02-10,53.8936
2021-02-11,44.5746
2021-02-12,43.7192
2021-02-13,43.7192
2021-02-14,43.7192
2021-02-15,43.7192
2021-02-16,44.8147
2021-02-17,46.7407
2021-02-18,45.1835
2021-02-19,44.9255
2021-02-20,44.9255
2021-02-21,44.9255
2021-02-22,46.5495
2021-02-23,50.454
2021-02-24,50.5143
2021-02-25,48.1302
2021-02-26,45.5306
2021-02-27,45.5306
2021-02-28,45.5306
2021-03-01,46.3987
2021-03-02,46.6625
2021-03-03,46.6229
2021-03-04,47.6334
2021-03-05,49.3687
2021-03-06,49.3687
2021-03-07,49.3687
2021-03-08,52.5579
2021-03-09,49.7864
2021-03-10,50.7649
2021-03-11,48.9387
2021-03-12,50.32
2021-03-13,50.32
2021-03-14,50.32
2021-03-15,52.3903
2021-03-16,53.9052
2021-03-17,54.3926
2021-03-18,55.3499
2021-03-19,55.4486
2021-03-20,55.4486
2021-03-21,55.4486
2021-03-22,56.7349
2021-03-23,54.0998
2021-03-24,53.0655
2021-03-25,56.5434
2021-03-26,58.8459
2021-03-27,58.8459
2021-03-28,58.8459
2021-03-29,61.4108
2021-03-30,59.9795
2021-03-31,57.105
2021-04-01,58.4047
2021-04-02,58.4047
2021-04-03,58.4047
2021-04-04,58.4047
2021-04-05,59.8316
2021-04-06,58.9942
2021-04-07,57.3102
2021-04-08,56.9689
2021-04-09,53.2652
2021-04-10,53.2652
2021-04-11,53.2652
2021-04-12,54.4669
2021-04-13,56.5544
2021-04-14,55.1759
2021-04-15,58.3613
2021-04-16,59.2484
2021-04-17,59.2484
2021-04-18,59.2484
2021-04-19,60.1433
2021-04-20,56.3947
2021-04-21,57.6729
2021-04-22,55.6435
2021-04-23,55.6208
2021-04-24,55.6208
2021-04-25,55.6208
2021-04-26,56.8437
2021-04-27,54.7922
2021-04-28,54.3541
2021-04-29,60.5834
2021-04-30,59.3146
2021-05-01,59.3146
2021-05-02,59.3146
2021-05-03,62.5456
2021-05-04,60.9007
2021-05-05,61.6684
2021-05-06,65.0195
2021-05-07,65.0953
2021-05-08,65.0953
2021-05-09,65.0953
2021-05-10,65.1604
2021-05-11,61.0194
2021-05-12,60.0769
2021-05-13,61.3417
2021-05-14,61.2018
2021-05-15,61.2018
2021-05-16,61.2018
2021-05-17,60.6058
2021-05-18,55.1604
2021-05-19,55.313
2021-05-20,56.8652
2021-05-21,57.9491
2021-05-22,57.9491
2021-05-23,57.9491
2021-05-24,58.9199
2021-05-25,59.4206
2021-05-26,57.7985
2021-05-27,57.8157
2021-05-28,59.4298
2021-05-29,59.4298
2021-05-30,59.4298
2021-05-31,59.4298
2021-06-01,59.131
2021-06-02,62.2404
2021-06-03,61.4764
2021-06-04,61.9753
2021-06-05,61.9753
2021-06-06,61.9753
2021-06-07,62.8582
2021-06-08,62.9714
2021-06-09,62.9881
2021-06-10,62.9295
2021-06-11,60.7087
2021-06-12,60.7087
2021-06-13,60.7087
2021-06-14,60.131
2021-06-15,55.6906
2021-06-16,54.7864
2021-06-17,50.7665
2021-06-18,46.6662
2021-06-19,46.6662
2021-06-20,46.6662
2021-06-21,49.9092
2021-06-22,48.2879
2021-06-23,47.8805
2021-06-24,48.4207
2021-06-25,48.6957
2021-06-26,48.6957
2021-06-27,48.6957
2021-06-28,48.1425
2021-06-29,47.2539
2021-06-30,45.6417
2021-07-01,46.3833
2021-07-02,46.0027
2021-07-03,46.0027
2021-07-04,46.0027
2021-07-05,46.0027
2021-07-06,42.2285
2021-07-07,44.5172
2021-07-08,44.1842
2021-07-09,45.3732
2021-07-10,45.3732
2021-07-11,45.3732
2021-07-12,44.6516
2021-07-13,42.2106
2021-07-14,41.9042
2021-07-15,40.8808
2021-07-16,39.7754
2021-07-17,39.7754
2021-07-18,39.7754
2021-07-19,39.5142
2021-07-20,41.264
2021-07-21,40.5403
2021-07-22,40.2397
2021-07-23,38.6514
2021-07-24,38.6514
2021-07-25,38.6514
2021-07-26,41.1812
2021-07-27,40.1408
2021-07-28,39.1184
2021-07-29,38.8624
2021-07-30,37.7548
2021-07-31,37.7548
2021-08-01,37.7548
2021-08-02,38.9999
2021-08-03,38.7327
2021-08-04,36.3501
2021-08-05,37.3557
2021-08-06,40.1504
2021-08-07,40.1504
2021-08-08,40.1504
2021-08-09,40.9678
2021-08-10,46.7932
2021-08-11,49.1648
2021-08-12,45.0584
2021-08-13,45.5346
2021-08-14,45.5346
2021-08-15,45.5346
2021-08-16,45.1536
2021-08-17,43.4606
2021-08-18,41.708
2021-08-19,39.9353
2021-08-20,39.3927
2021-08-21,39.3927
2021-08-22,39.3927
2021-08-23,40.1689
2021-08-24,41.5247
2021-08-25,40.3098
2021-08-26,38.7045
2021-08-27,40.956
2021-08-28,40.956
2021-08-29,40.956
2021-08-30,39.2664
2021-08-31,41.814
2021-09-01,41.2253
2021-09-02,40.8137
2021-09-03,40.5577
2021-09-04,40.5577
2021-09-05,40.5577
2021-09-06,40.5577
2021-09-07,37.9605
2021-09-08,39.5486
2021-09-09,39.0318
2021-09-10,37.9609
2021-09-11,37.9609
2021-09-12,37.9609
2021-09-13,42.61
2021-09-14,41.7593
2021-09-15,41.7354
2021-09-16,41.2703
2021-09-17,39.8673
2021-09-18,39.8673
2021-09-19,39.8673
2021-09-20,38.2441
2021-09-21,37.566
2021-09-22,40.5813
2021-09-23,43.0824
2021-09-24,43.5872
2021-09-25,43.5872
2021-09-26,43.5872
2021-09-27,50.5174
2021-09-28,47.0937
2021-09-29,46.6691
2021-09-30,44.3803
2021-10-01,46.5442
2021-10-02,46.5442
2021-10-03,46.5442
2021-10-04,47.8865
2021-10-05,49.6311
2021-10-06,47.2532
2021-10-07,46.928
2021-10-08,45.8731
2021-10-09,45.8731
2021-10-10,45.8731
2021-10-11,43.6497
2021-10-12,43.4602
2021-10-13,43.5236
2021-10-14,45.2389
2021-10-15,43.4442
2021-10-16,43.4442
2021-10-17,43.4442
2021-10-18,41.8711
2021-10-19,41.847
2021-10-20,43.1345
2021-10-21,40.9384
2021-10-22,40.9142
2021-10-23,40.9142
2021-10-24,40.9142
2021-10-25,39.28
2021-10-26,38.7851
2021-10-27,39.0499
2021-10-28,39.971
2021-10-29,40.857
2021-10-30,40.857
2021-10-31,40.857
2021-11-01,44.8478
2021-11-02,46.3258
2021-11-03,50.2992
2021-11-04,48.3867
2021-11-05,49.6251
2021-11-06,49.6251
2021-11-07,49.6251
2021-11-08,48.0739
2021-11-09,46.9071
2021-11-10,48.0484
2021-11-11,52.0122
2021-11-12,52.7579
2021-11-13,52.7579
2021-11-14,52.7579
2021-11-15,57.035
2021-11-16,53.9589
2021-11-17,52.4363
2021-11-18,49.0664
2021-11-19,47.4624
2021-11-20,47.4624
2021-11-21,47.4624
2021-11-22,51.6445
2021-11-23,52.2991
2021-11-24,51.0077
2021-11-25,51.0077
2021-11-26,46.7867
2021-11-27,46.7867
2021-11-28,46.7867
2021-11-29,46.1442
2021-11-30,44.08
2021-12-01,43.0504
2021-12-02,47.8539
2021-12-03,48.8039
2021-12-04,48.8039
2021-12-05,48.8039
2021-12-06,51.4965
2021-12-07,51.1138
2021-12-08,49.6382
2021-12-09,48.2954
2021-12-10,50.0054
2021-12-11,50.0054
2021-12-12,50.0054
2021-12-13,49.4669
2021-12-14,49.0764
2021-12-15,46.6628
2021-12-16,46.8904
2021-12-17,46.2274
2021-12-18,46.2274
2021-12-19,46.2274
2021-12-20,42.9418
2021-12-21,46.3089
2021-12-22,46.6458
2021-12-23,49.2016
2021-12-24,49.2016
2021-12-25,49.2016
2021-12-26,49.2016
2021-12-27,49.444
2021-12-28,49.6924
2021-12-29,50.1986
2021-12-30,50.0539
2021-12-31,51.3596
2022-01-01,51.3596
2022-01-02,51.3596
2022-01-03,54.1169
2022-01-04,57.9401
2022-01-05,59.1001
2022-01-06,59.9295
2022-01-07,61.7925
2022-01-08,61.7925
2022-01-09,61.7925
2022-01-10,57.4547
2022-01-11,57.3313
2022-01-12,55.2749
2022-01-13,59.1234
2022-01-14,61.9339
2022-01-15,61.9339
2022-01-16,61.9339
2022-01-17,61.9339
2022-01-18,61.8091
2022-01-19,57.581
2022-01-20,55.172
2022-01-21,53.1875
2022-01-22,53.1875
2022-01-23,53.1875
2022-01-24,55.9004
2022-01-25,56.6549
2022-01-26,51.9553
2022-01-27,51.4277
2022-01-28,51.5434
2022-01-29,51.5434
2022-01-30,51.5434
2022-01-31,50.1831
2022-02-01,51.5772
2022-02-02,52.2211
2022-02-03,52.964
2022-02-04,50.0798
2022-02-05,50.0798
2022-02-06,50.0798
2022-02-07,49.4029
2022-02-08,51.7993
2022-02-09,53.462
2022-02-10,53.7684
2022-02-11,55.0861
2022-02-12,55.0861
2022-02-13,55.0861
2022-02-14,54.0056
2022-02-15,54.2741
2022-02-16,54.0367
2022-02-17,52.0071
2022-02-18,52.6733
2022-02-19,52.6733
2022-02-20,52.6733
2022-02-21,52.6733
2022-02-22,51.4613
2022-02-23,57.0033
2022-02-24,53.0779
2022-02-25,60.2144
2022-02-26,60.2144
2022-02-27,60.2144
2022-02-28,58.2758
2022-03-01,53.9535
2022-03-02,55.507
2022-03-03,55.2926
2022-03-04,55.551
2022-03-05,55.551
2022-03-06,55.551
2022-03-07,56.9187
2022-03-08,57.68
2022-03-09,58.706
2022-03-10,53.308
2022-03-11,54.2834
2022-03-12,54.2834
2022-03-13,54.2834
2022-03-14,54.2589
2022-03-15,54.3439
2022-03-16,56.9902
2022-03-17,57.5078
2022-03-18,58.6365
2022-03-19,58.6365
2022-03-20,58.6365
2022-03-21,57.7731
2022-03-22,58.245
2022-03-23,57.1533
2022-03-24,58.0523
2022-03-25,60.1917
2022-03-26,60.1917
2022-03-27,60.1917
2022-03-28,58.3849
2022-03-29,59.8562
2022-03-30,60.3199
2022-03-31,57.5687
2022-04-01,54.8675
2022-04-02,54.8675
2022-04-03,54.8675
2022-04-04,53.9133
2022-04-05,52.0927
2022-04-06,50.4595
2022-04-07,49.7678
2022-04-08,52.4407
2022-04-09,52.4407
2022-04-10,52.4407
2022-04-11,55.3789
2022-04-12,57.1546
2022-04-13,58.4328
2022-04-14,60.9955
2022-04-15,60.9955
2022-04-16,60.9955
2022-04-17,60.9955
2022-04-18,61.0332
2022-04-19,61.4947
2022-04-20,63.2039
2022-04-21,60.429
2022-04-22,54.6962
2022-04-23,54.6962
2022-04-24,54.6962
2022-04-25,56.0716
2022-04-26,55.3708
2022-04-27,55.4987
2022-04-28,57.3323
2022-04-29,54.7568
2022-04-30,54.7568
2022-05-01,54.7568
2022-05-02,55.1476
2022-05-03,51.0192
2022-05-04,52.2665
2022-05-05,50.8064
2022-05-06,51.9633
2022-05-07,51.9633
2022-05-08,51.9633
2022-05-09,53.1708
2022-05-10,55.7133
2022-05-11,57.703
2022-05-12,57.0269
2022-05-13,57.7641
2022-05-14,57.7641
2022-05-15,57.7641
2022-05-16,59.4244
2022-05-17,56.8881
2022-05-18,48.8119
2022-05-19,45.555
2022-05-20,46.5551
2022-05-21,46.5551
2022-05-22,46.5551
2022-05-23,48.4907
2022-05-24,51.7603
2022-05-25,52.9126
2022-05-26,53.2973
2022-05-27,54.4896
2022-05-28,54.4896
2022-05-29,54.4896
2022-05-30,54.4896
2022-05-31,55.7891
2022-06-01,53.2366
2022-06-02,52.4333
2022-06-03,51.4956
2022-06-04,51.4956
2022-06-05,51.4956
2022-06-06,52.5409
2022-06-07,53.7574
2022-06-08,52.0724
2022-06-09,48.7363
2022-06-10,48.588
2022-06-11,48.588
2022-06-12,48.588
2022-06-13,45.1186
2022-06-14,46.7963
2022-06-15,47.8358
2022-06-16,45.1385
2022-06-17,44.9649
2022-06-18,44.9649
2022-06-19,44.9649
2022-06-20,44.9649
2022-06-21,49.1041
2022-06-22,50.1785
2022-06-23,52.3807
2022-06-24,56.0467
2022-06-25,56.0467
2022-06-26,56.0467
2022-06-27,55.1767
2022-06-28,55.8672
2022-06-29,54.9455
2022-06-30,53.0227
2022-07-01,55.1433
2022-07-02,55.1433
2022-07-03,55.1433
2022-07-04,55.1433
2022-07-05,54.5013
2022-07-06,54.2446
2022-07-07,52.8405
2022-07-08,54.6032
2022-07-09,54.6032
2022-07-10,54.6032
2022-07-11,55.7056
2022-07-12,58.2172
2022-07-13,59.7162
2022-07-14,59.5342
2022-07-15,60.3554
2022-07-16,60.3554
2022-07-17,60.3554
2022-07-18,58.93
2022-07-19,59.7828
2022-07-20,57.943
2022-07-21,56.0789
2022-07-22,57.5321
2022-07-23,57.5321
2022-07-24,57.5321
2022-07-25,58.1405
2022-07-26,57.8638
2022-07-27,59.4602
2022-07-28,59.6971
2022-07-29,61.089
2022-07-30,61.089
2022-07-31,61.089
2022-08-01,60.8746
2022-08-02,45.9889
2022-08-03,47.5826
2022-08-04,45.2265
2022-08-05,47.6563
2022-08-06,47.6563
2022-08-07,47.6563
2022-08-08,48.8107
2022-08-09,49.7952
2022-08-10,50.9699
2022-08-11,52.8649
2022-08-12,52.8841
2022-08-13,52.8841
2022-08-14,52.8841
2022-08-15,52.3322
2022-08-16,52.3733
2022-08-17,50.5675
2022-08-18,51.5186
2022-08-19,51.4488
2022-08-20,51.4488
2022-08-21,51.4488
2022-08-22,49.6842
2022-08-23,50.9438
2022-08-24,52.5956
2022-08-25,50.3444
2022-08-26,46.4476
2022-08-27,46.4476
2022-08-28,46.4476
2022-08-29,45.1229
2022-08-30,43.266
2022-08-31,42.1811
2022-09-01,42.3887
2022-09-02,43.2583
2022-09-03,43.2583
2022-09-04,43.2583
2022-09-05,43.2583
2022-09-06,43.1562
2022-09-07,44.7218
2022-09-08,43.8389
2022-09-09,44.8013
2022-09-10,44.8013
2022-09-11,44.8013
2022-09-12,47.7395
2022-09-13,43.3327
2022-09-14,42.1928
2022-09-15,42.9688
2022-09-16,41.9641
2022-09-17,41.9641
2022-09-18,41.9641
2022-09-19,43.7862
2022-09-20,41.3981
2022-09-21,40.1974
2022-09-22,39.9311
2022-09-23,37.2512
2022-09-24,37.2512
2022-09-25,37.2512
2022-09-26,36.9199
2022-09-27,37.2239
2022-09-28,39.4282
2022-09-29,39.1361
2022-09-30,38.7794
2022-10-01,38.7794
2022-10-02,38.7794
2022-10-03,40.6146
2022-10-04,42.6346
2022-10-05,40.9361
2022-10-06,39.4344
2022-10-07,38.0306
2022-10-08,38.0306
2022-10-09,38.0306
2022-10-10,38.9489
2022-10-11,40.3365
2022-10-12,43.3918
2022-10-13,45.3689
2022-10-14,43.8756
2022-10-15,43.8756
2022-10-16,43.8756
2022-10-17,44.8009
2022-10-18,45.0935
2022-10-19,42.95
2022-10-20,42.7881
2022-10-21,45.5766
2022-10-22,45.5766
2022-10-23,45.5766
2022-10-24,47.4207
2022-10-25,49.5485
2022-10-26,48.2117
2022-10-27,47.7156
2022-10-28,51.0866
2022-10-29,51.0866
2022-10-30,51.0866
2022-10-31,49.2956
2022-11-01,45.3215
2022-11-02,46.7737
2022-11-03,47.1572
2022-11-04,51.5905
2022-11-05,51.5905
2022-11-06,51.5905
2022-11-07,51.0241
2022-11-08,51.7955
2022-11-09,47.9401
2022-11-10,52.0209
2022-11-11,53.035
2022-11-12,53.035
2022-11-13,53.035
2022-11-14,53.1488
2022-11-15,53.4522
2022-11-16,53.5241
2022-11-17,55.6488
2022-11-18,56.7621
2022-11-19,56.7621
2022-11-20,56.7621
2022-11-21,58.5839
2022-11-22,59.5814
2022-11-23,60.5641
2022-11-24,60.5641
2022-11-25,61.2076
2022-11-26,61.2076
2022-11-27,61.2076
2022-11-28,59.1153
2022-11-29,59.0831
2022-11-30,59.5158
2022-12-01,60.0713
2022-12-02,61.4398
2022-12-03,61.4398
2022-12-04,61.4398
2022-12-05,57.7861
2022-12-06,53.9405
2022-12-07,53.3188
2022-12-08,52.1639
2022-12-09,51.5712
2022-12-10,51.5712
2022-12-11,51.5712
2022-12-12,52.9535
2022-12-13,51.8812
2022-12-14,52.6743
2022-12-15,49.2269
2022-12-16,47.6557
2022-12-17,47.6557
2022-12-18,47.6557
2022-12-19,49.1838
2022-12-20,46.6429
2022-12-21,48.6704
2022-12-22,48.6423
2022-12-23,50.1036
2022-12-24,50.1036
2022-12-25,50.1036
2022-12-26,50.1036
2022-12-27,51.2744
2022-12-28,48.4796
2022-12-29,49.1437
2022-12-30,48.9065
2022-12-31,48.9065
2023-01-01,48.9065
2023-01-02,48.9065
2023-01-03,43.2883
2023-01-04,48.8944
2023-01-05,44.6604
2023-01-06,48.0586
2023-01-07,48.0586
2023-01-08,48.0586
2023-01-09,46.5351
2023-01-10,48.1837
2023-01-11,48.3358
2023-01-12,46.9342
2023-01-13,48.0695
2023-01-14,48.0695
2023-01-15,48.0695
2023-01-16,48.0695
2023-01-17,47.1473
2023-01-18,44.0422
2023-01-19,45.5802
2023-01-20,46.6369
2023-01-21,46.6369
2023-01-22,46.6369
2023-01-23,46.9375
2023-01-24,50.5527
2023-01-25,53.9621
2023-01-26,53.5668
2023-01-27,49.8641
2023-01-28,49.8641
2023-01-29,49.8641
2023-01-30,49.6949
2023-01-31,52.8848
2023-02-01,54.4987
2023-02-02,56.3425
2023-02-03,54.8622
2023-02-04,54.8622
2023-02-05,54.8622
2023-02-06,54.7559
2023-02-07,51.4554
2023-02-08,49.3172
2023-02-09,48.8688
2023-02-10,49.4197
2023-02-11,49.4197
2023-02-12,49.4197
2023-02-13,50.7424
2023-02-14,49.9269
2023-02-15,51.587
2023-02-16,49.2577
2023-02-17,50.8228
2023-02-18,50.8228
2023-02-19,50.8228
2023-02-20,50.8228
2023-02-21,54.6286
2023-02-22,52.8631
2023-02-23,54.0602
2023-02-24,54.6891
2023-02-25,54.6891
2023-02-26,54.6891
2023-02-27,54.6062
2023-02-28,53.0541
2023-03-01,52.6669
2023-03-02,54.2579
2023-03-03,54.7008
2023-03-04,54.7008
2023-03-05,54.7008
2023-03-06,53.5971
2023-03-07,52.8517
2023-03-08,56.6212
2023-03-09,52.8846
2023-03-10,50.8656
2023-03-11,50.8656
2023-03-12,50.8656
2023-03-13,50.257
2023-03-14,49.6425
2023-03-15,50.2174
2023-03-16,48.631
