,ONB US Equity
2023-03-20,35.4228
2023-03-21,38.4401
2023-03-22,35.1354
2023-03-23,33.0532
2023-03-24,37.7662
2023-03-25,37.7662
2023-03-26,37.7662
2023-03-27,37.4631
2023-03-28,37.2422
2023-03-29,37.471
2023-03-30,36.2407
2023-03-31,37.8055
2023-04-01,37.8055
2023-04-02,37.8055
2023-04-03,37.0991
2023-04-04,34.6853
2023-04-05,35.0093
2023-04-06,36.0755
2023-04-07,36.0755
2023-04-08,36.0755
2023-04-09,36.0755
2023-04-10,35.7951
2023-04-11,35.2752
2023-04-12,34.4286
2023-04-13,36.8668
2023-04-14,35.1755
2023-04-15,35.1755
2023-04-16,35.1755
2023-04-17,37.7093
2023-04-18,36.2438
2023-04-19,39.87
2023-04-20,38.706
2023-04-21,37.9096
2023-04-22,37.9096
2023-04-23,37.9096
2023-04-24,37.7089
2023-04-25,36.1737
2023-04-26,39.6965
2023-04-27,38.7197
2023-04-28,38.6162
2023-04-29,38.6162
2023-04-30,38.6162
2023-05-01,37.3762
2023-05-02,34.3785
2023-05-03,34.7224
2023-05-04,32.8524
2023-05-05,37.263
2023-05-06,37.263
2023-05-07,37.263
2023-05-08,36.1057
2023-05-09,35.2894
2023-05-10,34.7032
2023-05-11,34.5662
2023-05-12,35.532
2023-05-13,35.532
2023-05-14,35.532
2023-05-15,37.4425
2023-05-16,36.5761
2023-05-17,42.9977
2023-05-18,42.8294
2023-05-19,40.7932
2023-05-20,40.7932
2023-05-21,40.7932
2023-05-22,42.8445
2023-05-23,44.6092
2023-05-24,43.3964
2023-05-25,42.1543
2023-05-26,43.2241
2023-05-27,43.2241
2023-05-28,43.2241
2023-05-29,43.2241
2023-05-30,43.2241
2023-05-31,41.3338
2023-06-01,43.0253
2023-06-02,48.7078
2023-06-03,48.7078
2023-06-04,48.7078
2023-06-05,45.6296
2023-06-06,49.5128
2023-06-07,52.1636
2023-06-08,50.5764
2023-06-09,50.6362
2023-06-10,50.6362
2023-06-11,50.6362
2023-06-12,50.943
2023-06-13,52.94
2023-06-14,51.3668
2023-06-15,52.5223
2023-06-16,51.3271
2023-06-17,51.3271
2023-06-18,51.3271
2023-06-19,51.3271
2023-06-20,50.0827
2023-06-21,49.1103
2023-06-22,49.3814
2023-06-23,48.3163
2023-06-24,48.3163
2023-06-25,48.3163
2023-06-26,50.1918
2023-06-27,51.6048
2023-06-28,50.9638
2023-06-29,52.2588
2023-06-30,52.0344
2023-07-01,52.0344
2023-07-02,52.0344
2023-07-03,53.1448
2023-07-04,53.1448
2023-07-05,51.7505
2023-07-06,50.1623
2023-07-07,52.6669
2023-07-08,52.6669
2023-07-09,52.6669
2023-07-10,54.6216
2023-07-11,56.1088
2023-07-12,57.3656
2023-07-13,57.9879
2023-07-14,55.3153
2023-07-15,55.3153
2023-07-16,55.3153
2023-07-17,57.0434
2023-07-18,60.2803
2023-07-19,62.5119
2023-07-20,61.8274
2023-07-21,61.1349
2023-07-22,61.1349
2023-07-23,61.1349
2023-07-24,61.8532
2023-07-25,63.7204
2023-07-26,68.8182
2023-07-27,66.591
2023-07-28,66.6768
2023-07-29,66.6768
2023-07-30,66.6768
2023-07-31,66.7651
2023-08-01,64.3823
2023-08-02,64.3823
2023-08-03,66.7351
2023-08-04,66.1923
2023-08-05,66.1923
2023-08-06,66.1923
2023-08-07,66.9342
2023-08-08,64.4646
2023-08-09,63.0388
2023-08-10,62.3257
2023-08-11,62.5449
2023-08-12,62.5449
2023-08-13,62.5449
2023-08-14,59.8442
2023-08-15,54.8614
2023-08-16,53.0632
2023-08-17,52.1062
2023-08-18,52.2432
2023-08-19,52.2432
2023-08-20,52.2432
2023-08-21,51.4061
2023-08-22,48.9708
2023-08-23,50.2274
2023-08-24,50.3761
2023-08-25,49.3839
2023-08-26,49.3839
2023-08-27,49.3839
2023-08-28,50.6221
2023-08-29,50.9326
2023-08-30,49.8783
2023-08-31,50.5361
2023-09-01,54.618
2023-09-02,54.618
2023-09-03,54.618
2023-09-04,54.618
2023-09-05,51.0801
2023-09-06,48.3667
2023-09-07,47.7112
2023-09-08,49.2143
2023-09-09,49.2143
2023-09-10,49.2143
2023-09-11,48.5307
2023-09-12,49.9685
2023-09-13,49.4918
2023-09-14,50.6288
2023-09-15,49.3963
2023-09-16,49.3963
2023-09-17,49.3963
2023-09-18,47.5598
2023-09-19,47.4804
2023-09-20,46.7537
2023-09-21,45.2415
2023-09-22,44.6906
2023-09-23,44.6906
2023-09-24,44.6906
2023-09-25,46.8889
2023-09-26,44.96
2023-09-27,43.4946
2023-09-28,45.0547
2023-09-29,45.5407
2023-09-30,45.5407
2023-10-01,45.5407
2023-10-02,43.3207
2023-10-03,41.1
2023-10-04,42.6213
2023-10-05,45.9888
2023-10-06,45.9888
2023-10-07,45.9888
2023-10-08,45.9888
2023-10-09,45.5799
2023-10-10,47.0414
2023-10-11,46.186
2023-10-12,44.1908
2023-10-13,42.2252
2023-10-14,42.2252
2023-10-15,42.2252
2023-10-16,44.9604
2023-10-17,48.4219
2023-10-18,47.5852
2023-10-19,46.8318
2023-10-20,42.6411
2023-10-21,42.6411
2023-10-22,42.6411
2023-10-23,42.5681
2023-10-24,39.885
2023-10-25,38.8841
2023-10-26,42.091
2023-10-27,41.737
2023-10-28,41.737
2023-10-29,41.737
2023-10-30,41.6645
2023-10-31,42.6943
2023-11-01,41.9286
2023-11-02,46.948
2023-11-03,51.2238
2023-11-04,51.2238
2023-11-05,51.2238
2023-11-06,49.8117
2023-11-07,49.2336
2023-11-08,47.522
2023-11-09,44.6901
2023-11-10,45.9508
2023-11-11,45.9508
2023-11-12,45.9508
2023-11-13,46.4915
2023-11-14,53.5433
2023-11-15,54.5295
2023-11-16,53.6874
2023-11-17,55.1908
2023-11-18,55.1908
2023-11-19,55.1908
2023-11-20,54.6663
2023-11-21,51.1465
2023-11-22,51.2238
2023-11-23,51.2238
2023-11-24,51.0566
2023-11-25,51.0566
2023-11-26,51.0566
2023-11-27,50.0424
2023-11-28,50.4665
2023-11-29,52.6298
2023-11-30,54.3129
2023-12-01,60.3505
2023-12-02,60.3505
2023-12-03,60.3505
2023-12-04,61.6753
2023-12-05,60.7213
2023-12-06,59.0212
2023-12-07,61.4409
2023-12-08,62.094
2023-12-09,62.094
2023-12-10,62.094
2023-12-11,61.1205
2023-12-12,59.0147
2023-12-13,64.4313
2023-12-14,67.0658
2023-12-15,63.7783
2023-12-16,63.7783
2023-12-17,63.7783
2023-12-18,62.5776
2023-12-19,63.6397
2023-12-20,60.429
2023-12-21,61.2278
2023-12-22,61.8649
2023-12-23,61.8649
2023-12-24,61.8649
2023-12-25,61.8649
2023-12-26,63.0173
2023-12-27,62.309
2023-12-28,62.3637
2023-12-29,60.3696
2023-12-30,60.3696
2023-12-31,60.3696
2024-01-01,60.3696
2024-01-02,61.1293
2024-01-03,57.0394
2024-01-04,57.9072
2024-01-05,57.8209
2024-01-06,57.8209
2024-01-07,57.8209
2024-01-08,59.5066
2024-01-09,58.6092
2024-01-10,58.2457
2024-01-11,56.2605
2024-01-12,54.5979
2024-01-13,54.5979
2024-01-14,54.5979
2024-01-15,54.5979
2024-01-16,52.6496
2024-01-17,52.4811
2024-01-18,53.482
2024-01-19,56.2674
2024-01-20,56.2674
2024-01-21,56.2674
2024-01-22,58.3062
2024-01-23,56.1402
2024-01-24,57.3689
2024-01-25,58.6344
2024-01-26,59.0971
2024-01-27,59.0971
2024-01-28,59.0971
2024-01-29,60.6581
2024-01-30,58.4468
2024-01-31,52.4293
2024-02-01,50.3604
2024-02-02,49.3166
2024-02-03,49.3166
2024-02-04,49.3166
2024-02-05,48.4995
2024-02-06,47.6092
2024-02-07,47.7745
2024-02-08,48.1132
2024-02-09,50.2811
2024-02-10,50.2811
2024-02-11,50.2811
2024-02-12,51.8034
2024-02-13,46.1146
2024-02-14,48.5625
2024-02-15,53.8137
2024-02-16,52.1967
2024-02-17,52.1967
2024-02-18,52.1967
2024-02-19,52.1967
2024-02-20,51.8306
2024-02-21,50.8707
2024-02-22,53.4109
2024-02-23,51.6922
2024-02-24,51.6922
2024-02-25,51.6922
2024-02-26,50.238
2024-02-27,51.4393
2024-02-28,50.0425
2024-02-29,51.8231
2024-03-01,51.5192
2024-03-02,51.5192
2024-03-03,51.5192
2024-03-04,50.5905
2024-03-05,55.1235
2024-03-06,55.0432
2024-03-07,54.9603
2024-03-08,55.1002
2024-03-09,55.1002
2024-03-10,55.1002
2024-03-11,54.9237
2024-03-12,52.9077
2024-03-13,53.3696
2024-03-14,49.9881
2024-03-15,51.6518
2024-03-16,51.6518
2024-03-17,51.6518
2024-03-18,49.8545
2024-03-19,51.3664
2024-03-20,55.1915
2024-03-21,56.748
2024-03-22,54.2072
2024-03-23,54.2072
2024-03-24,54.2072
2024-03-25,54.4183
2024-03-26,54.5628
2024-03-27,58.258
2024-03-28,58.258
2024-03-29,58.258
2024-03-30,58.258
2024-03-31,58.258
2024-04-01,51.9007
2024-04-02,48.7168
2024-04-03,47.5509
2024-04-04,51.8301
2024-04-05,51.4034
2024-04-06,51.4034
2024-04-07,51.4034
2024-04-08,52.8751
