,TPX US Equity
2020-06-04,58.2752
2020-06-05,59.8438
2020-06-06,59.8438
2020-06-07,59.8438
2020-06-08,61.5285
2020-06-09,61.8182
2020-06-10,58.0725
2020-06-11,53.3029
2020-06-12,53.5566
2020-06-13,53.5566
2020-06-14,53.5566
2020-06-15,54.591
2020-06-16,57.5444
2020-06-17,59.6742
2020-06-18,58.1529
2020-06-19,57.4204
2020-06-20,57.4204
2020-06-21,57.4204
2020-06-22,56.6082
2020-06-23,57.5897
2020-06-24,56.2481
2020-06-25,55.2701
2020-06-26,53.5916
2020-06-27,53.5916
2020-06-28,53.5916
2020-06-29,56.2327
2020-06-30,56.105
2020-07-01,56.3579
2020-07-02,55.2107
2020-07-03,55.2107
2020-07-04,55.2107
2020-07-05,55.2107
2020-07-06,56.906
2020-07-07,55.0891
2020-07-08,56.0823
2020-07-09,54.4251
2020-07-10,56.1007
2020-07-11,56.1007
2020-07-12,56.1007
2020-07-13,54.996
2020-07-14,56.6116
2020-07-15,58.9238
2020-07-16,57.1979
2020-07-17,57.1885
2020-07-18,57.1885
2020-07-19,57.1885
2020-07-20,55.224
2020-07-21,55.2996
2020-07-22,56.3076
2020-07-23,55.9615
2020-07-24,54.6896
2020-07-25,54.6896
2020-07-26,54.6896
2020-07-27,56.5874
2020-07-28,55.5657
2020-07-29,58.1724
2020-07-30,60.1802
2020-07-31,60.1056
2020-08-01,60.1056
2020-08-02,60.1056
2020-08-03,61.5296
2020-08-04,61.3949
2020-08-05,63.4304
2020-08-06,63.7521
2020-08-07,64.2536
2020-08-08,64.2536
2020-08-09,64.2536
2020-08-10,64.3707
2020-08-11,62.6831
2020-08-12,63.7111
2020-08-13,63.7623
2020-08-14,62.4328
2020-08-15,62.4328
2020-08-16,62.4328
2020-08-17,63.6623
2020-08-18,62.1628
2020-08-19,61.4535
2020-08-20,62.0997
2020-08-21,60.6567
2020-08-22,60.6567
2020-08-23,60.6567
2020-08-24,61.931
2020-08-25,60.6223
2020-08-26,61.5333
2020-08-27,60.1221
2020-08-28,59.7193
2020-08-29,59.7193
2020-08-30,59.7193
2020-08-31,58.8058
2020-09-01,60.6087
2020-09-02,61.8045
2020-09-03,53.9804
2020-09-04,53.9451
2020-09-05,53.9451
2020-09-06,53.9451
2020-09-07,53.9451
2020-09-08,54.0901
2020-09-09,55.9947
2020-09-10,56.4469
2020-09-11,57.0456
2020-09-12,57.0456
2020-09-13,57.0456
2020-09-14,63.3898
2020-09-15,64.278
2020-09-16,59.9089
2020-09-17,60.1315
2020-09-18,56.2762
2020-09-19,56.2762
2020-09-20,56.2762
2020-09-21,55.1626
2020-09-22,55.3585
2020-09-23,53.7399
2020-09-24,53.929
2020-09-25,55.751
2020-09-26,55.751
2020-09-27,55.751
2020-09-28,58.2355
2020-09-29,55.7555
2020-09-30,56.6365
2020-10-01,57.1291
2020-10-02,58.8098
2020-10-03,58.8098
2020-10-04,58.8098
2020-10-05,58.9816
2020-10-06,55.3378
2020-10-07,54.4144
2020-10-08,55.4335
2020-10-09,56.4601
2020-10-10,56.4601
2020-10-11,56.4601
2020-10-12,58.3131
2020-10-13,59.2201
2020-10-14,60.3581
2020-10-15,61.1829
2020-10-16,59.9213
2020-10-17,59.9213
2020-10-18,59.9213
2020-10-19,56.9259
2020-10-20,56.4394
2020-10-21,52.4892
2020-10-22,52.7391
2020-10-23,52.5031
2020-10-24,52.5031
2020-10-25,52.5031
2020-10-26,50.0525
2020-10-27,51.452
2020-10-28,50.3335
2020-10-29,49.4036
2020-10-30,52.7681
2020-10-31,52.7681
2020-11-01,52.7681
2020-11-02,52.7681
2020-11-03,53.0822
2020-11-04,55.2487
2020-11-05,61.5179
2020-11-06,61.1487
2020-11-07,61.1487
2020-11-08,61.1487
2020-11-09,49.7343
2020-11-10,51.2437
2020-11-11,52.7304
2020-11-12,52.5871
2020-11-13,55.6851
2020-11-14,55.6851
2020-11-15,55.6851
2020-11-16,58.6863
2020-11-17,61.3032
2020-11-18,61.2254
2020-11-19,61.9252
2020-11-20,62.1415
2020-11-21,62.1415
2020-11-22,62.1415
2020-11-23,62.186
2020-11-24,59.6498
2020-11-25,60.8455
2020-11-26,60.8455
2020-11-27,61.0341
2020-11-28,61.0341
2020-11-29,61.0341
2020-11-30,59.2145
2020-12-01,58.8223
2020-12-02,55.5398
2020-12-03,58.5564
2020-12-04,58.0877
2020-12-05,58.0877
2020-12-06,58.0877
2020-12-07,58.466
2020-12-08,55.1431
2020-12-09,55.548
2020-12-10,58.6706
2020-12-11,61.0854
2020-12-12,61.0854
2020-12-13,61.0854
2020-12-14,60.94
2020-12-15,63.9301
2020-12-16,62.7493
2020-12-17,63.5047
2020-12-18,63.7968
2020-12-19,63.7968
2020-12-20,63.7968
2020-12-21,64.5311
2020-12-22,64.7676
2020-12-23,63.2939
2020-12-24,64.9734
2020-12-25,64.9734
2020-12-26,64.9734
2020-12-27,64.9734
2020-12-28,62.088
2020-12-29,60.7444
2020-12-30,61.4416
2020-12-31,59.0149
2021-01-01,59.0149
2021-01-02,59.0149
2021-01-03,59.0149
2021-01-04,56.3688
2021-01-05,57.2501
2021-01-06,61.0483
2021-01-07,61.4595
2021-01-08,60.6948
2021-01-09,60.6948
2021-01-10,60.6948
2021-01-11,62.4663
2021-01-12,64.7661
2021-01-13,61.3807
2021-01-14,61.8426
2021-01-15,62.1857
2021-01-16,62.1857
2021-01-17,62.1857
2021-01-18,62.1857
2021-01-19,60.5472
2021-01-20,61.721
2021-01-21,61.0942
2021-01-22,61.7966
2021-01-23,61.7966
2021-01-24,61.7966
2021-01-25,59.5715
2021-01-26,56.753
2021-01-27,52.1914
2021-01-28,53.3928
2021-01-29,50.1544
2021-01-30,50.1544
2021-01-31,50.1544
2021-02-01,53.7357
2021-02-02,57.0927
2021-02-03,55.7535
2021-02-04,57.679
2021-02-05,56.7843
2021-02-06,56.7843
2021-02-07,56.7843
2021-02-08,59.7665
2021-02-09,59.6348
2021-02-10,59.696
2021-02-11,66.9558
2021-02-12,67.6659
2021-02-13,67.6659
2021-02-14,67.6659
2021-02-15,67.6659
2021-02-16,63.8385
2021-02-17,62.1629
2021-02-18,64.0667
2021-02-19,67.2424
2021-02-20,67.2424
2021-02-21,67.2424
2021-02-22,65.9475
2021-02-23,67.1736
2021-02-24,68.0675
2021-02-25,65.015
2021-02-26,65.015
2021-02-27,65.015
2021-02-28,65.015
2021-03-01,67.9291
2021-03-02,68.5774
2021-03-03,70.156
2021-03-04,63.0673
2021-03-05,66.7317
2021-03-06,66.7317
2021-03-07,66.7317
2021-03-08,68.3399
2021-03-09,67.0607
2021-03-10,67.0951
2021-03-11,67.586
2021-03-12,69.1825
2021-03-13,69.1825
2021-03-14,69.1825
2021-03-15,71.0351
2021-03-16,68.7173
2021-03-17,69.7387
2021-03-18,66.5428
2021-03-19,68.5576
2021-03-20,68.5576
2021-03-21,68.5576
2021-03-22,66.5684
2021-03-23,60.2261
2021-03-24,59.4897
2021-03-25,60.8423
2021-03-26,62.1497
2021-03-27,62.1497
2021-03-28,62.1497
2021-03-29,57.48
2021-03-30,58.7286
2021-03-31,57.6773
2021-04-01,59.3377
2021-04-02,59.3377
2021-04-03,59.3377
2021-04-04,59.3377
2021-04-05,59.5287
2021-04-06,59.7244
2021-04-07,59.3091
2021-04-08,59.33
2021-04-09,62.2204
2021-04-10,62.2204
2021-04-11,62.2204
2021-04-12,61.9989
2021-04-13,61.9011
2021-04-14,62.2093
2021-04-15,62.398
2021-04-16,63.304
2021-04-17,63.304
2021-04-18,63.304
2021-04-19,61.521
2021-04-20,59.3425
2021-04-21,61.7029
2021-04-22,60.1024
2021-04-23,62.298
2021-04-24,62.298
2021-04-25,62.298
2021-04-26,61.5084
2021-04-27,63.3669
2021-04-28,62.1804
2021-04-29,56.2228
2021-04-30,55.3381
2021-05-01,55.3381
2021-05-02,55.3381
2021-05-03,57.2849
2021-05-04,56.2878
2021-05-05,57.1986
2021-05-06,56.0827
2021-05-07,57.6726
2021-05-08,57.6726
2021-05-09,57.6726
2021-05-10,57.1931
2021-05-11,54.7445
2021-05-12,48.0962
2021-05-13,50.2318
2021-05-14,52.9806
2021-05-15,52.9806
2021-05-16,52.9806
2021-05-17,52.0672
2021-05-18,50.5226
2021-05-19,48.8728
2021-05-20,49.3138
2021-05-21,47.4219
2021-05-22,47.4219
2021-05-23,47.4219
2021-05-24,50.0808
2021-05-25,49.9527
2021-05-26,50.4509
2021-05-27,56.571
2021-05-28,54.0477
2021-05-29,54.0477
2021-05-30,54.0477
2021-05-31,54.0477
2021-06-01,55.6212
2021-06-02,53.0962
2021-06-03,52.2943
2021-06-04,53.7179
2021-06-05,53.7179
2021-06-06,53.7179
2021-06-07,54.6076
2021-06-08,55.1208
2021-06-09,54.4836
2021-06-10,53.0225
2021-06-11,55.4699
2021-06-12,55.4699
2021-06-13,55.4699
2021-06-14,53.6523
2021-06-15,52.8918
2021-06-16,51.5683
2021-06-17,49.5779
2021-06-18,49.3704
2021-06-19,49.3704
2021-06-20,49.3704
2021-06-21,50.6002
2021-06-22,50.4624
2021-06-23,49.9556
2021-06-24,51.3047
2021-06-25,53.5962
2021-06-26,53.5962
2021-06-27,53.5962
2021-06-28,53.3214
2021-06-29,53.8114
2021-06-30,54.7131
2021-07-01,60.3647
2021-07-02,61.8853
2021-07-03,61.8853
2021-07-04,61.8853
2021-07-05,61.8853
2021-07-06,56.7262
2021-07-07,56.6079
2021-07-08,52.8708
2021-07-09,55.3608
2021-07-10,55.3608
2021-07-11,55.3608
2021-07-12,56.2327
2021-07-13,53.384
2021-07-14,52.8462
2021-07-15,51.6618
2021-07-16,50.4652
2021-07-17,50.4652
2021-07-18,50.4652
2021-07-19,48.7518
2021-07-20,52.796
2021-07-21,54.7904
2021-07-22,52.2195
2021-07-23,53.1477
2021-07-24,53.1477
2021-07-25,53.1477
2021-07-26,53.3353
2021-07-27,49.1381
2021-07-28,47.7024
2021-07-29,59.3768
2021-07-30,58.9776
2021-07-31,58.9776
2021-08-01,58.9776
2021-08-02,57.4041
2021-08-03,57.4217
2021-08-04,56.7688
2021-08-05,57.5818
2021-08-06,56.2876
2021-08-07,56.2876
2021-08-08,56.2876
2021-08-09,57.0934
2021-08-10,57.3259
2021-08-11,59.2889
2021-08-12,59.0163
2021-08-13,59.3067
2021-08-14,59.3067
2021-08-15,59.3067
2021-08-16,59.3067
2021-08-17,57.196
2021-08-18,57.3037
2021-08-19,55.2896
2021-08-20,55.7038
2021-08-21,55.7038
2021-08-22,55.7038
2021-08-23,57.0305
2021-08-24,58.5154
2021-08-25,60.9725
2021-08-26,59.7927
2021-08-27,61.4185
2021-08-28,61.4185
2021-08-29,61.4185
2021-08-30,61.3544
2021-08-31,59.0567
2021-09-01,60.807
2021-09-02,61.3019
2021-09-03,61.365
2021-09-04,61.365
2021-09-05,61.365
2021-09-06,61.365
2021-09-07,60.5818
2021-09-08,61.0954
2021-09-09,64.5449
2021-09-10,63.7002
2021-09-11,63.7002
2021-09-12,63.7002
2021-09-13,64.7153
2021-09-14,63.5262
2021-09-15,64.3476
2021-09-16,63.938
2021-09-17,63.5196
2021-09-18,63.5196
2021-09-19,63.5196
2021-09-20,63.6315
2021-09-21,65.1995
2021-09-22,67.7331
2021-09-23,67.4081
2021-09-24,66.8278
2021-09-25,66.8278
2021-09-26,66.8278
2021-09-27,66.9749
2021-09-28,62.4725
2021-09-29,62.1972
2021-09-30,55.4783
2021-10-01,55.7969
2021-10-02,55.7969
2021-10-03,55.7969
2021-10-04,52.7686
2021-10-05,51.7685
2021-10-06,51.6104
2021-10-07,53.8277
2021-10-08,50.6675
2021-10-09,50.6675
2021-10-10,50.6675
2021-10-11,50.1196
2021-10-12,49.6566
2021-10-13,47.7116
2021-10-14,50.737
2021-10-15,49.5746
2021-10-16,49.5746
2021-10-17,49.5746
2021-10-18,54.9424
2021-10-19,53.6736
2021-10-20,55.6628
2021-10-21,57.8511
2021-10-22,58.1833
2021-10-23,58.1833
2021-10-24,58.1833
2021-10-25,58.3047
2021-10-26,56.9035
2021-10-27,54.2082
2021-10-28,49.236
2021-10-29,47.6832
2021-10-30,47.6832
2021-10-31,47.6832
2021-11-01,49.3361
2021-11-02,47.4896
2021-11-03,49.8801
2021-11-04,49.3876
2021-11-05,49.5308
2021-11-06,49.5308
2021-11-07,49.5308
2021-11-08,48.8163
2021-11-09,48.069
2021-11-10,46.2109
2021-11-11,45.7398
2021-11-12,49.4409
2021-11-13,49.4409
2021-11-14,49.4409
2021-11-15,50.5063
2021-11-16,52.7386
2021-11-17,47.9226
2021-11-18,47.708
2021-11-19,47.081
2021-11-20,47.081
2021-11-21,47.081
2021-11-22,47.361
2021-11-23,46.9045
2021-11-24,46.7879
2021-11-25,46.7879
2021-11-26,42.3238
2021-11-27,42.3238
2021-11-28,42.3238
2021-11-29,43.3132
2021-11-30,44.4018
2021-12-01,45.8802
2021-12-02,50.6894
2021-12-03,47.4201
2021-12-04,47.4201
2021-12-05,47.4201
2021-12-06,51.942
2021-12-07,52.0713
2021-12-08,53.089
2021-12-09,50.3119
2021-12-10,50.4487
2021-12-11,50.4487
2021-12-12,50.4487
2021-12-13,52.8652
2021-12-14,53.3102
2021-12-15,56.5312
2021-12-16,54.1066
2021-12-17,52.0537
2021-12-18,52.0537
2021-12-19,52.0537
2021-12-20,49.8783
2021-12-21,51.9305
2021-12-22,54.0256
2021-12-23,53.4584
2021-12-24,53.4584
2021-12-25,53.4584
2021-12-26,53.4584
2021-12-27,55.2095
2021-12-28,55.6173
2021-12-29,56.9993
2021-12-30,54.6327
2021-12-31,54.7324
2022-01-01,54.7324
2022-01-02,54.7324
2022-01-03,55.5906
2022-01-04,57.6431
2022-01-05,53.4452
2022-01-06,54.0473
2022-01-07,48.0716
2022-01-08,48.0716
2022-01-09,48.0716
2022-01-10,46.7061
2022-01-11,47.73
2022-01-12,47.1383
2022-01-13,45.5324
2022-01-14,41.8251
2022-01-15,41.8251
2022-01-16,41.8251
2022-01-17,41.8251
2022-01-18,39.293
2022-01-19,38.4772
2022-01-20,36.6465
2022-01-21,35.4598
2022-01-22,35.4598
2022-01-23,35.4598
2022-01-24,39.1473
2022-01-25,38.9228
2022-01-26,36.8985
2022-01-27,34.0743
2022-01-28,38.4092
2022-01-29,38.4092
2022-01-30,38.4092
2022-01-31,41.7706
2022-02-01,42.6244
2022-02-02,42.6756
2022-02-03,41.2124
2022-02-04,41.6958
2022-02-05,41.6958
2022-02-06,41.6958
2022-02-07,41.9973
2022-02-08,43.9598
2022-02-09,47.435
2022-02-10,45.1357
2022-02-11,44.0716
2022-02-12,44.0716
2022-02-13,44.0716
2022-02-14,43.4601
2022-02-15,43.7829
2022-02-16,42.2445
2022-02-17,38.5346
2022-02-18,38.8746
2022-02-19,38.8746
2022-02-20,38.8746
2022-02-21,38.8746
2022-02-22,28.8673
2022-02-23,32.8983
2022-02-24,35.2365
2022-02-25,37.4683
2022-02-26,37.4683
2022-02-27,37.4683
2022-02-28,36.4546
2022-03-01,35.0221
2022-03-02,38.3837
2022-03-03,37.972
2022-03-04,37.0696
2022-03-05,37.0696
2022-03-06,37.0696
2022-03-07,33.172
2022-03-08,35.4683
2022-03-09,37.6027
2022-03-10,38.9742
2022-03-11,38.1837
2022-03-12,38.1837
2022-03-13,38.1837
2022-03-14,37.0372
2022-03-15,39.481
2022-03-16,41.8746
2022-03-17,42.5407
2022-03-18,44.6446
2022-03-19,44.6446
2022-03-20,44.6446
2022-03-21,43.3345
2022-03-22,43.1688
2022-03-23,39.6867
2022-03-24,39.6596
2022-03-25,38.384
2022-03-26,38.384
2022-03-27,38.384
2022-03-28,37.9541
2022-03-29,40.8659
2022-03-30,38.4244
2022-03-31,37.048
2022-04-01,37.3302
2022-04-02,37.3302
2022-04-03,37.3302
2022-04-04,38.0155
2022-04-05,37.891
2022-04-06,38.0077
2022-04-07,37.6421
2022-04-08,39.0729
2022-04-09,39.0729
2022-04-10,39.0729
2022-04-11,38.8385
2022-04-12,40.3681
2022-04-13,40.117
2022-04-14,39.5069
2022-04-15,39.5069
2022-04-16,39.5069
2022-04-17,39.5069
2022-04-18,39.2496
2022-04-19,42.674
2022-04-20,42.5992
2022-04-21,40.4041
2022-04-22,39.1181
2022-04-23,39.1181
2022-04-24,39.1181
2022-04-25,41.412
2022-04-26,38.994
2022-04-27,38.1706
2022-04-28,42.1867
2022-04-29,40.0218
2022-04-30,40.0218
2022-05-01,40.0218
2022-05-02,42.2262
2022-05-03,42.817
2022-05-04,45.0493
2022-05-05,42.7647
2022-05-06,41.9502
2022-05-07,41.9502
2022-05-08,41.9502
2022-05-09,40.5396
2022-05-10,39.0504
2022-05-11,37.1355
2022-05-12,39.4336
2022-05-13,42.1673
2022-05-14,42.1673
2022-05-15,42.1673
2022-05-16,41.2626
2022-05-17,43.0872
2022-05-18,40.3291
2022-05-19,40.0416
2022-05-20,39.9598
2022-05-21,39.9598
2022-05-22,39.9598
2022-05-23,40.1118
2022-05-24,38.0366
2022-05-25,40.7752
2022-05-26,43.7064
2022-05-27,44.7189
2022-05-28,44.7189
2022-05-29,44.7189
2022-05-30,44.7189
2022-05-31,44.6434
2022-06-01,41.5074
2022-06-02,43.9557
2022-06-03,42.556
2022-06-04,42.556
2022-06-05,42.556
2022-06-06,43.359
2022-06-07,42.5092
2022-06-08,42.1276
2022-06-09,40.8101
2022-06-10,37.9665
2022-06-11,37.9665
2022-06-12,37.9665
2022-06-13,37.1738
2022-06-14,36.808
2022-06-15,40.0951
2022-06-16,36.514
2022-06-17,38.6703
2022-06-18,38.6703
2022-06-19,38.6703
2022-06-20,38.6703
2022-06-21,38.6387
2022-06-22,39.5325
2022-06-23,41.9803
2022-06-24,44.6077
2022-06-25,44.6077
2022-06-26,44.6077
2022-06-27,43.6858
2022-06-28,42.4869
2022-06-29,41.0052
2022-06-30,40.5007
2022-07-01,40.3062
2022-07-02,40.3062
2022-07-03,40.3062
2022-07-04,40.3062
2022-07-05,44.2363
2022-07-06,42.4746
2022-07-07,44.1929
2022-07-08,43.9823
2022-07-09,43.9823
2022-07-10,43.9823
2022-07-11,43.7471
2022-07-12,44.8406
2022-07-13,45.5033
2022-07-14,44.3377
2022-07-15,45.1828
2022-07-16,45.1828
2022-07-17,45.1828
2022-07-18,46.1347
2022-07-19,48.7919
2022-07-20,50.4219
2022-07-21,51.7267
2022-07-22,51.396
2022-07-23,51.396
2022-07-24,51.396
2022-07-25,50.6486
2022-07-26,48.5339
2022-07-27,51.0987
2022-07-28,54.5661
2022-07-29,56.2248
2022-07-30,56.2248
2022-07-31,56.2248
2022-08-01,56.9747
2022-08-02,54.609
2022-08-03,56.0672
2022-08-04,55.8488
2022-08-05,54.8543
2022-08-06,54.8543
2022-08-07,54.8543
2022-08-08,56.7996
2022-08-09,53.1893
2022-08-10,55.6367
2022-08-11,57.2071
2022-08-12,57.9567
2022-08-13,57.9567
2022-08-14,57.9567
2022-08-15,58.0389
2022-08-16,59.6703
2022-08-17,57.1148
2022-08-18,57.3272
2022-08-19,54.5594
2022-08-20,54.5594
2022-08-21,54.5594
2022-08-22,52.1144
2022-08-23,52.0884
2022-08-24,51.7682
2022-08-25,52.299
2022-08-26,49.0793
2022-08-27,49.0793
2022-08-28,49.0793
2022-08-29,48.4671
2022-08-30,48.8521
2022-08-31,46.8353
2022-09-01,47.9468
2022-09-02,46.6029
2022-09-03,46.6029
2022-09-04,46.6029
2022-09-05,46.6029
2022-09-06,45.3881
2022-09-07,52.9026
2022-09-08,52.4036
2022-09-09,54.3046
2022-09-10,54.3046
2022-09-11,54.3046
2022-09-12,55.151
2022-09-13,53.5966
2022-09-14,54.0748
2022-09-15,54.3909
2022-09-16,51.5133
2022-09-17,51.5133
2022-09-18,51.5133
2022-09-19,53.2685
2022-09-20,50.8475
2022-09-21,50.3159
2022-09-22,46.6574
2022-09-23,45.919
2022-09-24,45.919
2022-09-25,45.919
2022-09-26,45.2263
2022-09-27,45.6359
2022-09-28,48.4012
2022-09-29,45.2127
2022-09-30,44.7204
2022-10-01,44.7204
2022-10-02,44.7204
2022-10-03,48.0634
2022-10-04,52.4055
2022-10-05,52.6861
2022-10-06,53.4898
2022-10-07,51.7513
2022-10-08,51.7513
2022-10-09,51.7513
2022-10-10,51.3792
2022-10-11,49.1093
2022-10-12,49.6384
2022-10-13,48.8245
2022-10-14,46.7523
2022-10-15,46.7523
2022-10-16,46.7523
2022-10-17,50.0042
2022-10-18,51.8058
2022-10-19,49.4435
2022-10-20,48.836
2022-10-21,51.8215
2022-10-22,51.8215
2022-10-23,51.8215
2022-10-24,52.724
2022-10-25,55.0096
2022-10-26,54.6993
2022-10-27,51.0193
2022-10-28,52.2175
2022-10-29,52.2175
2022-10-30,52.2175
2022-10-31,51.2384
2022-11-01,51.4167
2022-11-02,46.584
2022-11-03,51.3624
2022-11-04,55.4627
2022-11-05,55.4627
2022-11-06,55.4627
2022-11-07,56.2728
2022-11-08,56.7295
2022-11-09,56.7499
2022-11-10,60.4572
2022-11-11,62.2606
2022-11-12,62.2606
2022-11-13,62.2606
2022-11-14,58.8691
2022-11-15,61.2585
2022-11-16,59.0066
2022-11-17,57.7831
2022-11-18,57.8937
2022-11-19,57.8937
2022-11-20,57.8937
2022-11-21,57.4526
2022-11-22,58.3978
2022-11-23,58.994
2022-11-24,58.994
2022-11-25,57.8595
2022-11-26,57.8595
2022-11-27,57.8595
2022-11-28,57.5523
2022-11-29,56.0686
2022-11-30,58.0729
2022-12-01,58.729
2022-12-02,58.6993
2022-12-03,58.6993
2022-12-04,58.6993
2022-12-05,56.9999
2022-12-06,57.4249
2022-12-07,57.1175
2022-12-08,59.0668
2022-12-09,58.9379
2022-12-10,58.9379
2022-12-11,58.9379
2022-12-12,58.5086
2022-12-13,60.6309
2022-12-14,62.3653
2022-12-15,62.2252
2022-12-16,60.1638
2022-12-17,60.1638
2022-12-18,60.1638
2022-12-19,59.1333
2022-12-20,59.2537
2022-12-21,61.0339
2022-12-22,61.5895
2022-12-23,62.5783
2022-12-24,62.5783
2022-12-25,62.5783
2022-12-26,62.5783
2022-12-27,63.261
2022-12-28,59.8715
2022-12-29,60.48
2022-12-30,60.7509
2022-12-31,60.7509
2023-01-01,60.7509
2023-01-02,60.7509
2023-01-03,58.6343
2023-01-04,61.508
2023-01-05,61.2047
2023-01-06,63.2884
2023-01-07,63.2884
2023-01-08,63.2884
2023-01-09,64.3349
2023-01-10,67.5886
2023-01-11,69.6642
2023-01-12,69.5054
2023-01-13,70.78
2023-01-14,70.78
2023-01-15,70.78
2023-01-16,70.78
2023-01-17,67.2066
2023-01-18,65.4048
2023-01-19,61.8998
2023-01-20,64.1126
2023-01-21,64.1126
2023-01-22,64.1126
2023-01-23,65.519
2023-01-24,63.2326
2023-01-25,62.7521
2023-01-26,63.8088
2023-01-27,65.7607
2023-01-28,65.7607
2023-01-29,65.7607
2023-01-30,65.0421
2023-01-31,67.0708
2023-02-01,70.4846
2023-02-02,72.454
2023-02-03,69.8703
2023-02-04,69.8703
2023-02-05,69.8703
2023-02-06,64.8912
2023-02-07,65.0892
2023-02-08,62.1006
2023-02-09,62.9016
2023-02-10,61.12
2023-02-11,61.12
2023-02-12,61.12
2023-02-13,61.2336
2023-02-14,61.4472
2023-02-15,64.2106
2023-02-16,63.9243
2023-02-17,64.3084
2023-02-18,64.3084
2023-02-19,64.3084
2023-02-20,64.3084
2023-02-21,59.3004
2023-02-22,61.1334
2023-02-23,63.0908
2023-02-24,62.2124
2023-02-25,62.2124
2023-02-26,62.2124
2023-02-27,62.089
2023-02-28,62.2439
2023-03-01,62.3036
2023-03-02,62.6905
2023-03-03,62.0663
2023-03-04,62.0663
2023-03-05,62.0663
2023-03-06,59.676
2023-03-07,58.0248
2023-03-08,58.5703
2023-03-09,53.676
2023-03-10,50.9112
2023-03-11,50.9112
2023-03-12,50.9112
2023-03-13,48.9676
2023-03-14,49.1327
2023-03-15,46.8336
2023-03-16,47.1823
2023-03-17,42.8466
2023-03-18,42.8466
2023-03-19,42.8466
2023-03-20,45.8107
