,AAWW US Equity
2020-07-29,65.4626
2020-07-30,65.7989
2020-07-31,66.5803
2020-08-01,66.5803
2020-08-02,66.5803
2020-08-03,68.0111
2020-08-04,70.5655
2020-08-05,72.4803
2020-08-06,68.8186
2020-08-07,71.5302
2020-08-08,71.5302
2020-08-09,71.5302
2020-08-10,72.2804
2020-08-11,71.9905
2020-08-12,72.1593
2020-08-13,72.2231
2020-08-14,72.2231
2020-08-15,72.2231
2020-08-16,72.2231
2020-08-17,70.2298
2020-08-18,68.4916
2020-08-19,68.8242
2020-08-20,69.0383
2020-08-21,65.7907
2020-08-22,65.7907
2020-08-23,65.7907
2020-08-24,65.2376
2020-08-25,64.9429
2020-08-26,62.3917
2020-08-27,62.5078
2020-08-28,63.6538
2020-08-29,63.6538
2020-08-30,63.6538
2020-08-31,61.6787
2020-09-01,63.157
2020-09-02,62.287
2020-09-03,58.034
2020-09-04,58.8099
2020-09-05,58.8099
2020-09-06,58.8099
2020-09-07,58.8099
2020-09-08,54.5902
2020-09-09,57.516
2020-09-10,59.8643
2020-09-11,59.3914
2020-09-12,59.3914
2020-09-13,59.3914
2020-09-14,60.4919
2020-09-15,62.9697
2020-09-16,65.0474
2020-09-17,65.0244
2020-09-18,65.171
2020-09-19,65.171
2020-09-20,65.171
2020-09-21,60.2318
2020-09-22,62.0512
2020-09-23,62.3592
2020-09-24,62.2002
2020-09-25,61.5051
2020-09-26,61.5051
2020-09-27,61.5051
2020-09-28,64.4126
2020-09-29,61.9469
2020-09-30,61.0956
2020-10-01,63.6774
2020-10-02,65.0537
2020-10-03,65.0537
2020-10-04,65.0537
2020-10-05,66.8536
2020-10-06,63.6209
2020-10-07,67.1163
2020-10-08,67.5485
2020-10-09,67.8682
2020-10-10,67.8682
2020-10-11,67.8682
2020-10-12,67.0258
2020-10-13,65.9052
2020-10-14,67.434
2020-10-15,64.9425
2020-10-16,62.6355
2020-10-17,62.6355
2020-10-18,62.6355
2020-10-19,59.3048
2020-10-20,58.51
2020-10-21,56.1926
2020-10-22,57.5377
2020-10-23,56.0665
2020-10-24,56.0665
2020-10-25,56.0665
2020-10-26,54.7517
2020-10-27,54.4074
2020-10-28,49.9484
2020-10-29,52.8303
2020-10-30,49.1006
2020-10-31,49.1006
2020-11-01,49.1006
2020-11-02,53.1687
2020-11-03,53.6232
2020-11-04,53.5392
2020-11-05,54.0896
2020-11-06,50.8871
2020-11-07,50.8871
2020-11-08,50.8871
2020-11-09,39.8569
2020-11-10,39.1062
2020-11-11,39.6502
2020-11-12,41.0756
2020-11-13,44.4317
2020-11-14,44.4317
2020-11-15,44.4317
2020-11-16,45.0061
2020-11-17,47.0391
2020-11-18,46.4053
2020-11-19,44.6742
2020-11-20,43.2222
2020-11-21,43.2222
2020-11-22,43.2222
2020-11-23,44.2143
2020-11-24,47.6448
2020-11-25,47.1919
2020-11-26,47.1919
2020-11-27,47.6624
2020-11-28,47.6624
2020-11-29,47.6624
2020-11-30,46.9591
2020-12-01,45.3095
2020-12-02,44.9147
2020-12-03,47.6369
2020-12-04,48.2033
2020-12-05,48.2033
2020-12-06,48.2033
2020-12-07,46.9953
2020-12-08,46.2062
2020-12-09,47.5088
2020-12-10,47.9973
2020-12-11,46.752
2020-12-12,46.752
2020-12-13,46.752
2020-12-14,45.6739
2020-12-15,48.5332
2020-12-16,47.5136
2020-12-17,48.3017
2020-12-18,47.1638
2020-12-19,47.1638
2020-12-20,47.1638
2020-12-21,47.3747
2020-12-22,48.6465
2020-12-23,48.0459
2020-12-24,48.7549
2020-12-25,48.7549
2020-12-26,48.7549
2020-12-27,48.7549
2020-12-28,46.5475
2020-12-29,45.206
2020-12-30,46.3809
2020-12-31,46.2631
2021-01-01,46.2631
2021-01-02,46.2631
2021-01-03,46.2631
2021-01-04,47.924
2021-01-05,45.2035
2021-01-06,44.1819
2021-01-07,41.1861
2021-01-08,40.5762
2021-01-09,40.5762
2021-01-10,40.5762
2021-01-11,41.8696
2021-01-12,43.7385
2021-01-13,46.0893
2021-01-14,47.9944
2021-01-15,45.9614
2021-01-16,45.9614
2021-01-17,45.9614
2021-01-18,45.9614
2021-01-19,44.9999
2021-01-20,44.2373
2021-01-21,44.3618
2021-01-22,47.0138
2021-01-23,47.0138
2021-01-24,47.0138
2021-01-25,46.4501
2021-01-26,50.2317
2021-01-27,49.9709
2021-01-28,46.1802
2021-01-29,44.3897
2021-01-30,44.3897
2021-01-31,44.3897
2021-02-01,48.8304
2021-02-02,45.944
2021-02-03,45.1508
2021-02-04,47.3393
2021-02-05,48.4816
2021-02-06,48.4816
2021-02-07,48.4816
2021-02-08,48.2484
2021-02-09,51.9539
2021-02-10,51.6016
2021-02-11,49.4511
2021-02-12,52.4594
2021-02-13,52.4594
2021-02-14,52.4594
2021-02-15,52.4594
2021-02-16,50.7097
2021-02-17,52.0558
2021-02-18,53.771
2021-02-19,60.6966
2021-02-20,60.6966
2021-02-21,60.6966
2021-02-22,56.9072
2021-02-23,53.5422
2021-02-24,55.1357
2021-02-25,50.8142
2021-02-26,49.5633
2021-02-27,49.5633
2021-02-28,49.5633
2021-03-01,49.8216
2021-03-02,51.5115
2021-03-03,52.3352
2021-03-04,49.4613
2021-03-05,52.7478
2021-03-06,52.7478
2021-03-07,52.7478
2021-03-08,52.341
2021-03-09,53.9132
2021-03-10,56.1
2021-03-11,57.5394
2021-03-12,55.4336
2021-03-13,55.4336
2021-03-14,55.4336
2021-03-15,54.5775
2021-03-16,52.7049
2021-03-17,53.7609
2021-03-18,52.9214
2021-03-19,53.6569
2021-03-20,53.6569
2021-03-21,53.6569
2021-03-22,54.0415
2021-03-23,50.6664
2021-03-24,47.7075
2021-03-25,48.3575
2021-03-26,52.0945
2021-03-27,52.0945
2021-03-28,52.0945
2021-03-29,52.5628
2021-03-30,54.122
2021-03-31,54.8828
2021-04-01,55.8793
2021-04-02,55.8793
2021-04-03,55.8793
2021-04-04,55.8793
2021-04-05,57.5962
2021-04-06,59.439
2021-04-07,55.5212
2021-04-08,55.6066
2021-04-09,56.7245
2021-04-10,56.7245
2021-04-11,56.7245
2021-04-12,58.4493
2021-04-13,58.8471
2021-04-14,59.5194
2021-04-15,60.2731
2021-04-16,61.6133
2021-04-17,61.6133
2021-04-18,61.6133
2021-04-19,62.1709
2021-04-20,62.2635
2021-04-21,61.0463
2021-04-22,59.5924
2021-04-23,61.6676
2021-04-24,61.6676
2021-04-25,61.6676
2021-04-26,60.9119
2021-04-27,62.9131
2021-04-28,63.5184
2021-04-29,62.7241
2021-04-30,60.3041
2021-05-01,60.3041
2021-05-02,60.3041
2021-05-03,63.4618
2021-05-04,61.736
2021-05-05,63.8392
2021-05-06,63.6229
2021-05-07,66.4648
2021-05-08,66.4648
2021-05-09,66.4648
2021-05-10,65.0227
2021-05-11,62.989
2021-05-12,59.7138
2021-05-13,62.6589
2021-05-14,63.7104
2021-05-15,63.7104
2021-05-16,63.7104
2021-05-17,64.4255
2021-05-18,63.1934
2021-05-19,64.1184
2021-05-20,62.8455
2021-05-21,62.5007
2021-05-22,62.5007
2021-05-23,62.5007
2021-05-24,62.4023
2021-05-25,60.7212
2021-05-26,62.9101
2021-05-27,63.5636
2021-05-28,62.2467
2021-05-29,62.2467
2021-05-30,62.2467
2021-05-31,62.2467
2021-06-01,62.4078
2021-06-02,60.898
2021-06-03,60.8146
2021-06-04,60.5358
2021-06-05,60.5358
2021-06-06,60.5358
2021-06-07,60.8641
2021-06-08,60.5921
2021-06-09,59.8997
2021-06-10,59.2691
2021-06-11,60.1216
2021-06-12,60.1216
2021-06-13,60.1216
2021-06-14,57.3343
2021-06-15,57.6076
2021-06-16,53.7761
2021-06-17,51.9474
2021-06-18,45.3962
2021-06-19,45.3962
2021-06-20,45.3962
2021-06-21,47.3741
2021-06-22,48.2688
2021-06-23,48.8127
2021-06-24,50.2856
2021-06-25,47.7487
2021-06-26,47.7487
2021-06-27,47.7487
2021-06-28,46.2591
2021-06-29,48.3292
2021-06-30,47.835
2021-07-01,48.3231
2021-07-02,49.4389
2021-07-03,49.4389
2021-07-04,49.4389
2021-07-05,49.4389
2021-07-06,45.4331
2021-07-07,44.635
2021-07-08,43.7732
2021-07-09,47.9699
2021-07-10,47.9699
2021-07-11,47.9699
2021-07-12,47.9891
2021-07-13,45.4161
2021-07-14,45.5984
2021-07-15,44.8581
2021-07-16,41.7743
2021-07-17,41.7743
2021-07-18,41.7743
2021-07-19,40.792
2021-07-20,44.0057
2021-07-21,45.108
2021-07-22,44.0937
2021-07-23,45.6683
2021-07-24,45.6683
2021-07-25,45.6683
2021-07-26,46.9695
2021-07-27,46.448
2021-07-28,47.4878
2021-07-29,50.094
2021-07-30,48.5412
2021-07-31,48.5412
2021-08-01,48.5412
2021-08-02,47.051
2021-08-03,49.7253
2021-08-04,49.3787
2021-08-05,55.114
2021-08-06,58.6816
2021-08-07,58.6816
2021-08-08,58.6816
2021-08-09,57.5935
2021-08-10,57.2275
2021-08-11,59.023
2021-08-12,60.5643
2021-08-13,63.4238
2021-08-14,63.4238
2021-08-15,63.4238
2021-08-16,65.0199
2021-08-17,64.425
2021-08-18,59.4447
2021-08-19,56.9851
2021-08-20,60.0228
2021-08-21,60.0228
2021-08-22,60.0228
2021-08-23,57.1425
2021-08-24,56.8212
2021-08-25,56.5289
2021-08-26,54.4987
2021-08-27,55.4011
2021-08-28,55.4011
2021-08-29,55.4011
2021-08-30,54.7565
2021-08-31,54.1789
2021-09-01,54.7837
2021-09-02,55.3454
2021-09-03,54.6829
2021-09-04,54.6829
2021-09-05,54.6829
2021-09-06,54.6829
2021-09-07,55.0539
2021-09-08,52.9737
2021-09-09,53.4553
2021-09-10,55.1788
2021-09-11,55.1788
2021-09-12,55.1788
2021-09-13,53.4854
2021-09-14,57.0694
2021-09-15,59.4517
2021-09-16,61.5733
2021-09-17,55.9752
2021-09-18,55.9752
2021-09-19,55.9752
2021-09-20,53.5387
2021-09-21,50.6818
2021-09-22,52.8532
2021-09-23,57.7157
2021-09-24,58.8743
2021-09-25,58.8743
2021-09-26,58.8743
2021-09-27,63.172
2021-09-28,64.3472
2021-09-29,65.9202
2021-09-30,60.071
2021-10-01,61.8707
2021-10-02,61.8707
2021-10-03,61.8707
2021-10-04,62.5461
2021-10-05,63.8519
2021-10-06,61.536
2021-10-07,60.0801
2021-10-08,57.7254
2021-10-09,57.7254
2021-10-10,57.7254
2021-10-11,55.6862
2021-10-12,52.8839
2021-10-13,54.0274
2021-10-14,54.323
2021-10-15,53.2742
2021-10-16,53.2742
2021-10-17,53.2742
2021-10-18,53.7856
2021-10-19,51.5505
2021-10-20,52.5127
2021-10-21,55.0817
2021-10-22,55.8846
2021-10-23,55.8846
2021-10-24,55.8846
2021-10-25,57.3673
2021-10-26,56.7565
2021-10-27,53.7078
2021-10-28,55.4565
2021-10-29,55.1982
2021-10-30,55.1982
2021-10-31,55.1982
2021-11-01,58.0621
2021-11-02,58.5623
2021-11-03,63.0588
2021-11-04,64.1618
2021-11-05,58.7622
2021-11-06,58.7622
2021-11-07,58.7622
2021-11-08,59.1838
2021-11-09,56.1174
2021-11-10,55.5005
2021-11-11,57.2506
2021-11-12,57.5173
2021-11-13,57.5173
2021-11-14,57.5173
2021-11-15,59.6923
2021-11-16,59.9662
2021-11-17,60.5819
2021-11-18,61.7288
2021-11-19,61.6303
2021-11-20,61.6303
2021-11-21,61.6303
2021-11-22,64.4653
2021-11-23,66.5379
2021-11-24,65.3137
2021-11-25,65.3137
2021-11-26,62.2774
2021-11-27,62.2774
2021-11-28,62.2774
2021-11-29,59.7424
2021-11-30,55.428
2021-12-01,52.7041
2021-12-02,53.6642
2021-12-03,54.3113
2021-12-04,54.3113
2021-12-05,54.3113
2021-12-06,54.549
2021-12-07,55.1922
2021-12-08,54.5082
2021-12-09,53.7333
2021-12-10,54.3671
2021-12-11,54.3671
2021-12-12,54.3671
2021-12-13,52.7688
2021-12-14,54.422
2021-12-15,54.9862
2021-12-16,56.4726
2021-12-17,53.7783
2021-12-18,53.7783
2021-12-19,53.7783
2021-12-20,54.6432
2021-12-21,56.0931
2021-12-22,58.7728
2021-12-23,59.3691
2021-12-24,59.3691
2021-12-25,59.3691
2021-12-26,59.3691
2021-12-27,60.2115
2021-12-28,60.5724
2021-12-29,61.4096
2021-12-30,60.4938
2021-12-31,61.5068
2022-01-01,61.5068
2022-01-02,61.5068
2022-01-03,62.2999
2022-01-04,63.3968
2022-01-05,56.1185
2022-01-06,52.2996
2022-01-07,51.2055
2022-01-08,51.2055
2022-01-09,51.2055
2022-01-10,48.2473
2022-01-11,49.9395
2022-01-12,48.192
2022-01-13,49.0319
2022-01-14,43.7945
2022-01-15,43.7945
2022-01-16,43.7945
2022-01-17,43.7945
2022-01-18,42.9009
2022-01-19,40.0936
2022-01-20,38.8839
2022-01-21,40.2125
2022-01-22,40.2125
2022-01-23,40.2125
2022-01-24,41.6429
2022-01-25,40.506
2022-01-26,39.4823
2022-01-27,38.3988
2022-01-28,38.1405
2022-01-29,38.1405
2022-01-30,38.1405
2022-01-31,44.8026
2022-02-01,47.1025
2022-02-02,45.6708
2022-02-03,44.6508
2022-02-04,41.4482
2022-02-05,41.4482
2022-02-06,41.4482
2022-02-07,43.5492
2022-02-08,43.8432
2022-02-09,46.2643
2022-02-10,43.993
2022-02-11,42.1536
2022-02-12,42.1536
2022-02-13,42.1536
2022-02-14,42.6685
2022-02-15,44.8341
2022-02-16,45.6728
2022-02-17,43.5639
2022-02-18,45.3783
2022-02-19,45.3783
2022-02-20,45.3783
2022-02-21,45.3783
2022-02-22,41.371
2022-02-23,42.516
2022-02-24,42.516
2022-02-25,44.8607
2022-02-26,44.8607
2022-02-27,44.8607
2022-02-28,46.4438
2022-03-01,48.9271
2022-03-02,49.4645
2022-03-03,49.25
2022-03-04,51.312
2022-03-05,51.312
2022-03-06,51.312
2022-03-07,47.9012
2022-03-08,49.3406
2022-03-09,51.2604
2022-03-10,51.2481
2022-03-11,49.7477
2022-03-12,49.7477
2022-03-13,49.7477
2022-03-14,49.5753
2022-03-15,53.4695
2022-03-16,53.1708
2022-03-17,54.3076
2022-03-18,57.7582
2022-03-19,57.7582
2022-03-20,57.7582
2022-03-21,54.7937
2022-03-22,55.6801
2022-03-23,55.4125
2022-03-24,57.2816
2022-03-25,57.7295
2022-03-26,57.7295
2022-03-27,57.7295
2022-03-28,57.8888
2022-03-29,57.7537
2022-03-30,57.0345
2022-03-31,54.0567
2022-04-01,48.6216
2022-04-02,48.6216
2022-04-03,48.6216
2022-04-04,48.0332
2022-04-05,39.6203
2022-04-06,37.0136
2022-04-07,34.896
2022-04-08,34.0152
2022-04-09,34.0152
2022-04-10,34.0152
2022-04-11,33.8538
2022-04-12,35.3302
2022-04-13,37.2791
2022-04-14,37.4552
2022-04-15,37.4552
2022-04-16,37.4552
2022-04-17,37.4552
2022-04-18,38.0775
2022-04-19,40.9672
2022-04-20,39.7304
2022-04-21,39.6854
2022-04-22,38.6109
2022-04-23,38.6109
2022-04-24,38.6109
2022-04-25,39.6758
2022-04-26,38.3988
2022-04-27,38.243
2022-04-28,41.3824
2022-04-29,40.5568
2022-04-30,40.5568
2022-05-01,40.5568
2022-05-02,40.7606
2022-05-03,42.4373
2022-05-04,45.7
2022-05-05,44.864
2022-05-06,43.9654
2022-05-07,43.9654
2022-05-08,43.9654
2022-05-09,42.4769
2022-05-10,42.175
2022-05-11,41.6068
2022-05-12,41.275
2022-05-13,43.6165
2022-05-14,43.6165
2022-05-15,43.6165
2022-05-16,42.9825
2022-05-17,47.6209
2022-05-18,43.4681
2022-05-19,41.291
2022-05-20,39.3857
2022-05-21,39.3857
2022-05-22,39.3857
2022-05-23,42.1071
2022-05-24,40.9693
2022-05-25,42.5476
2022-05-26,44.6427
2022-05-27,46.2292
2022-05-28,46.2292
2022-05-29,46.2292
2022-05-30,46.2292
2022-05-31,46.2179
2022-06-01,45.5878
2022-06-02,47.912
2022-06-03,47.0517
2022-06-04,47.0517
2022-06-05,47.0517
2022-06-06,49.037
2022-06-07,49.6066
2022-06-08,47.0945
2022-06-09,44.1226
2022-06-10,41.9906
2022-06-11,41.9906
2022-06-12,41.9906
2022-06-13,40.5238
2022-06-14,40.988
2022-06-15,42.7784
2022-06-16,40.0041
2022-06-17,39.848
2022-06-18,39.848
2022-06-19,39.848
2022-06-20,39.848
2022-06-21,40.9651
2022-06-22,39.9619
2022-06-23,41.5925
2022-06-24,42.298
2022-06-25,42.298
2022-06-26,42.298
2022-06-27,44.3402
2022-06-28,43.5999
2022-06-29,41.4202
2022-06-30,40.2979
2022-07-01,39.9884
2022-07-02,39.9884
2022-07-03,39.9884
2022-07-04,39.9884
2022-07-05,40.2667
2022-07-06,37.5739
2022-07-07,40.5992
2022-07-08,41.7701
2022-07-09,41.7701
2022-07-10,41.7701
2022-07-11,40.4717
2022-07-12,40.3946
2022-07-13,40.0342
2022-07-14,40.0688
2022-07-15,42.1229
2022-07-16,42.1229
2022-07-17,42.1229
2022-07-18,44.5832
2022-07-19,51.2073
2022-07-20,52.4846
2022-07-21,52.4846
2022-07-22,54.0673
2022-07-23,54.0673
2022-07-24,54.0673
2022-07-25,54.0068
2022-07-26,53.7423
2022-07-27,56.1345
2022-07-28,58.4887
2022-07-29,61.281
2022-07-30,61.281
2022-07-31,61.281
2022-08-01,69.1791
2022-08-02,70.7614
2022-08-03,75.8357
2022-08-04,77.1315
2022-08-05,76.9877
2022-08-06,76.9877
2022-08-07,76.9877
2022-08-08,77.142
2022-08-09,77.344
2022-08-10,77.4311
2022-08-11,76.7083
2022-08-12,76.5441
2022-08-13,76.5441
2022-08-14,76.5441
2022-08-15,76.0053
2022-08-16,76.1302
2022-08-17,76.1581
2022-08-18,76.2272
2022-08-19,75.9051
2022-08-20,75.9051
2022-08-21,75.9051
2022-08-22,75.7105
2022-08-23,75.5302
2022-08-24,75.6036
2022-08-25,75.561
2022-08-26,75.4948
2022-08-27,75.4948
2022-08-28,75.4948
2022-08-29,75.1096
2022-08-30,75.1943
2022-08-31,75.2814
2022-09-01,74.9597
2022-09-02,75.1036
2022-09-03,75.1036
2022-09-04,75.1036
2022-09-05,75.1036
2022-09-06,75.0774
2022-09-07,75.0231
2022-09-08,75.0231
2022-09-09,74.9651
2022-09-10,74.9651
2022-09-11,74.9651
2022-09-12,74.756
2022-09-13,74.5715
2022-09-14,74.8497
2022-09-15,74.6872
2022-09-16,72.7899
2022-09-17,72.7899
2022-09-18,72.7899
2022-09-19,72.1363
2022-09-20,72.1028
2022-09-21,72.1429
2022-09-22,71.3991
2022-09-23,67.5234
2022-09-24,67.5234
2022-09-25,67.5234
2022-09-26,65.2849
2022-09-27,61.2654
2022-09-28,61.6723
2022-09-29,59.7253
2022-09-30,59.9828
2022-10-01,59.9828
2022-10-02,59.9828
2022-10-03,63.0983
2022-10-04,64.0404
2022-10-05,64.3023
2022-10-06,64.6221
2022-10-07,64.7673
2022-10-08,64.7673
2022-10-09,64.7673
2022-10-10,65.7485
2022-10-11,65.9664
2022-10-12,66.2807
2022-10-13,66.9495
2022-10-14,67.4686
2022-10-15,67.4686
2022-10-16,67.4686
2022-10-17,67.9155
2022-10-18,67.9345
2022-10-19,68.9972
2022-10-20,69.3352
2022-10-21,68.7323
2022-10-22,68.7323
2022-10-23,68.7323
2022-10-24,68.7323
2022-10-25,68.8359
2022-10-26,69.153
2022-10-27,68.3852
2022-10-28,69.0951
2022-10-29,69.0951
2022-10-30,69.0951
2022-10-31,69.7107
2022-11-01,69.5571
2022-11-02,68.465
2022-11-03,65.1876
2022-11-04,65.6843
2022-11-05,65.6843
2022-11-06,65.6843
2022-11-07,65.6843
2022-11-08,63.9372
2022-11-09,62.1273
2022-11-10,63.3496
2022-11-11,63.5574
2022-11-12,63.5574
2022-11-13,63.5574
2022-11-14,64.0393
2022-11-15,64.2837
2022-11-16,64.315
2022-11-17,61.6825
2022-11-18,63.7714
2022-11-19,63.7714
2022-11-20,63.7714
2022-11-21,64.1505
2022-11-22,64.2472
2022-11-23,64.6746
2022-11-24,64.6746
2022-11-25,63.1137
2022-11-26,63.1137
2022-11-27,63.1137
2022-11-28,63.2197
2022-11-29,63.2561
2022-11-30,63.5175
2022-12-01,61.8273
2022-12-02,59.8626
2022-12-03,59.8626
2022-12-04,59.8626
2022-12-05,61.1001
2022-12-06,61.3058
2022-12-07,62.1343
2022-12-08,61.3865
2022-12-09,60.6994
2022-12-10,60.6994
2022-12-11,60.6994
2022-12-12,61.6756
2022-12-13,60.6137
2022-12-14,60.5418
2022-12-15,60.1726
2022-12-16,56.6023
2022-12-17,56.6023
2022-12-18,56.6023
2022-12-19,57.1805
2022-12-20,58.6319
2022-12-21,59.839
2022-12-22,59.7638
2022-12-23,59.92
2022-12-24,59.92
2022-12-25,59.92
2022-12-26,59.92
2022-12-27,60.6058
2022-12-28,62.4951
2022-12-29,60.001
2022-12-30,59.2903
2022-12-31,59.2903
2023-01-01,59.2903
2023-01-02,59.2903
2023-01-03,61.6403
2023-01-04,61.7924
2023-01-05,62.0519
2023-01-06,62.0519
2023-01-07,62.0519
2023-01-08,62.0519
2023-01-09,60.9012
2023-01-10,62.8213
2023-01-11,62.3687
2023-01-12,64.0821
2023-01-13,63.4285
2023-01-14,63.4285
2023-01-15,63.4285
2023-01-16,63.4285
2023-01-17,62.3018
2023-01-18,63.4221
2023-01-19,62.9384
2023-01-20,64.345
2023-01-21,64.345
2023-01-22,64.345
2023-01-23,64.6227
2023-01-24,63.8
2023-01-25,62.9706
2023-01-26,63.462
2023-01-27,62.3915
2023-01-28,62.3915
2023-01-29,62.3915
2023-01-30,64.5563
2023-01-31,64.1199
2023-02-01,64.1199
2023-02-02,64.3776
2023-02-03,63.3192
2023-02-04,63.3192
2023-02-05,63.3192
2023-02-06,63.7304
2023-02-07,63.2414
2023-02-08,63.3142
2023-02-09,62.7996
2023-02-10,63.1865
2023-02-11,63.1865
2023-02-12,63.1865
2023-02-13,63.1865
2023-02-14,63.2683
2023-02-15,62.6921
2023-02-16,58.9435
2023-02-17,59.4085
2023-02-18,59.4085
2023-02-19,59.4085
2023-02-20,59.4085
2023-02-21,56.6224
2023-02-22,57.4096
2023-02-23,56.8757
2023-02-24,56.4683
2023-02-25,56.4683
2023-02-26,56.4683
2023-02-27,51.5068
2023-02-28,45.6546
2023-03-01,44.1452
2023-03-02,41.4016
2023-03-03,37.3714
2023-03-04,37.3714
2023-03-05,37.3714
2023-03-06,32.6871
2023-03-07,42.3797
2023-03-08,46.4511
2023-03-09,44.7811
2023-03-10,42.5648
2023-03-11,42.5648
2023-03-12,42.5648
2023-03-13,40.1563
2023-03-14,38.9335
2023-03-15,57.9157
2023-03-16,57.9586
2023-03-17,58.0471
2023-03-18,58.0471
