,WNC US Equity
,RSI_30D
2020-03-26,30.2747
2020-03-27,30.0168
2020-03-28,30.0168
2020-03-29,30.0168
2020-03-30,29.8197
2020-03-31,30.8375
2020-04-01,28.851
2020-04-02,31.8529
2020-04-03,29.9428
2020-04-04,29.9428
2020-04-05,29.9428
2020-04-06,33.6268
2020-04-07,35.5517
2020-04-08,39.0148
2020-04-09,40.7546
2020-04-10,40.7546
2020-04-11,40.7546
2020-04-12,40.7546
2020-04-13,40.9414
2020-04-14,40.5884
2020-04-15,39.7466
2020-04-16,37.703
2020-04-17,40.0289
2020-04-18,40.0289
2020-04-19,40.0289
2020-04-20,38.2962
2020-04-21,37.8008
2020-04-22,38.757
2020-04-23,40.2501
2020-04-24,40.3186
2020-04-25,40.3186
2020-04-26,40.3186
2020-04-27,41.9685
2020-04-28,42.1064
2020-04-29,46.6951
2020-04-30,45.6262
2020-05-01,44.6742
2020-05-02,44.6742
2020-05-03,44.6742
2020-05-04,44.8065
2020-05-05,44.1508
2020-05-06,42.7486
2020-05-07,43.6038
2020-05-08,47.8976
2020-05-09,47.8976
2020-05-10,47.8976
2020-05-11,46.3573
2020-05-12,44.128
2020-05-13,43.7038
2020-05-14,43.5414
2020-05-15,43.8293
2020-05-16,43.8293
2020-05-17,43.8293
2020-05-18,52.2641
2020-05-19,50.5075
2020-05-20,52.6478
2020-05-21,52.7562
2020-05-22,51.7153
2020-05-23,51.7153
2020-05-24,51.7153
2020-05-25,51.7153
2020-05-26,56.7052
2020-05-27,60.6889
2020-05-28,55.3086
2020-05-29,53.5143
2020-05-30,53.5143
2020-05-31,53.5143
2020-06-01,51.19
2020-06-02,52.308
2020-06-03,57.4349
2020-06-04,58.3833
2020-06-05,61.4406
2020-06-06,61.4406
2020-06-07,61.4406
2020-06-08,62.404
2020-06-09,59.7416
2020-06-10,55.9858
2020-06-11,51.5319
2020-06-12,52.9504
2020-06-13,52.9504
2020-06-14,52.9504
2020-06-15,53.4832
2020-06-16,53.7926
2020-06-17,52.883
2020-06-18,52.7446
2020-06-19,51.9016
2020-06-20,51.9016
2020-06-21,51.9016
2020-06-22,51.3357
2020-06-23,52.7135
2020-06-24,51.1666
2020-06-25,52.649
2020-06-26,52.3006
2020-06-27,52.3006
2020-06-28,52.3006
2020-06-29,55.3974
2020-06-30,54.9813
2020-07-01,51.5037
2020-07-02,52.6706
2020-07-03,52.6706
2020-07-04,52.6706
2020-07-05,52.6706
2020-07-06,55.079
2020-07-07,52.6065
2020-07-08,53.5132
2020-07-09,52.3779
2020-07-10,53.182
2020-07-11,53.182
2020-07-12,53.182
2020-07-13,53.3179
2020-07-14,54.8981
2020-07-15,56.9647
2020-07-16,57.8799
2020-07-17,57.6493
2020-07-18,57.6493
2020-07-19,57.6493
2020-07-20,57.0033
2020-07-21,59.5201
2020-07-22,57.6848
2020-07-23,58.0303
2020-07-24,57.8471
2020-07-25,57.8471
2020-07-26,57.8471
2020-07-27,58.8331
2020-07-28,57.5048
2020-07-29,63.3007
2020-07-30,60.0207
2020-07-31,54.3047
2020-08-01,54.3047
2020-08-02,54.3047
2020-08-03,55.2437
2020-08-04,55.8959
2020-08-05,57.5363
2020-08-06,56.4243
2020-08-07,57.5951
2020-08-08,57.5951
2020-08-09,57.5951
2020-08-10,59.8646
2020-08-11,60.7846
2020-08-12,60.6121
2020-08-13,58.6607
2020-08-14,58.546
2020-08-15,58.546
2020-08-16,58.546
2020-08-17,58.4868
2020-08-18,57.0556
2020-08-19,57.9862
2020-08-20,57.4952
2020-08-21,56.996
2020-08-22,56.996
2020-08-23,56.996
2020-08-24,58.4425
2020-08-25,57.5383
2020-08-26,57.2113
2020-08-27,56.7442
2020-08-28,55.8678
2020-08-29,55.8678
2020-08-30,55.8678
2020-08-31,54.3321
2020-09-01,54.6127
2020-09-02,53.5241
2020-09-03,51.5318
2020-09-04,52.7449
2020-09-05,52.7449
2020-09-06,52.7449
2020-09-07,52.7449
2020-09-08,51.2843
2020-09-09,52.2785
2020-09-10,48.032
2020-09-11,46.9716
2020-09-12,46.9716
2020-09-13,46.9716
2020-09-14,46.8527
2020-09-15,47.4036
2020-09-16,49.3715
2020-09-17,50.0383
2020-09-18,50.4434
2020-09-19,50.4434
2020-09-20,50.4434
2020-09-21,46.7809
2020-09-22,49.8736
2020-09-23,49.3576
2020-09-24,50.2233
2020-09-25,51.9238
2020-09-26,51.9238
2020-09-27,51.9238
2020-09-28,55.4931
2020-09-29,53.4074
2020-09-30,52.9927
2020-10-01,52.9218
2020-10-02,54.7978
2020-10-03,54.7978
2020-10-04,54.7978
2020-10-05,58.8674
2020-10-06,61.5994
2020-10-07,62.5811
2020-10-08,63.8994
2020-10-09,61.8774
2020-10-10,61.8774
2020-10-11,61.8774
2020-10-12,62.8594
2020-10-13,62.8594
2020-10-14,62.6948
2020-10-15,63.4861
2020-10-16,64.222
2020-10-17,64.222
2020-10-18,64.222
2020-10-19,64.222
2020-10-20,64.222
2020-10-21,64.6428
2020-10-22,66.3324
2020-10-23,66.8782
2020-10-24,66.8782
2020-10-25,66.8782
2020-10-26,67.2279
2020-10-27,64.6067
2020-10-28,60.6547
2020-10-29,61.5808
2020-10-30,60.9317
2020-10-31,60.9317
2020-11-01,60.9317
2020-11-02,64.1691
2020-11-03,67.485
2020-11-04,65.4861
2020-11-05,71.8079
2020-11-06,66.2703
2020-11-07,66.2703
2020-11-08,66.2703
2020-11-09,67.2991
2020-11-10,69.8788
2020-11-11,69.2836
2020-11-12,64.7883
2020-11-13,65.3422
2020-11-14,65.3422
2020-11-15,65.3422
2020-11-16,67.4932
2020-11-17,68.68
2020-11-18,66.5844
2020-11-19,66.6195
2020-11-20,66.8359
2020-11-21,66.8359
2020-11-22,66.8359
2020-11-23,67.9809
2020-11-24,70.3932
2020-11-25,66.8937
2020-11-26,66.8937
2020-11-27,66.9631
2020-11-28,66.9631
2020-11-29,66.9631
2020-11-30,64.6515
2020-12-01,64.8039
2020-12-02,65.9427
2020-12-03,65.4316
2020-12-04,67.55
2020-12-05,67.55
2020-12-06,67.55
2020-12-07,64.467
2020-12-08,65.9977
2020-12-09,67.1061
2020-12-10,62.5476
2020-12-11,62.7041
2020-12-12,62.7041
2020-12-13,62.7041
2020-12-14,55.7204
2020-12-15,58.4832
2020-12-16,56.3655
2020-12-17,54.6847
2020-12-18,56.2453
2020-12-19,56.2453
2020-12-20,56.2453
2020-12-21,56.455
2020-12-22,55.4653
2020-12-23,56.7295
2020-12-24,56.1046
2020-12-25,56.1046
